method,scenario,category,n_tasks,average_precision_mean,average_precision_ci95,auc_mean,auc_ci95,area_matched_iou_mean,area_matched_iou_ci95,score_correlation_mean,score_correlation_ci95,mean_relative_residual_mean,mean_relative_residual_ci95,covariance_relative_residual_mean,covariance_relative_residual_ci95,balanced_brier_mean,balanced_brier_ci95,balanced_nll_mean,balanced_nll_ci95,balanced_ece_mean,balanced_ece_ci95,uncertainty_error_auc_mean,uncertainty_error_auc_ci95,numerical_failure_mean,numerical_failure_ci95,certificate_mean,certificate_ci95,boundary_residual_mean,boundary_residual_ci95
population-PCG,three stars,OOD shape,144,0.8059136433086805,0.010076174023360593,0.9894871260195907,0.0005612110067906515,0.5469982322631085,0.014406887300601008,0.9999999999124698,7.659894152885866e-12,8.379760717818701e-06,3.94696993042991e-07,8.382107503892813e-07,2.6912014796583553e-08,0.07882740669366387,0.0017278063520871356,0.9380411356687546,0.025392922208785366,0.0811648259146346,0.0017139133497428287,0.6317910674700986,0.006222623917498743,0.0,0.0,0.8611111111111112,0.05668281379402443,1.6503248750786447e-06,2.2925853901337357e-08
population-PCG,two obstacles,ID,144,0.9251814974885354,0.009504061974100437,0.9980425147774012,0.00028906516248757675,0.7181298685922481,0.017620265827062186,0.9999999992539775,8.948306972835913e-11,2.1043570111740133e-05,1.6779164301424599e-06,2.0516420996664742e-06,3.748584316213275e-07,0.019631513530233253,0.001917766410755426,0.21182763064280152,0.02449064218792138,0.020636589046464197,0.002005075694405506,0.7338639017806672,0.010795754631109421,0.0,0.0,0.006944444444444444,0.013611111111111114,2.333314969978536e-06,9.879858707238389e-07
population-PCG,wavenumber 12,OOD frequency,144,0.8338461275079005,0.021195767255426656,0.9926659221865068,0.0010632332584122539,0.6109593475844542,0.023417844543808377,0.9999999998390456,2.671823226703154e-11,2.5170976679570838e-05,6.643975322429323e-06,3.2947985657314248e-06,2.089414998952097e-06,0.05022491168023811,0.001978376563167944,0.5737930254803764,0.028185793899848228,0.05207179806246939,0.0019635441065118065,0.6834533416037839,0.011557391665828835,0.0,0.0,0.1736111111111111,0.0620824783223961,2.6107847319107377e-06,8.352077447589507e-07
population-safe-HB,180 degree aperture,OOD aperture,144,0.47787734911051494,0.015704957687644946,0.9569256928158197,0.0022432696481259643,0.27220668643625584,0.010589852916941152,0.978130023999791,0.0017949724992800365,0.48245434152583283,0.011131858198557278,0.5740550184208486,0.02710212977104903,0.124435426434502,0.009458334799307211,1.0471763561169307,0.11008413444373134,0.1331695384449429,0.009772029608999278,0.8351652011493499,0.011563144724528284,0.0,0.0,0.22916666666666666,0.06888807037010282,2.413905227606329e-06,8.800770506349341e-07
population-safe-HB,30 percent noise,OOD noise,144,0.6376746619150571,0.019946424732775546,0.974409245447471,0.0017873853789059776,0.42131501020273177,0.016811916985897585,0.9781480416927713,0.0014798104769002248,0.3630059135870801,0.007663094277305212,0.4031417580942313,0.011721756949336951,0.19852911981029642,0.004546729057223056,2.0967057454917164,0.05823259935621624,0.21026162078811061,0.004754473044513569,0.5752500572360553,0.010261300075225754,0.0,0.0,0.5,0.08195171698069491,2.585809876739139e-06,8.459157029774702e-07
population-safe-HB,four obstacles,ID,144,0.6844071242787029,0.02006692399753181,0.9775550967190045,0.0015809341646735654,0.44758132626372327,0.0177420011255996,0.9816746248350326,0.0011540002654359498,0.4893408552226093,0.009021802208685434,0.5839212934176127,0.02211448163767774,0.10963745461776853,0.003237040444730749,1.1308466326445341,0.0483480147526108,0.1149746584188607,0.00321459879719338,0.7323581403128134,0.011637001539012455,0.0,0.0,0.6388888888888888,0.07872653659684409,3.4006696109953636e-06,1.1289921086246494e-06
population-safe-HB,one obstacle,ID,144,0.9857957684436174,0.0036380131946712724,0.99982273689592,4.6136069851764625e-05,0.8988008519258519,0.02020384995567197,0.9665769486108269,0.0028935841079502293,0.44312517200079227,0.00529053098456378,0.679979234519932,0.0339020380047046,0.0035167731841432787,0.0008138977862011107,0.019696857467882484,0.0029206790064503657,0.004960017356830172,0.0014992696856060905,0.9640092990918944,0.012882270650507913,0.0,0.0,0.0,0.0,8.849253822557696e-07,2.3039037164733464e-07
population-safe-HB,six obstacles,OOD count,144,0.5912312231396909,0.017730693822045864,0.9461147660302578,0.0034650268034111292,0.388096843882042,0.013058041511054596,0.981770651888787,0.0013008918715936453,0.5412180827309688,0.00927131715875615,0.6549502652552393,0.02362626662488446,0.17083923725618255,0.003044738653709266,1.6590094909899764,0.06155754297046855,0.17767657712101936,0.0030923547938914594,0.746158514432039,0.013590812626218265,0.0,0.0,0.3055555555555556,0.0755008600417673,3.3872524976490895e-06,7.925255637286512e-07
population-safe-HB,three stars,OOD shape,144,0.7196232254038085,0.016260334902728785,0.9845024833556919,0.0008852962797657156,0.4679322017555035,0.015619660163767186,0.9813743387578406,0.0010824479335136041,0.4548191312286589,0.008573024112404988,0.5495585379087262,0.0206902937230511,0.09042161498736176,0.002572481548229143,0.9573501191205449,0.03700666324116096,0.09450339513002998,0.002598086524957315,0.725257807406151,0.011849288308258448,0.0,0.0,0.8611111111111112,0.05668281379402443,1.6503248750786447e-06,2.2925853901337357e-08
population-safe-HB,two obstacles,ID,144,0.9029313769374632,0.010649226262630247,0.9974397664520072,0.00034334628287207105,0.6891303216665325,0.016581425544451706,0.9809805947742964,0.0012512960009537937,0.4903877191245556,0.007512638726177075,0.6331707818640603,0.02914460592286291,0.01875706827073979,0.0018270073352539256,0.15795946118628812,0.024660233601633053,0.020285681045303743,0.0019345278461165925,0.887251415570361,0.012007319373355925,0.0,0.0,0.006944444444444444,0.013611111111111114,2.333314969978536e-06,9.879858707238389e-07
population-safe-HB,wavenumber 12,OOD frequency,144,0.7848386186477678,0.02431309676814695,0.9903138266010482,0.0013131930067128083,0.5620385199276129,0.02495356773721377,0.9828349541044644,0.0008506062397426792,0.5749825636545817,0.007485292262464368,0.7646724314739307,0.02826560298942582,0.04203998050393744,0.002054840226185717,0.3377686774151193,0.025774672345344442,0.0453042286551661,0.0020684513633267457,0.8975741415459422,0.010471894876923434,0.0,0.0,0.1736111111111111,0.0620824783223961,2.6107847319107377e-06,8.352077447589507e-07
spectrum-HB,180 degree aperture,OOD aperture,144,0.4903035052690012,0.018827786579758723,0.9583812961256652,0.0025286181813820867,0.2772262060288749,0.014972573037751276,0.9898360874005393,0.004158923741735435,1.1192342843666363,0.2166560103147078,2.3102348354360505,0.4440647590095724,0.2702736266785198,0.01799741435304517,3.4710104217131934,0.24828984940111168,0.2745703025203612,0.01799196281507579,0.49006842524029703,0.012807814963212106,0.0,0.0,0.22916666666666666,0.06888807037010282,2.413905227606329e-06,8.800770506349341e-07
spectrum-HB,30 percent noise,OOD noise,144,0.7277433087797368,0.018656796184336147,0.9812718960490364,0.001567596779797802,0.493804487413362,0.015711198971286356,0.9982116542733205,0.0011497612725342016,0.2834200779228316,0.05662743862162221,0.5320256258192886,0.10731699008573804,0.49949375809066826,0.000235444993372362,6.853989981942707,0.015325481552046305,0.49965410700274837,0.00017302743566234853,0.5033553616795723,0.002550822631271477,0.0,0.0,0.5,0.08195171698069491,2.585809876739139e-06,8.459157029774702e-07
spectrum-HB,four obstacles,ID,144,0.7642429079069968,0.017070822735507793,0.9813597298497443,0.0021390353255600447,0.5143790953342217,0.018238135217513562,0.996239320882969,0.002307715906869632,0.5355502178362157,0.11136365708761987,1.1788077695916097,0.2397700385535099,0.3298351541161537,0.01832158394599393,4.348202281528049,0.2567553621607745,0.3331496146404081,0.018215569452792325,0.4650933176019062,0.01098842534313485,0.0,0.0,0.6388888888888888,0.07872653659684409,3.4006696109953636e-06,1.1289921086246494e-06
spectrum-HB,one obstacle,ID,144,0.3042325295662291,0.0434689324566688,0.972023336405647,0.0037102137917280086,0.16372510833799925,0.039236240698552714,0.9012319791761851,0.010466282702704428,1.359549003963669,0.08306612151953183,14.293985337018967,0.9007832960200105,0.1724205511984312,0.03110212674646892,1.1174766651561692,0.2662273040908308,0.19728008498269547,0.0322383170269793,0.8798845510377716,0.026017996178983736,0.0,0.0,0.0,0.0,8.849253822557696e-07,2.3039037164733464e-07
spectrum-HB,six obstacles,OOD count,144,0.6102582037052691,0.027678699323930665,0.933755387538164,0.0090193494342157,0.3968072660017814,0.022108436585260252,0.9848371988704844,0.006030723778468812,1.119051490858611,0.1497300822634631,2.49032190711134,0.33845023928507695,0.4152040220797062,0.010911027626693555,5.462830929292573,0.1817526295122586,0.4183662720024586,0.01059387679187277,0.46045743668776556,0.006973014278845569,0.0,0.0,0.3055555555555556,0.0755008600417673,3.3872524976490895e-06,7.925255637286512e-07
spectrum-HB,three stars,OOD shape,144,0.8013702221676228,0.011157636255822702,0.9890675464737824,0.0007447405700787634,0.5436738920043621,0.015318675251587074,0.9996897268257209,0.00015624683389721698,0.22090283987603876,0.043570059245613996,0.550445678647116,0.10744296157437633,0.28453114959928727,0.02047127136304846,3.729124180144734,0.2710448324261947,0.28775505338692003,0.020596420115725496,0.4524316681920985,0.016321684821415678,0.0,0.0,0.8611111111111112,0.05668281379402443,1.6503248750786447e-06,2.2925853901337357e-08
spectrum-HB,two obstacles,ID,144,0.6770912997979344,0.02840404489799818,0.9757049281711326,0.003974842760726092,0.44257987575905267,0.028251726801863327,0.9718249660254459,0.005885192791022321,1.5976539455975096,0.200972623416542,6.063196936829223,0.7031236973049592,0.10639564268704918,0.007507070893011145,1.2288809784998496,0.08099539630878151,0.11040895621085332,0.007991182899096054,0.6087950876428393,0.015444885681538179,0.0,0.0,0.006944444444444444,0.013611111111111114,2.333314969978536e-06,9.879858707238389e-07
spectrum-HB,wavenumber 12,OOD frequency,144,0.5915480267934348,0.02467075573629902,0.9562372736184028,0.005952916437391543,0.3798955176443721,0.02044524828384297,0.9733439575200927,0.005965537483797003,1.815409117947436,0.22842978819611615,5.563883767773707,0.7312175930947312,0.1986788422283199,0.015354374329139024,2.3289203705887,0.19678657270066444,0.20502310551496017,0.015794098742525412,0.5441024419186142,0.018506919916922066,0.0,0.0,0.1736111111111111,0.0620824783223961,2.6107847319107377e-06,8.352077447589507e-07
