method,scenario,category,n_tasks,average_precision_mean,average_precision_ci95,auc_mean,auc_ci95,area_matched_iou_mean,area_matched_iou_ci95,score_correlation_mean,score_correlation_ci95,mean_relative_residual_mean,mean_relative_residual_ci95,covariance_relative_residual_mean,covariance_relative_residual_ci95,balanced_brier_mean,balanced_brier_ci95,balanced_nll_mean,balanced_nll_ci95,balanced_ece_mean,balanced_ece_ci95,uncertainty_error_auc_mean,uncertainty_error_auc_ci95,numerical_failure_mean,numerical_failure_ci95,certificate_mean,certificate_ci95,boundary_residual_mean,boundary_residual_ci95
global-safe-HB,four obstacles,ID,144,0.7702852001757216,0.015739187369498454,0.9838468863370456,0.0012238573624363867,0.5193197962568133,0.016632582842406294,0.9923949670243322,0.0003813310645746499,0.27175012396441567,0.0038715432386954066,0.2996351081464026,0.010552274041531704,0.12581766557155383,0.0028959137048035727,1.4336814760333962,0.044069941807704356,0.13043115329411295,0.002881109184025784,0.6508262355936151,0.008680326604607413,0.0,0.0,0.0,0.0,3.4006696109953636e-06,1.1289921086246494e-06
global-safe-HB,one obstacle,ID,144,0.9940236281820276,0.0022611244318816097,0.9999213262799186,3.090658027608047e-05,0.9439215876715876,0.016293680550443317,0.95393693167264,0.0022671596515117802,0.680242448217339,0.027686770260838742,1.5110653444296784,0.13845457545859488,0.05379874432360844,0.01904350964562343,0.21106233828403573,0.08826156924775057,0.07160939594379873,0.022683042139044665,0.9409660771229341,0.01666684588477031,0.0,0.0,0.0,0.0,8.849253822557696e-07,2.3039037164733464e-07
global-safe-HB,six obstacles,OOD count,144,0.6968285639324052,0.015498629084637216,0.9611451206423067,0.002900147182173143,0.459656652825386,0.013892595015953815,0.9937877188607257,0.0003141034513254343,0.2425899425935414,0.0037057568908434417,0.2694046970249878,0.007125462552778103,0.20146953386978972,0.003490780685630357,2.4048754614260464,0.05222974513712842,0.20710196615093285,0.003513914715154842,0.5838329002066467,0.007225440480007218,0.0,0.0,0.0,0.0,3.3872524976490895e-06,7.925255637286512e-07
global-safe-HB,three stars,OOD shape,144,0.7971472779454434,0.010517957288597593,0.9889769610447287,0.0006332110944804081,0.5362877173461418,0.014361030800290246,0.9929170685835937,0.0003803377210938917,0.28720064906196463,0.004358196507183348,0.3223763467330072,0.012735817652959424,0.09300720081147221,0.0021927467173928593,1.0662027328378625,0.034250577329107294,0.0962183488946822,0.0021693811913324136,0.6599063355141743,0.009355685030692966,0.0,0.0,0.0,0.0,1.6503248750786447e-06,2.2925853901337357e-08
global-safe-HB,two obstacles,ID,144,0.9149140974065619,0.009024724418185852,0.9978014418970608,0.00026199217605245496,0.695707689947379,0.0170481086898466,0.9799743675260879,0.0010019356460050377,0.4627312043060859,0.005832194277891982,0.5592189594171941,0.02378586057710144,0.02777930004392854,0.0017575859988516109,0.25590347803922164,0.01892638884117149,0.02970369927222944,0.0018354436664809821,0.8331862939986194,0.017380817785841305,0.0,0.0,0.0,0.0,2.333314969978536e-06,9.879858707238389e-07
global-safe-HB,wavenumber 12,OOD frequency,144,0.8306301989723968,0.021257372782128813,0.9924752408987776,0.001082691870263113,0.6066715398068876,0.02409429047477842,0.991807300830236,0.0004363626350866658,0.24977651983499527,0.003612474953073637,0.2516503573084871,0.007756465623317117,0.06255601690564719,0.002219687035492032,0.6948930461787515,0.03231281093325326,0.06511767578518225,0.0022129549010284993,0.704977301422087,0.012357655765321657,0.0,0.0,0.0,0.0,2.6107847319107377e-06,8.352077447589507e-07
identity-CG,180 degree aperture,OOD aperture,144,0.5226019199645928,0.014867808530553661,0.9616717362441756,0.0019234437926923097,0.2965557504652082,0.011280156759052322,0.9999999990157633,1.402435716029301e-10,0.001728831709543657,0.00013365229009344842,6.082675158343894e-05,4.764981015634341e-06,0.10427862943874465,0.008652441585958645,1.0061026248666975,0.09691529196705882,0.11054420093488362,0.008834504213131837,0.7239274192680861,0.010417195990855685,0.0,0.0,0.0,0.0,2.413905227606329e-06,8.800770506349341e-07
identity-CG,30 percent noise,OOD noise,144,0.728790441786646,0.018457168964995125,0.981687015516179,0.0014239551674629753,0.498641585671592,0.01583158652775072,0.999999999988503,7.387522328840259e-13,2.7313484211946263e-05,1.0366818465536567e-06,3.4435618635105434e-06,5.370656171941089e-07,0.1652610849382149,0.003649435187231488,1.9234182685613632,0.0510434044148585,0.17149419472035435,0.003655852281837705,0.5914212488673835,0.005771984282069739,0.0,0.0,0.0,0.0,2.585809876739139e-06,8.459157029774702e-07
identity-CG,four obstacles,ID,144,0.7807058111800816,0.015585256772812155,0.9845393375581026,0.0012687678980140564,0.5297879035508206,0.01662870038107258,0.9999999880134293,2.069975927947277e-09,0.00698262162202607,0.0005075523832469645,0.0003082392212895178,2.7736721391977448e-05,0.10451087614314424,0.0022704234187504,1.2456812999314733,0.034128073708400666,0.10750596978080769,0.0022535333491892602,0.6224850304905749,0.006747964598606406,0.0,0.0,0.0,0.0,3.4006696109953636e-06,1.1289921086246494e-06
identity-CG,one obstacle,ID,144,0.9924167389799154,0.0028075238747582716,0.9999041088692083,3.4738085652725294e-05,0.9367984638817973,0.018574040026472338,0.9999999968349935,4.3686758610444127e-10,0.00539527118154284,0.0005217746733228712,9.719894052295786e-05,1.2323846658544711e-05,0.0025136193938085677,0.00038245074234053437,0.020447129465026928,0.0028483256120263385,0.003195002214378443,0.0006804493938508672,0.8680261928847671,0.026110169047359588,0.0,0.0,0.0,0.0,8.849253822557696e-07,2.3039037164733464e-07
identity-CG,six obstacles,OOD count,144,0.7133757150227634,0.015200807733731293,0.963191919195612,0.0028653075180107112,0.47675304127184215,0.014342601510220999,0.9999999654490624,5.012748075692932e-09,0.006416269115612118,0.00044840102067474405,0.0002780960931229654,2.2820803681574427e-05,0.17547661521368557,0.002411388626490807,2.155426065954897,0.04116708202522632,0.17923453926212257,0.002393357103441724,0.5814748423116318,0.007176714972367416,0.0,0.0,0.0,0.0,3.3872524976490895e-06,7.925255637286512e-07
identity-CG,three stars,OOD shape,144,0.8059349735999749,0.010078245148109595,0.9894885920313458,0.0005611695943956064,0.5469982322631085,0.014406887300601008,0.9999999935439718,8.351366697047726e-10,0.0053849025587421944,0.00031851349078158196,0.00018874791271628055,1.5037683504585396e-05,0.07912808936089277,0.0017053459526428212,0.9427330270409584,0.02501497530087403,0.08146329511267443,0.0016918153966635988,0.6302370073219836,0.006051770887718962,0.0,0.0,0.0,0.0,1.6503248750786447e-06,2.2925853901337357e-08
identity-CG,two obstacles,ID,144,0.9251364881484336,0.00950585252525448,0.998041397700507,0.0002890999428109535,0.71753463049701,0.017584554627232834,0.9999999658147587,4.8201868005666074e-09,0.02348545634110148,0.0015396553010763971,0.000505532063471037,3.986826805200557e-05,0.01973693768700792,0.0018907858170011081,0.21346572750351495,0.024386423771144198,0.020747958773022726,0.0019854496359545106,0.7320108655960185,0.010580751704149136,0.0,0.0,0.0,0.0,2.333314969978536e-06,9.879858707238389e-07
identity-CG,wavenumber 12,OOD frequency,144,0.8336647389332783,0.021250223182142935,0.9926659985082319,0.0010631271337954266,0.6109593475844542,0.023417844543808377,0.9999999846043708,2.9344253675404815e-09,0.006836300647086723,0.0007002083650072677,0.00025324731738389045,2.452606355869334e-05,0.050471897030042276,0.0019649942780621114,0.5776927835411496,0.027996049470517648,0.05231303270233588,0.0019511044480286718,0.6815975962320816,0.011345540854865893,0.0,0.0,0.0,0.0,2.6107847319107377e-06,8.352077447589507e-07
learned-Chebyshev,180 degree aperture,OOD aperture,144,0.5366825177703125,0.015170818775261996,0.9625989205883825,0.0019710496140515612,0.307004746084509,0.011608313720127578,0.9898445581952043,0.0025175372449073342,0.04859477867527554,0.0043856224636544434,0.006835136620793492,0.0002553291257332151,0.1482872620690614,0.011205076804588203,1.3490767303026385,0.14787702502732233,0.1582820488450428,0.01132371106663631,0.8636283339219807,0.010750773601030649,0.0,0.0,0.7569444444444444,0.07030283388957459,2.413905227606329e-06,8.800770506349341e-07
learned-Chebyshev,30 percent noise,OOD noise,144,0.7332805453818616,0.018646979986133277,0.9824898278392276,0.0013932867927202149,0.5006371788074991,0.016009566573223052,0.9963637430936418,0.0012243392607504142,0.018690450728172436,0.00110956689293443,0.00497323578747455,0.00014021643756487794,0.1122018174889187,0.0033959608658178397,1.1337481840617127,0.05255191670187093,0.11827801152442892,0.0033491570626046564,0.7364277879130534,0.012995670943998608,0.0,0.0,0.9097222222222222,0.046971332924697635,2.585809876739139e-06,8.459157029774702e-07
learned-Chebyshev,four obstacles,ID,144,0.784065954047587,0.0160401330962195,0.9849969808301364,0.0012944543786676081,0.5360749389481261,0.017590106482026666,0.9976142984248466,0.001028820591872059,0.033616157125733376,0.0016965730571455353,0.007429819327727374,0.00022039267918362614,0.07309540725934009,0.0025424024822440975,0.6878921872832708,0.04231414679760991,0.07695750028101934,0.0024848603276326963,0.8116874320377426,0.015979629986262223,0.0,0.0,0.9444444444444444,0.03754395392356994,3.4006696109953636e-06,1.1289921086246494e-06
learned-Chebyshev,one obstacle,ID,144,0.9868855271728201,0.003881905398481716,0.9998415755216394,4.456333391724069e-05,0.9024109378276045,0.020770274351306968,0.9450243242078281,0.00548253193312673,0.07496408329138325,0.001850880611193828,0.010011200928905358,0.00018018357650619282,0.003380537539922241,0.0009259562841468344,0.016640558297998116,0.0028599068176640495,0.0051724422167656785,0.0013944391953819087,0.9756860680785108,0.011832502237816478,0.0,0.0,0.06944444444444445,0.041665630652750765,8.849253822557696e-07,2.3039037164733464e-07
learned-Chebyshev,six obstacles,OOD count,144,0.7411014853922254,0.014163149439908292,0.9710025735920212,0.0019241888049204069,0.5001310429452925,0.013349449633039537,0.9951091621155624,0.0012653793703268478,0.04104444759690927,0.0024254176132159715,0.007981090049725026,0.00025249460981335506,0.1349044412167536,0.003319356247721771,1.330129609753688,0.07626389981517458,0.1398885106253955,0.003190617224046135,0.7704180235546757,0.01938930628888307,0.0,0.0,0.9166666666666666,0.04530051602506038,3.3872524976490895e-06,7.925255637286512e-07
learned-Chebyshev,three stars,OOD shape,144,0.8047552889576389,0.010627080932008003,0.9893999049835787,0.0005795769207276929,0.5463903156590278,0.014664900531852211,0.9994270322884399,0.00015225480332106602,0.028068085323967453,0.0014204669445040238,0.006662485867208388,0.00021145573477700114,0.05238509480841458,0.001666234799411327,0.4993560156888432,0.027826347114706437,0.05497816203731216,0.0016959623464738816,0.8152026824982559,0.015668247270771145,0.0,0.0,1.0,0.0,1.6503248750786447e-06,2.2925853901337357e-08
learned-Chebyshev,two obstacles,ID,144,0.9065160522089547,0.011373630586765507,0.9973738100087499,0.0004301537913322434,0.6875248813358428,0.018331822805135085,0.9831695212036817,0.0023948631988226893,0.06724318380778034,0.0034093572384675634,0.009316703915828839,0.00027470791791188903,0.01586459274242063,0.0025258876953689192,0.12989490146800461,0.030412114073733166,0.017501115053568758,0.0025844975284037594,0.9100725924003706,0.011524724525839983,0.0,0.0,0.5555555555555556,0.0814442711296256,2.333314969978536e-06,9.879858707238389e-07
learned-Chebyshev,wavenumber 12,OOD frequency,144,0.7711119144025528,0.0247888484381495,0.9892289246753617,0.0013960091450794605,0.5302251757563012,0.024837199779095206,0.9930420210343764,0.0011200118831607908,0.07553434004593226,0.0039742154548161315,0.011424628002310378,0.0003066672624406313,0.03761897932660455,0.0019385189645195662,0.3319559291315575,0.027448203587258763,0.039977514954646014,0.0019465353027548428,0.8590901815814976,0.015674067995351836,0.0,0.0,0.8541666666666666,0.05784792209001193,2.6107847319107377e-06,8.352077447589507e-07
learned-HB,180 degree aperture,OOD aperture,144,0.5377918402329134,0.015343868622502366,0.9628918197221906,0.0019114502725193587,0.30907835604239603,0.012127352677214397,0.9899884889163373,0.0024673551273158294,0.053138957255416445,0.004856664029097326,0.022203986345428146,0.001350950309926825,0.13294219031619528,0.010636973371629393,1.1162153030228283,0.12757366683827806,0.141806480811081,0.010839609589414018,0.8728335059529702,0.009365223449801195,0.0,0.0,0.22916666666666666,0.06888807037010282,2.413905227606329e-06,8.800770506349341e-07
learned-HB,30 percent noise,OOD noise,144,0.7326917737964903,0.018709550290801857,0.9824325120166854,0.0014014664112595935,0.4992079488974209,0.015772559204395607,0.9965432773188883,0.0012014237036143203,0.0198050387423589,0.0011417238348727335,0.016091508868460853,0.0005196409364935481,0.11756761434177558,0.0022927969655834727,1.207496389746666,0.03554729821723354,0.12373514100909233,0.0022599422315664358,0.7177881814540584,0.00849514216090762,0.0,0.0,0.5,0.08195171698069491,2.585809876739139e-06,8.459157029774702e-07
learned-HB,four obstacles,ID,144,0.7846544716087546,0.015905732105556528,0.9850241386350851,0.001282707326207978,0.5377053889514127,0.017348182645779496,0.9978318421007432,0.0009619237646727993,0.03334271839250707,0.0017259090907716464,0.02930121392192733,0.001289263770028609,0.07709031795255011,0.0019725602424597423,0.7317534382972453,0.03250044572848875,0.08105301650034057,0.001929070433661492,0.8079645469794732,0.012790501487582498,0.0,0.0,0.6388888888888888,0.07872653659684409,3.4006696109953636e-06,1.1289921086246494e-06
learned-HB,one obstacle,ID,144,0.9872731643541842,0.003635852884962168,0.9998499254560868,4.033460874616631e-05,0.9021896313562981,0.02043858237443819,0.9458771863486588,0.005051241412110473,0.0817348439919038,0.0019252839584038537,0.03983764452601059,0.002275886063064526,0.002621181202180701,0.0002774643998639838,0.014377694270175803,0.0015704435483089518,0.003542950568468465,0.0006955030421828086,0.9790260874389721,0.011658825561600158,0.0,0.0,0.0,0.0,8.849253822557696e-07,2.3039037164733464e-07
learned-HB,six obstacles,OOD count,144,0.7374410922242013,0.014614382827602449,0.9703882332524104,0.002031535267035268,0.49646206984259944,0.014337541262954083,0.9954410041956812,0.001313550018487133,0.045346815708196826,0.0023994136423415883,0.03356264889266135,0.0014462174590451893,0.1405910518951714,0.00229608341463949,1.3969964476095305,0.05689073124387788,0.1455911995532612,0.0022344800929675244,0.7735548245272236,0.01672303645918066,0.0,0.0,0.3055555555555556,0.0755008600417673,3.3872524976490895e-06,7.925255637286512e-07
learned-HB,three stars,OOD shape,144,0.807741015437377,0.01038060015481842,0.9895592590521035,0.0005629940744385609,0.5501322418541411,0.01471849792751293,0.9995036566223692,0.00018547369533703027,0.02760881018022903,0.0016825690422747576,0.026828967151232064,0.0010507885162901497,0.055566676038627826,0.0012865778743713023,0.5351277967501018,0.020470320509967457,0.05847291888979574,0.001279615512051781,0.8135756210024457,0.012311879348585728,0.0,0.0,0.8611111111111112,0.05668281379402443,1.6503248750786447e-06,2.2925853901337357e-08
learned-HB,two obstacles,ID,144,0.9066063673034582,0.011057438142553772,0.9973888172185542,0.00039121251525142334,0.6866380968992736,0.01904365603727969,0.9830662808026808,0.0023570637851212956,0.07357570816141863,0.0036353406476253842,0.03724297694861889,0.001892783016314374,0.016439050898447424,0.0024472673539965317,0.1304955597475378,0.026654347359999123,0.017772800382873457,0.0024564754274003808,0.9185581333651626,0.009367153153974501,0.0,0.0,0.006944444444444444,0.013611111111111114,2.333314969978536e-06,9.879858707238389e-07
learned-HB,wavenumber 12,OOD frequency,144,0.7842522969310506,0.024378641159111158,0.9898968703397316,0.0013546093423180735,0.5449349017001058,0.025357421192892974,0.9943111649361869,0.0010011600287745416,0.07627072260301146,0.004056638785070249,0.05785142892919895,0.002778491658038465,0.03817314684339282,0.0018004695156908206,0.3243435656444894,0.02494122776833907,0.040718580867784716,0.0017981559755644383,0.8790577292261096,0.013355961687004063,0.0,0.0,0.1736111111111111,0.0620824783223961,2.6107847319107377e-06,8.352077447589507e-07
learned-Richardson,180 degree aperture,OOD aperture,144,0.13970136309489678,0.030146472014761366,0.44727343523841334,0.058414005151836146,0.07420505662120319,0.019547307706203255,-0.1442395138193232,0.11970553356019155,0.16742094445766675,0.006429687122477906,0.027197961850712698,0.0008205668161860973,0.22652663657855657,0.01595465077144012,0.6406463399115536,0.03454376116516658,0.23152501516354582,0.01944480723467835,0.6275200864103694,0.05133018792998351,0.0,0.0,0.6805555555555556,0.07642184427220367,2.413905227606329e-06,8.800770506349341e-07
learned-Richardson,30 percent noise,OOD noise,144,0.07041720471549648,0.00982909836120109,0.5054220135242974,0.0446385416878787,0.007054792679335203,0.0030413812158551477,-0.0777989092536865,0.11344674667334864,0.16287292053716051,0.0032205143790568955,0.044772833223558135,0.0009588467417296215,0.25091394694108105,0.013690251513668405,0.7619814984500408,0.020568345537518132,0.2252730062852303,0.01064494196137672,0.5273578865693401,0.04602213130495173,0.0,0.0,0.9166666666666666,0.04530051602506038,2.585809876739139e-06,8.459157029774702e-07
learned-Richardson,four obstacles,ID,144,0.17295815971913472,0.03570690586975586,0.5372355112701017,0.04849026403573387,0.09502581333476073,0.024002535558853788,-0.07883620377749562,0.11792179801653108,0.17505968237916628,0.004466989375232809,0.03992166017026951,0.0008571837981329942,0.2307131743679444,0.016358979116171086,0.6667183142983251,0.035862254000315834,0.19359222282138136,0.01324596868843293,0.5487022081994737,0.047855488121840116,0.0,0.0,0.8402777777777778,0.060045734785302875,3.4006696109953636e-06,1.1289921086246494e-06
learned-Richardson,one obstacle,ID,144,0.3050249042254624,0.06991285972664621,0.5756109673488556,0.05112196714774572,0.23687631812631815,0.058749509577191134,-0.15072155018211147,0.09492385352450629,0.3187850624736812,0.014362579025616997,0.03449793110808565,0.0071951855544032045,0.2036747584255257,0.021576009475702346,0.5549167809594009,0.054459325437532076,0.23530025989748538,0.0201290272650358,0.8372524899144366,0.02355996731098539,0.0,0.0,0.6527777777777778,0.07803231465687017,8.849253822557696e-07,2.3039037164733464e-07
learned-Richardson,six obstacles,OOD count,144,0.09648857544762843,0.01220723941050095,0.5292880149349091,0.03939927999038911,0.02307493805314153,0.006522385181539661,-0.008562111341125068,0.11271757063886638,0.16781311409754884,0.006068736232155086,0.04751626490097907,0.0009012923902947359,0.26961118743444484,0.016940877979129253,0.8287176446368297,0.02976992496075184,0.24167471265213358,0.014087797603847792,0.5761675840663398,0.04125651555404688,0.0,0.0,0.9513888888888888,0.035248031190981,3.3872524976490895e-06,7.925255637286512e-07
learned-Richardson,three stars,OOD shape,144,0.24888029191968966,0.0530935566518228,0.5017037756474811,0.05545583780844773,0.15831778284667322,0.03742831668617336,-0.19839838793209658,0.1293287610154443,0.17097963040901554,0.004165851587392002,0.03445371139484147,0.0006502556486780688,0.22988684635816348,0.018033196494013148,0.6475179686935412,0.04316563870994122,0.2027896526787016,0.014754718280556592,0.44231656709469463,0.05977089432697089,0.0,0.0,0.7777777777777778,0.068141166044361,1.6503248750786447e-06,2.2925853901337357e-08
learned-Richardson,two obstacles,ID,144,0.2537871913690392,0.05489649891833439,0.6362992744037668,0.04281429643636353,0.1621270362908498,0.03836713476828039,-0.06827513394858675,0.10592117033226221,0.18863981351670292,0.004081680071433286,0.024853345148989722,0.001033371528886113,0.18224644619557592,0.017437774470801807,0.5094283253161443,0.04609159535969734,0.14132658406419474,0.014362407554097461,0.704329167392259,0.03348710005792688,0.0,0.0,0.6111111111111112,0.07990259977680399,2.333314969978536e-06,9.879858707238389e-07
learned-Richardson,wavenumber 12,OOD frequency,144,0.06708474054733328,0.012120462716825832,0.39682391485797247,0.06042742881952282,0.00470184956943625,0.0035979533481813194,-0.21664699165997284,0.13363339927190718,0.2345812221368154,0.008254686113183569,0.05446143989037308,0.0014299769880374402,0.26275179594651693,0.022785803474628455,0.7467787542069951,0.0572806563206138,0.27521129187920856,0.025227488825949038,0.4066753053794882,0.0644280315007587,0.0,0.0,0.6736111111111112,0.07685291710005245,2.6107847319107377e-06,8.352077447589507e-07
population-PCG,180 degree aperture,OOD aperture,144,0.5226100771142357,0.014867151195573863,0.9616729825551865,0.0019234510815370484,0.2965557504652082,0.011280156759052322,0.9999999998359128,2.64550234676286e-11,1.2496019353294389e-05,8.402125572989168e-07,1.034072817102722e-06,4.2084378728429445e-08,0.10497627241743936,0.008714493553920183,1.0115620009601116,0.0980652877503818,0.11135100940656331,0.0089210425113221,0.7257626665153428,0.01038016355202632,0.0,0.0,0.22916666666666666,0.06888807037010282,2.413905227606329e-06,8.800770506349341e-07
population-PCG,30 percent noise,OOD noise,144,0.7287909209699642,0.018457102581142415,0.981687224340249,0.0014238773900656183,0.498641585671592,0.01583158652775072,0.9999999999800104,2.0683851720085577e-12,5.204220570931284e-06,1.8922167995320418e-07,7.536867055395962e-07,1.8815614116946686e-08,0.16451768447748488,0.003704091852825046,1.9131243568327692,0.05183174323158501,0.17073863548123175,0.003711129816680928,0.5925125714791571,0.005807748477358598,0.0,0.0,0.5,0.08195171698069491,2.585809876739139e-06,8.459157029774702e-07
population-PCG,four obstacles,ID,144,0.7806857488212054,0.015589388807406694,0.9845378200587648,0.0012688694337108831,0.5294722469851639,0.016655378918715966,0.9999999999126287,8.415582710638248e-12,9.843213528408038e-06,4.372622307723488e-07,9.85687621992939e-07,3.097264623660003e-08,0.10411332700298065,0.0022959290349726593,1.2395518865022395,0.034578462644088565,0.10715180632865264,0.0022621198116191004,0.6236964097675255,0.006887693547962597,0.0,0.0,0.6388888888888888,0.07872653659684409,3.4006696109953636e-06,1.1289921086246494e-06
population-PCG,one obstacle,ID,144,0.9924167389799153,0.0028075238747582733,0.9999041088692083,3.473808565272506e-05,0.9367984638817973,0.018574040026472338,0.9999999939772231,1.10325152250021e-09,0.00013273142978202182,2.9192987101697064e-05,2.3905475427928497e-05,5.031993406701376e-06,0.002544005081915077,0.0004233396886624775,0.02031240000645735,0.0028656083706116915,0.0033056398177136893,0.0007511706130682926,0.8686626834490409,0.02635351932263838,0.0,0.0,0.0,0.0,8.849253822557696e-07,2.3039037164733464e-07
population-PCG,six obstacles,OOD count,144,0.7133560810779246,0.01519454678919166,0.9631888651322917,0.002864554249951877,0.47646234114558694,0.014343718221906393,0.9999999999010514,1.3276599766637641e-11,1.2059040490915626e-05,5.28880944607664e-07,1.1910321005991086e-06,3.692075316682659e-08,0.1749762117655741,0.002453889905030549,2.146313617626826,0.042118974086314626,0.17870502018680176,0.0024371334294130747,0.5829864970812252,0.007407941855452124,0.0,0.0,0.3055555555555556,0.0755008600417673,3.3872524976490895e-06,7.925255637286512e-07
