seed,scenario,category,method,task,auc,average_precision,iou_top7,centroid_error,area_matched_iou,score_correlation,mean_relative_residual,covariance_relative_residual,balanced_brier,balanced_nll,balanced_ece,uncertainty_error_auc,numerical_failure,certificate,predicted_lower,true_lower,predicted_upper,true_upper,boundary_residual
17,one obstacle,ID,learned-HB,7,1.0,1.0,0.10909090909090909,0.04293908551335335,1.0,0.9301236103614147,0.09887871891260147,0.03432560712099075,0.003885432844981551,0.01844242587685585,0.004631028510630131,0.9977448453608248,0.0,0.0,0.0006459654541686177,9.557582234265283e-05,0.9995459318161011,0.763914167881012,1.7212583998116315e-06
17,one obstacle,ID,learned-Chebyshev,0,1.0,0.9999999999999998,0.12727272727272726,0.08322199434041977,1.0,0.8784604871723659,0.08518601953983307,0.009673009626567364,0.0011101649142801762,0.004195766989141703,0.0011181755689904094,0.9974424552429668,0.0,0.0,0.0003026847552973777,7.237707905005664e-05,0.9995656609535217,0.7783243656158447,1.472755428721939e-07
17,one obstacle,ID,learned-Chebyshev,1,1.0,1.0,0.2,0.04602828994393349,1.0,0.9562322760190859,0.06162669137120247,0.009508185088634491,0.0005628311191685498,0.004665690939873457,0.004165399819612503,1.0,0.0,0.0,0.0003100317844655365,0.0001281199511140585,0.9995761513710022,0.7513517737388611,1.2300311027502175e-06
17,one obstacle,ID,learned-Chebyshev,2,0.9992297817715019,0.9028571428571428,0.09090909090909091,0.08138782531023026,0.6666666666666666,0.9158199627958808,0.0905778706073761,0.009695491753518581,0.0035714583937078714,0.023414455354213715,0.0036667343229055405,0.9978577549271637,0.0,0.0,0.0002881881664507091,7.278737029992044e-05,0.9995386600494385,0.7403268814086914,8.546327876501891e-07
17,one obstacle,ID,learned-Chebyshev,3,0.9998566308243728,0.9888888888888892,0.16363636363636364,0.05019855499267578,0.8,0.9447699611448837,0.07675051689147949,0.010491814464330673,0.0015292123425751925,0.006216446403414011,0.0014489837922155857,0.9993589743589744,0.0,0.0,0.0003120259498246014,0.00011359983909642324,0.9995805621147156,0.7705286741256714,1.530351312339917e-07
17,one obstacle,ID,learned-Chebyshev,4,0.9996471833470539,0.9805194805194806,0.2,0.04061536863446236,0.8333333333333334,0.9608762636134616,0.0745859444141388,0.00872692558914423,0.037897463887929916,0.11033383011817932,0.04183422401547432,0.9968030690537084,0.0,0.0,0.0003182176442351192,0.00018384074792265892,0.999588668346405,0.7935444116592407,1.5969584410413518e-07
17,one obstacle,ID,learned-Chebyshev,5,0.999632285346571,0.9617346938775511,0.12727272727272726,0.07725333422422409,0.75,0.8984736473870412,0.08959231525659561,0.012308008037507534,0.001611481886357069,0.013347085565328598,0.007055089809000492,0.9948849104859335,0.0,0.0,0.00029036393971182406,0.00010491989814909175,0.9995423555374146,0.7894847393035889,5.591312515207392e-07
17,one obstacle,ID,learned-Chebyshev,6,1.0,1.0,0.18181818181818182,0.025751737877726555,1.0,0.9771395431259464,0.06576158851385117,0.009834266267716885,0.0008102651336230338,0.002476320369169116,0.0016561828088015318,0.9987212276214833,0.0,0.0,0.00033089183853007853,0.00020377208420541137,0.999607503414154,0.8501670956611633,1.0516653219383443e-06
17,one obstacle,ID,learned-Chebyshev,7,1.0,1.0,0.10909090909090909,0.050182025879621506,1.0,0.9190201308313937,0.09283345192670822,0.010150410234928131,0.00300586991943419,0.011743421666324139,0.003865833394229412,0.9977937120794264,0.0,0.0,0.0002983622543979436,7.353589899139479e-05,0.9995576739311218,0.7589930891990662,1.7212583998116315e-06
17,one obstacle,ID,global-safe-HB,0,1.0,1.0,0.12727272727272726,0.03465939685702324,1.0,0.9557689164116514,0.5228034853935242,0.5215396881103516,0.003700723871588707,0.04574073106050491,0.0039598275907337666,0.5793701799485861,0.0,0.0,0.00011095206718891859,2.0887087885057554e-05,0.9998257756233215,0.9716290831565857,1.472755428721939e-07
17,one obstacle,ID,global-safe-HB,1,1.0,1.0,0.2,0.01077441219240427,1.0,0.9724222364100029,0.5119805335998535,0.851743221282959,0.008364318870007992,0.05065556988120079,0.009233580902218819,0.9910206524992518,0.0,0.0,0.00013232557103037834,2.243801463919226e-05,0.9998086094856262,0.9003637433052063,1.2300311027502175e-06
17,one obstacle,ID,global-safe-HB,2,0.9997432605905007,0.9666666666666667,0.09090909090909091,0.0167610514909029,0.6666666666666666,0.9664656375163685,0.5306904911994934,0.6255594491958618,0.00640101870521903,0.06964655965566635,0.006615142337977886,0.6976744186046512,0.0,0.0,0.00010886602103710175,1.9867973605869338e-05,0.9998272061347961,0.9535444974899292,8.546327876501891e-07
17,one obstacle,ID,global-safe-HB,3,0.9997132616487455,0.9797979797979798,0.16363636363636364,0.010465381667017937,0.8,0.9579650500606834,0.7977982759475708,2.1328275203704834,0.004951752722263336,0.03236239403486252,0.02215423993766308,0.9954035668321383,0.0,0.0,0.00011575960525078699,2.1840141926077195e-05,0.9998226761817932,0.9652642607688904,1.530351312339917e-07
17,one obstacle,ID,global-safe-HB,4,0.9998823944490179,0.9924242424242424,0.2,0.005387195385992527,0.8333333333333334,0.973771781580456,0.4976387619972229,0.39298903942108154,0.013107472099363804,0.13771386444568634,0.013948341831564903,0.7677761870675256,0.0,0.0,0.0001280611177207902,2.3993699869606644e-05,0.9998132586479187,0.9714820981025696,1.5969584410413518e-07
17,one obstacle,ID,global-safe-HB,5,1.0,1.0,0.12727272727272726,0.0170358307659626,1.0,0.9456766423008182,0.6518956422805786,1.504481554031372,0.0025525949895381927,0.02623710408806801,0.002572849625721574,0.7493589743589744,0.0,0.0,0.0001023406075546518,1.87923669727752e-05,0.9998326301574707,0.9390672445297241,5.591312515207392e-07
17,one obstacle,ID,global-safe-HB,6,1.0,1.0,0.18181818181818182,0.010292242281138897,1.0,0.9462514573337205,0.6894186735153198,1.7040972709655762,0.007544711232185364,0.026534508913755417,0.007717101834714413,0.9932282003710575,0.0,0.0,0.000132996283355169,2.4412895072600804e-05,0.9998082518577576,0.9454225897789001,1.0516653219383443e-06
17,one obstacle,ID,global-safe-HB,7,1.0,1.0,0.10909090909090909,0.007327402476221323,1.0,0.9760816227464856,0.58592289686203,1.1698344945907593,0.00414098659530282,0.014158133417367935,0.004929121118038893,0.9991397849462365,0.0,0.0,0.00011702827760018408,1.9214730855310336e-05,0.9998194575309753,0.9198830723762512,1.7212583998116315e-06
17,one obstacle,ID,population-safe-HB,0,1.0,1.0,0.12727272727272726,0.028259769082069397,1.0,0.9429608367891285,0.3236110508441925,0.9442163109779358,0.002449566964060068,0.013581840321421623,0.0064551495015621185,0.9983974358974359,0.0,0.0,0.000644695304799825,9.007976041175425e-05,0.9995462894439697,0.7932237982749939,1.472755428721939e-07
17,one obstacle,ID,population-safe-HB,1,1.0,1.0,0.2,0.01986704207956791,1.0,0.9735807799734234,0.4290275573730469,0.6828272938728333,0.0034216721542179585,0.01435969676822424,0.004056412726640701,0.9955012853470437,0.0,0.0,0.0006638250779360533,0.00016291379870381206,0.9995400309562683,0.745343804359436,1.2300311027502175e-06
17,one obstacle,ID,population-safe-HB,2,0.9994865211810013,0.9428571428571428,0.09090909090909091,0.05044449865818024,0.6666666666666666,0.9491654103249755,0.4124610126018524,0.9030480980873108,0.0033616877626627684,0.01684289239346981,0.0030663376674056053,0.9965724078834619,0.0,0.0,0.0006197732873260975,9.038099233293906e-05,0.9995553493499756,0.7477467060089111,8.546327876501891e-07
17,one obstacle,ID,population-safe-HB,3,1.0,1.0,0.16363636363636364,0.010721075348556042,1.0,0.9683665968123301,0.39997759461402893,0.9703478813171387,0.0029135500080883503,0.010244907811284065,0.0029496485367417336,0.9969191270860077,0.0,0.0,0.0006664105458185077,0.00013841268082614988,0.9995389580726624,0.7915442585945129,1.530351312339917e-07
17,one obstacle,ID,population-safe-HB,4,0.9998823944490179,0.9924242424242424,0.2,0.0021548792719841003,0.8333333333333334,0.9880588781693734,0.4096912145614624,0.5738734006881714,0.003822199534624815,0.023575110360980034,0.0042169163934886456,0.9272844272844272,0.0,0.0,0.0006752117187716067,0.00021673405717592686,0.9995362162590027,0.8044333457946777,1.5969584410413518e-07
17,one obstacle,ID,population-safe-HB,5,0.999632285346571,0.9617346938775511,0.12727272727272726,0.03669629618525505,0.75,0.9532718936477732,0.4747241735458374,0.5978026986122131,0.0016542921075597405,0.01225452870130539,0.001832521171309054,0.9970123772940674,0.0,0.0,0.0006433617090806365,0.00013189727906137705,0.9995468854904175,0.803966760635376,5.591312515207392e-07
17,one obstacle,ID,population-safe-HB,6,1.0,0.9999999999999999,0.18181818181818182,0.010121648199856281,1.0,0.9825987616004999,0.4577297568321228,0.8670262098312378,0.0005045266007073224,0.003050670027732849,0.0026462359819561243,0.9987228607918264,0.0,0.0,0.0007094028987921774,0.0002597987768240273,0.9995245933532715,0.8603795170783997,1.0516653219383443e-06
17,one obstacle,ID,population-safe-HB,7,1.0,1.0,0.10909090909090909,0.011364318430423737,1.0,0.9676870427110912,0.429161012172699,0.5303880572319031,0.004109670873731375,0.029428167268633842,0.004714124836027622,0.9360502577319588,0.0,0.0,0.0006459654541686177,9.557582234265283e-05,0.9995459318161011,0.763914167881012,1.7212583998116315e-06
17,one obstacle,ID,spectrum-HB,0,0.9358337929766501,0.06907386327243292,0.05084745762711865,0.07132600992918015,0.0,0.7817968814393188,2.1153178215026855,23.574142456054688,0.2297372817993164,0.6803280115127563,0.32212984561920166,0.9466995018115942,0.0,0.0,0.000644695304799825,9.007976041175425e-05,0.9995462894439697,0.7932237982749939,1.472755428721939e-07
17,one obstacle,ID,spectrum-HB,1,0.9700105844995883,0.20991448541677007,0.2,0.008884805254638195,0.1,0.9298786757878416,1.2034776210784912,12.859821319580078,0.04549284651875496,0.5874560475349426,0.046107612550258636,0.6226490596238495,0.0,0.0,0.0006638250779360533,0.00016291379870381206,0.9995400309562683,0.745343804359436,1.2300311027502175e-06
17,one obstacle,ID,spectrum-HB,2,0.9304236200256739,0.04975066777828866,0.034482758620689655,0.07421839982271194,0.0,0.8198654068197695,2.2329471111297607,22.47468376159668,0.18137550354003906,0.5941839218139648,0.29071658849716187,0.943060884673858,0.0,0.0,0.0006197732873260975,9.038099233293906e-05,0.9995553493499756,0.7477467060089111,8.546327876501891e-07
17,one obstacle,ID,spectrum-HB,3,0.9485304659498209,0.10409481753006003,0.12280701754385964,0.0296880304813385,0.0,0.8975828504724476,1.5160256624221802,16.36064910888672,0.04792474955320358,0.4914630651473999,0.03977328911423683,0.7895439586271744,0.0,0.0,0.0006664105458185077,0.00013841268082614988,0.9995389580726624,0.7915442585945129,1.530351312339917e-07
17,one obstacle,ID,spectrum-HB,4,0.9831824062095731,0.299875675253784,0.2,0.027951229363679886,0.15789473684210525,0.9465132538123436,1.0377146005630493,10.425164222717285,0.0482419990003109,0.6410632729530334,0.04910091683268547,0.5566525622943113,0.0,0.0,0.0006752117187716067,0.00021673405717592686,0.9995362162590027,0.8044333457946777,1.5969584410413518e-07
17,one obstacle,ID,spectrum-HB,5,0.9683765398051112,0.1312113228189224,0.12727272727272726,0.05519189313054085,0.0,0.8676244087542725,1.5577479600906372,17.901287078857422,0.029837660491466522,0.2185121327638626,0.014917410910129547,0.9543000663991454,0.0,0.0,0.0006433617090806365,0.00013189727906137705,0.9995468854904175,0.803966760635376,5.591312515207392e-07
17,one obstacle,ID,spectrum-HB,6,0.9923772609819121,0.45412147793726737,0.18181818181818182,0.008636338636279106,0.3333333333333333,0.9582081738304875,0.769411563873291,9.239109992980957,0.04629577323794365,0.6110655069351196,0.04661300778388977,0.5292407927590511,0.0,0.0,0.0007094028987921774,0.0002597987768240273,0.9995245933532715,0.8603795170783997,1.0516653219383443e-06
17,one obstacle,ID,spectrum-HB,7,0.9308054841473865,0.058052949229419816,0.05172413793103448,0.0271773561835289,0.0,0.8512233411469803,1.924314260482788,21.700645446777344,0.14229357242584229,0.493405818939209,0.2553763687610626,0.9584835498718908,0.0,0.0,0.0006459654541686177,9.557582234265283e-05,0.9995459318161011,0.763914167881012,1.7212583998116315e-06
17,one obstacle,ID,identity-CG,0,0.9992645706931421,0.9325396825396826,0.12727272727272726,0.030919183045625687,0.5555555555555556,0.9999999974927731,0.0032567037269473076,4.8693938879296184e-05,0.0032171530183404684,0.03841795399785042,0.0032173471990972757,0.7,0.0,0.0,0.00011095206718891859,2.0887087885057554e-05,0.9998257756233215,0.9716290831565857,1.472755428721939e-07
17,one obstacle,ID,identity-CG,1,1.0,1.0,0.2,0.010164557956159115,1.0,0.9999999960433479,0.009283328428864479,0.0001675677631283179,0.0031035440042614937,0.03082570992410183,0.0035915090702474117,0.7958921694480102,0.0,0.0,0.00013232557103037834,2.243801463919226e-05,0.9998086094856262,0.9003637433052063,1.2300311027502175e-06
17,one obstacle,ID,identity-CG,2,0.9994865211810013,0.9266666666666666,0.09090909090909091,0.02693602629005909,0.6666666666666666,0.9999999977337392,0.003440692787989974,2.0993918951717205e-05,0.003990925848484039,0.04419608414173126,0.004211312159895897,0.7844272844272845,0.0,0.0,0.00010886602103710175,1.9867973605869338e-05,0.9998272061347961,0.9535444974899292,8.546327876501891e-07
17,one obstacle,ID,identity-CG,3,1.0,1.0,0.16363636363636364,0.030911922454833984,1.0,0.9999999984153152,0.004729339852929115,0.00014126094174571335,0.004516845103353262,0.04876626655459404,0.004956115502864122,0.6867751288659795,0.0,0.0,0.00011575960525078699,2.1840141926077195e-05,0.9998226761817932,0.9652642607688904,1.530351312339917e-07
17,one obstacle,ID,identity-CG,4,0.9998823944490179,0.9924242424242424,0.2,0.003232319839298725,0.8333333333333334,0.9999999982931033,0.005596545524895191,5.512714051292278e-05,0.005219924729317427,0.056574899703264236,0.0055399383418262005,0.7756272401433691,0.0,0.0,0.0001280611177207902,2.3993699869606644e-05,0.9998132586479187,0.9714820981025696,1.5969584410413518e-07
17,one obstacle,ID,identity-CG,5,0.9998161426732854,0.9821428571428572,0.12727272727272726,0.01737319491803646,0.75,0.9999999976166517,0.0036763299722224474,7.777593418722972e-05,0.0017794918967410922,0.014129329472780228,0.001803119550459087,0.9982927870251814,0.0,0.0,0.0001023406075546518,1.87923669727752e-05,0.9998326301574707,0.9390672445297241,5.591312515207392e-07
17,one obstacle,ID,identity-CG,6,1.0,1.0,0.18181818181818182,0.015844251960515976,1.0,0.999999994206748,0.008204186335206032,0.00013665623555425555,0.005241946782916784,0.037127457559108734,0.005461378023028374,0.9432258064516129,0.0,0.0,0.000132996283355169,2.4412895072600804e-05,0.9998082518577576,0.9454225897789001,1.0516653219383443e-06
17,one obstacle,ID,identity-CG,7,1.0,1.0,0.10909090909090909,0.024833790957927704,1.0,0.9999999957753365,0.00735482620075345,3.924227712559514e-05,0.003124095732346177,0.022358760237693787,0.0036425807047635317,0.896790757381258,0.0,0.0,0.00011702827760018408,1.9214730855310336e-05,0.9998194575309753,0.9198830723762512,1.7212583998116315e-06
17,one obstacle,ID,population-PCG,0,0.9992645706931421,0.9325396825396823,0.12727272727272726,0.030919183045625687,0.5555555555555556,0.9999999945302536,0.0002612269017845392,8.893023186828941e-05,0.003217146033421159,0.03839357942342758,0.0032173471990972757,0.7,0.0,0.0,0.000644695304799825,9.007976041175425e-05,0.9995462894439697,0.7932237982749939,1.472755428721939e-07
17,one obstacle,ID,population-PCG,1,1.0,1.0,0.2,0.010164557956159115,1.0,0.9999999976115349,3.4251348552061245e-05,4.025085218017921e-06,0.003098081098869443,0.030799176543951035,0.003583746263757348,0.7958921694480102,0.0,0.0,0.0006638250779360533,0.00016291379870381206,0.9995400309562683,0.745343804359436,1.2300311027502175e-06
17,one obstacle,ID,population-PCG,2,0.9994865211810012,0.9266666666666665,0.09090909090909091,0.02693602629005909,0.6666666666666666,0.9999999900933031,0.00013894971925765276,2.8210626624058932e-05,0.003986533265560865,0.0441645011305809,0.004208477679640055,0.7844272844272845,0.0,0.0,0.0006197732873260975,9.038099233293906e-05,0.9995553493499756,0.7477467060089111,8.546327876501891e-07
17,one obstacle,ID,population-PCG,3,1.0,1.0,0.16363636363636364,0.030911922454833984,1.0,0.9999999984098605,4.0632305172039196e-05,4.3476748032844625e-06,0.00451092142611742,0.04874216020107269,0.004951111041009426,0.6867751288659795,0.0,0.0,0.0006664105458185077,0.00013841268082614988,0.9995389580726624,0.7915442585945129,1.530351312339917e-07
17,one obstacle,ID,population-PCG,4,0.999882394449018,0.9924242424242424,0.2,0.003232319839298725,0.8333333333333334,0.9999999966048623,7.188565359683707e-05,1.2294060979911592e-05,0.005216207355260849,0.056523002684116364,0.005536564625799656,0.7756272401433691,0.0,0.0,0.0006752117187716067,0.00021673405717592686,0.9995362162590027,0.8044333457946777,1.5969584410413518e-07
17,one obstacle,ID,population-PCG,5,0.9998161426732854,0.982142857142857,0.12727272727272726,0.01737319491803646,0.75,0.9999999947683508,0.00024236175522673875,4.7480050852755085e-05,0.0017783867660909891,0.014091425575315952,0.0018010972999036312,0.9982927870251814,0.0,0.0,0.0006433617090806365,0.00013189727906137705,0.9995468854904175,0.803966760635376,5.591312515207392e-07
17,one obstacle,ID,population-PCG,6,1.0,1.0,0.18181818181818182,0.015844251960515976,1.0,0.9999999974225602,2.5204444682458416e-05,3.950394329876872e-06,0.005238937214016914,0.03707221895456314,0.0054591139778494835,0.9432258064516129,0.0,0.0,0.0007094028987921774,0.0002597987768240273,0.9995245933532715,0.8603795170783997,1.0516653219383443e-06
17,one obstacle,ID,population-PCG,7,1.0,1.0,0.10909090909090909,0.024833790957927704,1.0,0.9999999861931537,0.00017942202975973487,2.790260077745188e-05,0.003120595123618841,0.02233242616057396,0.003639558097347617,0.896790757381258,0.0,0.0,0.0006459654541686177,9.557582234265283e-05,0.9995459318161011,0.763914167881012,1.7212583998116315e-06
17,one obstacle,ID,exact,0,0.9992645706931421,0.9325396825396826,0.12727272727272726,0.030919183045625687,0.5555555555555556,1.0,0.00021742134413216263,3.7934742067591287e-06,0.003217148594558239,0.038399841636419296,0.0032173471990972757,0.7,0.0,nan,nan,nan,nan,nan,1.472755428721939e-07
17,one obstacle,ID,exact,1,1.0,1.0,0.2,0.010164557956159115,1.0,1.0,0.00013375467096921057,3.1042020509630674e-06,0.0030989297665655613,0.030803250148892403,0.0035850191488862038,0.7958921694480102,0.0,nan,nan,nan,nan,nan,1.2300311027502175e-06
17,one obstacle,ID,exact,2,0.9994865211810013,0.9266666666666665,0.09090909090909091,0.02693602629005909,0.6666666666666666,1.0,0.00021198370086494833,3.265314489908633e-06,0.003987975884228945,0.04417101666331291,0.0042094094678759575,0.7844272844272845,0.0,nan,nan,nan,nan,nan,8.546327876501891e-07
17,one obstacle,ID,exact,3,1.0,1.0,0.16363636363636364,0.030911922454833984,1.0,1.0,0.00017940787074621767,3.106988287981949e-06,0.004512389190495014,0.04874833673238754,0.004952363669872284,0.6867751288659795,0.0,nan,nan,nan,nan,nan,1.530351312339917e-07
17,one obstacle,ID,exact,4,0.9998823944490179,0.9924242424242424,0.2,0.003232319839298725,0.8333333333333334,1.0,0.00016199576202780008,2.72160241365782e-06,0.0052168043330311775,0.056531112641096115,0.005537223070859909,0.7756272401433691,0.0,nan,nan,nan,nan,nan,1.5969584410413518e-07
17,one obstacle,ID,exact,5,0.9998161426732854,0.9821428571428572,0.12727272727272726,0.01737319491803646,0.75,1.0,0.00019355211406946182,3.4358097309450386e-06,0.0017785916570574045,0.014093850739300251,0.0018012304790318012,0.9982927870251814,0.0,nan,nan,nan,nan,nan,5.591312515207392e-07
17,one obstacle,ID,exact,6,1.0,1.0,0.18181818181818182,0.015844251960515976,1.0,1.0,0.0001402638154104352,2.9775653729302576e-06,0.0052397409453988075,0.03707855939865112,0.005459833890199661,0.9432258064516129,0.0,nan,nan,nan,nan,nan,1.0516653219383443e-06
17,one obstacle,ID,exact,7,1.0,1.0,0.10909090909090909,0.024833790957927704,1.0,1.0,0.00018117450235877186,3.183847184118349e-06,0.0031199476215988398,0.022325146943330765,0.003638321300968528,0.896790757381258,0.0,nan,nan,nan,nan,nan,1.7212583998116315e-06
17,one obstacle,ID,learned-Richardson,8,0.9842377260981913,0.5647075098814229,0.18181818181818182,0.24624712765216827,0.25,0.5735546411997029,0.21335455775260925,0.03373729810118675,0.036824699491262436,0.14165931940078735,0.07783984392881393,0.9691532258064516,0.0,0.0,0.00015975392307154834,3.647103949333541e-05,0.9400861859321594,0.6945812702178955,1.400035358756213e-07
17,one obstacle,ID,learned-Richardson,9,1.0,1.0,0.14545454545454545,0.15202878415584564,1.0,0.6875841111689687,0.18328842520713806,0.03125319257378578,0.012093874625861645,0.062452398240566254,0.0515325590968132,0.9823464912280702,0.0,0.0,0.0001594237401150167,3.525491774780676e-05,0.9400211572647095,0.6828886270523071,1.744094902278448e-06
17,one obstacle,ID,learned-Richardson,10,1.0,1.0,0.14545454545454545,0.1845250278711319,1.0,0.6220163089152965,0.17235541343688965,0.029578931629657745,0.028456512838602066,0.12251028418540955,0.10418851673603058,0.5,0.0,0.0,0.0001603941636858508,3.445372567512095e-05,0.9402043223381042,0.7511090636253357,7.126851073735452e-07
17,one obstacle,ID,learned-Richardson,11,1.0,1.0,0.10909090909090909,0.2074073702096939,1.0,0.6519349240035814,0.27549687027931213,0.034217726439237595,0.015190607868134975,0.08185367286205292,0.07234865427017212,0.9914639351259069,0.0,0.0,0.00016061706992331892,3.443147215875797e-05,0.9406701326370239,0.7671157121658325,1.3902743489779823e-07
17,one obstacle,ID,learned-Richardson,12,0.9996124031007753,0.9733333333333334,0.18181818181818182,0.13069717586040497,0.8181818181818182,0.7234958564780216,0.19857773184776306,0.03176107257604599,0.01141270250082016,0.06552606076002121,0.05384387820959091,0.9698966408268733,0.0,0.0,0.00016126755508594215,5.2515737479552627e-05,0.9405817985534668,0.7226682305335999,1.5358104974438902e-06
17,one obstacle,ID,learned-Richardson,13,0.999483204134367,0.9651515151515152,0.18181818181818182,0.16279344260692596,0.6666666666666666,0.6714418997623733,0.20510785281658173,0.031730592250823975,0.01604466326534748,0.06919042021036148,0.04957647621631622,0.9652584432877376,0.0,0.0,0.0001611922198208049,4.4344327761791646e-05,0.9403896927833557,0.7155992388725281,1.5748230453027645e-07
