model,seed,scenario,category,task,depth,auc,average_precision,iou_top7,centroid_error,relative_residual
identity,43,wavenumber 12,OOD frequency,38,8,0.9997247958902853,0.9927405927405928,0.4583333333333333,0.011297931894659996,1.490905523300171
identity,43,wavenumber 12,OOD frequency,39,8,0.9994190135461578,0.9846902280725809,0.4583333333333333,0.03525518625974655,1.7628076076507568
identity,43,wavenumber 12,OOD frequency,40,8,0.9989909182643795,0.9805523738713392,0.4583333333333333,0.0239507257938385,2.5409164428710938
identity,43,wavenumber 12,OOD frequency,41,8,0.99893206276185,0.9701490125750226,0.5138888888888888,0.01176166906952858,2.379732847213745
identity,43,wavenumber 12,OOD frequency,42,8,1.0,1.0,0.375,0.020074529573321342,1.9027799367904663
identity,43,wavenumber 12,OOD frequency,43,8,0.9996443089430894,0.9905724040579669,0.5555555555555556,0.019016267731785774,0.6018726229667664
identity,43,wavenumber 12,OOD frequency,44,8,1.0,1.0,0.4027777777777778,0.021964717656373978,1.7878923416137695
identity,43,wavenumber 12,OOD frequency,45,8,0.9994665890796237,0.9894216763320536,0.5833333333333334,0.0018799144309014082,1.4018609523773193
identity,43,wavenumber 12,OOD frequency,46,8,0.9994652406417113,0.9860422567559558,0.4722222222222222,0.009052137844264507,1.7716474533081055
identity,43,wavenumber 12,OOD frequency,47,8,0.9979902240528,0.9545241420691564,0.5694444444444444,0.023250488564372063,1.8783771991729736
graph-small,43,wavenumber 12,OOD frequency,36,8,0.999240890688259,0.979944777076275,0.5,0.005169231444597244,2.4484338760375977
graph-small,43,wavenumber 12,OOD frequency,37,8,0.9993066589628773,0.9834342421128536,0.4861111111111111,0.013036929070949554,2.393347978591919
graph-small,43,wavenumber 12,OOD frequency,38,8,0.9997247958902853,0.9927405927405928,0.4583333333333333,0.011297931894659996,1.4196406602859497
graph-small,43,wavenumber 12,OOD frequency,39,8,0.9994190135461579,0.9852534236698458,0.4583333333333333,0.03525518625974655,1.7959234714508057
graph-small,43,wavenumber 12,OOD frequency,40,8,0.9990214964987921,0.9812066903151293,0.4583333333333333,0.0239507257938385,2.590049982070923
graph-small,43,wavenumber 12,OOD frequency,41,8,0.9989046797557436,0.9689739244434123,0.5138888888888888,0.011651934124529362,2.4096951484680176
graph-small,43,wavenumber 12,OOD frequency,42,8,1.0,0.9999999999999996,0.375,0.021988464519381523,1.8601933717727661
graph-small,43,wavenumber 12,OOD frequency,43,8,0.9996697154471544,0.9915511313118957,0.5555555555555556,0.019016267731785774,0.5310538411140442
graph-small,43,wavenumber 12,OOD frequency,44,8,1.0,1.0,0.4027777777777778,0.019395483657717705,1.8230218887329102
graph-small,43,wavenumber 12,OOD frequency,45,8,0.9994423431286975,0.9892560797904066,0.5833333333333334,0.000724146724678576,1.3889634609222412
graph-small,43,wavenumber 12,OOD frequency,46,8,0.9995246583481878,0.987584996765133,0.4722222222222222,0.009052137844264507,1.8227155208587646
graph-small,43,wavenumber 12,OOD frequency,47,8,0.9979902240528,0.9533901045585172,0.5694444444444444,0.020402325317263603,2.0841310024261475
graph-foundation,43,wavenumber 12,OOD frequency,36,8,0.9992971210076473,0.9815523095483711,0.5,0.005169231444597244,2.294816493988037
graph-foundation,43,wavenumber 12,OOD frequency,37,8,0.9992777697529972,0.9827787572468424,0.4861111111111111,0.013036929070949554,2.3588356971740723
graph-foundation,43,wavenumber 12,OOD frequency,38,8,0.9997247958902853,0.9927405927405928,0.4583333333333333,0.011297931894659996,1.4345674514770508
graph-foundation,43,wavenumber 12,OOD frequency,39,8,0.9994190135461579,0.9844836629736714,0.4583333333333333,0.03525518625974655,1.6794214248657227
graph-foundation,43,wavenumber 12,OOD frequency,40,8,0.9990214964987921,0.9801906203115881,0.4583333333333333,0.0239507257938385,2.5441315174102783
graph-foundation,43,wavenumber 12,OOD frequency,41,8,0.9989046797557436,0.9694222353776571,0.5138888888888888,0.013228829018771648,2.419804811477661
graph-foundation,43,wavenumber 12,OOD frequency,42,8,1.0,0.9999999999999998,0.375,0.01704760454595089,1.842108130455017
graph-foundation,43,wavenumber 12,OOD frequency,43,8,0.9995680894308943,0.9885638942750667,0.5555555555555556,0.019016267731785774,0.65320885181427
graph-foundation,43,wavenumber 12,OOD frequency,44,8,1.0,1.0,0.4027777777777778,0.021964717656373978,1.690232515335083
graph-foundation,43,wavenumber 12,OOD frequency,45,8,0.9993453593249928,0.9874159970090202,0.5833333333333334,0.0018799144309014082,1.3119380474090576
graph-foundation,43,wavenumber 12,OOD frequency,46,8,0.9994652406417113,0.9860422567559558,0.4722222222222222,0.009052137844264507,1.8663374185562134
graph-foundation,43,wavenumber 12,OOD frequency,47,8,0.9980894722477235,0.955938772960844,0.5694444444444444,0.020402325317263603,2.01833176612854
A-equivariant,43,wavenumber 12,OOD frequency,36,8,0.9990159694107063,0.9751110375370691,0.5,0.016734914854168892,0.31840482354164124
A-equivariant,43,wavenumber 12,OOD frequency,37,8,0.9990755452838365,0.9787004048424314,0.4861111111111111,0.014770809561014175,0.024564605206251144
A-equivariant,43,wavenumber 12,OOD frequency,38,8,0.9996024829526343,0.9885462590860934,0.4583333333333333,0.015134807676076889,0.00046680468949489295
A-equivariant,43,wavenumber 12,OOD frequency,39,8,0.9992661223740942,0.9807788969553674,0.4583333333333333,0.029140451923012733,0.14822109043598175
A-equivariant,43,wavenumber 12,OOD frequency,40,8,0.9987768706234903,0.979020979020979,0.4583333333333333,0.020212503150105476,0.26277175545692444
A-equivariant,43,wavenumber 12,OOD frequency,41,8,0.9987403817191052,0.9654958743488212,0.5138888888888888,0.021099088713526726,0.09028952568769455
A-equivariant,43,wavenumber 12,OOD frequency,42,8,1.0,1.0,0.375,0.017072701826691628,0.22628092765808105
A-equivariant,43,wavenumber 12,OOD frequency,43,8,0.9996189024390243,0.9907780204969527,0.5555555555555556,0.01035138126462698,0.2845906913280487
A-equivariant,43,wavenumber 12,OOD frequency,44,8,0.9999653439611853,0.9988505747126435,0.4027777777777778,0.01793195866048336,0.0553891696035862
A-equivariant,43,wavenumber 12,OOD frequency,45,8,0.9993696052759189,0.9872126167067459,0.5833333333333334,0.002543737879022956,0.20339128375053406
A-equivariant,43,wavenumber 12,OOD frequency,46,8,0.9995246583481878,0.9878952937479978,0.4722222222222222,0.002818580949679017,0.002004233654588461
A-equivariant,43,wavenumber 12,OOD frequency,47,8,0.9980894722477235,0.955927526068687,0.5694444444444444,0.02026580460369587,0.04771767184138298
analytic-Chebyshev,43,wavenumber 12,OOD frequency,36,8,0.9990159694107063,0.975266540842388,0.5,0.016734914854168892,0.007909535430371761
analytic-Chebyshev,43,wavenumber 12,OOD frequency,37,8,0.9990755452838365,0.9787004048424314,0.4861111111111111,0.014770809561014175,0.007378292270004749
analytic-Chebyshev,43,wavenumber 12,OOD frequency,38,8,0.9995719047182217,0.9877766583164926,0.4583333333333333,0.015134807676076889,0.01827096939086914
analytic-Chebyshev,43,wavenumber 12,OOD frequency,39,8,0.9992661223740942,0.9807788969553676,0.4583333333333333,0.029140451923012733,0.0069912695325911045
analytic-Chebyshev,43,wavenumber 12,OOD frequency,40,8,0.9987462923890774,0.9764764911457984,0.4583333333333333,0.028971612453460693,0.00370006007142365
analytic-Chebyshev,43,wavenumber 12,OOD frequency,41,8,0.9987403817191052,0.9654958743488209,0.5138888888888888,0.021099088713526726,0.009526100009679794
analytic-Chebyshev,43,wavenumber 12,OOD frequency,42,8,1.0,1.0,0.375,0.017072701826691628,0.013932427391409874
analytic-Chebyshev,43,wavenumber 12,OOD frequency,43,8,0.9994410569105691,0.9867738723161845,0.5555555555555556,0.004236044827848673,0.012628056108951569
analytic-Chebyshev,43,wavenumber 12,OOD frequency,44,8,0.9999653439611852,0.9988505747126438,0.4027777777777778,0.023817498236894608,0.010919954627752304
analytic-Chebyshev,43,wavenumber 12,OOD frequency,45,8,0.9994423431286975,0.9886634661690186,0.5833333333333334,0.002543737879022956,0.012584086507558823
analytic-Chebyshev,43,wavenumber 12,OOD frequency,46,8,0.9995246583481878,0.9878952937479978,0.4722222222222222,0.002818580949679017,0.011198736727237701
analytic-Chebyshev,43,wavenumber 12,OOD frequency,47,8,0.9980894722477235,0.955927526068687,0.5694444444444444,0.02026580460369587,0.010296349413692951
exact,43,wavenumber 12,OOD frequency,36,0,0.9990159694107063,0.975266540842388,0.5,0.016734914854168892,1.3105978723615408e-05
exact,43,wavenumber 12,OOD frequency,37,0,0.9990755452838365,0.9787004048424314,0.4861111111111111,0.014770809561014175,1.4465037565969396e-05
exact,43,wavenumber 12,OOD frequency,38,0,0.9996024829526342,0.9885462590860932,0.4583333333333333,0.015134807676076889,1.4099935469857883e-05
exact,43,wavenumber 12,OOD frequency,39,0,0.9992661223740942,0.9807788969553676,0.4583333333333333,0.029140451923012733,1.4275848116085399e-05
exact,43,wavenumber 12,OOD frequency,40,0,0.9987462923890774,0.9764764911457984,0.4583333333333333,0.028971612453460693,1.4916967302269768e-05
exact,43,wavenumber 12,OOD frequency,41,0,0.9987403817191052,0.9654958743488209,0.5138888888888888,0.021099088713526726,1.3087711522530299e-05
exact,43,wavenumber 12,OOD frequency,42,0,1.0,1.0,0.375,0.017072701826691628,1.508696823293576e-05
exact,43,wavenumber 12,OOD frequency,43,0,0.9994410569105691,0.9867738723161849,0.5555555555555556,0.004236044827848673,1.3587980902229901e-05
exact,43,wavenumber 12,OOD frequency,44,0,0.9999653439611852,0.9988505747126438,0.4027777777777778,0.023817498236894608,1.5480316506000236e-05
exact,43,wavenumber 12,OOD frequency,45,0,0.9994180971777713,0.9881242260827401,0.5833333333333334,0.002543737879022956,1.4793513400945812e-05
exact,43,wavenumber 12,OOD frequency,46,0,0.9995246583481878,0.9878952937479978,0.4722222222222222,0.002818580949679017,1.3498142834578175e-05
exact,43,wavenumber 12,OOD frequency,47,0,0.9980894722477235,0.9559275260686872,0.5694444444444444,0.02026580460369587,1.2862388757639565e-05
identity,43,mirrored kites,lsmlab-inspired,0,8,0.9980636833046471,0.9484911787667172,0.3888888888888889,0.029786888509988785,1.567384123802185
identity,43,mirrored kites,lsmlab-inspired,1,8,0.9981581581581581,0.9450135806222764,0.3472222222222222,0.012536895461380482,0.8732686042785645
identity,43,mirrored kites,lsmlab-inspired,2,8,0.9992144540455616,0.9621590530708248,0.2638888888888889,0.009062782861292362,0.6507308483123779
identity,43,mirrored kites,lsmlab-inspired,3,8,0.9969595621769535,0.9202716264969387,0.3194444444444444,0.03698933869600296,1.0902060270309448
identity,43,mirrored kites,lsmlab-inspired,4,8,0.9985833333333334,0.9487969239836016,0.3333333333333333,0.007096396759152412,1.0744696855545044
identity,43,mirrored kites,lsmlab-inspired,5,8,0.9992288150970786,0.9631808429475893,0.3055555555555556,0.01568324863910675,0.7530167102813721
identity,43,mirrored kites,lsmlab-inspired,6,8,0.9989459325396826,0.9304617257742258,0.2222222222222222,0.027296675369143486,0.31926238536834717
identity,43,mirrored kites,lsmlab-inspired,7,8,0.9979166666666667,0.9524324072331318,0.3333333333333333,0.014514933340251446,1.1353131532669067
identity,43,mirrored kites,lsmlab-inspired,8,8,0.9976110845676063,0.9310967828187946,0.3194444444444444,0.007156390231102705,0.9192476868629456
identity,43,mirrored kites,lsmlab-inspired,9,8,0.9965690521573384,0.9147762643653613,0.4027777777777778,0.013699890114367008,0.8745149374008179
identity,43,mirrored kites,lsmlab-inspired,10,8,0.9970325265916449,0.928574991779352,0.3611111111111111,0.0018272071611136198,1.3054624795913696
identity,43,mirrored kites,lsmlab-inspired,11,8,0.997525817555938,0.9226739103660342,0.3888888888888889,0.021162237972021103,1.2298043966293335
graph-small,43,mirrored kites,lsmlab-inspired,0,8,0.998171256454389,0.9496613823327533,0.3888888888888889,0.04334598034620285,1.530798077583313
graph-small,43,mirrored kites,lsmlab-inspired,1,8,0.9981181181181181,0.9436534694690617,0.3472222222222222,0.006967207416892052,0.8141024708747864
graph-small,43,mirrored kites,lsmlab-inspired,2,8,0.9992144540455618,0.9621590530708246,0.2638888888888889,0.00970685575157404,0.6381008625030518
graph-small,43,mirrored kites,lsmlab-inspired,3,8,0.9972201711332147,0.9239902559040397,0.3194444444444444,0.03698933869600296,1.093038558959961
graph-small,43,mirrored kites,lsmlab-inspired,4,8,0.9985416666666667,0.947743284136858,0.3333333333333333,0.007096396759152412,0.9883769154548645
graph-small,43,mirrored kites,lsmlab-inspired,5,8,0.9991834512792597,0.9625945882436876,0.3055555555555556,0.01568324863910675,0.7610567212104797
graph-small,43,mirrored kites,lsmlab-inspired,6,8,0.9989459325396826,0.9304617257742258,0.2222222222222222,0.027296675369143486,0.2974129617214203
graph-small,43,mirrored kites,lsmlab-inspired,7,8,0.9981249999999999,0.9612036478498227,0.3333333333333333,0.015507666394114494,1.1346806287765503
graph-small,43,mirrored kites,lsmlab-inspired,8,8,0.9976110845676063,0.9299925730189327,0.3194444444444444,0.012743167579174042,0.8775080442428589
graph-small,43,mirrored kites,lsmlab-inspired,9,8,0.9966383642349679,0.9185520218984584,0.4027777777777778,0.014839216135442257,0.867314875125885
graph-small,43,mirrored kites,lsmlab-inspired,10,8,0.9970710652073377,0.9249845640078896,0.3611111111111111,0.0018272071611136198,1.2460687160491943
graph-small,43,mirrored kites,lsmlab-inspired,11,8,0.9975975329890993,0.9238310724626446,0.3888888888888889,0.021162237972021103,1.1915556192398071
graph-foundation,43,mirrored kites,lsmlab-inspired,0,8,0.9982429718875502,0.9530235189645945,0.3888888888888889,0.03874603658914566,1.526971459388733
graph-foundation,43,mirrored kites,lsmlab-inspired,1,8,0.9981981981981982,0.9449840307996233,0.3472222222222222,0.006967207416892052,0.8628267645835876
graph-foundation,43,mirrored kites,lsmlab-inspired,2,8,0.9992144540455616,0.9621590530708246,0.2638888888888889,0.01917647011578083,0.6751402616500854
graph-foundation,43,mirrored kites,lsmlab-inspired,3,8,0.9966989532206924,0.9170125897219332,0.3194444444444444,0.03698933869600296,1.096779227256775
graph-foundation,43,mirrored kites,lsmlab-inspired,4,8,0.9984583333333333,0.9465230460416203,0.3333333333333333,0.007096396759152412,1.0124987363815308
graph-foundation,43,mirrored kites,lsmlab-inspired,5,8,0.9992741789148974,0.9662785261381518,0.3055555555555556,0.023166216909885406,0.7741550207138062
graph-foundation,43,mirrored kites,lsmlab-inspired,6,8,0.9989459325396826,0.9304617257742258,0.2222222222222222,0.027296675369143486,0.30448004603385925
graph-foundation,43,mirrored kites,lsmlab-inspired,7,8,0.9979583333333333,0.9552687279656275,0.3333333333333333,0.01650295779109001,1.1346940994262695
graph-foundation,43,mirrored kites,lsmlab-inspired,8,8,0.9976110845676063,0.9299925730189327,0.3194444444444444,0.009004750289022923,0.8959929943084717
graph-foundation,43,mirrored kites,lsmlab-inspired,9,8,0.9965343961185236,0.918493831333588,0.4027777777777778,0.009214852005243301,0.8613964319229126
graph-foundation,43,mirrored kites,lsmlab-inspired,10,8,0.9968783721288732,0.9213814058256447,0.3611111111111111,0.0046900054439902306,1.2430065870285034
graph-foundation,43,mirrored kites,lsmlab-inspired,11,8,0.9975616752725186,0.923926274073755,0.3888888888888889,0.015945518389344215,1.1983097791671753
A-equivariant,43,mirrored kites,lsmlab-inspired,0,8,0.9968445209409065,0.9206970957260938,0.3888888888888889,0.040952958166599274,0.26858657598495483
A-equivariant,43,mirrored kites,lsmlab-inspired,1,8,0.9982782782782783,0.9507994289203197,0.3472222222222222,0.012536895461380482,0.023683108389377594
A-equivariant,43,mirrored kites,lsmlab-inspired,2,8,0.9992144540455618,0.9623646560109815,0.2638888888888889,0.018175803124904633,0.019156068563461304
A-equivariant,43,mirrored kites,lsmlab-inspired,3,8,0.9974373452634323,0.9264145319963735,0.3194444444444444,0.02953634411096573,0.009137279354035854
A-equivariant,43,mirrored kites,lsmlab-inspired,4,8,0.998625,0.951738904314754,0.3333333333333333,0.0038603541906923056,0.01660148613154888
A-equivariant,43,mirrored kites,lsmlab-inspired,5,8,0.9992288150970785,0.9652105124115152,0.3055555555555556,0.005228470545262098,0.18975695967674255
A-equivariant,43,mirrored kites,lsmlab-inspired,6,8,0.9990079365079365,0.9335254512644218,0.2222222222222222,0.027296675369143486,0.017185712233185768
A-equivariant,43,mirrored kites,lsmlab-inspired,7,8,0.9980833333333333,0.9585388377055042,0.3333333333333333,0.013601100072264671,0.16351084411144257
A-equivariant,43,mirrored kites,lsmlab-inspired,8,8,0.9967423880467359,0.9077225368819123,0.3194444444444444,0.018211856484413147,0.3522482216358185
A-equivariant,43,mirrored kites,lsmlab-inspired,9,8,0.9964650840408942,0.9168543755908212,0.4027777777777778,0.009214852005243301,0.030353210866451263
A-equivariant,43,mirrored kites,lsmlab-inspired,10,8,0.997456451364267,0.9355904099360746,0.3611111111111111,0.0018272071611136198,0.04665064066648483
A-equivariant,43,mirrored kites,lsmlab-inspired,11,8,0.997525817555938,0.9231321090715155,0.3888888888888889,0.02459394745528698,0.014820457436144352
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,0,8,0.9980278255880666,0.945493740741117,0.3888888888888889,0.034598369151353836,0.0016264604637399316
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,1,8,0.9982782782782783,0.9507994289203197,0.3472222222222222,0.012536895461380482,0.0031720437109470367
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,2,8,0.9992144540455618,0.9623646560109813,0.2638888888888889,0.018175803124904633,0.03142126277089119
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,3,8,0.9974373452634323,0.9264145319963735,0.3194444444444444,0.02953634411096573,0.06539779156446457
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,4,8,0.998625,0.951738904314754,0.3333333333333333,0.0038603541906923056,0.07334292680025101
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,5,8,0.9994102703683543,0.971699346736318,0.3055555555555556,0.013700743205845356,0.005441435147076845
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,6,8,0.9990079365079365,0.9335254512644218,0.2222222222222222,0.027296675369143486,0.0031092907302081585
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,7,8,0.9981249999999999,0.9595378138810342,0.3333333333333333,0.010942100547254086,0.00483736814931035
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,8,8,0.9976110845676063,0.9314637701934547,0.3194444444444444,0.004890013951808214,0.004103970713913441
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,9,8,0.9964997400797089,0.918496411715616,0.4027777777777778,0.009214852005243301,0.039324674755334854
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,10,8,0.997456451364267,0.9355904099360743,0.3611111111111111,0.0018272071611136198,0.06918349117040634
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,11,8,0.997525817555938,0.9231321090715155,0.3888888888888889,0.02459394745528698,0.002980111399665475
exact,43,mirrored kites,lsmlab-inspired,0,0,0.9980278255880666,0.945493740741117,0.3888888888888889,0.034598369151353836,2.1924324755673297e-05
exact,43,mirrored kites,lsmlab-inspired,1,0,0.9982782782782783,0.9507994289203197,0.3472222222222222,0.012536895461380482,2.383863102295436e-05
exact,43,mirrored kites,lsmlab-inspired,2,0,0.9992144540455618,0.9623646560109813,0.2638888888888889,0.018175803124904633,2.1843357899342664e-05
exact,43,mirrored kites,lsmlab-inspired,3,0,0.9974373452634323,0.9264145319963735,0.3194444444444444,0.02953634411096573,2.3285403585759923e-05
exact,43,mirrored kites,lsmlab-inspired,4,0,0.998625,0.951738904314754,0.3333333333333333,0.0038603541906923056,2.322162254131399e-05
exact,43,mirrored kites,lsmlab-inspired,5,0,0.9994102703683543,0.971699346736318,0.3055555555555556,0.013700743205845356,2.1666946850018576e-05
exact,43,mirrored kites,lsmlab-inspired,6,0,0.9990079365079365,0.9335254512644218,0.2222222222222222,0.027296675369143486,2.415891685814131e-05
exact,43,mirrored kites,lsmlab-inspired,7,0,0.998125,0.959537813881034,0.3333333333333333,0.010942100547254086,2.129455424437765e-05
exact,43,mirrored kites,lsmlab-inspired,8,0,0.9976110845676063,0.9314637701934545,0.3194444444444444,0.004890013951808214,2.460942960169632e-05
exact,43,mirrored kites,lsmlab-inspired,9,0,0.9964997400797089,0.918496411715616,0.4027777777777778,0.009214852005243301,2.3160528144217096e-05
exact,43,mirrored kites,lsmlab-inspired,10,0,0.997456451364267,0.9355904099360746,0.3611111111111111,0.0018272071611136198,2.4282713638967834e-05
exact,43,mirrored kites,lsmlab-inspired,11,0,0.997525817555938,0.9231321090715154,0.3888888888888889,0.02459394745528698,2.2875510694575496e-05
identity,43,mirrored kites,lsmlab-inspired,12,8,0.997531215876181,0.9030285022581942,0.2916666666666667,0.018594061955809593,0.559539258480072
identity,43,mirrored kites,lsmlab-inspired,13,8,0.9953935881719231,0.8604536232690219,0.375,0.020107200369238853,1.346676230430603
identity,43,mirrored kites,lsmlab-inspired,14,8,0.9969156125454861,0.9315359868267845,0.4027777777777778,0.015730982646346092,1.3739100694656372
identity,43,mirrored kites,lsmlab-inspired,15,8,0.9970955249569707,0.8939130914056639,0.3888888888888889,0.008131465874612331,1.3532146215438843
identity,43,mirrored kites,lsmlab-inspired,16,8,0.9986896870664406,0.9452217962375402,0.3611111111111111,0.0034918333403766155,1.2569165229797363
identity,43,mirrored kites,lsmlab-inspired,17,8,0.9986193947426552,0.9341155727482958,0.25,0.006082644686102867,0.30080777406692505
identity,43,mirrored kites,lsmlab-inspired,18,8,0.9966130114017437,0.9127733141226657,0.4166666666666667,0.004179885610938072,1.5000089406967163
identity,43,mirrored kites,lsmlab-inspired,19,8,0.9985232159145203,0.9500898185361102,0.3194444444444444,0.018370740115642548,0.9336257576942444
identity,43,mirrored kites,lsmlab-inspired,20,8,0.9988955157941242,0.9512896825396826,0.25,0.007096475455909967,0.6400154829025269
identity,43,mirrored kites,lsmlab-inspired,21,8,0.9974798387096775,0.9254015851462416,0.4444444444444444,0.017896924167871475,1.4306520223617554
identity,43,mirrored kites,lsmlab-inspired,22,8,0.9990059642147118,0.9564668423364076,0.25,0.006762698292732239,0.42212527990341187
identity,43,mirrored kites,lsmlab-inspired,23,8,0.998364390443367,0.9262303955398585,0.2361111111111111,0.013449495658278465,0.4406643509864807
graph-small,43,mirrored kites,lsmlab-inspired,12,8,0.9974837392584153,0.9021372366610462,0.2916666666666667,0.018594061955809593,0.5291464328765869
graph-small,43,mirrored kites,lsmlab-inspired,13,8,0.9953192912069542,0.8608792259834648,0.375,0.020107200369238853,1.269158124923706
graph-small,43,mirrored kites,lsmlab-inspired,14,8,0.9969156125454861,0.9280958629284697,0.4027777777777778,0.017024947330355644,1.3252204656600952
graph-small,43,mirrored kites,lsmlab-inspired,15,8,0.9973823866896155,0.8955695782214459,0.3888888888888889,0.013975736685097218,1.271850824356079
graph-small,43,mirrored kites,lsmlab-inspired,16,8,0.9987282256821335,0.9483145504332354,0.3611111111111111,0.0034918333403766155,1.1597108840942383
graph-small,43,mirrored kites,lsmlab-inspired,17,8,0.9986193947426552,0.9341155727482958,0.25,0.006082644686102867,0.2664259970188141
graph-small,43,mirrored kites,lsmlab-inspired,18,8,0.9968142186452046,0.9164237754407072,0.4166666666666667,0.008631959557533264,1.417681336402893
graph-small,43,mirrored kites,lsmlab-inspired,19,8,0.9985666507405638,0.9510847803061189,0.3194444444444444,0.026300501078367233,0.9407318234443665
graph-small,43,mirrored kites,lsmlab-inspired,20,8,0.9988955157941242,0.9512896825396826,0.25,0.009346578270196915,0.619864284992218
graph-small,43,mirrored kites,lsmlab-inspired,21,8,0.997164818548387,0.9206288239910132,0.4444444444444444,0.017896924167871475,1.383205533027649
graph-small,43,mirrored kites,lsmlab-inspired,22,8,0.9990059642147118,0.9564668423364076,0.25,0.006762698292732239,0.38109707832336426
graph-small,43,mirrored kites,lsmlab-inspired,23,8,0.998364390443367,0.9262303955398585,0.2361111111111111,0.013449495658278465,0.40698951482772827
graph-foundation,43,mirrored kites,lsmlab-inspired,12,8,0.9975786924939467,0.9044950308986359,0.2916666666666667,0.018594061955809593,0.5377639532089233
graph-foundation,43,mirrored kites,lsmlab-inspired,13,8,0.9953935881719231,0.8576389974615133,0.375,0.020107200369238853,1.3046156167984009
graph-foundation,43,mirrored kites,lsmlab-inspired,14,8,0.9970195806619304,0.931311334069904,0.4027777777777778,0.017810339108109474,1.31794011592865
graph-foundation,43,mirrored kites,lsmlab-inspired,15,8,0.997525817555938,0.9031732114903638,0.3888888888888889,0.014142824336886406,1.3004385232925415
graph-foundation,43,mirrored kites,lsmlab-inspired,16,8,0.9986896870664406,0.9452217962375402,0.3611111111111111,0.003275772323831916,1.2076603174209595
graph-foundation,43,mirrored kites,lsmlab-inspired,17,8,0.998619394742655,0.9341155727482959,0.25,0.006082644686102867,0.2861629128456116
graph-foundation,43,mirrored kites,lsmlab-inspired,18,8,0.9966465459423205,0.913043221033564,0.4166666666666667,0.003584230085834861,1.4566195011138916
graph-foundation,43,mirrored kites,lsmlab-inspired,19,8,0.9985666507405638,0.9510847803061189,0.3194444444444444,0.026300501078367233,0.9240047931671143
graph-foundation,43,mirrored kites,lsmlab-inspired,20,8,0.9988955157941242,0.9512896825396826,0.25,0.007096475455909967,0.6422800421714783
graph-foundation,43,mirrored kites,lsmlab-inspired,21,8,0.9973538306451613,0.923061505813423,0.4444444444444444,0.011731153354048729,1.3907780647277832
graph-foundation,43,mirrored kites,lsmlab-inspired,22,8,0.9990059642147118,0.9564668423364076,0.25,0.006762698292732239,0.4028424918651581
graph-foundation,43,mirrored kites,lsmlab-inspired,23,8,0.998364390443367,0.9262303955398585,0.2361111111111111,0.013449495658278465,0.41913852095603943
A-equivariant,43,mirrored kites,lsmlab-inspired,12,8,0.9940654227792811,0.7671212051138159,0.2916666666666667,0.013475710526108742,0.27528467774391174
A-equivariant,43,mirrored kites,lsmlab-inspired,13,8,0.9952821427244697,0.8601406133232039,0.375,0.01823068968951702,0.014205729588866234
A-equivariant,43,mirrored kites,lsmlab-inspired,14,8,0.9966730202737827,0.9274106474364058,0.4027777777777778,0.015730982646346092,0.2607172727584839
A-equivariant,43,mirrored kites,lsmlab-inspired,15,8,0.9973823866896155,0.8957777567894847,0.3888888888888889,0.003951604478061199,0.3322208523750305
A-equivariant,43,mirrored kites,lsmlab-inspired,16,8,0.9988438415292122,0.9545543754230605,0.3611111111111111,0.0034918333403766155,0.06625454872846603
A-equivariant,43,mirrored kites,lsmlab-inspired,17,8,0.9985089463220677,0.9283036069363302,0.25,0.001602921518497169,0.10833270847797394
A-equivariant,43,mirrored kites,lsmlab-inspired,18,8,0.9964788732394366,0.910482062120397,0.4166666666666667,0.007310422137379646,0.021477900445461273
A-equivariant,43,mirrored kites,lsmlab-inspired,19,8,0.9984797810884768,0.9498827791986361,0.3194444444444444,0.020955128595232964,0.012501314282417297
A-equivariant,43,mirrored kites,lsmlab-inspired,20,8,0.9988402915838304,0.9455804544039839,0.25,0.006411675829440355,0.015087052248418331
A-equivariant,43,mirrored kites,lsmlab-inspired,21,8,0.9964087701612904,0.9156893330531639,0.4444444444444444,0.05326075851917267,0.3044901192188263
A-equivariant,43,mirrored kites,lsmlab-inspired,22,8,0.9990059642147118,0.9564668423364076,0.25,0.006762698292732239,0.07077713310718536
A-equivariant,43,mirrored kites,lsmlab-inspired,23,8,0.9983059758163444,0.9249076442171071,0.2361111111111111,0.0066482932306826115,0.04248066619038582
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,12,8,0.9979110288183071,0.9157570001180553,0.2916666666666667,0.011734386906027794,0.015967540442943573
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,13,8,0.9952821427244697,0.8596717859455092,0.375,0.01823068968951702,0.002636220306158066
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,14,8,0.996638364234968,0.9265616401218812,0.4027777777777778,0.015730982646346092,0.002476402558386326
