seed,scenario,category,task,commutator,oracle_graph_residual,oracle_graph_condition,oracle_graph_c1,oracle_graph_c2,equivariant_epsilon,equivariant_condition_bound,equivariant_actual_condition,equivariant_certified,analytic_epsilon,analytic_actual_condition,analytic_certified
17,one obstacle,ID,0,0.06748761981725693,0.0022443390917032957,2346.38671875,0.0,0.47103258967399597,0.6330100297927856,4.449740409851074,4.449740886688232,1.0,0.779118537902832,8.054631233215332,1.0
17,one obstacle,ID,1,0.07774506509304047,0.0015312648611143231,2810.243896484375,0.0,0.1883033961057663,0.6944241523742676,5.54502010345459,5.54502010345459,1.0,0.7642691135406494,7.484249591827393,1.0
17,one obstacle,ID,2,0.07385832816362381,0.001558525487780571,2654.53759765625,0.0,0.2795640230178833,0.6503243446350098,4.71958589553833,4.719587326049805,1.0,0.7739430665969849,7.847326755523682,1.0
17,one obstacle,ID,3,0.07555828988552094,0.25969213247299194,2298.17041015625,0.0,0.5830762386322021,0.6309322714805603,4.419059753417969,4.419060230255127,1.0,0.8566592335700989,12.952760696411133,1.0
17,one obstacle,ID,4,0.0782824158668518,0.002476309658959508,2770.48876953125,0.0,0.21960431337356567,0.6599285006523132,4.8811163902282715,4.881115436553955,1.0,0.7705343961715698,7.71589994430542,1.0
17,one obstacle,ID,5,0.07865364104509354,0.002037103520706296,2866.8125,0.0,0.16988244652748108,0.6899132132530212,5.449807643890381,5.4498066902160645,1.0,0.7656937837600708,7.535837173461914,1.0
17,one obstacle,ID,6,0.06277088820934296,0.059359416365623474,1977.3271484375,0.0,0.7911167740821838,0.6059743762016296,4.075812339782715,4.075812816619873,1.0,0.8069759607315063,9.36140251159668,1.0
17,one obstacle,ID,7,0.008920012041926384,0.001090868143364787,89.5087661743164,0.0,41.24506378173828,0.6472567319869995,4.669846057891846,4.6698455810546875,1.0,0.775418758392334,7.9054646492004395,1.0
17,one obstacle,ID,8,0.06155756860971451,0.003591559361666441,2181.86572265625,0.0,0.608339786529541,0.6598227024078369,4.879287242889404,4.879286766052246,1.0,0.7820649743080139,8.177045822143555,1.0
17,one obstacle,ID,9,0.052554432302713394,0.017610806971788406,1699.6051025390625,0.0,1.0738269090652466,0.8927333354949951,17.64512062072754,17.64511489868164,1.0,0.7811318635940552,8.137918472290039,1.0
17,one obstacle,ID,10,0.06459607928991318,0.04313071072101593,2186.28125,0.0,0.6260366439819336,0.6481457352638245,4.684171199798584,4.684171199798584,1.0,0.7781354784965515,8.014510154724121,1.0
17,one obstacle,ID,11,0.02902771718800068,0.029705369845032692,565.386474609375,0.0,5.6573357582092285,0.690236508846283,5.456539154052734,5.456539630889893,1.0,0.868631899356842,14.22438907623291,1.0
17,one obstacle,ID,12,0.04683884233236313,0.00683429604396224,1530.6903076171875,0.0,1.3923213481903076,0.6604674458503723,4.890451431274414,4.890450954437256,1.0,0.7719882726669312,7.771478176116943,1.0
17,one obstacle,ID,13,0.07087868452072144,0.0019130050204694271,2528.26416015625,0.0,0.33152881264686584,0.6758196949958801,5.169405937194824,5.169404983520508,1.0,0.7607758045196533,7.360358715057373,1.0
17,one obstacle,ID,14,0.055812615901231766,0.0925959125161171,1588.95751953125,0.0,1.3442984819412231,0.7503942847251892,7.012637138366699,7.012637615203857,1.0,0.8382139801979065,11.362016677856445,1.0
17,one obstacle,ID,15,0.06040656194090843,0.002461755182594061,2130.52783203125,0.0,0.6163462996482849,0.6596595048904419,4.876467704772949,4.876468181610107,1.0,0.785987377166748,8.345243453979492,1.0
17,one obstacle,ID,16,0.054102301597595215,0.0017717239679768682,1997.06591796875,0.0,0.759585976600647,0.650910496711731,4.729189872741699,4.729189395904541,1.0,0.7761423587799072,7.934250354766846,1.0
17,one obstacle,ID,17,0.05842466652393341,0.003190369810909033,2088.011474609375,0.0,0.6846925616264343,0.6473308205604553,4.671036720275879,4.671037673950195,1.0,0.7859936952590942,8.345521926879883,1.0
17,one obstacle,ID,18,0.05831718444824219,0.20657353103160858,1452.2366943359375,0.0,1.6455503702163696,0.9095229506492615,21.10505485534668,21.10504150390625,1.0,0.6548200845718384,4.794079303741455,1.0
17,one obstacle,ID,19,0.07786816358566284,0.0014918368542566895,2967.296875,0.0,0.11596249788999557,0.6896800994873047,5.444962024688721,5.444962978363037,1.0,0.7587825059890747,7.291272163391113,1.0
17,one obstacle,ID,20,0.07767298072576523,0.02494434081017971,2685.2099609375,0.0,0.25236794352531433,0.6555256843566895,4.805948257446289,4.805947780609131,1.0,0.7415196299552917,6.737532615661621,1.0
17,one obstacle,ID,21,0.0763702541589737,0.0021705743856728077,2762.318115234375,0.0,0.2173062115907669,0.6835802793502808,5.320718765258789,5.320718288421631,1.0,0.7543156743049622,7.140529155731201,1.0
17,one obstacle,ID,22,0.06713593751192093,0.0032709850929677486,2440.142333984375,0.0,0.4251701831817627,0.6345646381378174,4.47292423248291,4.47292423248291,1.0,0.7866973280906677,8.376346588134766,1.0
17,one obstacle,ID,23,0.03525217995047569,0.04435630515217781,857.0145263671875,0.0,3.2579703330993652,0.628536581993103,4.384110450744629,4.384109973907471,1.0,0.8182772397994995,10.005778312683105,1.0
17,one obstacle,ID,24,0.07702044397592545,0.09042903035879135,2557.817138671875,0.0,0.36177554726600647,0.6471015214920044,4.667352199554443,4.667352199554443,1.0,0.8104868531227112,9.553354263305664,1.0
17,one obstacle,ID,25,0.06252139061689377,0.0072720893658697605,2176.1171875,0.0,0.6298258900642395,0.888985812664032,17.015716552734375,17.015724182128906,1.0,0.7804238796234131,8.108460426330566,1.0
17,one obstacle,ID,26,0.07512390613555908,0.022479349747300148,2460.81005859375,0.0,0.39180901646614075,0.44315820932388306,2.591684341430664,2.591684579849243,1.0,0.771167516708374,7.74001932144165,1.0
17,one obstacle,ID,27,0.07082904130220413,0.0016196032520383596,2540.192626953125,0.0,0.33503907918930054,0.6821926832199097,5.293121337890625,5.293120384216309,1.0,0.7576993703842163,7.254209995269775,1.0
17,one obstacle,ID,28,0.058567725121974945,0.0019874542485922575,2136.823486328125,0.0,0.6163697838783264,0.6754831671714783,5.163008689880371,5.163008213043213,1.0,0.7577381730079651,7.255531311035156,1.0
17,one obstacle,ID,29,0.0015961852623149753,0.00026630223146639764,13.124499320983887,262.00799560546875,1.9844970703125,0.6775672435760498,5.20284366607666,5.20284366607666,1.0,0.7855100631713867,8.324445724487305,1.0
