step,loss,task,train_context,eval_context,depth,d_model,heads,shared,normalize_attention,share_qk,rich_mse,rich_mean_mse,rich_var_mse,rich_kappa,rich_resid_last,trainctx_mse,trainctx_mean_mse,trainctx_var_mse,trainctx_nll,trainctx_exact_nll,trainctx_coverage,trainctx_width,trainctx_exact_coverage,trainctx_exact_width,evalctx_mse,evalctx_mean_mse,evalctx_var_mse,evalctx_nll,evalctx_exact_nll,evalctx_coverage,evalctx_width,evalctx_exact_coverage,evalctx_exact_width
1,2.2310619354248047,weak_inverse,16,128,2,128,4,1,0,0,0.05054488033056259,0.0268503837287426,0.0,3.7188076972961426,465.03173828125,1.7595123127102852,1.633623167872429,0.7765681743621826,1.7878513038158417,0.40378097258508205,0.86669921875,3.9851512908935547,0.9580078125,1.5164108946919441,1.756166324019432,1.7109132260084152,1.033820815384388,1.782723292708397,-0.48656258918344975,0.86962890625,3.993706062436104,0.94970703125,0.5923218876123428
200,1.3987222909927368,weak_inverse,16,128,2,128,4,1,0,0,0.06458783894777298,0.024965889751911163,0.0,3.7469143867492676,472.07598876953125,0.9793186821043491,0.827612854540348,0.99238071590662,1.4052144438028336,0.42284753546118736,0.96435546875,4.178925096988678,0.95556640625,1.5076797381043434,1.025656335055828,0.9979385584592819,1.368062563240528,1.4229652062058449,-0.4582688733935356,0.9658203125,4.2666913866996765,0.95068359375,0.592679288238287
400,1.531194806098938,weak_inverse,16,128,2,128,4,1,0,0,0.048099618405103683,0.0286314245313406,0.0,3.7209267616271973,469.76507568359375,1.106160968542099,0.9009682796895504,0.5918368920683861,1.4730265960097313,0.4575970936566591,0.91796875,3.710772082209587,0.94384765625,1.526621975004673,1.0336711816489697,1.0138719789683819,0.9210214503109455,1.4175933003425598,-0.44720836635679007,0.947265625,3.8554130494594574,0.94482421875,0.5925423912703991
600,1.3777469396591187,weak_inverse,16,128,2,128,4,1,0,0,0.04626148194074631,0.024465054273605347,0.0,3.6714494228363037,531.8438110351562,0.8709322512149811,0.6947090029716492,0.682690691202879,1.33828467130661,0.44415541365742683,0.9580078125,3.83329676091671,0.9443359375,1.5154658108949661,0.7016049847006798,0.6745774857699871,0.9203270822763443,1.2521443665027618,-0.46034648455679417,0.9775390625,3.858436033129692,0.953125,0.5929344147443771
800,1.3072795867919922,weak_inverse,16,128,2,128,4,1,0,0,0.051358968019485474,0.026217330247163773,0.0,3.7071757316589355,512.68505859375,0.6442062929272652,0.5142856687307358,0.4028503764420748,1.1844790652394295,0.4353619311004877,0.9560546875,3.348612979054451,0.94873046875,1.5207424610853195,0.4670587480068207,0.44524278305470943,0.3277813270688057,1.0250945799052715,-0.4832606576383114,0.97119140625,2.996108815073967,0.95068359375,0.5926626436412334
1000,1.1193621158599854,weak_inverse,16,128,2,128,4,1,0,0,0.05966576188802719,0.031208736822009087,0.0,3.7027440071105957,480.50811767578125,0.6274214684963226,0.46787632443010807,0.20213253423571587,1.1705733835697174,0.4315268024802208,0.939453125,2.959638774394989,0.9453125,1.523355782032013,0.4034868609160185,0.3864190224558115,0.20210816524922848,0.9493825472891331,-0.48470539413392544,0.96875,2.6771208494901657,0.9521484375,0.5928509160876274
1200,1.0806171894073486,weak_inverse,16,128,2,128,4,1,0,0,0.06148848310112953,0.03727790713310242,0.0,3.75022292137146,465.29052734375,0.603482348844409,0.44794780388474464,0.18781922105699778,1.131885103881359,0.4206302296370268,0.93505859375,2.8496978282928467,0.951171875,1.5216705948114395,0.2884311117231846,0.2670968612655997,0.1505546597763896,0.79914141446352,-0.48087899200618267,0.982421875,2.484041929244995,0.955078125,0.5923671796917915
1400,1.092610478401184,weak_inverse,16,128,2,128,4,1,0,0,0.03986664116382599,0.020808620378375053,0.0,3.6489787101745605,471.650390625,0.6045091599225998,0.43990528397262096,0.2646511597558856,1.1437382996082306,0.4527240451425314,0.9541015625,3.0608194321393967,0.94775390625,1.5281777754426003,0.2968390239402652,0.26836811751127243,0.2691028378903866,0.8720210641622543,-0.46792507357895374,0.99072265625,2.8590949922800064,0.9541015625,0.592878270894289
1600,1.1092448234558105,weak_inverse,16,128,2,128,4,1,0,0,0.04801889508962631,0.023179205134510994,0.0,3.762691020965576,517.2745361328125,0.5524803567677736,0.3867899626493454,0.21680697426199913,1.0882963612675667,0.43923296220600605,0.95556640625,2.948546975851059,0.94677734375,1.509734384715557,0.2409188048914075,0.21993577387183905,0.20126099325716496,0.7777320593595505,-0.4681819211691618,0.990234375,2.667703792452812,0.9482421875,0.5924271196126938
1800,1.0488919019699097,weak_inverse,16,128,2,128,4,1,0,0,0.05556277185678482,0.0267321839928627,0.0,3.7142670154571533,517.287841796875,0.524575112387538,0.3750269617885351,0.16263863444328308,1.0655941776931286,0.4206515420228243,0.95263671875,2.867916852235794,0.9541015625,1.5384776219725609,0.19157890789210796,0.17243478447198868,0.22603945340961218,0.7490921095013618,-0.4500999692827463,0.994140625,2.750919923186302,0.9443359375,0.592473715543747
