step,split,loss,test_mse,beta_mse,R_correct_mass,conf_diag,conf_offdiag_mean,margin_mean,margin_min,slot_entropy,slot_overlap,slot_self_mass,col_load_max,col_load_var,sv1_logits,svK_logits,rank_logits,effrank_logits
1,train,1.0684354305267334,1.0684354305267334,1.0679731369018555,0.06338849663734436,0.06338850408792496,0.062440771609544754,-0.014156201854348183,-0.04102151468396187,5.534308433532715,1.432464978279313e-05,0.003993178717792034,0.07153324782848358,7.423737315548351e-06,3.201228141784668,1.4147442328749094e-08,4.0,3.061570644378662
100,train,0.8016080260276794,0.8016080260276794,0.7894724607467651,0.06316807121038437,0.06316807121038437,0.062455467879772186,-0.01398320309817791,-0.058543190360069275,5.532468795776367,1.4366609320859425e-05,0.004016449674963951,0.07574712485074997,1.4013277905178256e-05,3.392409563064575,1.4807368664548903e-08,4.0,3.043001413345337
200,train,0.45224055647850037,0.45224055647850037,0.483390748500824,0.06338357925415039,0.06338358670473099,0.06244109943509102,-0.016415325924754143,-0.055764228105545044,5.51889705657959,1.4442463907471392e-05,0.00413666944950819,0.08134792745113373,2.850233795470558e-05,5.145118236541748,1.566553997633946e-08,4.0,2.6509463787078857
300,train,0.3848172426223755,0.3848172426223755,0.4170187711715698,0.06321557611227036,0.06321556866168976,0.062452301383018494,-0.021714793518185616,-0.07354646176099777,5.50081729888916,1.453573986509582e-05,0.0043126000091433525,0.08720359206199646,4.439388430910185e-05,6.98298454284668,1.981680952667375e-08,4.0,2.4165964126586914
400,train,0.38566023111343384,0.38566023111343384,0.40430158376693726,0.06371525675058365,0.06371525675058365,0.06241898611187935,-0.02145315892994404,-0.05821401998400688,5.485335350036621,1.4567351172445342e-05,0.0044533610343933105,0.08660012483596802,4.768465078086592e-05,8.310457229614258,2.2217212958253185e-08,4.0,2.2976388931274414
500,train,0.33876097202301025,0.33876097202301025,0.3238754868507385,0.0636938214302063,0.0636938214302063,0.06242041662335396,-0.02244308963418007,-0.10754722356796265,5.472369194030762,1.4648652722826228e-05,0.004593674559146166,0.08893750607967377,5.744216468883678e-05,9.204981803894043,2.4115536234603496e-08,4.0,2.2515273094177246
500,test,,0.41740068420767784,0.41849129274487495,0.06353134848177433,0.06353135034441948,0.06243124697357416,-0.021381921600550413,-0.0859114951454103,4.779797792434692,5.8625228120945394e-05,0.00918256607837975,0.17597435973584652,0.00023095663709682412,6.505949258804321,2.064546067437334e-08,4.0,2.2402440011501312
600,train,0.2819865345954895,0.2819865345954895,0.3013519048690796,0.06341409683227539,0.06341409683227539,0.06243906170129776,-0.02639251947402954,-0.08622045069932938,5.467685699462891,1.4715058568981476e-05,0.004652292467653751,0.0909552350640297,6.293205660767853e-05,9.398831367492676,2.3899625389844914e-08,4.0,2.255648374557495
700,train,0.32753458619117737,0.32753458619117737,0.34010088443756104,0.0635809451341629,0.0635809451341629,0.06242793798446655,-0.02557748183608055,-0.10503755509853363,5.457197189331055,1.4752691640751436e-05,0.00474553182721138,0.09071426093578339,6.610259879380465e-05,10.215861320495605,2.669406740096747e-08,4.0,2.226724624633789
800,train,0.3013715147972107,0.3013715147972107,0.32323965430259705,0.06404218077659607,0.06404218077659607,0.06239718943834305,-0.031018197536468506,-0.1491369903087616,5.458966255187988,1.4788052794756368e-05,0.004732356406748295,0.09209193289279938,6.907311762915924e-05,9.939997673034668,2.5580131790547966e-08,4.0,2.253293514251709
