test_mse,beta_mse,R_correct_mass,conf_diag,conf_offdiag_mean,margin_mean,margin_min,slot_entropy,slot_overlap,slot_self_mass,col_load_max,col_load_var,sv1_logits,svK_logits,rank_logits,effrank_logits,step,K,d_h,train_tasks,train_prompt_len,test_prompt_len,model,seed,mixing
0.01425079652108252,0.014599206391721964,0.18108383379876614,0.18108383752405643,0.27297206595540047,-0.4093656614422798,-0.9884782433509827,4.541114389896393,3.828731723842793e-05,0.014984134468249977,0.09971391968429089,0.00013918088370701298,6.071816861629486,0.16907563246786594,4.0,2.701401561498642,3000,4,4,16384,256,128,option_a,0,random_wellcond
0.01734339341055602,0.018344570533372462,0.24800960905849934,0.24800960533320904,0.25066347047686577,-0.1790414173156023,-0.6279907375574112,4.6548678278923035,4.0945613818621496e-05,0.011605592211708426,0.06305613275617361,6.0645691519312095e-05,4.509277939796448,0.13231969624757767,4.0,2.718133121728897,3000,4,8,16384,256,128,option_a,0,random_wellcond
0.016812806483358145,0.0179526899009943,0.23646407574415207,0.23646407388150692,0.2545119822025299,-0.1317380554974079,-0.41460320726037025,4.734456241130829,4.200927151032374e-05,0.009941644966602325,0.052127313800156116,3.169760475429939e-05,3.292389690876007,0.4866267591714859,4.0,3.2152220010757446,3000,4,16,16384,256,128,option_a,0,random_wellcond
0.01622774126008153,0.01647734350990504,0.23341918922960758,0.23341919668018818,0.25552694872021675,-0.17398539744317532,-0.4020298458635807,4.708076000213623,3.984580007454497e-05,0.010527813457883894,0.054720045533031225,3.229113372071879e-05,3.4115345776081085,0.24010641500353813,4.0,3.0496179163455963,3000,4,32,16384,256,128,option_a,0,random_wellcond
0.07514233887195587,0.07423739321529865,0.12382599525153637,0.12382599525153637,0.1251677218824625,-0.21656711399555206,-0.517310380935669,4.681250751018524,5.551017420657445e-05,0.010983378044329584,0.11892066709697247,0.00021725853002863005,4.893763899803162,9.867111749883861e-08,4.0,3.715455323457718,3000,8,4,16384,256,128,option_a,0,random_wellcond
0.08508256170898676,0.08353419415652752,0.10809378698468208,0.10809378605335951,0.12741517834365368,-0.23213490471243858,-0.46174685657024384,4.67474102973938,5.718448755942518e-05,0.011172346421517432,0.12586501613259315,0.00025986811670009047,5.1086583733558655,0.015887499088421464,8.0,4.279422402381897,3000,8,8,16384,256,128,option_a,0,random_wellcond
0.09250123705714941,0.08970941230654716,0.14999120123684406,0.1499911993741989,0.12142983451485634,-0.08690168056637049,-0.318486038595438,4.691725492477417,5.967529796180315e-05,0.010732598835602403,0.13125119917094707,0.00033151605748571455,4.720591485500336,0.07322714850306511,8.0,4.86661559343338,3000,8,16,16384,256,128,option_a,0,random_wellcond
0.08939786069095135,0.08738315291702747,0.12037311308085918,0.12037311121821404,0.12566099129617214,-0.19987952895462513,-0.705458253622055,4.691580832004547,5.6475897508789785e-05,0.010865887743420899,0.12398745492100716,0.00024209998991864268,5.02148562669754,0.05873311311006546,8.0,4.808234930038452,3000,8,32,16384,256,128,option_a,0,random_wellcond
0.30286045372486115,0.3092399798333645,0.0651106322184205,0.06511063314974308,0.06232596095651388,-0.08755073975771666,-0.22547068633139133,4.725231766700745,5.8590082971932134e-05,0.010233065695501864,0.19358355551958084,0.00030379159579752013,6.634675204753876,5.190718033176722e-08,4.0,3.493663191795349,3000,16,4,16384,256,128,option_a,0,random_wellcond
0.3072567731142044,0.3109826110303402,0.06427604146301746,0.06427603866904974,0.06238160049542785,-0.10104537755250931,-0.2966485619544983,4.710361123085022,5.9421291553007904e-05,0.01046087546274066,0.19464790262281895,0.00033089282806031406,7.385636329650879,1.0326812382999151e-07,8.0,4.8299314975738525,3000,16,8,16384,256,128,option_a,0,random_wellcond
0.3255060836672783,0.3244537189602852,0.05883586639538407,0.058835867792367935,0.06274427846074104,-0.10837372299283743,-0.2206578552722931,4.7256380915641785,5.909191895625554e-05,0.01017433451488614,0.18578658252954483,0.00026249450456816703,7.34121161699295,0.0022914338333066553,14.9990234375,5.676300942897797,3000,16,16,16384,256,128,option_a,0,random_wellcond
0.3153420388698578,0.3192240446805954,0.06296939076855779,0.06296938890591264,0.062468709889799356,-0.09984118025749922,-0.2563115209341049,4.728188335895538,5.884513348064502e-05,0.010114819277077913,0.1879039742052555,0.0003047460086236242,6.577634036540985,0.028901828918606043,16.0,6.682344377040863,3000,16,32,16384,256,128,option_a,0,random_wellcond
