step,split,loss,test_mse,beta_mse,R_correct_mass,conf_diag,conf_offdiag_mean,margin_mean,margin_min,slot_entropy,slot_overlap,slot_self_mass,col_load_max,col_load_var,sv1_logits,svK_logits,rank_logits,effrank_logits
1,train,1.2948362827301025,1.2948362827301025,1.2211765050888062,0.2506367862224579,0.2506367862224579,0.24978773295879364,-0.01323053240776062,-0.034448299556970596,5.54092264175415,1.1503438145155087e-05,0.003939527552574873,0.017359280958771706,9.940654308593366e-07,0.9135509729385376,0.07960021495819092,4.0,3.032688856124878
100,train,0.08845999836921692,0.08845999836921692,0.0950489416718483,0.2435518354177475,0.2435518205165863,0.25214940309524536,-0.0725395604968071,-0.2211376428604126,5.519725799560547,1.1136046850879211e-05,0.004114504437893629,0.018214689567685127,6.049625653758994e-07,2.7344298362731934,0.13360469043254852,4.0,2.2643795013427734
200,train,0.06057507544755936,0.06057507544755936,0.059029556810855865,0.239738330245018,0.2397383153438568,0.25342056155204773,-0.09017271548509598,-0.25101760029792786,5.506128311157227,1.1212981007702183e-05,0.004228916950523853,0.019947543740272522,2.7875844352820423e-06,3.2789013385772705,0.17797908186912537,4.0,2.4345269203186035
300,train,0.06963196396827698,0.06963196396827698,0.06009234860539436,0.24250547587871552,0.2425054907798767,0.25249817967414856,-0.08390563726425171,-0.2468576282262802,5.506740570068359,1.124336358770961e-05,0.004227327182888985,0.02024410478770733,3.0470041565422434e-06,3.1900064945220947,0.18111905455589294,4.0,2.518751621246338
400,train,0.06522068381309509,0.06522068381309509,0.05974484980106354,0.2417958676815033,0.2417958825826645,0.2527347207069397,-0.0887954905629158,-0.27332156896591187,5.498872756958008,1.1229082701902371e-05,0.004296360071748495,0.020808633416891098,3.879868017975241e-06,3.496737480163574,0.20110999047756195,4.0,2.526103973388672
500,train,0.056267812848091125,0.056267812848091125,0.057508017867803574,0.24283172190189362,0.24283172190189362,0.25238943099975586,-0.08967985957860947,-0.2827497124671936,5.491804122924805,1.1249450835748576e-05,0.004358991049230099,0.021502461284399033,4.824938059755368e-06,3.6681082248687744,0.20108944177627563,4.0,2.539421319961548
500,test,,0.09115565102547407,0.0870091337710619,0.2439635507762432,0.2439635545015335,0.25201216340065,-0.08713330142199993,-0.28285107016563416,4.800814568996429,4.485650379137951e-05,0.008681820705533028,0.04148018592968583,1.740670802519162e-05,2.534556031227112,0.1473538987338543,4.0,2.549040973186493
600,train,0.05076582729816437,0.05076582729816437,0.04909057915210724,0.24188801646232605,0.24188803136348724,0.252703994512558,-0.09628471732139587,-0.3181672692298889,5.4864091873168945,1.109269851440331e-05,0.004411490634083748,0.02169678546488285,4.356789759185631e-06,3.796201467514038,0.22500470280647278,4.0,2.562164306640625
700,train,0.043961718678474426,0.043961718678474426,0.042620688676834106,0.24677053093910217,0.24677054584026337,0.25107651948928833,-0.08491922914981842,-0.3181154131889343,5.485702991485596,1.1121388524770737e-05,0.004421569872647524,0.02274148538708687,4.733887180918828e-06,3.763251543045044,0.2216368317604065,4.0,2.5652432441711426
800,train,0.037588030099868774,0.037588030099868774,0.04012858867645264,0.24485106766223907,0.24485105276107788,0.2517163157463074,-0.09501703828573227,-0.3394263684749603,5.475955009460449,1.1036438081646338e-05,0.004516879096627235,0.023761628195643425,5.3225894589559175e-06,4.016762733459473,0.2401362806558609,4.0,2.57478666305542
900,train,0.03887854143977165,0.03887854143977165,0.03568655252456665,0.2447337806224823,0.2447337657213211,0.25175541639328003,-0.09937042742967606,-0.3615324795246124,5.469466209411621,1.0982063031406142e-05,0.004583831410855055,0.024742398411035538,5.734197202400537e-06,4.108593940734863,0.24953128397464752,4.0,2.559469223022461
1000,train,0.048764776438474655,0.048764776438474655,0.04585111886262894,0.24297738075256348,0.24297741055488586,0.2523408830165863,-0.1120750904083252,-0.4009634852409363,5.457695960998535,1.0875844054680783e-05,0.004699767101556063,0.025470510125160217,6.461012162617408e-06,4.490274429321289,0.26431629061698914,4.0,2.5820939540863037
1000,test,,0.06410140870139003,0.06336732814088464,0.24563898146152496,0.2456389833241701,0.2514536902308464,-0.10200841072946787,-0.3844173401594162,4.76999431848526,4.366646089692949e-05,0.009293122449889779,0.047816690523177385,2.447567703711684e-05,3.0680267810821533,0.1781052891165018,4.0,2.5524390637874603
1100,train,0.03747688978910446,0.03747688978910446,0.039351217448711395,0.24809353053569794,0.24809353053569794,0.2506355047225952,-0.10053209960460663,-0.3916616141796112,5.457955837249756,1.0838890375453047e-05,0.004700090736150742,0.02595328725874424,6.183591722219717e-06,4.409407138824463,0.2796007990837097,4.0,2.5939207077026367
1200,train,0.04086017608642578,0.04086017608642578,0.04452883452177048,0.24080608785152435,0.24080610275268555,0.25306466221809387,-0.12178835272789001,-0.4345589280128479,5.444057941436768,1.081623304344248e-05,0.004841651767492294,0.02751348726451397,7.671528692299034e-06,4.745433330535889,0.2641642689704895,4.0,2.546628952026367
1300,train,0.02722030133008957,0.02722030133008957,0.02811541222035885,0.2468525767326355,0.2468525767326355,0.2510491609573364,-0.11011849343776703,-0.4206228256225586,5.445422172546387,1.0878276953008026e-05,0.004819277673959732,0.026761621236801147,7.958877176861279e-06,4.683833599090576,0.2842727303504944,4.0,2.601935386657715
1400,train,0.02830762416124344,0.02830762416124344,0.026185816153883934,0.2502089738845825,0.2502089738845825,0.24993035197257996,-0.10780128836631775,-0.43908625841140747,5.440723419189453,1.0772088899102528e-05,0.00488088745623827,0.02823721431195736,8.040025022637565e-06,4.797700881958008,0.29366403818130493,4.0,2.6107187271118164
1500,train,0.02503829076886177,0.02503829076886177,0.026263482868671417,0.24835851788520813,0.24835851788520813,0.2505471706390381,-0.11662451922893524,-0.47164812684059143,5.429834365844727,1.0669806215446442e-05,0.005005485378205776,0.029742203652858734,8.824514225125313e-06,5.0174174308776855,0.29649031162261963,4.0,2.5883212089538574
1500,test,,0.04263236140832305,0.042592213954776525,0.24601637199521065,0.2460163664072752,0.25132788717746735,-0.12315233796834946,-0.46989892050623894,4.736794531345367,4.2647427108022384e-05,0.00998504483141005,0.054003334138542414,3.3877624446176924e-05,3.5511988401412964,0.20292000845074654,4.0,2.5713378190994263
1600,train,0.03619132936000824,0.03619132936000824,0.04246465861797333,0.24253833293914795,0.24253833293914795,0.2524872422218323,-0.12906916439533234,-0.4709795415401459,5.424487590789795,1.0743376151367556e-05,0.0050362893380224705,0.02909151092171669,9.509343726676889e-06,5.235859394073486,0.30280157923698425,4.0,2.598633050918579
1700,train,0.026995405554771423,0.026995405554771423,0.028985239565372467,0.24724847078323364,0.24724847078323364,0.2509171962738037,-0.12659037113189697,-0.4836668372154236,5.421964168548584,1.0624547940096818e-05,0.005069326609373093,0.029355138540267944,9.136076187132858e-06,5.136865139007568,0.2613496780395508,4.0,2.5881972312927246
1800,train,0.023179519921541214,0.023179519921541214,0.02441217377781868,0.24572312831878662,0.24572312831878662,0.2514256238937378,-0.13744890689849854,-0.5000488758087158,5.417618751525879,1.0542595191509463e-05,0.005124819464981556,0.030095040798187256,9.193889127345756e-06,5.216784477233887,0.24842260777950287,4.0,2.5983667373657227
