dimension,n_tokens,n_heads,trials,random_matrix_beta,token_abs_cosine_theory,aligned_head_abs_cosine,aligned_head_sum_ratio,token_abs_cosine,token_abs_cosine_se,head_abs_cosine,head_abs_cosine_se,head_sum_ratio,head_sum_ratio_se,random_head_neff,random_head_neff_se,self_mass_beta_1,self_mass_beta_1_se,self_mass_beta_4,self_mass_beta_4_se,self_mass_beta_8,self_mass_beta_8_se,self_mass_limit_beta_1,self_mass_limit_beta_4,self_mass_limit_beta_8
2,24,6,96,3.0,0.5641895835477563,1.0,2.449489742783178,0.6375539987340599,0.0018033131263581045,1.0,0.0,0.8028218228500922,0.03658510614651451,11.586610359016058,0.13193578771945472,0.08703779382132822,0.00016364621894429698,0.18807600696436153,0.0005729108710162684,0.26131075577789964,0.001150720688968737,0.10569453459566182,0.7036011813403272,0.9923434348618669
4,24,6,96,3.0,0.3989422804014327,1.0,2.449489742783178,0.4242786240141719,0.0017594481538322872,0.5010618889095112,0.0024440428696241253,0.9441745203852213,0.018448595070843125,12.170070510977867,0.10619638043349944,0.095537065678672,0.00021892947115173574,0.3477991766202892,0.001823993031541981,0.6039721908187455,0.003669742570395329,0.10569453459566182,0.7036011813403272,0.9923434348618669
8,24,6,96,3.0,0.28209479177387814,1.0,2.449489742783178,0.2905803624427394,0.0011982652926776588,0.31172601992599597,0.0015386092244991693,0.9878907640059932,0.009964958832192197,15.29304352191683,0.06859649947289424,0.1003407749658171,0.00015667265428660494,0.49918237958455,0.0018301552224907745,0.8623704274195158,0.002297382808794035,0.10569453459566182,0.7036011813403272,0.9923434348618669
16,24,6,96,3.0,0.19947114020071635,1.0,2.449489742783178,0.20268098583157487,0.0008592810815590212,0.20998678072870844,0.0012781589565785674,1.0006368256684073,0.00788928655494717,18.443241927946627,0.03462674528983322,0.10304840928960995,0.00012380348301423258,0.5989794498035526,0.0013054738683337364,0.9557186815269834,0.0006336024658593589,0.10569453459566182,0.7036011813403272,0.9923434348618669
32,24,6,96,3.0,0.14104739588693907,1.0,2.449489742783178,0.14351620976768056,0.0006625862613017775,0.14412174078471918,0.0011120073215036797,0.9944810382160237,0.007826898113467833,20.905740002245143,0.015720770013179983,0.10424629968937034,8.855186722154323e-05,0.6499845299718882,0.0009457002367297344,0.9797354192629458,0.0002414594898556887,0.10569453459566182,0.7036011813403272,0.9923434348618669
64,24,6,96,3.0,0.09973557010035818,1.0,2.449489742783178,0.10026481911176684,0.00048440125531215496,0.10256310156922181,0.0013008565714190525,1.0108929932804547,0.007431252986021159,22.377056957257953,0.008145531955424416,0.10503461252903719,6.845024662023092e-05,0.677892462844067,0.0006868752629058169,0.9874921929516923,0.0001012000603792792,0.10569453459566182,0.7036011813403272,0.9923434348618669
128,24,6,96,3.0,0.07052369794346953,1.0,2.449489742783178,0.07062359761712127,0.00032718295970013465,0.07000959711504051,0.0010349370539458936,0.9853854321439504,0.005384507137368093,23.172972019813788,0.004024445684287968,0.10534362033807369,5.140486463311234e-05,0.6907175366970407,0.0004778193241481482,0.9901927484518799,4.8394529003234905e-05,0.10569453459566182,0.7036011813403272,0.9923434348618669
256,24,6,96,3.0,0.04986778505017909,1.0,2.449489742783178,0.049944867845573344,0.00024216407594561664,0.049328700322467806,0.001050301906148798,0.9940086248009298,0.003635950787802661,23.582942884845078,0.0016629787260487897,0.10550607673532096,3.736127120455571e-05,0.6970567653883718,0.0003376312617009692,0.9913211474705084,2.8670544907531015e-05,0.10569453459566182,0.7036011813403272,0.9923434348618669
