dimension,equations,right_hand_sides,method,median_ms,q25_ms,q75_ms
256,1024,16,matrix_free_identity_pcg,3.2265645058942027,3.2163239957299083,3.2400400086771697
256,1024,64,dense_total,0.33731100120348856,0.3345320001244545,0.34320499980822206
256,1024,64,dense_cached_solve,0.13463250070344657,0.13387099897954613,0.13731600483879447
256,1024,64,matrix_free_head_plus_hb,5.137315500178374,5.126529009430669,5.160521002835594
256,1024,64,matrix_free_cached_hb,2.9556185036199167,2.9500540113076568,2.964316008728929
256,1024,64,matrix_free_head_plus_chebyshev,5.001736994017847,4.993959999410436,5.013490008423105
256,1024,64,matrix_free_cached_chebyshev,2.8445819989428855,2.836914994986728,2.8562239895109087
256,1024,64,matrix_free_head_plus_pcg,7.126178505131975,7.110906997695565,7.155293002142571
256,1024,64,matrix_free_cached_pcg,4.933445503411349,4.9297639925498515,4.938768004649319
256,1024,64,matrix_free_identity_pcg,3.1013270054245368,3.095223000855185,3.119688990409486
512,2048,0,dense_setup,0.33872300264192745,0.3354130021762103,0.3418539999984205
512,2048,0,matrix_free_head_setup,2.1039205021224916,2.097616990795359,2.113890994223766
512,2048,1,dense_total,0.4436055023688823,0.44186299783177674,0.4503050004132092
512,2048,1,dense_cached_solve,0.10806350474013016,0.10763200407382101,0.1089430006686598
512,2048,1,matrix_free_head_plus_hb,4.718782998679671,4.70929300354328,4.733719993964769
512,2048,1,matrix_free_cached_hb,2.5086430032388307,2.496996006811969,2.5195280031766742
512,2048,1,matrix_free_head_plus_chebyshev,4.59982000029413,4.593199992086738,4.612249002093449
512,2048,1,matrix_free_cached_chebyshev,2.4147919975803234,2.4094339896691963,2.421662997221574
512,2048,1,matrix_free_head_plus_pcg,6.310320502961986,6.2975059991003945,6.321191001916304
512,2048,1,matrix_free_cached_pcg,4.083765503310133,4.071516988915391,4.146851002587937
512,2048,1,matrix_free_identity_pcg,2.5635894999140874,2.5556929904269055,2.570455995737575
512,2048,4,dense_total,0.5494194992934354,0.5471609911182895,0.5535399977816269
512,2048,4,dense_cached_solve,0.21717049821745604,0.2168649953091517,0.2210829989053309
512,2048,4,matrix_free_head_plus_hb,5.240445505478419,5.233129995758645,5.255903990473598
512,2048,4,matrix_free_cached_hb,3.0563094987883233,3.050786006497219,3.062022995436564
512,2048,4,matrix_free_head_plus_chebyshev,5.098576999444049,5.092638995847665,5.118938002851792
512,2048,4,matrix_free_cached_chebyshev,2.9335450017242692,2.9241769952932373,2.9477110074367374
512,2048,4,matrix_free_head_plus_pcg,7.288842505658977,7.275213007233106,7.314331000088714
512,2048,4,matrix_free_cached_pcg,5.063349999545608,5.0540810043457896,5.074759988929145
512,2048,4,matrix_free_identity_pcg,3.2908715002122335,3.286078994278796,3.3067100011976436
512,2048,16,dense_total,0.5990389981889166,0.5962640134384856,0.6016530096530914
512,2048,16,dense_cached_solve,0.26752699341159314,0.2661889884620905,0.27050598873756826
512,2048,16,matrix_free_head_plus_hb,5.240169994067401,5.231186994933523,5.254140996839851
512,2048,16,matrix_free_cached_hb,3.0571605020668358,3.0538199935108423,3.062764008063823
512,2048,16,matrix_free_head_plus_chebyshev,5.1067949971184134,5.096114007756114,5.122653994476423
512,2048,16,matrix_free_cached_chebyshev,2.9315120045794174,2.926619999925606,2.94326500443276
512,2048,16,matrix_free_head_plus_pcg,7.266955006343778,7.245999004226178,7.301702004042454
512,2048,16,matrix_free_cached_pcg,5.058031492808368,5.050516003393568,5.067040998255834
512,2048,16,matrix_free_identity_pcg,3.2637260082992725,3.2479319925187156,3.274261995102279
512,2048,64,dense_total,0.6017029954819009,0.6004200113238767,0.6031249940861017
512,2048,64,dense_cached_solve,0.2696994997677393,0.2688429958652705,0.27295900508761406
512,2048,64,matrix_free_head_plus_hb,5.247531502391212,5.238376994384453,5.2605200035031885
512,2048,64,matrix_free_cached_hb,3.042357995582279,3.037846996448934,3.048332000616938
512,2048,64,matrix_free_head_plus_chebyshev,5.1151029983884655,5.105488991830498,5.129644006956369
512,2048,64,matrix_free_cached_chebyshev,2.9235705005703494,2.915782999480143,2.93468200834468
512,2048,64,matrix_free_head_plus_pcg,7.275017494976055,7.266640008310787,7.305377992452122
512,2048,64,matrix_free_cached_pcg,5.05747550050728,5.0449069967726246,5.074621993117034
512,2048,64,matrix_free_identity_pcg,3.2776460066088475,3.259568999055773,3.2838750048540533
1024,4096,0,dense_setup,0.8579570057918318,0.855762991704978,0.8597690030001104
1024,4096,0,matrix_free_head_setup,2.1302405002643354,2.1229340054560453,2.140059004887007
1024,4096,1,dense_total,1.019163493765518,1.0179259988944978,1.0222630080534145
1024,4096,1,dense_cached_solve,0.17404649406671524,0.17368000408168882,0.17559299885760993
1024,4096,1,matrix_free_head_plus_hb,4.751201500766911,4.743805009638891,4.765628007589839
1024,4096,1,matrix_free_cached_hb,2.5255875007133,2.5187179999193177,2.5405409978702664
1024,4096,1,matrix_free_head_plus_chebyshev,4.648417001590133,4.637115998775698,4.67457200284116
1024,4096,1,matrix_free_cached_chebyshev,2.423575504508335,2.41171800007578,2.4349730083486065
1024,4096,1,matrix_free_head_plus_pcg,6.3812915032031015,6.331147000310011,6.45003400859423
1024,4096,1,matrix_free_cached_pcg,4.087225497642066,4.074872005730867,4.094742005690932
1024,4096,1,matrix_free_identity_pcg,2.5708720058901235,2.563204994658008,2.590675008832477
1024,4096,4,dense_total,1.2633149963221513,1.2597489985637367,1.2674210011027753
1024,4096,4,dense_cached_solve,0.4159540039836429,0.41321000026073307,0.4183879937045276
1024,4096,4,matrix_free_head_plus_hb,5.324455996742472,5.312959008733742,5.333890992915258
1024,4096,4,matrix_free_cached_hb,3.115302497462835,3.109564000624232,3.125157003523782
1024,4096,4,matrix_free_head_plus_chebyshev,5.199783998250496,5.189193994738162,5.205187000683509
1024,4096,4,matrix_free_cached_chebyshev,2.995483504491858,2.9891439917264506,3.0063989979680628
1024,4096,4,matrix_free_head_plus_pcg,7.357882001088001,7.344286990701221,7.400169997708872
1024,4096,4,matrix_free_cached_pcg,5.125283496454358,5.116023006848991,5.145678005646914
1024,4096,4,matrix_free_identity_pcg,3.319524497783277,3.313189998152666,3.3355030027450994
1024,4096,16,dense_total,1.3659545002155937,1.365007003187202,1.3693139917450026
1024,4096,16,dense_cached_solve,0.5192439930397086,0.5173060053493828,0.5213819968048483
1024,4096,16,matrix_free_head_plus_hb,5.308973501087166,5.2744919958058745,5.329744002665393
1024,4096,16,matrix_free_cached_hb,3.045437995751854,3.0424040014622733,3.057024994632229
1024,4096,16,matrix_free_head_plus_chebyshev,5.164802503713872,5.14379600645043,5.206230009207502
1024,4096,16,matrix_free_cached_chebyshev,2.9333545026020147,2.921612001955509,2.9450069996528327
1024,4096,16,matrix_free_head_plus_pcg,7.283901002665516,7.271586000570096,7.316865012398921
1024,4096,16,matrix_free_cached_pcg,5.055107001680881,5.048271996201947,5.079299007775262
1024,4096,16,matrix_free_identity_pcg,3.4072310008923523,3.402474001632072,3.4229639859404415
2048,8192,0,dense_setup,2.9102905027684756,2.908872003899887,2.9116380028426647
2048,8192,0,matrix_free_head_setup,2.17048499325756,2.1626040106639266,2.176844995119609
2048,8192,1,dense_total,3.2470360019942746,3.2435449975309893,3.2517989893676713
2048,8192,1,dense_cached_solve,0.3143465000903234,0.3127189993392676,0.31533300352748483
2048,8192,1,matrix_free_head_plus_hb,4.8425889981444925,4.838377994019538,4.84926400531549
2048,8192,1,matrix_free_cached_hb,2.573640493210405,2.561722998507321,2.5816720008151606
2048,8192,1,matrix_free_head_plus_chebyshev,4.723003999970388,4.710656008683145,4.733991008833982
2048,8192,1,matrix_free_cached_chebyshev,2.4869059925549664,2.473951011779718,2.492950006853789
2048,8192,1,matrix_free_head_plus_pcg,6.410541005607229,6.368642003508285,6.485096993856132
2048,8192,1,matrix_free_cached_pcg,4.142207995755598,4.13653498981148,4.148582011112012
2048,8192,1,matrix_free_identity_pcg,2.59142250433797,2.5809609942371026,2.6016029878519475
2048,8192,4,dense_total,3.7771900097141042,3.7705959985032678,3.782543004490435
2048,8192,4,dense_cached_solve,0.8370159994228743,0.8358339982805774,0.8398799982387573
2048,8192,4,matrix_free_head_plus_hb,5.347285507014021,5.3366339998319745,5.361251998692751
2048,8192,4,matrix_free_cached_hb,3.096709493547678,3.0903840088285506,3.1073519930941984
2048,8192,4,matrix_free_head_plus_chebyshev,5.212392999965232,5.1998379931319505,5.224997003097087
2048,8192,4,matrix_free_cached_chebyshev,2.9745914944214746,2.969823995954357,2.9797700117342174
2048,8192,4,matrix_free_head_plus_pcg,7.389459002297372,7.379809991107322,7.407591008814052
2048,8192,4,matrix_free_cached_pcg,5.1128744962625206,5.1005200075451285,5.1197989960201085
2048,8192,4,matrix_free_identity_pcg,3.405168499739375,3.3941400033654645,3.416954990825616
2048,8192,16,dense_total,3.987421005149372,3.983583999797702,3.990875993622467
2048,8192,16,dense_cached_solve,1.0561399976722896,1.0557649948168546,1.0568750003585592
2048,8192,16,matrix_free_head_plus_hb,5.346620004274882,5.336454007192515,5.359308997867629
2048,8192,16,matrix_free_cached_hb,3.091231999860611,3.0826639995211735,3.0981370073277503
2048,8192,16,matrix_free_head_plus_chebyshev,5.202047992497683,5.197316000703722,5.215833996771835
2048,8192,16,matrix_free_cached_chebyshev,2.9706109999096952,2.9663699970114976,2.97692499589175
2048,8192,16,matrix_free_head_plus_pcg,7.374420994892716,7.361222000326961,7.399578011245467
2048,8192,16,matrix_free_cached_pcg,5.090585502330214,5.077976995380595,5.107981007313356
2048,8192,16,matrix_free_identity_pcg,3.375628490175586,3.3632060076342896,3.382463997695595
4096,16384,0,dense_setup,16.44554299855372,16.40601799590513,16.450664988951758
4096,16384,0,matrix_free_head_setup,4.53336499776924,4.52849299472291,4.543635004665703
4096,16384,1,dense_total,17.518853004730772,17.212739010574296,18.09840700298082
4096,16384,1,dense_cached_solve,0.8741759957047179,0.8719479956198484,0.8755129965720698
4096,16384,1,matrix_free_head_plus_hb,8.406579501752276,8.390515999053605,8.421400998486206
4096,16384,1,matrix_free_cached_hb,3.8704405014868826,3.867390987579711,3.882432996761054
4096,16384,1,matrix_free_head_plus_chebyshev,8.112548501230776,8.100500999717042,8.118366997223347
4096,16384,1,matrix_free_cached_chebyshev,3.6298894992796704,3.6277120088925585,3.6375560011947528
4096,16384,1,matrix_free_head_plus_pcg,8.741606499825139,8.69969000632409,8.763885009102523
4096,16384,1,matrix_free_cached_pcg,4.134917493502144,4.1262390004703775,4.161392003879882
4096,16384,1,matrix_free_identity_pcg,4.218708498228807,4.2158430005656555,4.225147989927791
4096,16384,4,dense_total,18.257285992149264,18.180760001996532,18.36899301270023
4096,16384,4,dense_cached_solve,2.1298145002219826,2.1281609951984137,2.134652007953264
4096,16384,4,matrix_free_head_plus_hb,10.029723998741247,10.026479998487048,10.041410991107114
4096,16384,4,matrix_free_cached_hb,5.518376994587015,5.508963993634097,5.525517000933178
4096,16384,4,matrix_free_head_plus_chebyshev,9.642543496738654,9.636514994781464,9.654050998506136
4096,16384,4,matrix_free_cached_chebyshev,5.171897493710276,5.1656079886015505,5.186077993130311
4096,16384,4,matrix_free_head_plus_pcg,10.19981449644547,10.179518998484127,10.217966992058791
4096,16384,4,matrix_free_cached_pcg,5.668952995620202,5.658827998558991,5.677605993696488
4096,16384,4,matrix_free_identity_pcg,5.8427590047358535,5.839849996846169,5.850785004440695
