dimension,equations,right_hand_sides,method,median_ms,q25_ms,q75_ms
256,1024,0,dense_setup,0.2075154916383326,0.20303399651311338,0.2130390057573095
256,1024,0,matrix_free_head_setup,2.0882125027128495,2.0849280117545277,2.104195998981595
256,1024,1,dense_total,0.276644503173884,0.27571299870032817,0.28021099569741637
256,1024,1,dense_cached_solve,0.07472749712178484,0.07452200225088745,0.07537299825344235
256,1024,1,matrix_free_head_plus_hb,4.679259000113234,4.662694002036005,4.700189994764514
256,1024,1,matrix_free_cached_hb,2.499634494597558,2.493690000846982,2.515414002118632
256,1024,1,matrix_free_head_plus_chebyshev,4.5903249992989,4.542013004538603,4.630595998605713
256,1024,1,matrix_free_cached_chebyshev,2.405398008704651,2.396704992861487,2.410707005765289
256,1024,1,matrix_free_head_plus_pcg,6.268722994718701,6.263093993766233,6.290896009886637
256,1024,1,matrix_free_cached_pcg,4.079133505001664,4.06102099805139,4.090023998287506
256,1024,1,matrix_free_identity_pcg,2.6012925009126775,2.589404000900686,2.6125089934794232
256,1024,4,dense_total,0.3245214975322597,0.31931899138726294,0.3262190002715215
256,1024,4,dense_cached_solve,0.11617900599958375,0.1155640056822449,0.11700599861796945
256,1024,4,matrix_free_head_plus_hb,5.2321890034363605,5.175021011382341,5.269924993626773
256,1024,4,matrix_free_cached_hb,3.005838007084094,3.0025330052012578,3.012047993252054
256,1024,4,matrix_free_head_plus_chebyshev,5.09474200225668,5.059479997726157,5.13403098739218
256,1024,4,matrix_free_cached_chebyshev,2.8971005012863316,2.8889530076412484,2.912798008765094
256,1024,4,matrix_free_head_plus_pcg,7.243644504342228,7.2327390080317855,7.267470995429903
256,1024,4,matrix_free_cached_pcg,5.029809501138516,5.019529999117367,5.034952002461068
256,1024,4,matrix_free_identity_pcg,3.3365149938617833,3.327650993014686,3.360239992616698
256,1024,16,dense_total,0.33778099896153435,0.33456199162174016,0.3392189973965287
256,1024,16,dense_cached_solve,0.13389200466917828,0.13346999185159802,0.13501298963092268
256,1024,16,matrix_free_head_plus_hb,5.14534350077156,5.126749994815327,5.152247991645709
256,1024,16,matrix_free_cached_hb,2.977130498038605,2.967541993712075,3.013699999428354
256,1024,16,matrix_free_head_plus_chebyshev,5.0057139960699715,4.999069002224132,5.017435003537685
256,1024,16,matrix_free_cached_chebyshev,2.845788505510427,2.8353040106594563,2.854080987162888
256,1024,16,matrix_free_head_plus_pcg,7.117390996427275,7.103655007085763,7.145276991650462
256,1024,16,matrix_free_cached_pcg,4.919643994071521,4.914220990031026,4.931848001433536
