r,num_depths,slope_V_same_off_vs_L,intercept_V_same_off_vs_L,slope_C_same_off_vs_L,intercept_C_same_off_vs_L,slope_A_same_off_vs_L,intercept_A_same_off_vs_L,slope_V_disjoint_off_vs_L,intercept_V_disjoint_off_vs_L,slope_C_disjoint_off_vs_L,intercept_C_disjoint_off_vs_L,slope_A_disjoint_off_vs_L,intercept_A_disjoint_off_vs_L
8,8,1.7362185401733743,-8.439648413736784,1.7608850275752503,-3.612012983997577,1.7866405757244208,1.214374854210572,2.4107391481304106,-10.515548096458929,2.4354609040509114,-5.689271076182239,2.4618267166036727,-0.8655660492959251
16,8,1.7192526110457194,-9.202988301706995,1.7359890005728613,-4.365092987932471,1.7534759142925196,0.471975734008475,2.374964279872078,-11.160053330281682,2.391658442938922,-6.323127248800331,2.4094593704226153,-1.4882946329710456
32,8,1.7831183202313363,-9.841433335647864,1.7967955935193722,-4.999300063394958,1.8108044665940775,-0.15748328609220413,2.39058162135472,-11.627668274304174,2.4043331827803702,-6.786164168099538,2.418474355647655,-1.9458737441259715
64,8,1.5192318293008178,-10.011955056504652,1.5337176487013229,-5.170961958420409,1.5485156485639944,-0.33027176989700247,2.1792099644496363,-11.914367432623216,2.193846947412726,-7.074415700935252,2.2085420333736563,-2.2351491131162704
128,8,1.6529107150629923,-10.500871636796944,1.6656139234589904,-5.657538816579657,1.6785259373217478,-0.8143919957717173,2.3201124494124836,-12.34502813109632,2.332704580190792,-7.5022045119196,2.345595000196659,-2.660275602291897
