n,r,L,m,reps,epsilon,gamma,V_same_diag,C_same_diag,A_same_diag,V_same_off,C_same_off,A_same_off,V_disjoint_off,C_disjoint_off,A_disjoint_off,V_same_off_over_eps_L,C_same_off_over_eps_L2,A_same_off_over_eps_L3,abs_V_same_off_over_eps_L,abs_C_same_off_over_eps_L2,abs_A_same_off_over_eps_L3,V_disjoint_off_over_eps_L,C_disjoint_off_over_eps_L2,A_disjoint_off_over_eps_L3,V_pair_12_34,C_pair_12_34,A_pair_12_34,V_pair_13_24,C_pair_13_24,A_pair_13_24,V_pair_14_23,C_pair_14_23,A_pair_14_23
128,16,4,8,500,0.062082639309509385,0.054270139309509385,0.0027496752982043623,0.35617747869000804,46.15839359573942,0.0010308145634919709,0.13288223308544886,17.13148824965037,0.0003831232157351196,0.049313880498205925,6.344608074340182,0.004150977531548332,0.13377555561766252,4.311664369910024,0.004150977531548332,0.13377555561766252,4.311664369910024,0.0015427952967055779,0.04964540112046707,1.5968151847948355,0.0002656520876215163,0.03415835092849661,4.394141445170038,0.00028148668886710876,0.0362474798905847,4.655653653391277,0.0002845711116442438,0.03657388272562428,4.700994304173219
128,16,5,8,500,0.062082639309509385,0.054270139309509385,0.0038629703109792825,0.5029384539012542,65.53619378650849,0.00171741510471482,0.22201295256654233,28.705446853401124,0.0007940341376163798,0.10246868015164445,13.215437218006748,0.005532674267125619,0.14304350139478425,3.698998260726873,0.005532674267125619,0.14304350139478425,3.698998260726873,0.002557990918065737,0.06602082726592394,1.702947859819162,0.0005040339684773884,0.06482106838679146,8.349673268459258,0.0005555871304794689,0.07160152289994269,9.23102292387541,0.0005528227265722654,0.07110659046575253,9.167541953708097
128,16,6,8,500,0.062082639309509385,0.054270139309509385,0.004347784231915645,0.5678610628452224,74.24369191050926,0.001995268656082447,0.25835075154531656,33.45838411042104,0.0009945521284229063,0.128550249316386,16.605302195954394,0.005356485802026853,0.11559446964505019,2.4950602641889934,0.005356485802026853,0.11559446964505019,2.4950602641889934,0.002669968447122618,0.05751753305761187,1.2382914114215022,0.000881691711015841,0.11384247925148522,14.667739444541843,0.0008629750355393437,0.111208902893255,14.342240982924894,0.0008909531887334258,0.11494386891677669,14.84042735807316
128,16,8,8,500,0.062082639309509385,0.054270139309509385,0.00922048080979705,1.2088640389950438,158.68185275347062,0.004534872901833051,0.5898374614902154,76.74119674779402,0.002582276054806565,0.33562581972397193,43.614267324313644,0.009130718652328684,0.14845068505927617,2.4142844370837957,0.009130718652328684,0.14845068505927617,2.4142844370837957,0.005199271655343087,0.08447052978921595,1.3721084801681778,0.0030720866400132593,0.39914762740096565,51.918183231915975,0.003104200266282329,0.403576667953164,52.46716164475979,0.0030534805491052204,0.39701700727521644,51.65969941657718
128,16,10,8,500,0.062082639309509385,0.054270139309509385,0.008237640974886848,1.0894961990625198,144.48456247893085,0.0041980910626509904,0.5498261676478405,72.07682285464132,0.002519503356532347,0.33007596543090795,43.22546895396788,0.0067621014656314,0.08856359422909103,1.1609819372418515,0.0067621014656314,0.08856359422909103,1.1609819372418515,0.00405830580747624,0.053167192809785914,0.6962569477510423,0.002051395633133066,0.26851442293472544,35.15028127651172,0.0021097973363250803,0.27711746327390246,36.25595679641143,0.002078830459177355,0.27269105100721175,35.693167507767384
128,16,12,8,500,0.062082639309509385,0.054270139309509385,0.01363286196004094,1.8389001553733866,249.30469154510706,0.0077426100938087095,1.0286069033959493,136.88162222449174,0.0048984810509211125,0.6498012098482743,86.37674975863979,0.010392881407645995,0.1150579868261347,1.2759428824436454,0.010392881407645995,0.1150579868261347,1.2759428824436454,0.006575215853957738,0.07268551163276546,0.8051614034965207,0.004744068044472567,0.626921045220608,83.36857582348267,0.004733296489686326,0.6254403357233977,83.08937508438216,0.004767312520689439,0.6334287590582715,84.0326863044423
128,32,2,8,500,0.03107113113264688,0.02325863113264688,0.0007111616845633488,0.09150931743756227,11.776804773359618,0.00020283103640821116,0.026028141843978947,3.340123849879465,4.506096038475022e-05,0.005779551898463203,0.7406128327797558,0.0032639789575457986,0.20942383568899756,13.437408488686904,0.0032639789575457986,0.20942383568899756,13.437408488686904,0.0007251258441860204,0.046502586869057894,2.9795054355197874,2.019626832012373e-05,0.0025855856923948997,0.33125580681070355,2.188474276713517e-05,0.002806896931306718,0.3591034394990471,2.397644726169778e-05,0.003064766031601239,0.39280808474186274
128,32,3,8,500,0.03107113113264688,0.02325863113264688,0.0010725907268499557,0.13858044968518968,17.910266409926926,0.000382584570020873,0.04921593708679208,6.331484570389806,0.000125975191903775,0.016198543806387213,2.081484331924252,0.004104394830768229,0.17599737295505938,7.547180291951582,0.004104394830768229,0.17599737295505938,7.547180291951582,0.0013514709347182522,0.057926381663607175,2.481145986104418,5.725579182344342e-05,0.0073485526004304184,0.944540505652353,5.745614963832018e-05,0.007374381925331848,0.9463789701339274,5.540722133688457e-05,0.007103610314915053,0.9112420060579068
128,32,4,8,500,0.03107113113264688,0.02325863113264688,0.0015426743386867548,0.20003901681241448,25.951070939016624,0.0006390900540944149,0.08237922021048281,10.619594062558226,0.0002803640441031691,0.03611195359027926,4.648637496120358,0.005142153108025361,0.16570691427919604,5.340364228102596,0.005142153108025361,0.16570691427919604,5.340364228102596,0.0022558242481280845,0.0726396824678518,2.337699279977677,0.00024681012583477053,0.031732317978065076,4.084251149943954,0.00024203161437881567,0.03113904054609628,3.997908717213666,0.00022200634581494256,0.028526399142922654,3.6686560263973034
128,32,5,8,500,0.03107113113264688,0.02325863113264688,0.002029833245406162,0.26483667573036035,34.58193924719089,0.0008995076583198624,0.11640184929168804,15.065365382392669,0.000431119503047305,0.05579635483083335,7.21203635083105,0.005789989778484356,0.14985209105488012,3.8789358052210137,0.005789989778484356,0.14985209105488012,3.8789358052210137,0.0027750486534062584,0.07183047774170967,1.856909893635191,0.00032115667430889704,0.04149911481252252,5.361064593237257,0.0003098060832369585,0.0400200598517882,5.162725148858026,0.00031332995212229425,0.04045654563894169,5.230260092156126
128,32,6,8,500,0.03107113113264688,0.02325863113264688,0.002584391078347785,0.3378918227975036,44.2204658838391,0.0012689720288986716,0.16450843259175504,21.330462296039148,0.0006881880880246457,0.08914912085584074,11.546519855999751,0.006806811675020013,0.14707152641452698,3.1782602261196797,0.006806811675020013,0.14707152641452698,3.1782602261196797,0.0036914656946704922,0.0796998492795728,1.7204430123973244,0.0006296011425951395,0.08142831737428016,10.549283322870465,0.0006310838727008601,0.08181816062177741,10.578685272512441,0.0006341743574674617,0.08202845005191384,10.620659936558281
128,32,8,8,500,0.03107113113264688,0.02325863113264688,0.002866871197206278,0.3777941011708653,49.884169444752544,0.0014344195137506015,0.18677140995668287,24.327884427422553,0.0008167660010609367,0.10620650083889722,13.799752008505278,0.0057707084577435785,0.09392330353582998,1.5292458800247721,0.0057707084577435785,0.09392330353582998,1.5292458800247721,0.003285871688956429,0.05340895278396007,0.8674496118775781,0.0007449231061696253,0.09659695267958904,12.556394098172607,0.0007262255109059,0.09424943242115341,12.225681962229048,0.0007395588154265835,0.09590365786361431,12.462981644391686
128,32,10,8,500,0.03107113113264688,0.02325863113264688,0.005628366458514784,0.7468371993191276,99.33666318307961,0.003270550350617404,0.4279997424681214,56.035462754888385,0.0022078351437989753,0.2886582442532265,37.77261217845095,0.010526009937182463,0.13774836218254569,1.803457444650643,0.010526009937182463,0.13774836218254569,1.803457444650643,0.0071057443463304485,0.09290239322826878,1.2156819144174227,0.001968845403896535,0.2567544651725381,33.650030857151656,0.002012036054466411,0.26304982900805796,34.408576628764315,0.001954093135004458,0.2556969609363445,33.461295819040394
128,32,12,8,500,0.03107113113264688,0.02325863113264688,0.010969153013692643,1.4635892048398533,195.78473626635633,0.006250071726253256,0.8221636129859723,108.2191842742238,0.004277747022533472,0.5630211694094677,74.03322275476991,0.0167628049425549,0.18375480153105164,2.015595843097067,0.0167628049425549,0.18375480153105164,2.015595843097067,0.011472994562785598,0.125836076431155,1.3788780338379953,0.0034338114152639852,0.4499117661030566,58.897454449302344,0.003364690489054393,0.44059359047468494,57.5180540432745,0.0033343814967662527,0.43654420908589675,57.03874098455822
128,64,2,8,500,0.015565377044215626,0.007752877044215627,0.0004470077253908107,0.05752617051543038,7.404251045625832,0.00012510519100882137,0.016052434404285297,2.0597595622551728,2.301382355447977e-05,0.0029499753874729093,0.37794135397496004,0.00401870094933912,0.2578227684219617,16.541195536125933,0.00401870094933912,0.2578227684219617,16.541195536125933,0.0007392632857240076,0.04738040362101561,3.035112423725465,3.973518086279313e-06,0.0005064353491599564,0.06467203880463164,7.680291153560033e-06,0.0009828381018140808,0.12554112952802923,1.3971123492906075e-05,0.0017872995747561693,0.22912260419329988
128,64,3,8,500,0.015565377044215626,0.007752877044215627,0.0006543633853144169,0.08461596224763454,10.945054261178367,0.00023692211641540163,0.03047250685103945,3.9195087801907826,8.252932859016144e-05,0.010602846770108507,1.3611036474447507,0.005073699055332684,0.21752342297536414,9.326275325457955,0.005073699055332684,0.21752342297536414,9.326275325457955,0.0017673697282484786,0.07568683252715763,3.238678128930462,6.122925885969637e-05,0.007859359716916467,1.0086180079753353,5.164006116417022e-05,0.006620706298777879,0.848881667762431,5.3910497291327756e-05,0.006911206791544247,0.8858523935058599
128,64,4,8,500,0.015565377044215626,0.007752877044215627,0.0009199244306585076,0.11956561881736114,15.547990602998018,0.00037564079564325934,0.0484471629333802,6.248812056587597,0.00015861538581909274,0.020444185643815994,2.6336682711843262,0.006033274918047267,0.1945309564127457,6.272748042455234,0.006033274918047267,0.1945309564127457,6.272748042455234,0.0025475673568414628,0.08208998722670446,2.6437565001065986,0.00010260086620657919,0.013199971417335782,1.702402510662076,0.00011403304121759319,0.014684994320933563,1.89040695892346,0.00011002298636537604,0.014136565382792888,1.8186863237507336
128,64,5,8,500,0.015565377044215626,0.007752877044215627,0.0012417913784631331,0.16206378396735904,21.1656206932246,0.0005755472478197359,0.07444169817664036,9.629457895362293,0.0002826370056993835,0.036548601137249295,4.724124353343044,0.007395223979281885,0.19130072587429992,4.949167819325403,0.007395223979281885,0.19130072587429992,4.949167819325403,0.003631611427034676,0.09392281608965306,2.428016662840102,0.00021190103483870087,0.027380577493029707,3.5393042219512068,0.0002219433590257427,0.028649359728888393,3.6996627869959156,0.00020585128078261464,0.02657396737734812,3.4257750202495187
128,64,6,8,500,0.015565377044215626,0.007752877044215627,0.0012661299521024559,0.16584378164521626,21.74759404472013,0.0006121531436400578,0.07929724916769842,10.27385578776999,0.0003074559108347684,0.0397782257660494,5.1427412807971224,0.00655464520070358,0.14151288205305404,3.0557658211869336,0.00655464520070358,0.14151288205305404,3.0557658211869336,0.0032920919075864865,0.0709877256801957,1.5296119935588477,0.00022770323924813785,0.029435665555138307,3.8023158811308697,0.000239688991526059,0.030983043826750312,4.001185205427336,0.00023473434573309402,0.030347503615314225,3.9211409602947813
128,64,8,8,500,0.015565377044215626,0.007752877044215627,0.002034721509844308,0.2687218047304101,35.55172505912004,0.001130656780338182,0.14710147534125842,19.143452362565977,0.0006772572913584494,0.08802839584670966,11.436566033242858,0.009079901960665597,0.1476649454541361,2.4020976356323667,0.009079901960665597,0.1476649454541361,2.4020976356323667,0.005438812126383171,0.08836558736725096,1.4350467046333648,0.0006343649352496521,0.08229885428454284,10.681183391338129,0.0006470654186399553,0.08391032147949397,10.889489728833858,0.0006194660837874139,0.08036033063921778,10.423818644667719
128,64,10,8,500,0.015565377044215626,0.007752877044215627,0.002330063809419382,0.31144510757136823,41.74704000812128,0.0014001247690233077,0.18364649913224532,24.099108629714124,0.0009285477621286697,0.1218035792346932,15.95611233454297,0.008995122733269216,0.11798397084154903,1.5482508750836708,0.008995122733269216,0.11798397084154903,1.5482508750836708,0.005965469127352329,0.07825289351404283,1.0251028477638162,0.0007817752929139333,0.10241202813023037,13.358920274588682,0.0008013050212635465,0.10489207198359654,13.70035053505315,0.0008099450561087271,0.10576329817368481,13.813252442166585
128,64,12,8,500,0.015565377044215626,0.007752877044215627,0.003328646346952337,0.4482550626122308,60.56983773709669,0.0019657346915189647,0.2589105998824382,34.12195624468233,0.0013015419627157069,0.1712180331196218,22.52638371515775,0.010524076855184323,0.1155121570042238,1.2686170338386722,0.010524076855184323,0.1155121570042238,1.2686170338386722,0.006968146670537304,0.0763883917176373,0.8375063225247753,0.0011044588939629163,0.14468070120195564,19.018015301806155,0.0011095112131196824,0.14537670617702675,19.082904188768218,0.0011197390593962826,0.1469318301944311,19.26802691556608
128,128,2,8,500,0.0078125,0.0,0.0003120744692434268,0.040190685570947474,5.17677268340214,8.661145230585899e-05,0.011116098733693418,1.426721529311312,1.7436040658702164e-05,0.00223641363459069,0.2866393186252979,0.005543132947574975,0.3557151594781894,22.827544468980992,0.005543132947574975,0.3557151594781894,22.827544468980992,0.0011159066021569385,0.07156523630690208,4.586229098004766,2.5103981672235976e-06,0.00032044542831190925,0.04060195880393724,1.418014835254966e-06,0.00018058216549158998,0.023044331590905312,4.034166985951107e-06,0.0005157306247666795,0.06612629731891334
128,128,3,8,500,0.0078125,0.0,0.00047695627795415346,0.06175099437759156,7.997244179705085,0.0001719202939965546,0.022120818815245476,2.846394785087037,6.544782628192955e-05,0.008416891064543738,1.0818141122489373,0.00733526587718633,0.31460720092793565,13.4940197218941,0.00733526587718633,0.31460720092793565,13.4940197218941,0.002792440588028994,0.1197068951401776,5.128600235846814,3.530272113867874e-05,0.004529911479919603,0.5827436426360623,3.943699770650208e-05,0.005064812601788153,0.6502701665180864,3.825199759702888e-05,0.0049112004529164865,0.6309641919053061
128,128,4,8,500,0.0078125,0.0,0.0006134345318709374,0.0797408917965046,10.370825250401653,0.0002454505604234744,0.03165662880270565,4.083179859529139,9.778428672623535e-05,0.012599415781208835,1.623173035915611,0.007854417933551181,0.2532530304216452,8.166359719058278,0.007854417933551181,0.2532530304216452,8.166359719058278,0.003129097175239531,0.10079532624967068,3.246346071831222,6.794236864776338e-05,0.008742537465935847,1.1261522996407733,6.762077141783191e-05,0.00871868612244205,1.122028106940982,6.654014199082143e-05,0.008573292851456384,1.1040431855035
128,128,5,8,500,0.0078125,0.0,0.0009287979116214032,0.12108606220121695,15.79601140444327,0.0004317690151468047,0.05579058350112924,7.2096193536357704,0.0002256582884417262,0.029132819350160977,3.7589946219840593,0.0110532867877582,0.2856477875257817,7.382650218123029,0.0110532867877582,0.2856477875257817,7.382650218123029,0.005776852184108191,0.14916003507282422,3.8492104929116766,0.00020032210403381375,0.025821389779725423,3.327838015256017,0.0001925072023537718,0.02480085872492976,3.197617510490111,0.00020150603285556972,0.025961476319210027,3.34752518831416
128,128,6,8,500,0.0078125,0.0,0.000979937996512888,0.12878585614145435,16.941988075097882,0.0005128636436973827,0.06652710546256145,8.630887072636419,0.00030446110708397733,0.0394999327113145,5.121052416296153,0.010941091065544166,0.2365408194224407,5.1145997467475075,0.010941091065544166,0.2365408194224407,5.1145997467475075,0.006495170284458183,0.1404442051957849,3.034697728175498,0.00022340019973106807,0.028966786635676554,3.7518785697056694,0.0002549792500102276,0.03303991966695832,4.2786101449656435,0.00024385000441393245,0.031608100785857025,4.095009412188954
128,128,8,8,500,0.0078125,0.0,0.0016333441970431185,0.21574592174433266,28.53760484884274,0.0009587272365126823,0.12467372607190585,16.216183254300336,0.0006369955516249507,0.08274953942698891,10.747898827092344,0.015339635784202917,0.2493474521438117,4.054045813575084,0.015339635784202917,0.2493474521438117,4.054045813575084,0.010191928825999211,0.16549907885397783,2.686974706773086,0.000520188275578991,0.06741282376973975,8.763747864389973,0.0005220988094932739,0.06776316480350987,8.803173496990444,0.0005234895020477388,0.06794277814492478,8.822390097811917
128,128,10,8,500,0.0078125,0.0,0.001917573307389323,0.25628084663703865,34.331880369778006,0.0011450019036717636,0.14977738840119276,19.598808296669603,0.0007627878146932805,0.09965367403145156,13.021618824694402,0.014656024366998574,0.19171505715352674,2.5086474619737094,0.014656024366998574,0.19171505715352674,2.5086474619737094,0.009763684028073991,0.127556702760258,1.6667672095608834,0.0006724190686706684,0.08773090406443759,11.481394707921856,0.0007129930769516359,0.09315875234017444,12.177681941496834,0.0006958916565508214,0.09076598181933736,11.872566629135298
128,128,12,8,500,0.0078125,0.0,0.0025282480307235442,0.33954706240221455,45.738972674612874,0.001659424756889377,0.21788291807673738,28.6193512976841,0.0012200597832497518,0.16012169390110115,21.00528107862052,0.017700530740153354,0.1936737049570999,2.1199519479766002,0.017700530740153354,0.1936737049570999,2.1199519479766002,0.013013971021330686,0.14233039457875657,1.555946746564483,0.0011278987613263854,0.14780666863936506,19.348908939145762,0.0011403215560218916,0.14943735221110369,19.598711106248373,0.001148222279994506,0.15038136163460922,19.728005359058415
