stage,seed,method,family,noise_rel,task,auc,average_precision,iou_top7,centroid_error,relative_residual
experiment_design,17,learned_design_loop,ellipse,0.12,0,0.9998405279750733,0.9983373806263832,0.8275862068965517,0.009694899432361126,2.7013680934906006
experiment_design,17,learned_design_loop,ellipse,0.12,1,0.9986384404906851,0.9866747199228613,0.8888888888888888,0.02207840047776699,2.4185256958007812
experiment_design,17,learned_design_loop,ellipse,0.12,2,0.9972185679383574,0.9741236285182684,0.8045977011494253,0.008448129519820213,1.9551597833633423
experiment_design,17,learned_design_loop,ellipse,0.12,3,0.9978546066957725,0.9840817806236009,0.7128712871287128,0.02244112640619278,2.8365910053253174
experiment_design,17,learned_design_loop,ellipse,0.12,4,0.999294182043415,0.9917063652705194,0.9078947368421053,0.014697864651679993,1.7663344144821167
experiment_design,17,learned_design_loop,ellipse,0.12,5,0.996774193548387,0.9720444470207297,0.7291666666666666,0.025752749294042587,2.322736978530884
experiment_design,17,learned_design_loop,ellipse,0.12,6,0.9970644894963765,0.9207365399994216,0.4583333333333333,0.01896662451326847,1.4457710981369019
experiment_design,17,learned_design_loop,ellipse,0.12,7,0.9993809767759563,0.9880442795957275,0.6666666666666666,0.0072042327374219894,1.2171186208724976
experiment_design,17,learned_design_loop,ellipse,0.12,8,0.9964098184348705,0.9600187014605225,0.7692307692307693,0.011227814480662346,2.1969306468963623
experiment_design,17,learned_design_loop,ellipse,0.12,9,0.9990206773441761,0.9895720947127367,0.8160919540229885,0.009981198236346245,2.142249345779419
experiment_design,17,learned_design_loop,ellipse,0.12,10,0.9990108030717167,0.9756071176060497,0.5416666666666666,0.031949810683727264,1.8739732503890991
experiment_design,17,learned_design_loop,ellipse,0.12,11,0.9974066390041494,0.9647369403107219,0.7368421052631579,0.01709943637251854,1.2123955488204956
experiment_design,17,learned_design_loop,ellipse,0.12,12,0.9984175468295735,0.9842156401638706,0.8068181818181818,0.012482578866183758,2.229079008102417
experiment_design,17,learned_design_loop,ellipse,0.12,13,0.9983022536214026,0.9558415445584947,0.5138888888888888,0.00888333935290575,1.451919436454773
experiment_design,17,learned_design_loop,ellipse,0.12,14,0.9981584285256752,0.9556508964449683,0.5277777777777778,0.010459263809025288,1.4189962148666382
experiment_design,17,learned_design_loop,ellipse,0.12,15,0.9963896297102632,0.9480847539761341,0.72,0.006131127011030912,1.5137144327163696
experiment_design,17,learned_design_loop,ellipse,0.12,16,0.9977472317678503,0.9673488290622558,0.7027027027027027,0.007184356916695833,1.1436176300048828
experiment_design,17,learned_design_loop,ellipse,0.12,17,0.9989091200770033,0.9856040482364613,0.8266666666666667,0.006788333412259817,1.560752272605896
experiment_design,17,learned_design_loop,ellipse,0.12,18,0.9901535451490793,0.9370462725444972,0.7058823529411765,0.004776602145284414,1.5432401895523071
experiment_design,17,learned_design_loop,ellipse,0.12,19,0.9984599589322382,0.9740471749160413,0.6712328767123288,0.04100600257515907,1.5575371980667114
experiment_design,17,learned_design_loop,ellipse,0.12,20,0.9987830770027446,0.9877739126080313,0.8780487804878049,0.006940648891031742,2.1702022552490234
experiment_design,17,learned_design_loop,ellipse,0.12,21,0.9989625989625989,0.9905981727942859,0.7272727272727273,0.016022227704524994,2.754229784011841
experiment_design,17,learned_design_loop,ellipse,0.12,22,0.9990774808791821,0.9921063858752306,0.7128712871287128,0.008174500428140163,2.703112840652466
experiment_design,17,learned_design_loop,ellipse,0.12,23,0.999405381299242,0.9918619125473267,0.8243243243243243,0.008847953751683235,1.8632569313049316
experiment_design,17,learned_design_exact,ellipse,0.12,0,0.9971785718666815,0.9759232239685792,0.8068181818181818,0.019545845687389374,5.562104433920467e-06
experiment_design,17,learned_design_exact,ellipse,0.12,1,0.9941348205752589,0.934630315966035,0.6813186813186813,0.09756780415773392,5.477003469422925e-06
experiment_design,17,learned_design_exact,ellipse,0.12,2,0.9960157865062959,0.9611019867188245,0.7444444444444445,0.018299084156751633,5.161704393685795e-06
experiment_design,17,learned_design_exact,ellipse,0.12,3,0.9961490190189116,0.9727014021031707,0.7128712871287128,0.02181774377822876,4.626223471859703e-06
experiment_design,17,learned_design_exact,ellipse,0.12,4,0.9988476441525143,0.986587638595185,0.8589743589743589,0.01585002988576889,5.725778009946225e-06
experiment_design,17,learned_design_exact,ellipse,0.12,5,0.996282315259666,0.970497570508438,0.7659574468085106,0.014407605864107609,4.681570771936094e-06
experiment_design,17,learned_design_exact,ellipse,0.12,6,0.9996636394214599,0.9907212690001315,0.4583333333333333,0.024457445368170738,7.022156296443427e-06
experiment_design,17,learned_design_exact,ellipse,0.12,7,0.9990607923497268,0.9813839498812634,0.6666666666666666,0.04470957815647125,6.6577140387380496e-06
experiment_design,17,learned_design_exact,ellipse,0.12,8,0.9977857911052065,0.9743094955580037,0.7922077922077922,0.03581728786230087,6.2334352151083294e-06
experiment_design,17,learned_design_exact,ellipse,0.12,9,0.9990330738334904,0.9899722309497259,0.8372093023255814,0.0051801372319459915,4.37669859820744e-06
experiment_design,17,learned_design_exact,ellipse,0.12,10,0.9988546140830404,0.9769914443346006,0.5416666666666666,0.018065297976136208,6.793865850340808e-06
experiment_design,17,learned_design_exact,ellipse,0.12,11,0.9954702627939143,0.9385042533566748,0.7368421052631579,0.10299904644489288,6.456858500314411e-06
experiment_design,17,learned_design_exact,ellipse,0.12,12,0.9985524846968191,0.9857622001001677,0.8068181818181818,0.007961760275065899,5.87437307331129e-06
experiment_design,17,learned_design_exact,ellipse,0.12,13,0.999397573865659,0.9849490225149166,0.5138888888888888,0.03472888842225075,5.559500550589291e-06
experiment_design,17,learned_design_exact,ellipse,0.12,14,0.9989057328920679,0.9739496423052015,0.5277777777777778,0.010224956087768078,6.911011951160617e-06
experiment_design,17,learned_design_exact,ellipse,0.12,15,0.9992017271721185,0.9876156001219383,0.7671232876712328,0.024930519983172417,6.1269297475519124e-06
experiment_design,17,learned_design_exact,ellipse,0.12,16,0.999217258495609,0.9860127088576616,0.75,0.008565631695091724,6.1723817452730145e-06
experiment_design,17,learned_design_exact,ellipse,0.12,17,0.9980428330793295,0.9757833465756688,0.7792207792207793,0.06999984383583069,6.211871550476644e-06
experiment_design,17,learned_design_exact,ellipse,0.12,18,0.9897601122878652,0.9279552034478744,0.6261682242990654,0.010239854454994202,6.308343017735751e-06
experiment_design,17,learned_design_exact,ellipse,0.12,19,0.9985626283367557,0.9749252542742306,0.6944444444444444,0.030421415343880653,6.3011289057612885e-06
experiment_design,17,learned_design_exact,ellipse,0.12,20,0.997488478069494,0.9737730075730271,0.7906976744186046,0.00921726319938898,5.412722202891018e-06
experiment_design,17,learned_design_exact,ellipse,0.12,21,0.9934807534807535,0.9546860084027491,0.71,0.0342978909611702,4.445850208867341e-06
experiment_design,17,learned_design_exact,ellipse,0.12,22,0.9994851056069854,0.9954589441240763,0.7128712871287128,0.0181022509932518,4.9651471272227354e-06
experiment_design,17,learned_design_exact,ellipse,0.12,23,0.996415770609319,0.956714789088085,0.7532467532467533,0.011113359592854977,6.974359621381154e-06
experiment_design,17,uniform_design_loop,ellipse,0.12,0,0.8762374415780371,0.2803392929179293,0.15217391304347827,0.477954626083374,1.3599379062652588
experiment_design,17,uniform_design_loop,ellipse,0.12,1,0.8770014270191011,0.2745271111768578,0.15037593984962405,0.44930535554885864,0.7453675866127014
experiment_design,17,uniform_design_loop,ellipse,0.12,2,0.8659650441646307,0.2647683959797542,0.13768115942028986,0.3894153833389282,1.1976649761199951
experiment_design,17,uniform_design_loop,ellipse,0.12,3,0.8369715628117526,0.25871810150853813,0.11612903225806452,0.4547179937362671,1.8398431539535522
experiment_design,17,uniform_design_loop,ellipse,0.12,4,0.8853838065194533,0.25928350511680937,0.1328125,0.2415870577096939,0.8414474725723267
experiment_design,17,uniform_design_loop,ellipse,0.12,5,0.8474490963166323,0.2571284283339893,0.10666666666666667,0.4289781153202057,1.5933226346969604
experiment_design,17,uniform_design_loop,ellipse,0.12,6,0.9400972387854325,0.22998076124234304,0.1797752808988764,0.23851945996284485,1.742165446281433
experiment_design,17,uniform_design_loop,ellipse,0.12,7,0.9182462431693988,0.24319560608149285,0.14285714285714285,0.3719884753227234,2.2828972339630127
