seed,step,loss,relative_residual,gradient_norm,alpha_scale,beta_scale,elapsed_seconds
17.0,0.0,0.8465177416801453,1.5426056385040283,0.09527410566806793,0.6998394131660461,0.70096755027771,0.30390027299290523
17.0,50.0,0.46124356985092163,1.2308096885681152,1.172107458114624,0.5745182037353516,1.167283058166504,0.8932252289960161
17.0,100.0,0.30499550700187683,3.6362318992614746,0.22177071869373322,0.7914003729820251,1.3747787475585938,1.4820178159861825
17.0,150.0,0.24113965034484863,3.41837739944458,0.07254840433597565,0.888817548751831,1.1787073612213135,2.0702684479765594
17.0,200.0,0.22018249332904816,2.5270116329193115,0.14616525173187256,0.8547227382659912,1.1746397018432617,2.655645110993646
17.0,250.0,0.2192564457654953,3.0361828804016113,0.5227340459823608,0.8826572299003601,1.1315572261810303,3.243825907004066
17.0,300.0,0.19901683926582336,2.869192361831665,1.0565943717956543,0.8789289593696594,1.0928781032562256,3.827549976995215
17.0,350.0,0.20045112073421478,2.8171310424804688,2.389470338821411,0.9137463569641113,1.057724118232727,4.403548080008477
17.0,400.0,0.2005300223827362,2.767719268798828,0.387898325920105,0.904236376285553,1.1044883728027344,4.98269957100274
17.0,450.0,0.19197171926498413,2.7621662616729736,2.1700382232666016,0.925264835357666,1.0621223449707031,5.583058859978337
17.0,500.0,0.17349481582641602,2.036130428314209,9.342612266540527,0.8800241947174072,1.091148853302002,6.17083904199535
17.0,550.0,0.16590364277362823,2.003005266189575,0.43604785203933716,0.8930420875549316,1.0805981159210205,6.757096168003045
17.0,600.0,0.2030634880065918,3.691610336303711,2.9696836471557617,0.9006638526916504,1.0847495794296265,7.344128365977667
17.0,650.0,0.21187251806259155,3.482520580291748,0.8613495826721191,0.9050725698471069,1.0633794069290161,7.93240261595929
17.0,700.0,0.191732257604599,3.396108865737915,0.5475625991821289,0.91798996925354,1.032563328742981,8.521420159959234
17.0,750.0,0.1881924569606781,2.869093894958496,0.29591336846351624,0.9062063694000244,1.0333367586135864,9.10125294700265
17.0,800.0,0.17020884156227112,2.4405486583709717,1.1669483184814453,0.8993048071861267,1.046391487121582,9.677553774963599
17.0,850.0,0.17784175276756287,2.8697171211242676,3.101348876953125,0.9157572984695435,1.0284650325775146,10.257536586956121
17.0,900.0,0.18358376622200012,3.0893661975860596,0.5854795575141907,0.9143747091293335,1.0329549312591553,10.857218652963638
17.0,950.0,0.18871206045150757,3.1490933895111084,1.5718152523040771,0.9169625043869019,1.0367357730865479,11.44600321300095
17.0,1000.0,0.19206039607524872,3.174318313598633,1.422969102859497,0.9016216993331909,1.0110851526260376,12.034328924957663
17.0,1050.0,0.1694442629814148,2.5056748390197754,0.7984856963157654,0.9042370319366455,1.0354220867156982,12.623131028958596
17.0,1100.0,0.18809708952903748,3.004497766494751,1.6105681657791138,0.9068410396575928,1.0079841613769531,13.200180176005233
17.0,1150.0,0.17558304965496063,2.5680594444274902,1.0330969095230103,0.9008529186248779,1.0330827236175537,13.788972704962362
17.0,1200.0,0.1717560589313507,2.6370553970336914,0.8488904237747192,0.9156834483146667,0.9985424280166626,14.372236239956692
17.0,1250.0,0.20401863753795624,3.435148239135742,2.349881649017334,0.9114829301834106,0.9912387132644653,14.948916420980822
17.0,1300.0,0.19010308384895325,3.6235291957855225,0.9207578897476196,0.9233393669128418,1.0267658233642578,15.530145282973535
17.0,1350.0,0.17818570137023926,2.9581198692321777,1.1545393466949463,0.9268378615379333,0.9787932634353638,16.13411897898186
17.0,1400.0,0.19816739857196808,3.295944929122925,1.852661371231079,0.929915189743042,0.9505407810211182,16.722271603997797
17.0,1450.0,0.1982646882534027,3.5390465259552,0.28742435574531555,0.9236087799072266,0.977116048336029,17.309237137960736
17.0,1500.0,0.1675313115119934,2.668015480041504,0.6222671866416931,0.936697244644165,0.9548190832138062,17.897103782976046
29.0,0.0,0.7642293572425842,1.5393264293670654,0.15323254466056824,0.6991585493087769,0.7012271881103516,0.02437500696396455
29.0,50.0,0.4492674469947815,1.3297433853149414,0.9535208344459534,0.5521241426467896,1.216396450996399,0.602849016955588
29.0,100.0,0.3409084677696228,5.043274879455566,0.6003783941268921,0.8670307993888855,1.4198246002197266,1.1793011049740016
29.0,150.0,0.24134090542793274,3.0536696910858154,0.4992750883102417,0.8539929389953613,1.1955713033676147,1.7705846259486862
29.0,200.0,0.20625491440296173,2.705695152282715,0.1302839070558548,0.891748309135437,1.1469495296478271,2.3611145649920218
29.0,250.0,0.21045616269111633,2.6279149055480957,0.8078950643539429,0.8946618437767029,1.13097083568573,2.949201468960382
29.0,300.0,0.17996683716773987,2.337472677230835,1.8240277767181396,0.9175554513931274,1.0965795516967773,3.539224046980962
29.0,350.0,0.20119242370128632,2.67781925201416,0.7552832365036011,0.865258514881134,1.12949538230896,4.143340530979913
29.0,400.0,0.21431052684783936,3.3082168102264404,1.6326308250427246,0.8883557319641113,1.1065256595611572,4.756387586996425
