seed,step,loss,ranking_loss,repulsion,relative_residual,gradient_norm,minimum_gap_degrees,elapsed_seconds
17.0,0.0,0.46635299921035767,0.46230828762054443,4.044704914093018,1.723017692565918,0.9078129529953003,7.16239595413208,0.22324467601720244
17.0,50.0,0.18953725695610046,0.18625985085964203,3.2774012088775635,2.258060932159424,0.0427960641682148,31.250347137451172,1.341007711016573
17.0,100.0,0.17410984635353088,0.17013652622699738,3.9733242988586426,2.401775598526001,0.06177397072315216,29.58399200439453,2.447748392005451
17.0,150.0,0.16369587182998657,0.1588832288980484,4.8126444816589355,2.1198341846466064,0.02031560428440571,32.2409553527832,3.5473796569858678
17.0,200.0,0.16250751912593842,0.15733730792999268,5.170215606689453,2.0080907344818115,0.07528615742921829,29.97340965270996,4.625456492998637
17.0,250.0,0.1607372909784317,0.15579067170619965,4.9466118812561035,1.8058878183364868,0.12178334593772888,32.02661895751953,5.7304319179966114
17.0,300.0,0.17096322774887085,0.16581419110298157,5.1490373611450195,2.092271566390991,0.030720895156264305,28.615951538085938,6.776681493036449
17.0,350.0,0.16391117870807648,0.15881341695785522,5.097761154174805,1.8307561874389648,0.04344664886593819,30.071273803710938,7.83658770803595
17.0,400.0,0.1715184450149536,0.16646349430084229,5.05494499206543,2.0230796337127686,0.018539657816290855,29.87297821044922,8.854735901986714
17.0,450.0,0.1709831953048706,0.16582728922367096,5.155903339385986,2.141535520553589,0.031211597844958305,31.3931941986084,9.852993983018678
17.0,500.0,0.16853025555610657,0.1635100245475769,5.020236015319824,1.8314281702041626,0.03696059808135033,30.129684448242188,10.874479977996089
17.0,550.0,0.16681745648384094,0.16183783113956451,4.979632377624512,1.9642184972763062,0.028340985998511314,30.72108268737793,11.927815609029494
17.0,600.0,0.15721899271011353,0.15218400955200195,5.034977912902832,1.8574856519699097,0.011019552126526833,29.98170280456543,12.953280286979862
17.0,650.0,0.16301560401916504,0.15786796808242798,5.147632122039795,1.9116629362106323,0.016126306727528572,28.908931732177734,14.014280789007898
17.0,700.0,0.17007093131542206,0.16497406363487244,5.096867084503174,1.830550193786621,0.025131093338131905,29.337129592895508,15.071123690984678
17.0,750.0,0.16904664039611816,0.16383108496665955,5.215561389923096,1.8729307651519775,0.026109939441084862,29.217008590698242,16.09476862300653
17.0,800.0,0.16221217811107635,0.15709608793258667,5.116085052490234,1.8056553602218628,0.04360591992735863,30.116987228393555,17.133592155994847
17.0,850.0,0.1625499725341797,0.15756724774837494,4.982724666595459,1.8431488275527954,0.025122331455349922,28.55216407775879,18.176750057027675
17.0,900.0,0.15983988344669342,0.15480320155620575,5.036686897277832,1.6878169775009155,0.05777993053197861,30.823400497436523,19.21634875901509
29.0,0.0,0.33547669649124146,0.33098122477531433,4.495481491088867,1.5365186929702759,0.40451687574386597,13.496731758117676,0.027961935033090413
29.0,50.0,0.18989720940589905,0.18628455698490143,3.6126527786254883,1.873582124710083,0.1133974939584732,33.870906829833984,1.042847998032812
29.0,100.0,0.17279915511608124,0.16786544024944305,4.933712959289551,1.6575034856796265,0.08150693774223328,30.733890533447266,2.0951364199863747
29.0,150.0,0.17888988554477692,0.17383195459842682,5.057923793792725,1.6550871133804321,0.05269424617290497,30.66372299194336,3.238100888032932
29.0,200.0,0.1699063628911972,0.1644662618637085,5.440099239349365,1.614108681678772,0.03719872608780861,28.96807289123535,4.457794350979384
29.0,250.0,0.17878693342208862,0.173796609044075,4.990328311920166,1.7609131336212158,0.040888991206884384,30.767406463623047,5.56833918299526
29.0,300.0,0.17570124566555023,0.17070941627025604,4.991825580596924,1.6959422826766968,0.026409102603793144,30.752748489379883,6.676696802023798
29.0,350.0,0.17474396526813507,0.16963590681552887,5.108065128326416,1.7950648069381714,0.023453662171959877,28.980436325073242,7.784724374010693
29.0,400.0,0.1714908331632614,0.1666082739830017,4.882565021514893,1.7580604553222656,0.09884551912546158,30.22174072265625,8.873031880008057
29.0,450.0,0.17117485404014587,0.166170135140419,5.004724502563477,1.7015608549118042,0.035192959010601044,31.663225173950195,9.969612079032231
29.0,500.0,0.1797664314508438,0.17450647056102753,5.2599592208862305,1.5866252183914185,0.030237996950745583,29.931459426879883,11.057685388019308
29.0,550.0,0.1614241749048233,0.15639638900756836,5.027791500091553,1.486939549446106,0.03638775646686554,25.993471145629883,12.158983887988143
29.0,600.0,0.17316868901252747,0.16812658309936523,5.042111396789551,1.6539133787155151,0.031078306958079338,30.681442260742188,13.266394503007177
29.0,650.0,0.17970894277095795,0.17479833960533142,4.910608768463135,1.738271951675415,0.03973988816142082,30.044662475585938,14.373514859005809
29.0,700.0,0.17423522472381592,0.1691952496767044,5.0399675369262695,1.6732524633407593,0.04700201749801636,29.68954849243164,15.510933740006294
29.0,750.0,0.17235489189624786,0.16733767092227936,5.0172224044799805,1.723742127418518,0.026064114645123482,28.47873306274414,16.584157467994373
29.0,800.0,0.17135374248027802,0.16629239916801453,5.061338424682617,1.668972373008728,0.03268497809767723,29.4471435546875,17.62864318699576
29.0,850.0,0.17959262430667877,0.17470555007457733,4.887078285217285,1.9147682189941406,0.03812869265675545,31.513809204101562,18.71096720697824
29.0,900.0,0.17901289463043213,0.17402352392673492,4.9893670082092285,1.770565390586853,0.019174909219145775,30.337650299072266,19.798323470982723
43.0,0.0,0.4452885389328003,0.44144779443740845,3.840757369995117,1.0614467859268188,0.7194822430610657,5.892895698547363,0.029647089017089456
43.0,50.0,0.2932754456996918,0.29000502824783325,3.2704098224639893,1.3544472455978394,0.03803640604019165,30.752296447753906,1.1340741299791262
43.0,100.0,0.2745707929134369,0.2712239921092987,3.346813678741455,1.6205368041992188,0.09483321011066437,32.694435119628906,2.238551095011644
43.0,150.0,0.20137257874011993,0.19681985676288605,4.552722454071045,1.8736556768417358,0.03387307748198509,32.093406677246094,3.345402789011132
43.0,200.0,0.20025324821472168,0.19511714577674866,5.136108875274658,1.7594574689865112,0.05030061677098274,30.017791748046875,4.4528925259946845
43.0,250.0,0.19994637370109558,0.1946670413017273,5.279338836669922,1.6320875883102417,0.04520825296640396,28.122509002685547,5.619037328986451
43.0,300.0,0.20574477314949036,0.20040889084339142,5.335881233215332,2.0846669673919678,0.028844403102993965,28.30885124206543,6.746828485978767
43.0,350.0,0.2036876380443573,0.19847513735294342,5.212498664855957,1.99344003200531,0.05577254667878151,29.814485549926758,7.852431998006068
43.0,400.0,0.20209133625030518,0.19677814841270447,5.313185214996338,1.9607410430908203,0.03319232538342476,30.58155632019043,8.958845141984057
43.0,450.0,0.19934353232383728,0.1942385584115982,5.104976177215576,1.787400484085083,0.0572306364774704,30.005184173583984,10.06522261997452
43.0,500.0,0.20168747007846832,0.1965087354183197,5.178740501403809,1.7923744916915894,0.06285743415355682,28.462160110473633,11.217669159988873
43.0,550.0,0.19368493556976318,0.18861806392669678,5.066870212554932,1.6789743900299072,0.07532711327075958,28.61738395690918,12.326987603970338
43.0,600.0,0.19679203629493713,0.19157469272613525,5.217342376708984,1.5791020393371582,0.015979673713445663,29.413619995117188,13.428428512008395
43.0,650.0,0.19833730161190033,0.19304092228412628,5.296375751495361,1.6372349262237549,0.048297904431819916,28.876781463623047,14.50243346701609
