seed,depth,task,auc,average_precision,iou_top7,centroid_error,relative_residual
17,1,0,0.99778410889522,0.9629807035417057,0.7222222222222222,0.010273205116391182,3.2096290588378906
17,1,1,0.999570652240582,0.9953786129644552,0.8275862068965517,0.008446934632956982,2.710106611251831
17,1,2,0.9982201046030834,0.9567182977089443,0.5138888888888888,0.047246478497982025,3.748110294342041
17,1,3,0.9999066990110095,0.999039781224396,0.782608695652174,0.008839689195156097,2.656315803527832
17,1,4,0.997735142315817,0.9552304774811309,0.6527777777777778,0.0206721480935812,3.3528075218200684
17,1,5,0.9991025383430446,0.9893268914248579,0.8414634146341463,0.0068488530814647675,2.874211311340332
17,1,6,0.9982925227507271,0.9708542031873084,0.7638888888888888,0.011003831401467323,3.1587116718292236
17,1,7,0.9983736838575549,0.9755571663811478,0.8356164383561644,0.00781860388815403,2.9984326362609863
17,1,8,0.9989189189189189,0.985979868188118,0.8717948717948718,0.00795975886285305,2.85701322555542
17,1,9,0.9986652616789603,0.9835941531531387,0.8607594936708861,0.010756527073681355,2.869931221008301
17,1,10,0.9999280634685741,0.9993647867893624,0.6792452830188679,0.007715490180999041,2.514986038208008
17,1,11,0.9994850111129181,0.9939938238406175,0.875,0.009390667080879211,2.8105459213256836
17,1,12,0.9977479079249935,0.950703365175364,0.5972222222222222,0.02884487248957157,3.466438055038452
17,1,13,1.0,1.0,0.6605504587155964,0.019394859671592712,2.478320837020874
17,1,14,0.9984301412872841,0.9710161007292271,0.6805555555555556,0.00954928807914257,3.3669843673706055
17,1,15,0.998682708351629,0.9784493068971118,0.8194444444444444,0.0021433744113892317,3.1021244525909424
17,1,16,0.9999313658201785,0.9993277831243264,0.7659574468085106,0.008357822895050049,2.723879814147949
17,1,17,0.998046875,0.9717964768474906,0.8133333333333334,0.008008578792214394,2.9377622604370117
17,1,18,0.9996906971211039,0.996771881056864,0.8,0.014850955456495285,2.6526167392730713
17,1,19,0.9998331831982117,0.9984110389340866,0.7422680412371134,0.008245318196713924,2.621263027191162
17,1,20,0.9998847675505422,0.9986874791810019,0.8674698795180723,0.010535946115851402,2.7807369232177734
17,1,21,0.999651505137295,0.996266222644131,0.8089887640449438,0.011295650154352188,2.666808605194092
17,1,22,0.9980831895725513,0.9530848583397531,0.5138888888888888,0.04565369337797165,3.8105502128601074
17,1,23,0.9984253229422441,0.9638264135176935,0.5277777777777778,0.036189086735248566,3.7700634002685547
17,1,24,0.9993871297242084,0.9935049466396221,0.8089887640449438,0.01096633356064558,2.6457266807556152
17,1,25,0.9982161438977256,0.9728412475059679,0.8243243243243243,0.007917826063930988,3.1245079040527344
17,1,26,0.9999686454849498,0.99972261603843,0.6923076923076923,0.013192705810070038,2.5897185802459717
17,1,27,0.9984941671655871,0.9750736751323698,0.7671232876712328,0.011545871384441853,3.1134164333343506
17,1,28,0.9996157088312589,0.9956960546081847,0.8160919540229885,0.005719893146306276,2.7788829803466797
17,1,29,0.9976780185758514,0.9448579812598303,0.5277777777777778,0.016136137768626213,3.74910569190979
17,1,30,0.9986933614330874,0.9848835562123717,0.8375,0.019369173794984818,2.8359336853027344
17,1,31,0.9979105539254913,0.9606181335139992,0.6388888888888888,0.027533618733286858,3.3838515281677246
17,1,32,0.9986699715857567,0.9764737011078488,0.7083333333333334,0.008883042261004448,3.2490618228912354
17,1,33,0.9995339443840299,0.9951060781434234,0.8780487804878049,0.011469719931483269,2.7975971698760986
17,1,34,0.9978912601626015,0.9504919209311492,0.5555555555555556,0.021755386143922806,3.5974438190460205
17,1,35,0.9982651862923028,0.9586790916837185,0.5277777777777778,0.005131527781486511,3.7265326976776123
17,1,36,0.9980610952833175,0.9638276881697221,0.7222222222222222,0.003354224842041731,3.254484176635742
17,1,37,0.9993929681429682,0.9936680492117191,0.8181818181818182,0.014575405046343803,2.690455913543701
17,1,38,0.9974634331365717,0.9490151255871696,0.5972222222222222,0.020948216319084167,3.559792995452881
17,1,39,0.9994985634520518,0.993840564443751,0.8987341772151899,0.0067449347116053104,2.7690675258636475
17,1,40,0.9998963676874449,0.9991302275705947,0.6857142857142857,0.017230121418833733,2.6161231994628906
17,1,41,0.999917094149956,0.9992750496019651,0.6857142857142857,0.015967942774295807,2.536649227142334
17,1,42,0.998689195223485,0.9842973872386929,0.8354430379746836,0.006059232167899609,2.8643698692321777
17,1,43,0.9986364000962541,0.9811891034775729,0.8266666666666667,0.0034423067700117826,2.987593412399292
17,1,44,0.9990043382405235,0.9793462096039549,0.5972222222222222,0.04782538861036301,3.594916343688965
17,1,45,0.997564935064935,0.9534726959745279,0.6111111111111112,0.021628228947520256,3.5431904792785645
