step,loss,task,train_context,eval_context,depth,d_model,heads,shared,normalize_attention,share_qk,rich_mse,rich_mean_mse,rich_var_mse,rich_kappa,rich_resid_last,trainctx_mse,trainctx_mean_mse,trainctx_var_mse,trainctx_nll,trainctx_exact_nll,trainctx_coverage,trainctx_width,trainctx_exact_coverage,trainctx_exact_width,evalctx_mse,evalctx_mean_mse,evalctx_var_mse,evalctx_nll,evalctx_exact_nll,evalctx_coverage,evalctx_width,evalctx_exact_coverage,evalctx_exact_width
1,1.9419550895690918,weak_inverse,256,128,2,128,4,1,0,0,0.04667544364929199,0.024429086595773697,0.0,3.7504210472106934,505.6937561035156,1.9638154208660126,1.9511673152446747,0.7250612787902355,1.9750116243958473,-0.5008269380778074,0.794921875,3.6595425754785538,0.94970703125,0.5721078589558601,2.0103062093257904,1.977723903954029,0.7262294143438339,1.9985426887869835,-0.4772810097783804,0.80419921875,3.6636257767677307,0.9482421875,0.5925630256533623
200,1.407149314880371,weak_inverse,256,128,2,128,4,1,0,0,0.05100487917661667,0.028826847672462463,0.0,3.7658963203430176,492.5061340332031,1.0046131014823914,0.9888763315975666,0.869930062443018,1.401859611272812,-0.5277293920516968,0.9453125,3.7613252252340317,0.9560546875,0.5725622326135635,1.01900440081954,0.996235977858305,0.838642917573452,1.4095467999577522,-0.4624735750257969,0.94189453125,3.7221982777118683,0.9453125,0.5923226028680801
400,0.8759583234786987,weak_inverse,256,128,2,128,4,1,0,0,0.05272871255874634,0.03053447976708412,0.0,3.7215662002563477,498.289306640625,0.41843525879085064,0.3956612627953291,0.1930610565468669,0.9624863713979721,-0.5187499411404133,0.95068359375,2.5973495841026306,0.95654296875,0.5725236870348454,0.4592112172394991,0.4335626531392336,0.19224772416055202,1.0100034475326538,-0.4705959800630808,0.94091796875,2.5858383178710938,0.9541015625,0.592327393591404
600,0.4771893322467804,weak_inverse,256,128,2,128,4,1,0,0,0.04839860647916794,0.027161438018083572,0.0,3.690598487854004,499.30584716796875,0.14659724291414022,0.12458737846463919,0.012767302920110524,0.43662705086171627,-0.4691867996007204,0.93603515625,1.391130693256855,0.94287109375,0.5726068504154682,0.2158811390399933,0.18868449330329895,0.012367175542749465,0.7071581743657589,-0.43587432242929935,0.8828125,1.3911321461200714,0.94140625,0.5927964337170124
800,0.3376831114292145,weak_inverse,256,128,2,128,4,1,0,0,0.03288672864437103,0.018599050119519234,0.0,3.698870897293091,527.4093017578125,0.13136253133416176,0.10658750124275684,0.01356844260590151,0.37161692697554827,-0.4628221858292818,0.94775390625,1.3769539147615433,0.9375,0.5723408572375774,0.1891673794016242,0.16956683993339539,0.01417715469142422,0.6071780994534492,-0.48814878799021244,0.88671875,1.3840057998895645,0.96435546875,0.592791959643364
1000,0.5011464953422546,weak_inverse,256,128,2,128,4,1,0,0,0.041996635496616364,0.02839086391031742,0.0,3.6494975090026855,462.8502502441406,0.1268548029474914,0.10304177179932594,0.007659271766897291,0.38109178375452757,-0.5085667949169874,0.916015625,1.2347269281744957,0.951171875,0.5725758410990238,0.18432958144694567,0.1612383583560586,0.007743412599666044,0.6710605286061764,-0.4728459622710943,0.8603515625,1.2419805154204369,0.94677734375,0.5927222222089767
1200,0.3586195409297943,weak_inverse,256,128,2,128,4,1,0,0,0.0446758046746254,0.02595345303416252,0.0,3.7403407096862793,485.2734375,0.11297211656346917,0.09141305624507368,0.008118642726913095,0.30548463482409716,-0.5149043127894402,0.94091796875,1.2598785981535912,0.953125,0.57272008061409,0.17411737237125635,0.14937119418755174,0.008185137558029965,0.600284717977047,-0.48200381733477116,0.88525390625,1.262496754527092,0.9580078125,0.5924360603094101
1400,0.3481215536594391,weak_inverse,256,128,2,128,4,1,0,0,0.05185415595769882,0.029163546860218048,0.0,3.7948403358459473,495.7026672363281,0.11568967392668128,0.08895191131159663,0.01770488207694143,0.3237230032682419,-0.4806818123906851,0.9677734375,1.4707095995545387,0.94140625,0.5726438909769058,0.1652301512658596,0.14435188798233867,0.0172138282796368,0.5001838766038418,-0.4677882343530655,0.93212890625,1.4659100100398064,0.951171875,0.5923988558351994
1600,0.35306093096733093,weak_inverse,256,128,2,128,4,1,0,0,0.05433021858334541,0.03366285562515259,0.0,3.656080484390259,518.3524780273438,0.11629790207371116,0.09557254333049059,0.01268062274903059,0.3232635045424104,-0.5056409053504467,0.955078125,1.3692593798041344,0.953125,0.5726506747305393,0.17696996312588453,0.15294614946469665,0.013267625588923693,0.5759590230882168,-0.4726607967168093,0.8994140625,1.378525622189045,0.94970703125,0.593056570738554
1800,0.3723013997077942,weak_inverse,256,128,2,128,4,1,0,0,0.04625651240348816,0.023980818688869476,0.0,3.711824417114258,485.63916015625,0.11240904405713081,0.09611779684200883,0.016758548619691283,0.3127957107499242,-0.5419979244470596,0.9697265625,1.464833214879036,0.96240234375,0.5725126937031746,0.1701868763193488,0.14622547896578908,0.017174035194329917,0.521242294460535,-0.4725645035505295,0.92333984375,1.4681953862309456,0.94970703125,0.5931907817721367
2000,0.37975701689720154,weak_inverse,256,128,2,128,4,1,0,0,0.04599457606673241,0.024916665628552437,0.0,3.693019390106201,506.3685607910156,0.10366191761568189,0.08185886777937412,0.011899212608113885,0.2677190536633134,-0.4780623447149992,0.962890625,1.3577323332428932,0.943359375,0.5725306384265423,0.15153792779892683,0.1351136788725853,0.011905931460205466,0.45507099106907845,-0.48900859244167805,0.92236328125,1.359086699783802,0.9580078125,0.5928984805941582
2200,0.35454902052879333,weak_inverse,256,128,2,128,4,1,0,0,0.05432629585266113,0.026230141520500183,0.0,3.760559320449829,480.3451843261719,0.11437629582360387,0.0921136480756104,0.009357485396321863,0.3042621919885278,-0.5094801299273968,0.94775390625,1.2940023466944695,0.94970703125,0.5726536698639393,0.16145279351621866,0.14183800853788853,0.008489645319059491,0.528801579028368,-0.4931968618184328,0.890625,1.2779005989432335,0.951171875,0.5926157161593437
2400,0.331265926361084,weak_inverse,256,128,2,128,4,1,0,0,0.050989530980587006,0.020064283162355423,0.0,3.724303722381592,469.33258056640625,0.09990161284804344,0.07882665214128792,0.00935121567454189,0.24781932681798935,-0.5091135166585445,0.96875,1.2879445031285286,0.953125,0.5725390017032623,0.15258677303791046,0.12776199774816632,0.008663187472848222,0.48290728591382504,-0.4848020654171705,0.90673828125,1.277484267950058,0.94970703125,0.592545110732317
2600,0.15825682878494263,weak_inverse,256,128,2,128,4,1,0,0,0.05469398945569992,0.023855090141296387,0.0,3.6502156257629395,481.968017578125,0.0996860470622778,0.07999910600483418,0.007981948554515839,0.24345459695905447,-0.5204935986548662,0.955078125,1.2438138201832771,0.94921875,0.5726733915507793,0.14845345122739673,0.1266050599515438,0.0074176364578306675,0.46988219767808914,-0.49159387685358524,0.90234375,1.2329350113868713,0.958984375,0.592305701225996
