tag,architecture,affine_depth,width,rank_ratio,rank,target_kind,powerlaw_alpha,optimizer,spectral_backend,spectral_cuda_driver,spectral_relative_floor,spectral_power,learning_rate,seed,step,loss,relative_parameter_displacement,max_relative_feature_displacement,feature_displacement_0,feature_displacement_1,feature_displacement_2,feature_displacement_3,coefficient_1,relative_error_1,coefficient_2,relative_error_2,coefficient_3,relative_error_3,coefficient_4,relative_error_4,coefficient_5,relative_error_5,coefficient_6,relative_error_6,coefficient_7,relative_error_7,coefficient_8,relative_error_8,coefficient_9,relative_error_9,coefficient_10,relative_error_10,coefficient_11,relative_error_11,coefficient_12,relative_error_12,coefficient_13,relative_error_13,coefficient_14,relative_error_14,coefficient_15,relative_error_15,coefficient_16,relative_error_16,coefficient_17,relative_error_17,coefficient_18,relative_error_18,coefficient_19,relative_error_19,coefficient_20,relative_error_20,coefficient_21,relative_error_21,coefficient_22,relative_error_22,coefficient_23,relative_error_23,coefficient_24,relative_error_24,lambda_1,velocity_per_lr_1,lambda_4,velocity_per_lr_4,lambda_8,velocity_per_lr_8,lambda_16,velocity_per_lr_16,lambda_24,velocity_per_lr_24
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,100,0.03771865367889404,0.08541396260261536,6.8218302726745605,1.3241087198257446,2.767241954803467,4.927394390106201,6.8218302726745605,1.0865801572799683,0.08658015727996826,0.4602118730545044,0.0945744676902914,0.21931636333465576,0.13409030080003806,0.07669723033905029,0.5661349466322475,0.021584272384643555,0.8386199229803821,0.00024649128317832947,0.9976853217614507,-0.005814701318740845,1.0662063981483594,-8.421577513217926e-05,1.0011330678946635,0.0013161562383174896,0.9794831547208184,0.0028460193425416946,0.9493898240258559,0.004892852157354355,0.9019826515782297,0.005371026694774628,0.8800407150274154,0.0027926862239837646,0.9310631661575632,0.0007973164319992065,0.9784081050194849,-0.0002431124448776245,1.0071766417071288,2.624373883008957e-05,0.9991602003574371,2.012215554714203e-05,0.9993053986012109,0.00020193401724100113,0.9925131330288967,0.0002725459635257721,0.989188604482775,0.00010089296847581863,0.9957327469780182,0.00016405805945396423,0.9926248358883426,0.0001466851681470871,0.9930110078279092,-0.00013724714517593384,1.0069129452075312,-0.0004422403872013092,1.023492133152494,,,,,,,,,,
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,110,0.027376944199204445,0.0878395065665245,6.910184383392334,1.3672621250152588,2.86989164352417,5.085262775421143,6.910184383392334,1.0778443813323975,0.07784438133239746,0.46052443981170654,0.09531788091344764,0.23768390715122223,0.06157115950378995,0.10088907182216644,0.42928522533543584,0.039544478058815,0.7043360646536084,0.010279141366481781,0.9034736461055555,-0.0026331618428230286,1.0299812753568502,6.569270044565201e-05,0.9991161478989906,0.0006858669221401215,0.9893083927926019,0.0018256604671478271,0.9675346558154898,0.004140276461839676,0.9170588222428476,0.005839294753968716,0.8695821742774555,0.00440477579832077,0.8912690961432584,0.002488270401954651,0.9326158711323507,0.000995974987745285,0.9705989726691785,0.0007152347825467587,0.9771124869585037,0.0004219040274620056,0.9854361960902606,0.00032899901270866394,0.9878020955784067,0.0006294287741184235,0.9750317218465323,0.0005482053384184837,0.9768137371476634,0.0006211735308170319,0.9720753936329545,0.0008949525654315948,0.9573589030629052,0.0008192583918571472,0.9587351098162462,0.00048554083332419395,0.9742077154472266,,,,,,,,,,
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,120,0.02607100084424019,0.08979018777608871,6.8798112869262695,1.3984941244125366,2.923452377319336,5.1373209953308105,6.8798112869262695,1.0711615085601807,0.07116150856018066,0.4553552567958832,0.08302342247111091,0.24188777804374695,0.04497334379741239,0.11057059466838837,0.3745182616812278,0.04765200614929199,0.6437181534095506,0.015074029564857483,0.8584472126108362,-0.0011739209294319153,1.013366305883703,-0.00042079947888851166,1.0056615803734077,-0.0001665763556957245,1.002596668402642,0.0009853094816207886,0.9824784443631763,0.0035590194165706635,0.9287030069630228,0.005588133819401264,0.8751917323444578,0.004735920578241348,0.8830948614314865,0.0032551363110542297,0.9118485979282888,0.0016436632722616196,0.9514793148572619,0.0011008218862116337,0.9647736996412277,0.000628933310508728,0.9782897037943606,0.00023688748478889465,0.9912172049565227,0.0003893040120601654,0.9845570281196735,0.0003587491810321808,0.9848267570077495,0.0003882087767124176,0.9825482305022433,0.0006610369309782982,0.9685040962598371,0.0007573626935482025,0.9618527088777286,0.0006253947503864765,0.9667785729794459,,,,,,,,,,
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,130,0.026759259402751923,0.0918317586183548,6.947670936584473,1.4263190031051636,2.9844014644622803,5.221953868865967,6.947670936584473,1.0824517011642456,0.0824517011642456,0.4600433111190796,0.0941735575844398,0.2514708638191223,0.007137193338813773,0.12311030924320221,0.30358292400127057,0.0577346533536911,0.5683327823666419,0.021378040313720703,0.7992493525168638,0.0018982142210006714,0.9783868646732722,0.0002820231020450592,0.9962055645515452,-0.0005671977996826172,1.008841738662924,0.00012046471238136292,0.9978578008233596,0.0028671100735664368,0.942563862956308,0.005308855324983597,0.881429282519205,0.004908844828605652,0.8788262650484361,0.0037323124706745148,0.8989263287861711,0.002160206437110901,0.9362310406594697,0.0015289508737623692,0.9510735720396042,0.0008319821208715439,0.9712806143670353,0.00017246417701244354,0.9936057511843982,0.00028857961297035217,0.9885525791918941,0.000276859849691391,0.988290254037434,0.00026676058769226074,0.9880078850176534,0.0004854006692767143,0.9768724982848924,0.000744502991437912,0.9625004339430453,0.0009206677787005901,0.9510934535325472,,,,,,,,,,
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,140,0.021488726139068604,0.09364144504070282,6.951231002807617,1.4570176601409912,3.050178050994873,5.307295322418213,6.951231002807617,1.0690380334854126,0.0690380334854126,0.4548487663269043,0.08181877833232941,0.2553318440914154,0.008106814063847754,0.13335323333740234,0.24564019531176667,0.0685645192861557,0.48736064825214104,0.030067600309848785,0.7176499743714932,0.007097601890563965,0.9191864498438274,0.002228616736829281,0.9700154268004132,-0.00015694648027420044,1.0024465535011362,-0.0003776624798774719,1.0067158941191034,0.002036001533269882,0.9592132635003466,0.004685667343437672,0.895347884849461,0.00513671338558197,0.8732013807648792,0.004406338557600975,0.8806732238720382,0.002990253269672394,0.9117281867622558,0.0021060151048004627,0.9326075166463852,0.001354491338133812,0.9532439963546027,0.0006543882191181183,0.9757380276442109,0.0006479434669017792,0.9742972781440048,0.0005848221480846405,0.9752650346556687,0.00043043121695518494,0.9806501376744877,0.0004054829478263855,0.980680274740298,0.00039658136665821075,0.9800247556732655,0.0008955248631536961,0.9524290636146736,,,,,,,,,,
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,150,0.022841911762952805,0.09534028172492981,6.972429275512695,1.4787545204162598,3.0927741527557373,5.3615193367004395,6.972429275512695,1.0760700702667236,0.07607007026672363,0.457353800535202,0.08777678733999515,0.2604551315307617,0.02833469044327656,0.14110559225082397,0.20178623084878738,0.07563114166259766,0.4345253224623256,0.03520943969488144,0.6693654931631244,0.01009099930524826,0.8851035193218217,0.003194449469447136,0.9570207822789244,-0.0005102977156639099,1.007954754134646,-0.001245293766260147,1.0221448026399025,0.001245066523551941,0.9750578772211951,0.004258573055267334,0.9048868293262466,0.0050440095365047455,0.8754897545125301,0.004545383155345917,0.876907797459605,0.003203064203262329,0.9054460409736955,0.002283393871039152,0.9269313961267471,0.0015217997133731842,0.947468639375668,0.0006887614727020264,0.9744636114737072,0.0007371269166469574,0.9707595352388728,0.0007952786982059479,0.9663638063236244,0.00046714767813682556,0.9789995639220298,0.0001983214169740677,0.9905507363266622,-1.1583790183067322e-05,1.00058345918036,0.0005365079268813133,0.9715003061221383,,,,,,,,,,
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,160,0.020083237439393997,0.09691834449768066,6.98544454574585,1.5033735036849976,3.1478726863861084,5.433456897735596,6.98544454574585,1.0698164701461792,0.0698164701461792,0.45539671182632446,0.08312201970541777,0.26338255405426025,0.03989280456760125,0.1483033448457718,0.16106959349526204,0.0837341696023941,0.37394105769244507,0.042323656380176544,0.6025593881623917,0.015142153948545456,0.8275908910557347,0.005839738063514233,0.9214301631419234,0.000581156462430954,0.9909406673193033,-0.001229841262102127,1.0218700139401249,0.000573914498090744,0.9885029067884031,0.0037235915660858154,0.9168353822869346,0.004850432276725769,0.8802681658064496,0.004744190722703934,0.871523947405289,0.003649165853857994,0.8922771893630946,0.002776921261101961,0.9111385196447372,0.0019305292516946793,0.9333596087412813,0.001016128808259964,0.9623262028018353,0.0010704360902309418,0.9575377752886649,0.0011698249727487564,0.9505224276224129,0.0008015669882297516,0.9639658782728668,0.0002900026738643646,0.986182472003638,-8.89655202627182e-05,1.0044810678294789,0.00018902216106653214,0.9899590044123994,,,,,,,,,,
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,170,0.01879134774208069,0.09843900799751282,7.005011081695557,1.5253010988235474,3.1950435638427734,5.495090961456299,7.005011081695557,1.0683985948562622,0.06839859485626221,0.4550778865814209,0.08236372120605416,0.26612865924835205,0.05073503761593547,0.15448065102100372,0.12612547280748573,0.0908346027135849,0.3208529376976353,0.04851768910884857,0.5443942774897086,0.019823361188173294,0.7742904972207343,0.008424991741776466,0.8866472743327684,0.0014322511851787567,0.9776734136026268,-0.0012889634817838669,1.0229213721994832,-3.0685216188430786e-05,1.0006147096682694,0.0032470794394612312,0.9274780502979245,0.004622984677553177,0.8858826588409214,0.0048632267862558365,0.8683003663025366,0.003967041149735451,0.8828935598775354,0.0031245662830770016,0.900013878941536,0.0022019967436790466,0.9239887588233219,0.0011690184473991394,0.956657695805667,0.0012461654841899872,0.9505669144565476,0.0014402559027075768,0.9390845918590544,0.0011807642877101898,0.9469192161114733,0.0005400516092777252,0.9742685881780337,-8.33757221698761e-05,1.0041995175802008,-5.439296364784241e-05,1.0028893940525432,,,,,,,,,,
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,180,0.017998753115534782,0.09986159205436707,7.020392894744873,1.5448147058486938,3.2381272315979004,5.549112319946289,7.020392894744873,1.0677871704101562,0.06778717041015625,0.45500606298446655,0.08219289494100777,0.2680814564228058,0.058445114457532324,0.15923938155174255,0.09920602778248666,0.09674201905727386,0.2766846985491272,0.05381971597671509,0.49460555452551563,0.024062417447566986,0.7260244503339978,0.011108724400401115,0.8505394155785797,0.00265372171998024,0.9586325723666064,-0.000999869778752327,1.0177804784027544,-0.000417269766330719,1.0083590664007358,0.0026773903518915176,0.9402017806916002,0.004184078425168991,0.8967169613605414,0.004708893597126007,0.872479818622795,0.003965782001614571,0.8829307297349827,0.0032429909333586693,0.8962242901325226,0.0024705808609724045,0.9147174407914428,0.0014309249818325043,0.9469472992664594,0.001542598009109497,0.9388079831202872,0.0018203919753432274,0.9230067934829707,0.0015726014971733093,0.9293043318780333,0.0008521433919668198,0.9593985978869856,2.5996938347816467e-05,0.9986905708666534,-0.00018933601677417755,1.0100576678325788,,,,,,,,,,
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,190,0.01708843745291233,0.10119406878948212,7.041626930236816,1.5637444257736206,3.279137372970581,5.602855205535889,7.041626930236816,1.0668630599975586,0.0668630599975586,0.45514553785324097,0.08252462395362899,0.269907683134079,0.06565546300693136,0.16347485780715942,0.07524655592840768,0.10232260823249817,0.2349600624407872,0.05903123691678047,0.4456667281533634,0.028379138559103012,0.6768741086501242,0.014185668900609016,0.8091411499760284,0.004333823919296265,0.9324423710264943,-0.0004584547132253647,1.0081526057696397,-0.0006548501551151276,1.0131184580595782,0.002127476967871189,0.9524838303057105,0.0037352554500102997,0.9077960559603802,0.004543578252196312,0.8769566755181677,0.004070522263646126,0.8798388134273267,0.003433103673160076,0.8901406824588776,0.002601323649287224,0.9102042998691247,0.001534152776002884,0.9431200453285965,0.0016460269689559937,0.9347051471128484,0.0019495254382491112,0.9175451129699607,0.0018787495791912079,0.9155415679219917,0.0012054964900016785,0.9425626623432276,0.0003127139061689377,0.9842490414193475,-9.233132004737854e-05,1.0049047073208879,,,,,,,,,,
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,200,0.015964122489094734,0.1024591401219368,7.069451332092285,1.5813283920288086,3.319498062133789,5.657286167144775,7.069451332092285,1.0658996105194092,0.06589961051940918,0.4553868770599365,0.08309862855709192,0.2716037631034851,0.07235196332180535,0.16702048480510712,0.05518946077795236,0.10739058256149292,0.19706811626017356,0.06422671675682068,0.39687853585099203,0.032883115112781525,0.6255916697735753,0.017414573580026627,0.765698360054137,0.006358638405799866,0.9008786369277628,0.0004156772047281265,0.9926080978560944,-0.0006346665322780609,1.012714124323669,0.0018420964479446411,0.958857666270592,0.0034905970096588135,0.9138353947539095,0.004484051838517189,0.878568693057432,0.004151750355958939,0.8774409727270035,0.0035951538011431694,0.8849550783634186,0.002719927579164505,0.9061101830434379,0.001588672399520874,0.9410986862026268,0.001738525927066803,0.9310358841080685,0.0020572440698742867,0.9129891695452567,0.002170335501432419,0.9024334400047445,0.0016949530690908432,0.9192419119016947,0.0007466878741979599,0.9623903844787324,0.00010814331471920013,0.9942553479454623,,,,,,,,,,
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,210,0.015096603892743587,0.10363300144672394,7.077382564544678,1.5978672504425049,3.354020118713379,5.699865341186523,7.077382564544678,1.0625731945037842,0.06257319450378418,0.4538252353668213,0.07938439773201686,0.2720388174057007,0.07406965430591264,0.16942203044891357,0.041604267097435886,0.1113162487745285,0.16771691532445313,0.06854641437530518,0.3563143830513757,0.036883316934108734,0.5800452281011539,0.020523302257061005,0.7238724592459029,0.008420154452323914,0.8687427821289792,0.0014286823570728302,0.9745940358093151,-0.0005181357264518738,1.0103796902902664,0.0015097958967089653,0.9662794384544854,0.003096655011177063,0.9235597647385024,0.004231014288961887,0.8854211295266334,0.003981420770287514,0.8824690757066878,0.003578553907573223,0.8854862749576569,0.002811793237924576,0.902939050859019,0.0015953704714775085,0.9408503497688384,0.0017637237906455994,0.9300363313507455,0.0021649282425642014,0.9084346835560692,0.002451907843351364,0.8897754685654403,0.0021266937255859375,0.8986711063680918,0.0011658687144517899,0.9412768365283757,0.0003942856565117836,0.9790552572515794,,,,,,,,,,
