tag,architecture,affine_depth,width,rank_ratio,rank,target_kind,powerlaw_alpha,optimizer,spectral_backend,spectral_cuda_driver,spectral_relative_floor,spectral_power,learning_rate,seed,step,loss,relative_parameter_displacement,max_relative_feature_displacement,feature_displacement_0,feature_displacement_1,feature_displacement_2,feature_displacement_3,coefficient_1,relative_error_1,coefficient_2,relative_error_2,coefficient_3,relative_error_3,coefficient_4,relative_error_4,coefficient_5,relative_error_5,coefficient_6,relative_error_6,coefficient_7,relative_error_7,coefficient_8,relative_error_8,coefficient_9,relative_error_9,coefficient_10,relative_error_10,coefficient_11,relative_error_11,coefficient_12,relative_error_12,coefficient_13,relative_error_13,coefficient_14,relative_error_14,coefficient_15,relative_error_15,coefficient_16,relative_error_16,coefficient_17,relative_error_17,coefficient_18,relative_error_18,coefficient_19,relative_error_19,coefficient_20,relative_error_20,coefficient_21,relative_error_21,coefficient_22,relative_error_22,coefficient_23,relative_error_23,coefficient_24,relative_error_24,lambda_1,velocity_per_lr_1,lambda_4,velocity_per_lr_4,lambda_8,velocity_per_lr_8,lambda_16,velocity_per_lr_16,lambda_24,velocity_per_lr_24
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,0,0.3339979350566864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.102115698158741,0.07058447599411011,0.00900606531649828,0.0019087943946942687,0.002036355435848236,-0.0009970315732061863,0.0008216959540732205,-0.0011122770374640822,0.0002588126517366618,5.990386853227392e-07
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,10,0.17142361402511597,0.032125625759363174,3.1600396633148193,0.431718111038208,1.049890398979187,2.0120322704315186,3.1600396633148193,0.38878607749938965,0.6112139225006104,0.06147013232111931,0.8537985625671324,-0.015804313123226166,1.062398937382126,-0.005710070952773094,1.0323010391340974,0.0007727444171905518,0.994222387887793,-0.0015362915582954884,1.0144265573703102,0.0005579609423875809,0.9936470366613869,0.000298534519970417,0.9959834142772382,-0.0010327082127332687,1.016098327844629,-0.0002701450139284134,1.0048039331599357,-0.00019829161465168,1.0039723289519826,0.00015877000987529755,0.9964539485759286,3.293156623840332e-05,0.9991870916644873,-0.00016769603826105595,1.0045413277608015,-0.0005498919636011124,1.0162327255701828,0.0004241126589477062,0.9864283949136734,0.00025173369795084,0.9913103455388091,-1.2903474271297455e-06,1.0000478406742233,-7.967464625835419e-05,1.00316054621485,-0.0003032814711332321,1.0128272444924102,-4.861503839492798e-06,1.0002185469507872,0.00011538038961589336,0.994502561847087,4.4743530452251434e-05,0.9977463314518388,3.4436117857694626e-05,0.9981707282071466,,,,,,,,,,
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,20,0.07308108359575272,0.056650128215551376,5.737468719482422,0.8090706467628479,1.8367356061935425,3.5434060096740723,5.737468719482422,0.9366264343261719,0.06337356567382812,0.24561375379562378,0.4158287528874352,-0.06830065697431564,1.2696661591344378,-0.06103537231683731,1.3452682052598508,0.01563328504562378,0.8831139313027128,0.016879403963685036,0.8414938308136517,-0.003718562424182892,1.042339685376702,-0.0024952655658125877,1.0335721579103654,0.002455480396747589,0.9617228487625941,-0.0010034041479229927,1.017843329361991,-0.002347424626350403,1.0470254015644005,0.00016244687139987946,0.9963718276511041,0.0006041377782821655,0.9850869942775144,-0.0003352118656039238,1.0090777752820095,-0.00017356686294078827,1.0051236669031212,0.00017677806317806244,0.994343101978302,-0.0005944129079580307,1.020518678347289,-0.000439387746155262,1.0162906559733882,0.00014218315482139587,0.9943598565806109,0.00010230019688606262,0.9956732284627346,-2.3107975721359253e-05,1.0010388097591818,-4.0383078157901764e-05,1.0019241005801451,-7.006898522377014e-05,1.0035292760004466,-0.00012139324098825455,1.0064484978388253,,,,,,,,,,
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,30,0.05604453384876251,0.06148684397339821,5.6277947425842285,0.9067401885986328,1.9551225900650024,3.6663765907287598,5.6277947425842285,0.9014721512794495,0.09852784872055054,0.32229137420654297,0.23345760937914925,0.0038518160581588745,0.984792174949552,-0.07250002026557922,1.4101220477276255,-0.01667708158493042,1.1246902681117628,0.018645592033863068,0.8249084285287815,0.010426733642816544,0.8812808360907018,-0.0035193185321986675,1.047350117405789,-0.0033425502479076385,1.0521052017060517,0.0010492736473679543,0.9813409827738913,0.0005601607263088226,0.9887784328410012,-0.0016080737113952637,1.0359155490308507,-0.0012614503502845764,1.0311386193161374,-0.00012967176735401154,1.0035116035118268,-0.00026993826031684875,1.0079685356227437,-6.678793579339981e-05,1.0021372139453888,2.559274435043335e-06,0.9999116558065412,2.2425316274166107e-05,0.9991685632662415,-0.00017278268933296204,1.006853970496363,-0.00047524040564894676,1.0201002219263613,-5.7540833950042725e-05,1.0025867250588947,0.00019585900008678436,0.9906680611562073,6.145983934402466e-05,0.9969043545400942,-0.00026277825236320496,1.0139589731574787,,,,,,,,,,
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,40,0.13030970096588135,0.06917677074670792,7.1667704582214355,1.0007654428482056,2.2428343296051025,4.369620323181152,7.1667704582214355,1.2322595119476318,0.23225951194763184,0.43308576941490173,0.030057356789258017,0.022622138261795044,0.9106827751486998,-0.06205088645219803,1.3510128207118857,-0.009833604097366333,1.0735233395100436,0.011946607381105423,0.8878152940218531,0.0011367425322532654,0.9870570086824629,-0.0034386329352855682,1.0462645457384798,-0.0009331107139587402,1.0145457564909706,0.0006417948752641678,0.9885870938784923,0.0007614865899085999,0.9847453194984874,0.00023437663912773132,0.9947653110584251,-0.00042206794023513794,1.0104186525562129,-0.0008591208606958389,1.0232656027835794,-1.1280179023742676e-05,1.0003329891371313,0.0005070306360721588,0.9837750196456909,-0.0007023811340332031,1.0242456588231577,-0.001098024658858776,1.0407101520793083,-0.0003758184611797333,1.0149080249581637,7.285922765731812e-05,0.9969184298559471,0.00028334930539131165,0.9872621458821323,9.982287883758545e-05,0.9952438182564451,-0.00022928789258003235,1.0115489078925775,-0.00030179135501384735,1.016031377733553,,,,,,,,,,
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,50,0.03152189776301384,0.07196877896785736,6.644199371337891,1.0845731496810913,2.366030216217041,4.441601276397705,6.644199371337891,1.0426898002624512,0.04268980026245117,0.46274179220199585,0.10059166339144832,0.14451825618743896,0.42940983590350246,-0.0012875199317932129,1.0072833125974705,-0.01327429711818695,1.099248520086246,0.003214281052350998,0.9698162697336623,0.009219378232955933,0.8950278281699299,0.005537997931241989,0.925489878270978,0.0016436129808425903,0.9743786092828081,0.0013081468641757965,0.976737493661292,0.0019564032554626465,0.960807836947222,0.0015907157212495804,0.964472133288521,0.00025312602519989014,0.9937516407713326,-0.0007434878498315811,1.0201341787633802,-0.0007032305002212524,1.0207592554143137,0.0004786788485944271,0.9846822768449783,0.0007133819162845612,0.975374602598554,0.0005924692377448082,0.9780337239457159,0.00047855451703071594,0.9810166252574699,0.00018961308524012566,0.9919803428997914,-7.901713252067566e-05,1.0035521834276975,-0.0002796463668346405,1.0133240892276247,-8.761882781982422e-05,1.004413236829736,0.00010353373363614082,0.9945002122674791,,,,,,,,,,
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,60,0.03245311975479126,0.07443397492170334,6.505086898803711,1.1390796899795532,2.418405532836914,4.460227966308594,6.505086898803711,1.0241984128952026,0.024198412895202637,0.44436684250831604,0.05688842156436612,0.1469222903251648,0.4199181753387676,0.0021558906883001328,0.9878044405984483,-0.01668626070022583,1.1247588980061112,-0.003718879073858261,1.0349221617619166,0.003373563289642334,0.9615884871656459,0.0034857308492064476,0.9531017827898082,0.000911962240934372,0.9857839155770557,0.000982474535703659,0.9825288576227064,0.001503676176071167,0.9698772113026245,0.001146211288869381,0.9743999249204913,-1.893565058708191e-05,1.0004674222929197,-0.0008845701813697815,1.0239547884534888,-0.0009392499923706055,1.0277265142558223,0.0007192525081336498,0.9769839197397232,0.0010918714106082916,0.9623094351234138,0.000371025875210762,0.9862439156686268,-0.00038436800241470337,1.0152471694847833,-0.0006002476438879967,1.0253873843838028,-0.00035090371966362,1.0157747356547053,-0.00025410670787096024,1.0121072213000097,-0.00026967376470565796,1.013583087334379,-0.00020319828763604164,1.010794041809962,,,,,,,,,,
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,70,0.05805472284555435,0.07754050195217133,6.71098518371582,1.1833103895187378,2.4946184158325195,4.5682148933410645,6.71098518371582,1.0979061126708984,0.09790611267089844,0.45522618293762207,0.08271643136990099,0.15037818253040314,0.4062735455701298,0.006467342376708984,0.9634151867933917,-0.013226822018623352,1.0988935609248922,-0.005300313234329224,1.0497726310756423,0.000586923211812973,0.9933172712210404,0.0033732224255800247,0.9546155096716211,0.0020639970898628235,0.9678254695631495,0.002320997416973114,0.9587261808264319,0.0018283277750015259,0.9633735427132903,0.0003009047359228134,0.9932794381749614,-0.0010323598980903625,1.0254835728228464,-0.0014802105724811554,1.0400851530802178,-0.0004315786063671112,1.0127401335950441,0.000872698612511158,0.9720736443996429,0.00046837516129016876,0.9838320481407662,-0.0004340317100286484,1.016092076603155,-0.0008180290460586548,1.0324497029679256,-0.0006377901881933212,1.0269752406839987,-0.000158015638589859,1.0071035295107558,0.00018573738634586334,0.9911503176794659,1.8615275621414185e-05,0.9990623748113014,-0.00016465038061141968,1.0087463487661328,,,,,,,,,,
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,80,0.03590189665555954,0.08074932545423508,6.864748001098633,1.2462562322616577,2.642857551574707,4.804791450500488,6.864748001098633,1.088383436203003,0.08838343620300293,0.46903741359710693,0.11556525890430723,0.19916458427906036,0.21365399898952633,0.04927553981542587,0.7212554531990772,0.005902960896492004,0.9558650730891708,-0.002608727663755417,1.0244972766409253,-0.0021721571683883667,1.0247322595689705,0.002604505978524685,0.9649580841464276,0.0027644746005535126,0.9569061058204688,0.0035873744636774063,0.9362064585514305,0.004687771201133728,0.9060909898018429,0.004070788621902466,0.9090809038739206,0.001719411462545395,0.9575567132167148,-0.00039768218994140625,1.0107695160117365,-0.0007945187389850616,1.0234540700792416,0.0004981351085007191,0.984059676527977,0.00113600492477417,0.9607859800143785,0.0011401111260056496,0.957729458120511,0.0006304197013378143,0.9749924135920308,0.00010871142148971558,0.99540206667636,4.531070590019226e-05,0.9979630754310931,7.45793804526329e-05,0.996446575255242,-5.075335502624512e-05,1.0025563749391293,-9.987596422433853e-05,1.0053054843433462,,,,,,,,,,
dt_fc_mup_gd_base_s30,fc,5,128,0.25,128,powerlaw,1.25,mup_gd,,,,,0.3,30,90,0.027932699769735336,0.08308359235525131,6.782465934753418,1.2915338277816772,2.7181313037872314,4.878610610961914,6.782465934753418,1.060697317123413,0.060697317123413086,0.45685696601867676,0.08659510905593358,0.21118217706680298,0.16620587429094627,0.06774458289146423,0.6167787683903317,0.016619160771369934,0.8757427909780623,2.5779008865356445e-06,0.9999757922024411,-0.004135929048061371,1.0470918367529516,0.0010744668543338776,0.9855437547821073,0.002334415912628174,0.9636100572999766,0.0032362043857574463,0.9424512437412987,0.004507601261138916,0.9097002915374485,0.005232198163866997,0.883141383158087,0.0032203830778598785,0.9205055651290698,0.0007157456129789352,0.9806171007043525,-0.0005109962075948715,1.0150845288790378,7.541337981820107e-05,0.9975867718458176,0.0005056019872426987,0.9825470066193186,0.0009320881217718124,0.9654420792078698,0.001081664115190506,0.9570923802545769,0.0005598645657300949,0.9763206118711347,0.0002609081566333771,0.9882709787032369,0.00020666420459747314,0.9901532341242928,-9.413808584213257e-06,1.0004741602665281,-0.0001864633522927761,1.0099050697921181,,,,,,,,,,
