architecture,affine_depth,width,rank_ratio,grid_size,target_kind,powerlaw_alpha,powerlaw_max_frequency,optimizer,learning_rate,steps,record_every,seed,bias_scale,tag,rank,spectral_backend,spectral_cuda_driver,spectral_relative_floor,stable,elapsed_seconds,final_loss,final_parameter_displacement,final_feature_displacement,t50_1,final_relative_error_1,t50_4,final_relative_error_4,t50_8,final_relative_error_8,t50_16,final_relative_error_16,t50_2,final_relative_error_2,t50_3,final_relative_error_3,t50_5,final_relative_error_5,t50_6,final_relative_error_6,t50_7,final_relative_error_7,t50_9,final_relative_error_9,t50_10,final_relative_error_10,t50_11,final_relative_error_11,t50_12,final_relative_error_12,t50_13,final_relative_error_13,t50_14,final_relative_error_14,t50_15,final_relative_error_15,t50_17,final_relative_error_17,t50_18,final_relative_error_18,t50_19,final_relative_error_19,t50_20,final_relative_error_20,t50_21,final_relative_error_21,t50_22,final_relative_error_22,t50_23,final_relative_error_23,t50_24,final_relative_error_24
fc,3,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,2500,25,0,0.1,hierarchy_fc_d3_mup_gd_s0,128,,,,True,2.6727765609975904,0.022768869996070862,0.5517985224723816,3.3490989208221436,25.0,0.004819989204406738,325.0,0.028202497042142394,950.0,0.2638663450876872,,0.677241196235021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,3,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,2500,25,1,0.1,hierarchy_fc_d3_mup_gd_s1,128,,,,True,2.6300722629530355,0.02685662731528282,0.5687133073806763,3.1369662284851074,25.0,0.011544227600097656,350.0,0.05854969758253827,1050.0,0.27281856536865234,,0.7450120002031326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,3,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,2500,25,2,0.1,hierarchy_fc_d3_mup_gd_s2,128,,,,True,2.6364818000001833,0.026844272390007973,0.5706844925880432,3.66982102394104,25.0,0.007916808128356934,325.0,0.03160766454843371,1050.0,0.31080347961849636,,0.7244810064633688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,3,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,2500,25,3,0.1,hierarchy_fc_d3_mup_gd_s3,128,,,,True,2.634437247994356,0.025363782420754433,0.5578511953353882,3.66176438331604,25.0,0.00589144229888916,375.0,0.0269981164198655,900.0,0.2969357967376709,,0.7175207734107971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,3,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,2500,25,4,0.1,hierarchy_fc_d3_mup_gd_s4,128,,,,True,2.6280844169668853,0.024968862533569336,0.5439466834068298,2.8436052799224854,25.0,0.008566141128540039,300.0,0.06532491170443018,925.0,0.2645521958669027,,0.7203778227170309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,3,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,2500,25,5,0.1,hierarchy_fc_d3_mup_gd_s5,128,,,,True,2.620713309966959,0.027937019243836403,0.5543516874313354,3.08060884475708,25.0,0.005760788917541504,325.0,0.04010306871854338,950.0,0.3107773860295614,,0.7297697017590205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,3,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,2500,25,6,0.1,hierarchy_fc_d3_mup_gd_s6,128,,,,True,2.6284012540709227,0.03350536897778511,0.5848685503005981,3.678273916244507,25.0,0.0025920867919921875,400.0,0.05667095917921796,1375.0,0.33177510897318524,,0.823507641752561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,3,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,2500,25,7,0.1,hierarchy_fc_d3_mup_gd_s7,128,,,,True,2.6589824840193614,0.02310304343700409,0.545605480670929,3.0497188568115234,25.0,0.0011963844299316406,375.0,0.03216776481041538,900.0,0.2729567156897651,,0.699098120133082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.01,2500,25,0,0.1,hierarchy_fc_d5_muon_p0_s0,128,direct_torch_svd,gesvd,1e-07,True,61.367915160954,0.0010727812768891454,2.79685115814209,20.096384048461914,50.0,0.005391538143157959,100.0,0.0034771882570707223,150.0,0.0027781989839342153,325.0,0.03092056512832638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.01,2500,25,1,0.1,hierarchy_fc_d5_muon_p0_s1,128,direct_torch_svd,gesvd,1e-07,True,61.324328280985355,0.0009122134651988745,2.76788067817688,18.49442481994629,50.0,0.0007315874099731445,100.0,0.0023233340336726604,150.0,0.015561554167005725,350.0,0.0561797221501668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.01,2500,25,2,0.1,hierarchy_fc_d5_muon_p0_s2,128,direct_torch_svd,gesvd,1e-07,True,61.51129729405511,0.0010169728193432093,2.768422842025757,18.818979263305664,50.0,0.010467052459716797,100.0,0.0025252562302809835,150.0,0.0033706823984781652,325.0,0.03002281983693437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.01,2500,25,3,0.1,hierarchy_fc_d5_muon_p0_s3,128,direct_torch_svd,gesvd,1e-07,True,66.11722362705041,0.0010224797297269106,3.0794148445129395,19.58421516418457,50.0,0.0004051327705383301,100.0,0.00370121002197269,150.0,0.005650414360894122,325.0,0.04461085796356198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.01,2500,25,4,0.1,hierarchy_fc_d5_muon_p0_s4,128,direct_torch_svd,gesvd,1e-07,True,61.79251920199022,0.001035108114592731,2.640655755996704,17.20417594909668,50.0,0.009879350662231445,100.0,0.004428570087139457,150.0,0.0009017785390218345,325.0,0.040233790874481166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.01,2500,25,5,0.1,hierarchy_fc_d5_muon_p0_s5,128,direct_torch_svd,gesvd,1e-07,True,61.6806506740395,0.0010280243586748838,2.8342626094818115,17.485851287841797,50.0,0.006676435470581055,100.0,0.00032318555391755216,150.0,0.0031741062800089764,325.0,0.04431601365407305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
