architecture,affine_depth,width,rank_ratio,grid_size,target_kind,powerlaw_alpha,powerlaw_max_frequency,optimizer,learning_rate,steps,record_every,seed,bias_scale,tag,rank,spectral_backend,spectral_cuda_driver,spectral_relative_floor,stable,elapsed_seconds,final_loss,final_parameter_displacement,final_feature_displacement,t50_1,final_relative_error_1,t50_2,final_relative_error_2,t50_3,final_relative_error_3,t50_4,final_relative_error_4,t50_5,final_relative_error_5,t50_6,final_relative_error_6,t50_7,final_relative_error_7,t50_8,final_relative_error_8,t50_9,final_relative_error_9,t50_10,final_relative_error_10,t50_11,final_relative_error_11,t50_12,final_relative_error_12,t50_13,final_relative_error_13,t50_14,final_relative_error_14,t50_15,final_relative_error_15,t50_16,final_relative_error_16,t50_17,final_relative_error_17,t50_18,final_relative_error_18,t50_19,final_relative_error_19,t50_20,final_relative_error_20,t50_21,final_relative_error_21,t50_22,final_relative_error_22,t50_23,final_relative_error_23,t50_24,final_relative_error_24
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.01,1000,10,31,0.1,dt_fc_muon_p1_3_base_s31,128,direct_torch_svd,gesvd,1e-07,True,31.637472445028834,0.003226388245820999,0.4172728359699249,8.550748825073242,10.0,0.04577171802520752,20.0,0.1046777131534254,30.0,0.1004237693106699,50.0,0.07007699207745545,70.0,0.05592249403238727,90.0,0.05160166979819099,100.0,0.0561198177927097,120.0,0.06422861444058943,140.0,0.05408483289849842,160.0,0.05069208960524115,190.0,0.04722173088909546,230.0,0.06210814992454931,280.0,0.10457558312349775,310.0,0.11325859954607582,340.0,0.12392130591657942,360.0,0.1437288522720337,370.0,0.13944236207425553,430.0,0.17504812056348137,460.0,0.1930138004424836,470.0,0.23953575106634348,530.0,0.33683376389881076,610.0,0.39998875198121786,590.0,0.35921489970815634,610.0,0.3534121469466349
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.01,1000,10,32,0.1,dt_fc_muon_p1_3_base_s32,128,direct_torch_svd,gesvd,1e-07,True,27.44112619990483,0.0033539007417857647,0.4423673748970032,9.265055656433105,10.0,0.04905492067337036,20.0,0.10949118618528032,30.0,0.10836435421075875,50.0,0.07284705154898545,80.0,0.05843628673722984,110.0,0.051304109789469116,130.0,0.06236281690158482,150.0,0.06785779985703104,160.0,0.06677073254207083,190.0,0.043757252223658276,220.0,0.04188733158256391,260.0,0.06237373248993922,330.0,0.0979010907243817,370.0,0.13279398426074812,400.0,0.15092861642179456,430.0,0.1686488389968872,480.0,0.18527126606500702,500.0,0.1846871790781886,520.0,0.20288194562706624,560.0,0.27553590515054693,650.0,0.35526907840957334,700.0,0.3703502990882287,630.0,0.3100453056747127,630.0,0.3197702280976172
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.005,2000,20,30,0.1,dt_fc_muon_p1_3_half_s30,128,direct_torch_svd,gesvd,1e-07,True,53.658965572016314,0.001021920470520854,0.3954746127128601,12.176033020019531,20.0,0.030266642570495605,40.0,0.041906107532585744,40.0,0.02896714619335032,60.0,0.015811878866772922,80.0,0.017561851219503957,100.0,0.018936843804772174,120.0,0.02666490215493246,140.0,0.020687748385369735,160.0,0.02791228166858705,200.0,0.017417548941267687,220.0,0.006123157710518896,260.0,0.0028307370284484023,300.0,0.019080431800770726,340.0,0.020178836448759885,380.0,0.06155215460991437,400.0,0.07126659154891968,480.0,0.08700821864097871,560.0,0.1366190242617728,580.0,0.13808627801700468,580.0,0.19348173410725797,660.0,0.272198461336295,720.0,0.32980099203946767,720.0,0.3708244145520946,,0.5062076817751973
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.005,2000,20,31,0.1,dt_fc_muon_p1_3_half_s31,128,direct_torch_svd,gesvd,1e-07,True,52.561560448026285,0.000993089284747839,0.3901488184928894,9.27763557434082,20.0,0.028058350086212158,40.0,0.045932616189733384,40.0,0.031283824378792624,60.0,0.021150148634007947,80.0,0.02482624433825932,100.0,0.023578765322911522,120.0,0.02095518706365355,140.0,0.022521551310821564,160.0,0.0067626926479672275,180.0,0.012864126026568229,220.0,0.006508875969093259,260.0,0.017657848891014547,320.0,0.037027498340214154,340.0,0.029410887832022344,380.0,0.04212177658433717,420.0,0.06238502264022827,440.0,0.06224612563888236,480.0,0.08151485464555165,520.0,0.10617344305134913,540.0,0.1113344447515068,580.0,0.19708194845810015,640.0,0.28519519232138274,720.0,0.27233746185921176,760.0,0.27201399232485496
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.005,2000,20,32,0.1,dt_fc_muon_p1_3_half_s32,128,direct_torch_svd,gesvd,1e-07,True,52.25760214100592,0.0010649559553712606,0.39835262298583984,10.422484397888184,20.0,0.02901756763458252,40.0,0.04463124719481544,40.0,0.031128556365090765,80.0,0.01538897738881461,100.0,0.016968470022589027,120.0,0.021534004652118684,140.0,0.020804073811704175,180.0,0.014720202340010495,220.0,0.019916296748614462,260.0,0.021832650791332682,280.0,0.02047752773030231,340.0,0.010903093220952459,440.0,0.013909727864396744,480.0,0.028543188798590222,500.0,0.04880531284533101,540.0,0.07596826553344727,600.0,0.10716078939179419,680.0,0.13035508992074238,760.0,0.1648600759204684,820.0,0.2464425773693756,900.0,0.3468212758153172,1140.0,0.3875205482726042,1320.0,0.39659784898408723,,0.5187987392838708
fc,5,128,0.25,256,powerlaw,1.25,24,muon_p1_3,0.01,1000,10,30,0.1,grid_fc_muon_p1_3_g256_s30,128,direct_torch_svd,gesvd,1e-07,True,26.69217002298683,0.003334830980747938,0.45592617988586426,10.658892631530762,10.0,0.0520777702331543,20.0,0.10719410453741376,20.0,0.10469199254381883,50.0,0.08072463471045964,70.0,0.06985971036908832,90.0,0.056639270491346976,110.0,0.056399850133975006,130.0,0.07704814755796972,140.0,0.06947564627407707,160.0,0.08828832442985872,180.0,0.09202837160035529,210.0,0.08180552352430188,230.0,0.07604728236073881,260.0,0.08985766153945854,310.0,0.10810883067253499,350.0,0.11439144611358643,380.0,0.12714027239239767,440.0,0.15410340087649851,470.0,0.19426907851715547,500.0,0.2433612435662173,560.0,0.32389724976533296,610.0,0.3293491760733452,590.0,0.2788186998118104,550.0,0.2604588402689964
fc,5,128,0.25,256,powerlaw,1.25,24,muon_p1_3,0.01,1000,10,31,0.1,grid_fc_muon_p1_3_g256_s31,128,direct_torch_svd,gesvd,1e-07,True,26.41622476198245,0.003233178984373808,0.43236011266708374,8.365432739257812,10.0,0.04558122158050537,20.0,0.10587689935759755,30.0,0.10585971177428061,50.0,0.07712360797368885,70.0,0.06319637153598881,90.0,0.06499152036701118,100.0,0.06291066569282729,120.0,0.06958067052746475,140.0,0.07038748541660829,160.0,0.06765141484307464,190.0,0.05521892680525702,220.0,0.06902744105956081,270.0,0.11144015261871164,300.0,0.12630929339108374,320.0,0.13810259626264895,340.0,0.13623034954071045,350.0,0.11551201615118681,390.0,0.11575241038864274,420.0,0.12121623916780351,440.0,0.1686266288081849,480.0,0.25299471565029363,550.0,0.3049963753725235,560.0,0.2676876139902624,610.0,0.2868542197844013
fc,5,128,0.25,256,powerlaw,1.25,24,muon_p1_3,0.01,1000,10,32,0.1,grid_fc_muon_p1_3_g256_s32,128,direct_torch_svd,gesvd,1e-07,True,28.439757531974465,0.0027922396548092365,0.4664238691329956,10.31505298614502,10.0,0.039881110191345215,20.0,0.09159131657380078,30.0,0.09199680374930569,60.0,0.05661559160932178,90.0,0.03315398387219718,110.0,0.027257609550663326,140.0,0.03195930337225087,160.0,0.039363457948129524,190.0,0.03474474544095069,230.0,0.024420818513513565,260.0,0.002240120990912714,300.0,0.022250297286773368,350.0,0.048589280253752795,380.0,0.057566667234259065,400.0,0.0744521845739772,440.0,0.0946584939956665,480.0,0.12356162528938905,530.0,0.17863939964198514,570.0,0.2559763143040839,640.0,0.35074769217472435,730.0,0.40703183996903325,850.0,0.44226340850893936,,0.5095639993765535,,0.6860051294231194
mmnn,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.3,1000,10,30,0.1,dt_mmnn_mup_gd_base_s30,32,,,,True,2.2492277739802375,0.00021295393526088446,0.21140390634536743,8.082963943481445,20.0,0.00710296630859375,20.0,0.012128083040546848,80.0,0.0105970498737289,90.0,0.022482326221740283,140.0,0.010378314631926648,170.0,0.016332867767472795,170.0,0.01625393523443785,190.0,0.03327197559545489,220.0,0.018383502384956698,240.0,0.01232746661072991,270.0,0.03813041594337236,310.0,0.02091947237029097,340.0,0.036593824617332016,390.0,0.07843280627401021,440.0,0.0912694006540189,480.0,0.11208832263946533,500.0,0.15671808839426296,520.0,0.17591481195504,540.0,0.15714915592089482,560.0,0.14502688756079105,560.0,0.1644312014794357,540.0,0.16849843223068978,520.0,0.20357352786826693,540.0,0.3284216390651946
mmnn,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.3,1000,10,31,0.1,dt_mmnn_mup_gd_base_s31,32,,,,True,2.2512365060392767,0.00016063987277448177,0.15177837014198303,7.050984859466553,10.0,0.005382537841796875,10.0,0.01085113898875816,40.0,0.010338890261512747,60.0,0.007263014930759429,80.0,0.0076155157357388195,90.0,0.008887990511868301,100.0,0.009462154175957967,120.0,0.0037145238578966382,160.0,0.027229538340999344,180.0,0.014757306224794068,220.0,0.012214996637485947,250.0,0.03583261567791137,270.0,0.04586530166613306,270.0,0.04926526619205129,290.0,0.0463292284953814,320.0,0.06064164638519287,360.0,0.0889741019852327,390.0,0.11826029069816073,410.0,0.1454624867517443,440.0,0.18137296593435276,450.0,0.2063235537701577,470.0,0.19636201427188477,470.0,0.21226509007873473,490.0,0.35254949431848964
mmnn,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.3,1000,10,32,0.1,dt_mmnn_mup_gd_base_s32,32,,,,True,2.2492347318911925,0.00024511589435860515,0.18219727277755737,8.334091186523438,30.0,0.007029533386230469,40.0,0.014509614908400855,40.0,0.016407928158025158,90.0,0.01488262515080473,120.0,0.029600158596344316,140.0,0.02507596925158844,180.0,0.03339110763031689,230.0,0.028631678799046368,260.0,0.024588964228211493,280.0,0.016211804214977935,310.0,0.02111850640466996,360.0,0.009009236593945749,420.0,0.017499398654563646,470.0,0.055228994637736666,510.0,0.09360983701828442,520.0,0.1020669937133789,570.0,0.13624139604284619,600.0,0.17658882852727997,660.0,0.22864023103077777,680.0,0.266587093518395,720.0,0.2612607307234162,720.0,0.2703488089930116,740.0,0.33190405643413806,970.0,0.4723091488766189
mmnn,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.15,2000,20,30,0.1,dt_mmnn_mup_gd_half_s30,32,,,,True,4.262627030024305,0.000552876153960824,0.1283273845911026,8.97221851348877,20.0,0.00911259651184082,40.0,0.022938012708347437,60.0,0.025593538972817343,100.0,0.025354684012912524,140.0,0.025518685301605025,180.0,0.03514578335347257,220.0,0.03574724766252009,260.0,0.02960353142893261,280.0,0.04536533116883573,320.0,0.04148779361565237,360.0,0.02558662553282689,400.0,0.007823306526011778,440.0,0.01890111378558409,460.0,0.05351024234933031,520.0,0.07435914996036655,560.0,0.10934138298034668,620.0,0.15744895334844564,640.0,0.1814289028594534,680.0,0.20859627229367242,680.0,0.2340775368864539,740.0,0.2476001228133363,740.0,0.2763221692821117,840.0,0.361584950490316,1000.0,0.5370992244007186
mmnn,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.15,2000,20,31,0.1,dt_mmnn_mup_gd_half_s31,32,,,,True,4.33623123599682,7.753274985589087e-05,0.11288806796073914,7.848731994628906,20.0,0.0032282471656799316,20.0,0.00445684962368141,40.0,0.0049056541201814305,60.0,0.002611857316491207,80.0,0.00399863117384505,100.0,0.0017135269486480158,120.0,0.0047853341293185815,140.0,0.004120242294413712,180.0,0.0018816645236496496,220.0,0.003335225022544056,240.0,0.0027599455107327007,240.0,6.759004670408291e-06,260.0,0.016917396747837384,320.0,0.04449418255199718,360.0,0.04994493187706524,400.0,0.07594090700149536,440.0,0.08196199059495791,480.0,0.12122216536689037,520.0,0.14408167348083561,520.0,0.15270528810430925,540.0,0.14747329784977947,560.0,0.15456144945326294,580.0,0.17002410899411843,580.0,0.30766276463838566
mmnn,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.15,2000,20,32,0.1,dt_mmnn_mup_gd_half_s32,32,,,,True,4.013835224905051,0.0005348537815734744,0.12668265402317047,8.374667167663574,40.0,0.018309712409973145,40.0,0.03065146251752331,40.0,0.03177978735303651,80.0,0.03456970519987661,100.0,0.03915050654016549,140.0,0.03841030917640676,160.0,0.04177963390908974,200.0,0.047506433918698444,220.0,0.038456390827770255,240.0,0.03237955588853722,300.0,0.03348177202614856,340.0,0.05382300559610391,380.0,0.04181639284117536,400.0,0.058451213813160686,460.0,0.07612955686878006,480.0,0.08966708183288574,460.0,0.08082553963470643,460.0,0.08722203472373383,500.0,0.1084237667338617,540.0,0.12334363462749817,600.0,0.1403449829377084,620.0,0.12163852256887166,620.0,0.11366133296720776,620.0,0.1949223725787657
mmnn,5,128,0.25,256,powerlaw,1.25,24,mup_gd,0.3,1000,10,30,0.1,grid_mmnn_mup_gd_g256_s30,32,,,,True,2.1011525470530614,0.00012059199070790783,0.1897648423910141,8.178888320922852,20.0,0.0047092437744140625,20.0,0.009361506690950915,80.0,0.01201344910723359,110.0,0.0066955998275635645,70.0,0.021658922217504244,50.0,0.018357116028550814,160.0,0.02224410682987402,200.0,0.004589879176416501,230.0,0.023853546389654912,260.0,0.03463463763880084,290.0,0.012521227880452722,320.0,0.016208210721594552,340.0,0.022706058151931458,370.0,0.03625502663287132,400.0,0.03498329446458771,430.0,0.050678372383117676,470.0,0.08853025921416531,490.0,0.11442633803002056,490.0,0.13010212131602805,500.0,0.13797557819087597,540.0,0.13952371531574678,590.0,0.16584673133660716,730.0,0.24289974615895807,950.0,0.41898131598384064
mmnn,5,128,0.25,256,powerlaw,1.25,24,mup_gd,0.3,1000,10,31,0.1,grid_mmnn_mup_gd_g256_s31,32,,,,True,2.1222536569694057,0.00029454758623614907,0.15372081100940704,6.91165828704834,10.0,0.008504986763000488,10.0,0.0173021636071696,20.0,0.015162549244763639,50.0,0.013957417532293584,80.0,0.01637118939985885,100.0,0.019954830667434597,130.0,0.018850294698804632,170.0,0.03644038185865219,200.0,0.010582576095146186,240.0,0.02491315930829327,270.0,0.018017271127918066,290.0,0.0027602252668230943,300.0,0.016233229551432995,330.0,0.010802420768689917,360.0,0.012518514437404557,390.0,0.04267168045043945,430.0,0.08042946959707423,470.0,0.10866736364556995,510.0,0.13687259871542365,520.0,0.14460478272308178,520.0,0.14962225913138869,540.0,0.1599709050775147,600.0,0.23180520276396585,710.0,0.4329564666609273
mmnn,5,128,0.25,256,powerlaw,1.25,24,mup_gd,0.3,1000,10,32,0.1,grid_mmnn_mup_gd_g256_s32,32,,,,True,2.1181608400074765,0.00018308266589883715,0.17304691672325134,7.788121700286865,20.0,0.006630122661590576,20.0,0.013817278361011808,30.0,0.011645220259153467,60.0,0.014493643967591386,110.0,0.015919732951895606,120.0,0.015771960504382444,130.0,0.014570856879180723,160.0,0.022534983827830823,220.0,0.016984094688057103,250.0,0.020507465130455864,250.0,0.017681711136665522,260.0,0.02936969057396619,280.0,0.041797633418048145,310.0,0.04117612404605804,350.0,0.05026835362485355,350.0,0.028482675552368164,370.0,0.06067830554186555,420.0,0.10282386095328923,470.0,0.12033520227555634,480.0,0.1335742804915216,480.0,0.1385258517094135,470.0,0.1506994036080943,490.0,0.20691619825531338,540.0,0.32419960328274666
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.003,1000,10,30,0.1,dt_mmnn_muon_p1_3_base_s30,32,direct_torch_svd,gesvd,1e-07,True,15.225530836032704,0.0013874390861019492,0.19605575501918793,14.981526374816895,30.0,0.03336697816848755,50.0,0.049273013935200706,60.0,0.03917534247929435,80.0,0.03627336511038396,100.0,0.02635103124418829,120.0,0.02830656217910055,140.0,0.02573872649390753,170.0,0.03627103562443235,200.0,0.0240331652622066,240.0,0.03666541165536551,280.0,0.05238030696162886,300.0,0.06450588124328577,340.0,0.1233535817579291,370.0,0.15076022692612348,410.0,0.1766072694782581,440.0,0.1579340100288391,460.0,0.1531092859588437,520.0,0.24422224800706246,550.0,0.2828114389955856,560.0,0.3203173051726494,570.0,0.28442972194754895,640.0,0.3304019046119712,650.0,0.34375431034493653,700.0,0.3751520617826955
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.003,1000,10,31,0.1,dt_mmnn_muon_p1_3_base_s31,32,direct_torch_svd,gesvd,1e-07,True,15.231997331022285,0.0017360710771754384,0.17676661908626556,13.204500198364258,30.0,0.03943312168121338,30.0,0.04629747666056047,50.0,0.032310277871693695,60.0,0.03197586962027696,90.0,0.03101319909962483,110.0,0.024746715218895016,150.0,0.020629403532799212,160.0,0.025497391415998084,200.0,0.0036233458102880732,240.0,0.013849602568971742,270.0,0.05958891029983688,320.0,0.09201347896996567,360.0,0.12031354367379836,390.0,0.12709628561987155,420.0,0.17583698466615905,470.0,0.2000003457069397,510.0,0.2145947870995289,580.0,0.25047699749111463,640.0,0.2887280701750208,670.0,0.3447005164855562,720.0,0.3843835515086819,950.0,0.48094625679055786,,0.5539874405324227,,0.5886386250799595
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.003,1000,10,32,0.1,dt_mmnn_muon_p1_3_base_s32,32,direct_torch_svd,gesvd,1e-07,True,15.200369269005023,0.0017502416158095002,0.1846337914466858,14.054742813110352,30.0,0.040772080421447754,30.0,0.056543437567693595,40.0,0.041513420948208854,70.0,0.02697514604445938,100.0,0.027137504075764603,130.0,0.015343734985604394,130.0,0.021718569006748116,150.0,0.012153789649928231,190.0,0.011134720189349911,230.0,0.01381197480101764,280.0,0.030290684808083522,320.0,0.03896677283820992,380.0,0.05403503043803612,420.0,0.0828155893002194,490.0,0.1508098488299512,530.0,0.21890592575073242,620.0,0.2933481703159697,640.0,0.30700702982936845,690.0,0.3390916973673293,730.0,0.39680533302752663,870.0,0.4712667661923963,,0.5012803714615308,,0.541023557345073,,0.6443357967160498
