architecture,affine_depth,width,rank_ratio,grid_size,target_kind,powerlaw_alpha,powerlaw_max_frequency,optimizer,learning_rate,steps,record_every,seed,bias_scale,tag,rank,spectral_backend,spectral_cuda_driver,spectral_relative_floor,stable,elapsed_seconds,final_loss,final_parameter_displacement,final_feature_displacement,t50_1,final_relative_error_1,t50_2,final_relative_error_2,t50_3,final_relative_error_3,t50_4,final_relative_error_4,t50_5,final_relative_error_5,t50_6,final_relative_error_6,t50_7,final_relative_error_7,t50_8,final_relative_error_8,t50_9,final_relative_error_9,t50_10,final_relative_error_10,t50_11,final_relative_error_11,t50_12,final_relative_error_12,t50_13,final_relative_error_13,t50_14,final_relative_error_14,t50_15,final_relative_error_15,t50_16,final_relative_error_16,t50_17,final_relative_error_17,t50_18,final_relative_error_18,t50_19,final_relative_error_19,t50_20,final_relative_error_20,t50_21,final_relative_error_21,t50_22,final_relative_error_22,t50_23,final_relative_error_23,t50_24,final_relative_error_24
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.0015,2000,20,30,0.1,dt_mmnn_muon_p1_3_half_s30,32,direct_torch_svd,gesvd,1e-07,True,29.528288951027207,0.0005738862091675401,0.19509239494800568,15.669854164123535,60.0,0.021870315074920654,80.0,0.02078585585862211,120.0,0.01654478141360859,140.0,0.02081010786022205,160.0,0.01407953820359597,180.0,0.016834724796055446,200.0,0.014636347629697784,240.0,0.013075183845393,280.0,0.008626556430840888,320.0,0.017217287800863713,340.0,0.03947998613166722,360.0,0.025160306755605617,400.0,0.03298686573134199,440.0,0.03632181151371449,500.0,0.07039000302295621,520.0,0.07741397619247437,560.0,0.10124545766092365,600.0,0.12790183533956884,640.0,0.1539128748172026,680.0,0.17073825592090588,760.0,0.19411071474096248,840.0,0.2586509377506999,800.0,0.2742450797261128,920.0,0.3054346205157495
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.0015,2000,20,31,0.1,dt_mmnn_muon_p1_3_half_s31,32,direct_torch_svd,gesvd,1e-07,True,29.747939246008173,0.0006902616587467492,0.17363709211349487,13.08898639678955,60.0,0.02552199363708496,60.0,0.02183848697249697,80.0,0.014199686844232742,100.0,0.021134435777819684,140.0,0.019555349108425997,140.0,0.014182180491176801,180.0,0.008131868084387922,200.0,0.011587619082254431,240.0,0.0005900375838853185,300.0,0.006516029359762955,340.0,0.010710872154789478,380.0,0.01605520121728626,440.0,0.04240483180485704,500.0,0.05679813668703363,560.0,0.09158567435229811,560.0,0.09421861171722412,620.0,0.13962605884333268,660.0,0.17484605370995943,700.0,0.20427827531422552,740.0,0.2365607706657435,840.0,0.28046154570318094,1000.0,0.3614692887307586,1100.0,0.3898554663734195,1460.0,0.4474856602801829
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.0015,2000,20,32,0.1,dt_mmnn_muon_p1_3_half_s32,32,direct_torch_svd,gesvd,1e-07,True,29.434846377931535,0.0007036033202894032,0.18031451106071472,14.526907920837402,60.0,0.02681732177734375,60.0,0.03319198331172547,80.0,0.020977259161302234,120.0,0.012878963972596828,140.0,0.011402095377402468,160.0,0.007183888125220019,180.0,0.015628947199602068,200.0,0.010874091798135786,220.0,0.011020551564065464,260.0,0.009878812382449637,320.0,0.002484643341709269,340.0,0.022453977148952104,400.0,0.05459772117389613,420.0,0.08113144005430428,480.0,0.10948241086320143,520.0,0.10685348510742188,540.0,0.1314715168639915,600.0,0.14073515231046343,740.0,0.19253353041567997,820.0,0.26493830065754825,920.0,0.3332288277588544,920.0,0.3567253985824322,860.0,0.3487129159181091,1560.0,0.4522234472611406
mmnn,5,128,0.25,256,powerlaw,1.25,24,muon_p1_3,0.003,1000,10,30,0.1,grid_mmnn_muon_p1_3_g256_s30,32,direct_torch_svd,gesvd,1e-07,True,14.988357112975791,0.0014003552496433258,0.19930990040302277,16.313846588134766,30.0,0.032019853591918945,50.0,0.044364162810294774,60.0,0.0387942730545429,80.0,0.025685873948511132,110.0,0.030521537210404858,130.0,0.030110701390698432,150.0,0.03199306673845008,180.0,0.028758786497313078,220.0,0.0389409940996761,260.0,0.01101903974517142,300.0,0.01897239994481414,330.0,0.048971048421694974,360.0,0.08923993863291076,400.0,0.12454655589414623,440.0,0.15545987497560068,470.0,0.13361698389053345,480.0,0.15841977502023274,540.0,0.24262815737826984,610.0,0.283614746031187,640.0,0.32488766539192243,650.0,0.33295995639526155,750.0,0.389463108432587,890.0,0.46047415133174247,,0.5639827494389719
mmnn,5,128,0.25,256,powerlaw,1.25,24,muon_p1_3,0.003,1000,10,31,0.1,grid_mmnn_muon_p1_3_g256_s31,32,direct_torch_svd,gesvd,1e-07,True,14.942422205931507,0.0016707995673641562,0.178796648979187,13.337785720825195,30.0,0.038458943367004395,30.0,0.04644427383687212,50.0,0.03386323619531667,60.0,0.034089112604613184,90.0,0.03602942046836267,110.0,0.03582835928695261,150.0,0.03147117671619495,160.0,0.039041779238557076,200.0,0.0069259280804406555,240.0,0.00906769622742461,280.0,0.0517477612352416,330.0,0.07725883653548682,360.0,0.11477666315461761,390.0,0.14627938513227146,410.0,0.1829349978286878,460.0,0.18629556894302368,500.0,0.18634457728873985,570.0,0.22356495219033196,640.0,0.27289260685125105,680.0,0.32650581271677276,750.0,0.3634938542592236,940.0,0.46505184856650006,,0.5363898463114706,,0.5683226288046189
mmnn,5,128,0.25,256,powerlaw,1.25,24,muon_p1_3,0.003,1000,10,32,0.1,grid_mmnn_muon_p1_3_g256_s32,32,direct_torch_svd,gesvd,1e-07,True,15.029847661964595,0.0017028155270963907,0.18856781721115112,14.232815742492676,30.0,0.040841102600097656,30.0,0.05655364461423578,40.0,0.040961684201772416,70.0,0.027500042895814054,100.0,0.026604285448570675,130.0,0.015908210450069026,130.0,0.01963533537922547,150.0,0.01742966131197493,190.0,0.020356246649507123,230.0,0.006176121503078623,280.0,0.020250028877771893,320.0,0.025469570663987303,370.0,0.04109976448612437,410.0,0.061951064396561124,470.0,0.11672761886062127,520.0,0.16984254121780396,610.0,0.24452797308483462,630.0,0.2615008285782149,710.0,0.3070150533786855,780.0,0.37581503159712487,950.0,0.47862057801575847,,0.5180235653662006,,0.5378147664001192,,0.6196310174722108
fc,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.075,4000,40,30,0.1,dt_fc_mup_gd_quarter_s30,128,,,,True,30.155416455003433,0.0002383046376053244,0.12110883742570877,7.818297386169434,80.0,0.004252076148986816,80.0,0.004027403403176604,160.0,0.007202784756346974,240.0,0.009628936190224768,320.0,0.012899474890458538,400.0,0.009052856033281957,520.0,0.007137799930814181,640.0,0.004534107880789873,720.0,0.02333119662414027,880.0,0.03053208547884717,1000.0,0.05121357502600611,1120.0,0.058773557801837115,1320.0,0.1063101860570698,1360.0,0.08847575927693636,1520.0,0.10477212116169066,1720.0,0.16365230083465576,1920.0,0.20079373949765164,2040.0,0.2311745026082165,2120.0,0.2556291899062495,2280.0,0.27458494817107915,2560.0,0.3393918517710505,2920.0,0.3987487652048156,3280.0,0.4369645178794079,4000.0,0.4935692295760516
fc,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.075,4000,40,31,0.1,dt_fc_mup_gd_quarter_s31,128,,,,True,30.493898306041956,0.0004384756030049175,0.11306223273277283,5.997661113739014,40.0,0.007399618625640869,80.0,0.0029284861685236136,160.0,0.002091196615806688,240.0,0.01140360562216668,320.0,0.013583197003397697,400.0,0.011560503376471677,440.0,0.013032333237500115,600.0,0.03579678757987415,720.0,0.045235719151438446,800.0,0.05603198659727664,960.0,0.07826139745272787,1120.0,0.09333523480761739,1280.0,0.09896688344028585,1440.0,0.10769810247309457,1640.0,0.16803224934716596,1720.0,0.1641893982887268,1960.0,0.2034175749027969,2240.0,0.25874046829040703,2240.0,0.2896482675463765,2200.0,0.2866124150762509,2840.0,0.38519560833961425,3000.0,0.4244154797493701,3040.0,0.4326921030837159,3200.0,0.4456501302113955
fc,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.075,4000,40,32,0.1,dt_fc_mup_gd_quarter_s32,128,,,,True,30.07106491702143,0.000257564039202407,0.12328615039587021,7.202569007873535,80.0,0.004358887672424316,80.0,0.005364668264738935,160.0,0.006279811192890497,280.0,0.005354318520552874,360.0,0.006235913233026726,480.0,0.0051513426718038016,600.0,0.0016579546971352797,680.0,0.0046660272269404965,760.0,0.0005425350734668659,920.0,0.015795647131330276,1080.0,0.028635588168180653,1200.0,0.04100090897813875,1400.0,0.08199447928184916,1520.0,0.09732768161032414,1720.0,0.1390765455007609,1880.0,0.16557538509368896,2040.0,0.21136109385234766,2240.0,0.25900724349722704,2360.0,0.29648051505998874,2480.0,0.3374257074096723,2680.0,0.3877525239293593,3080.0,0.4344810537697395,3320.0,0.45026286512496344,3840.0,0.495218099762635
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.0025,4000,40,30,0.1,dt_fc_muon_p1_3_quarter_s30,128,direct_torch_svd,gesvd,1e-07,True,168.73357159097213,0.0003760449471883476,0.37509724497795105,12.294561386108398,40.0,0.019307494163513184,80.0,0.018329714402139742,80.0,0.007415120870288046,120.0,0.010583596537538726,120.0,0.009967983623996179,160.0,0.006620433520879365,160.0,0.011787499982205605,200.0,0.014855794290433669,200.0,5.525324223918682e-05,240.0,0.0018444234555738599,240.0,0.002085235044443504,280.0,0.004577369135280458,320.0,0.004746426477664192,360.0,0.012498037266145196,360.0,0.002019349348457191,400.0,0.012455105781555176,480.0,0.028540758327634096,520.0,0.05564380584168965,520.0,0.07968751161318188,560.0,0.06562643086207771,600.0,0.09768110129658322,680.0,0.21006594485386126,640.0,0.20699763298252874,640.0,0.2200844512186167
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.0025,4000,40,31,0.1,dt_fc_muon_p1_3_quarter_s31,128,direct_torch_svd,gesvd,1e-07,True,161.40078712895047,0.0004132260219193995,0.3788803815841675,10.405034065246582,40.0,0.018097877502441406,80.0,0.010657305425935595,80.0,0.003018339847672924,120.0,0.008014121836378374,120.0,0.009340301830630471,160.0,0.00397880371432205,160.0,0.002842556821772907,200.0,0.010734754494830797,200.0,0.008442524122113404,240.0,0.011020762143000306,280.0,0.0037466335650726537,320.0,0.014923440827356298,360.0,0.014450657669782313,400.0,0.0017487314236913783,440.0,0.027355005998476744,480.0,0.03703665733337402,520.0,0.04229621929693324,520.0,0.053688467191443406,640.0,0.12306771706497976,600.0,0.12774784719788565,640.0,0.15327274681970834,800.0,0.2631595126300863,960.0,0.3013169664906638,1240.0,0.34978610681775496
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.0025,4000,40,32,0.1,dt_fc_muon_p1_3_quarter_s32,128,direct_torch_svd,gesvd,1e-07,True,162.41825675207656,0.0004825236974284053,0.3766643702983856,11.549857139587402,40.0,0.020888566970825195,80.0,0.019421259880956707,80.0,0.008855524005749025,120.0,0.009568919077945255,160.0,0.01338077544822656,160.0,0.014048267992542033,200.0,0.00938705091424601,200.0,0.011901178136022782,240.0,0.020584351613961504,280.0,0.02495151578302113,320.0,0.01900773206239326,360.0,0.0056731468251881275,400.0,0.023238678636014018,440.0,0.01875799315299683,480.0,0.025845667852133773,520.0,0.04396796226501465,560.0,0.0700665799695974,600.0,0.07988485329774625,680.0,0.14331368476412837,760.0,0.15768246978344244,840.0,0.22080341967506556,1000.0,0.3110737482941703,1120.0,0.3463618165356009,1760.0,0.4232683586799425
mmnn,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.075,4000,40,30,0.1,dt_mmnn_mup_gd_quarter_s30,32,,,,True,38.32401831203606,0.0002207607903983444,0.11424580216407776,12.307506561279297,40.0,0.0043125152587890625,80.0,0.009639790473760929,80.0,0.011236381614491803,160.0,0.012870703190288692,200.0,0.014304827954274704,240.0,0.025398786528861596,280.0,0.021333089770544066,360.0,0.023190907954311387,400.0,0.03141910513942998,480.0,0.015084163605621079,520.0,0.006961825581347122,640.0,0.020207674485920424,680.0,0.012789771912110578,760.0,0.050008878513342785,840.0,0.05657161365196368,840.0,0.05718696117401123,920.0,0.08943080417310632,920.0,0.08885472937546518,1000.0,0.1312547693803568,1120.0,0.17207610294479142,1160.0,0.22825930380992557,1240.0,0.26679338741870395,1400.0,0.3360831215137248,1640.0,0.45034537081050974
mmnn,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.075,4000,40,31,0.1,dt_mmnn_mup_gd_quarter_s31,32,,,,True,38.457359945983626,0.00017366555402986705,0.10340703278779984,8.327738761901855,40.0,0.010326027870178223,40.0,0.008038672372778609,80.0,0.007569263574026953,120.0,0.008802892187953453,120.0,0.011305709502959291,160.0,0.011690078061671043,200.0,0.0054009641506946385,240.0,0.005766190467064426,320.0,0.006584761484248231,360.0,0.023426531973993667,400.0,0.006015884337602668,440.0,0.019566016358010935,480.0,0.016002507038559526,560.0,0.018318948135731792,600.0,0.03819540797398894,680.0,0.056811749935150146,720.0,0.055044209256547474,800.0,0.056664844265928216,880.0,0.10105731117505101,920.0,0.13769433252633287,1000.0,0.14483532729897616,1000.0,0.14863974048851636,1120.0,0.18180287297157802,1120.0,0.2668901216649361
mmnn,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.075,4000,40,32,0.1,dt_mmnn_mup_gd_quarter_s32,32,,,,True,22.568223693058826,0.00014647285570390522,0.10981974005699158,8.591141700744629,40.0,0.009334206581115723,40.0,0.009080358178223325,80.0,0.00682431895007961,120.0,0.008470269259505477,160.0,0.004107146623675156,200.0,0.005791211507389675,280.0,0.001310167555573207,280.0,0.004181754915957471,320.0,0.0025066303147540346,400.0,0.019436332419100498,480.0,0.015302052621173472,520.0,0.028343803032845345,560.0,0.040905733197896775,600.0,0.05284501651204959,680.0,0.05779294038808645,720.0,0.06398701667785645,800.0,0.07790355865090848,840.0,0.11250221408168543,920.0,0.13637252678597642,960.0,0.1562573341891609,1040.0,0.18979805491209709,1120.0,0.21103054664835855,1160.0,0.2107908212959441,1160.0,0.29160798639481883
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.00075,4000,40,30,0.1,dt_mmnn_muon_p1_3_quarter_s30,32,direct_torch_svd,gesvd,1e-07,True,56.618773324997164,0.00022796951816417277,0.1944795697927475,17.2812557220459,120.0,0.011820077896118164,160.0,0.007044648890408862,240.0,0.010874322759984463,280.0,0.009356330374056305,280.0,0.008963060236046554,320.0,0.010012492308764965,360.0,0.012646573073724065,360.0,0.01605102395056952,400.0,0.012305906778737873,440.0,0.01702159617883519,480.0,0.003531896076300166,520.0,0.017008868937994057,560.0,0.033271475606727954,560.0,0.01027873449005416,640.0,0.05105683847070267,640.0,0.03716397285461426,720.0,0.06386126838974615,800.0,0.08136264844419745,840.0,0.11685036296106911,920.0,0.14359198320953379,1000.0,0.15642434457209328,1080.0,0.2184449966365152,1040.0,0.24383690225360588,1480.0,0.3595174537961016
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.00075,4000,40,31,0.1,dt_mmnn_muon_p1_3_quarter_s31,32,direct_torch_svd,gesvd,1e-07,True,57.984302025986835,0.00027743884129449725,0.1715816706418991,13.69692325592041,120.0,0.016198396682739258,120.0,0.009894157493160097,160.0,0.005992183682261633,200.0,0.011740864703950854,240.0,0.01041686324141455,240.0,0.003855917032605813,280.0,0.0060106558915833976,280.0,0.00039592658960055854,320.0,0.0047139291179391,400.0,0.002303508723042019,440.0,0.007325453993884365,480.0,0.004100119262136162,520.0,0.02376449423131513,560.0,0.016721558704809316,600.0,0.018719502371538438,600.0,0.01337587833404541,680.0,0.03192709285230539,680.0,0.030918999565085797,720.0,0.058599224174716115,800.0,0.08517773136571626,880.0,0.09052967567247489,960.0,0.19020716436370785,1040.0,0.23113740047327577,1200.0,0.2616767551855348
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.00075,4000,40,32,0.1,dt_mmnn_muon_p1_3_quarter_s32,32,direct_torch_svd,gesvd,1e-07,True,57.808576183975674,0.00024132186081260443,0.18100866675376892,15.05525016784668,120.0,0.01530003547668457,120.0,0.01702994626016643,160.0,0.007957091323281484,200.0,0.0048844153881986135,240.0,0.002746135601986692,280.0,0.007529135470862837,280.0,0.0011950497466980093,280.0,3.7121719951639754e-05,320.0,0.004717932418912043,360.0,0.003304949838158824,400.0,0.007620938825265515,400.0,0.006244914804310792,440.0,0.004249820407314496,480.0,0.01366297257580163,560.0,0.019654797157305066,600.0,0.02234959602355957,600.0,0.04428557107685861,640.0,0.04007340149127044,720.0,0.057041080432372236,840.0,0.11840954577147567,880.0,0.15873089411476815,840.0,0.19999429159686266,840.0,0.17202957988001208,1000.0,0.23083374511883736
fc,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.0375,8000,80,30,0.1,dt_fc_mup_gd_eighth_s30,128,,,,True,13.169814035994932,0.00018630872364155948,0.12129627913236618,7.886422157287598,160.0,6.413459777832031e-05,160.0,0.0008902251190736015,320.0,0.002014647280579126,480.0,0.0030172757706237994,640.0,0.005502598355427392,800.0,0.0025346616639979947,1040.0,0.0037692095053634463,1280.0,0.011793681625644085,1520.0,0.03904448119819528,1760.0,0.0451809465213723,2000.0,0.05051319257648458,2240.0,0.05753966386551739,2640.0,0.09421615149127462,2640.0,0.08162496216470423,2960.0,0.10954267441906271,3360.0,0.15330326557159424,3600.0,0.19224312748067826,3840.0,0.22396998366535117,4000.0,0.2465396732666602,4480.0,0.2724362155379101,4960.0,0.326620168929766,5520.0,0.386303769092969,6160.0,0.4319339532788457,7120.0,0.47127057190680455
fc,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.0375,8000,80,31,0.1,dt_fc_mup_gd_eighth_s31,128,,,,True,13.24621286301408,0.00020742852939292789,0.11376124620437622,6.074454307556152,80.0,6.461143493652344e-05,160.0,0.0009250283124917667,320.0,0.0033127406451956298,480.0,0.0008486518273442581,640.0,0.0017406551532063172,800.0,0.0019402126830140802,880.0,0.0025112272004184895,1200.0,0.013162695691281671,1440.0,0.034066415549538785,1600.0,0.05519755109525226,2000.0,0.06189229914421428,2240.0,0.07458004697555763,2560.0,0.094083180286167,2880.0,0.10445954016973008,3280.0,0.14811871815977035,3360.0,0.15994137525558472,3920.0,0.21455890932663949,4400.0,0.23495983768753936,4320.0,0.26236966890089397,4720.0,0.299875157057063,5360.0,0.3702119958998653,6000.0,0.4159482124746074,6320.0,0.4203749129547713,7360.0,0.4756146564380989
fc,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.0375,8000,80,32,0.1,dt_fc_mup_gd_eighth_s32,128,,,,True,12.985140560078435,0.00019912124844267964,0.12381744384765625,7.363250732421875,80.0,0.00018203258514404297,160.0,0.0008243046101552845,320.0,0.001589166351785319,560.0,0.0021047965003629437,720.0,0.001392477783264129,960.0,0.0078252262201953,1200.0,0.0053201187034889914,1360.0,0.007873892725546955,1520.0,0.00795466884460434,1840.0,0.018456884269098084,2160.0,0.029086415059769312,2320.0,0.031434778065500615,2640.0,0.08589257705813708,2880.0,0.09466546677562582,3120.0,0.12743325261038896,3280.0,0.16256237030029297,3680.0,0.22681007571794462,4000.0,0.24819238517115114,4240.0,0.28756020124522713,4560.0,0.3178257206817515,4880.0,0.3913787286231471,5120.0,0.4055250284688735,5440.0,0.41871629021002427,6720.0,0.4808963444911349
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.00125,8000,80,30,0.1,dt_fc_muon_p1_3_eighth_s30,128,direct_torch_svd,gesvd,1e-07,True,207.02969302993733,0.00015017090481705964,0.36921295523643494,12.754817962646484,80.0,0.0109483003616333,160.0,0.006467171055830874,160.0,0.0017470743734781533,240.0,0.0038249779754865724,240.0,0.003382202009260494,240.0,0.0026650759259913112,320.0,0.007043635768801308,320.0,0.006331996438385865,320.0,0.006517569091122125,320.0,0.00444371978733309,400.0,0.0134918378046378,400.0,0.01360176819226265,400.0,0.01863318140554318,480.0,0.01947544317816309,480.0,0.009913604502021663,560.0,0.008397579193115234,640.0,0.03479776476304645,640.0,0.0488459067325691,640.0,0.0735418285748096,720.0,0.06485162662936578,800.0,0.10899111533597522,880.0,0.22092355022163987,880.0,0.22528939257982475,1200.0,0.28880403141372174
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.00125,8000,80,31,0.1,dt_fc_muon_p1_3_eighth_s31,128,direct_torch_svd,gesvd,1e-07,True,191.7255090989638,0.00018243305385112762,0.36575430631637573,10.893851280212402,80.0,0.010358452796936035,160.0,0.0005514078796869829,160.0,0.0007393811560583071,240.0,0.0054459457692155565,240.0,0.0032270048618135367,240.0,0.001016118491808222,320.0,0.0058773574810959146,320.0,0.005590000237620733,320.0,0.006419079778567484,400.0,0.01040520365738499,400.0,0.01456229980313932,480.0,0.0030785582540354514,480.0,0.009751848860979474,560.0,0.012201775877716422,560.0,0.0039448139462217886,640.0,0.01627713441848755,640.0,0.01634385867525128,640.0,0.009654743537964156,720.0,0.07939196082745656,720.0,0.09832230289924136,800.0,0.12108555383321148,960.0,0.20604255518107314,1200.0,0.2922624193037026,1200.0,0.2898352864480561
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.00125,8000,80,32,0.1,dt_fc_muon_p1_3_eighth_s32,128,direct_torch_svd,gesvd,1e-07,True,193.71522320993245,0.00018660599016584456,0.3598639965057373,12.321866035461426,80.0,0.011901378631591797,160.0,0.007046037096550532,160.0,0.002833317251288585,240.0,0.00847043784689952,240.0,0.009514536107765658,240.0,0.006287681251544487,320.0,0.006169207980594262,320.0,0.0007097499970570218,320.0,0.0019610446687829248,400.0,0.011375642341820931,400.0,0.014393640843531579,480.0,0.0006370183821229968,480.0,0.003351391172251205,560.0,0.0031827904587149367,560.0,0.00019115746973152187,560.0,0.0025805234909057617,640.0,0.017513937010451088,640.0,0.012444108637282377,720.0,0.07213146022532839,720.0,0.08040971137828112,800.0,0.09632895717347592,880.0,0.20743634220679583,880.0,0.2206802620744831,960.0,0.2178549713374808
mmnn,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.0375,8000,80,30,0.1,dt_mmnn_mup_gd_eighth_s30,32,,,,True,15.740155076025985,8.554688247386366e-05,0.10815960168838501,14.807385444641113,80.0,0.002353072166442871,160.0,0.0032711604895749647,160.0,0.004232537221628481,240.0,0.005737517667213921,320.0,0.009027902116745857,320.0,0.01406645882307758,400.0,0.009719679454113107,480.0,0.012751436414175964,560.0,0.008905121919171342,640.0,0.003486001078641824,720.0,0.015535223190929637,800.0,0.005531036855988256,960.0,0.014046410492982086,1040.0,0.020117499277230208,1120.0,0.013861138075197005,1120.0,0.024694383144378662,1280.0,0.07560191593384355,1440.0,0.07265816639179802,1440.0,0.08599515648213162,1760.0,0.11656451118783422,1760.0,0.16026959862345155,1920.0,0.22210025968831015,2400.0,0.2908220191113783,3200.0,0.3850581457618227
mmnn,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.0375,8000,80,31,0.1,dt_mmnn_mup_gd_eighth_s31,32,,,,True,15.115047762054019,9.264335676562041e-05,0.09767128527164459,9.325223922729492,80.0,0.005761981010437012,80.0,0.003657185319219217,160.0,0.005687008947519037,160.0,0.005687700092274045,240.0,0.011072872426429202,320.0,0.01317944594027111,320.0,0.01675408168678832,400.0,0.01739537832080205,480.0,0.015824692984478358,560.0,0.019146770115397754,640.0,0.006774136517889835,800.0,0.01270230453179657,880.0,0.026848856050481748,960.0,0.04866500933250924,1120.0,0.03965053091405525,1200.0,0.04905712604522705,1360.0,0.07914571401730726,1440.0,0.12363301767599881,1440.0,0.12259631356174788,1600.0,0.14516073528741816,1680.0,0.15828609664251486,1680.0,0.19672552599791854,1920.0,0.2513817171475375,2320.0,0.33650386849427283
mmnn,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.0375,8000,80,32,0.1,dt_mmnn_mup_gd_eighth_s32,32,,,,True,15.336732610943727,0.0001512260059826076,0.10329613089561462,8.547019958496094,80.0,0.010880887508392334,80.0,0.008544275587955334,160.0,0.00566389502315358,240.0,0.007342419593353953,240.0,0.007343781462498956,320.0,0.0059887219481660325,400.0,0.0019164395634895372,400.0,0.011024519662867693,480.0,0.0068429475005323875,560.0,0.014282851869006628,720.0,0.01346650582006197,880.0,0.018907967326159777,960.0,0.04876023009489738,960.0,0.033149025256135105,1120.0,0.06211278163141211,1200.0,0.0556408166885376,1280.0,0.08568402019535612,1440.0,0.10747070799354384,1520.0,0.09471331355945706,1520.0,0.092432293904965,1680.0,0.1353351499623858,1840.0,0.1890072029262805,2000.0,0.18877135891472158,2080.0,0.2590522370962358
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.000375,8000,80,30,0.1,dt_mmnn_muon_p1_3_eighth_s30,32,direct_torch_svd,gesvd,1e-07,True,112.78389280394185,8.4309111116454e-05,0.19869399070739746,18.096439361572266,240.0,0.005615592002868652,320.0,0.002929933253088107,400.0,0.006406537675277369,480.0,0.004614894210277749,560.0,0.00480627231698986,560.0,0.005745693077186431,640.0,0.008080798872197157,640.0,0.008119423384595413,720.0,0.007510359944562058,720.0,0.012347273455523023,800.0,0.0037962610907979403,800.0,0.0030357089366244835,880.0,0.009264688712628342,880.0,0.015479951930740789,960.0,0.03013240812773271,960.0,0.019341468811035156,1040.0,0.0365706925581228,1040.0,0.044556647582791806,1120.0,0.05868271727168352,1200.0,0.0819355281936512,1280.0,0.11385826478480694,1280.0,0.1513526774887912,1200.0,0.19446944434954339,1520.0,0.2841408490186012
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.000375,8000,80,31,0.1,dt_mmnn_muon_p1_3_eighth_s31,32,direct_torch_svd,gesvd,1e-07,True,112.31840129604097,0.00010708421177696437,0.1706172376871109,14.240367889404297,240.0,0.009027361869812012,240.0,0.0047072057930357064,320.0,0.003061471986059379,400.0,0.006397150074951622,400.0,0.005970515102533993,480.0,0.004814223978165068,480.0,0.003866682137933529,480.0,0.0040126819156754,560.0,0.0007007219174520308,640.0,0.0065396136910436725,640.0,0.0067082816062932074,720.0,0.0035801032741389766,720.0,0.004861892565818208,720.0,0.011706000862067113,800.0,0.011385163695239845,800.0,0.005402326583862305,880.0,0.0001345637909853668,960.0,0.005032550587493316,960.0,0.008099200294795312,960.0,0.02759587215258855,1040.0,0.043522487388695796,1120.0,0.142551185321391,1200.0,0.1865401599715927,1360.0,0.22728522845547924
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.000375,8000,80,32,0.1,dt_mmnn_muon_p1_3_eighth_s32,32,direct_torch_svd,gesvd,1e-07,True,111.99337572301738,9.917198622133583e-05,0.1860346496105194,16.04684829711914,240.0,0.008607327938079834,240.0,0.009224320063828811,320.0,0.0039419680563481125,400.0,0.0027460528821498936,480.0,0.00206117360449646,480.0,0.0036235641548805968,480.0,8.54980240986812e-05,480.0,0.003312951744918373,560.0,0.001259772889060145,560.0,0.0023609433357892323,640.0,0.01313862415161858,640.0,0.014147327365590257,720.0,0.017305860261336063,720.0,8.81889181347289e-05,800.0,0.002064547015353145,800.0,0.0003094673156738281,800.0,0.026630813446487253,880.0,0.037893758965344325,960.0,0.05197253223257589,1040.0,0.07721863661974225,1120.0,0.09723747610682458,1040.0,0.15746022472363416,1040.0,0.1360826213123282,1360.0,0.22127040687623545
