r,num_depths,slope_V_same_off_vs_L,intercept_V_same_off_vs_L,slope_C_same_off_vs_L,intercept_C_same_off_vs_L,slope_A_same_off_vs_L,intercept_A_same_off_vs_L,slope_V_disjoint_off_vs_L,intercept_V_disjoint_off_vs_L,slope_C_disjoint_off_vs_L,intercept_C_disjoint_off_vs_L,slope_A_disjoint_off_vs_L,intercept_A_disjoint_off_vs_L
32,2,0.4743303330032984,-7.612710976525034,0.4892606339217759,-3.461246566876026,0.5047701135703135,0.6898517623609389,3.7543895577032114,-11.936221442750394,3.7676936171311493,-7.790382621795093,3.804045336830082,-3.6616209658470678
64,2,1.8384825519302566,-9.90479705720287,1.8375370071208632,-5.735904475456408,1.8365317690469591,-1.5668302181189209,2.309065787326623,-11.908585222651983,2.2944279907859038,-7.723311589397678,2.30121530909224,-3.568185904129129
