step,seed,loss,tau,selected
1,2,0.47555074095726013,1.2495977052722038,59 58 60 57 61 56 62 55
100,2,0.40745460987091064,1.2104047321570373,31 26 32 30 33 29 34 28
200,2,0.2862672507762909,1.1720636925025194,33 22 43 37 36 38 35 39
300,2,0.28910019993782043,1.1349371518356002,28 40 18 50 23 24 25 22
400,2,0.2914597690105438,1.098986639426112,33 22 43 11 53 34 35 36
500,2,0.27370917797088623,1.0641749031509808,34 22 44 11 54 0 17 18
600,2,0.24709762632846832,1.0304658708933632,32 22 42 11 53 33 34 31
700,2,0.2781805992126465,0.9978246131645195,32 21 43 9 55 0 63 33
800,2,0.2783510684967041,0.9662173069096798,30 41 20 52 9 63 0 19
900,2,0.257916122674942,0.9356112004604039,32 42 22 51 11 38 37 39
1000,2,0.2991272807121277,0.9059745795971195,30 41 20 51 9 42 43 40
1100,2,0.3006722629070282,0.8772767346866686,30 41 20 53 9 63 46 45
1200,2,0.31900662183761597,0.8494879288608139,29 41 55 19 63 0 48 50
1300,2,0.3986421823501587,0.822579367202728,30 57 44 0 18 63 53 54
1400,2,0.3399350643157959,0.7965231669095385,28 53 41 15 63 0 50 49
1500,2,0.3732057809829712,0.7712923284000122,51 39 23 63 9 49 50 48
1600,2,0.34528034925460815,0.7468607073374355,53 36 23 63 45 7 50 49
1700,2,0.34073054790496826,0.723202987538707,29 51 40 19 63 5 47 46
1800,2,0.24780429899692535,0.7002946547415665,28 39 52 19 8 29 30 31
1900,2,0.33150148391723633,0.6781119712027766,27 51 37 19 28 29 26 30
2000,2,0.30149441957473755,0.6566319511009417,27 38 52 18 63 30 29 31
2100,2,0.28283923864364624,0.6358323367184706,27 39 52 19 63 31 32 30
2200,2,0.3115917146205902,0.6156915753780029,28 40 52 19 30 29 31 32
2300,2,0.29041603207588196,0.5961887971094048,28 40 52 19 42 43 41 44
2400,2,0.3240130543708801,0.5773037930241883,30 46 20 55 38 43 44 42
2500,2,0.2995324730873108,0.5590169943749475,31 46 20 55 39 44 43 45
2600,2,0.3312492370605469,0.5413094522781122,30 42 52 21 41 43 40 44
2700,2,0.27440953254699707,0.5241628180790088,28 38 51 20 39 40 41 42
2800,2,0.3114764094352722,0.5075593243388804,29 40 51 19 42 41 43 44
2900,2,0.3329427242279053,0.4914817664241675,30 47 20 39 56 44 43 45
3000,2,0.2716718912124634,0.47591348467896966,29 42 53 19 43 44 45 41
3100,2,0.2699053883552551,0.4608383471622164,29 40 52 20 9 42 41 43
3200,2,0.27926748991012573,0.44624073293165945,29 39 21 51 28 30 27 31
3300,2,0.2824440896511078,0.43210551585736423,30 40 21 50 31 29 32 28
3400,2,0.28209662437438965,0.4184180489479291,30 40 20 50 35 36 37 34
3500,2,0.28115230798721313,0.40516414917319066,32 43 21 51 40 41 39 42
3600,2,0.2838457524776459,0.3923300827676878,29 40 50 20 42 43 44 41
3700,2,0.3435730040073395,0.3799025509996571,29 41 51 20 43 42 44 45
3800,2,0.2991562485694885,0.3678686763908121,30 43 20 52 42 44 41 45
3900,2,0.2927857041358948,0.3562159893726279,29 41 51 19 43 42 44 45
4000,2,0.3175995647907257,0.3449324153653037,27 42 17 52 44 43 45 46
4100,2,0.32050374150276184,0.3340062622660164,27 47 18 37 55 45 44 46
4200,2,0.2774946689605713,0.32342620833349656,28 41 19 52 26 25 44 45
4300,2,0.33890700340270996,0.31318129045637755,27 40 19 51 24 25 23 26
4400,2,0.2960394620895386,0.3032608927931576,26 46 17 36 54 45 44 47
4500,2,0.26109015941619873,0.29365473577200474,26 41 17 51 44 45 43 46
4600,2,0.28092095255851746,0.2843528654390072,26 45 17 36 54 46 44 47
4700,2,0.29394271969795227,0.2753456431438301,26 49 37 17 24 23 25 22
4800,2,0.29670628905296326,0.26662373555209185,28 41 19 53 26 25 27 24
4900,2,0.30493849515914917,0.25817810497411076,27 40 18 51 25 26 24 23
5000,2,0.3068885803222656,0.25,28 40 19 51 26 25 27 24
