model,seed,scenario,category,count,wavenumber,noise,aperture_degrees,task,auc,average_precision,iou_top7,centroid_error,area_matched_iou,score_correlation_exact,relative_residual,success_ap80
exact,17,one obstacle,ID,1,8.0,0.05,360.0,10,1.0,0.9999999999999999,0.1388888888888889,0.054757680743932724,1.0,1.0,4.975484625902027e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,11,0.9992732077964982,0.9505266955266954,0.20833333333333334,0.003860349301248789,0.7647058823529411,1.0,4.966500273440033e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,12,1.0,0.9999999999999998,0.19444444444444445,0.014138423837721348,1.0,1.0,4.9351248890161514e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,13,1.0,0.9999999999999998,0.09722222222222222,0.0324026457965374,1.0,1.0,5.29888529854361e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,14,0.999671592775041,0.9722222222222222,0.125,0.10535680502653122,0.8,1.0,5.132026126375422e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,15,1.0,1.0,0.2222222222222222,8.33000246558413e-09,1.0,1.0,4.8648678784957156e-05,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,16,1.0,1.0,0.16666666666666666,0.017632124945521355,1.0,0.9999999954488844,0.0005988123011775315,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,17,0.9998027613412229,0.980909090909091,0.1388888888888889,0.040926799178123474,0.8181818181818182,0.9999999950694762,0.0005794665194116533,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,18,0.9998905309250137,0.9888888888888892,0.125,0.07753880321979523,0.8,0.9999999958617739,0.0004913664306513965,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,19,1.0,1.0,0.19444444444444445,0.00908883661031723,1.0,0.9999999978535542,0.0006658236379735172,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,20,1.0,0.9999999999999998,0.09722222222222222,0.11595410108566284,1.0,0.9999999981901525,0.0004849588731303811,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,21,1.0,1.0,0.1527777777777778,0.012327724136412144,1.0,0.9999999944215007,0.000596953381318599,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,22,1.0,1.0,0.16666666666666666,1.1183533210612495e-08,1.0,0.9999999973249809,0.00046797667164355516,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,23,1.0,1.0,0.16666666666666666,0.008014578372240067,1.0,0.9999999973471887,0.0006678134668618441,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,24,1.0,1.0,0.1111111111111111,0.19345013797283173,1.0,0.9999999986721788,0.0006413941737264395,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,25,1.0,1.0,0.1111111111111111,0.18410524725914001,1.0,0.9999999935009791,0.000514087441843003,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,26,0.9999476302697041,0.9973684210526316,0.2638888888888889,0.005015079397708178,0.9,0.999999998633542,0.0008164873579517007,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,27,1.0,1.0,0.19444444444444445,0.004764895420521498,1.0,0.9999999972035036,0.0006909416988492012,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,28,0.999820515121601,0.9841597796143251,0.1527777777777778,0.05667930468916893,0.8333333333333334,0.9999999962255436,0.0007268716581165791,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,29,1.0,1.0,0.1111111111111111,0.22159940004348755,1.0,0.9999999924200881,0.0006649300339631736,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,30,0.9998595308329822,0.9821428571428572,0.09722222222222222,0.1291208565235138,0.75,0.9999999957516196,0.0005532154464162886,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,31,1.0,0.9999999999999999,0.1388888888888889,0.025722265243530273,1.0,0.9999999956998809,0.0005957848043181002,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,16,1.0,1.0,0.16666666666666666,0.017632124945521355,1.0,0.9999999979081902,0.0005939753027632833,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,17,0.9998027613412229,0.9809090909090908,0.1388888888888889,0.040926799178123474,0.8181818181818182,0.9999999961864906,0.0005280323675833642,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,18,0.9998905309250137,0.9888888888888889,0.125,0.07753880321979523,0.8,0.9999999954343898,0.0004884565132670105,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,19,1.0,1.0,0.19444444444444445,0.00908883661031723,1.0,0.9999999964984154,0.0007128159049898386,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,20,1.0,1.0,0.09722222222222222,0.11595410108566284,1.0,0.9999999977312601,0.0005100150010548532,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,21,1.0,1.0,0.1527777777777778,0.012327724136412144,1.0,0.9999999961389971,0.0005841051461175084,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,22,1.0,1.0,0.16666666666666666,1.1183533210612495e-08,1.0,0.9999999969956851,0.00045903504360467196,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,23,1.0,1.0,0.16666666666666666,0.008014578372240067,1.0,0.9999999959132753,0.0007094456814229488,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,24,1.0,1.0,0.1111111111111111,0.19345013797283173,1.0,0.999999998535631,0.0006497373688034713,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,25,1.0,1.0,0.1111111111111111,0.18410524725914001,1.0,0.9999999941978258,0.0005013845511712134,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,26,0.9999476302697041,0.9973684210526316,0.2638888888888889,0.005015079397708178,0.9,0.9999999973072788,0.000898234429769218,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,27,1.0,1.0,0.19444444444444445,0.004764895420521498,1.0,0.99999999782715,0.0007160772802308202,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,28,0.999820515121601,0.9841597796143251,0.1527777777777778,0.05667930468916893,0.8333333333333334,0.9999999958446953,0.0006860796711407602,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,29,1.0,1.0,0.1111111111111111,0.22159940004348755,1.0,0.9999999913715175,0.0006410210044123232,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,30,0.9998595308329822,0.9821428571428572,0.09722222222222222,0.1291208565235138,0.75,0.9999999974441183,0.0005227323854342103,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,31,1.0,1.0,0.1388888888888889,0.025722265243530273,1.0,0.9999999951900619,0.000580331077799201,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,16,1.0,1.0,0.16666666666666666,0.017632124945521355,1.0,1.0,4.991247988073155e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,17,0.9998027613412229,0.980909090909091,0.1388888888888889,0.040926799178123474,0.8181818181818182,1.0,5.1617018471006304e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,18,0.9998905309250137,0.9888888888888889,0.125,0.07753880321979523,0.8,1.0,5.157067425898276e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,19,1.0,1.0,0.19444444444444445,0.00908883661031723,1.0,1.0,4.9011501687346026e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,20,1.0,1.0,0.09722222222222222,0.11595410108566284,1.0,1.0,5.2492796385195106e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,21,1.0,1.0,0.1527777777777778,0.012327724136412144,1.0,1.0,4.941494626109488e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,22,1.0,1.0,0.16666666666666666,1.1183533210612495e-08,1.0,1.0,5.069089456810616e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,23,1.0,1.0,0.16666666666666666,0.008014578372240067,1.0,1.0,4.930283103021793e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,24,1.0,1.0,0.1111111111111111,0.19345013797283173,1.0,1.0,5.316868191584945e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,25,1.0,1.0,0.1111111111111111,0.18410524725914001,1.0,1.0,5.020785829401575e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,26,0.9999476302697041,0.9973684210526316,0.2638888888888889,0.005015079397708178,0.9,1.0,4.6366898459382355e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,27,1.0,1.0,0.19444444444444445,0.004764895420521498,1.0,1.0,4.894980520475656e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,28,0.999820515121601,0.984159779614325,0.1527777777777778,0.05667930468916893,0.8333333333333334,1.0,5.038838935433887e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,29,1.0,1.0,0.1111111111111111,0.22159940004348755,1.0,1.0,4.982250902685337e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,30,0.9998595308329822,0.9821428571428572,0.09722222222222222,0.1291208565235138,0.75,1.0,5.692772538168356e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,31,1.0,0.9999999999999999,0.1388888888888889,0.025722265243530273,1.0,1.0,4.990939123672433e-05,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,32,1.0,1.0,0.16666666666666666,0.06529202312231064,1.0,0.9999999974774171,0.0004934871103614569,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,33,1.0,0.9999999999999998,0.19444444444444445,0.0024577677249908447,1.0,0.9999999972761173,0.0005968782352283597,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,34,1.0,1.0,0.09722222222222222,0.23602266609668732,1.0,0.999999993967182,0.0005339453346095979,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,35,1.0,1.0,0.19444444444444445,0.0059378198347985744,1.0,0.9999999979326053,0.0006605398957617581,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,36,0.999671592775041,0.9626543209876546,0.125,0.09073129296302795,0.8,0.9999999944920703,0.00044970729504711926,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,37,0.9992990244757287,0.9579991423417029,0.2361111111111111,0.004269765689969063,0.7894736842105263,0.9999999987147405,0.0008625961490906775,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,38,1.0,1.0,0.1111111111111111,0.13460300862789154,1.0,0.9999999930702647,0.000466800294816494,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,39,1.0,0.9999999999999998,0.19444444444444445,0.051861196756362915,1.0,0.9999999948143065,0.0008205132908187807,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,40,0.9998678559629997,0.9913888888888889,0.20833333333333334,0.03658245876431465,0.875,0.9999999951200648,0.0008373160962946713,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,41,1.0,0.9999999999999998,0.09722222222222222,0.20893456041812897,1.0,0.9999999936074823,0.0005340449861250818,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,42,1.0,1.0,0.125,0.1689232885837555,1.0,0.9999999931338683,0.0006606369279325008,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,43,1.0,1.0,0.2361111111111111,0.006826947443187237,1.0,0.9999999981221394,0.000912377901840955,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,44,1.0,1.0,0.1388888888888889,0.06759200245141983,1.0,0.9999999915001682,0.0007937669288367033,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,45,0.999282060486404,0.9527629233511586,0.1527777777777778,0.015540764667093754,0.6923076923076923,0.9999999970125525,0.000769565929658711,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,46,1.0,1.0,0.2361111111111111,0.007558618672192097,1.0,0.9999999991317561,0.0006579100736416876,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,47,1.0,1.0,0.1527777777777778,0.026917731389403343,1.0,0.9999999953882662,0.0008141258149407804,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,32,1.0,1.0,0.16666666666666666,0.06529202312231064,1.0,0.9999999956095696,0.0005050073959864676,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,33,1.0,0.9999999999999998,0.19444444444444445,0.0024577677249908447,1.0,0.9999999988634677,0.0005997021216899157,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,34,1.0,0.9999999999999998,0.09722222222222222,0.23602266609668732,1.0,0.9999999929527509,0.0005370107246562839,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,35,1.0,1.0,0.19444444444444445,0.0059378198347985744,1.0,0.9999999967033572,0.0005968264886178076,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,36,0.9996715927750411,0.9626543209876544,0.125,0.09073129296302795,0.8,0.9999999947211814,0.0004720519355032593,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,37,0.9992990244757287,0.9579991423417029,0.2361111111111111,0.004269765689969063,0.7894736842105263,0.9999999973433628,0.0008986105094663799,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,38,1.0,1.0,0.1111111111111111,0.13460300862789154,1.0,0.9999999922623514,0.0005030469037592411,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,39,1.0,1.0,0.19444444444444445,0.051861196756362915,1.0,0.9999999940835838,0.0008417789940722287,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,40,0.9998678559629997,0.9913888888888889,0.20833333333333334,0.03658245876431465,0.875,0.9999999948778032,0.0008642314351163805,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,41,1.0,1.0,0.09722222222222222,0.20893456041812897,1.0,0.9999999933183433,0.0005467865848913789,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,42,1.0,1.0,0.125,0.1689232885837555,1.0,0.9999999910315128,0.0006430578650906682,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,43,1.0,1.0,0.2361111111111111,0.006826947443187237,1.0,0.9999999975223148,0.0008958179969340563,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,44,1.0,0.9999999999999999,0.1388888888888889,0.06759200245141983,1.0,0.999999989219266,0.0008067098096944392,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,45,0.999282060486404,0.9527629233511588,0.1527777777777778,0.015540764667093754,0.6923076923076923,0.9999999963414761,0.0007457365281879902,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,46,1.0,1.0,0.2361111111111111,0.007558618672192097,1.0,0.9999999992562734,0.0007042490760795772,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,47,1.0,1.0,0.1527777777777778,0.026917731389403343,1.0,0.9999999911112932,0.000748183811083436,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,32,1.0,1.0,0.16666666666666666,0.06529202312231064,1.0,1.0,4.91362989123445e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,33,1.0,1.0,0.19444444444444445,0.0024577677249908447,1.0,1.0,5.003046680940315e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,34,1.0,0.9999999999999998,0.09722222222222222,0.23602266609668732,1.0,1.0,5.238731318968348e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,35,1.0,1.0,0.19444444444444445,0.0059378198347985744,1.0,1.0,5.052793494542129e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,36,0.9996715927750411,0.9626543209876544,0.125,0.09073129296302795,0.8,1.0,5.098035035189241e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,37,0.9992990244757287,0.9579991423417029,0.2361111111111111,0.004269765689969063,0.7894736842105263,1.0,4.742148666991852e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,38,1.0,1.0,0.1111111111111111,0.13460300862789154,1.0,1.0,5.159599822945893e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,39,1.0,1.0,0.19444444444444445,0.051861196756362915,1.0,1.0,4.9697959184413776e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,40,0.9998678559629997,0.9913888888888889,0.20833333333333334,0.03658245876431465,0.875,1.0,4.594232450472191e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,41,1.0,1.0,0.09722222222222222,0.20893456041812897,1.0,1.0,5.106928801978938e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,42,1.0,1.0,0.125,0.1689232885837555,1.0,1.0,4.930862633045763e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,43,1.0,1.0,0.2361111111111111,0.006826947443187237,1.0,1.0,4.66709716420155e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,44,1.0,1.0,0.1388888888888889,0.06759200245141983,1.0,1.0,5.09304809384048e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,45,0.999282060486404,0.9527629233511586,0.1527777777777778,0.015540764667093754,0.6923076923076923,1.0,4.931080911774188e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,46,1.0,1.0,0.2361111111111111,0.007558618672192097,1.0,1.0,4.851795529248193e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,47,1.0,1.0,0.1527777777777778,0.026917731389403343,1.0,1.0,5.068649261374958e-05,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,48,1.0,1.0,0.125,0.19302333891391754,1.0,0.9999999961823703,0.0005159169086255133,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,49,1.0,1.0,0.1111111111111111,0.07915551215410233,1.0,0.9999999953760043,0.0004488756530918181,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,50,0.9995756718528995,0.9650528043385185,0.19444444444444445,0.0074749537743628025,0.8666666666666667,0.9999999973080361,0.000870270247105509,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,51,1.0,1.0,0.1388888888888889,0.1270820051431656,1.0,0.9999999930842138,0.0005285739316605031,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,52,0.999507874015748,0.9472222222222222,0.1111111111111111,0.020788533613085747,0.6,0.9999999926568187,0.0005959509289823472,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,53,0.9996715927750411,0.9626543209876544,0.125,0.04207466170191765,0.8,0.9999999940785839,0.0005841986858285964,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,54,0.9998905309250137,0.9888888888888892,0.125,0.10191576927900314,0.8,0.9999999952255548,0.0004992627073079348,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,55,1.0,1.0,0.09722222222222222,0.19622305035591125,1.0,0.9999999933624938,0.00046873948303982615,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,56,0.9998905309250137,0.9888888888888892,0.125,0.032982710748910904,0.8,0.9999999846662507,0.0008104938315227628,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,57,0.9997307726824015,0.9805194805194806,0.1527777777777778,0.04568058252334595,0.8333333333333334,0.9999999953319314,0.000843781977891922,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,58,1.0,1.0,0.1111111111111111,0.01836021989583969,1.0,0.9999999917887483,0.0007028404506854713,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,59,1.0,1.0,0.18055555555555555,0.016196507960557938,1.0,0.9999999978731464,0.0007808883674442768,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,60,1.0,1.0,0.16666666666666666,0.032416991889476776,1.0,0.9999999959790267,0.00047083961544558406,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,61,1.0,1.0,0.1111111111111111,0.16134604811668396,1.0,0.9999999931468122,0.00046595296589657664,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,62,1.0,0.9999999999999998,0.19444444444444445,0.007611935958266258,1.0,0.9999999969987291,0.0006647070404142141,1.0
small,17,one obstacle,ID,1,8.0,0.05,360.0,63,1.0,1.0,0.1527777777777778,0.0674651563167572,1.0,0.9999999944214688,0.0007360784220509231,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,48,1.0,1.0,0.125,0.19302333891391754,1.0,0.9999999953545612,0.0005482356064021587,1.0
foundation,17,one obstacle,ID,1,8.0,0.05,360.0,49,1.0,1.0,0.1111111111111111,0.07915551215410233,1.0,0.9999999953069165,0.0004425915831234306,1.0
