model,scenario,category,n_tasks,balanced_brier_mean,balanced_brier_ci95,balanced_brier_q10,balanced_nll_mean,balanced_nll_ci95,balanced_nll_q10,balanced_ece_mean,balanced_ece_ci95,balanced_ece_q10,uncertainty_error_auc_mean,uncertainty_error_auc_ci95,uncertainty_error_auc_q10,credible_confident_fraction_mean,credible_confident_fraction_ci95,credible_confident_fraction_q10,credible_selective_accuracy_mean,credible_selective_accuracy_ci95,credible_selective_accuracy_q10,mean_score_std_mean,mean_score_std_ci95,mean_score_std_q10
exact,two obstacles,ID,192,0.019173573258740362,0.0007449318486545734,0.011981895565986634,0.06990889506414533,0.002137851573052286,0.05034578591585159,0.02696905633880912,0.000672678305287485,0.02109446916729212,0.9641821685981663,0.0019938542704568828,0.9457301509815544,0.9048919677734375,0.002641889310091863,0.87802734375,0.9887516771753629,0.0011604376822669153,0.9784921169281006,0.06683332577813417,0.00014580175728504054,0.0655422106385231
exact,wavenumber 12,OOD frequency,192,0.018443532271097258,0.0017609521197335361,0.006946638925001025,0.07047922706503111,0.005348926280983772,0.03576397076249123,0.048713431654808424,0.0037427458692301453,0.02546003311872482,0.9903117954559719,0.0006362105708856692,0.984463766983845,0.955230712890625,0.0011280483607274841,0.9443359375,0.9998070125778517,7.398527022073497e-05,0.9989744246006012,0.05395329879441609,0.00011728631579608809,0.05292428247630596
foundation,180-degree aperture,OOD aperture,192,0.07768331281840801,0.002200238532920867,0.05583887584507465,0.27724413853138685,0.00994307562254258,0.1841801330447197,0.09211818136585255,0.0031310817769081814,0.05971804335713386,0.8751309558439729,0.004864891464561401,0.8317110294282617,0.7510121663411459,0.0036486875588051075,0.724609375,0.911306932878991,0.0061345644500240175,0.8555462777614593,0.07212361235481997,0.00017955375761514794,0.0705067865550518
foundation,30% noise,OOD noise,192,0.04174797047744505,0.0014091807534799335,0.028516631014645098,0.1607506628303478,0.006781235855959221,0.09787900894880294,0.05107307913325106,0.0018135302363223107,0.03309199772775173,0.9308056343831904,0.0024731068667761813,0.9081193032599809,0.8683319091796875,0.0017523541175688323,0.85361328125,0.9565131440758705,0.002595136003670371,0.9339418768882751,0.06329555541742593,0.00015726758110147374,0.06191667839884758
foundation,four obstacles,ID,192,0.022391699657115776,0.0006952288833506678,0.01590618770569563,0.08240238747869928,0.0022092995454456345,0.06373431533575058,0.03331620594447789,0.002167788709357096,0.01787749342620373,0.9694759334063269,0.0013053756376719431,0.9570682834414547,0.8880767822265625,0.002248610802409325,0.8681640625,0.9952132496982813,0.0006441897664231879,0.9887577533721924,0.05912751818929488,0.00013066764474342645,0.057980525121092794
foundation,heteroscedastic noise,OOD noise,192,0.023422573489369825,0.0010197683182056755,0.014250418171286583,0.08372975133048992,0.0028819322706739427,0.05971264168620109,0.032530253510534145,0.0009362293789593979,0.024005289562046526,0.9610081836000722,0.0018317560939013163,0.9454606802806524,0.8795674641927084,0.0028969004820203195,0.8544921875,0.989062102821966,0.0013037342400617372,0.9765469014644623,0.06502029408390324,0.0001296466028059164,0.06395347192883491
foundation,mirrored kites,lsmlab-inspired,192,0.020038951493916102,0.0007480502150131541,0.012581209558993578,0.07340237020980567,0.002289607520251056,0.0515561155974865,0.027291619131574407,0.0006326112126344686,0.02188283149152994,0.9624351228560014,0.0020203059915119195,0.9450399294071189,0.9036000569661459,0.0024794641914923257,0.8828125,0.9874158355717858,0.0013135188621776176,0.9756124258041382,0.06669546093326062,0.00013310492667042441,0.06554915606975556
foundation,one obstacle,ID,192,0.11203314850960548,0.00927041801004537,0.059663839638233185,0.334731802266712,0.018305410615385185,0.22715043276548386,0.24033286220704517,0.008370219954476604,0.18633877336978913,0.9456800753890885,0.021556278477174222,0.5487076836634366,0.7876688639322916,0.02108256674585752,0.5990234375,0.9999999909972151,3.026990543836554e-09,0.9999999403953552,0.08263040081753086,0.0001090017811479125,0.08156893849372863
foundation,six obstacles,OOD count,192,0.055835887983751796,0.001926295353684728,0.038249682262539865,0.18641382413140187,0.005690500682100448,0.1347201645374298,0.047162109413572274,0.0024109356020064676,0.02651260271668434,0.9411078914492933,0.00162327160889807,0.9265840761980468,0.8286641438802084,0.0027700328422623614,0.80576171875,0.9786088687057296,0.002469598984680605,0.9559350490570069,0.057248012841834374,0.0001244138970565126,0.05617103241384029
foundation,three obstacles,ID,192,0.022243604107643478,0.0007938777704683428,0.015546085219830275,0.081143362292399,0.0022841057972784345,0.061485429853200914,0.031153955904301256,0.0012152977350706044,0.022011619992554188,0.965266130814085,0.0015145718281279435,0.9520009043900346,0.8882242838541666,0.002230543798146941,0.8673828125,0.9914672983189424,0.0010943982093944925,0.9811650037765502,0.06263501360081136,0.00011502163416727105,0.06163162812590599
foundation,three stars,OOD shape,192,0.029190044947123777,0.0009105712529332122,0.019892323203384875,0.10584217948295797,0.003079953448246991,0.07701474353671074,0.03232275559760941,0.0010843074768923154,0.02186609394848347,0.9563838188858996,0.0017191303497297874,0.9390905154100074,0.88006591796875,0.0020998653731263495,0.86142578125,0.9835531851276755,0.0016995912116151471,0.9660401940345764,0.06274250444645683,0.00011836980311171548,0.06175688020884991
foundation,two crescents,OOD shape,192,0.020948162530354846,0.0006802117183124494,0.014706188626587392,0.07971985620679334,0.002369506656606257,0.059433092921972276,0.026203132515850786,0.0007103382859166012,0.02063262667506933,0.9580508119911958,0.0021001780375565758,0.9396925826417346,0.9091949462890625,0.002951579008601926,0.87705078125,0.9830627795308828,0.0012378059832161697,0.9721106350421905,0.06656053363500784,0.00018538862545723468,0.06470036506652832
foundation,two obstacles,ID,192,0.01939354798135658,0.0007574355766534689,0.012054045032709838,0.07061522265818591,0.0022062021074191985,0.050230782479047775,0.027237878763116896,0.0006807248326941412,0.02167461458593607,0.9634063688645567,0.00206111248422083,0.9448338967877477,0.9042409261067709,0.0027061986521445653,0.87705078125,0.9883045479655266,0.0011977701765717782,0.9774628460407258,0.06683979524920385,0.00014607661091862735,0.06553417146205902
foundation,wavenumber 12,OOD frequency,192,0.018822692897326004,0.0018215264206438253,0.006922705518081784,0.07157346443273127,0.005513057739843438,0.03581715673208237,0.049468678761816896,0.003809168735270278,0.02570218686014414,0.9904880814852858,0.0006192638995697428,0.9845661933114034,0.9556630452473959,0.0010920858573390691,0.9443359375,0.9998179792116085,7.140068459379828e-05,0.9989755511283874,0.05380163809362178,0.00012181277498361139,0.0527665302157402
