step,split,loss,test_mse,beta_mse,R_correct_mass,conf_diag,conf_offdiag_mean,margin_mean,margin_min,slot_entropy,slot_overlap,slot_self_mass,col_load_max,col_load_var,sv1_logits,svK_logits,rank_logits,effrank_logits
1,train,1.1506824493408203,1.1506824493408203,1.0816469192504883,0.12487176060676575,0.12487176060676575,0.12501832842826843,-0.021908804774284363,-0.04448558762669563,4.850534915924072,5.339600829756819e-05,0.00783596746623516,0.0651891678571701,1.1597985576372594e-06,0.5098184943199158,0.00840392429381609,8.0,5.112089157104492
100,train,0.3155081570148468,0.3155081570148468,0.31146323680877686,0.12807577848434448,0.12807577848434448,0.12456061691045761,-0.04398265853524208,-0.08732181787490845,4.841426849365234,5.3134695917833596e-05,0.007981222122907639,0.06653238832950592,1.608982302059303e-06,1.2816786766052246,0.004351004958152771,8.0,4.186866760253906
200,train,0.12652024626731873,0.12652024626731873,0.1409795880317688,0.1276128888130188,0.1276128888130188,0.12462672591209412,-0.04930590093135834,-0.08556421846151352,4.836365222930908,5.3004980145487934e-05,0.008063248358666897,0.06739679723978043,2.2038352653908078e-06,1.5953787565231323,0.005003222264349461,8.0,3.9100699424743652
300,train,0.1014312356710434,0.1014312356710434,0.10058678686618805,0.12859748303890228,0.12859749794006348,0.12448607385158539,-0.047758083790540695,-0.10080653429031372,4.834413528442383,5.297843745211139e-05,0.008095210418105125,0.06819075345993042,3.1701283660368063e-06,1.6693226099014282,0.005176480859518051,8.0,3.9417340755462646
400,train,0.11355255544185638,0.11355255544185638,0.12092766165733337,0.12699425220489502,0.12699425220489502,0.12471511214971542,-0.058439575135707855,-0.10452084243297577,4.83107328414917,5.2914612751919776e-05,0.008150790818035603,0.06925621628761292,4.243913735990645e-06,1.8356406688690186,0.0052231899462640285,8.0,3.893825054168701
500,train,0.09993326663970947,0.09993326663970947,0.10569905489683151,0.12828120589256287,0.12828120589256287,0.12453125417232513,-0.060223765671253204,-0.12077121436595917,4.826700687408447,5.283350037643686e-05,0.008224790915846825,0.07051843404769897,5.767486982222181e-06,2.012608766555786,0.005340539384633303,8.0,3.8631651401519775
500,test,,0.11538406647741795,0.1122819185256958,0.12783218175172806,0.12783217802643776,0.12459540832787752,-0.06397379282861948,-0.10830993670970201,4.826146304607391,5.2832133860647446e-05,0.008234073291532695,0.07060359511524439,6.130336601017916e-06,2.03318852186203,0.005339948576875031,8.0,3.8435668349266052
600,train,0.1011059582233429,0.1011059582233429,0.10651698708534241,0.12833699584007263,0.12833699584007263,0.12452328950166702,-0.0697164237499237,-0.11986520886421204,4.8178300857543945,5.269920075079426e-05,0.00837630033493042,0.07227431237697601,9.355412657896522e-06,2.33784818649292,0.005455627106130123,8.0,3.786191701889038
700,train,0.09486876428127289,0.09486876428127289,0.10316837579011917,0.1288115233182907,0.12881150841712952,0.12445549666881561,-0.07832033932209015,-0.1306982934474945,4.812573432922363,5.264356514089741e-05,0.008467339910566807,0.07398161292076111,1.203938609251054e-05,2.5522775650024414,0.005612947512418032,8.0,3.7185871601104736
800,train,0.08367320895195007,0.08367320895195007,0.09268422424793243,0.1284477412700653,0.1284477412700653,0.12450746446847916,-0.08366794884204865,-0.1712113320827484,4.803929805755615,5.248398520052433e-05,0.008617812767624855,0.07567677646875381,1.4372997611644678e-05,2.7960143089294434,0.005622724071145058,8.0,3.682056427001953
