trained_head,seeds,effective_condition_mean,effective_condition_std,empirical_outlier_overlap_mean,empirical_outlier_overlap_std,population_outlier_overlap_mean,population_outlier_overlap_std,posterior_overlap_mean,posterior_overlap_std,query_overlap_mean,query_overlap_std,attention_entropy_mean,attention_entropy_std
heavy_ball,3,6.252282241980235,0.05958896035622841,0.9998178780078888,7.398328466548195e-05,0.996678834160169,5.815894654072026e-05,0.27478892356157303,0.0007588546973342661,0.8835919847091039,0.0016784105074179557,3.2825367053349814,0.00680694798751408
identity,3,348.0407409667969,0.9134755469369252,0.25025634032984573,0.0008825928401040046,0.2504689134657383,0.0009315260727268082,0.24817133446534476,0.0009279499481524968,0.25088363016645115,0.001981039331563044,3.465735912322998,0.0
initial,3,6.272413829962413,0.03293647569800335,0.9997432281573614,6.570918469329528e-05,0.9966037546594938,7.198626778197159e-05,0.2748987153172493,0.0009724199096606327,0.8834043766061465,0.0018998005707041568,3.307199110587438,0.00022861250239427372
pcg,3,6.298997104167938,0.10507326844305429,0.9998115847508112,1.6544512991783973e-05,0.9966702287395796,3.3150030456757694e-05,0.27490415051579475,0.001634690308378613,0.8834174672762553,0.0016934105172965478,3.301325261592865,0.05000437131054918
richardson,3,6.2461991508801775,0.06802554962677893,0.999836208919684,4.37853091836765e-05,0.9966946865121523,3.585468983108318e-05,0.2759687714278698,0.0002798511735478522,0.8837770000100136,0.001458707107853123,3.2344863017400107,0.02309952843943606
