seed,training_step,training_controller,loss,mean_h_relative,cvar_h_relative,solver_step,solver_momentum
0,1,richardson,0.26855966448783875,0.23459261655807495,0.3396703600883484,0.25037461519241333,0.0
0,1,heavy_ball,0.2321019172668457,0.2016153484582901,0.30486565828323364,0.2504703402519226,0.1002703607082367
0,1,pcg,0.00017183410818688571,0.00011599146091612056,0.0005584265454672277,nan,nan
0,100,richardson,0.20147255063056946,0.17291094362735748,0.28561609983444214,0.28572767972946167,0.0
0,100,heavy_ball,0.14768412709236145,0.12432850897312164,0.23355618119239807,0.29713940620422363,0.13098493218421936
0,100,pcg,0.0002126386680174619,0.0001492451410740614,0.0006339352112263441,nan,nan
0,200,richardson,0.17119617760181427,0.14530262351036072,0.2589355707168579,0.3159923553466797,0.0
0,200,heavy_ball,0.09862421452999115,0.08114632219076157,0.17477892339229584,0.3414918780326843,0.17023539543151855
0,200,pcg,0.00010388310329290107,7.399920286843553e-05,0.00029883900424465537,nan,nan
0,300,richardson,0.12557023763656616,0.10723254084587097,0.18337692320346832,0.3413366675376892,0.0
0,300,heavy_ball,0.05422843620181084,0.04470832645893097,0.09520109742879868,0.38239413499832153,0.21688565611839294
0,300,pcg,0.0001652194478083402,0.0001143166737165302,0.000509027682710439,nan,nan
0,400,richardson,0.11908917129039764,0.09972354769706726,0.19365625083446503,0.36218419671058655,0.0
0,400,heavy_ball,0.0321694016456604,0.02398558147251606,0.0818382054567337,0.4172478914260864,0.26454874873161316
0,400,pcg,0.00015707216516602784,0.00010711518552852795,0.0004995698109269142,nan,nan
0,500,richardson,0.09739743918180466,0.08230538666248322,0.15092049539089203,0.37930089235305786,0.0
0,500,heavy_ball,0.01699165813624859,0.012947581708431244,0.04044075682759285,0.44406941533088684,0.30508437752723694
0,500,pcg,0.00012851876090280712,9.145690273726359e-05,0.0003706185088958591,nan,nan
0,600,richardson,0.10236220806837082,0.08614199608564377,0.1622021198272705,0.3934895396232605,0.0
0,600,heavy_ball,0.019636988639831543,0.014916134998202324,0.04720853641629219,0.4626598358154297,0.3334648311138153
0,600,pcg,0.00017306195513810962,0.00011423106479924172,0.000588308903388679,nan,nan
0,700,richardson,0.09597385674715042,0.08022035658359528,0.15753501653671265,0.40526753664016724,0.0
0,700,heavy_ball,0.015284541994333267,0.011953585781157017,0.033309560269117355,0.4730798304080963,0.3472445607185364
0,700,pcg,0.0001901184587040916,0.0001253728405572474,0.0006474561523646116,nan,nan
0,800,richardson,0.08854324370622635,0.07381793856620789,0.14725303649902344,0.4153689444065094,0.0
