seed,training_step,training_controller,loss,mean_h_relative,cvar_h_relative,solver_step,solver_momentum
0,800,heavy_ball,0.013580797240138054,0.010882005095481873,0.026987915858626366,0.47917434573173523,0.352451890707016
0,800,pcg,0.0001319287985097617,9.277465142076835e-05,0.0003915414272341877,nan,nan
0,900,richardson,0.08475717902183533,0.06832408159971237,0.16433094441890717,0.42389804124832153,0.0
0,900,heavy_ball,0.01814276911318302,0.013684229925274849,0.044585391879081726,0.4826488494873047,0.3522869348526001
0,900,pcg,0.00021022313740104437,0.00013169358135201037,0.0007852954440750182,nan,nan
0,1000,richardson,0.07603470981121063,0.06261235475540161,0.1342235654592514,0.4312020540237427,0.0
0,1000,heavy_ball,0.013981124386191368,0.010941462591290474,0.030396616086363792,0.48599374294281006,0.35132384300231934
0,1000,pcg,0.0001447776157874614,9.620949276722968e-05,0.00048568114289082587,nan,nan
1,1,richardson,0.24985212087631226,0.21600095927715302,0.3385116159915924,0.25037461519241333,0.0
1,1,heavy_ball,0.21400761604309082,0.18362483382225037,0.30382776260375977,0.2504703402519226,0.1002703607082367
1,1,pcg,0.00010083986853715032,7.461752829840407e-05,0.00026222338783554733,nan,nan
1,100,richardson,0.2080264389514923,0.17868629097938538,0.29340147972106934,0.28538137674331665,0.0
1,100,heavy_ball,0.1494015008211136,0.12524569034576416,0.2415580451488495,0.29697707295417786,0.13086502254009247
1,100,pcg,0.00021302327513694763,0.00013905091327615082,0.0007397235021926463,nan,nan
1,200,richardson,0.166227787733078,0.14048057794570923,0.25747203826904297,0.315746009349823,0.0
1,200,heavy_ball,0.08523695915937424,0.07008005678653717,0.15156899392604828,0.34200745820999146,0.17071950435638428
1,200,pcg,0.00013756335829384625,9.912544919643551e-05,0.00038437906187027693,nan,nan
1,300,richardson,0.12824398279190063,0.10858200490474701,0.19661982357501984,0.3413030803203583,0.0
1,300,heavy_ball,0.04676520451903343,0.03723440319299698,0.09530802071094513,0.38221004605293274,0.21664606034755707
1,300,pcg,0.00020630407379940152,0.0001305762561969459,0.0007572780596092343,nan,nan
1,400,richardson,0.14183108508586884,0.1165846511721611,0.25246429443359375,0.36212921142578125,0.0
1,400,heavy_ball,0.032297223806381226,0.025240551680326462,0.07056673616170883,0.41658878326416016,0.26363226771354675
1,400,pcg,0.00033327165874652565,0.00020070698519703,0.0013256467645987868,nan,nan
1,500,richardson,0.11688433587551117,0.09704732894897461,0.19837002456188202,0.3792802393436432,0.0
1,500,heavy_ball,0.02298787422478199,0.017150074243545532,0.05837799236178398,0.4438977837562561,0.3048451244831085
1,500,pcg,0.0001324392214883119,8.913458441384137e-05,0.00043304628343321383,nan,nan
1,600,richardson,0.09871795773506165,0.0822816789150238,0.16436277329921722,0.39340049028396606,0.0
1,600,heavy_ball,0.016641102731227875,0.01303439773619175,0.03606704622507095,0.46201416850090027,0.332462877035141
1,600,pcg,0.00011552492651389912,8.575416723033413e-05,0.00029770759283564985,nan,nan
1,700,richardson,0.095305897295475,0.080109141767025,0.15196757018566132,0.4053124785423279,0.0
1,700,heavy_ball,0.012527639046311378,0.009703673422336578,0.028239656239748,0.472865492105484,0.3470197916030884
1,700,pcg,7.308059139177203e-05,5.2022947784280404e-05,0.00021057642879895866,nan,nan
1,800,richardson,0.0874660387635231,0.07288303971290588,0.14582999050617218,0.41528943181037903,0.0
1,800,heavy_ball,0.018698912113904953,0.014306331984698772,0.04392579570412636,0.47855567932128906,0.3516848087310791
1,800,pcg,0.00020328862592577934,0.00013448885874822736,0.0006879976717755198,nan,nan
1,900,richardson,0.08686429262161255,0.07180683314800262,0.15057462453842163,0.42380595207214355,0.0
1,900,heavy_ball,0.016356827691197395,0.01250055618584156,0.03856271505355835,0.4831790030002594,0.35368549823760986
1,900,pcg,0.00020197733829263598,0.00013885537919122726,0.0006312195910140872,nan,nan
1,1000,richardson,0.08096303045749664,0.0667361244559288,0.1422690600156784,0.43115851283073425,0.0
1,1000,heavy_ball,0.012913508340716362,0.009955638088285923,0.02957870066165924,0.48689016699790955,0.3533126711845398
1,1000,pcg,0.00010938311606878415,7.267476757988334e-05,0.0003670834703370929,nan,nan
2,1,richardson,0.23293143510818481,0.20060886442661285,0.323225736618042,0.25037461519241333,0.0
2,1,heavy_ball,0.19733695685863495,0.16846364736557007,0.2887331247329712,0.2504703402519226,0.1002703607082367
2,1,pcg,8.170820365194231e-05,5.8038716815644875e-05,0.00023669490474276245,nan,nan
2,100,richardson,0.2076082080602646,0.17916364967823029,0.2844456136226654,0.2854340076446533,0.0
2,100,heavy_ball,0.14965225756168365,0.12735864520072937,0.22293609380722046,0.2967471778392792,0.13069671392440796
2,100,pcg,9.697728091850877e-05,6.983907951507717e-05,0.0002713819849304855,nan,nan
2,200,richardson,0.15986931324005127,0.13586726784706116,0.24002039432525635,0.3159097135066986,0.0
2,200,heavy_ball,0.08975305408239365,0.07443622499704361,0.15316826105117798,0.34198978543281555,0.17070814967155457
2,200,pcg,8.091334893833846e-05,5.7866869610734284e-05,0.00023046479327604175,nan,nan
2,300,richardson,0.14714309573173523,0.12452023476362228,0.22622866928577423,0.34135758876800537,0.0
2,300,heavy_ball,0.05964701995253563,0.04727336764335632,0.12373650819063187,0.38260582089424133,0.21705734729766846
2,300,pcg,0.00013629579916596413,0.00010031323472503573,0.0003598255862016231,nan,nan
2,400,richardson,0.1311534345149994,0.10627783089876175,0.24875597655773163,0.36231252551078796,0.0
2,400,heavy_ball,0.031005915254354477,0.022912926971912384,0.08092987537384033,0.4174462854862213,0.26468342542648315
2,400,pcg,0.00020064605632796884,0.00012980426254216582,0.0007084178505465388,nan,nan
2,500,richardson,0.1174214780330658,0.09719476103782654,0.2022671401500702,0.37942612171173096,0.0
2,500,heavy_ball,0.024896085262298584,0.018914710730314255,0.059813737869262695,0.4441211521625519,0.30498015880584717
2,500,pcg,0.00023268123914021999,0.00014808267587795854,0.000845985603518784,nan,nan
2,600,richardson,0.10957686603069305,0.08898751437664032,0.20589348673820496,0.39354634284973145,0.0
2,600,heavy_ball,0.023141393437981606,0.016953276470303535,0.0618811659514904,0.4627898037433624,0.3335340619087219
2,600,pcg,0.00019583874382078648,0.00013301390572451055,0.0006282482645474374,nan,nan
2,700,richardson,0.09670983254909515,0.08033867925405502,0.1637115180492401,0.40537452697753906,0.0
2,700,heavy_ball,0.01565665192902088,0.012063585221767426,0.035930659621953964,0.4742175340652466,0.349180668592453
2,700,pcg,0.00014505122089758515,9.409776976099238e-05,0.0005095344968140125,nan,nan
2,800,richardson,0.10150517523288727,0.08266959339380264,0.18835577368736267,0.4153743088245392,0.0
2,800,heavy_ball,0.015718143433332443,0.012467668391764164,0.03250475972890854,0.47990915179252625,0.353605717420578
2,800,pcg,0.0002348193957004696,0.00015137853915803134,0.0008344085072167218,nan,nan
2,900,richardson,0.07762923836708069,0.065252885222435,0.12376350164413452,0.4239046573638916,0.0
2,900,heavy_ball,0.01256885938346386,0.009633906185626984,0.02934952825307846,0.48340117931365967,0.353495329618454
2,900,pcg,0.00012884913303423673,8.481742406729609e-05,0.0004403170314617455,nan,nan
2,1000,richardson,0.08850179612636566,0.07246674597263336,0.160350501537323,0.4311383366584778,0.0
2,1000,heavy_ball,0.01706099323928356,0.012520904652774334,0.04540088027715683,0.4860382378101349,0.3512116074562073
2,1000,pcg,0.00022163557878229767,0.0001422175846528262,0.0007941799121908844,nan,nan
