trained_head,evaluation_cell,seeds,h_relative_mean,h_relative_std,coefficient_mse_mean,coefficient_mse_std,query_relative_mean,query_relative_std
heavy_ball,learned_global_heavy_ball,3,0.011949182177583376,0.0002803515355610737,0.07609241269528866,0.0006892932680856928,0.010189373607272413,0.0004351001101369055
heavy_ball,learned_global_richardson,3,0.06731668394058943,0.0009247721677131022,0.16645296290516853,0.001151895834885994,0.06537533151895347,0.0016643302096673
heavy_ball,oracle_interval_chebyshev,3,0.0019723696168512106,0.00016010330964907215,0.005967226442104827,0.00019945830832751552,0.0013174864177981698,0.00010465557318578053
heavy_ball,oracle_interval_heavy_ball,3,0.010233603282055507,0.0033652284965797912,0.01727720924342672,0.0026814213050205048,0.0057802006934020945,0.0006804962556539203
heavy_ball,oracle_interval_richardson,3,0.007876625866629183,0.00019636881929109185,0.020328957044209044,0.0004558890992327897,0.006104106496274106,0.00033777715651999585
heavy_ball,pcg,3,0.00010586066946416395,4.979198219706736e-06,0.0014276410365710035,3.121847380513285e-05,8.909076929955212e-05,4.062012265117796e-06
identity,learned_global_heavy_ball,3,2.691034900180274e+21,7.518484402914522e+19,4.159581321319073e+20,2.086807862662572e+19,2.5315709740636785e+21,4.629822197672278e+20
identity,learned_global_richardson,3,1.0293986710513908e+21,2.7046054210918818e+19,1.5908361831900303e+20,6.979888179182767e+18,9.672633181013053e+20,1.695271440495176e+20
identity,oracle_interval_chebyshev,3,0.5431462029616038,0.001243949315809074,0.5920673112074534,0.0021331137483467447,0.48378535405906625,0.008974301888993801
identity,oracle_interval_heavy_ball,3,15.646266539891561,0.10336219282293671,3.0013843377431235,0.057581010481311645,15.249644699726034,0.22993801928023386
identity,oracle_interval_richardson,3,0.5821869845191637,0.0005373310109946046,0.6780849372347196,0.0025127895975319663,0.5081418856763854,0.009835835994892052
identity,pcg,3,0.002246550536559274,3.004604639156397e-05,0.024780202967425186,0.0001105162648594281,0.001514695051390183,3.136660615674009e-05
identity,pcg_equal_block_work,3,0.0003693764047056902,5.007254741946592e-06,0.004436851808956514,3.169426866292137e-05,0.0002704958580898257,9.303174999881723e-06
identity,pcg_equal_scalar_work,3,2.5149931085858648e-06,6.101887654242416e-08,3.5571863539492675e-05,1.1417527211769293e-07,2.313017573997817e-06,1.2488595530106004e-07
initial,learned_global_heavy_ball,3,0.012100908012750248,0.00028529698888059507,0.07737290672957897,0.0006612766359355709,0.01027626785426163,0.0003868292609442533
initial,learned_global_richardson,3,0.06784822605550289,0.0008122352534405299,0.16782590746879578,0.000768088808969756,0.06590466505307092,0.001385071208150085
initial,oracle_interval_chebyshev,3,0.0020136614475632086,0.00016776566871172697,0.006369380920659751,8.571359260299831e-05,0.0013035327049230581,0.00013154336531642392
initial,oracle_interval_heavy_ball,3,0.008913946609633664,0.0030158341963682903,0.0185192081068332,0.0006888044205306358,0.005522017492560978,0.0009517394607743892
initial,oracle_interval_richardson,3,0.008014248354205241,0.00023788687354794826,0.021136267576366663,0.00019230850047968767,0.006144707488844114,0.000455736798463725
initial,pcg,3,0.00010918657487006082,3.7735512309255903e-06,0.001507240260252729,7.250867299980278e-05,9.71818704632398e-05,6.0330882809521876e-06
pcg,learned_global_heavy_ball,3,0.012054566177539527,0.0002640269018532455,0.07745481034119923,0.0008943114541104872,0.010398637515028111,0.0004002692606440775
pcg,learned_global_richardson,3,0.06829990198214848,0.0007450385639479007,0.1680295430123806,0.001109001812321265,0.06702184786482958,0.0017898791436505015
pcg,oracle_interval_chebyshev,3,0.0019536971230991185,2.5216097069875925e-05,0.0061973129825976985,0.00016395798231462664,0.001417665961233926,0.00016202515967699994
pcg,oracle_interval_heavy_ball,3,0.009313360690915337,0.0038140458021639952,0.01616289505424599,0.0007409595129642518,0.007400761046773001,0.0029568610065929457
pcg,oracle_interval_richardson,3,0.00788899171554173,0.00016587145475460374,0.0210835753629605,0.0005332883519661034,0.006269559746062578,0.00045908114162030334
pcg,pcg,3,0.00010784019074587074,1.12811124875781e-06,0.0014816305920248851,8.995115675210595e-06,8.962287798261996e-05,1.50855555760028e-06
richardson,learned_global_heavy_ball,3,0.011972188988390068,0.00019490949460241485,0.0750768855214119,0.00027519711922887366,0.009809942365299237,0.0003723154394859292
richardson,learned_global_richardson,3,0.0674512255936861,0.0006346906208977527,0.1653848768522342,0.00014990263654575503,0.06558012230880232,0.0011781705587837021
richardson,oracle_interval_chebyshev,3,0.0018761578248813748,5.808646418060636e-05,0.005515549099072814,0.00030949894314078727,0.0015632309128730964,0.00010477780066026297
richardson,oracle_interval_heavy_ball,3,0.009016214792306224,0.001785564415221076,0.0161320836438487,0.0028080538171019716,0.009610078901318275,0.0015964969240264049
richardson,oracle_interval_richardson,3,0.007695024639057617,4.6432085168712854e-05,0.018941250862553716,0.0006874173983663716,0.005915743709685011,6.825198766756074e-05
richardson,pcg,3,0.00010806776814812717,4.828983671481188e-06,0.0014302236183236043,4.0357085691349795e-05,8.467544628933258e-05,1.640042418065522e-06
