seed,method,network_width,parameter_count,dataset_size,training_seconds,context_size,context_measurements,scenario,regime,task,auc,average_precision,iou_top7,centroid_error,area_matched_iou,exact_score_correlation,relative_score_error,mean_relative_residual,covariance_relative_residual,posterior_std_mean,uq_error_correlation,numerical_coverage_95
17,population-PCG,128,83715,16,0.50877513398882,12,144,ID one obstacle,ID,0,0.999426523297491,0.9598765432098765,0.16363636363636364,0.009256119839847088,0.8,0.9757375227491769,0.03729790821671486,2.6715567111968994,0.020450279116630554,0.010151968337595463,-0.15634460789646035,0.22576530277729034
17,population-PCG,128,83715,16,0.50877513398882,12,144,ID one obstacle,ID,1,1.0,1.0,0.18181818181818182,0.011106008663773537,1.0,0.9910393573078803,0.019600603729486465,7.84491491317749,0.13081510365009308,0.01347750797867775,-0.010216051984707344,0.30994898080825806
17,population-PCG,128,83715,16,0.50877513398882,12,144,ID four obstacles,ID,0,0.9902759308510638,0.7970078877565612,0.5263157894736842,0.0404408760368824,0.5609756097560976,0.9894064275438976,0.06967241317033768,1.9318782091140747,0.09861479699611664,0.04982052743434906,-0.33782357708465904,0.20025509595870972
17,population-PCG,128,83715,16,0.50877513398882,12,144,ID four obstacles,ID,1,0.9833419377043539,0.8343439378620184,0.49206349206349204,0.026533136144280434,0.5918367346938775,0.9911938362865353,0.055740002542734146,1.2576487064361572,0.15570542216300964,0.05235296115279198,-0.3063751084724331,0.3176020383834839
17,population-PCG,128,83715,16,0.50877513398882,12,144,OOD six obstacles,OOD count,0,0.9620683198245192,0.7208781558199318,0.4520547945205479,0.031445685774087906,0.4166666666666667,0.9920686493920764,0.059462133795022964,1.1299864053726196,0.13015104830265045,0.05784826725721359,-0.3978995594092527,0.41709181666374207
17,population-PCG,128,83715,16,0.50877513398882,12,144,OOD six obstacles,OOD count,1,0.9493445426047307,0.6012117655797063,0.4675324675324675,0.01084090769290924,0.46835443037974683,0.9515993565213584,0.09934518486261368,0.8177303671836853,0.07639169692993164,0.05611714348196983,-0.36836422989757045,0.6020408272743225
17,population-PCG,128,83715,16,0.50877513398882,12,144,OOD stars,OOD shape,0,0.9912586413757642,0.7874509087912877,0.39285714285714285,0.020593859255313873,0.5862068965517241,0.9874940060179005,0.0489698126912117,1.6806317567825317,0.10449187457561493,0.04468248412013054,0.07224799318465996,0.33673468232154846
17,population-PCG,128,83715,16,0.50877513398882,12,144,OOD stars,OOD shape,1,0.9833171456321774,0.7010508995687725,0.3220338983050847,0.03648136556148529,0.4838709677419355,0.9685334672629672,0.05805673077702522,1.5373358726501465,0.09519561380147934,0.045881498605012894,-0.09443895825754993,0.47193875908851624
17,population-PCG,128,83715,16,0.50877513398882,12,144,OOD 30 percent noise,OOD noise,0,0.9832157161930193,0.7469676484525035,0.5517241379310345,0.06806211918592453,0.42857142857142855,0.9821821468009813,0.04382537677884102,0.9396237134933472,0.10551315546035767,0.05961022898554802,0.11052310369243849,0.8010203838348389
17,population-PCG,128,83715,16,0.50877513398882,12,144,OOD 30 percent noise,OOD noise,1,0.9683768834636659,0.6343530457497851,0.36363636363636365,0.06982547044754028,0.42857142857142855,0.9143417682406174,0.10450892895460129,1.1809617280960083,0.08835359662771225,0.05539136379957199,-0.3093436992953467,0.5969387888908386
