seed,method,network_width,parameter_count,dataset_size,training_seconds,context_size,context_measurements,scenario,regime,task,auc,average_precision,iou_top7,centroid_error,area_matched_iou,exact_score_correlation,relative_score_error,mean_relative_residual,covariance_relative_residual,posterior_std_mean,uq_error_correlation,numerical_coverage_95
17,identity-CG,0,0,0,0.0,12,144,ID one obstacle,ID,0,0.999426523297491,0.9598765432098768,0.16363636363636364,0.009256119839847088,0.8,0.9757611637950516,0.037556324154138565,2.8448879718780518,0.020445220172405243,0.010138481855392456,-0.15908824259651203,0.22066326439380646
17,identity-CG,0,0,0,0.0,12,144,ID one obstacle,ID,1,1.0,1.0,0.18181818181818182,0.011961554177105427,1.0,0.9912383455479913,0.01950756646692753,7.902822017669678,0.04359278082847595,0.013653581030666828,-6.342378466253863e-05,0.29719388484954834
17,exact,0,0,0,0.0,12,144,ID one obstacle,ID,0,0.999426523297491,0.9598765432098765,0.16363636363636364,0.009256119839847088,0.8,1.0,0.0,6.977638258831576e-05,1.210319965139206e-06,0.009064518846571445,0.0,1.0
17,exact,0,0,0,0.0,12,144,ID one obstacle,ID,1,1.0,1.0,0.18181818181818182,0.00988961011171341,1.0,1.0,0.0,5.6171047617681324e-05,1.2661083701459575e-06,0.010383880697190762,0.0,1.0
17,identity-CG,0,0,0,0.0,12,144,ID four obstacles,ID,0,0.9902759308510638,0.7957204365302513,0.5263157894736842,0.0404408760368824,0.5609756097560976,0.9896847113958159,0.06768812984228134,1.9212666749954224,0.0995984673500061,0.04976546764373779,-0.31702074215749665,0.2053571343421936
17,identity-CG,0,0,0,0.0,12,144,ID four obstacles,ID,1,0.9835828600929273,0.8358653992809473,0.49206349206349204,0.026533136144280434,0.5918367346938775,0.9913551717475549,0.05453686788678169,1.243710994720459,0.15559504926204681,0.052036937326192856,-0.2959111786481705,0.32015305757522583
17,exact,0,0,0,0.0,12,144,ID four obstacles,ID,0,0.9901512632978724,0.8065195525273667,0.5535714285714286,0.03251015394926071,0.5238095238095238,1.0,0.0,1.5492767488467507e-05,7.259415610860742e-07,0.028963783755898476,0.0,1.0
17,exact,0,0,0,0.0,12,144,ID four obstacles,ID,1,0.9854069867492686,0.8467075654048191,0.5161290322580645,0.0152131337672472,0.5918367346938775,1.0,0.0,1.3939493328507524e-05,6.100623863858345e-07,0.029554901644587517,0.0,1.0
17,identity-CG,0,0,0,0.0,12,144,OOD six obstacles,OOD count,0,0.9623625712222134,0.7216987262006657,0.4722222222222222,0.033526696264743805,0.4166666666666667,0.9923164343071608,0.05792241171002388,1.1048074960708618,0.13021579384803772,0.057865209877491,-0.39600997402138105,0.4234693646430969
17,identity-CG,0,0,0,0.0,12,144,OOD six obstacles,OOD count,1,0.949510781799183,0.6017470649692267,0.4675324675324675,0.01084090769290924,0.46835443037974683,0.951224353389206,0.10058742016553879,0.8355768918991089,0.0749739557504654,0.0562480129301548,-0.3770663442688109,0.5956632494926453
17,exact,0,0,0,0.0,12,144,OOD six obstacles,OOD count,0,0.961479817029131,0.6878947656636893,0.41333333333333333,0.026513434946537018,0.4166666666666667,1.0,0.0,1.0776709132187534e-05,5.454546680994099e-07,0.03549632802605629,0.0,1.0
17,exact,0,0,0,0.0,12,144,OOD six obstacles,OOD count,1,0.9433836800607961,0.5840833844832564,0.4675324675324675,0.013009433634579182,0.45,1.0,0.0,1.7314616343355738e-05,3.4841551155295747e-07,0.04190029203891754,0.0,1.0
17,identity-CG,0,0,0,0.0,12,144,OOD stars,OOD shape,0,0.9911443752499572,0.7852151631439998,0.39285714285714285,0.020593859255313873,0.5862068965517241,0.9877199918363958,0.04773786664009094,1.6744821071624756,0.104681096971035,0.044626519083976746,0.0837738693617788,0.34566324949264526
17,identity-CG,0,0,0,0.0,12,144,OOD stars,OOD shape,1,0.9833171456321774,0.7010508995687725,0.3220338983050847,0.03648136556148529,0.4838709677419355,0.9687767011448449,0.058196138590574265,1.5330721139907837,0.09534965455532074,0.045853301882743835,-0.09232451437993683,0.47193875908851624
17,exact,0,0,0,0.0,12,144,OOD stars,OOD shape,0,0.9885733874192996,0.7374623331105135,0.3684210526315789,0.02589333988726139,0.5333333333333333,1.0,0.0,2.1948168068774976e-05,6.930065410415409e-07,0.03181580826640129,0.0,1.0
17,exact,0,0,0,0.0,12,144,OOD stars,OOD shape,1,0.9847454722047649,0.76050620880508,0.3220338983050847,0.040987323969602585,0.5862068965517241,1.0,0.0,2.3244561816682108e-05,5.281137873680564e-07,0.03226890787482262,0.0,1.0
17,identity-CG,0,0,0,0.0,12,144,OOD 30 percent noise,OOD noise,0,0.9832157161930193,0.7471323459104341,0.5517241379310345,0.06806211918592453,0.42857142857142855,0.9822170234694378,0.044111981987953186,0.9408286213874817,0.10535376518964767,0.0594351626932621,0.10416546164316628,0.7971938848495483
17,identity-CG,0,0,0,0.0,12,144,OOD 30 percent noise,OOD noise,1,0.9683387373641046,0.6337079179992493,0.36363636363636365,0.06982547044754028,0.42857142857142855,0.9144172824030811,0.10509160161018372,1.1713366508483887,0.08886940032243729,0.05542050302028656,-0.30787595760117675,0.5892857313156128
17,exact,0,0,0,0.0,12,144,OOD 30 percent noise,OOD noise,0,0.9853518977684531,0.804461186808444,0.5517241379310345,0.03899316489696503,0.48936170212765956,1.0,0.0,4.765243375004502e-06,3.645992876499804e-07,0.04729374125599861,0.0,1.0
17,exact,0,0,0,0.0,12,144,OOD 30 percent noise,OOD noise,1,0.974594697692161,0.7048750106525239,0.42857142857142855,0.07240238040685654,0.5217391304347826,1.0,0.0,5.800427516078344e-06,3.6743290365848225e-07,0.05070459470152855,0.0,1.0
17,identity-CG,0,0,0,0.0,12,144,OOD half aperture,OOD aperture,0,0.9750355185711386,0.5214649352336598,0.35,0.06254621595144272,0.2682926829268293,0.9946760202962912,0.017192622646689415,0.5791648626327515,0.042003095149993896,0.02810567617416382,-0.37641685533874825,0.6658163070678711
17,identity-CG,0,0,0,0.0,12,144,OOD half aperture,OOD aperture,1,0.9529907773386035,0.5067341336390023,0.25,0.05126308649778366,0.3157894736842105,0.991280516306008,0.024367621168494225,0.5983943939208984,0.03443785756826401,0.028142374008893967,0.03739818529134989,0.6823979616165161
17,exact,0,0,0,0.0,12,144,OOD half aperture,OOD aperture,0,0.9722955145118733,0.5104777285417108,0.39655172413793105,0.08507140725851059,0.23809523809523808,1.0,0.0,1.846225313784089e-05,7.922362783574499e-07,0.029074858874082565,0.0,1.0
17,exact,0,0,0,0.0,12,144,OOD half aperture,OOD aperture,1,0.9516732542819499,0.5200371630005541,0.23076923076923078,0.049718037247657776,0.3157894736842105,1.0,0.0,1.624107244424522e-05,8.243810611929803e-07,0.025817207992076874,0.0,1.0
17,identity-CG,0,0,0,0.0,12,144,OOD wavenumber 12,OOD frequency,0,0.9886491511326385,0.8366840086850693,0.41379310344827586,0.02848329022526741,0.5428571428571428,0.9878784994663717,0.053162649273872375,1.1890214681625366,0.09020379185676575,0.045751143246889114,-0.07928633307902473,0.31122449040412903
17,identity-CG,0,0,0,0.0,12,144,OOD wavenumber 12,OOD frequency,1,0.988779920212766,0.6999453583227025,0.5535714285714286,0.058038197457790375,0.5238095238095238,0.9836134943566747,0.07210030406713486,0.9477279186248779,0.12391537427902222,0.05893692374229431,-0.5180149238319637,0.4336734712123871
17,exact,0,0,0,0.0,12,144,OOD wavenumber 12,OOD frequency,0,0.9904104897499877,0.8352986180108035,0.43859649122807015,0.009350080043077469,0.5428571428571428,1.0,0.0,1.0815637324412819e-05,4.746796378185536e-07,0.030606849119067192,0.0,1.0
17,exact,0,0,0,0.0,12,144,OOD wavenumber 12,OOD frequency,1,0.9885305851063829,0.7157179341774474,0.5263157894736842,0.054535266011953354,0.5609756097560976,1.0,0.0,6.625011792493751e-06,4.2869689309554815e-07,0.027065392583608627,0.0,1.0
17,identity-CG,0,0,0,0.0,24,576,ID one obstacle,ID,0,1.0,1.0,0.10909090909090909,0.007713306229561567,1.0,0.9928798847011804,0.014813901856541634,0.7914410829544067,0.023629873991012573,0.008332839235663414,0.30839646879254295,0.17091836035251617
17,identity-CG,0,0,0,0.0,24,576,ID one obstacle,ID,1,1.0,1.0,0.18181818181818182,0.014048106968402863,1.0,0.9881069264535467,0.03322816267609596,6.21961784362793,0.03153536841273308,0.01270345225930214,0.19511337283412816,0.0714285671710968
17,exact,0,0,0,0.0,24,576,ID one obstacle,ID,0,1.0,1.0,0.10909090909090909,0.015548408031463623,1.0,1.0,0.0,0.00020380302157718688,3.435286771491519e-06,0.0067008319310843945,0.0,1.0
17,exact,0,0,0,0.0,24,576,ID one obstacle,ID,1,1.0,1.0,0.18181818181818182,0.008619524538516998,1.0,1.0,0.0,0.0001859777985373512,3.2120540254254593e-06,0.008476121351122856,0.0,1.0
17,identity-CG,0,0,0,0.0,24,576,ID four obstacles,ID,0,0.9670338538514304,0.5233654297969902,0.35384615384615387,0.03362392261624336,0.29411764705882354,0.9471340345739314,0.13569748401641846,2.1008222103118896,0.24919995665550232,0.056569743901491165,-0.3398515228947475,0.09438775479793549
17,identity-CG,0,0,0,0.0,24,576,ID four obstacles,ID,1,0.9818275684047497,0.7915547147874669,0.5161290322580645,0.025697164237499237,0.5918367346938775,0.954826568392555,0.09949769079685211,2.0362420082092285,0.203262060880661,0.058866411447525024,-0.07347568926482642,0.2053571343421936
17,exact,0,0,0,0.0,24,576,ID four obstacles,ID,0,0.9608602671185894,0.4765986445797935,0.3333333333333333,0.05287763476371765,0.24528301886792453,1.0,0.0,4.073780291946605e-05,1.6996531257973402e-06,0.03187636658549309,0.0,1.0
17,exact,0,0,0,0.0,24,576,ID four obstacles,ID,1,0.9806573739459645,0.7798546627290095,0.5409836065573771,0.021616002544760704,0.56,1.0,0.0,5.3355408454081044e-05,1.5626870890628197e-06,0.03023258037865162,0.0,1.0
17,identity-CG,0,0,0,0.0,24,576,OOD six obstacles,OOD count,0,0.9469110093016798,0.5665690332230742,0.3684210526315789,0.05504147708415985,0.3611111111111111,0.9765961641588019,0.09156971424818039,1.3227323293685913,0.2549997866153717,0.06303858757019043,-0.36843627574296905,0.31505101919174194
17,identity-CG,0,0,0,0.0,24,576,OOD six obstacles,OOD count,1,0.9670761670761671,0.7293958665070779,0.47761194029850745,0.017247483134269714,0.4915254237288136,0.9678226645699735,0.11387991160154343,1.489768147468567,0.26195207238197327,0.06856812536716461,-0.37462584657702713,0.2602040767669678
17,exact,0,0,0,0.0,24,576,OOD six obstacles,OOD count,0,0.9454671664584202,0.5953172447561608,0.40540540540540543,0.06310426443815231,0.4,1.0,0.0,3.370092235854827e-05,1.3224765780250891e-06,0.03638913109898567,0.0,1.0
17,exact,0,0,0,0.0,24,576,OOD six obstacles,OOD count,1,0.9643427518427519,0.6886602801254568,0.375,0.042408641427755356,0.3968253968253968,1.0,0.0,3.658039349829778e-05,1.4091888260736596e-06,0.042431801557540894,0.0,1.0
17,identity-CG,0,0,0,0.0,24,576,OOD stars,OOD shape,0,0.986741034297177,0.7753523112719591,0.41379310344827586,0.023992639034986496,0.5,0.9759245121179426,0.0971323773264885,1.5729334354400635,0.25739312171936035,0.05525624379515648,-0.08005597547347108,0.11352040618658066
17,identity-CG,0,0,0,0.0,24,576,OOD stars,OOD shape,1,0.9985552115583075,0.9368815059144919,0.34545454545454546,0.0303638968616724,0.8095238095238095,0.9728866371554173,0.0889413133263588,1.6080918312072754,0.20835602283477783,0.052416570484638214,-0.01027011758090213,0.10459183156490326
17,exact,0,0,0,0.0,24,576,OOD stars,OOD shape,0,0.9866921082244728,0.7810595761066211,0.41379310344827586,0.025249961763620377,0.4594594594594595,1.0,0.0,3.524229032336734e-05,1.450918716727756e-06,0.02803860604763031,0.0,1.0
17,exact,0,0,0,0.0,24,576,OOD stars,OOD shape,1,0.9960096319229446,0.8913706723472506,0.34545454545454546,0.03956278786063194,0.5833333333333334,1.0,0.0,4.70562772534322e-05,1.5499256278417306e-06,0.027880636975169182,0.0,1.0
17,identity-CG,0,0,0,0.0,24,576,OOD 30 percent noise,OOD noise,0,0.9901414677276746,0.8128578331200278,0.4406779661016949,0.03138020262122154,0.6216216216216216,0.9750321329631277,0.0726730078458786,1.395052194595337,0.2246537059545517,0.06355588138103485,0.7255776888006653,0.5867346525192261
17,identity-CG,0,0,0,0.0,24,576,OOD 30 percent noise,OOD noise,1,0.988262005740479,0.8144133804855803,0.4827586206896552,0.049301885068416595,0.55,0.9814817951647741,0.07886847853660583,1.105322241783142,0.16207890212535858,0.06477081030607224,0.6994287562035316,0.5816326141357422
17,exact,0,0,0,0.0,24,576,OOD 30 percent noise,OOD noise,0,0.9933244916003536,0.8978712214969188,0.49122807017543857,0.03594926372170448,0.7142857142857143,1.0,0.0,1.2352253179415129e-05,8.135492066685401e-07,0.043366290628910065,0.0,1.0
17,exact,0,0,0,0.0,24,576,OOD 30 percent noise,OOD noise,1,0.9871910208627854,0.8303860253402928,0.4827586206896552,0.05345530062913895,0.5121951219512195,1.0,0.0,1.3430227227217983e-05,8.541206852896721e-07,0.04413006827235222,0.0,1.0
17,identity-CG,0,0,0,0.0,24,576,OOD half aperture,OOD aperture,0,0.9562001329787234,0.4910953836050256,0.2608695652173913,0.16946659982204437,0.2549019607843137,0.9918653969090666,0.029814649373292923,0.5249605774879456,0.041015833616256714,0.029517915099859238,0.2371193798069799,0.42984694242477417
17,identity-CG,0,0,0,0.0,24,576,OOD half aperture,OOD aperture,1,0.9687409341456339,0.5882938820721919,0.19672131147540983,0.11567032337188721,0.3333333333333333,0.9971781530775679,0.02983419969677925,0.5556324124336243,0.0465894378721714,0.027140343561768532,-0.19754653574992245,0.22448979318141937
17,exact,0,0,0,0.0,24,576,OOD half aperture,OOD aperture,0,0.9544963430851064,0.4721571906307493,0.2608695652173913,0.1686214804649353,0.28,1.0,0.0,6.0639951698249206e-05,2.1855325940123294e-06,0.021922113373875618,0.0,1.0
17,exact,0,0,0,0.0,24,576,OOD half aperture,OOD aperture,1,0.9700464171743546,0.6056318304443149,0.21666666666666667,0.11352217197418213,0.3333333333333333,1.0,0.0,5.1912305934820324e-05,1.8123882910003886e-06,0.02169792726635933,0.0,1.0
17,identity-CG,0,0,0,0.0,24,576,OOD wavenumber 12,OOD frequency,0,0.9903174867021276,0.8127992505913669,0.5263157894736842,0.011899587698280811,0.4883720930232558,0.960293583415249,0.1149054765701294,1.8796254396438599,0.22852975130081177,0.0446934774518013,-0.3484830606432041,0.09056122601032257
17,identity-CG,0,0,0,0.0,24,576,OOD wavenumber 12,OOD frequency,1,0.9757653061224489,0.6033773654712411,0.31746031746031744,0.02254643663764,0.4358974358974359,0.9667274719567545,0.1004922166466713,1.688567876815796,0.23026074469089508,0.04532701149582863,-0.3602113660842785,0.11989795416593552
17,exact,0,0,0,0.0,24,576,OOD wavenumber 12,OOD frequency,0,0.9802609707446809,0.6932251298611931,0.4032258064516129,0.019975608214735985,0.3617021276595745,1.0,0.0,4.214230284560472e-05,1.5378498119389405e-06,0.02362564019858837,0.0,1.0
17,exact,0,0,0,0.0,24,576,OOD wavenumber 12,OOD frequency,1,0.9757653061224489,0.6058212405581438,0.3387096774193548,0.04297478869557381,0.4358974358974359,1.0,0.0,4.495541361393407e-05,1.488544512540102e-06,0.023485776036977768,0.0,1.0
