n,r,L,m,epsilon,gamma,median_op_fluctuation,scale_L32_sqrt_m_eps,ratio
64,4,8,8,0.24650523088023088,0.23088023088023088,42.23560703748112,31.775547606381636,1.3291858117025412
64,8,8,8,0.12336910774410774,0.10774410774410774,35.03154405359096,22.479320837602398,1.558389788849482
64,16,8,8,0.061801046176046176,0.046176046176046176,22.464539208674438,15.910282371381257,1.4119510065442145
64,32,8,8,0.031017015392015394,0.015392015392015393,26.019492923940035,11.271454877064233,2.3084413864696303
64,64,8,8,0.015625,0.0,18.441611945050727,8.000000000000002,2.3052014931313405
