stage,seed,method,family,noise_rel,task,auc,average_precision,iou_top7,centroid_error,relative_residual
experiment_design,17,learned_design_loop,ellipse,0.12,0,0.9983562114353709,0.9828993989276353,0.7865168539325843,0.007552810944616795,8.297907334053889e-05
experiment_design,17,learned_design_loop,ellipse,0.12,1,0.9979183849809513,0.977849695937255,0.8,0.017211660742759705,6.09280941716861e-05
experiment_design,17,learned_design_loop,ellipse,0.12,2,0.9588924387646433,0.695606195008094,0.44036697247706424,0.06815201789140701,0.0001360254973405972
experiment_design,17,learned_design_loop,ellipse,0.12,3,0.9986805831179001,0.9885769783040232,0.7128712871287128,0.015401698648929596,2.3219712602440268e-05
experiment_design,17,learned_design_loop,ellipse,0.12,4,0.9918470823790386,0.9230219734404229,0.7058823529411765,0.01915832795202732,9.649997809901834e-05
experiment_design,17,learned_design_loop,ellipse,0.12,5,0.9813086250285975,0.888268757304135,0.6274509803921569,0.025457480922341347,7.439294131472707e-05
experiment_design,17,learned_design_loop,ellipse,0.12,6,0.9997553741246981,0.9927553803890703,0.4583333333333333,0.01281882543116808,9.473967656958848e-05
experiment_design,17,learned_design_loop,ellipse,0.12,7,0.9990607923497268,0.9817415965323802,0.6666666666666666,0.02994484454393387,0.00031631204183213413
experiment_design,17,learned_design_loop,ellipse,0.12,8,0.9964414499905105,0.9578216394960559,0.725,0.029795989394187927,0.0004267781041562557
experiment_design,17,learned_design_loop,ellipse,0.12,9,0.9985496107502356,0.9848354849996158,0.7954545454545454,0.010190321132540703,1.6839740055729635e-05
experiment_design,17,learned_design_loop,ellipse,0.12,10,0.999453338539633,0.9883592471358429,0.5416666666666666,0.050405703485012054,0.00022460374748334289
experiment_design,17,learned_design_loop,ellipse,0.12,11,0.9823305670816045,0.7918062514742245,0.5529411764705883,0.02308419719338417,0.0015284722903743386
experiment_design,17,learned_design_loop,ellipse,0.12,12,0.971503575853482,0.7275195878152882,0.5,0.16830097138881683,8.975905075203627e-06
experiment_design,17,learned_design_loop,ellipse,0.12,13,0.999205892822914,0.9802894812753362,0.5138888888888888,0.028414515778422356,8.135545795084909e-05
experiment_design,17,learned_design_loop,ellipse,0.12,14,0.9995729689334899,0.9892886912277494,0.5277777777777778,0.04639342799782753,0.00025330710923299193
experiment_design,17,learned_design_loop,ellipse,0.12,15,0.9966254830457737,0.948687402987004,0.7432432432432432,0.06817631423473358,0.0014447118155658245
experiment_design,17,learned_design_loop,ellipse,0.12,16,0.9983963344788087,0.9714771215578396,0.75,0.03594810888171196,0.0001509394933236763
experiment_design,17,learned_design_loop,ellipse,0.12,17,0.9988128659661507,0.9832415925442943,0.8266666666666667,0.018871495500206947,0.00019784174219239503
experiment_design,17,learned_design_loop,ellipse,0.12,18,0.9982986687082642,0.9854168763264868,0.7058823529411765,0.005375170148909092,1.085967323888326e-05
experiment_design,17,learned_design_loop,ellipse,0.12,19,0.9987268993839835,0.977185476449921,0.6712328767123288,0.03355611488223076,0.00023994488583412021
experiment_design,17,learned_design_loop,ellipse,0.12,20,0.9966210967842163,0.9651870186373472,0.75,0.02445761114358902,9.098133887164295e-05
experiment_design,17,learned_design_loop,ellipse,0.12,21,0.9956647556647557,0.9640013286108018,0.71,0.026644717901945114,1.5591192550346022e-06
experiment_design,17,learned_design_loop,ellipse,0.12,22,0.9865483839824936,0.9209831482590748,0.7128712871287128,0.030834315344691277,1.1722971976269037e-05
experiment_design,17,learned_design_loop,ellipse,0.12,23,0.9957220487917678,0.9551672703197023,0.7532467532467533,0.015986546874046326,0.00011979548435192555
experiment_design,17,learned_design_exact,ellipse,0.12,0,0.9983562114353709,0.9828993989276356,0.7865168539325843,0.007552810944616795,3.204044560334296e-06
experiment_design,17,learned_design_exact,ellipse,0.12,1,0.9979183849809513,0.977849695937255,0.8,0.017211660742759705,4.641398845706135e-06
experiment_design,17,learned_design_exact,ellipse,0.12,2,0.9589049677378938,0.6956942494760721,0.44036697247706424,0.06815201789140701,5.5583186622243375e-06
experiment_design,17,learned_design_exact,ellipse,0.12,3,0.9986805831179001,0.9885769783040234,0.7128712871287128,0.015401698648929596,3.728310730366502e-06
experiment_design,17,learned_design_exact,ellipse,0.12,4,0.9918470823790386,0.9230219734404229,0.7058823529411765,0.01915832795202732,5.465905360324541e-06
experiment_design,17,learned_design_exact,ellipse,0.12,5,0.9813086250285975,0.888268757304135,0.6274509803921569,0.025457480922341347,4.819801233679755e-06
experiment_design,17,learned_design_exact,ellipse,0.12,6,0.9997553741246981,0.9927553803890703,0.4583333333333333,0.01281882543116808,5.759616215073038e-06
experiment_design,17,learned_design_exact,ellipse,0.12,7,0.9990607923497268,0.9817415965323802,0.6666666666666666,0.02994484454393387,4.239721420162823e-06
experiment_design,17,learned_design_exact,ellipse,0.12,8,0.9964414499905105,0.9578216394960559,0.725,0.029795989394187927,4.598543000611244e-06
experiment_design,17,learned_design_exact,ellipse,0.12,9,0.9985496107502356,0.9848354849996158,0.7954545454545454,0.010190321132540703,3.4220404359075474e-06
experiment_design,17,learned_design_exact,ellipse,0.12,10,0.999453338539633,0.9883592471358429,0.5416666666666666,0.050405703485012054,5.148080163053237e-06
experiment_design,17,learned_design_exact,ellipse,0.12,11,0.9823132780082988,0.7915820632795136,0.5529411764705883,0.02308419719338417,5.2310201681393664e-06
experiment_design,17,learned_design_exact,ellipse,0.12,12,0.971503575853482,0.7275195878152882,0.5,0.16830097138881683,4.053611519339029e-06
experiment_design,17,learned_design_exact,ellipse,0.12,13,0.999205892822914,0.9802894812753362,0.5138888888888888,0.028414515778422356,4.586547674989561e-06
experiment_design,17,learned_design_exact,ellipse,0.12,14,0.9995729689334899,0.9892886912277494,0.5277777777777778,0.04639342799782753,5.599006726697553e-06
experiment_design,17,learned_design_exact,ellipse,0.12,15,0.9966073404815036,0.9485038199807823,0.72,0.06560561060905457,5.5776158660592046e-06
experiment_design,17,learned_design_exact,ellipse,0.12,16,0.9983963344788087,0.9714771215578396,0.75,0.03594810888171196,3.942876901419368e-06
experiment_design,17,learned_design_exact,ellipse,0.12,17,0.9988128659661507,0.9832415925442943,0.8266666666666667,0.018871495500206947,4.913613793178229e-06
experiment_design,17,learned_design_exact,ellipse,0.12,18,0.9982986687082642,0.9854168763264868,0.7058823529411765,0.005375170148909092,3.831586127489572e-06
experiment_design,17,learned_design_exact,ellipse,0.12,19,0.9987268993839835,0.977185476449921,0.6712328767123288,0.03355611488223076,4.379493930173339e-06
experiment_design,17,learned_design_exact,ellipse,0.12,20,0.9966210967842163,0.9651870186373472,0.75,0.02445761114358902,4.607631581166061e-06
experiment_design,17,learned_design_exact,ellipse,0.12,21,0.9956647556647557,0.9640013286108018,0.71,0.026644717901945114,2.655335492818267e-06
experiment_design,17,learned_design_exact,ellipse,0.12,22,0.9865483839824937,0.9209831482590748,0.7128712871287128,0.030834315344691277,3.362927373018465e-06
experiment_design,17,learned_design_exact,ellipse,0.12,23,0.9957220487917678,0.9551672703197023,0.7532467532467533,0.015986546874046326,4.646488832804607e-06
experiment_design,17,uniform_design_loop,ellipse,0.12,0,0.8732810755774728,0.2797228994720876,0.14388489208633093,0.483675092458725,2.25887265514757e-06
experiment_design,17,uniform_design_loop,ellipse,0.12,1,0.8754434887344043,0.26781754538755087,0.1590909090909091,0.43404680490493774,1.0790377018565778e-05
experiment_design,17,uniform_design_loop,ellipse,0.12,2,0.8464198458936291,0.2595373412889985,0.15441176470588236,0.4601993262767792,1.4337783795781434e-06
experiment_design,17,uniform_design_loop,ellipse,0.12,3,0.8259442412280231,0.25433427685941024,0.10897435897435898,0.46798717975616455,6.981690034990606e-07
experiment_design,17,uniform_design_loop,ellipse,0.12,4,0.8845627529781197,0.26549402799125527,0.15079365079365079,0.2435206174850464,1.3586562772616162e-06
experiment_design,17,uniform_design_loop,ellipse,0.12,5,0.8376916037520019,0.24838036551174736,0.1292517006802721,0.4149486720561981,1.2087621144019067e-06
experiment_design,17,uniform_design_loop,ellipse,0.12,6,0.9399443476133689,0.22999493641442728,0.1797752808988764,0.25192442536354065,5.0156100769527256e-05
experiment_design,17,uniform_design_loop,ellipse,0.12,7,0.9157274590163934,0.24775966810890798,0.15384615384615385,0.34681788086891174,0.00013826435315422714
experiment_design,17,uniform_design_loop,ellipse,0.12,8,0.8823464287973682,0.23235733221745067,0.13114754098360656,0.2012961208820343,2.890300856961403e-05
experiment_design,17,uniform_design_loop,ellipse,0.12,9,0.8695517429463977,0.26242496942275517,0.12857142857142856,0.4536787271499634,2.026508127528359e-06
experiment_design,17,uniform_design_loop,ellipse,0.12,10,0.9520760119744891,0.314607418146635,0.23333333333333334,0.4795496165752411,0.00011311262642266229
experiment_design,17,uniform_design_loop,ellipse,0.12,11,0.9181535269709543,0.30502189963769855,0.2,0.47530388832092285,0.0001282625598832965
experiment_design,17,uniform_design_loop,ellipse,0.12,12,0.8535188115654021,0.24296792520380034,0.11971830985915492,0.15498940646648407,9.129872182711551e-07
experiment_design,17,uniform_design_loop,ellipse,0.12,13,0.9431802623291985,0.2604778569938246,0.1978021978021978,0.45802897214889526,0.00016023992793634534
experiment_design,17,uniform_design_loop,ellipse,0.12,14,0.9435785203373546,0.2786234241737418,0.2087912087912088,0.4493398368358612,0.00025210677995346487
experiment_design,17,uniform_design_loop,ellipse,0.12,15,0.9199731490048804,0.2764025402776302,0.17272727272727273,0.45843446254730225,0.00010845542419701815
experiment_design,17,uniform_design_loop,ellipse,0.12,16,0.8771286750668195,0.228952834013122,0.1559633027522936,0.34062013030052185,5.677687295246869e-05
experiment_design,17,uniform_design_loop,ellipse,0.12,17,0.8552659019812305,0.21479945920485446,0.12295081967213115,0.21399308741092682,3.4537290048319846e-05
experiment_design,17,uniform_design_loop,ellipse,0.12,18,0.8184679511717919,0.25202972176516947,0.12987012987012986,0.45598462224006653,6.29731061962957e-07
experiment_design,17,uniform_design_loop,ellipse,0.12,19,0.9308624229979466,0.28881425661850224,0.19607843137254902,0.4590514600276947,0.0001764859916875139
experiment_design,17,uniform_design_loop,ellipse,0.12,20,0.8587592563823727,0.24372638223692067,0.1323529411764706,0.1838778704404831,9.689941180113237e-06
experiment_design,17,uniform_design_loop,ellipse,0.12,21,0.8314496314496315,0.2493759264086477,0.11764705882352941,0.43960559368133545,1.3013847137699486e-06
experiment_design,17,uniform_design_loop,ellipse,0.12,22,0.8240241142207395,0.24051760351596982,0.10191082802547771,0.34231680631637573,5.545046519728203e-07
experiment_design,17,uniform_design_loop,ellipse,0.12,23,0.9094032340650446,0.29056667780251005,0.19469026548672566,0.49380823969841003,1.2933934158354532e-05
experiment_design,17,uniform_design_exact,ellipse,0.12,0,0.8732810755774728,0.2797228994720876,0.14388489208633093,0.483675092458725,2.263185706397053e-06
experiment_design,17,uniform_design_exact,ellipse,0.12,1,0.8754434887344043,0.26781754538755087,0.1590909090909091,0.43404680490493774,2.4802850475680316e-06
experiment_design,17,uniform_design_exact,ellipse,0.12,2,0.8464198458936291,0.2595373412889985,0.15441176470588236,0.4601993262767792,2.493407009751536e-06
experiment_design,17,uniform_design_exact,ellipse,0.12,3,0.8259442412280231,0.25433427685941024,0.10897435897435898,0.46798717975616455,2.0130178199906368e-06
experiment_design,17,uniform_design_exact,ellipse,0.12,4,0.8845627529781197,0.26549402799125527,0.15079365079365079,0.2435206174850464,1.8510060044718557e-06
experiment_design,17,uniform_design_exact,ellipse,0.12,5,0.8376916037520019,0.24838036551174736,0.1292517006802721,0.4149486720561981,2.938072611868847e-06
