seed,depth,task,auc,average_precision,iou_top7,centroid_error,relative_residual
17,2,64,0.9984585028980145,0.9873234090325943,0.6792452830188679,0.006128284614533186,3.733161449432373
17,2,65,0.9996509240246406,0.9935624188972645,0.6944444444444444,0.014009903185069561,4.781511306762695
17,2,66,0.9991726273086368,0.9773510786952851,0.5277777777777778,0.006873715203255415,4.149164199829102
17,2,67,0.9996595339019116,0.9952316195257849,0.8472222222222222,0.0036250846460461617,5.505448818206787
17,2,68,0.9994465761511216,0.9905852914898222,0.7777777777777778,0.0032673811074346304,5.320213317871094
17,2,69,0.9980903123135071,0.9854524018343457,0.6545454545454545,0.01596239022910595,3.5634310245513916
17,2,70,0.9987345737016852,0.9867368057315108,0.8045977011494253,0.006809226702898741,4.710596561431885
17,2,71,0.9992086103197214,0.9859740585859504,0.7222222222222222,0.013192265294492245,4.721686840057373
17,2,72,0.9975501454601133,0.9780426643548827,0.7717391304347826,0.02502729743719101,3.9715592861175537
17,2,73,0.9996636593858815,0.9938694041301598,0.7222222222222222,0.008265425451099873,5.041705131530762
17,2,74,0.9983688084344539,0.987453969347876,0.6545454545454545,0.00557490810751915,3.8922266960144043
17,2,75,0.9969157640740942,0.9710742837592208,0.7671232876712328,0.015399986878037453,4.788296699523926
17,2,76,0.9983552631578947,0.987329519258951,0.6428571428571429,0.015975434333086014,3.5418288707733154
17,2,77,0.9986084098987326,0.9830794184793856,0.8108108108108109,0.0022237731609493494,5.091416835784912
17,2,78,0.9989331781592474,0.9782483059646155,0.5833333333333334,0.010291815735399723,3.9845759868621826
17,2,79,0.9997230136119025,0.9944296899537676,0.7222222222222222,0.008534738793969154,5.198268890380859
17,2,80,0.9991373191373192,0.9925915414084447,0.7272727272727273,0.003599027404561639,4.037622928619385
17,2,81,0.9990544079138785,0.980582970974957,0.5833333333333334,0.01599287800490856,3.9707534313201904
17,2,82,0.9995566571952522,0.9915279415766384,0.7083333333333334,0.01265366468578577,5.159545421600342
17,2,83,0.9994299510428543,0.9931845876963581,0.8356164383561644,0.010500478558242321,5.557671546936035
