architecture,affine_depth,width,rank_ratio,grid_size,target_kind,powerlaw_alpha,powerlaw_max_frequency,optimizer,learning_rate,steps,record_every,seed,bias_scale,tag,rank,stable,elapsed_seconds,final_loss,final_parameter_displacement,final_feature_displacement,t50_1,final_relative_error_1,t50_4,final_relative_error_4,t50_8,final_relative_error_8,t50_16,final_relative_error_16,calibration_score
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.003,600,30,101,0.1,cal_fc_d5_muon_p0_lr0.003_s101,128,True,14.681132444995455,0.027757031843066216,0.4483577311038971,11.930936813354492,180.0,0.006160736083984375,390.0,0.033395528793334926,570.0,0.41005971696641713,,0.8920337234934171,-1.2643567189138907
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.003,600,30,102,0.1,cal_fc_d5_muon_p0_lr0.003_s102,128,True,15.003567268024199,0.02825450897216797,0.44837287068367004,11.043837547302246,180.0,0.004493117332458496,360.0,0.033052664536696176,570.0,0.42386746406555176,,0.8875754823287328,-1.2955394317879187
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.01,600,30,101,0.1,cal_fc_d5_muon_p0_lr0.01_s101,128,True,6.219023188925348,0.0031392951495945454,1.2864069938659668,15.991278648376465,60.0,0.002840757369995117,120.0,0.010212164658766492,210.0,0.01895536316765682,420.0,0.27647540966669715,-2.0799900350168388
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.01,600,30,102,0.1,cal_fc_d5_muon_p0_lr0.01_s102,128,True,5.127086663036607,0.003086503129452467,1.2312837839126587,15.800273895263672,60.0,0.0029458999633789062,120.0,0.016890269059401258,210.0,0.011431137720743839,390.0,0.23275123039881385,-2.0961209903849425
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.03,600,30,101,0.1,cal_fc_d5_muon_p0_lr0.03_s101,128,True,4.609972678939812,0.005653992295265198,1.9444658756256104,14.112054824829102,30.0,0.000347137451171875,60.0,0.04447364807128903,120.0,0.05400110615624324,270.0,0.2174693942070007,-2.0225454616182224
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.03,600,30,102,0.1,cal_fc_d5_muon_p0_lr0.03_s102,128,True,4.701472220942378,0.008754989132285118,1.9467096328735352,14.044689178466797,30.0,0.008185744285583496,60.0,0.05568627210763788,90.0,0.04153002632988826,270.0,0.2154912153879801,-1.656012134331495
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p1_3,0.003,600,30,101,0.1,cal_fc_d5_muon_p1_3_lr0.003_s101,128,True,4.293956871028058,0.020658938214182854,0.45564940571784973,10.199703216552734,30.0,0.010528624057769775,120.0,0.039905914893517094,270.0,0.24507300059000653,,0.753928060332934,-1.2802252338646258
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p1_3,0.003,600,30,102,0.1,cal_fc_d5_muon_p1_3_lr0.003_s102,128,True,4.497725623077713,0.018926046788692474,0.4813104569911957,10.54328727722168,60.0,0.008305788040161133,120.0,0.05501220776484559,240.0,0.21558684772915312,,0.724487786491712,-1.2950677012594376
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p1_3,0.01,600,30,101,0.1,cal_fc_d5_muon_p1_3_lr0.01_s101,128,True,4.361637325026095,0.0157274529337883,0.7590274214744568,9.315152168273926,30.0,0.010833978652954102,60.0,0.025685071945190395,180.0,0.10533653365241159,,0.5828824738661448,-1.462344045379547
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p1_3,0.01,600,30,102,0.1,cal_fc_d5_muon_p1_3_lr0.01_s102,128,True,4.449897841899656,0.017007017508149147,0.7567831873893738,9.062849998474121,30.0,0.007865428924560547,60.0,0.0052023484156681595,150.0,0.15037618743048775,,0.5530765255292257,-1.632434240852838
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p1_3,0.03,600,30,101,0.1,cal_fc_d5_muon_p1_3_lr0.03_s101,128,True,4.914268239052035,0.01993902027606964,1.2620630264282227,10.243884086608887,30.0,0.03471815586090088,60.0,0.04722353128286505,120.0,0.06826436519622806,390.0,0.3011489510536194,-1.3731217980135948
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p1_3,0.03,600,30,102,0.1,cal_fc_d5_muon_p1_3_lr0.03_s102,128,True,5.000279641943052,0.017650224268436432,1.301143765449524,9.867364883422852,30.0,0.03590202331542969,30.0,0.010346687757051873,120.0,0.08745659722222225,450.0,0.33169469237327576,-1.5048746243815454
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p2_3,0.003,600,30,101,0.1,cal_fc_d5_muon_p2_3_lr0.003_s101,128,True,4.147797200945206,0.03026418574154377,0.2893540561199188,9.290789604187012,30.0,0.009923696517944336,120.0,0.06393740727351259,390.0,0.36485780609978574,,0.8949370781580607,-1.1487744910157522
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p2_3,0.003,600,30,102,0.1,cal_fc_d5_muon_p2_3_lr0.003_s102,128,True,4.3212667850311846,0.02854001894593239,0.3098776340484619,9.0603609085083,30.0,0.0012413263320922852,120.0,0.06745995008028467,360.0,0.3576167689429389,,0.861910454928875,-1.3787288596037937
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p2_3,0.01,600,30,101,0.1,cal_fc_d5_muon_p2_3_lr0.01_s101,128,True,4.202940903953277,0.03247608244419098,0.3676372468471527,7.896651268005371,30.0,0.017947256565093994,60.0,0.0015506744384765965,270.0,0.3339523341920641,,0.787975549697876,-1.5070864735868463
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p2_3,0.01,600,30,102,0.1,cal_fc_d5_muon_p2_3_lr0.01_s102,128,True,4.350082457996905,0.030158698558807373,0.38542404770851135,8.206335067749023,30.0,0.007917404174804688,60.0,0.05608811745276814,270.0,0.3015753560596042,,0.8112620537479719,-1.2190854377380687
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p2_3,0.03,600,30,101,0.1,cal_fc_d5_muon_p2_3_lr0.03_s101,128,True,4.821159983985126,0.03267759829759598,0.6649807691574097,8.13865852355957,30.0,0.09371137619018555,60.0,0.024808040032020015,180.0,0.16151285171508792,,0.6101784954468409,-1.1328502923666803
fc,5,128,0.25,128,hierarchy,1.25,24,muon_p2_3,0.03,600,30,102,0.1,cal_fc_d5_muon_p2_3_lr0.03_s102,128,True,4.907624977990054,0.03612025827169418,0.67100590467453,7.193966865539551,30.0,0.23026323318481445,60.0,0.1761452418107253,150.0,0.18689780765109595,,0.6271106352408727,-0.7970764010307891
mmnn,3,128,0.25,128,hierarchy,1.25,24,mup_gd,0.1,600,30,101,0.1,cal_mmnn_d3_mup_gd_lr0.1_s101,32,True,0.6148853920167312,0.06580144166946411,0.2825491428375244,2.8293161392211914,30.0,0.007337391376495361,390.0,0.24076291231008679,,0.7274347146352133,,0.9176859917740027,-0.9093598391909191
mmnn,3,128,0.25,128,hierarchy,1.25,24,mup_gd,0.1,600,30,102,0.1,cal_mmnn_d3_mup_gd_lr0.1_s102,32,True,0.6150527120335028,0.0636008009314537,0.28269633650779724,3.139349937438965,30.0,0.007675886154174805,420.0,0.24352888877575216,,0.7997888260417514,,0.9162376361588637,-0.8953149944283745
mmnn,3,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,600,30,101,0.1,cal_mmnn_d3_mup_gd_lr0.3_s101,32,True,0.5977610710542649,0.04169829189777374,0.465232253074646,3.525177478790283,30.0,0.08453893661499023,210.0,0.04078641304602986,480.0,0.3849413924747043,,0.8993131394187609,-0.9377627988633458
mmnn,3,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,600,30,102,0.1,cal_mmnn_d3_mup_gd_lr0.3_s102,32,True,0.5645096980733797,0.03862167149782181,0.4492030143737793,4.062132835388184,30.0,0.006523013114929199,240.0,0.04070956890399636,510.0,0.43403270509507924,,0.8891140396396319,-1.2093191704752746
mmnn,3,128,0.25,128,hierarchy,1.25,24,mup_gd,1.0,600,30,101,0.1,cal_mmnn_d3_mup_gd_lr1_s101,32,True,0.5624234899878502,0.4093692898750305,0.6222524642944336,1.0,,0.9593784064054489,,1.0010388674071202,,1.0020175551374753,,0.9997317583377784,-0.06238278650848477
mmnn,3,128,0.25,128,hierarchy,1.25,24,mup_gd,1.0,600,30,102,0.1,cal_mmnn_d3_mup_gd_lr1_s102,32,True,0.5622120120096952,0.4134911000728607,1.0703941583633423,1.0,,0.9675842821598053,,1.001842238797018,,1.001955125739591,,1.0007398199522868,-0.060615676242958876
mmnn,5,128,0.25,128,hierarchy,1.25,24,mup_gd,0.1,600,30,101,0.1,cal_mmnn_d5_mup_gd_lr0.1_s101,32,True,0.8881094979587942,0.03372523561120033,0.14912083745002747,6.201916694641113,30.0,0.032727837562561035,150.0,0.09603790136483996,390.0,0.3265659279293484,,0.8372386768460274,-0.9872617196961285
mmnn,5,128,0.25,128,hierarchy,1.25,24,mup_gd,0.1,600,30,102,0.1,cal_mmnn_d5_mup_gd_lr0.1_s102,32,True,0.8926352940034121,0.04215388000011444,0.15329495072364807,5.544299125671387,30.0,0.013379573822021484,180.0,0.07612553009620082,480.0,0.4245031144883898,,0.8189937074979147,-1.0689908527991396
mmnn,5,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,600,30,101,0.1,cal_mmnn_d5_mup_gd_lr0.3_s101,32,True,0.8872444300213829,0.04427541047334671,0.2530645728111267,6.6748480796813965,30.0,0.05987536907196045,150.0,0.03813270422128534,300.0,0.3131824334462484,,0.8155047744512558,-1.0116331829398568
mmnn,5,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,600,30,102,0.1,cal_mmnn_d5_mup_gd_lr0.3_s102,32,True,0.9194124799687415,0.05099784582853317,0.2511737644672394,5.870396137237549,30.0,0.04175424575805664,120.0,0.015981050638052167,360.0,0.3144981728659736,,0.8803713793555895,-1.1272197220761464
mmnn,5,128,0.25,128,hierarchy,1.25,24,mup_gd,1.0,600,30,101,0.1,cal_mmnn_d5_mup_gd_lr1_s101,32,False,0.015214255079627037,0.42875009775161743,0.0,0.0,,1.0,,1.0,,1.0,,1.0,inf
mmnn,5,128,0.25,128,hierarchy,1.25,24,mup_gd,1.0,600,30,102,0.1,cal_mmnn_d5_mup_gd_lr1_s102,32,False,0.015182668925262988,0.42875009775161743,0.0,0.0,,1.0,,1.0,,1.0,,1.0,inf
mmnn,7,128,0.25,128,hierarchy,1.25,24,mup_gd,0.1,600,30,101,0.1,cal_mmnn_d7_mup_gd_lr0.1_s101,32,True,1.3337939239572734,0.0306426752358675,0.11600979417562485,9.84947681427002,30.0,0.04824113845825195,180.0,0.04508326603816102,420.0,0.2761819230185615,,0.8162669936815897,-1.0544358971981602
mmnn,7,128,0.25,128,hierarchy,1.25,24,mup_gd,0.1,600,30,102,0.1,cal_mmnn_d7_mup_gd_lr0.1_s102,32,True,1.3519952000351623,0.02946474775671959,0.11444278806447983,9.537264823913574,30.0,0.007252931594848633,150.0,0.09077233534592845,300.0,0.19686648580763078,,0.7486524283885956,-1.2328748116341897
mmnn,7,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,600,30,101,0.1,cal_mmnn_d7_mup_gd_lr0.3_s101,32,True,1.32814982207492,0.06152009963989258,0.19857974350452423,8.190731048583984,30.0,0.08481502532958984,180.0,0.27440432401803827,450.0,0.5166582862536112,,0.8374885693192482,-0.6808859369742435
mmnn,7,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,600,30,102,0.1,cal_mmnn_d7_mup_gd_lr0.3_s102,32,True,1.3380106589756906,0.1246819868683815,0.21092170476913452,9.69433307647705,60.0,0.09594106674194336,180.0,0.3308285566476675,480.0,0.424180719587538,,0.847118929028511,-0.6213537318754571
mmnn,7,128,0.25,128,hierarchy,1.25,24,mup_gd,1.0,600,30,101,0.1,cal_mmnn_d7_mup_gd_lr1_s101,32,False,0.030565705965273082,0.42875009775161743,0.0,0.0,,1.0,,1.0,,1.0,,1.0,inf
mmnn,7,128,0.25,128,hierarchy,1.25,24,mup_gd,1.0,600,30,102,0.1,cal_mmnn_d7_mup_gd_lr1_s102,32,False,0.1739064990542829,0.4291059076786041,0.5651659965515137,2.1809818744659424,,1.000190484104678,,1.001088822923171,,1.0002389365302709,,1.000011383187181,inf
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.003,600,30,101,0.1,cal_mmnn_d5_muon_p0_lr0.003_s101,32,True,3.729962517041713,0.003034141380339861,0.6234139204025269,17.622425079345703,90.0,0.001985311508178711,150.0,0.0054503954373872855,210.0,0.0070329109827677655,450.0,0.2449150482813517,-2.3100928121851503
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.003,600,30,102,0.1,cal_mmnn_d5_muon_p0_lr0.003_s102,32,True,3.66843952704221,0.002763642929494381,0.631648600101471,15.12059497833252,90.0,0.004177272319793701,150.0,0.008382118665254998,240.0,0.006065395143297008,450.0,0.2719369133313497,-2.1933842464853908
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.01,600,30,101,0.1,cal_mmnn_d5_muon_p0_lr0.01_s101,32,True,3.7339900659862906,0.004361593164503574,0.9225317239761353,16.490009307861328,30.0,0.017043113708496094,60.0,0.004702017857478249,90.0,0.013295173645019556,240.0,0.09206509590148923,-2.1061476670920714
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.01,600,30,102,0.1,cal_mmnn_d5_muon_p0_lr0.01_s102,32,True,3.7444435219513252,0.005273671820759773,0.8979322910308838,13.801729202270508,30.0,0.04033160209655762,60.0,0.041564941406249965,90.0,0.015963421927558025,240.0,0.15453741947809851,-1.6875499611990636
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.03,600,30,101,0.1,cal_mmnn_d5_muon_p0_lr0.03_s101,32,False,2.2769070270005614,421783337435136.0,322.1897888183594,265621.59375,30.0,2147.874267578125,30.0,2.5384615384615383,90.0,2.111111111111111,300.0,13.916666666666666,inf
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.03,600,30,102,0.1,cal_mmnn_d5_muon_p0_lr0.03_s102,32,False,2.4336895969463512,0.03095148503780365,1.145329475402832,20.531335830688477,30.0,0.05244457721710205,30.0,0.12454155775216913,90.0,0.13272096051110163,180.0,0.32200322548548377,inf
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p1_3,0.003,600,30,101,0.1,cal_mmnn_d5_muon_p1_3_lr0.003_s101,32,True,3.490470055025071,0.019073255360126495,0.30398663878440857,12.778799057006836,30.0,3.528594970703125e-05,90.0,0.03269421137296233,210.0,0.16765729586283368,,0.6753032257159551,-1.978937786941866
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p1_3,0.003,600,30,102,0.1,cal_mmnn_d5_muon_p1_3_lr0.003_s102,32,True,3.6260167990112677,0.01756170764565468,0.30934467911720276,10.847183227539062,30.0,0.001672983169555664,90.0,0.05081429848304158,210.0,0.1518309381273058,,0.6468382825454077,-1.532906614293381
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p1_3,0.01,600,30,101,0.1,cal_mmnn_d5_muon_p1_3_lr0.01_s101,32,True,3.602591641014442,0.014452995732426643,0.49366000294685364,13.890936851501465,30.0,0.024994850158691406,60.0,0.041896141492403505,120.0,0.006387472152709936,480.0,0.3689473966757456,-1.6779268100357831
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p1_3,0.01,600,30,102,0.1,cal_mmnn_d5_muon_p1_3_lr0.01_s102,32,True,3.6186892619589344,0.013332239352166653,0.5133980512619019,10.464619636535645,30.0,0.01695537567138672,60.0,0.024174690246581997,150.0,0.030806488460964652,510.0,0.3656609455744425,-1.6151672572218103
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p1_3,0.03,600,30,101,0.1,cal_mmnn_d5_muon_p1_3_lr0.03_s101,32,True,3.730962786008604,0.04373497515916824,0.8596827983856201,14.912688255310059,30.0,0.3072271943092346,30.0,0.03901613675631013,90.0,0.20888000064426,510.0,0.45139025648434955,-0.9405874273429854
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p1_3,0.03,600,30,102,0.1,cal_mmnn_d5_muon_p1_3_lr0.03_s102,32,True,3.7609153940575197,0.0361347571015358,0.8377481698989868,12.781242370605469,30.0,0.02697014808654785,30.0,0.04709568390479458,90.0,0.17794744173685711,420.0,0.497696707646052,-1.2035309901509663
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p2_3,0.003,600,30,101,0.1,cal_mmnn_d5_muon_p2_3_lr0.003_s101,32,True,3.430714305024594,0.02579854428768158,0.1988849937915802,11.512908935546875,30.0,0.014645099639892578,90.0,0.07470264801612264,300.0,0.2749304241604275,,0.7917233780026436,-1.1440545701892948
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p2_3,0.003,600,30,102,0.1,cal_mmnn_d5_muon_p2_3_lr0.003_s102,32,True,3.472462318954058,0.02702724188566208,0.1833084225654602,9.217494010925293,30.0,0.012859344482421875,90.0,0.112295205776508,270.0,0.2435525523291694,,0.8089286436637243,-1.1217090045258664
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p2_3,0.01,600,30,101,0.1,cal_mmnn_d5_muon_p2_3_lr0.01_s101,32,True,3.626218420919031,0.02644018456339836,0.26084691286087036,11.51900577545166,30.0,0.0020647048950195312,60.0,0.03879220669086166,180.0,0.17514165242513022,,0.6153103063503901,-1.5026388014197836
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p2_3,0.01,600,30,102,0.1,cal_mmnn_d5_muon_p2_3_lr0.01_s102,32,True,3.661633459967561,0.027276426553726196,0.26031970977783203,8.659573554992676,30.0,0.012346982955932617,60.0,0.07555536123422472,210.0,0.15528204705980092,,0.6770460655291876,-1.236740478679036
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p2_3,0.03,600,30,101,0.1,cal_mmnn_d5_muon_p2_3_lr0.03_s101,32,True,3.6866358229890466,0.0469026044011116,0.45229658484458923,22.162277221679688,30.0,0.06386762857437134,60.0,0.08675791667057914,120.0,0.17816387282477486,,0.5477145910263062,-1.0160794909634647
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p2_3,0.03,600,30,102,0.1,cal_mmnn_d5_muon_p2_3_lr0.03_s102,32,True,3.7403182761045173,0.061230503022670746,0.4473007023334503,12.959428787231445,30.0,0.20547032356262207,60.0,0.08377445661104646,150.0,0.24890398979187014,,0.658995121717453,-0.8192611303515454
