architecture,affine_depth,width,rank_ratio,grid_size,target_kind,powerlaw_alpha,powerlaw_max_frequency,optimizer,learning_rate,steps,record_every,seed,bias_scale,tag,rank,stable,elapsed_seconds,final_loss,final_parameter_displacement,final_feature_displacement,t50_1,final_relative_error_1,t50_4,final_relative_error_4,t50_8,final_relative_error_8,t50_16,final_relative_error_16,t50_2,final_relative_error_2,t50_3,final_relative_error_3,t50_5,final_relative_error_5,t50_6,final_relative_error_6,t50_7,final_relative_error_7,t50_9,final_relative_error_9,t50_10,final_relative_error_10,t50_11,final_relative_error_11,t50_12,final_relative_error_12,t50_13,final_relative_error_13,t50_14,final_relative_error_14,t50_15,final_relative_error_15,t50_17,final_relative_error_17,t50_18,final_relative_error_18,t50_19,final_relative_error_19,t50_20,final_relative_error_20,t50_21,final_relative_error_21,t50_22,final_relative_error_22,t50_23,final_relative_error_23,t50_24,final_relative_error_24
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.003,2500,25,3,0.1,hierarchy_mmnn_d5_muon_p0_s3,32,True,15.694929211982526,0.0007523134117946029,0.9515794515609741,21.600536346435547,75.0,0.0022046566009521484,150.0,0.0009993956639216155,250.0,0.007839096917046465,525.0,0.028887649377187057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.003,2500,25,4,0.1,hierarchy_mmnn_d5_muon_p0_s4,32,True,15.481060492107645,0.0008261765469796956,0.8809891939163208,18.83982276916504,75.0,0.0011115074157714844,125.0,0.0019297783191387127,200.0,0.000921991136338951,425.0,0.01891271273295081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.003,2500,25,5,0.1,hierarchy_mmnn_d5_muon_p0_s5,32,True,15.262644376023673,0.0009839623235166073,0.9128849506378174,22.9561767578125,75.0,0.0023069381713867188,150.0,0.01047891836899974,250.0,0.012601110670301674,500.0,0.020309845606485966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.003,2500,25,6,0.1,hierarchy_mmnn_d5_muon_p0_s6,32,True,15.08160465292167,0.0007237417157739401,0.9438548684120178,24.607379913330078,75.0,0.0032825469970703125,150.0,0.0009476588322566447,225.0,0.007794724570380341,475.0,0.014326035976409876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p0,0.003,2500,25,7,0.1,hierarchy_mmnn_d5_muon_p0_s7,32,True,15.157303035026416,0.0007315544062294066,0.9009858965873718,13.882009506225586,75.0,0.0019978880882263184,150.0,0.004946598639854984,250.0,0.02215639750162763,475.0,0.012674093246459925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p1_3,0.003,2500,25,0,0.1,hierarchy_mmnn_d5_muon_p1_3_s0,32,True,14.663162971031852,0.0044739991426467896,0.545487105846405,11.780345916748047,25.0,0.08436852693557739,75.0,0.039566700275127736,225.0,0.037320958243476,1050.0,0.194427877664566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p1_3,0.003,2500,25,1,0.1,hierarchy_mmnn_d5_muon_p1_3_s1,32,True,14.8993615929503,0.0035094236955046654,0.5530846118927002,11.995445251464844,25.0,0.0047686100006103516,75.0,0.010563446925236662,200.0,0.0071766244040595405,950.0,0.14129912853240964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p1_3,0.003,2500,25,2,0.1,hierarchy_mmnn_d5_muon_p1_3_s2,32,True,14.775285142008215,0.003391401842236519,0.5425263047218323,17.112335205078125,25.0,0.0066509246826171875,75.0,0.020098832937387286,200.0,0.007896992895338245,925.0,0.15627082188924152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p1_3,0.003,2500,25,3,0.1,hierarchy_mmnn_d5_muon_p1_3_s3,32,True,15.225052915979177,0.0032864161767065525,0.5349168181419373,13.294198989868164,25.0,0.08064305782318115,100.0,0.0486704386197604,200.0,0.047168903880649114,1000.0,0.13850704828898108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p1_3,0.003,2500,25,4,0.1,hierarchy_mmnn_d5_muon_p1_3_s4,32,True,14.888300989056006,0.003189550247043371,0.5125939249992371,13.082231521606445,25.0,0.012650012969970703,75.0,0.0073712972494272425,175.0,0.021220286687215144,875.0,0.14171755313873288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p1_3,0.003,2500,25,5,0.1,hierarchy_mmnn_d5_muon_p1_3_s5,32,True,14.887345505994745,0.0033918966073542833,0.5355351567268372,17.754987716674805,25.0,0.01100856065750122,75.0,0.012601118821364148,200.0,0.018185350630018422,825.0,0.1159635782241821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p1_3,0.003,2500,25,6,0.1,hierarchy_mmnn_d5_muon_p1_3_s6,32,True,15.10253550100606,0.0035440591163933277,0.5624878406524658,19.37959098815918,25.0,0.013123393058776855,75.0,0.00723184072054346,225.0,0.015345520443386476,975.0,0.16519542535146076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p1_3,0.003,2500,25,7,0.1,hierarchy_mmnn_d5_muon_p1_3_s7,32,True,15.001044550910592,0.002925810869783163,0.5329432487487793,11.052452087402344,25.0,0.0026564598083496094,75.0,0.002447696832510107,225.0,0.027913159794277588,875.0,0.1389048099517822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p2_3,0.01,2500,25,0,0.1,hierarchy_mmnn_d5_muon_p2_3_s0,32,True,14.919794182060286,0.008773062378168106,0.46533408761024475,13.182939529418945,25.0,0.02237570285797119,75.0,0.029836012766911467,200.0,0.0347821182674832,1250.0,0.1715996464093526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p2_3,0.01,2500,25,1,0.1,hierarchy_mmnn_d5_muon_p2_3_s1,32,True,15.193820134969428,0.0076845260336995125,0.45161640644073486,9.498971939086914,25.0,0.008213162422180176,75.0,0.03857223804180435,225.0,0.008471634652879527,1000.0,0.12136932214101152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p2_3,0.01,2500,25,2,0.1,hierarchy_mmnn_d5_muon_p2_3_s2,32,True,15.596178954932839,0.00793744157999754,0.45917099714279175,14.730629920959473,25.0,0.12544429302215576,75.0,0.022643492772028963,200.0,0.02037535773383244,1025.0,0.13166373968124387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p2_3,0.01,2500,25,3,0.1,hierarchy_mmnn_d5_muon_p2_3_s3,32,True,15.682831976097077,0.010682467371225357,0.4450816214084625,10.112471580505371,25.0,0.11478596925735474,75.0,0.1481902049137996,225.0,0.043919510311550586,1050.0,0.19629931449890134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p2_3,0.01,2500,25,4,0.1,hierarchy_mmnn_d5_muon_p2_3_s4,32,True,15.47119115490932,0.007464393507689238,0.43504592776298523,11.710243225097656,25.0,0.1023101806640625,50.0,0.11361521940964915,175.0,0.024385160870022217,925.0,0.11786536375681556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p2_3,0.01,2500,25,5,0.1,hierarchy_mmnn_d5_muon_p2_3_s5,32,True,15.0861222819658,0.007617366500198841,0.4554747939109802,14.743478775024414,25.0,0.032459259033203125,75.0,0.055917923267071026,200.0,0.009902556737263972,1000.0,0.14451549450556433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p2_3,0.01,2500,25,6,0.1,hierarchy_mmnn_d5_muon_p2_3_s6,32,True,15.356454101973213,0.00800202414393425,0.45842796564102173,15.467748641967773,25.0,0.1287829875946045,75.0,0.10023892842806299,225.0,0.024574902322557213,1075.0,0.11638865868250525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,muon_p2_3,0.01,2500,25,7,0.1,hierarchy_mmnn_d5_muon_p2_3_s7,32,True,15.428918709047139,0.010263446718454361,0.4349207878112793,8.62077808380127,25.0,0.1433316469192505,75.0,0.0662950735825759,200.0,0.03668986426459421,825.0,0.18370683987935382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,2500,25,0,0.1,hierarchy_mmnn_d5_mup_gd_s0,32,True,3.805695461924188,0.005805961787700653,0.4130798280239105,7.481585502624512,50.0,0.03530949354171753,175.0,0.06976433900686414,400.0,0.04367208480834963,1500.0,0.18761923909187314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,2500,25,1,0.1,hierarchy_mmnn_d5_mup_gd_s1,32,True,3.911384131060913,0.00761953042820096,0.40584897994995117,8.907570838928223,50.0,0.023374319076538086,125.0,0.033744812011718715,350.0,0.08694042099846737,1575.0,0.24011339743932086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,2500,25,2,0.1,hierarchy_mmnn_d5_mup_gd_s2,32,True,3.996610621921718,0.007800843566656113,0.4044030010700226,8.924861907958984,25.0,0.02245926856994629,150.0,0.00663817845858057,300.0,0.055233266618516734,1575.0,0.239391287167867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,2500,25,3,0.1,hierarchy_mmnn_d5_mup_gd_s3,32,True,3.96064160997048,0.010202489793300629,0.40114137530326843,7.62291145324707,25.0,0.0013914704322814941,175.0,0.012222308378953165,325.0,0.03633303112453887,1400.0,0.21235362688700354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,2500,25,4,0.1,hierarchy_mmnn_d5_mup_gd_s4,32,True,4.012504519079812,0.012187306769192219,0.37321335077285767,8.220810890197754,25.0,0.020842552185058594,100.0,0.033311605453491246,250.0,0.05538075500064428,1375.0,0.2268558839956919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,2500,25,5,0.1,hierarchy_mmnn_d5_mup_gd_s5,32,True,3.98789216496516,0.019864164292812347,0.4086989164352417,10.95541763305664,25.0,0.0178910493850708,175.0,0.04542182042048524,350.0,0.06930115487840442,1700.0,0.28975174824396766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,2500,25,6,0.1,hierarchy_mmnn_d5_mup_gd_s6,32,True,3.674907224951312,0.007513100281357765,0.3912706971168518,9.561469078063965,25.0,0.010835647583007812,150.0,0.03541410886324366,300.0,0.034954971737331836,1425.0,0.19224609931310016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,5,128,0.25,128,hierarchy,1.25,24,mup_gd,0.3,2500,25,7,0.1,hierarchy_mmnn_d5_mup_gd_s7,32,True,3.6727747099939734,0.007845185697078705,0.4027692377567291,8.353765487670898,50.0,0.0012276172637939453,125.0,0.03534239989060618,325.0,0.04936631520589195,1675.0,0.2526710530122121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,7,128,0.25,128,hierarchy,1.25,24,mup_gd,0.1,2500,25,0,0.1,hierarchy_mmnn_d7_mup_gd_s0,32,True,4.99166616902221,0.016238948330283165,0.1718376874923706,15.341309547424316,25.0,0.0023796558380126953,125.0,0.09234432073739862,300.0,0.10639160209231908,1625.0,0.3741969267527262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,7,128,0.25,128,hierarchy,1.25,24,mup_gd,0.1,2500,25,1,0.1,hierarchy_mmnn_d7_mup_gd_s1,32,True,4.989428148022853,0.009868321940302849,0.171315535902977,8.783108711242676,25.0,0.022627830505371094,175.0,0.052198960230900655,325.0,0.08298167917463517,1575.0,0.21840652823448178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,7,128,0.25,128,hierarchy,1.25,24,mup_gd,0.1,2500,25,2,0.1,hierarchy_mmnn_d7_mup_gd_s2,32,True,5.000840203952976,0.009150306694209576,0.1737017184495926,10.107760429382324,25.0,0.037999510765075684,150.0,0.09958199354318469,300.0,0.025323589642842634,1675.0,0.19092958172162372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,7,128,0.25,128,hierarchy,1.25,24,mup_gd,0.1,2500,25,3,0.1,hierarchy_mmnn_d7_mup_gd_s3,32,True,4.997062303940766,0.013462955132126808,0.16054528951644897,14.577905654907227,25.0,0.022943735122680664,175.0,0.03918827497042139,350.0,0.10286923249562584,2225.0,0.4872506956259409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,7,128,0.25,128,hierarchy,1.25,24,mup_gd,0.1,2500,25,4,0.1,hierarchy_mmnn_d7_mup_gd_s4,32,True,5.14616341306828,0.007008275017142296,0.1661766618490219,8.764547348022461,25.0,0.043280959129333496,125.0,0.006833479954646218,350.0,0.045083721478780134,1650.0,0.22441969315210974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,7,128,0.25,128,hierarchy,1.25,24,mup_gd,0.1,2500,25,5,0.1,hierarchy_mmnn_d7_mup_gd_s5,32,True,5.426897478988394,0.012726142071187496,0.17489247024059296,12.259583473205566,25.0,0.010284066200256348,125.0,0.056465644102830115,275.0,0.09279074933793811,1725.0,0.33408627907435096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,7,128,0.25,128,hierarchy,1.25,24,mup_gd,0.1,2500,25,6,0.1,hierarchy_mmnn_d7_mup_gd_s6,32,True,5.451601873966865,0.013647641986608505,0.16678014397621155,9.93431568145752,25.0,0.027550458908081055,175.0,0.011779491717998764,375.0,0.07031450006696915,2000.0,0.404440571864446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmnn,7,128,0.25,128,hierarchy,1.25,24,mup_gd,0.1,2500,25,7,0.1,hierarchy_mmnn_d7_mup_gd_s7,32,True,5.451872774981894,0.0077367862686514854,0.17155355215072632,9.41929817199707,25.0,0.013799846172332764,150.0,0.01865750092726484,325.0,0.04304001066419816,1400.0,0.16413704554239905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p0,0.01,1500,12,0,0.1,powerlaw_fc_d5_muon_p0_s0,128,True,10.44936226902064,0.0002719250041991472,0.925973653793335,11.742158889770508,60.0,0.011705398559570312,108.0,0.005116728817190661,144.0,0.007107136586712518,252.0,0.006282031536102295,60.0,0.002939685566812962,84.0,0.005410795056938016,120.0,0.006728340656686328,120.0,0.009464220051448211,132.0,0.008669054400590081,156.0,0.005524839943713272,168.0,0.0034368464944482635,180.0,0.00394167764586039,192.0,0.0023908451038818237,216.0,0.005241219136405319,228.0,0.003242883560053303,240.0,0.007555957833938093,276.0,0.012942671524168782,288.0,0.028116927595963053,300.0,0.05808127142273249,300.0,0.07066592775708025,312.0,0.08925389738044721,336.0,0.1287207001199506,348.0,0.17596527896605432,312.0,0.07976094297464009
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p0,0.01,1500,12,1,0.1,powerlaw_fc_d5_muon_p0_s1,128,True,10.208196906023659,0.0002993660746142268,1.044148564338684,11.29965591430664,60.0,0.0026733875274658203,108.0,0.00013724725302257512,156.0,0.0008594122947795756,276.0,0.01711171865463257,60.0,0.0050552671664287705,84.0,0.0010340172859531337,120.0,0.00308651412029838,132.0,0.005386354209376522,144.0,0.002019765643968528,168.0,0.00023336225504652156,180.0,0.0037561518232563183,192.0,0.001401196095875118,216.0,0.009124261724143616,228.0,0.001820750986209395,240.0,0.002655472373870185,252.0,0.005734025723343841,288.0,0.028225638318797177,300.0,0.026077129696961736,312.0,0.05945558257635523,312.0,0.0798305186259783,336.0,0.07491303068561853,348.0,0.13675807217964803,396.0,0.20331252393841306,348.0,0.11632708454226826
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p0,0.01,1500,12,2,0.1,powerlaw_fc_d5_muon_p0_s2,128,True,10.400691236951388,7.126903801690787e-05,1.099203109741211,11.725071907043457,60.0,0.006620287895202637,108.0,0.002593649877934501,156.0,0.008153970729456408,276.0,0.02606797218322754,60.0,0.004651350566124273,96.0,0.00230346641545935,132.0,0.0014714690090644827,132.0,0.004017185741776732,144.0,0.0055799608910974885,180.0,0.0018584359121980836,192.0,0.003935613158051117,204.0,0.00028961414748693206,216.0,0.0033822475910258074,228.0,0.015113306704364308,240.0,0.005814505006538391,264.0,0.007694460778706767,288.0,0.026614289095891235,300.0,0.04664444153893521,312.0,0.05479651999018131,324.0,0.06860109614148494,336.0,0.0923683170308592,348.0,0.12929232585905787,408.0,0.16455935094015448,384.0,0.052781886467386956
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p0,0.01,1500,12,3,0.1,powerlaw_fc_d5_muon_p0_s3,128,True,10.108366666012444,0.00043531888513825834,1.0658531188964844,14.39375114440918,60.0,0.01355588436126709,120.0,0.008747342641616095,168.0,0.010316906695939692,288.0,0.04100024700164795,84.0,0.0014145826959672538,96.0,0.013422567999593306,132.0,0.013609044625944498,144.0,0.006598324665305391,156.0,0.009884026588291319,192.0,0.017025790045612662,204.0,0.0219122792981225,216.0,0.009118761427235698,228.0,0.006756527333941943,252.0,0.007863676140042467,276.0,0.02062383359286744,276.0,0.028215411219386574,312.0,0.06259635185560032,324.0,0.06416030909187215,336.0,0.07116811243925672,348.0,0.09531179258415708,360.0,0.13396341197472517,348.0,0.12858456071864793,384.0,0.18362839937959255,372.0,0.10680322538421413
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p0,0.01,1500,12,4,0.1,powerlaw_fc_d5_muon_p0_s4,128,True,10.351281004957855,0.0007047062972560525,1.0599522590637207,10.63744831085205,48.0,0.02350032329559326,96.0,0.015065576701884218,144.0,0.013005815921733247,276.0,0.03616988658905029,48.0,0.011199879745616353,84.0,0.011031473432663285,108.0,0.023829551099881375,120.0,0.0180858341485042,132.0,0.02006554781407787,156.0,0.025597960672641345,168.0,0.018233502519905784,180.0,0.021177205388465067,204.0,0.005916930320361208,216.0,0.006451569759936849,240.0,0.0016973817192364369,252.0,0.029839008187882578,276.0,0.043189112902874534,276.0,0.035751891753456666,288.0,0.06624645297996586,300.0,0.10072604735765586,336.0,0.1251778245530839,348.0,0.16824328178822226,336.0,0.14576960109855067,336.0,0.04464949188576306
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p0,0.01,1500,12,5,0.1,powerlaw_fc_d5_muon_p0_s5,128,True,10.393776583019644,0.00041282392339780927,1.1028095483779907,12.657362937927246,48.0,0.01773679256439209,108.0,0.009702861762512876,156.0,0.009490004958556338,288.0,0.03067857027053833,60.0,0.010175235123620032,84.0,0.012010272120209964,120.0,0.0033610336976919925,132.0,0.013763371600462213,144.0,0.003376662735316197,180.0,0.011021542414554608,192.0,0.004208348229648002,204.0,0.011374570838694784,228.0,0.0014835652156504847,240.0,0.001733574843441739,252.0,0.020985500961179748,264.0,0.0014525640073823876,300.0,0.05397617039370519,312.0,0.06887345284415038,312.0,0.0862247994426402,312.0,0.11264960304951323,336.0,0.15031809252642347,348.0,0.17610404536774216,372.0,0.25607509694439917,336.0,0.20947110785014705
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p0,0.01,1500,12,6,0.1,powerlaw_fc_d5_muon_p0_s6,128,True,25.94096704898402,0.000585230765864253,1.0021051168441772,11.91819953918457,60.0,0.020128726959228516,108.0,0.006335109913943586,156.0,0.007990575186731852,264.0,0.01434028148651123,60.0,0.002726471705709416,84.0,0.01030093543531294,120.0,0.01236835874369804,120.0,0.008361296003131347,144.0,0.013413401179627889,168.0,0.017920788444841504,180.0,0.00392269517433448,204.0,0.018124403591706726,216.0,0.017376291434473348,240.0,0.030330384283797637,252.0,0.015586215730475503,264.0,0.010025274768633128,276.0,0.03417106108499433,288.0,0.02796672410778457,288.0,0.04483158192327362,300.0,0.05550993765013357,324.0,0.07162059156494856,324.0,0.12303470579005402,336.0,0.16735177400563625,336.0,0.022207858584507037
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p0,0.01,1500,12,7,0.1,powerlaw_fc_d5_muon_p0_s7,128,True,10.247378848027438,0.0006957676960155368,1.072702169418335,12.68989086151123,60.0,0.02168130874633789,108.0,0.009723210772037335,168.0,0.007423301949751322,276.0,0.003153085708618164,60.0,0.0015696730975944342,96.0,0.007548083660536111,132.0,0.014690411110596449,132.0,0.011658943755562125,156.0,0.01871874579955861,180.0,0.001712327946167733,204.0,0.006716689437067105,216.0,0.009421825159521998,228.0,0.005617484313832908,228.0,0.006019308511619778,252.0,0.005006629892048862,276.0,0.002885972134659357,300.0,0.03509893230464859,312.0,0.03126450211743382,312.0,0.039523637587039764,324.0,0.03924669045210745,336.0,0.07409561484899645,360.0,0.12002623801641678,372.0,0.1836331841389105,348.0,0.052607842082124864
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.01,1500,12,0,0.1,powerlaw_fc_d5_muon_p1_3_s0,128,True,10.390949108987115,0.0020546680316329002,0.5566139221191406,9.61486530303955,12.0,0.03171432018280029,48.0,0.05393488345663488,132.0,0.021417615223760837,456.0,0.0721210241317749,24.0,0.07937390715640405,24.0,0.07696683113908774,72.0,0.03749125950041689,96.0,0.029085228301623307,120.0,0.03220260320707332,156.0,0.037562376010025655,204.0,0.0439142546801291,240.0,0.030866247991415047,288.0,0.008584570737507728,336.0,0.006901336125207529,372.0,0.03880142720290507,432.0,0.05101834897334602,492.0,0.10885045246305014,528.0,0.14542067243273182,540.0,0.18065416213423652,624.0,0.2621685429337367,924.0,0.3728960204058154,1116.0,0.430240630911889,1176.0,0.4579962558273085,,0.610757004824279
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.01,1500,12,1,0.1,powerlaw_fc_d5_muon_p1_3_s1,128,True,10.372369889984839,0.0023195892572402954,0.6120947599411011,8.960559844970703,12.0,0.03590857982635498,60.0,0.05934873044155624,144.0,0.03185909161718122,456.0,0.054556071758270264,24.0,0.08666102956485189,24.0,0.08776046805257909,72.0,0.02944217614474361,96.0,0.02789002077070495,132.0,0.03502939438418411,168.0,0.05528371597253992,204.0,0.03805750584728747,240.0,0.0363937095671967,276.0,0.030744989664089218,312.0,0.031203006438300228,336.0,0.006951563000470894,384.0,0.018650221276296466,528.0,0.09439235295945803,576.0,0.172612199810139,624.0,0.250142289569259,696.0,0.3374021521005131,744.0,0.37601362196585564,912.0,0.37441429096186163,1092.0,0.42140710750410715,,0.5856255496848479
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.01,1500,12,2,0.1,powerlaw_fc_d5_muon_p1_3_s2,128,True,10.38027388509363,0.002178158611059189,0.598208487033844,9.388933181762695,12.0,0.033865928649902344,48.0,0.05837901575101759,156.0,0.023796574131698976,480.0,0.07427048683166504,24.0,0.08155219012368232,24.0,0.08273082692943437,72.0,0.02969263069424882,108.0,0.023771476807991136,132.0,0.03744915885017979,180.0,0.0472798333246738,228.0,0.03958149669549887,252.0,0.027276349498950105,300.0,0.024340472755915884,336.0,0.004715896436104211,372.0,0.012488184150697912,432.0,0.057566402203644444,564.0,0.10957713810677078,624.0,0.17149489303531618,672.0,0.22997464282832758,732.0,0.32228949115757166,900.0,0.3967628546521166,1020.0,0.41341676509340947,1212.0,0.45522888238413833,,0.6222215726648406
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.01,1500,12,3,0.1,powerlaw_fc_d5_muon_p1_3_s3,128,True,10.1647755689919,0.002296010497957468,0.5508248209953308,9.871963500976562,12.0,0.02867424488067627,60.0,0.05997857294570304,168.0,0.03643516924011128,540.0,0.0761491060256958,24.0,0.08265901673310116,36.0,0.08583133093212154,84.0,0.03956218884481318,108.0,0.030381814730410933,132.0,0.03224841279940391,180.0,0.042313323910214466,216.0,0.041661557058158716,264.0,0.03359606041773874,324.0,0.0015714271169824893,372.0,0.0006434132690635079,420.0,0.042285640842905675,480.0,0.0588838427131664,588.0,0.09950217082158568,624.0,0.13777735212716025,684.0,0.22890726116568058,732.0,0.322416012316467,864.0,0.4096472440818147,948.0,0.42619869291128326,1188.0,0.4492062776849871,,0.5954845358087251
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.01,1500,12,4,0.1,powerlaw_fc_d5_muon_p1_3_s4,128,True,10.124740617000498,0.002264603739604354,0.5968723297119141,8.055541038513184,12.0,0.03651535511016846,48.0,0.05983341919943152,132.0,0.0229877160738803,456.0,0.08106976747512817,12.0,0.08626479768866545,24.0,0.0855198685376201,60.0,0.03715379204914852,96.0,0.03021431916001823,108.0,0.038674650277601384,156.0,0.046699118038384654,192.0,0.0362082467936982,216.0,0.046111450754931914,240.0,0.027612496554952255,288.0,0.012233551338423465,336.0,0.01846220271397544,384.0,0.03936416905372177,516.0,0.1388673532517645,552.0,0.18358492718172112,600.0,0.22984563491035848,672.0,0.30798614021794996,768.0,0.4023306940948894,840.0,0.41453303718570744,936.0,0.42626889206519875,,0.5988581670536917
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.01,1500,12,5,0.1,powerlaw_fc_d5_muon_p1_3_s5,128,True,10.506767487968318,0.002333062933757901,0.5846722722053528,9.666763305664062,12.0,0.03177690505981445,60.0,0.05620406978046141,156.0,0.030326581766154832,528.0,0.10229730606079102,24.0,0.08366426905297167,36.0,0.08326726707168297,84.0,0.027253484140726758,108.0,0.0257663112704125,132.0,0.028275957651136496,180.0,0.039364335543380896,228.0,0.03269766878807912,276.0,0.03021467216117824,300.0,0.0143168109763983,324.0,0.01038979431047884,384.0,0.029515100493519308,492.0,0.07253144868588784,576.0,0.1206861953944297,600.0,0.153812662170645,648.0,0.22966963441745905,672.0,0.3146924706620851,780.0,0.402254160794882,804.0,0.39748641393745626,912.0,0.42518866228506313,,0.5843154179592905
