design,seed,learned_theory_h_relative,spectral_upper_coverage_rate,guard_fallback_rate,pcg_dominance_violation_rate,setup_block_hvp_rounds,setup_scalar_hvp_equivalent
pde_elliptic_correlated,0,0.0008564702220610343,1.0,0.9306640625,0.0,3,12
pde_elliptic_correlated,1,0.0010450612535350956,1.0,0.940673828125,0.0,3,12
pde_elliptic_correlated,2,0.0007989317127794493,1.0,1.0,0.0,3,12
pde_elliptic,0,6.828227085975414e-07,1.0,0.099365234375,0.0,3,12
pde_elliptic,1,1.3058862009529548e-06,1.0,0.2939453125,0.0,3,12
pde_elliptic,2,2.442703213034747e-07,1.0,0.0185546875,0.0,3,12
