step,variant,seed,n_context,train_mse,eta,beta,fixed_lengthscale
1,matched,0,12,0.1436471790075302,1.0795758962631226,0.1140173003077507,0.18000000715255737
100,matched,0,8,0.2267512083053589,2.670267105102539,0.47041040658950806,0.18000000715255737
200,matched,0,9,0.18791422247886658,2.7485032081604004,0.5286411046981812,0.18000000715255737
300,matched,0,6,0.3512086868286133,2.9365570545196533,0.5926752090454102,0.18000000715255737
400,matched,0,7,0.2999561131000519,2.863029956817627,0.5587529540061951,0.18000000715255737
500,matched,0,10,0.21708163619041443,2.6593704223632812,0.4855882227420807,0.18000000715255737
600,matched,0,6,0.3830752670764923,2.8952152729034424,0.5703691244125366,0.18000000715255737
700,matched,0,8,0.21738789975643158,2.88565993309021,0.567223310470581,0.18000000715255737
800,matched,0,9,0.18963253498077393,2.8295481204986572,0.5444043874740601,0.18000000715255737
900,matched,0,9,0.21222791075706482,2.832209825515747,0.5437058806419373,0.18000000715255737
1000,matched,0,10,0.1787719428539276,2.8581314086914062,0.5570163130760193,0.18000000715255737
1100,matched,0,7,0.28217005729675293,2.839385986328125,0.5511926412582397,0.18000000715255737
1200,matched,0,6,0.381101131439209,2.8467764854431152,0.5506699085235596,0.18000000715255737
1300,matched,0,10,0.14950023591518402,2.8485450744628906,0.548380434513092,0.18000000715255737
1400,matched,0,16,0.06429588049650192,2.809049129486084,0.532011866569519,0.18000000715255737
1500,matched,0,12,0.16035044193267822,2.823380708694458,0.540477991104126,0.18000000715255737
1600,matched,0,14,0.09033194184303284,2.825587749481201,0.5434044599533081,0.18000000715255737
1700,matched,0,9,0.20259122550487518,2.842482566833496,0.5491653680801392,0.18000000715255737
1800,matched,0,8,0.2566060721874237,2.8454995155334473,0.549845814704895,0.18000000715255737
1900,matched,0,16,0.06987648457288742,2.810506820678711,0.53416907787323,0.18000000715255737
2000,matched,0,11,0.1312956064939499,2.835606575012207,0.5421814918518066,0.18000000715255737
2100,matched,0,6,0.3480231761932373,2.8506970405578613,0.5584852695465088,0.18000000715255737
2200,matched,0,15,0.05723488703370094,2.8637523651123047,0.5540483593940735,0.18000000715255737
2300,matched,0,16,0.06068047508597374,2.82814359664917,0.5381240844726562,0.18000000715255737
2400,matched,0,8,0.23159697651863098,2.853682279586792,0.5497233867645264,0.18000000715255737
2500,matched,0,11,0.14398400485515594,2.890960931777954,0.5662170648574829,0.18000000715255737
2600,matched,0,8,0.21023385226726532,2.772078275680542,0.5204923152923584,0.18000000715255737
2700,matched,0,16,0.06389382481575012,2.8410611152648926,0.5448277592658997,0.18000000715255737
2800,matched,0,13,0.09661468863487244,2.851226806640625,0.5543819069862366,0.18000000715255737
2900,matched,0,10,0.17615646123886108,2.8782246112823486,0.5633491277694702,0.18000000715255737
3000,matched,0,10,0.140605628490448,2.790039539337158,0.5268135070800781,0.18000000715255737
3100,matched,0,11,0.15795040130615234,2.8391928672790527,0.5482680797576904,0.18000000715255737
3200,matched,0,9,0.23737792670726776,2.8301048278808594,0.5479364395141602,0.18000000715255737
3300,matched,0,9,0.21691396832466125,2.795682907104492,0.5292657017707825,0.18000000715255737
3400,matched,0,16,0.05816209316253662,2.8286752700805664,0.5402664542198181,0.18000000715255737
3500,matched,0,10,0.18335217237472534,2.8393402099609375,0.5451224446296692,0.18000000715255737
3600,matched,0,13,0.11815696209669113,2.838939666748047,0.5465284585952759,0.18000000715255737
3700,matched,0,9,0.18629534542560577,2.8178460597991943,0.5361920595169067,0.18000000715255737
3800,matched,0,8,0.24803400039672852,2.8480224609375,0.5532769560813904,0.18000000715255737
3900,matched,0,7,0.2577499747276306,2.819265127182007,0.5405260920524597,0.18000000715255737
4000,matched,0,12,0.120917409658432,2.831268072128296,0.544746994972229,0.18000000715255737
4100,matched,0,13,0.10269816964864731,2.846245765686035,0.5466183423995972,0.18000000715255737
4200,matched,0,9,0.15734808146953583,2.8582446575164795,0.5606438517570496,0.18000000715255737
4300,matched,0,16,0.08460736274719238,2.8322131633758545,0.5427083373069763,0.18000000715255737
4400,matched,0,12,0.10077377408742905,2.802882194519043,0.5268149375915527,0.18000000715255737
4500,matched,0,8,0.26818162202835083,2.8355162143707275,0.5461502075195312,0.18000000715255737
4600,matched,0,12,0.11990302801132202,2.7994325160980225,0.5288861393928528,0.18000000715255737
4700,matched,0,10,0.1611085832118988,2.840527057647705,0.5463243126869202,0.18000000715255737
4800,matched,0,16,0.05635971948504448,2.8643739223480225,0.5567203760147095,0.18000000715255737
4900,matched,0,15,0.06700664758682251,2.8436427116394043,0.5437981486320496,0.18000000715255737
5000,matched,0,11,0.15876054763793945,2.876465320587158,0.562590479850769,0.18000000715255737
