variant,seed,n_context,method,mse,se,episodes,parameters,eta,beta
matched,0,4,model,0.5182300806045532,0.004880785942077637,5120,1346,2.940497636795044,0.599514901638031
matched,0,4,exact_krr,0.5163032412528992,0.004875931888818741,5120,1346,2.940497636795044,0.599514901638031
matched,0,4,nw,0.8507444262504578,0.009671485051512718,5120,1346,2.940497636795044,0.599514901638031
matched,0,8,model,0.24629049003124237,0.0030480490531772375,5120,1346,2.887951612472534,0.5696260333061218
matched,0,8,exact_krr,0.24134819209575653,0.0030238127801567316,5120,1346,2.887951612472534,0.5696260333061218
matched,0,8,nw,0.456900417804718,0.005323498975485563,5120,1346,2.887951612472534,0.5696260333061218
matched,0,12,model,0.11760983616113663,0.0018107956275343895,5120,1346,2.8715546131134033,0.5599521994590759
matched,0,12,exact_krr,0.11072063446044922,0.0017563612200319767,5120,1346,2.8715546131134033,0.5599521994590759
matched,0,12,nw,0.32142630219459534,0.003502211533486843,5120,1346,2.8715546131134033,0.5599521994590759
matched,0,16,model,0.0632844790816307,0.0011319401673972607,5120,1346,2.8498380184173584,0.5501864552497864
matched,0,16,exact_krr,0.05727230757474899,0.0010782728204503655,5120,1346,2.8498380184173584,0.5501864552497864
matched,0,16,nw,0.2646324038505554,0.002540683839470148,5120,1346,2.8498380184173584,0.5501864552497864
matched,0,24,model,0.021168731153011322,0.0004217913665343076,5120,1346,2.7860310077667236,0.5247841477394104
matched,0,24,exact_krr,0.01681051403284073,0.0003487182839307934,5120,1346,2.7860310077667236,0.5247841477394104
matched,0,24,nw,0.20769166946411133,0.0017586015164852142,5120,1346,2.7860310077667236,0.5247841477394104
