variant,seed,depth,mse,se
matched,0,1,1.9049861431121826,0.020177673548460007
matched,0,2,1.6086654663085938,0.01901436224579811
matched,0,4,0.40795549750328064,0.0043379818089306355
matched,0,8,0.1606229841709137,0.002003371249884367
matched,0,12,0.12152691930532455,0.001917853020131588
matched,0,16,0.11712588369846344,0.001830686000175774
matched,0,24,0.11460141092538834,0.001808079658076167
matched,0,32,0.11318980157375336,0.0017863049870356917
