case,beta,n_tokens,time,trial,geometry,speed,selected_group_mass,extreme_eigenspace_mass,min_correlation,max_correlation,mean_abs_correlation,mean_vector_norm,mass_0,mass_1,mass_2,mass_3
nd_simple,0.03,3,0.0,22,nonconverged,1.512893757995705,0.5765563053754207,0.33131147630014246,-0.6278583215302901,0.6037635713673035,0.4604906139685965,0.5428433989096094,0.04399995609032029,0.5765563053754207,0.09213221832443698,0.28731152020982215
nd_simple,0.03,3,0.0,23,nonconverged,0.6545727696216703,0.6380822786578022,0.3068382128067207,-0.6835168545605812,0.8673731392917416,0.646244076783625,0.536659223184945,0.2603703534183174,0.05507950853547721,0.6380822786578022,0.04646785938840331
nd_simple,0.03,3,50.0,0,nonconverged,0.012539011742518414,0.5273717264431746,0.5312390878944163,-0.5527773395148319,-0.41340192975603507,0.4987886864418693,0.028417290020113003,0.0038673614512417173,0.02615843361765392,0.44260247848792994,0.5273717264431746
nd_simple,0.03,3,50.0,1,nonconverged,0.009338716404934149,0.6210829591257537,0.926294947756134,-0.8632511424065336,-0.2568485753838389,0.45904463740814067,0.16523793469188497,0.30521198863038024,0.06422267250556608,0.009482379738300155,0.6210829591257537
nd_simple,0.03,3,50.0,2,nonconverged,0.002778933415091893,0.5415599360296722,0.5430011863632365,-0.6246395581480877,-0.42245235406478987,0.49691126530209484,0.045377929274815695,0.0014412503335642817,0.004957488192165645,0.452041325444598,0.5415599360296722
nd_simple,0.03,3,50.0,3,nonconverged,0.010515285306095306,0.6049694066001768,0.8395910805059781,-0.8149767381781924,-0.29455179366597056,0.4680281427691077,0.14599510775112148,0.23462167390580121,0.06607368735018367,0.09433523214383839,0.6049694066001768
nd_simple,0.03,3,50.0,4,nonconverged,0.01098884790581139,0.6073835288018389,0.8304845062633396,-0.8221625132220329,-0.2903546668982479,0.4676307681748071,0.14689958435428607,0.2231009774615007,0.12210131267618307,0.04741418106047757,0.6073835288018389
nd_simple,0.03,3,50.0,5,nonconverged,0.002254473322880166,0.5282499189198951,0.5283598542403658,-0.5410223571662982,-0.4152507319867378,0.4988947378415867,0.02714482342809027,0.00010993532047069254,0.004283196183402737,0.46735694957623153,0.5282499189198951
nd_simple,0.03,3,50.0,6,nonconverged,0.009845404889424323,0.6194564671533443,0.922700789122403,-0.8584180648241193,-0.2601221695192781,0.4597430035789949,0.16382306801547666,0.30324432196905876,0.05121459556098224,0.02608461531661474,0.6194564671533443
nd_simple,0.03,3,50.0,7,nonconverged,0.008136425856915487,0.6238228616887043,0.9446815640031456,-0.8715268118679587,-0.250178773282607,0.4573397802533136,0.16864206621656105,0.3208587023144414,0.055153575325745274,0.00016486067110920585,0.6238228616887043
nd_simple,0.03,3,50.0,8,nonconverged,0.0015759571574030236,0.5789712605673444,0.5817866080904762,-0.7369274810227651,-0.361839458750423,0.48703471707836615,0.09297054344122088,0.0028153475231317867,0.3763228182490546,0.04189057366046925,0.5789712605673444
nd_simple,0.03,3,50.0,9,nonconverged,0.007433444952949431,0.5758113320387722,0.5774858496666941,-0.7313120968743849,-0.36148332935873473,0.4879334690368462,0.08969032264093971,0.0016745176279219442,0.40190694520944464,0.020607205123861203,0.5758113320387722
nd_simple,0.03,3,50.0,10,nonconverged,0.0051591375319530695,0.6279212967196935,0.9805690626577227,-0.883765703631979,-0.2397281006340602,0.4544405380512108,0.1742784399532146,0.35264776593802916,0.01938945864804065,4.1478694236775765e-05,0.6279212967196935
nd_simple,0.03,3,50.0,11,nonconverged,0.006377253865421636,0.626753718952829,0.9764930529035296,-0.8802617950063784,-0.24233264908169988,0.455009851963803,0.17318611960584895,0.3497393339507006,0.013578706214058095,0.009928240882412379,0.626753718952829
nd_simple,0.03,3,50.0,12,nonconverged,0.0067934920377084144,0.6262322946501551,0.9734823336578224,-0.8786986503453647,-0.2435525217532239,0.4553139581614026,0.17259981042592415,0.3472500390076674,0.014079794082264977,0.012437872259912663,0.6262322946501551
nd_simple,0.03,3,50.0,13,nonconverged,0.005746771461173291,0.5440090232574291,0.5440276522606817,-0.6323802907357303,-0.41570840038045875,0.4963932554414258,0.04903566429021717,1.862900325268555e-05,0.044399823616940004,0.41157252412237827,0.5440090232574291
nd_simple,0.03,3,50.0,14,nonconverged,0.007087860541173622,0.5372257935496703,0.5471494883669135,-0.6093460275893419,-0.411120147109967,0.4972301874312426,0.04297140575435014,0.009923694817243246,0.027452275365508132,0.4253982362675786,0.5372257935496703
nd_simple,0.03,3,50.0,15,nonconverged,0.004514656983658685,0.5751411019763778,0.6998283320191546,-0.7269156000918626,-0.3575075374218157,0.48286655699615433,0.10687513899825883,0.12468723004277686,0.03594743442717784,0.26422423355366753,0.5751411019763778
nd_simple,0.03,3,50.0,16,nonconverged,0.05570666856343144,0.40583145595794745,0.7944338202704573,-0.7887358144200566,-0.31374120091114277,0.4792384736084321,0.11764785418518534,0.3886023643125099,0.01777379991782545,0.18779237981171734,0.40583145595794745
nd_simple,0.03,3,50.0,17,nonconverged,0.010982266088770402,0.6072311935822597,0.8016752603193342,-0.8217371873984517,-0.29231086550042706,0.468920682756816,0.14394285264920018,0.19444406673707448,0.1941895704451302,0.004135169235535811,0.6072311935822597
nd_simple,0.03,3,50.0,18,nonconverged,0.006847856561054077,0.5294699887018247,0.5296079883989092,-0.5551098613485085,-0.41243802357597675,0.49877418058828155,0.028586936547060033,0.0001379996970845527,0.04755654364392936,0.42283546795716137,0.5294699887018247
nd_simple,0.03,3,50.0,19,nonconverged,0.00874896841551313,0.5323280067569071,0.5341137718475839,-0.5805678488860397,-0.4093178730258312,0.4983122618095044,0.033543386735149845,0.0017857650906768913,0.0837650011772159,0.38212122697520035,0.5323280067569071
nd_simple,0.03,3,50.0,20,nonconverged,0.010915065837009644,0.612674560189704,0.8484373819297487,-0.838030273840351,-0.278563003117786,0.46514832090678015,0.1524285167834855,0.2357628217400447,0.14852913540958654,0.003033482660664888,0.612674560189704
nd_simple,0.03,3,50.0,21,nonconverged,0.008915310699971936,0.5373084910001958,0.5431572585369837,-0.608968072778608,-0.40736771536397726,0.4972737289703882,0.04263231192113808,0.005848767536787856,0.07840903133337364,0.3784337101296429,0.5373084910001958
nd_simple,0.03,3,50.0,22,nonconverged,0.005702698858533678,0.571082750126021,0.616352573675204,-0.7153032047710649,-0.36884228396183133,0.4874318163556847,0.09153572579168337,0.04526982354918302,0.20617618142924077,0.17747124489555544,0.571082750126021
nd_simple,0.03,3,50.0,23,nonconverged,0.0036774140643475906,0.5492642773077985,0.5779741637325772,-0.6480860900155803,-0.4116374664242525,0.49414155085453476,0.06249506191407093,0.02870988642477872,0.006147079695535625,0.4158787565718873,0.5492642773077985
nd_simple,0.03,3,100.0,0,nonconverged,0.0024704433333154357,0.5299892547682173,0.5300528178756607,-0.5718591737522163,-0.4156633506154706,0.49864697068611186,0.030033640182171698,6.356310744332968e-05,0.0018555405836674574,0.46809164154067195,0.5299892547682173
nd_simple,0.03,3,100.0,1,nonconverged,0.003276737816482233,0.6292813923599957,0.9928012952055281,-0.8878441770802755,-0.23627109265704146,0.45346213446045325,0.17613984129955154,0.3635199028455324,0.006785291911931469,0.0004134128825405228,0.6292813923599957
nd_simple,0.03,3,100.0,2,nonconverged,0.0011917088228368458,0.5419107052294411,0.5421980482763252,-0.6257243183899764,-0.4276805369937648,0.4969476781455582,0.04510965790487153,0.00028734304688418893,0.0007948167486511801,0.4570071349750236,0.5419107052294411
nd_simple,0.03,3,100.0,3,nonconverged,0.00563715869699666,0.6275693322115615,0.9821749061142764,-0.8827079973192454,-0.2403841916819852,0.45449306386123206,0.17417794758764762,0.3546055739027149,0.010289581122018384,0.007535512763705356,0.6275693322115615
nd_simple,0.03,3,100.0,4,nonconverged,0.005817839070419944,0.6273199709150131,0.9774794806743841,-0.8819599127881637,-0.2411828114303057,0.4547754368122486,0.17363671498802977,0.3501595097593709,0.018950973412166106,0.003569545913449919,0.6273199709150131
nd_simple,0.03,3,100.0,5,nonconverged,0.0005682553418473192,0.5281592427876188,0.5281606492769959,-0.5412356118290551,-0.41552461136510066,0.49890152106068797,0.02706139857573336,1.4064893771028822e-06,0.0002818926772319901,0.47155745804577204,0.5281592427876188
nd_simple,0.03,3,100.0,6,nonconverged,0.0033018907955615386,0.6292812851001736,0.9932854507844915,-0.887843855351086,-0.23624040950537212,0.4534418122067201,0.17617829566148802,0.364004165684318,0.005529500468032716,0.0011850487474759106,0.6292812851001736
nd_simple,0.03,3,100.0,7,nonconverged,0.002807002957676835,0.6295054887689653,0.9945235747626799,-0.8885164663246898,-0.23571148939678957,0.45331318857254693,0.17642148664954443,0.3650180859937146,0.005470602395099045,5.822842221169372e-06,0.6295054887689653
nd_simple,0.03,3,100.0,8,nonconverged,0.003513750726868107,0.5805067278634135,0.5960024807680868,-0.7415202137705645,-0.3581891522772529,0.48597316558472103,0.09670172151269793,0.015495752904673277,0.3602396962838235,0.04375782294808985,0.5805067278634135
nd_simple,0.03,3,100.0,9,nonconverged,0.0029062776254369744,0.5817294228665731,0.591352438873148,-0.7451952419455249,-0.35605286603475306,0.4858618939457153,0.09708452006468309,0.009623016006574907,0.38814444652169344,0.020503114605158735,0.5817294228665731
nd_simple,0.03,3,100.0,10,nonconverged,0.0015890824805144994,0.6299297978776178,0.9982674938428949,-0.8897893936333473,-0.23462152350970167,0.4530108197763579,0.17699186464099073,0.3683376959652771,0.001731082230395453,1.4239267098986474e-06,0.6299297978776178
nd_simple,0.03,3,100.0,11,nonconverged,0.0016489049863863954,0.6299209588496685,0.998411904595085,-0.8897628765492851,-0.23463019335405907,0.45300777017561017,0.1769976079393727,0.36849094574541646,0.0012326301339425538,0.0003554652709725746,0.6299209588496685
nd_simple,0.03,3,100.0,12,nonconverged,0.0017469238729327223,0.6298965853080097,0.9982572492954206,-0.8896897559249237,-0.23468898462617624,0.45302260116248627,0.176969675062356,0.36836066398741085,0.0012908809960343673,0.00045186970854516675,0.6298965853080097
nd_simple,0.03,3,100.0,13,nonconverged,0.0026436463698135708,0.5424458252857444,0.5424503468191426,-0.6273427416963409,-0.4259439177460811,0.4968399477254099,0.045898818246153314,4.5215333981956266e-06,0.008238153785466563,0.449311499395391,0.5424458252857444
nd_simple,0.03,3,100.0,14,nonconverged,0.0030536713162274734,0.5400768892442899,0.541226918300878,-0.6199046521406815,-0.4203306710734679,0.4971512781379051,0.043579214174457266,0.0011500290565881288,0.0038383262152019756,0.45493475548392004,0.5400768892442899
nd_simple,0.03,3,100.0,15,nonconverged,0.008877216371505377,0.5984023421288552,0.8246097997231874,-0.7952136945417312,-0.30850218136970137,0.4707749033397339,0.13958294227272455,0.22620745759433217,0.01475952252539496,0.16063067775141768,0.5984023421288552
nd_simple,0.03,3,100.0,16,nonconverged,0.0015808684526276782,0.6299352462690643,0.9984406960868193,-0.8898060516298812,-0.23459826770139594,0.4530016506243988,0.17700913229849913,0.36850544981775507,0.0013602493525157091,0.00019905456066520835,0.6299352462690643
nd_simple,0.03,3,100.0,17,nonconverged,0.006617680520669689,0.6263072173206742,0.9665123153695298,-0.8789216519789453,-0.2439113158959733,0.4555817741261931,0.17208181363101083,0.34020509804885557,0.0331510106253547,0.0003366740051156392,0.6263072173206742
nd_simple,0.03,3,100.0,18,nonconverged,0.0026729325490135844,0.5294348388997414,0.5294373092001239,-0.566295478950508,-0.41543539433091337,0.4987264671795355,0.029137980031390457,2.470300382439868e-06,0.0037666888386341615,0.4667960019612421,0.5294348388997414
nd_simple,0.03,3,100.0,19,nonconverged,0.004333300063299121,0.5349311233223258,0.5350146700440925,-0.6003071603966037,-0.416091559166993,0.4979292158706223,0.03715538659358159,8.354672176669549e-05,0.009584760158048844,0.4554005697978587,0.5349311233223258
nd_simple,0.03,3,100.0,20,nonconverged,0.005345445587618637,0.627748966354309,0.9791354824193104,-0.8832468990671771,-0.24021584437114502,0.45455969165527277,0.1740503918308856,0.3513865160650014,0.02067575963018982,0.0001887579504999048,0.627748966354309
nd_simple,0.03,3,100.0,21,nonconverged,0.004143126531119439,0.5401041645975849,0.5408355802059365,-0.6199456658999785,-0.41855457453692535,0.4971262297418419,0.04377038769273333,0.0007314156083515003,0.01239604997226546,0.4467683698217982,0.5401041645975849
nd_simple,0.03,3,100.0,22,nonconverged,0.006506820371482661,0.5827142262663928,0.6990587991558292,-0.7481594175580354,-0.34686906681739027,0.480797035677728,0.11314581837102083,0.11634457288943646,0.12673713446632487,0.174204066377846,0.5827142262663928
nd_simple,0.03,3,100.0,23,nonconverged,0.0023276236697145794,0.5442552643658433,0.552856791645029,-0.6327770627644538,-0.42555952849997447,0.49612676181837295,0.050814946499542026,0.008601527279185764,0.0012389246405743726,0.44590428371439655,0.5442552643658433
nd_simple,0.03,3,150.0,0,nonconverged,0.002805618588745977,0.5338111755850735,0.5338130744772762,-0.5955760279255222,-0.41690125869875116,0.4981132380831883,0.03546605811017671,1.898892202701222e-06,0.00015438320294476949,0.46603254231977914,0.5338111755850735
nd_simple,0.03,3,150.0,1,nonconverged,0.0009447304619553729,0.6300572164936263,0.9994005025403693,-0.8901716494808787,-0.23429363990579308,0.45291964309884314,0.1771634968066822,0.36934328604674294,0.0005857157221994756,1.3781737431447228e-05,0.6300572164936263
nd_simple,0.03,3,150.0,2,nonconverged,0.0005168766034446366,0.5420091649167862,0.5420690858496507,-0.6260259804303908,-0.43018173728387316,0.4969505769181608,0.045088232624778915,5.992093286454019e-05,0.00012834067336805092,0.45780257347698133,0.5420091649167862
nd_simple,0.03,3,150.0,3,nonconverged,0.001423007247737822,0.6299735626966919,0.9988185816146746,-0.889920688090076,-0.23449870062112896,0.4529726968583816,0.1770636479567323,0.36884501891798277,0.000918027915422292,0.0002633904699031364,0.6299735626966919
nd_simple,0.03,3,150.0,4,nonconverged,0.001678401583707587,0.6299091877888064,0.9981639255306114,-0.8897275633664191,-0.2346695435326203,0.4530222169067455,0.17697039883034033,0.368254737741805,0.0017098272949474073,0.00012624717444133945,0.6299091877888064
nd_simple,0.03,3,150.0,5,nonconverged,0.00016975050724549922,0.52815612718659,0.5281561449153447,-0.5419676010463618,-0.4155424162381647,0.4989015834589754,0.027060629963406888,1.7728754660085044e-08,1.8320612491998442e-05,0.47182553447216335,0.52815612718659
nd_simple,0.03,3,150.0,6,nonconverged,0.000894797622273593,0.6300648043128876,0.9994836574413337,-0.8901944129386626,-0.2342731246067351,0.452913554117026,0.17717495286293353,0.36941885312844613,0.000476865212177309,3.947734648911646e-05,0.6300648043128876
nd_simple,0.03,3,150.0,7,nonconverged,0.0008294679421166844,0.6300728334720715,0.9995298835142667,-0.8902185004162145,-0.2342540495284729,0.4529088664988408,0.1771837718324474,0.36945705004219515,0.0004699236440875165,1.9284164590910684e-07,0.6300728334720715
nd_simple,0.03,3,150.0,8,nonconverged,0.007796484308356528,0.5894350838176733,0.6675757697783191,-0.7683052514949626,-0.33621534870842973,0.4802454380094027,0.1147593481757871,0.07814068596064587,0.2964240381985967,0.036000192023084125,0.5894350838176733
nd_simple,0.03,3,150.0,9,nonconverged,0.006766076912508249,0.5878785913966192,0.6419100470074907,-0.7636357815598322,-0.3409538979200602,0.48184961185951586,0.11000117617699752,0.05403145561087141,0.34099680704079427,0.017093145951715214,0.5878785913966192
nd_simple,0.03,3,150.0,10,nonconverged,0.00046445756534485826,0.6301094031888941,0.9998527547268936,-0.890328209566682,-0.2341600868150247,0.4528827943997995,0.17723281411785383,0.3697433515379996,0.00014719872737672577,4.654572982880328e-08,0.6301094031888941
nd_simple,0.03,3,150.0,11,nonconverged,0.0004288512542361043,0.6301120714159854,0.9998835898177652,-0.890336214247956,-0.23415277218043118,0.45288058620630744,0.17723696716297196,0.36977151840177974,0.00010479122828061157,1.1618953954498141e-05,0.6301120714159854
nd_simple,0.03,3,150.0,12,nonconverged,0.0004466641828136562,0.6301109221333094,0.9998754258183831,-0.8903327663999282,-0.2341556001491873,0.45288132223869854,0.17723558288579527,0.3697645036850736,0.00010979434602181924,1.4779835595295053e-05,0.6301109221333094
nd_simple,0.03,3,150.0,13,nonconverged,0.0011056443511285588,0.5420940310527752,0.5420950087421564,-0.6262805962225484,-0.4296932675881523,0.496933932873991,0.045211113132422154,9.776893812601923e-07,0.0013662300070390939,0.4565387612508045,0.5420940310527752
nd_simple,0.03,3,150.0,14,nonconverged,0.0013849506587573798,0.5415377337523274,0.5417394496376549,-0.6245824086172107,-0.4259379929323983,0.497007214647849,0.044667552370455325,0.0002017158853274939,0.0005847688409662935,0.45767578152137894,0.5415377337523274
nd_simple,0.03,3,150.0,15,nonconverged,0.006530933218120983,0.6266297871812191,0.9800412330943402,-0.879889361790988,-0.2424097931880548,0.45490347170545964,0.17339075003113713,0.3534114459131212,0.002655022565175323,0.0173037443404845,0.6266297871812191
nd_simple,0.03,3,150.0,16,nonconverged,0.00043171843924549484,0.6301117885296734,0.9998778760784541,-0.89033536558911,-0.23415370049079157,0.4528809230701814,0.17723633361478808,0.36976608754878065,0.00011562285546189414,6.5010660841800094e-06,0.6301117885296734
nd_simple,0.03,3,150.0,17,nonconverged,0.0021210560319995966,0.6297748660053459,0.9969062217386393,-0.8893245980160376,-0.23501918474912864,0.45312098926375516,0.17678425785166288,0.36713135573329336,0.0030814308915238426,1.2347369836977579e-05,0.6297748660053459
nd_simple,0.03,3,150.0,18,nonconverged,0.002666683728685911,0.532369681482065,0.5323697401382008,-0.5881427780912623,-0.41638185777547754,0.4983149759321413,0.03351640461882117,5.865613583886707e-08,0.0002938457505140802,0.4673364141112854,0.532369681482065
nd_simple,0.03,3,150.0,19,nonconverged,0.0024784932572406615,0.5393429479412118,0.53935077066698,-0.6174952687405421,-0.4208563718407783,0.4973274983686215,0.0422098063754427,7.82272576815856e-06,0.0011732223443488708,0.4594760069886712,0.5393429479412118
nd_simple,0.03,3,150.0,20,nonconverged,0.0016479592621717698,0.6299149767081308,0.9981398668774275,-0.8897449301243922,-0.23465940992486037,0.45302125002935917,0.17697221998690635,0.36822489016929677,0.0018535272546667308,6.605867905935833e-06,0.6299149767081308
nd_simple,0.03,3,150.0,21,nonconverged,0.001796498585593165,0.5414998136781587,0.5416275746297752,-0.6244610813051756,-0.4251771693189476,0.4970086991147351,0.04465647310498895,0.00012776095161645925,0.0019135384048617344,0.4564588869653632,0.5414998136781587
nd_simple,0.03,3,150.0,22,nonconverged,0.010712685471291377,0.6129493088110728,0.8888715168880985,-0.8388479391666687,-0.27558578974149567,0.4633412537160939,0.1563303047693274,0.2759222080770258,0.048163189221893186,0.06296529389000842,0.6129493088110728
nd_simple,0.03,3,150.0,23,nonconverged,0.0011810356842762717,0.5425526565777871,0.5445558527273392,-0.6276582307585403,-0.43031771452580486,0.49676155680380724,0.04646463311805203,0.0020031961495521355,0.00021322362985875759,0.45523092364280204,0.5425526565777871
nd_simple,0.03,3,200.0,0,nonconverged,0.002381509365878683,0.5387668253271433,0.5387669765187616,-0.6155371995745093,-0.4204071262085528,0.49741538201068636,0.04150998264926701,1.5119161836373806e-07,1.7551304351276493e-05,0.46121547217688724,0.5387668253271433
nd_simple,0.03,3,200.0,1,nonconverged,0.00027189358732969193,0.6301203741528872,0.9999498977286834,-0.8903611224586615,-0.23413188003834898,0.45287496084511997,0.17724754658364128,0.36982952357579607,4.965352949205321e-05,4.4874182482578886e-07,0.6301203741528872
nd_simple,0.03,3,200.0,2,nonconverged,0.0002261640705164046,0.5420329412710597,0.5420455754584109,-0.6260985160928437,-0.43135798048854296,0.49695054908150205,0.04508843841827557,1.2634187351237761e-05,2.0775137694285732e-05,0.4579336494038948,0.5420329412710597
nd_simple,0.03,3,200.0,3,nonconverged,0.0003697414014145795,0.6301156672424684,0.9999134472942985,-0.890347001727405,-0.234143652135475,0.45287810199954076,0.17724163920188968,0.3697977800518301,7.795651330443255e-05,8.596192397265719e-06,0.6301156672424684
nd_simple,0.03,3,200.0,4,nonconverged,0.0004731045697294203,0.6301088495593334,0.9998504302115916,-0.8903265486780001,-0.234161347703967,0.45288308136199706,0.17723227440847789,0.3697415806522581,0.00014544084403055144,4.128944378123932e-06,0.6301088495593334
nd_simple,0.03,3,200.0,5,nonconverged,0.00019591212390855626,0.5281682286903004,0.5281682289139413,-0.5435547304557286,-0.4155451172721058,0.49889988340207186,0.027081563198705586,2.2364088550354584e-10,1.1902591677755585e-06,0.47183058082689094,0.5281682286903004
nd_simple,0.03,3,200.0,6,nonconverged,0.0002501701457995356,0.6301212657822965,0.9999582976360837,-0.8903637973468895,-0.23412955578786138,0.45287430297421644,0.1772487837772728,0.3698370318537872,4.041728557053987e-05,1.2850783458259373e-06,0.6301212657822965
nd_simple,0.03,3,200.0,7,nonconverged,0.00024159172858573597,0.6301215688194609,0.9999601704925003,-0.8903647064583825,-0.23412882776037483,0.452874120659712,0.17724912663684803,0.36983860167303934,3.9823231378239296e-05,6.276121639733633e-09,0.6301215688194609
nd_simple,0.03,3,200.0,8,nonconverged,0.010769187023072323,0.6144527234210662,0.868540661951887,-0.8433581702632033,-0.27387654957072816,0.4637037586100042,0.15555543789915297,0.25408793853082084,0.12125168604705429,0.010207652001058798,0.6144527234210662
nd_simple,0.03,3,200.0,9,nonconverged,0.011033793131432896,0.6092638775817563,0.8206374719724474,-0.8277916327464958,-0.28727848448761684,0.46744956210290217,0.14731018950296224,0.21137359439069114,0.17305078730606285,0.00631174072149002,0.6092638775817563
nd_simple,0.03,3,200.0,10,nonconverged,0.00013515700639021145,0.6301246676628651,0.9999875350975076,-0.8903740029885953,-0.23412086518507444,0.4528719111195815,0.17725328183218225,0.36986286743464253,1.2463389331976462e-05,1.5131604332833566e-09,0.6301246676628651
nd_simple,0.03,3,200.0,11,nonconverged,0.00011827966742333388,0.6301250049576083,0.9999907502730443,-0.8903750148728247,-0.23411998357437291,0.4528716606738574,0.17725375280680275,0.3698657453154361,8.872039817423537e-06,3.776871384133236e-07,0.6301250049576083
nd_simple,0.03,3,200.0,12,nonconverged,0.00012198447644977699,0.6301249380239766,0.9999902237075518,-0.8903748140719299,-0.2341201514960919,0.452871705688039,0.17725366815567092,0.3698652856835751,9.295841812814299e-06,4.804506355278662e-07,0.6301249380239766
