seed,geometry_draw,method,network_width,depth,context_size,context_measurements,scenario,regime,rotation,jitter_fraction,tasks_per_geometry,average_precision,auc,area_matched_iou,relative_score_error,mean_relative_residual,covariance_relative_residual,original_mean_relative_residual,original_covariance_relative_residual,uq_error_correlation,numerical_coverage_95,localization_risk,solver_risk
17,0,exact,0,0,8,64,ID four obstacles,ID,4.081963697829775,0.05,4,0.5797826738818694,0.9204244197529738,0.3957195754556003,0.0,2.096253538752535e-06,2.772138074647046e-07,2.096253538752535e-06,2.772138074647046e-07,0.0,1.0,0.42021732611813056,2.0962491444828476e-06
17,0,angular-Jacobi-PCG,0,32,8,64,ID four obstacles,ID,4.081963697829775,0.05,4,0.5797826738818694,0.9204244197529738,0.3957195754556003,6.15348433541385e-07,1.5493426843704583e-06,2.7168947980271696e-07,3.438479907913461e-06,4.14239949009243e-07,-0.037490287526329394,1.0,0.42021732611813056,3.438468084810037e-06
17,0,identity-CG,0,32,8,64,ID four obstacles,ID,4.081963697829775,0.05,4,0.5797826738818694,0.9204244197529738,0.3957195754556003,2.959678564451451e-07,2.6450418602053105e-06,4.050395574495269e-07,2.7336794090615513e-06,3.983569349941263e-07,-0.07759360746838337,1.0,0.42021732611813056,2.7336719360788685e-06
17,0,population-PCG,128,32,8,64,ID four obstacles,ID,4.081963697829775,0.05,4,0.5797826738818694,0.9204244197529738,0.3957195754556003,1.4917759472155012e-06,2.2843834983632405e-06,4.423184805091296e-07,5.575250639822116e-06,6.770729754634885e-07,-0.20826907969655367,1.0,0.42021732611813056,5.575219556575716e-06
17,0,context-PCG,128,32,8,64,ID four obstacles,ID,4.081963697829775,0.05,4,0.5797826738818694,0.9204244197529738,0.3957195754556003,8.819203696219802e-07,1.642627061926305e-06,2.6462487667799905e-07,3.4889811502125667e-06,4.489021492304346e-07,-0.053912538389973466,1.0,0.42021732611813056,3.4889689772655715e-06
17,0,hybrid-PCG,128,32,8,64,ID four obstacles,ID,4.081963697829775,0.05,4,0.5797826738818694,0.9204244197529738,0.3957195754556003,5.951826231864743e-07,1.5919239473305424e-06,2.7310553818438166e-07,3.2365469166961702e-06,4.215352191749844e-07,-0.18844078535269332,1.0,0.42021732611813056,3.2365364414941296e-06
17,1,exact,0,0,8,64,ID four obstacles,ID,0.8251368232892828,0.05,4,0.6865524260292061,0.9645467922869564,0.49227660456389893,0.0,1.1039519449695945e-06,2.6502900496438997e-07,1.1039519449695945e-06,2.6502900496438997e-07,0.0,1.0,0.3134475739707939,1.103950726261043e-06
17,1,angular-Jacobi-PCG,0,32,8,64,ID four obstacles,ID,0.8251368232892828,0.05,4,0.6865524260292061,0.9645467922869564,0.49227660456389893,4.0229700815075375e-07,5.887432763529432e-07,2.04072915011011e-07,1.370973166103795e-06,3.192114732541995e-07,-0.12051332009227902,1.0,0.3134475739707939,1.3709712865389496e-06
17,1,identity-CG,0,32,8,64,ID four obstacles,ID,0.8251368232892828,0.05,4,0.6865524260292061,0.9645467922869564,0.49227660456389893,2.6296632427147415e-07,1.1330431846090505e-06,2.7846825290112065e-07,1.1720353398914085e-06,2.7692799875467244e-07,-0.08026255705060294,1.0,0.3134475739707939,1.1720339662261806e-06
17,1,population-PCG,128,32,8,64,ID four obstacles,ID,0.8251368232892828,0.05,4,0.6865524260292061,0.9645467922869564,0.49227660456389893,3.7620257842263527e-07,7.40819636746437e-07,3.3978747637775086e-07,1.8312260010588943e-06,4.923261371914123e-07,0.12026913732967576,1.0,0.3134475739707939,1.8312226476763681e-06
17,1,context-PCG,128,32,8,64,ID four obstacles,ID,0.8251368232892828,0.05,4,0.6865524260292061,0.9645467922869564,0.49227660456389893,2.8823365383345845e-07,5.947292507357815e-07,2.0600407069082394e-07,1.3521583923647995e-06,3.153058614202564e-07,-0.10830476264933445,1.0,0.3134475739707939,1.3521565640349536e-06
17,1,hybrid-PCG,128,32,8,64,ID four obstacles,ID,0.8251368232892828,0.05,4,0.6865524260292061,0.9645467922869564,0.49227660456389893,2.5822466298563995e-07,5.780909972941117e-07,2.037469783999768e-07,1.27084106793518e-06,2.942480250567314e-07,-0.03129539784899051,1.0,0.3134475739707939,1.2708394529002126e-06
17,2,exact,0,0,8,64,ID four obstacles,ID,4.5632007351011605,0.05,4,0.48822245717206314,0.9074304439755592,0.3293566898218061,0.0,2.842815320036607e-06,2.8303508869953475e-07,2.842815320036607e-06,2.8303508869953475e-07,0.0,1.0,0.5117775428279369,2.8428072384606376e-06
17,2,angular-Jacobi-PCG,0,32,8,64,ID four obstacles,ID,4.5632007351011605,0.05,4,0.48822387271154094,0.9074402478971277,0.3293566898218061,7.537771260501813e-07,2.401186613099071e-06,2.8659418660481606e-07,4.240952549139365e-06,4.0847312732239516e-07,-0.11438284081078548,1.0,0.5117761272884591,4.240934563537117e-06
17,2,identity-CG,0,32,8,64,ID four obstacles,ID,4.5632007351011605,0.05,4,0.48822245717206314,0.9074304439755592,0.3293566898218061,4.145363412533243e-07,3.2711749753389086e-06,4.0302801451730375e-07,3.4417541456832623e-06,4.003701263854964e-07,-0.0527021537503964,1.0,0.5117775428279369,3.4417423000524328e-06
17,2,population-PCG,128,32,8,64,ID four obstacles,ID,4.5632007351011605,0.05,4,0.48822245717206314,0.9074304439755592,0.3293566898218061,1.031926174732689e-06,4.563975139149079e-06,6.0792248746111e-07,6.650413183706405e-06,7.500373939706151e-07,-0.03743372271324173,1.0,0.5117775428279369,6.650368956005023e-06
17,2,context-PCG,128,32,8,64,ID four obstacles,ID,4.5632007351011605,0.05,4,0.48822245717206314,0.9074304439755592,0.3293566898218061,8.405882212514371e-07,2.45883310157069e-06,3.1769261354952505e-07,4.384018481573548e-06,4.40393094436331e-07,-0.04900275377400205,1.0,0.5117775428279369,4.3839992620397605e-06
17,2,hybrid-PCG,128,32,8,64,ID four obstacles,ID,4.5632007351011605,0.05,4,0.48822245717206314,0.9074304439755592,0.3293566898218061,4.962300454991464e-07,2.4533384888059118e-06,3.579677567699946e-07,3.925575825292071e-06,4.4993480941002417e-07,-0.11617622054450369,1.0,0.5117775428279369,3.925560415207005e-06
17,3,exact,0,0,8,64,ID four obstacles,ID,2.66701360226739,0.05,4,0.6552643184713592,0.9562526562735043,0.43838383838383843,0.0,1.226775779628042e-06,2.3315260833101092e-07,1.226775779628042e-06,2.3315260833101092e-07,0.0,1.0,0.34473568152864076,1.226774274651075e-06
17,3,angular-Jacobi-PCG,0,32,8,64,ID four obstacles,ID,2.66701360226739,0.05,4,0.6552643184713592,0.9562526562735043,0.43838383838383843,1.6395590130002802e-07,9.526630719847162e-07,2.5601819331200204e-07,1.8678485957934754e-06,3.6537363712341175e-07,-0.11106167703853433,1.0,0.34473568152864076,1.8678451069416153e-06
17,3,identity-CG,0,32,8,64,ID four obstacles,ID,2.66701360226739,0.05,4,0.6552643184713592,0.9562526562735043,0.43838383838383843,2.7770146715511146e-07,1.5646567135263467e-06,3.5020595845480784e-07,1.6592927352121478e-06,3.693627519396614e-07,-0.07401489328938457,1.0,0.34473568152864076,1.659289981964335e-06
17,3,population-PCG,128,32,8,64,ID four obstacles,ID,2.66701360226739,0.05,4,0.6552643184713592,0.9562526562735043,0.43838383838383843,3.0279298357527296e-07,1.1583446877239112e-06,4.243701141604106e-07,2.4886919050004508e-06,5.175576234250912e-07,-0.09273677853117807,1.0,0.34473568152864076,2.4886857114284665e-06
17,3,context-PCG,128,32,8,64,ID four obstacles,ID,2.66701360226739,0.05,4,0.6552643184713592,0.9562526562735043,0.43838383838383843,3.6125289781807624e-07,9.355741781291727e-07,2.3653528202771668e-07,1.7939721743687187e-06,3.4348108357562523e-07,-0.15656306604197567,1.0,0.34473568152864076,1.7939689560383299e-06
17,3,hybrid-PCG,128,32,8,64,ID four obstacles,ID,2.66701360226739,0.05,4,0.6552643184713592,0.9562526562735043,0.43838383838383843,5.953496966526473e-07,9.46624325592893e-07,2.5167700457018327e-07,1.8047278445010306e-06,3.9284355324298303e-07,-0.21568812786483685,1.0,0.34473568152864076,1.804724587464316e-06
17,4,exact,0,0,8,64,ID four obstacles,ID,5.531536968157792,0.05,4,0.6120985841788144,0.9372810256051161,0.3997814232686948,0.0,1.653265599088627e-06,2.679413348971593e-07,1.653265599088627e-06,2.679413348971593e-07,0.0,1.0,0.38790141582118565,1.6532628658060046e-06
17,4,angular-Jacobi-PCG,0,32,8,64,ID four obstacles,ID,5.531536968157792,0.05,4,0.6120985841788144,0.9372810256051161,0.3997814232686948,2.6632279670479875e-07,7.031850728367317e-07,2.0999476646466064e-07,1.9147107508388217e-06,3.4190648534604406e-07,-0.00555908607453422,1.0,0.38790141582118565,1.9147070847285817e-06
17,4,identity-CG,0,32,8,64,ID four obstacles,ID,5.531536968157792,0.05,4,0.6120985841788144,0.9372810256051161,0.3997814232686948,2.9036256421477447e-07,1.7643363605657214e-06,3.3244181452118937e-07,1.8223519333560034e-06,3.446498766379591e-07,-0.051545280345325364,1.0,0.38790141582118565,1.8223486123954863e-06
17,4,population-PCG,128,32,8,64,ID four obstacles,ID,5.531536968157792,0.05,4,0.6121227475230211,0.937291735453893,0.3997814232686948,5.719430120620927e-07,9.14474384217101e-07,3.2079253031724875e-07,3.2189650482905563e-06,5.796102158228678e-07,0.028359340253312118,1.0,0.3878772524769789,3.2189546865879283e-06
17,4,context-PCG,128,32,8,64,ID four obstacles,ID,5.531536968157792,0.05,4,0.6120985841788144,0.9372810256051161,0.3997814232686948,2.4371971107939316e-07,7.260316294832592e-07,2.445796667416289e-07,2.070238508622424e-06,3.6189791075003086e-07,-0.05131245885907103,1.0,0.38790141582118565,2.0702342227438143e-06
17,4,hybrid-PCG,128,32,8,64,ID four obstacles,ID,5.531536968157792,0.05,4,0.6120985841788144,0.9372810256051161,0.3997814232686948,2.5089565980351836e-07,7.038696949734913e-07,2.3298301243812602e-07,1.9881953221556614e-06,3.6444153295178694e-07,-0.07461740697351245,1.0,0.38790141582118565,1.9881913692428814e-06
17,5,exact,0,0,8,64,ID four obstacles,ID,1.480249702775989,0.05,4,0.5124061651889854,0.9247520337978226,0.35476640339862225,0.0,4.724500705322043e-06,2.2242223352009205e-07,4.724500705322043e-06,2.2242223352009205e-07,0.0,1.0,0.4875938348110146,4.724478384520584e-06
17,5,angular-Jacobi-PCG,0,32,8,64,ID four obstacles,ID,1.480249702775989,0.05,4,0.5124061651889854,0.9247520337978226,0.35476640339862225,2.679909215430598e-06,2.5612749894321496e-06,2.16279889997395e-07,6.0906767060942e-06,3.6265139158331294e-07,0.031840579226702796,1.0,0.4875938348110146,6.090639609977402e-06
17,5,identity-CG,0,32,8,64,ID four obstacles,ID,1.480249702775989,0.05,4,0.5124061651889854,0.9247520337978226,0.35476640339862225,1.924426182853267e-06,4.819962782676157e-06,3.098522682876137e-07,5.013343660209557e-06,3.117441487177075e-07,0.05796074923551218,1.0,0.4875938348110146,5.013318526720904e-06
17,5,population-PCG,128,32,8,64,ID four obstacles,ID,1.480249702775989,0.05,4,0.5124061651889854,0.9247520337978226,0.35476640339862225,1.998145553017139e-06,2.737361896265611e-06,3.9393776063434416e-07,6.916888779073815e-06,5.000914740094231e-07,0.13651066603359813,1.0,0.4875938348110146,6.916840936054358e-06
17,5,context-PCG,128,32,8,64,ID four obstacles,ID,1.480249702775989,0.05,4,0.5124061651889854,0.9247520337978226,0.35476640339862225,2.595638495250796e-06,2.631902887628712e-06,2.1696595808862185e-07,6.0034382443063805e-06,3.5966030154099826e-07,0.020132101009723673,1.0,0.4875938348110146,6.003402203251998e-06
17,5,hybrid-PCG,128,32,8,64,ID four obstacles,ID,1.480249702775989,0.05,4,0.5124061651889854,0.9247520337978226,0.35476640339862225,1.965336808851248e-06,2.641841632566866e-06,2.411581689898412e-07,4.872372556974369e-06,3.449735501703799e-07,0.05739913194207873,1.0,0.4875938348110146,4.872348817075705e-06
