seed,geometry_draw,method,network_width,depth,context_size,context_measurements,scenario,regime,rotation,jitter_fraction,tasks_per_geometry,average_precision,auc,area_matched_iou,relative_score_error,mean_relative_residual,covariance_relative_residual,original_mean_relative_residual,original_covariance_relative_residual,uq_error_correlation,numerical_coverage_95,localization_risk,solver_risk
17,6,exact,0,0,8,64,ID four obstacles,ID,3.855459600076366,0.05,4,0.5878033743634165,0.9313778006511209,0.3783230067804536,0.0,3.3908413428207496e-06,2.7227897447801297e-07,3.3908413428207496e-06,2.7227897447801297e-07,0.0,1.0,0.41219662563658355,3.3908298450547246e-06
17,6,angular-Jacobi-PCG,0,32,8,64,ID four obstacles,ID,3.855459600076366,0.05,4,0.5878033743634165,0.9313778006511209,0.3783230067804536,2.0565310592246533e-06,2.1314592757448736e-06,2.5997107755415527e-07,4.552093415099989e-06,4.011854812802085e-07,-0.2468878791778856,1.0,0.41219662563658355,4.552072693639855e-06
17,6,identity-CG,0,32,8,64,ID four obstacles,ID,3.855459600076366,0.05,4,0.5878033743634165,0.9313778006511209,0.3783230067804536,1.5492151703710988e-06,4.201835253070385e-06,3.5142971199775275e-07,4.29731660744892e-06,3.8303511473714025e-07,-0.17137934115735914,1.0,0.41219662563658355,4.297298140598253e-06
17,6,population-PCG,128,32,8,64,ID four obstacles,ID,3.855459600076366,0.05,4,0.5878033743634165,0.9313778006511209,0.3783230067804536,6.92778701250063e-06,4.605703992410781e-06,4.233970614109239e-07,1.0438304428816991e-05,7.1494299902497e-07,-0.24596060323461116,1.0,0.41219662563658355,1.043819547175497e-05
17,6,context-PCG,128,32,8,64,ID four obstacles,ID,3.855459600076366,0.05,4,0.5878033743634165,0.9313778006511209,0.3783230067804536,1.7787191239904132e-06,2.2506740648964296e-06,2.803898020431461e-07,5.510041859224657e-06,4.305749428112904e-07,-0.19742726307608172,1.0,0.41219662563658355,5.510011498830654e-06
17,6,hybrid-PCG,128,32,8,64,ID four obstacles,ID,3.855459600076366,0.05,4,0.5878033743634165,0.9313778006511209,0.3783230067804536,1.7900216100485977e-06,2.087564737962566e-06,2.8609820645897344e-07,4.257652506112208e-06,4.008305296565595e-07,-0.19247565218006069,1.0,0.41219662563658355,4.257634378584526e-06
17,7,exact,0,0,8,64,ID four obstacles,ID,4.334428622784412,0.05,4,0.6741319637018858,0.9508708498433496,0.42380139021841823,0.0,1.3471634687789447e-06,2.4365641593249165e-07,1.3471634687789447e-06,2.4365641593249165e-07,0.0,1.0,0.3258680362981142,1.347161653931978e-06
17,7,angular-Jacobi-PCG,0,32,8,64,ID four obstacles,ID,4.334428622784412,0.05,4,0.6741319637018858,0.9508708498433496,0.42380139021841823,2.901133502319908e-07,8.025390734189841e-07,2.192839474446373e-07,1.6318425650752033e-06,3.133047314918258e-07,-0.0959636574426137,1.0,0.3258680362981142,1.6318399021693917e-06
17,7,identity-CG,0,32,8,64,ID four obstacles,ID,4.334428622784412,0.05,4,0.6741319637018858,0.9508708498433496,0.42380139021841823,2.633205440361053e-07,1.5161573188038346e-06,2.863946377829052e-07,1.5889449400674494e-06,2.944722226061458e-07,-0.11125632895531146,1.0,0.3258680362981142,1.5889424153254385e-06
17,7,population-PCG,128,32,8,64,ID four obstacles,ID,4.334428622784412,0.05,4,0.6741319637018858,0.9508708498433496,0.42380139021841823,5.672477847440405e-07,1.1730002569265707e-06,3.3879899774547084e-07,2.537058449547658e-06,5.0171556154055e-07,-0.06117871946901938,1.0,0.3258680362981142,2.5370520128984117e-06
17,7,context-PCG,128,32,8,64,ID four obstacles,ID,4.334428622784412,0.05,4,0.6741319637018858,0.9508708498433496,0.42380139021841823,4.6167859402146405e-07,8.425233630759976e-07,1.9836235054526696e-07,1.706257734213068e-06,3.283240985751945e-07,-0.09879122207164145,1.0,0.3258680362981142,1.70625482290258e-06
17,7,hybrid-PCG,128,32,8,64,ID four obstacles,ID,4.334428622784412,0.05,4,0.6741319637018858,0.9508708498433496,0.42380139021841823,2.3034964335977293e-07,7.9290815335753e-07,2.291733949277841e-07,1.7043655731185936e-06,3.623125621743384e-07,-0.1166951357071727,1.0,0.3258680362981142,1.7043626682615378e-06
17,8,exact,0,0,8,64,ID four obstacles,ID,5.808478174453507,0.05,4,0.5286711325329202,0.9236882910921901,0.3352564102564103,0.0,2.7806909059790996e-06,2.654125168533028e-07,2.7806909059790996e-06,2.654125168533028e-07,0.0,1.0,0.4713288674670798,2.780683173758686e-06
17,8,angular-Jacobi-PCG,0,32,8,64,ID four obstacles,ID,5.808478174453507,0.05,4,0.5286711325329202,0.9236882910921901,0.3352564102564103,5.311765978177618e-07,1.7513924532863712e-06,2.366453131230628e-07,3.837717301280463e-06,3.915330992754207e-07,-0.2080032149146585,1.0,0.4713288674670798,3.837702573262901e-06
17,8,identity-CG,0,32,8,64,ID four obstacles,ID,5.808478174453507,0.05,4,0.5286711325329202,0.9236882910921901,0.3352564102564103,4.434579068401945e-07,3.188983683344304e-06,3.3140963040523275e-07,3.324519582292851e-06,3.446700560516547e-07,-0.09329377806129288,1.0,0.4713288674670798,3.3245085298991416e-06
17,8,population-PCG,128,32,8,64,ID four obstacles,ID,5.808478174453507,0.05,4,0.5286711325329202,0.9236882910921901,0.3352564102564103,1.693678598257975e-06,2.356488252530653e-06,4.053492261846259e-07,5.98260933770689e-06,6.580630156349798e-07,-0.20092629001628423,1.0,0.4713288674670798,5.982573546306528e-06
17,8,context-PCG,128,32,8,64,ID four obstacles,ID,5.808478174453507,0.05,4,0.5286711325329202,0.9236882910921901,0.3352564102564103,8.092334038423132e-07,1.751206866629218e-06,2.7415677905651137e-07,3.6709165556203516e-06,3.9360891435080703e-07,-0.15534459048872742,1.0,0.4713288674670798,3.670903080041461e-06
17,8,hybrid-PCG,128,32,8,64,ID four obstacles,ID,5.808478174453507,0.05,4,0.5286711325329202,0.9236882910921901,0.3352564102564103,5.743830246984771e-07,1.7056330392506425e-06,2.582872831169425e-07,3.4487778890479603e-06,3.5691093813738917e-07,-0.18559371873699035,1.0,0.4713288674670798,3.448765995020052e-06
17,9,exact,0,0,8,64,ID four obstacles,ID,6.169745255774679,0.05,4,0.5672752718272892,0.929067547649033,0.3753787878787879,0.0,4.114036570967983e-06,2.879789633425389e-07,4.114036570967983e-06,2.879789633425389e-07,0.0,1.0,0.4327247281727108,4.1140196457407065e-06
17,9,angular-Jacobi-PCG,0,32,8,64,ID four obstacles,ID,6.169745255774679,0.05,4,0.5672752718272892,0.929067547649033,0.3753787878787879,6.795010865090489e-07,2.2698478119309584e-06,2.5800345326842944e-07,6.3769425509008215e-06,4.2772948916081077e-07,-0.1799410846822828,1.0,0.4327247281727108,6.376901885763843e-06
17,9,identity-CG,0,32,8,64,ID four obstacles,ID,6.169745255774679,0.05,4,0.5672752718272892,0.929067547649033,0.3753787878787879,8.521194558852585e-07,5.266904565814912e-06,4.25319367280963e-07,5.531414416282132e-06,4.27110492751126e-07,-0.10964335844391529,1.0,0.4327247281727108,5.531383819905929e-06
17,9,population-PCG,128,32,8,64,ID four obstacles,ID,6.169745255774679,0.05,4,0.5672752718272892,0.929067547649033,0.3753787878787879,1.803398149036184e-06,4.6273685967435085e-06,4.6959038257909924e-07,9.703307341624168e-06,7.195416742433736e-07,0.04730263344547708,1.0,0.4327247281727108,9.7032131883644e-06
17,9,context-PCG,128,32,8,64,ID four obstacles,ID,6.169745255774679,0.05,4,0.5672752718272892,0.929067547649033,0.3753787878787879,6.657043254421069e-07,2.479388498954904e-06,2.5044552742770065e-07,5.657264438241327e-06,3.8013281766779983e-07,-0.1420286200490749,1.0,0.4327247281727108,5.657232433781461e-06
17,9,hybrid-PCG,128,32,8,64,ID four obstacles,ID,6.169745255774679,0.05,4,0.5672752718272892,0.929067547649033,0.3753787878787879,6.467128699227942e-07,2.181511973731176e-06,2.7808739844203956e-07,5.607157646636551e-06,3.8473326924304274e-07,-0.10426080663367639,1.0,0.4327247281727108,5.607126206595966e-06
17,10,exact,0,0,8,64,ID four obstacles,ID,1.50829737676562,0.05,4,0.4783480296863338,0.9080601241717788,0.3202036554256721,0.0,1.254344681456132e-06,2.3436098928186766e-07,1.254344681456132e-06,2.3436098928186766e-07,0.0,1.0,0.5216519703136662,1.2543431080775258e-06
17,10,angular-Jacobi-PCG,0,32,8,64,ID four obstacles,ID,1.50829737676562,0.05,4,0.47833263798767917,0.9080487060397852,0.3202036554256721,3.0208244439222653e-07,8.742106132331173e-07,2.4432148038044943e-07,1.7342382250262744e-06,3.26207825196434e-07,0.040764848719228405,1.0,0.5216673620123209,1.7342352174492693e-06
17,10,identity-CG,0,32,8,64,ID four obstacles,ID,1.50829737676562,0.05,4,0.47833263798767917,0.908054415105782,0.3202036554256721,3.3986641057026645e-07,1.4963502366072134e-06,2.9711499394124985e-07,1.5582042465211998e-06,3.225539728646254e-07,-0.09553530856704132,1.0,0.5216673620123209,1.5582018185245093e-06
17,10,population-PCG,128,32,8,64,ID four obstacles,ID,1.50829737676562,0.05,4,0.47834802968633383,0.9080601241717788,0.3202036554256721,5.938266767202549e-07,1.201731066657885e-06,4.0111119403718476e-07,2.6407392965666077e-06,5.473160769042806e-07,-0.07023712191847159,1.0,0.5216519703136662,2.6407323230809903e-06
17,10,context-PCG,128,32,8,64,ID four obstacles,ID,1.50829737676562,0.05,4,0.4783480296863338,0.9080601241717788,0.3202036554256721,3.1001426137322596e-07,8.878687083324621e-07,2.4193319347887154e-07,1.8426401027227257e-06,3.5563707712071846e-07,-0.10748421360362194,1.0,0.5216519703136662,1.842636707406434e-06
17,10,hybrid-PCG,128,32,8,64,ID four obstacles,ID,1.50829737676562,0.05,4,0.47833263798767917,0.908054415105782,0.3202036554256721,3.121568461494917e-07,8.883821323024677e-07,2.546260020608315e-07,1.7332461368368968e-06,3.4640749646541735e-07,-0.09592395082091312,1.0,0.5216673620123209,1.7332431326999327e-06
17,11,exact,0,0,8,64,ID four obstacles,ID,0.686047862224336,0.05,4,0.5749175086080461,0.8996505867100166,0.382531419846024,0.0,1.1234444627916673e-06,2.3619931610596723e-07,1.1234444627916673e-06,2.3619931610596723e-07,0.0,1.0,0.42508249139195387,1.1234432006656242e-06
17,11,angular-Jacobi-PCG,0,32,8,64,ID four obstacles,ID,0.686047862224336,0.05,4,0.5749175086080461,0.8996505867100166,0.382531419846024,1.583078699241014e-07,1.0354200483675413e-06,2.736571893535711e-07,1.9411739344832313e-06,4.0987443838957915e-07,0.035938091947303054,1.0,0.42508249139195387,1.941170166334302e-06
17,11,identity-CG,0,32,8,64,ID four obstacles,ID,0.686047862224336,0.05,4,0.5748264032902988,0.8996455429300061,0.382531419846024,2.0898576735817187e-07,1.4034571478305224e-06,3.28035152818984e-07,1.4600266382558402e-06,3.409215523220155e-07,-0.0036106329171147825,1.0,0.42517359670970123,1.4600245065811681e-06
17,11,population-PCG,128,32,8,64,ID four obstacles,ID,0.686047862224336,0.05,4,0.5749175086080461,0.8996505867100166,0.382531419846024,1.1108836730500116e-06,1.981505619141899e-06,5.20134840087394e-07,3.855760468240987e-06,7.571153233243422e-07,0.035642366643250684,1.0,0.42508249139195387,3.855745601409522e-06
17,11,context-PCG,128,32,8,64,ID four obstacles,ID,0.686047862224336,0.05,4,0.5749175086080461,0.8996505867100166,0.382531419846024,2.978601507663825e-07,1.1096301477664383e-06,2.5541524095729073e-07,1.787783659779052e-06,3.4198687615116796e-07,-0.015502011215476254,1.0,0.42508249139195387,1.7877804636143517e-06
17,11,hybrid-PCG,128,32,8,64,ID four obstacles,ID,0.686047862224336,0.05,4,0.5749175086080461,0.8996505867100166,0.382531419846024,3.6553832849506307e-07,1.0772938736636206e-06,2.7600137286754034e-07,1.8380276003426843e-06,3.769821148580377e-07,0.03838861567280112,1.0,0.42508249139195387,1.838024222003434e-06
17,12,exact,0,0,8,64,ID four obstacles,ID,0.4430505685716871,0.05,4,0.5857138732209536,0.9227111259404572,0.3549837751192431,0.0,1.5894786287162788e-06,2.5903485223466305e-07,1.5894786287162788e-06,2.5903485223466305e-07,0.0,1.0,0.4142861267790464,1.5894761022779834e-06
17,12,angular-Jacobi-PCG,0,32,8,64,ID four obstacles,ID,0.4430505685716871,0.05,4,0.5857138732209536,0.9227111259404572,0.3549837751192431,3.703604960492157e-07,1.095447800025795e-06,2.596112693709074e-07,2.0923723411669926e-06,3.8301585902900115e-07,-0.08830771223275449,1.0,0.4142861267790464,2.092367963154139e-06
17,12,identity-CG,0,32,8,64,ID four obstacles,ID,0.4430505685716871,0.05,4,0.5857138732209536,0.9227111259404572,0.3549837751192431,3.6474786213602783e-07,1.984530285881192e-06,3.648677875389694e-07,1.990799361806239e-06,3.674662636399262e-07,-0.003502213120401972,1.0,0.4142861267790464,1.9907953985320304e-06
17,12,population-PCG,128,32,8,64,ID four obstacles,ID,0.4430505685716871,0.05,4,0.5857138732209536,0.9227111259404572,0.3549837751192431,1.3080325373948654e-06,2.1235976674915946e-06,4.2560497348631543e-07,4.759167723022983e-06,7.566881237153211e-07,-0.01577055832860811,1.0,0.4142861267790464,4.759145073453361e-06
17,12,context-PCG,128,32,8,64,ID four obstacles,ID,0.4430505685716871,0.05,4,0.5857138732209536,0.9227111259404572,0.3549837751192431,9.45734818458277e-07,1.1996767881328196e-06,2.689135278899357e-07,3.0389688703280626e-06,4.308712675538118e-07,-0.06773731651794795,1.0,0.4142861267790464,3.0389596350243334e-06
17,12,hybrid-PCG,128,32,8,64,ID four obstacles,ID,0.4430505685716871,0.05,4,0.5857138732209536,0.9227111259404572,0.3549837751192431,4.4454089476175795e-07,1.0769871181537383e-06,2.3902541101961106e-07,2.2143359217352554e-06,3.91584727310601e-07,-0.01345530469838863,1.0,0.4142861267790464,2.2143310184625386e-06
17,13,exact,0,0,8,64,ID four obstacles,ID,4.221540594739208,0.05,4,0.583663887002386,0.9227056322302858,0.3829468150896722,0.0,3.4661471914887443e-06,2.650020647365636e-07,3.4661471914887443e-06,2.650020647365636e-07,0.0,1.0,0.41633611299761397,3.466135177354034e-06
17,13,angular-Jacobi-PCG,0,32,8,64,ID four obstacles,ID,4.221540594739208,0.05,4,0.583663887002386,0.9227056322302858,0.3829468150896722,2.0897941226394323e-06,3.5143624117495165e-06,2.8628608106373576e-07,6.413641500557787e-06,4.402281064130875e-07,-0.10628643385750623,1.0,0.41633611299761397,6.413600366024312e-06
17,13,identity-CG,0,32,8,64,ID four obstacles,ID,4.221540594739208,0.05,4,0.583663887002386,0.9227056322302858,0.3829468150896722,7.304281339770569e-07,4.460746083623235e-06,3.623559337029292e-07,4.603218798138187e-06,3.796068384076534e-07,-0.09122015746136648,1.0,0.41633611299761397,4.6031976086124235e-06
17,13,population-PCG,128,32,8,64,ID four obstacles,ID,4.221540594739208,0.05,4,0.583663887002386,0.9227056322302858,0.3829468150896722,3.1150680612768156e-06,6.077667713100254e-06,6.165801096358337e-07,9.486327428476216e-06,7.323105037926325e-07,-0.11019012931807111,1.0,0.41633611299761397,9.486237438921806e-06
17,13,context-PCG,128,32,8,64,ID four obstacles,ID,4.221540594739208,0.05,4,0.583663887002386,0.9227056322302858,0.3829468150896722,2.9648523458547515e-06,3.6699065546486054e-06,3.0010781060241243e-07,6.2500873241333466e-06,4.416311085719826e-07,-0.11082371350186014,1.0,0.41633611299761397,6.250048260785937e-06
17,13,hybrid-PCG,128,32,8,64,ID four obstacles,ID,4.221540594739208,0.05,4,0.583663887002386,0.9227056322302858,0.3829468150896722,1.2077931472731507e-06,3.533880395423239e-06,2.720377487719361e-07,5.040553929802627e-06,3.968835287082584e-07,-0.17370470210635663,1.0,0.41633611299761397,5.040528522746773e-06
17,14,exact,0,0,8,64,ID four obstacles,ID,4.235221710989758,0.05,4,0.6834754629088194,0.954896363222279,0.438071110393368,0.0,2.058095276424865e-06,2.60406476826347e-07,2.058095276424865e-06,2.60406476826347e-07,0.0,1.0,0.31652453709118056,2.058091040677416e-06
