seed,method,network_width,depth,context_size,context_measurements,scenario,regime,task,raw_condition,transformed_condition,condition_reduction,geometry_commutator,pcg_energy_error_factor,mean_relative_residual,covariance_relative_residual,gain_spread
17,population-PCG,128,32,8,64,ID one obstacle,ID,2,4312.630859375,1159.0311279296875,3.720893144607544,0.2505682110786438,0.30504900217056274,1.1895285751961637e-05,1.0252857691739337e-06,35.53108596801758
17,population-PCG,128,32,8,64,ID one obstacle,ID,3,4701.56787109375,851.9066162109375,5.518877029418945,0.20191539824008942,0.2230331152677536,1.1280675607849844e-05,9.608672826288966e-07,35.53108596801758
17,population-PCG,128,32,8,64,ID one obstacle,ID,4,5063.70556640625,1095.656494140625,4.621617794036865,0.12327829003334045,0.2891135513782501,1.2723764484690037e-05,9.738379276313935e-07,35.53108596801758
17,population-PCG,128,32,8,64,ID one obstacle,ID,5,5559.25927734375,1305.240234375,4.259184837341309,0.2725476026535034,0.3400106132030487,1.4254307643568609e-05,1.139944060923881e-06,35.53108596801758
17,population-PCG,128,32,8,64,ID one obstacle,ID,6,4125.73291015625,1375.4559326171875,2.9995384216308594,0.2357177734375,0.3559601306915283,1.2593795872817282e-05,1.3583531881522504e-06,35.53108596801758
17,population-PCG,128,32,8,64,ID one obstacle,ID,7,3956.587158203125,1320.5435791015625,2.996180772781372,0.2742137014865875,0.34353142976760864,1.130036707763793e-05,9.165494816443243e-07,35.53108596801758
17,context-PCG,128,32,8,64,ID one obstacle,ID,0,4332.44970703125,417.8541564941406,10.368330001831055,0.26828980445861816,0.08713965117931366,2.977976464535459e-06,5.463676302497333e-07,505.5464172363281
17,context-PCG,128,32,8,64,ID one obstacle,ID,1,3037.3740234375,191.22201538085938,15.884018898010254,0.2553407549858093,0.01938733644783497,1.4733684565726435e-06,3.3969089940910635e-07,381.9328308105469
17,context-PCG,128,32,8,64,ID one obstacle,ID,2,4312.630859375,231.05226135253906,18.66517448425293,0.2505682110786438,0.029500199481844902,1.7609708038435201e-06,5.378679475143144e-07,533.2549438476562
17,context-PCG,128,32,8,64,ID one obstacle,ID,3,4701.56787109375,175.3090362548828,26.818742752075195,0.20191539824008942,0.015768293291330338,1.941389200510457e-06,3.817760614310828e-07,435.74908447265625
17,context-PCG,128,32,8,64,ID one obstacle,ID,4,5063.70556640625,78.4506607055664,64.54637145996094,0.12327829003334045,0.0014109098119661212,1.1413511629143613e-06,2.370911715843249e-07,461.7243347167969
17,context-PCG,128,32,8,64,ID one obstacle,ID,5,5559.25927734375,358.35479736328125,15.513282775878906,0.2725476026535034,0.06782443821430206,2.868221145035932e-06,6.586255381080264e-07,588.9456176757812
17,context-PCG,128,32,8,64,ID one obstacle,ID,6,4125.73291015625,185.61898803710938,22.226890563964844,0.2357177734375,0.01808200404047966,1.5642817743355408e-06,3.497503655580658e-07,454.7914123535156
17,context-PCG,128,32,8,64,ID one obstacle,ID,7,3956.587158203125,509.6246337890625,7.763728141784668,0.2742137014865875,0.11721786111593246,2.6787961360241752e-06,7.542263915638614e-07,486.33135986328125
17,identity-CG,0,32,8,64,ID four obstacles,ID,0,154.48995971679688,154.48995971679688,1.0,0.15811897814273834,0.011480702087283134,3.129719971184386e-06,3.9663359530095477e-07,1.0
17,identity-CG,0,32,8,64,ID four obstacles,ID,1,681.83984375,681.83984375,1.0,0.1835966408252716,0.1722124218940735,1.3739158930548001e-05,5.223355969974364e-07,1.0
17,identity-CG,0,32,8,64,ID four obstacles,ID,2,489.0184326171875,489.0184326171875,1.0,0.27120721340179443,0.11047638952732086,7.914112757134717e-06,8.972954788077914e-07,1.0
17,identity-CG,0,32,8,64,ID four obstacles,ID,3,81.96941375732422,81.96941375732422,1.0,0.2364071160554886,0.001653687795624137,1.4933078773538e-06,3.374265986622049e-07,1.0
17,identity-CG,0,32,8,64,ID four obstacles,ID,4,448.24993896484375,448.24993896484375,1.0,0.19799110293388367,0.0971035435795784,9.869154382613488e-06,6.586985250578437e-07,1.0
17,identity-CG,0,32,8,64,ID four obstacles,ID,5,140.1077117919922,140.1077117919922,1.0,0.20935378968715668,0.008855831809341908,2.987380639751791e-06,4.910056645712757e-07,1.0
17,identity-CG,0,32,8,64,ID four obstacles,ID,6,52.68421173095703,52.68421173095703,1.0,0.1912900060415268,0.00028001502505503595,1.0341236702515744e-06,3.0025677233425085e-07,1.0
17,identity-CG,0,32,8,64,ID four obstacles,ID,7,108.01571655273438,108.01571655273438,1.0,0.19842736423015594,0.004153028596192598,2.226328888355056e-06,3.1482341000810266e-07,1.0
17,population-PCG,128,32,8,64,ID four obstacles,ID,0,154.48995971679688,58.95047378540039,2.620673656463623,0.15811897814273834,0.00045735013554804027,8.920519576349761e-07,2.66654893721352e-07,35.48781204223633
17,population-PCG,128,32,8,64,ID four obstacles,ID,1,681.83984375,804.6173706054688,0.8474088311195374,0.1835966408252716,0.20929142832756042,1.0830098290171009e-05,6.111219477134e-07,35.48781204223633
17,population-PCG,128,32,8,64,ID four obstacles,ID,2,489.0184326171875,260.42816162109375,1.877747893333435,0.27120721340179443,0.037711579352617264,3.5326136185176438e-06,6.267590606512385e-07,35.48781204223633
17,population-PCG,128,32,8,64,ID four obstacles,ID,3,81.96941375732422,445.6796875,0.1839200109243393,0.2364071160554886,0.09626024961471558,2.272624215038377e-06,7.093806289049098e-07,35.48781204223633
17,population-PCG,128,32,8,64,ID four obstacles,ID,4,448.24993896484375,214.24249267578125,2.092255115509033,0.19799110293388367,0.025068387389183044,4.549353889160557e-06,5.522256856238528e-07,35.48781204223633
17,population-PCG,128,32,8,64,ID four obstacles,ID,5,140.1077117919922,71.71736907958984,1.9536092281341553,0.20935378968715668,0.0010081949876621366,1.0536195986787789e-06,2.90120482304701e-07,35.48781204223633
17,population-PCG,128,32,8,64,ID four obstacles,ID,6,52.68421173095703,119.75300598144531,0.4399406313896179,0.1912900060415268,0.005675420630723238,8.796545216682716e-07,4.6441641643468756e-07,35.48781204223633
17,population-PCG,128,32,8,64,ID four obstacles,ID,7,108.01571655273438,101.50413513183594,1.0641509294509888,0.19842736423015594,0.003412731224671006,1.16898524993303e-06,3.851742746974196e-07,35.48781204223633
17,context-PCG,128,32,8,64,ID four obstacles,ID,0,154.48995971679688,20.445945739746094,7.556019306182861,0.15811897814273834,1.1240945241297595e-06,5.86644375744072e-07,2.1316766662948794e-07,26.838659286499023
17,context-PCG,128,32,8,64,ID four obstacles,ID,1,681.83984375,389.9995422363281,1.7483093738555908,0.1835966408252716,0.0780508890748024,8.464457096124534e-06,3.039381795133522e-07,3.509079933166504
17,context-PCG,128,32,8,64,ID four obstacles,ID,2,489.0184326171875,168.77926635742188,2.8973844051361084,0.27120721340179443,0.014365696348249912,3.4918414257845143e-06,4.2495403818065824e-07,8.531797409057617
17,context-PCG,128,32,8,64,ID four obstacles,ID,3,81.96941375732422,83.94721984863281,0.976439893245697,0.2364071160554886,0.0018000233685597777,1.1942606761294883e-06,2.544564097206603e-07,3.7290961742401123
17,context-PCG,128,32,8,64,ID four obstacles,ID,4,448.24993896484375,202.69219970703125,2.2114808559417725,0.19799110293388367,0.022157110273838043,4.880237611359917e-06,3.1117946264203056e-07,6.632211208343506
17,context-PCG,128,32,8,64,ID four obstacles,ID,5,140.1077117919922,38.25904846191406,3.6620805263519287,0.20935378968715668,5.85631096328143e-05,9.92277364275651e-07,2.249346238158978e-07,12.850988388061523
17,context-PCG,128,32,8,64,ID four obstacles,ID,6,52.68421173095703,32.3990364074707,1.6261042356491089,0.1912900060415268,2.326534377061762e-05,6.77493744660751e-07,2.3507605817485455e-07,4.838648796081543
17,context-PCG,128,32,8,64,ID four obstacles,ID,7,108.01571655273438,55.823150634765625,1.9349627494812012,0.19842736423015594,0.00036178689333610237,1.191299247693678e-06,2.4443690449516e-07,5.950631618499756
17,identity-CG,0,32,8,64,OOD six obstacles,OOD count,0,103.02273559570312,103.02273559570312,1.0,0.221871480345726,0.0035785934887826443,2.2453987185144797e-06,3.602949902870023e-07,1.0
17,identity-CG,0,32,8,64,OOD six obstacles,OOD count,1,360.4828186035156,360.4828186035156,1.0,0.20425720512866974,0.0685076043009758,7.369139893853571e-06,6.281363766902359e-07,1.0
17,identity-CG,0,32,8,64,OOD six obstacles,OOD count,2,284.1064758300781,284.1064758300781,1.0,0.2109910249710083,0.044676583260297775,5.71816235606093e-06,4.5513627355830977e-07,1.0
17,identity-CG,0,32,8,64,OOD six obstacles,OOD count,3,382.4641418457031,382.4641418457031,1.0,0.2010885775089264,0.07560388743877411,7.992238352017011e-06,7.921308338154631e-07,1.0
17,identity-CG,0,32,8,64,OOD six obstacles,OOD count,4,143.67274475097656,143.67274475097656,1.0,0.1903645545244217,0.009478805586695671,2.7864887215400813e-06,3.4272733273610356e-07,1.0
17,identity-CG,0,32,8,64,OOD six obstacles,OOD count,5,232.1768035888672,232.1768035888672,1.0,0.19746282696723938,0.02980424463748932,5.078187768958742e-06,5.527641064873023e-07,1.0
17,identity-CG,0,32,8,64,OOD six obstacles,OOD count,6,509.07708740234375,509.07708740234375,1.0,0.17994175851345062,0.11703915894031525,1.120211982197361e-05,5.072599833511049e-07,1.0
17,identity-CG,0,32,8,64,OOD six obstacles,OOD count,7,244.1430206298828,244.1430206298828,1.0,0.20359891653060913,0.03309285268187523,5.4894831009733025e-06,4.4993277015237254e-07,1.0
17,population-PCG,128,32,8,64,OOD six obstacles,OOD count,0,103.02273559570312,272.07855224609375,0.3786506950855255,0.221871480345726,0.04110492020845413,2.784170419545262e-06,6.204407441146031e-07,35.43297576904297
17,population-PCG,128,32,8,64,OOD six obstacles,OOD count,1,360.4828186035156,935.2252807617188,0.38545024394989014,0.20425720512866974,0.24650536477565765,1.012743086903356e-05,7.940510045045812e-07,35.43297576904297
17,population-PCG,128,32,8,64,OOD six obstacles,OOD count,2,284.1064758300781,907.0176391601562,0.3132314682006836,0.2109910249710083,0.2386641651391983,8.547061042918358e-06,1.3120203448124812e-06,35.43297576904297
17,population-PCG,128,32,8,64,OOD six obstacles,OOD count,3,382.4641418457031,1221.435791015625,0.31312668323516846,0.2010885775089264,0.32027000188827515,1.1056729817937594e-05,7.049475243547931e-07,35.43297576904297
17,population-PCG,128,32,8,64,OOD six obstacles,OOD count,4,143.67274475097656,380.1700439453125,0.3779170513153076,0.1903645545244217,0.07486032694578171,3.55601696355734e-06,7.011371394582966e-07,35.43297576904297
17,population-PCG,128,32,8,64,OOD six obstacles,OOD count,5,232.1768035888672,471.48858642578125,0.4924335479736328,0.19746282696723938,0.1047293096780777,5.110739493829897e-06,9.28079430195794e-07,35.43297576904297
17,population-PCG,128,32,8,64,OOD six obstacles,OOD count,6,509.07708740234375,582.1903076171875,0.8744169473648071,0.17994175851345062,0.14074240624904633,9.305893399869092e-06,5.279637775856827e-07,35.43297576904297
17,population-PCG,128,32,8,64,OOD six obstacles,OOD count,7,244.1430206298828,616.6182861328125,0.3959386646747589,0.20359891653060913,0.1517399400472641,6.30366912446334e-06,8.648841571812227e-07,35.43297576904297
17,context-PCG,128,32,8,64,OOD six obstacles,OOD count,0,103.02273559570312,62.181819915771484,1.6567983627319336,0.221871480345726,0.00057169736828655,1.5151663319556974e-06,2.669776222319342e-07,4.522128582000732
17,context-PCG,128,32,8,64,OOD six obstacles,OOD count,1,360.4828186035156,286.88800048828125,1.2565280199050903,0.20425720512866974,0.04551153630018234,6.26472274234402e-06,4.99139673593163e-07,4.676239490509033
17,context-PCG,128,32,8,64,OOD six obstacles,OOD count,2,284.1064758300781,224.31072998046875,1.2665754556655884,0.2109910249710083,0.027696844190359116,4.77061348647112e-06,4.00159876789985e-07,2.4920835494995117
17,context-PCG,128,32,8,64,OOD six obstacles,OOD count,3,382.4641418457031,247.76095581054688,1.5436820983886719,0.2010885775089264,0.034105334430933,4.987070042261621e-06,4.5332507170314784e-07,5.6732964515686035
17,context-PCG,128,32,8,64,OOD six obstacles,OOD count,4,143.67274475097656,90.12255096435547,1.5941931009292603,0.1903645545244217,0.0023029607255011797,1.994732429011492e-06,2.550575572968228e-07,3.498459815979004
17,context-PCG,128,32,8,64,OOD six obstacles,OOD count,5,232.1768035888672,153.55001831054688,1.5120598077774048,0.19746282696723938,0.011300284415483475,3.6492242543317843e-06,4.0245981836051214e-07,3.727966547012329
17,context-PCG,128,32,8,64,OOD six obstacles,OOD count,6,509.07708740234375,284.74859619140625,1.7878124713897705,0.17994175851345062,0.04486900568008423,7.0945220613793936e-06,2.8377306193760887e-07,5.094116687774658
17,context-PCG,128,32,8,64,OOD six obstacles,OOD count,7,244.1430206298828,117.00810241699219,2.086548089981079,0.20359891653060913,0.005298181902617216,3.157146011290024e-06,3.322460884191969e-07,5.896600246429443
17,identity-CG,0,32,8,64,OOD stars,OOD shape,0,702.6068115234375,702.6068115234375,1.0,0.19719411432743073,0.17862239480018616,1.2130682080169208e-05,4.472183263715124e-07,1.0
17,identity-CG,0,32,8,64,OOD stars,OOD shape,1,383.99090576171875,383.99090576171875,1.0,0.2667008936405182,0.0760992243885994,6.480335741798626e-06,4.923938945466944e-07,1.0
17,identity-CG,0,32,8,64,OOD stars,OOD shape,2,451.9743347167969,451.9743347167969,1.0,0.17321129143238068,0.09832586348056793,7.775924132147338e-06,4.3582988951129664e-07,1.0
17,identity-CG,0,32,8,64,OOD stars,OOD shape,3,239.25242614746094,239.25242614746094,1.0,0.22818918526172638,0.03173727169632912,4.52873837275547e-06,3.860428705593222e-07,1.0
17,identity-CG,0,32,8,64,OOD stars,OOD shape,4,520.2359008789062,520.2359008789062,1.0,0.1773717701435089,0.12068132311105728,9.79842479864601e-06,4.894447442893579e-07,1.0
17,identity-CG,0,32,8,64,OOD stars,OOD shape,5,482.1971435546875,482.1971435546875,1.0,0.1448030322790146,0.10824117809534073,8.451434950984549e-06,4.3475085931277135e-07,1.0
17,identity-CG,0,32,8,64,OOD stars,OOD shape,6,875.6151123046875,875.6151123046875,1.0,0.2201300412416458,0.22980791330337524,1.5035349861136638e-05,3.9736130474921083e-07,1.0
17,identity-CG,0,32,8,64,OOD stars,OOD shape,7,630.1812133789062,630.1812133789062,1.0,0.13240762054920197,0.15603794157505035,1.1268914022366516e-05,5.705595071958669e-07,1.0
17,population-PCG,128,32,8,64,OOD stars,OOD shape,0,702.6068115234375,373.557861328125,1.8808513879776,0.19719411432743073,0.0727204978466034,6.104174190113554e-06,4.0011121882344014e-07,35.69514846801758
17,population-PCG,128,32,8,64,OOD stars,OOD shape,1,383.99090576171875,275.5264892578125,1.3936623334884644,0.2667008936405182,0.04212207347154617,3.4365709780104226e-06,4.90806257857912e-07,35.69514846801758
17,population-PCG,128,32,8,64,OOD stars,OOD shape,2,451.9743347167969,189.1165771484375,2.3899245262145996,0.17321129143238068,0.018893061205744743,3.300143589513027e-06,3.337648593060294e-07,35.69514846801758
17,population-PCG,128,32,8,64,OOD stars,OOD shape,3,239.25242614746094,167.95550537109375,1.4244989156723022,0.22818918526172638,0.014192381873726845,2.410036813671468e-06,4.177696553142596e-07,35.69514846801758
17,population-PCG,128,32,8,64,OOD stars,OOD shape,4,520.2359008789062,183.5939178466797,2.833622694015503,0.1773717701435089,0.017618339508771896,3.349204462210764e-06,3.770923342472088e-07,35.69514846801758
17,population-PCG,128,32,8,64,OOD stars,OOD shape,5,482.1971435546875,101.67717742919922,4.742432594299316,0.1448030322790146,0.003431424731388688,2.1691653273592237e-06,2.6949226139549864e-07,35.69514846801758
17,population-PCG,128,32,8,64,OOD stars,OOD shape,6,875.6151123046875,910.8290405273438,0.9613385796546936,0.2201300412416458,0.23972992599010468,1.1562590771063697e-05,5.252394998933596e-07,35.69514846801758
17,population-PCG,128,32,8,64,OOD stars,OOD shape,7,630.1812133789062,224.3609619140625,2.8087828159332275,0.13240762054920197,0.02771013230085373,4.765935500472551e-06,3.76306928728809e-07,35.69514846801758
17,context-PCG,128,32,8,64,OOD stars,OOD shape,0,702.6068115234375,296.8506774902344,2.3668694496154785,0.19719411432743073,0.048527609556913376,5.2897016757924575e-06,2.722804595123307e-07,12.268964767456055
17,context-PCG,128,32,8,64,OOD stars,OOD shape,1,383.99090576171875,160.13771057128906,2.3978793621063232,0.2667008936405182,0.012589565478265285,2.9448169698298443e-06,3.4742433285828156e-07,8.198567390441895
17,context-PCG,128,32,8,64,OOD stars,OOD shape,2,451.9743347167969,142.03321838378906,3.182173490524292,0.17321129143238068,0.009189971722662449,3.2983955406962195e-06,2.559220604325674e-07,7.752461910247803
17,context-PCG,128,32,8,64,OOD stars,OOD shape,3,239.25242614746094,107.16365814208984,2.2325892448425293,0.22818918526172638,0.004051860421895981,2.347887175346841e-06,2.729625805386604e-07,5.312188148498535
17,context-PCG,128,32,8,64,OOD stars,OOD shape,4,520.2359008789062,158.6607666015625,3.2789196968078613,0.1773717701435089,0.012295517139136791,3.6998826544731855e-06,3.2663442084412964e-07,10.568133354187012
17,context-PCG,128,32,8,64,OOD stars,OOD shape,5,482.1971435546875,76.76676177978516,6.281327247619629,0.1448030322790146,0.00130263133905828,1.91652338799031e-06,2.50385795652619e-07,15.778965950012207
17,context-PCG,128,32,8,64,OOD stars,OOD shape,6,875.6151123046875,518.093505859375,1.6900715827941895,0.2201300412416458,0.11998268961906433,9.68066797213396e-06,2.6984778855876357e-07,3.5859251022338867
17,context-PCG,128,32,8,64,OOD stars,OOD shape,7,630.1812133789062,164.73013305664062,3.8255369663238525,0.13240762054920197,0.013521786779165268,3.918530183000257e-06,2.456864649502677e-07,12.043322563171387
17,identity-CG,0,32,8,64,OOD 30 percent noise,OOD noise,0,147.75526428222656,147.75526428222656,1.0,0.23523232340812683,0.010214967653155327,2.860328322640271e-06,2.896327089274564e-07,1.0
17,identity-CG,0,32,8,64,OOD 30 percent noise,OOD noise,1,28.052417755126953,28.052417755126953,1.0,0.21532617509365082,9.760723514773417e-06,6.188427619235881e-07,2.491661064141226e-07,1.0
17,identity-CG,0,32,8,64,OOD 30 percent noise,OOD noise,2,70.88516998291016,70.88516998291016,1.0,0.23282387852668762,0.0009639636264182627,1.1784344451370998e-06,2.502808342796925e-07,1.0
17,identity-CG,0,32,8,64,OOD 30 percent noise,OOD noise,3,25.568397521972656,25.568397521972656,1.0,0.2082262635231018,5.380287802836392e-06,5.508881031346391e-07,1.876530717481728e-07,1.0
17,identity-CG,0,32,8,64,OOD 30 percent noise,OOD noise,4,159.12722778320312,159.12722778320312,1.0,0.2255568951368332,0.01238807663321495,2.7604946808423847e-06,2.9142279345251154e-07,1.0
17,identity-CG,0,32,8,64,OOD 30 percent noise,OOD noise,5,222.5379180908203,222.5379180908203,1.0,0.2255561798810959,0.027228262275457382,4.49666140411864e-06,2.542311108300055e-07,1.0
17,identity-CG,0,32,8,64,OOD 30 percent noise,OOD noise,6,19.023780822753906,19.023780822753906,1.0,0.1823875904083252,6.503119038825389e-07,4.39887827496932e-07,1.9352106050973816e-07,1.0
17,identity-CG,0,32,8,64,OOD 30 percent noise,OOD noise,7,210.7954864501953,210.7954864501953,1.0,0.16772250831127167,0.02418743260204792,4.0809045458445325e-06,2.9694749059672176e-07,1.0
17,population-PCG,128,32,8,64,OOD 30 percent noise,OOD noise,0,147.75526428222656,918.0006713867188,0.1609533280134201,0.23523232340812683,0.24172993004322052,4.603977686201688e-06,5.944789904788195e-07,35.429012298583984
17,population-PCG,128,32,8,64,OOD 30 percent noise,OOD noise,1,28.052417755126953,76.16415405273438,0.3683152198791504,0.21532617509365082,0.001265117316506803,6.174370241751603e-07,3.2448943443341705e-07,35.429012298583984
17,population-PCG,128,32,8,64,OOD 30 percent noise,OOD noise,2,70.88516998291016,115.90374755859375,0.6115865111351013,0.23282387852668762,0.005150010343641043,1.1209372132725548e-06,4.715956265499699e-07,35.429012298583984
17,population-PCG,128,32,8,64,OOD 30 percent noise,OOD noise,3,25.568397521972656,86.89359283447266,0.2942495048046112,0.2082262635231018,0.0020312718115746975,5.977020691716461e-07,3.044508218863484e-07,35.429012298583984
17,population-PCG,128,32,8,64,OOD 30 percent noise,OOD noise,4,159.12722778320312,491.87005615234375,0.32351475954055786,0.2255568951368332,0.11141027510166168,3.233107008782099e-06,4.708237781869684e-07,35.429012298583984
17,population-PCG,128,32,8,64,OOD 30 percent noise,OOD noise,5,222.5379180908203,909.450439453125,0.24469493329524994,0.2255561798810959,0.23934471607208252,5.865284038009122e-06,5.42455495633476e-07,35.429012298583984
17,population-PCG,128,32,8,64,OOD 30 percent noise,OOD noise,6,19.023780822753906,58.05792236328125,0.3276689946651459,0.1823875904083252,0.0004285934555809945,3.548793188201671e-07,2.6403347419545753e-07,35.429012298583984
17,population-PCG,128,32,8,64,OOD 30 percent noise,OOD noise,7,210.7954864501953,75.8406982421875,2.7794506549835205,0.16772250831127167,0.0012452463852241635,1.504305600974476e-06,2.760922939160082e-07,35.429012298583984
17,context-PCG,128,32,8,64,OOD 30 percent noise,OOD noise,0,147.75526428222656,199.41738891601562,0.7409347295761108,0.23523232340812683,0.021353483200073242,2.6565808184386697e-06,3.113983382263541e-07,4.402943134307861
17,context-PCG,128,32,8,64,OOD 30 percent noise,OOD noise,1,28.052417755126953,21.84429168701172,1.2841989994049072,0.21532617509365082,1.822806780182873e-06,4.37335046399312e-07,1.919134149375168e-07,5.154156684875488
17,context-PCG,128,32,8,64,OOD 30 percent noise,OOD noise,2,70.88516998291016,52.34524917602539,1.3541853427886963,0.23282387852668762,0.0002719961339607835,8.861391052050749e-07,2.3528751569301676e-07,4.170563220977783
17,context-PCG,128,32,8,64,OOD 30 percent noise,OOD noise,3,25.568397521972656,18.537582397460938,1.379273533821106,0.2082262635231018,5.314020086188975e-07,3.7743191683148325e-07,1.838637615492189e-07,4.294121742248535
17,context-PCG,128,32,8,64,OOD 30 percent noise,OOD noise,4,159.12722778320312,155.43043518066406,1.0237842798233032,0.2255568951368332,0.011662392877042294,2.1391515474533662e-06,2.203153002255931e-07,7.039131164550781
17,context-PCG,128,32,8,64,OOD 30 percent noise,OOD noise,5,222.5379180908203,181.54559326171875,1.2257963418960571,0.2255561798810959,0.01715385913848877,3.2540274332859553e-06,2.5047549456758134e-07,3.8357293605804443
17,context-PCG,128,32,8,64,OOD 30 percent noise,OOD noise,6,19.023780822753906,13.588264465332031,1.4000154733657837,0.1823875904083252,3.691896210966661e-08,2.9293653369677486e-07,1.9357678127107647e-07,4.819606304168701
17,context-PCG,128,32,8,64,OOD 30 percent noise,OOD noise,7,210.7954864501953,42.51718521118164,4.957889080047607,0.16772250831127167,0.00010103172098752111,1.1794516012741951e-06,1.775778599721889e-07,17.709980010986328
17,identity-CG,0,32,8,64,OOD half aperture,OOD aperture,0,1094.1766357421875,1094.1766357421875,1.0,0.4071213901042938,0.288735955953598,1.8766695575322956e-05,9.595980827725725e-07,1.0
17,identity-CG,0,32,8,64,OOD half aperture,OOD aperture,1,1158.038818359375,1158.038818359375,1.0,0.3345562219619751,0.30480289459228516,1.7290893083554693e-05,9.94464699033415e-07,1.0
17,identity-CG,0,32,8,64,OOD half aperture,OOD aperture,2,1027.7288818359375,1027.7288818359375,1.0,0.3566569983959198,0.27147966623306274,1.433705892850412e-05,1.5394407455460168e-06,1.0
17,identity-CG,0,32,8,64,OOD half aperture,OOD aperture,3,1362.7503662109375,1362.7503662109375,1.0,0.33132854104042053,0.353112131357193,2.3638151105842553e-05,1.0293097147950903e-06,1.0
17,identity-CG,0,32,8,64,OOD half aperture,OOD aperture,4,1418.8597412109375,1418.8597412109375,1.0,0.3206155598163605,0.36556217074394226,1.7996389942709357e-05,1.0471563882674673e-06,1.0
17,identity-CG,0,32,8,64,OOD half aperture,OOD aperture,5,1198.8519287109375,1198.8519287109375,1.0,0.25864464044570923,0.314814031124115,1.9502173017826863e-05,1.3493438473233255e-06,1.0
17,identity-CG,0,32,8,64,OOD half aperture,OOD aperture,6,1033.8712158203125,1033.8712158203125,1.0,0.3812839388847351,0.27309808135032654,1.678628905210644e-05,1.4186587122821948e-06,1.0
17,identity-CG,0,32,8,64,OOD half aperture,OOD aperture,7,1480.933349609375,1480.933349609375,1.0,0.2074383795261383,0.37896811962127686,2.258662243548315e-05,1.0652315722836647e-06,1.0
17,population-PCG,128,32,8,64,OOD half aperture,OOD aperture,0,1094.1766357421875,1415.252685546875,0.7731316685676575,0.4071213901042938,0.36477184295654297,9.447559023101348e-06,1.9415308543102583e-06,157.27267456054688
17,population-PCG,128,32,8,64,OOD half aperture,OOD aperture,1,1158.038818359375,173.01263427734375,6.6933770179748535,0.3345562219619751,0.01526927761733532,1.5962361885613063e-06,4.4501058482637745e-07,157.27267456054688
17,population-PCG,128,32,8,64,OOD half aperture,OOD aperture,2,1027.7288818359375,124.26441955566406,8.270500183105469,0.3566569983959198,0.006322882138192654,1.267637571800151e-06,4.1474939393992827e-07,157.27267456054688
17,population-PCG,128,32,8,64,OOD half aperture,OOD aperture,3,1362.7503662109375,728.1219482421875,1.871596336364746,0.33132854104042053,0.18642272055149078,4.521006303548347e-06,5.686710551344731e-07,157.27267456054688
17,population-PCG,128,32,8,64,OOD half aperture,OOD aperture,4,1418.8597412109375,227.8781280517578,6.2263970375061035,0.3206155598163605,0.02864695154130459,1.929083055074443e-06,3.350936879087385e-07,157.27267456054688
17,population-PCG,128,32,8,64,OOD half aperture,OOD aperture,5,1198.8519287109375,272.071044921875,4.406393051147461,0.25864464044570923,0.04110270366072655,2.6818368041858776e-06,5.257899147181888e-07,157.27267456054688
17,population-PCG,128,32,8,64,OOD half aperture,OOD aperture,6,1033.8712158203125,445.43121337890625,2.321056842803955,0.3812839388847351,0.09617872536182404,2.778512680379208e-06,7.863626478865626e-07,157.27267456054688
