method,network_width,parameter_count,dataset_size,context_size,context_measurements,regime_class,risk_mean,risk_std,solver_risk_mean,solver_risk_std,n_holdout,n_seeds,training_seconds,transformed_mean_relative_residual,transformed_covariance_relative_residual,simultaneous_configurations,delta,hoeffding_slack,risk_ucb,solver_risk_ucb
context-PCG,32,34564,128,48,2304,ID,0.10753668837774782,0.11634830876561784,0.5495810826315285,0.13784011407800228,48,3,1.1397954319836572,1.4345036602268617,0.028466679330449506,4860,0.05,0.34587639275783505,0.4534130811355829,0.8954574753893636
context-PCG,32,34564,128,48,2304,OOD,0.23399503529119203,0.14374557183901635,0.44892950781567537,0.12557876025984413,120,3,1.1397954319836572,0.9182592251648506,0.030270727079672065,4860,0.05,0.21875143799954522,0.45274647329073725,0.6676809458152206
context-PCG,32,34564,256,8,64,All,0.48866423854121055,0.2753506824295675,1.8404254114118286e-05,2.712034645862419e-05,168,3,2.393810935027432,1.8405324052732338e-05,8.359527023620623e-07,4860,0.05,0.18487870855329694,0.6735429470945075,0.18489711280741106
context-PCG,32,34564,256,8,64,ID,0.2360714110125237,0.23405296095598865,4.261290416242737e-05,4.0858994240608375e-05,48,3,2.393810935027432,4.2616354998392316e-05,1.4805033320778687e-06,4860,0.05,0.34587639275783505,0.5819478037703587,0.34591900566199746
context-PCG,32,34564,256,8,64,OOD,0.5897013695526853,0.2207576313368346,8.720794094794654e-06,6.471045819705436e-06,120,3,2.393810935027432,8.72091167446835e-06,5.781324504757398e-07,4860,0.05,0.21875143799954522,0.8084528075522305,0.21876015879364002
context-PCG,32,34564,256,12,144,All,0.26176623195761806,0.16517210238356655,4.314672423029927e-05,5.046461560151475e-05,168,3,2.393810935027432,4.315111805279979e-05,1.57366340335416e-06,4860,0.05,0.18487870855329694,0.44664494051091497,0.18492185527752725
context-PCG,32,34564,256,12,144,ID,0.14996435063445923,0.1541485703770452,9.533130665270925e-05,6.93906359544795e-05,48,3,2.393810935027432,9.53451117311265e-05,3.17474044564392e-06,4860,0.05,0.34587639275783505,0.4958407433922943,0.3459717240644878
context-PCG,32,34564,256,12,144,OOD,0.3064869844868816,0.1477928248364742,2.2272891261335275e-05,1.1590417089015079e-05,120,3,2.393810935027432,2.2273520581469105e-05,9.332325864382559e-07,4860,0.05,0.21875143799954522,0.5252384224864268,0.21877371089080655
context-PCG,32,34564,256,16,256,All,0.2524393484704587,0.17016830801303023,0.01629884341914341,0.01671304568411163,168,3,2.393810935027432,0.016868171262022474,0.0007087708662849532,4860,0.05,0.18487870855329694,0.4373180570237556,0.20117755197244036
context-PCG,32,34564,256,16,256,ID,0.13871208698840387,0.14973048550690496,0.03180380021231445,0.017250355994316992,48,3,2.393810935027432,0.03317949878692157,0.000988667233286775,4860,0.05,0.34587639275783505,0.4845884797462389,0.3776801929701495
context-PCG,32,34564,256,16,256,OOD,0.2979302530632806,0.15645765104167378,0.010096860701874991,0.011777446843912525,120,3,2.393810935027432,0.010343640252062834,0.0005968123194842245,4860,0.05,0.21875143799954522,0.5166816910628258,0.2288482987014202
context-PCG,32,34564,256,24,576,All,0.22210230721301963,0.15940116743296406,0.1668872569820029,0.0803155287418551,168,3,2.393810935027432,0.21191035001538688,0.006561180817135117,4860,0.05,0.18487870855329694,0.40698101576631657,0.3517659655352998
context-PCG,32,34564,256,24,576,ID,0.12803718013138046,0.15993698607165227,0.22400654293768263,0.05823377753422978,48,3,2.393810935027432,0.2960379999130964,0.007379176543812058,4860,0.05,0.34587639275783505,0.47391357288921554,0.5698829356955177
context-PCG,32,34564,256,24,576,OOD,0.25972835804567534,0.1433806575512206,0.144039542599731,0.07662057825414623,120,3,2.393810935027432,0.17825929005630312,0.00623398252646434,4860,0.05,0.21875143799954522,0.47847979604522056,0.3627909805992762
context-PCG,32,34564,256,32,1024,All,0.21017318370745572,0.16009156387860157,0.3063965630815537,0.11863504830306122,168,3,2.393810935027432,0.4861404643216658,0.015176299958035211,4860,0.05,0.18487870855329694,0.39505189226075266,0.49127527163485063
context-PCG,32,34564,256,32,1024,ID,0.10476410200494755,0.11925858970998399,0.3887276498718581,0.09456070759668173,48,3,2.393810935027432,0.676041578873992,0.016390969598432954,4860,0.05,0.34587639275783505,0.4506404947627826,0.7346040426296931
context-PCG,32,34564,256,32,1024,OOD,0.252336816388459,0.15516236114753862,0.27346412836543194,0.11131881975195611,120,3,2.393810935027432,0.4101800185007354,0.014690432101876115,4860,0.05,0.21875143799954522,0.4710882543880042,0.49221556636497715
context-PCG,32,34564,256,48,2304,All,0.19796045158638714,0.14753851345286445,0.4766283500784415,0.1340548699392284,168,3,2.393810935027432,1.049947730664696,0.02975062090193937,4860,0.05,0.18487870855329694,0.3828391601396841,0.6615070586317384
context-PCG,32,34564,256,48,2304,ID,0.10838647147860929,0.11649800339433422,0.5484100485942863,0.131246634946672,48,3,2.393810935027432,1.403726593280832,0.028625794569961685,4860,0.05,0.34587639275783505,0.45426286423644435,0.8942864413521214
context-PCG,32,34564,256,48,2304,OOD,0.23379004362949826,0.14372412936061635,0.44791567067210364,0.12452416313903157,120,3,2.393810935027432,0.9084361856182416,0.03020055143473044,4860,0.05,0.21875143799954522,0.4525414816290435,0.6666671086716489
context-PCG,32,34564,512,8,64,All,0.4886614448574546,0.2753522806283968,1.7550262898329513e-05,2.5679039938375407e-05,168,3,4.85175456001889,1.7551226472093474e-05,7.93149656429039e-07,4860,0.05,0.18487870855329694,0.6735401534107516,0.18489625881619526
context-PCG,32,34564,512,8,64,ID,0.2360714110125237,0.23405296095598865,4.0511584898748025e-05,3.867069772286439e-05,48,3,4.85175456001889,4.0514690610390834e-05,1.3843144334539186e-06,4860,0.05,0.34587639275783505,0.5819478037703587,0.3459169043427338
context-PCG,32,34564,512,8,64,OOD,0.589697458395427,0.2207622339060735,8.365734098162111e-06,6.086058431499498e-06,120,3,4.85175456001889,8.365840816774531e-06,5.566837456190873e-07,4860,0.05,0.21875143799954522,0.8084488963949722,0.21875980373364337
context-PCG,32,34564,512,12,144,All,0.26176623195761806,0.1651721023835665,4.00423351411842e-05,4.611267129311219e-05,168,3,4.85175456001889,4.004605276143794e-05,1.4265927280546077e-06,4860,0.05,0.18487870855329694,0.44664494051091497,0.18491875088843812
context-PCG,32,34564,512,12,144,ID,0.14996435063445923,0.1541485703770452,8.78413644619314e-05,6.317916216608354e-05,48,3,4.85175456001889,8.78529907595106e-05,2.731938136453967e-06,4860,0.05,0.34587639275783505,0.4958407433922943,0.345964234122297
context-PCG,32,34564,512,12,144,OOD,0.30648698448688166,0.14779282483647424,2.0922723412885324e-05,1.0832833171783551e-05,120,3,4.85175456001889,2.0923277562208873e-05,9.044545646948639e-07,4860,0.05,0.21875143799954522,0.5252384224864268,0.2187723607229581
context-PCG,32,34564,512,16,256,All,0.25236227163009617,0.1701936010241059,0.01323600066104367,0.014817324622356519,168,3,4.85175456001889,0.013645482851096645,0.0005471974713997374,4860,0.05,0.18487870855329694,0.4372409801833931,0.1981147092143406
context-PCG,32,34564,512,16,256,ID,0.1388139977169445,0.14977623155861197,0.026869507468942653,0.01517894880885063,48,3,4.85175456001889,0.027860470603627573,0.0007617468014965374,4860,0.05,0.34587639275783505,0.4846903904747796,0.3727459002267777
context-PCG,32,34564,512,16,256,OOD,0.29778158119535686,0.15655235011825605,0.00778259793788408,0.010590115012417538,120,3,4.85175456001889,0.007959487750084272,0.0004613777393610173,4860,0.05,0.21875143799954522,0.516533019194902,0.2265340359374293
context-PCG,32,34564,512,24,576,All,0.22220728420209787,0.1593015217747812,0.16900174489931624,0.07993222547676604,168,3,4.85175456001889,0.2146998819939437,0.006599414539301627,4860,0.05,0.18487870855329694,0.4070859927553948,0.3538804534526132
context-PCG,32,34564,512,24,576,ID,0.12811854751725474,0.1602755256007788,0.20694185542183344,0.05815900241000479,48,3,4.85175456001889,0.26793126327296096,0.008167267866762461,4860,0.05,0.34587639275783505,0.4739949402750898,0.5528182481796685
context-PCG,32,34564,512,24,576,OOD,0.25984277887603513,0.14306684493684485,0.15382570069030932,0.08256815819419022,120,3,4.85175456001889,0.1934073294823368,0.005972273208317295,4860,0.05,0.21875143799954522,0.47859421687558035,0.37257713868985454
context-PCG,32,34564,512,32,1024,All,0.2100019677565601,0.16042558120290057,0.30653022351444836,0.12117287480099297,168,3,4.85175456001889,0.4884060442092873,0.01562505561464816,4860,0.05,0.18487870855329694,0.394880676309857,0.4914089320677453
context-PCG,32,34564,512,32,1024,ID,0.10431648219232281,0.11851429597129699,0.3807526669236853,0.10358876560476048,48,3,4.85175456001889,0.6598839908838272,0.017074981364809557,4860,0.05,0.34587639275783505,0.45019287495015786,0.7266290596815204
context-PCG,32,34564,512,32,1024,OOD,0.25227616198225505,0.1557643974775816,0.27684124615075356,0.11513587055485593,120,3,4.85175456001889,0.4198148655394713,0.015045085314583602,4860,0.05,0.21875143799954522,0.47102759998180027,0.4955926841502988
context-PCG,32,34564,512,48,2304,All,0.19772402767557734,0.14718913404828932,0.47582667276595314,0.12573656700248367,168,3,4.85175456001889,1.0202298606967641,0.03003444780118847,4860,0.05,0.18487870855329694,0.3826027362288743,0.66070538131925
context-PCG,32,34564,512,48,2304,ID,0.10708986463062516,0.115351643314004,0.5566645409848389,0.09389404382800241,48,3,4.85175456001889,1.3626450250546138,0.030636424392772168,4860,0.05,0.34587639275783505,0.4529662573884602,0.902540933742674
context-PCG,32,34564,512,48,2304,OOD,0.23397769289355821,0.14321034479584352,0.4434915254783988,0.12253365310533516,120,3,4.85175456001889,0.8832637949536244,0.029793657164554992,4860,0.05,0.21875143799954522,0.4527291308931034,0.6622429634779441
context-PCG,32,34564,1024,8,64,All,0.4886586586137826,0.2753513835798546,1.353929680262718e-05,1.8536547029204e-05,168,3,9.823615960020106,1.3539821702681007e-05,7.145910763434975e-07,4860,0.05,0.18487870855329694,0.6735373671670796,0.18489224785009956
context-PCG,32,34564,1024,8,64,ID,0.2360714110125237,0.23405296095598865,2.991786234138522e-05,2.8019898444039496e-05,48,3,9.823615960020106,2.9919526278140058e-05,1.259127088519089e-06,4860,0.05,0.34587639275783505,0.5819478037703587,0.34590631062017646
context-PCG,32,34564,1024,8,64,OOD,0.5896935576542861,0.2207624639689795,6.9878705871239656e-06,4.541598528981937e-06,120,3,9.823615960020106,6.987939872497387e-06,4.967766714732609e-07,4860,0.05,0.21875143799954522,0.8084449956538313,0.21875842587013233
context-PCG,32,34564,1024,12,144,All,0.2617653493074684,0.16517131817945438,2.6553356890351637e-05,2.856933468542785e-05,168,3,9.823615960020106,2.6554873448684606e-05,1.0644737260111555e-06,4860,0.05,0.18487870855329694,0.44664405786076533,0.1849052619101873
context-PCG,32,34564,1024,12,144,ID,0.14996435063445923,0.1541485703770452,5.5948449582664696e-05,3.9109881607628976e-05,48,3,9.823615960020106,5.595307796586087e-05,1.91126425619359e-06,4860,0.05,0.34587639275783505,0.4958407433922943,0.3459323412074177
context-PCG,32,34564,1024,12,144,OOD,0.3064857487766721,0.14779197195768767,1.4795319813426413e-05,7.305203141918468e-06,120,3,9.823615960020106,1.47955916418141e-05,7.257575139381819e-07,4860,0.05,0.21875143799954522,0.5252371867762173,0.21876623331935866
context-PCG,32,34564,1024,16,256,All,0.2523899277233468,0.1702096977380125,0.003249286508369742,0.006352027821090942,168,3,9.823615960020106,0.0033011189827307067,0.00023206391445688713,4860,0.05,0.18487870855329694,0.4372686362766437,0.1881279950616667
context-PCG,32,34564,1024,16,256,ID,0.13881883017889673,0.14977611411253056,0.008080292382194355,0.009608884527669295,48,3,9.823615960020106,0.00823988464484648,0.000429063876552457,4860,0.05,0.34587639275783505,0.4846952229367318,0.3539566851400294
context-PCG,32,34564,1024,16,256,OOD,0.29781836674112677,0.15656760362697422,0.0013168841588398967,0.002641400780275729,120,3,9.823615960020106,0.0013256127178843972,0.00015326392961865918,4860,0.05,0.21875143799954522,0.5165698047406719,0.22006832215838512
context-PCG,32,34564,1024,24,576,All,0.22233685248282906,0.1598292927662231,0.09390169833704595,0.05400020249995535,168,3,9.823615960020106,0.10765812523008897,0.004803003427826114,4860,0.05,0.18487870855329694,0.407215561036126,0.2787804068903429
context-PCG,32,34564,1024,24,576,ID,0.12842262091719187,0.16086962199734706,0.13367062828082402,0.04653994698321727,48,3,9.823615960020106,0.15761641288797057,0.005242500039457754,4860,0.05,0.34587639275783505,0.4742990136750269,0.4795470210386591
context-PCG,32,34564,1024,24,576,OOD,0.25990254510908395,0.14369293484756143,0.07799412635953472,0.04841121680734265,120,3,9.823615960020106,0.08767481016693632,0.004627204783173457,4860,0.05,0.21875143799954522,0.47865398310862917,0.29674556435907995
context-PCG,32,34564,1024,32,1024,All,0.20987007641087105,0.16029755585722197,0.2058790258997703,0.09259094063756268,168,3,9.823615960020106,0.27674150850535145,0.010071446545355507,4860,0.05,0.18487870855329694,0.394748784964168,0.3907577344530673
context-PCG,32,34564,1024,32,1024,ID,0.10436305644234573,0.11895341260059834,0.2666118612030814,0.07096676221970663,48,3,9.823615960020106,0.3761351068193714,0.010504860780201816,4860,0.05,0.34587639275783505,0.4502394492001808,0.6124882539609164
context-PCG,32,34564,1024,32,1024,OOD,0.2520728843982812,0.15551534969490527,0.1815858917784459,0.08921383270951586,120,3,9.823615960020106,0.2369840691797435,0.009898080851416984,4860,0.05,0.21875143799954522,0.4708243223978264,0.4003373297779911
context-PCG,32,34564,1024,48,2304,All,0.19682637765044494,0.14727750781046783,0.36925693593057407,0.12413340037569552,168,3,9.823615960020106,0.6478616566441598,0.023659954404657926,4860,0.05,0.18487870855329694,0.3817050862037419,0.554135644483871
context-PCG,32,34564,1024,48,2304,ID,0.10527912481838031,0.1135275163630817,0.44479636071116574,0.09324063272787325,48,3,9.823615960020106,0.8492647899935643,0.02435822270732989,4860,0.05,0.34587639275783505,0.45115551757621536,0.7906727534690008
context-PCG,32,34564,1024,48,2304,OOD,0.2334452787832708,0.14358510301432423,0.3390411660183374,0.12234589323728147,120,3,9.823615960020106,0.567300403304398,0.023380647083589137,4860,0.05,0.21875143799954522,0.45219671678281603,0.5577926040178827
context-PCG,32,34564,2048,8,64,All,0.4886639627276042,0.2753509280540227,5.759391391230515e-06,4.981159975887276e-06,168,3,20.03166512097232,5.759449226871993e-06,5.041867345210806e-07,4860,0.05,0.18487870855329694,0.6735426712809012,0.18488446794468816
context-PCG,32,34564,2048,8,64,ID,0.23607141101252369,0.23405296095598865,9.110138349192702e-06,7.382407271871207e-06,48,3,20.03166512097232,9.11027471062198e-06,7.536046219650908e-07,4860,0.05,0.34587639275783505,0.5819478037703587,0.34588550289618425
context-PCG,32,34564,2048,8,64,OOD,0.5897009834136363,0.22075823949435106,4.41909260804564e-06,2.6371792973947513e-06,120,3,20.03166512097232,4.419119033371999e-06,4.044195795434765e-07,4860,0.05,0.21875143799954522,0.8084524214131815,0.21875585709215326
context-PCG,32,34564,2048,12,144,All,0.2617662902868312,0.16517210920576228,8.213142619952236e-06,5.247373724444427e-06,168,3,20.03166512097232,8.213237448119668e-06,6.250842679446037e-07,4860,0.05,0.18487870855329694,0.4466449988401281,0.1848869216959169
context-PCG,32,34564,2048,12,144,ID,0.1499643506344592,0.15414857037704524,1.2954595773879524e-05,6.609148061281809e-06,48,3,20.03166512097232,1.2954806370165292e-05,9.117847857472346e-07,4860,0.05,0.34587639275783505,0.4958407433922942,0.34588934735360893
context-PCG,32,34564,2048,12,144,OOD,0.30648706614778,0.14779281061881705,6.316561358381319e-06,2.9485582359520267e-06,120,3,20.03166512097232,6.31660987930142e-06,5.104040608235512e-07,4860,0.05,0.21875143799954522,0.5252385041473252,0.2187577545609036
context-PCG,32,34564,2048,16,256,All,0.2523929831065357,0.17020715128501362,0.00017111938454089634,0.0007564834851467734,168,3,20.03166512097232,0.00017172151582587743,4.6950056818397226e-05,4860,0.05,0.18487870855329694,0.4372716916598326,0.18504982793783784
context-PCG,32,34564,2048,16,256,ID,0.13882956234715724,0.1497807684293941,0.0005791232919268738,0.0013398903131954165,48,3,20.03166512097232,0.0005812305394101449,0.0001617921194387678,4860,0.05,0.34587639275783505,0.48470595510499226,0.34645551604976194
context-PCG,32,34564,2048,16,256,OOD,0.29781835141028706,0.15656510462856685,7.917821586505403e-06,4.7221026772690544e-06,120,3,20.03166512097232,7.917906392170456e-06,1.0132317702489976e-06,4860,0.05,0.21875143799954522,0.5165697894098322,0.21875935582113173
context-PCG,32,34564,2048,24,576,All,0.22207815026136388,0.15985696978353875,0.029155756806267568,0.03274003722658712,168,3,20.03166512097232,0.031303293124870964,0.002565084255279277,4860,0.05,0.18487870855329694,0.4069568588146608,0.2140344653595645
context-PCG,32,34564,2048,24,576,ID,0.128472036003328,0.16140886164928794,0.041860077759597464,0.045406311809326465,48,3,20.03166512097232,0.0461993624339811,0.0034444010743754417,4860,0.05,0.34587639275783505,0.474348428761163,0.38773647051743254
context-PCG,32,34564,2048,24,576,OOD,0.25952059596457827,0.14361081516555885,0.024074028424935612,0.024471120610056456,120,3,20.03166512097232,0.025344865401226904,0.0022133575276408117,4860,0.05,0.21875143799954522,0.4782720339641235,0.24282546642448083
context-PCG,32,34564,2048,32,1024,All,0.21008360537655899,0.16024431877721995,0.07318364833701485,0.05471546000378936,168,3,20.03166512097232,0.08316903287223314,0.006266653203749091,4860,0.05,0.18487870855329694,0.3949623139298559,0.25806235689031176
context-PCG,32,34564,2048,32,1024,ID,0.10499274008969689,0.11914253564157248,0.10584862546038974,0.06938929260161464,48,3,20.03166512097232,0.125821485533379,0.00826153153805833,4860,0.05,0.34587639275783505,0.45086913284753194,0.4517250182182248
context-PCG,32,34564,2048,32,1024,OOD,0.25211995149130384,0.15554029334585912,0.06011765748766491,0.041196393474377854,120,3,20.03166512097232,0.0661080518077748,0.005468701870025395,4860,0.05,0.21875143799954522,0.47087138949084906,0.2788690954872101
context-PCG,32,34564,2048,48,2304,All,0.19649646921872416,0.14723313276482197,0.16313752371581897,0.080140531441702,168,3,20.03166512097232,0.2068623069984217,0.013176362179884903,4860,0.05,0.18487870855329694,0.3813751777720211,0.34801623226911593
context-PCG,32,34564,2048,48,2304,ID,0.1051967535175972,0.11249542149587091,0.1999035082566629,0.0848012239915948,48,3,20.03166512097232,0.2653836229195197,0.015103720147938725,4860,0.05,0.34587639275783505,0.45107314627543227,0.5457799010144979
context-PCG,32,34564,2048,48,2304,OOD,0.2330163554991749,0.14393066188732673,0.1484311298994814,0.07354943992345032,120,3,20.03166512097232,0.18345378062998252,0.012405418992663373,4860,0.05,0.21875143799954522,0.4517677934987201,0.3671825678990266
context-PCG,32,34564,4096,8,64,All,0.48866136698747875,0.2753523018567542,3.997611456927233e-06,2.7174461693120127e-06,168,3,40.887604036950506,3.997634778551444e-06,4.468420435782285e-07,4860,0.05,0.18487870855329694,0.6735400755407757,0.18488270616475386
context-PCG,32,34564,4096,8,64,ID,0.23607141101252369,0.23405296095598865,4.363377599277642e-06,3.0770891817761305e-06,48,3,40.887604036950506,4.363405909775982e-06,5.620790396084393e-07,4860,0.05,0.34587639275783505,0.5819478037703587,0.34588075613543434
context-PCG,32,34564,4096,8,64,OOD,0.5896973493774609,0.22076232137724686,3.851304999987069e-06,2.5588944954507827e-06,120,3,40.887604036950506,3.851326326061629e-06,4.0074724516614424e-07,4860,0.05,0.21875143799954522,0.8084487873770061,0.21875528930454521
context-PCG,32,34564,4096,12,144,All,0.26176623195761806,0.16517210238356653,5.515349425925666e-06,2.859480495615105e-06,168,3,40.887604036950506,5.5153879732946125e-06,5.686961665606391e-07,4860,0.05,0.18487870855329694,0.44664494051091497,0.18488422390272286
context-PCG,32,34564,4096,12,144,ID,0.14996435063445923,0.1541485703770452,6.622674063655549e-06,2.485476526431007e-06,48,3,40.887604036950506,6.622723972782296e-06,7.314954402204421e-07,4860,0.05,0.34587639275783505,0.4958407433922943,0.3458830154318987
context-PCG,32,34564,4096,12,144,OOD,0.3064869844868816,0.1477928248364742,5.072419570833713e-06,2.888330064004346e-06,120,3,40.887604036950506,5.0724535734995396e-06,5.035764570967179e-07,4860,0.05,0.21875143799954522,0.5252384224864268,0.21875651041911606
context-PCG,32,34564,4096,16,256,All,0.2523935755629072,0.17020800018719354,2.3688826213756788e-05,6.867203806946709e-05,168,3,40.887604036950506,2.3694077331098943e-05,7.251611686326576e-06,4860,0.05,0.18487870855329694,0.4372722841162041,0.1849023973795107
context-PCG,32,34564,4096,16,256,ID,0.13882956234715724,0.1497807684293941,6.738720509357245e-05,0.00011826871665320847,48,3,40.887604036950506,6.740544983566032e-05,2.317103395258457e-05,4860,0.05,0.34587639275783505,0.48470595510499226,0.34594377996292863
context-PCG,32,34564,4096,16,256,OOD,0.29781918084920717,0.15656615707416122,6.209474661830528e-06,3.9033554831278064e-06,120,3,40.887604036950506,6.209528329274386e-06,8.838427798233776e-07,4860,0.05,0.21875143799954522,0.5165706188487524,0.21875764747420703
context-PCG,32,34564,4096,24,576,All,0.22180873802343434,0.15964611152911198,0.029699213627719552,0.03379186800325291,168,3,40.887604036950506,0.031939513441535505,0.0041872791041116545,4860,0.05,0.18487870855329694,0.4066874465767313,0.21457792218101648
context-PCG,32,34564,4096,24,576,ID,0.12809916096786939,0.1616291074608505,0.03874165297901091,0.04556642830267278,48,3,40.887604036950506,0.042770341759023674,0.0057547655699939125,4860,0.05,0.34587639275783505,0.47397555372570443,0.38461804573684594
context-PCG,32,34564,4096,24,576,OOD,0.2592925688456604,0.14314495269027402,0.026082237887203003,0.02713411452945942,120,3,40.887604036950506,0.02760718211454024,0.0035602845177587516,4860,0.05,0.21875143799954522,0.4780440068452056,0.24483367588674823
context-PCG,32,34564,4096,32,1024,All,0.21006860402588315,0.16005235661732492,0.07209786966465266,0.0622979883575416,168,3,40.887604036950506,0.08311665129371072,0.008441707539965258,4860,0.05,0.18487870855329694,0.3949473125791801,0.2569765782179496
context-PCG,32,34564,4096,32,1024,ID,0.10458654429414709,0.11956643395794464,0.09966946073946335,0.07881599305187828,48,3,40.887604036950506,0.11998402523264906,0.011258151382207822,4860,0.05,0.34587639275783505,0.45046293705198215,0.4455458534972984
context-PCG,32,34564,4096,32,1024,OOD,0.2522614279185776,0.15498391736443037,0.061069233234728376,0.05063350530111788,120,3,40.887604036950506,0.06836970171813538,0.007315130003068234,4860,0.05,0.21875143799954522,0.4710128659181228,0.27982067123427357
context-PCG,32,34564,4096,48,2304,All,0.19546357369874978,0.1472076178624685,0.14510494787527395,0.0851712317487534,168,3,40.887604036950506,0.18256792565807695,0.014344542777897476,4860,0.05,0.18487870855329694,0.3803422822520467,0.32998365642857086
context-PCG,32,34564,4096,48,2304,ID,0.10393067377009706,0.11209121707795755,0.1864455983912893,0.09734936300219332,48,3,40.887604036950506,0.2475044470435629,0.01852625131141389,4860,0.05,0.34587639275783505,0.4498070665279321,0.5323219911491244
context-PCG,32,34564,4096,48,2304,OOD,0.23207673367021087,0.14393495359242975,0.12856868766886778,0.07397358254017068,120,3,40.887604036950506,0.1565933171038826,0.01267185936449091,4860,0.05,0.21875143799954522,0.4508281716697561,0.34732012566841297
context-PCG,32,34564,8192,8,64,All,0.4886642793245748,0.2753507521621602,3.5305638805755034e-06,2.39438738344908e-06,168,3,82.84101220994489,3.530582044539815e-06,4.185057462907913e-07,4860,0.05,0.18487870855329694,0.6735429878778717,0.18488223911717752
context-PCG,32,34564,8192,8,64,ID,0.23607141101252369,0.23405296095598865,3.3067768799145384e-06,2.2376578235879605e-06,48,3,82.84101220994489,3.306792717575983e-06,4.940471380147452e-07,4860,0.05,0.34587639275783505,0.5819478037703587,0.345879699534715
