method,network_width,parameter_count,dataset_size,context_size,context_measurements,regime_class,risk_mean,risk_std,solver_risk_mean,solver_risk_std,n_holdout,n_seeds,training_seconds,transformed_mean_relative_residual,transformed_covariance_relative_residual,simultaneous_configurations,delta,hoeffding_slack,risk_ucb,solver_risk_ucb
hybrid-PCG,64,74883,32768,8,64,ID,0.21661252293379993,0.22167832348565225,2.130863268851072e-06,1.929760157860857e-06,192,3,111.91858960303944,2.130871514053704e-06,4.251281404688001e-07,540,0.05,0.1555174612810835,0.3721299842148834,0.15551959214435238
hybrid-PCG,64,74883,32768,8,64,OOD,0.5908541522926043,0.22461683033871732,3.6344978334000983e-06,2.676185476677696e-06,480,3,111.91858960303944,3.6345181901727602e-06,3.4616765797560827e-07,540,0.05,0.09835787871505426,0.6892120310076586,0.09836151321288766
hybrid-PCG,64,74883,32768,12,144,All,0.25955281181434026,0.16915765498613297,4.412371526910507e-06,3.652509432441784e-06,672,3,111.91858960303944,4.4124043173929926e-06,5.606093309573623e-07,540,0.05,0.08312757968209951,0.34268039149643975,0.08313199205362642
hybrid-PCG,64,74883,32768,12,144,ID,0.13068195731642915,0.13497190461280187,4.376318581254316e-06,4.590406685871169e-06,192,3,111.91858960303944,4.376358696471054e-06,8.639581823288722e-07,540,0.05,0.1555174612810835,0.28619941859751263,0.15552183759966476
hybrid-PCG,64,74883,32768,12,144,OOD,0.3111011536135047,0.15329728953405883,4.4267927051729826e-06,3.207059046530391e-06,480,3,111.91858960303944,4.426822565761767e-06,4.392697904087584e-07,540,0.05,0.09835787871505426,0.40945903232855896,0.09836230550775943
hybrid-PCG,64,74883,32768,16,256,All,0.24571374320836245,0.15896515897124305,3.372515576190819e-05,0.00017694802937324482,672,3,111.91858960303944,3.375761538376229e-05,1.1951620277661156e-05,540,0.05,0.08312757968209951,0.328841322890462,0.08316130483786141
hybrid-PCG,64,74883,32768,16,256,ID,0.13082308843252954,0.14090810523907935,0.00010416369573379275,0.0003207747149542517,192,3,111.91858960303944,0.00010427711008275464,3.9411784042391225e-05,540,0.05,0.1555174612810835,0.28634054971361306,0.1556216249768173
hybrid-PCG,64,74883,32768,16,256,OOD,0.29167000511869556,0.14168440534157234,5.5497397731543656e-06,6.8575422651098825e-06,480,3,111.91858960303944,5.549817504165352e-06,9.675547717691303e-07,540,0.05,0.09835787871505426,0.3900278838337498,0.09836342845482741
hybrid-PCG,64,74883,32768,24,576,All,0.22572515899904605,0.15767874120049052,0.024570842254875373,0.03167501722600912,672,3,111.91858960303944,0.026353320608536873,0.0036497226555443525,540,0.05,0.08312757968209951,0.30885273868114554,0.10769842193697488
hybrid-PCG,64,74883,32768,24,576,ID,0.12195102385620506,0.13506832287797924,0.02886988948061207,0.03382836557728113,192,3,111.91858960303944,0.031059607362597746,0.004361313449938532,540,0.05,0.1555174612810835,0.27746848513728856,0.18438735076169557
hybrid-PCG,64,74883,32768,24,576,OOD,0.26723481305618246,0.1466648658748246,0.022851223364580692,0.030639613660903852,480,3,111.91858960303944,0.024470805906912526,0.0033650863377866808,540,0.05,0.09835787871505426,0.3655926917712367,0.12120910207963495
hybrid-PCG,64,74883,32768,32,1024,All,0.21255508333554626,0.15094223772416657,0.06061801586022748,0.057676614442929,672,3,111.91858960303944,0.06906447246035978,0.007688534576941226,540,0.05,0.08312757968209951,0.2956826630176458,0.143745595542327
hybrid-PCG,64,74883,32768,32,1024,ID,0.09909019150258591,0.10709407902264115,0.06539414040085034,0.05348883412297844,192,3,111.91858960303944,0.07373887800107085,0.009343165942482249,540,0.05,0.1555174612810835,0.2546076527836694,0.22091160168193386
hybrid-PCG,64,74883,32768,32,1024,OOD,0.2579410400687304,0.14183817990087869,0.058707566043978324,0.059214585566730454,480,3,111.91858960303944,0.06719471024407535,0.007026682030724817,540,0.05,0.09835787871505426,0.35629891878378467,0.15706544475903259
hybrid-PCG,64,74883,32768,48,2304,All,0.20226040821657187,0.14886080005017913,0.14175088530303273,0.08417909193007068,672,3,111.91858960303944,0.1775465710559815,0.014039598700210648,540,0.05,0.08312757968209951,0.28538798789867137,0.22487846498513225
hybrid-PCG,64,74883,32768,48,2304,ID,0.10032097203548647,0.11519849627024954,0.16222044389066467,0.06789309100571748,192,3,111.91858960303944,0.2016575471498072,0.016952361422833396,540,0.05,0.1555174612810835,0.25583843331656997,0.31773790517174816
hybrid-PCG,64,74883,32768,48,2304,OOD,0.24303618268900606,0.14113373508396587,0.13356306186797992,0.08861906373832393,480,3,111.91858960303944,0.16790218061845125,0.01287449361116155,540,0.05,0.09835787871505426,0.3413940614040603,0.2319209405830342
hybrid-PCG,128,182531,32768,8,64,All,0.4839236782907635,0.2804073885072683,3.1673482422843617e-06,2.522496966291063e-06,672,3,115.1912461690372,3.167364628015299e-06,3.6976285500145423e-07,540,0.05,0.08312757968209951,0.567051257972863,0.08313074703034179
hybrid-PCG,128,182531,32768,8,64,ID,0.21661252293379987,0.22167832348565225,2.1384049311099744e-06,1.918061384878152e-06,192,3,115.1912461690372,2.1384131637288326e-06,4.286724675228726e-07,540,0.05,0.1555174612810835,0.3721299842148834,0.15551959968601461
hybrid-PCG,128,182531,32768,8,64,OOD,0.5908481404335488,0.2246148879741167,3.578925566754117e-06,2.617709305612823e-06,480,3,115.1912461690372,3.5789452137298855e-06,3.461990099928869e-07,540,0.05,0.09835787871505426,0.6892060191486031,0.09836145764062101
hybrid-PCG,128,182531,32768,12,144,All,0.259551826489695,0.169156995436654,4.195930187447979e-06,3.843205079115051e-06,672,3,115.1912461690372,4.195962542160221e-06,5.619286940523287e-07,540,0.05,0.08312757968209951,0.3426794061717945,0.08313177561228696
hybrid-PCG,128,182531,32768,12,144,ID,0.13068195731642912,0.1349719046128019,4.481071040779369e-06,5.575101030263712e-06,192,3,115.1912461690372,4.481122042321317e-06,8.863522271695956e-07,540,0.05,0.1555174612810835,0.28619941859751263,0.1555219423521243
hybrid-PCG,128,182531,32768,12,144,OOD,0.31109977415900136,0.15329673485220371,4.0818738461154235e-06,2.8725000061244036e-06,480,3,115.1912461690372,4.081898742095783e-06,4.32159280805422e-07,540,0.05,0.09835787871505426,0.4094576528740556,0.09836196058890037
hybrid-PCG,128,182531,32768,16,256,All,0.24571194931944054,0.1589654202477735,3.928822279444029e-05,0.00022289583407130763,672,3,115.1912461690372,3.933949920410741e-05,1.3616280654145714e-05,540,0.05,0.08312757968209951,0.32883952900154007,0.08316686790489394
hybrid-PCG,128,182531,32768,16,256,ID,0.13082308843252954,0.14090810523907935,0.00012370829973056596,0.0004054308018085165,192,3,115.1912461690372,0.00012388755626938132,4.527075379323018e-05,540,0.05,0.1555174612810835,0.28634054971361306,0.1556411695808141
hybrid-PCG,128,182531,32768,16,256,OOD,0.29166749367420497,0.14168563227999847,5.520192019990025e-06,7.348032893683368e-06,480,3,115.1912461690372,5.520276377997845e-06,9.54491398511929e-07,540,0.05,0.09835787871505426,0.3900253723892592,0.09836339890707425
hybrid-PCG,128,182531,32768,24,576,All,0.22579533325166082,0.1576846114992748,0.027229856928591274,0.03626022306212256,672,3,115.1912461690372,0.029570617297644056,0.004164309302065463,540,0.05,0.08312757968209951,0.30892291293376034,0.11035743661069078
hybrid-PCG,128,182531,32768,24,576,ID,0.12204733920637724,0.13522181731625993,0.03354176656688367,0.04037108608453327,192,3,115.1912461690372,0.03666450081345824,0.005700090164812791,540,0.05,0.1555174612810835,0.27756480048746074,0.1890592278479672
hybrid-PCG,128,182531,32768,24,576,OOD,0.2672945308697743,0.1466276823546289,0.024705093073274308,0.03419909136968074,480,3,115.1912461690372,0.026733063891318378,0.0035499969569665318,540,0.05,0.09835787871505426,0.36565240958482853,0.12306297178832856
hybrid-PCG,128,182531,32768,32,1024,All,0.2124305687266984,0.15081878444995675,0.06661222914012936,0.061317988641076106,672,3,115.1912461690372,0.07653553032789547,0.008424259940901279,540,0.05,0.08312757968209951,0.2955581484087979,0.14973980882222887
hybrid-PCG,128,182531,32768,32,1024,ID,0.09905811086647476,0.10709443445837802,0.07370320044723964,0.059749944833855664,192,3,115.1912461690372,0.08444631708941108,0.010271284133826407,540,0.05,0.1555174612810835,0.25457557214755827,0.22922066172832317
hybrid-PCG,128,182531,32768,32,1024,OOD,0.2577795518707879,0.1416955164122025,0.06377584061728525,0.06176752140215255,480,3,115.1912461690372,0.07337121562328923,0.007685450263731229,540,0.05,0.09835787871505426,0.35613743058584213,0.1621337193323395
hybrid-PCG,128,182531,32768,48,2304,All,0.20232124103694074,0.14891052182616824,0.14911090088270593,0.08736835901719786,672,3,115.1912461690372,0.1888711749703534,0.014502895863967831,540,0.05,0.08312757968209951,0.28544882071904026,0.23223848056480545
hybrid-PCG,128,182531,32768,48,2304,ID,0.1004933760759446,0.11503145175030062,0.17081966080388866,0.06956166091725703,192,3,115.1912461690372,0.21465848122412956,0.01748775285038083,540,0.05,0.1555174612810835,0.2560108373570281,0.3263371220849722
hybrid-PCG,128,182531,32768,48,2304,OOD,0.2430523870213392,0.14130663385756867,0.14042739691423287,0.09218983408391876,480,3,115.1912461690372,0.178556252468843,0.013308953069402631,540,0.05,0.09835787871505426,0.34141026573639344,0.23878527562928714
hybrid-PCG,256,496131,32768,8,64,All,0.48393077493543746,0.28040798761934993,3.173393932796656e-06,2.544781957107293e-06,672,3,115.50189954286908,3.173410469620428e-06,3.6953894452399337e-07,540,0.05,0.08312757968209951,0.567058354617537,0.08313075307603231
hybrid-PCG,256,496131,32768,8,64,ID,0.21661278443777254,0.22167885115732974,2.1476161337900267e-06,1.9420526652013373e-06,192,3,115.50189954286908,2.1476244980167536e-06,4.2848628053112253e-07,540,0.05,0.1555174612810835,0.37213024571885606,0.1555196088972173
hybrid-PCG,256,496131,32768,8,64,OOD,0.5908579711345034,0.22461116317172955,3.5837050523993076e-06,2.6414603217818982e-06,480,3,115.50189954286908,3.5837248582618978e-06,3.459600101211417e-07,540,0.05,0.09835787871505426,0.6892158498495577,0.09836146242010665
hybrid-PCG,256,496131,32768,12,144,All,0.25955239521778994,0.16915699573557894,4.280160546832909e-06,3.6787957151770325e-06,672,3,115.50189954286908,4.280192380502426e-06,5.65892517099899e-07,540,0.05,0.08312757968209951,0.34267997489988944,0.08313185984264634
hybrid-PCG,256,496131,32768,12,144,ID,0.13068195731642915,0.1349719046128019,4.409926907273455e-06,4.997904642649797e-06,192,3,115.50189954286908,4.40997120480328e-06,8.696821190608736e-07,540,0.05,0.1555174612810835,0.28619941859751263,0.1555218712079908
hybrid-PCG,256,496131,32768,12,144,OOD,0.3111005703783343,0.15329646701576632,4.228254002656691e-06,2.998078308725466e-06,480,3,115.50189954286908,4.228280850782085e-06,4.4437667631550916e-07,540,0.05,0.09835787871505426,0.4094584490933885,0.09836210696905692
hybrid-PCG,256,496131,32768,16,256,All,0.245713151027767,0.15896478942507672,3.4033678010866124e-05,0.00018891660914743298,672,3,115.50189954286908,3.407054689726894e-05,1.1414402697948693e-05,540,0.05,0.08312757968209951,0.3288407307098665,0.08316161336011038
hybrid-PCG,256,496131,32768,16,256,ID,0.13082308843252954,0.14090810523907935,0.0001055736478379753,0.0003436403149372573,192,3,115.50189954286908,0.00010570252701628026,3.766296253211857e-05,540,0.05,0.1555174612810835,0.28634054971361306,0.1556230349289215
hybrid-PCG,256,496131,32768,16,256,OOD,0.291669176065862,0.14168409399927354,5.417690080022458e-06,5.95735644177713e-06,480,3,115.50189954286908,5.41775484966441e-06,9.14978764280742e-07,540,0.05,0.09835787871505426,0.39002705478091626,0.09836329640513429
hybrid-PCG,256,496131,32768,24,576,All,0.2258175014179348,0.15769360893994352,0.026168217217938747,0.03435518688543158,672,3,115.50189954286908,0.028279128953987005,0.0039013392974911933,540,0.05,0.08312757968209951,0.3089450811000343,0.10929579690003825
hybrid-PCG,256,496131,32768,24,576,ID,0.12203597978793722,0.1352593072226886,0.030863119054094463,0.03703574498615955,192,3,115.50189954286908,0.033479722629332735,0.00493516649991453,540,0.05,0.1555174612810835,0.27755344106902075,0.186380580335178
hybrid-PCG,256,496131,32768,24,576,OOD,0.26733011006993385,0.14661413376886792,0.02429025648347646,0.03307667242780201,480,3,115.50189954286908,0.02619889148384871,0.003487808416521859,540,0.05,0.09835787871505426,0.3656879887849881,0.12264813519853072
hybrid-PCG,256,496131,32768,32,1024,All,0.21252695007246936,0.15099191385727762,0.06376188638160614,0.059102104472159564,672,3,115.50189954286908,0.07288255766512257,0.008214811429665778,540,0.05,0.08312757968209951,0.29565452975456885,0.14688946606370565
hybrid-PCG,256,496131,32768,32,1024,ID,0.09901662416207535,0.10722477697070806,0.06989909253959704,0.056753132560802534,192,3,115.50189954286908,0.07947398598723031,0.01019254964436788,540,0.05,0.1555174612810835,0.25453408544315886,0.22541655382068054
hybrid-PCG,256,496131,32768,32,1024,OOD,0.25793108043662694,0.14185247251879185,0.061307003918409785,0.059897662241374786,480,3,115.50189954286908,0.07024598633627946,0.007423716143784937,540,0.05,0.09835787871505426,0.3562889591516812,0.15966488263346404
hybrid-PCG,256,496131,32768,48,2304,All,0.20218946089696865,0.14900253553441806,0.14417935983123173,0.08491031077710677,672,3,115.50189954286908,0.18118372232891572,0.014267219424558133,540,0.05,0.08312757968209951,0.28531704057906815,0.22730693951333125
hybrid-PCG,256,496131,32768,48,2304,ID,0.10040907335343119,0.11525270026252918,0.16741286646831235,0.06964847476577866,192,3,115.50189954286908,0.20969048542125768,0.017515864174735375,540,0.05,0.1555174612810835,0.2559265346345147,0.3229303277493959
hybrid-PCG,256,496131,32768,48,2304,OOD,0.24290161591438364,0.1413897913523019,0.13488595717639948,0.0886706346194576,480,3,115.50189954286908,0.16978101709197893,0.012967761524487236,540,0.05,0.09835787871505426,0.3412594946294379,0.23324383589145375
hybrid-PCG,512,1516547,32768,8,64,All,0.4839283827532225,0.280409542046756,3.1939428793479855e-06,2.540285542992029e-06,672,3,116.31860306789169,3.1939595241841936e-06,3.6893177613435345e-07,540,0.05,0.08312757968209951,0.567055962435322,0.08313077362497885
hybrid-PCG,512,1516547,32768,8,64,ID,0.21661252293379993,0.22167832348565225,2.1753194378521395e-06,1.946460999979787e-06,192,3,116.31860306789169,2.1753279388914137e-06,4.1754944842449976e-07,540,0.05,0.1555174612810835,0.3721299842148834,0.15551963660052137
hybrid-PCG,512,1516547,32768,8,64,OOD,0.5908547266809915,0.2246155122233827,3.601392255946324e-06,2.635650913167881e-06,480,3,116.31860306789169,3.6014121583013055e-06,3.4948470721829495e-07,540,0.05,0.09835787871505426,0.6892126053960458,0.0983614801073102
hybrid-PCG,512,1516547,32768,12,144,All,0.2595539474205674,0.1691579504531115,4.134861001452962e-06,3.1816312394060965e-06,672,3,116.31860306789169,4.1348882065607635e-06,5.428839322847117e-07,540,0.05,0.08312757968209951,0.3426815271026669,0.08313171454310096
hybrid-PCG,512,1516547,32768,12,144,ID,0.13068195731642915,0.1349719046128019,4.2409984375421975e-06,4.0131283464904565e-06,192,3,116.31860306789169,4.2410324455251685e-06,8.146692667132527e-07,540,0.05,0.1555174612810835,0.28619941859751263,0.15552170227952106
hybrid-PCG,512,1516547,32768,12,144,OOD,0.3111027434622227,0.1532972105305489,4.092406027017268e-06,2.784261797954645e-06,480,3,116.31860306789169,4.092430510975002e-06,4.341697985132953e-07,540,0.05,0.09835787871505426,0.40946062217727697,0.09836197112108128
hybrid-PCG,512,1516547,32768,16,256,All,0.24571082620179588,0.1589652450816509,2.9834690830002977e-05,0.00014399290313986637,672,3,116.31860306789169,2.9856314902533015e-05,9.531872116664996e-06,540,0.05,0.08312757968209951,0.3288384058838954,0.0831574143729295
hybrid-PCG,512,1516547,32768,16,256,ID,0.13082308843252954,0.14090810523907935,9.140476371391735e-05,0.00025969637397298795,192,3,116.31860306789169,9.148031750308543e-05,3.1088889265761246e-05,540,0.05,0.1555174612810835,0.28634054971361306,0.15560886604479743
hybrid-PCG,512,1516547,32768,16,256,OOD,0.2916659213095024,0.1416858680316195,5.206661676437226e-06,5.012762654187758e-06,480,3,116.31860306789169,5.206713862312048e-06,9.090652570264979e-07,540,0.05,0.09835787871505426,0.39002380002455667,0.0983630853767307
hybrid-PCG,512,1516547,32768,24,576,All,0.22593795023516045,0.15772321059345265,0.028394875776870155,0.039017893759904235,672,3,116.31860306789169,0.031111757747588634,0.004049194912762901,540,0.05,0.08312757968209951,0.30906552991725994,0.11152245545896966
hybrid-PCG,512,1516547,32768,24,576,ID,0.12215258281019548,0.1352373735710958,0.034292784569645275,0.041327275253856585,192,3,116.31860306789169,0.037583465857854464,0.005062776858342915,540,0.05,0.1555174612810835,0.277670044091279,0.18981024585072878
hybrid-PCG,512,1516547,32768,24,576,OOD,0.26745209720514646,0.14666526999434867,0.0260357122597601,0.037842664046075856,480,3,116.31860306789169,0.028523074503482303,0.0036437621345308943,540,0.05,0.09835787871505426,0.3658099759202007,0.12439359097481437
hybrid-PCG,512,1516547,32768,32,1024,All,0.2124656684252979,0.15082811561335097,0.07039853025478952,0.06499652128239554,672,3,116.31860306789169,0.08163518245904314,0.00853554017396072,540,0.05,0.08312757968209951,0.2955932481073974,0.15352610993688903
hybrid-PCG,512,1516547,32768,32,1024,ID,0.09920365788459744,0.10728445402002133,0.08243323509111332,0.06737363638804095,192,3,116.31860306789169,0.09629482537760241,0.010527393927077307,540,0.05,0.1555174612810835,0.25472111916568096,0.23795069637219685
hybrid-PCG,512,1516547,32768,32,1024,OOD,0.2577704726415781,0.1417016781744052,0.06558464832026001,0.06345566456279068,480,3,116.31860306789169,0.07577132529161944,0.007738798672714086,540,0.05,0.09835787871505426,0.35612835135663234,0.16394252703531426
hybrid-PCG,512,1516547,32768,48,2304,All,0.20206278887021706,0.1488116039380932,0.15602431869013053,0.09012044585313106,672,3,116.31860306789169,0.19968434010903968,0.014942947400586876,540,0.05,0.08312757968209951,0.28519036855231655,0.23915189837223005
hybrid-PCG,512,1516547,32768,48,2304,ID,0.10019495611718636,0.11522473611706148,0.18632449609577453,0.07379527847145036,192,3,116.31860306789169,0.23924374066215626,0.018561823629473367,540,0.05,0.1555174612810835,0.2557124173982699,0.3418419573768581
hybrid-PCG,512,1516547,32768,48,2304,OOD,0.24280992197142934,0.14108151994074772,0.1439042477278729,0.09322268629338291,480,3,116.31860306789169,0.18386057988779306,0.01349539690903228,540,0.05,0.09835787871505426,0.3411678006864836,0.24226212644292716
looped-Chebyshev,32,31171,32768,8,64,All,0.46240160966033195,0.28371854906615596,0.10401460206573028,0.10674653410732508,672,3,92.71261938399402,0.13521234583528155,0.017055360088956358,540,0.05,0.08312757968209951,0.5455291893424314,0.1871421817478298
looped-Chebyshev,32,31171,32768,8,64,ID,0.20625325599990743,0.21628483693378267,0.18627019997842031,0.14978616971538908,192,3,92.71261938399402,0.2713430171522001,0.033794897710322354,540,0.05,0.1555174612810835,0.36177071728099097,0.3417876612595038
looped-Chebyshev,32,31171,32768,8,64,OOD,0.5648609511245017,0.23935214569902424,0.07111236290065427,0.05673756261359268,480,3,92.71261938399402,0.08076007730851412,0.010359545040409961,540,0.05,0.09835787871505426,0.663218829839556,0.16947024161570853
looped-Chebyshev,32,31171,32768,12,144,All,0.2923002062993403,0.1836477478115192,0.06793301336453836,0.018655879216985135,672,3,92.71261938399402,0.0733154458409574,0.024773116617108692,540,0.05,0.08312757968209951,0.3754277859814398,0.15106059304663788
looped-Chebyshev,32,31171,32768,12,144,ID,0.13590905099863507,0.14287336946769186,0.07127829892627728,0.01527136395057998,192,3,92.71261938399402,0.07703475213687241,0.02647073689149688,540,0.05,0.1555174612810835,0.2914265122797186,0.2267957602073608
looped-Chebyshev,32,31171,32768,12,144,OOD,0.3548566684196224,0.15931266238662165,0.06659489913984279,0.019704707515399232,480,3,92.71261938399402,0.0718277233225914,0.024094068507353416,540,0.05,0.09835787871505426,0.4532145471346766,0.16495277785489704
looped-Chebyshev,32,31171,32768,16,256,All,0.31659512330548656,0.1944230508513196,0.07467593651945273,0.019539185424232126,672,3,92.71261938399402,0.08119682021926906,0.025540727905795996,540,0.05,0.08312757968209951,0.39972270298758605,0.15780351620155225
looped-Chebyshev,32,31171,32768,16,256,ID,0.1455647097675682,0.15354111012639193,0.07396468330372585,0.010800896937115589,192,3,92.71261938399402,0.0800175271967115,0.026559404291522953,540,0.05,0.1555174612810835,0.3010821710486517,0.22948214458480937
looped-Chebyshev,32,31171,32768,16,256,OOD,0.385007288720654,0.1647319511402214,0.07496043780574349,0.022090925326756054,480,3,92.71261938399402,0.0816685374282921,0.025133257351505213,540,0.05,0.09835787871505426,0.48336516743570823,0.17331831652079777
looped-Chebyshev,32,31171,32768,24,576,All,0.33809172791451825,0.20709950345640288,0.08816848380855524,0.02093582021120643,672,3,92.71261938399402,0.09728959806463011,0.02717929710689484,540,0.05,0.08312757968209951,0.42121930759661774,0.17129606349065474
looped-Chebyshev,32,31171,32768,24,576,ID,0.1533781467226805,0.15215331554355663,0.08763089411296542,0.011416502815158793,192,3,92.71261938399402,0.09621687441055349,0.027504851498330582,540,0.05,0.1555174612810835,0.30889560800376403,0.24314835539404894
looped-Chebyshev,32,31171,32768,24,576,OOD,0.4119771603912533,0.178056900907266,0.08838351968679117,0.023703680760047325,480,3,92.71261938399402,0.09771868752626077,0.02704907535032054,540,0.05,0.09835787871505426,0.5103350391063076,0.18674139840184545
looped-Chebyshev,32,31171,32768,32,1024,All,0.3364578770748077,0.20724936072391326,0.09886194137667206,0.02353764643058518,672,3,92.71261938399402,0.11049038157354858,0.028748542258870698,540,0.05,0.08312757968209951,0.41958545675690717,0.1819895210587716
looped-Chebyshev,32,31171,32768,32,1024,ID,0.14134907276203998,0.13409553439583283,0.09654374057941689,0.013401112135541474,192,3,92.71261938399402,0.10710034841516362,0.028675019391812332,540,0.05,0.1555174612810835,0.29686653404312346,0.2520612018605004
looped-Chebyshev,32,31171,32768,32,1024,OOD,0.4145013987999147,0.1778670559955729,0.09978922169557411,0.02648518542281991,480,3,92.71261938399402,0.11184639483690258,0.02877795140569404,540,0.05,0.09835787871505426,0.512859277514969,0.19814710041062839
looped-Chebyshev,32,31171,32768,48,2304,All,0.36508841690003113,0.22121537387538504,0.11897381420095719,0.03214611337034135,672,3,92.71261938399402,0.13664287874209025,0.03322023099255078,540,0.05,0.08312757968209951,0.4482159965821306,0.2021013938830567
looped-Chebyshev,32,31171,32768,48,2304,ID,0.16604607768941324,0.16069579910620319,0.11195155882681657,0.00998405647351761,192,3,92.71261938399402,0.1262067779510592,0.033904225031922836,540,0.05,0.1555174612810835,0.3215635389704967,0.2674690201079001
looped-Chebyshev,32,31171,32768,48,2304,OOD,0.4447053525842783,0.18979562459351995,0.12178271635061343,0.03715056508875171,480,3,92.71261938399402,0.14081731905850267,0.03294663337680196,540,0.05,0.09835787871505426,0.5430632312993325,0.2201405950656677
looped-Chebyshev,64,66435,32768,8,64,All,0.4628537124506569,0.2839518459731586,0.10354442627933322,0.10674493693085567,672,3,90.22234598803334,0.13461902660942754,0.017599524037948473,540,0.05,0.08312757968209951,0.5459812921327564,0.18667200596143274
looped-Chebyshev,64,66435,32768,8,64,ID,0.2063914915284624,0.2164107371163092,0.1862970678748862,0.14961861915954286,192,3,90.22234598803334,0.2712998194231962,0.0345125903889614,540,0.05,0.1555174612810835,0.36190895280954594,0.3418145291559697
looped-Chebyshev,64,66435,32768,8,64,OOD,0.5654386008195347,0.2395056586166803,0.070443369641112,0.05650355450989379,480,3,90.22234598803334,0.07994670948392009,0.010834297497543303,540,0.05,0.09835787871505426,0.663796479534589,0.16880124835616628
looped-Chebyshev,64,66435,32768,12,144,All,0.3033011716382169,0.1895476609394732,0.06645915888293528,0.017156140161590578,672,3,90.22234598803334,0.07155418449491702,0.02596183381752949,540,0.05,0.08312757968209951,0.3864287513203164,0.1495867385650348
looped-Chebyshev,64,66435,32768,12,144,ID,0.1378098298450304,0.14734487297584262,0.06782191628308364,0.012803619415411725,192,3,90.22234598803334,0.07295550890072865,0.026634004820759047,540,0.05,0.1555174612810835,0.2933272911261139,0.22333937756416716
looped-Chebyshev,64,66435,32768,12,144,OOD,0.36949770835549145,0.16218409660461106,0.06591405592287594,0.018598449320549812,480,3,90.22234598803334,0.07099365473259237,0.025692965416237664,540,0.05,0.09835787871505426,0.4678555870705457,0.16427193463793022
looped-Chebyshev,64,66435,32768,16,256,All,0.3303489901244837,0.20331318811286195,0.07571405069094979,0.021139279325101398,672,3,90.22234598803334,0.08249973585008684,0.02633133248725369,540,0.05,0.08312757968209951,0.4134765698065832,0.1588416303730493
looped-Chebyshev,64,66435,32768,16,256,ID,0.14703769496260352,0.15454737287584283,0.07343314171632735,0.009976853133230592,192,3,90.22234598803334,0.0793768924195319,0.027066975026779447,540,0.05,0.1555174612810835,0.302555156243687,0.22895060299741088
looped-Chebyshev,64,66435,32768,16,256,OOD,0.40367350818923575,0.17182622556079352,0.07662641428079878,0.02415326241651501,480,3,90.22234598803334,0.08374887322230881,0.026037075471443388,540,0.05,0.09835787871505426,0.5020313869042901,0.17498429299585305
looped-Chebyshev,64,66435,32768,24,576,All,0.35759869354006807,0.2189846559143566,0.08921170674667604,0.023454481227698536,672,3,90.22234598803334,0.09870487628393758,0.028031155580676866,540,0.05,0.08312757968209951,0.44072627322216756,0.17233928642877555
looped-Chebyshev,64,66435,32768,24,576,ID,0.15652151158954827,0.15650957180249125,0.08710970617101099,0.011350749670278324,192,3,90.22234598803334,0.09558920573908831,0.028233199322130486,540,0.05,0.1555174612810835,0.31203897287063176,0.2426271674520945
looped-Chebyshev,64,66435,32768,24,576,OOD,0.43802956632027595,0.1863314613757158,0.09005250697694206,0.02677243461172328,480,3,90.22234598803334,0.09995114450187728,0.027950338084095416,540,0.05,0.09835787871505426,0.5363874450353302,0.1884103856919963
looped-Chebyshev,64,66435,32768,32,1024,All,0.3604390011903024,0.2218908641170785,0.10050360042819245,0.026449387527686996,672,3,90.22234598803334,0.11273212948193148,0.03011513428230366,540,0.05,0.08312757968209951,0.4435665808724019,0.18363118011029195
looped-Chebyshev,64,66435,32768,32,1024,ID,0.1498022449065421,0.14567473597904892,0.09648228285485981,0.013648499445062178,192,3,90.22234598803334,0.10703530791215594,0.030222194851376064,540,0.05,0.1555174612810835,0.3053197061876256,0.25199974413594334
looped-Chebyshev,64,66435,32768,32,1024,OOD,0.4446937037038065,0.1887091961806799,0.1021121274575255,0.029943753829743482,480,3,90.22234598803334,0.1150108581098417,0.030072310054674697,540,0.05,0.09835787871505426,0.5430515824188608,0.20047000617257976
looped-Chebyshev,64,66435,32768,48,2304,All,0.39848828822343146,0.23743648583641508,0.13346903955641212,0.10336093549567141,672,3,90.22234598803334,9.22229973503965,32.81817795718754,540,0.05,0.08312757968209951,0.48161586790553096,0.21659661923851165
looped-Chebyshev,64,66435,32768,48,2304,ID,0.2012418823242795,0.21096318532313071,0.13589195103112275,0.13439151209828587,192,3,90.22234598803334,3.9538346596915894,44.16682154633842,540,0.05,0.1555174612810835,0.356759343605363,0.2914094123122063
looped-Chebyshev,64,66435,32768,48,2304,OOD,0.4773868505830922,0.19847980342192945,0.13249987496652788,0.08809480914127626,480,3,90.22234598803334,11.329685765178874,28.278720521527188,540,0.05,0.09835787871505426,0.5757447292981465,0.23085775368158212
looped-Chebyshev,128,149251,32768,8,64,All,0.464039323636494,0.2840932720259436,0.1029688700037182,0.10620245850242115,672,3,274.5819147051079,0.1336804043035261,0.01994747692550018,540,0.05,0.08312757968209951,0.5471669033185935,0.1860964496858177
looped-Chebyshev,128,149251,32768,8,64,ID,0.2066712966732116,0.21673626259009982,0.18583821104783646,0.14883122816346225,192,3,274.5819147051079,0.27009079752315296,0.042055003238298576,540,0.05,0.1555174612810835,0.3621887579542951,0.34135567232891995
