method,network_width,parameter_count,dataset_size,context_size,context_measurements,regime_class,n_tasks,n_seeds,training_seconds,average_precision_mean,average_precision_std,auc_mean,auc_std,iou_top7_mean,iou_top7_std,centroid_error_mean,centroid_error_std,area_matched_iou_mean,area_matched_iou_std,exact_score_correlation_mean,exact_score_correlation_std,relative_score_error_mean,relative_score_error_std,transformed_mean_relative_residual_mean,transformed_mean_relative_residual_std,transformed_covariance_relative_residual_mean,transformed_covariance_relative_residual_std,posterior_std_mean_mean,posterior_std_mean_std,uq_error_correlation_mean,uq_error_correlation_std,numerical_coverage_95_mean,numerical_coverage_95_std,average_precision_ci95,auc_ci95,iou_top7_ci95,centroid_error_ci95,area_matched_iou_ci95,exact_score_correlation_ci95,relative_score_error_ci95,transformed_mean_relative_residual_ci95,transformed_covariance_relative_residual_ci95,posterior_std_mean_ci95,uq_error_correlation_ci95,numerical_coverage_95_ci95,localization_risk_mean,localization_risk_ci95
looped-Chebyshev,512,990211,512,8,64,OOD,120,3,1.499841173004825,0.42153671262002995,0.21285030062857885,0.8799106858279814,0.10630334316816573,0.2325453201105723,0.11675817777674341,0.10589856720762322,0.05425416903897126,0.2706673807070239,0.14607624256400562,0.9638317105793877,0.10310026982402422,0.064620548581297,0.07687493213781908,0.061528929262810034,0.05038765362007668,0.01502368039606755,0.005501940716744797,0.04678340364092336,0.016013193657700132,-0.036643292987022055,0.45233489209663924,0.5605548417195678,0.3507848117171476,0.038083750935169365,0.019020081403862906,0.020890688662230112,0.009707302525638693,0.026136356034848037,0.01844697886604583,0.013754670583263701,0.009015495139107795,0.0009844220999349737,0.0028651238787802008,0.0809329811563449,0.06276336637451019,0.57846328737997,0.038083750935169365
looped-Chebyshev,512,990211,512,12,144,All,168,3,1.499841173004825,0.7337970052747862,0.16206428222842967,0.980356739580529,0.015064879957105759,0.3636485696047322,0.12702536687774948,0.05260708551629375,0.03221560340277843,0.5197817641882143,0.18752825176405014,0.9611683905531537,0.050547367495633745,0.056324745897048424,0.03944412633227927,0.08509099673080653,0.040560223494008146,0.021347062823007815,0.00507966930645349,0.034824783775201464,0.012275335192486955,0.21662723262662073,0.2737552633603893,0.4826135709660039,0.30075398420577093,0.02450692042390764,0.00227807021527503,0.019208430846612487,0.004871556015576902,0.028357512710532957,0.007643635573614418,0.005964633612810679,0.006133406793129869,0.0007681337908716818,0.0018562428352661314,0.04139652712213753,0.0454792003318486,0.2662029947252138,0.02450692042390764
looped-Chebyshev,512,990211,512,12,144,ID,48,3,1.499841173004825,0.8432473059386351,0.15676881472010099,0.990255273065158,0.010695600562034661,0.2895027290235749,0.1646002782484207,0.04743645734803668,0.021648556945674958,0.6616609309939291,0.23715231280337443,0.9330347296137211,0.07072823118574698,0.06374062044778835,0.04094701446186954,0.09877919460025923,0.040098192742391126,0.024331194193412817,0.006601677670034757,0.024104570989341743,0.012583291440568833,0.2999819354232172,0.31967060390713714,0.3401891919784248,0.30387913350114526,0.04435015351580255,0.0030258028531813578,0.04656568732815237,0.006124412088274666,0.06709077630162558,0.020009132024054584,0.01158397721281522,0.011343844163180138,0.0018676253861498772,0.0035598336832469257,0.09043533551671998,0.08596790276871827,0.15675269406136494,0.04435015351580255
looped-Chebyshev,512,990211,512,12,144,OOD,120,3,1.499841173004825,0.6900168850092465,0.1427850132917915,0.9763973261866775,0.014764204026432356,0.3933069058371951,0.09401399829232016,0.05467533678359658,0.03544394233117022,0.46303009746592844,0.12558468739296647,0.9724218549289269,0.034101355671599456,0.05335839607675245,0.03860231708537556,0.07961571758302545,0.03959631324411013,0.02015341027484581,0.0037375317370011317,0.039112868889545356,0.009166726948612957,0.18328535150798214,0.24675204074611304,0.5395833225610356,0.2810905123435679,0.025547480400172462,0.002641651279035963,0.016821238611412267,0.0063417259356200965,0.02246995161303838,0.00610150670266164,0.006906830880944907,0.007084679359560962,0.0006687292776373486,0.0016401355552269666,0.0441495418835128,0.05029347400834378,0.3099831149907535,0.025547480400172462
looped-Chebyshev,512,990211,512,16,256,All,168,3,1.499841173004825,0.722318547221667,0.17525615646899864,0.9793442306202652,0.016700168474384287,0.3635303515007037,0.14032779166093806,0.05952536237392835,0.038831002850146124,0.5134976443558141,0.20634509130098633,0.9645030380641967,0.05169664368854907,0.055915132564093334,0.03897187857400565,0.09483653475486092,0.038532976926558264,0.022844710004781988,0.004319915281875633,0.03298287580366286,0.011896047224742233,0.3117448163308147,0.2617785165063728,0.45151541762364406,0.29084315074853256,0.026501759803754094,0.0025253541017182368,0.021219987379143945,0.005871918745721784,0.03120294405925638,0.007817425996880963,0.005893221589919246,0.005826852075304334,0.0006532458515549278,0.0017988879393232736,0.039585436004139295,0.04398051102454771,0.277681452778333,0.026501759803754094
looped-Chebyshev,512,990211,512,16,256,ID,48,3,1.499841173004825,0.855322914243822,0.15632612887487637,0.9913697137120826,0.010284625510992273,0.30153977319762304,0.18163201715614985,0.057472440928298306,0.026545239817409198,0.6987175932841275,0.23825617973133356,0.9225147438872154,0.07722179029751011,0.0727217134359913,0.049174960768857946,0.1010355416219681,0.03832037549126671,0.025257505883928336,0.005177366727620176,0.023254563915543213,0.011098261444639691,0.3652575185808753,0.3045225257393381,0.32427188882138575,0.30494408457765837,0.04422491696776818,0.002909537340570082,0.05138399405929334,0.007509691663599343,0.06740306205694888,0.021846170493630423,0.013911676650271817,0.010840896761611884,0.001464685496203611,0.0031397162739737897,0.08614991948285668,0.08626917916616059,0.144677085756178,0.04422491696776818
looped-Chebyshev,512,990211,512,16,256,OOD,120,3,1.499841173004825,0.669116800412805,0.15317371058438783,0.9745340373835383,0.016369235189610854,0.3883265828219359,0.11151245440808255,0.06034653095218038,0.042841182239392005,0.4394096647844887,0.13401307947512758,0.981298355734989,0.019993552204469807,0.049192500215334146,0.03188808216923458,0.09235693200801805,0.0384970189877975,0.02187959165312345,0.0035092281567238623,0.03687420055891071,0.009823781070496583,0.29033973543079045,0.24067907327916568,0.5024128291445474,0.26988769405293855,0.02740625419125343,0.0029288277917360246,0.019952109662543915,0.0076652600882168645,0.02397798229889159,0.0035773003853681166,0.005705501827091563,0.006887990660798319,0.0006278805841508449,0.0017576974541523873,0.04306295013444972,0.04828903548844345,0.33088319958719503,0.02740625419125343
looped-Chebyshev,512,990211,512,24,576,All,168,3,1.499841173004825,0.7219536971639148,0.17967002750409064,0.9783131836651596,0.018305961711864754,0.34886019804198015,0.13309627166320506,0.053355426484596916,0.029588667183673197,0.5054204368033697,0.2019431226651409,0.9601777799228011,0.05856024607903184,0.06762181007902,0.0435684796515223,0.12540179023164363,0.04469543732334467,0.026243511299114803,0.004382311327972592,0.032114264300270395,0.01091983178573043,0.4148732148401352,0.22905845903974148,0.38527240507149446,0.2833100349983134,0.02716921338902913,0.002768177792090152,0.020126456573395242,0.004474317858007106,0.03053729032245615,0.00885532130170709,0.006588307115725423,0.006758722592872541,0.0006626812121133346,0.001651267293049523,0.03463759781564699,0.04284137372855492,0.2780463028360852,0.02716921338902913
looped-Chebyshev,512,990211,512,24,576,ID,48,3,1.499841173004825,0.8489805334281065,0.17061507952624175,0.9893641436493109,0.014415644052618706,0.285176340820305,0.16449803468491828,0.05608067228846869,0.028422523131374854,0.6717858992440532,0.23254512372590222,0.9102756108037396,0.08976140587866555,0.08950332583238678,0.061241230757314136,0.1352718075116475,0.04284132023636234,0.02835206458500271,0.0045213656430369824,0.022991096639695213,0.00955708980370866,0.4256062482032726,0.28655761712176786,0.28055909262426815,0.26133146773295074,0.04826728442521969,0.004078209227417407,0.046536762457185965,0.008040778176664343,0.0657873949931234,0.02539364820497454,0.017325244120987262,0.012119879407742352,0.0012791017188449425,0.0027037163017119047,0.0810676175179593,0.07393109868923617,0.15101946657189347,0.04826728442521969
looped-Chebyshev,512,990211,512,24,576,OOD,120,3,1.499841173004825,0.671142962658238,0.15714112304287195,0.9738927996714989,0.017867216602403826,0.3743337409306502,0.10900625163002696,0.05226532816304821,0.03008938184409985,0.4388742518270962,0.14227666641213893,0.9801386475704257,0.014969469020138577,0.05886920377767329,0.030202831498103714,0.1214537833196421,0.04498400044266977,0.025400089984759643,0.004045535834428722,0.03576353136450047,0.009179557053617634,0.41058000149488016,0.20281547622457421,0.427157730050385,0.28191303264053347,0.02811611434874343,0.0031968506738360137,0.019503693089437682,0.005383673504617294,0.025456525602851592,0.002678377846360187,0.005403972223266058,0.00804865891129572,0.0007238382030126179,0.0016424311522828658,0.03628829303752165,0.050440641562424046,0.32885703734176197,0.02811611434874343
looped-Chebyshev,512,990211,512,32,1024,All,168,3,1.499841173004825,0.7087540568245251,0.18549044330355727,0.9772643128115671,0.019207701491347668,0.3536900430409891,0.13286866736697603,0.05943859439797784,0.03523781629165947,0.4827967753548377,0.19598335812676934,0.957189025863593,0.05941537389271974,0.08252543631741507,0.05031095161488371,0.16054293415730903,0.055291461727418556,0.02941825118891535,0.004763090954802437,0.03320080448784639,0.010597588756506677,0.3642699008699573,0.2223763968668912,0.3068285296737615,0.27086448370455096,0.02804936085193852,0.0029045364314830772,0.020092038870128816,0.0053285668371687986,0.02963607092186526,0.008984631406278936,0.007607885406478129,0.008361024613464647,0.0007202616726901518,0.0016025385777165885,0.03362715452927973,0.04095939127693738,0.2912459431754749,0.02804936085193852
looped-Chebyshev,512,990211,512,32,1024,ID,48,3,1.499841173004825,0.8560857940817946,0.1457189558193402,0.9901534798414736,0.012394383576347841,0.3035171682258512,0.16865805225119243,0.06374334229622032,0.029909606214776407,0.6481057199366823,0.20606708823085146,0.9085306296300941,0.0904735747954489,0.10602161136921491,0.06341639336323635,0.1764401548231641,0.05185861688827302,0.03150137145227437,0.0044447557053563305,0.024755877442657892,0.0101433911148672,0.4367975187500453,0.2577303708476262,0.20849276906422645,0.22532352015235865,0.04122413040048035,0.0035063913401795124,0.04771363821542972,0.008461476407733863,0.05829671554199018,0.025595121953723085,0.017940601171856856,0.01467088734592059,0.0012574286424551053,0.0028695818994254763,0.07291234250373735,0.063744391557212,0.14391420591820536,0.04122413040048035
looped-Chebyshev,512,990211,512,32,1024,OOD,120,3,1.499841173004825,0.6498213619216172,0.16625470833122805,0.9721086459996046,0.019059421661383212,0.37375919296704435,0.11008506189610454,0.057716695238680844,0.03713180819674242,0.4166731975220998,0.14730673781139705,0.9766523843569924,0.01960080853569056,0.07312696629669513,0.0406453082209558,0.15418404589096701,0.05554637600124051,0.028585003083571748,0.004645954963121213,0.03657877530592179,0.008757873630541863,0.3352588537179221,0.20048049851666783,0.3461628339175756,0.2782952731596448,0.029746741654522183,0.003410163224467777,0.0196967167373173,0.00664372345710161,0.02635651956945511,0.0035070296269102573,0.00727236837532677,0.009938507687024057,0.0008312668159218264,0.0015669824147876313,0.03587051251663692,0.049793342260489155,0.3501786380783828,0.029746741654522183
looped-Chebyshev,512,990211,512,48,2304,All,168,3,1.499841173004825,0.6970826130819041,0.19933458839678758,0.9752891409749858,0.02151536607626923,0.33401263079376686,0.12704653106871142,0.06273036713953059,0.0367108235093509,0.47814421971571164,0.21381171152521203,0.9494120236094497,0.06434137108455593,0.11257858107620403,0.05641648524308054,0.23023810100165149,0.06658567246506206,0.03642700090339136,0.006556154964078577,0.03455527258172094,0.009955327118305258,0.11750125451518212,0.3469970945483254,0.19279943824568316,0.2103848497145941,0.030142834857880278,0.00325349520000451,0.01921163123806586,0.005551310986412763,0.03233202608247926,0.009729527317511033,0.008531147612772365,0.010068904474420942,0.0009914039403513643,0.0015054175178365009,0.05247195783360096,0.03181382535038846,0.3029173869180959,0.030142834857880278
looped-Chebyshev,512,990211,512,48,2304,ID,48,3,1.499841173004825,0.8475752919284215,0.15172209663688968,0.989100341434625,0.013261592761373828,0.2932839886394894,0.1586730779594107,0.06494640161205699,0.034888959398059284,0.6548327640255988,0.22980681472668146,0.8948867092441314,0.09477363957595798,0.141773484647274,0.0632224662437549,0.2537466334179043,0.05235412876779844,0.03857585194054986,0.004920873368430615,0.026567383145447765,0.00996937299800609,0.2602722728440458,0.40782615832570385,0.09215561106490587,0.09339880196394355,0.042922428734308106,0.0037517262338245625,0.044888872693776005,0.009870143549105571,0.06501272290858941,0.026811617297417357,0.01788573887328532,0.014811068465265614,0.0013921231063166234,0.0028203518901847953,0.11537468572303887,0.026422673493376965,0.15242470807157849,0.042922428734308106
looped-Chebyshev,512,990211,512,48,2304,OOD,120,3,1.499841173004825,0.6368855415432971,0.1840659998591287,0.96976466079113,0.021735982728879676,0.3503040876554778,0.1084930548835712,0.06184395335052003,0.03752008534330715,0.4074688019917568,0.16021121991741807,0.971222149355577,0.024150497001256776,0.10090061964777604,0.049057565885635195,0.22083468803515033,0.0694792646435039,0.03556746048852797,0.006938980264232667,0.03775042835623021,0.007987428446229869,0.06039284718363665,0.3029414417988865,0.2330569691179941,0.2301084946670138,0.03293358606291192,0.0038890607630490313,0.01941187054084347,0.006713195053335774,0.02866542437730234,0.004321072180966073,0.008777512247607044,0.012431417771211952,0.0012415410988224406,0.001429132280576456,0.05420310135028692,0.04117163364620902,0.36311445845670287,0.03293358606291192
looped-Chebyshev,512,990211,1024,8,64,All,168,3,2.9973584379768,0.5293833364823027,0.2667451997092931,0.9066611192668212,0.09965628428837746,0.2381580546818443,0.1126167065090727,0.10224651415566244,0.05444817700066438,0.3757442650461226,0.2548202635231747,0.9147543585406358,0.13378815109903625,0.0960685195958441,0.08810306290551839,0.09039022303962455,0.08527125010814768,0.02261925458220672,0.01637679283559546,0.04407869577629576,0.019471229613728925,0.08705426597975144,0.48306739159653594,0.3915588501286471,0.3298571797529083,0.04033648434342213,0.015069752540261803,0.017029592374526684,0.00823350538832081,0.03853322789385193,0.020231080701819504,0.013322705793277554,0.012894486756199726,0.0024764541162442142,0.0029443864381338727,0.07304813844517928,0.049880106488023226,0.47061666351769726,0.04033648434342213
looped-Chebyshev,512,990211,1024,8,64,ID,48,3,2.9973584379768,0.7744299751159754,0.22690651911465923,0.9637629457392126,0.04837960998663187,0.246767557067333,0.11425326663421037,0.08020211635933563,0.050682602893690434,0.630426913342647,0.2852731229469966,0.9014239205959749,0.10210052423665833,0.07893181102311544,0.05934282523557853,0.13539526118741677,0.13019141292082428,0.02941153200420857,0.025825812429690263,0.027268364055392597,0.01753470395567747,0.09191459270593434,0.4607249079717863,0.3215614312017957,0.3515889240776742,0.06419222454694744,0.0136866706160448,0.032322435581057164,0.01433819106771251,0.0807042320197467,0.028884404924693935,0.016788182100874748,0.036831363175047656,0.007306164481578004,0.004960596363995684,0.1303398283235394,0.09946508038056469,0.22557002488402456,0.06419222454694744
looped-Chebyshev,512,990211,1024,8,64,OOD,120,3,2.9973584379768,0.4313646810288336,0.21356255225118795,0.8838203886778648,0.10569571366401424,0.23471425372764881,0.11225238483970805,0.11106427327419316,0.05358591024833878,0.27387120572751295,0.14951367322303552,0.9200865337185002,0.14457367653067382,0.10292320302493556,0.09662501192003357,0.07238820778050765,0.04864006177446258,0.019902343613405975,0.00932210915333731,0.05080282846465702,0.01584423886530248,0.08511013528927827,0.49358896873054026,0.41955781769938766,0.31796902469184574,0.038211188920074766,0.018911362691093288,0.02008450001474995,0.009587735857104386,0.026751390416706145,0.02586751286005306,0.017288408224950595,0.008702811283890518,0.0016679369591573552,0.0028348940307885667,0.08831427202108012,0.05689187708780274,0.5686353189711664,0.038211188920074766
looped-Chebyshev,512,990211,1024,12,144,All,168,3,2.9973584379768,0.6807205105904701,0.1944275715972044,0.9757198368904109,0.019116323455628054,0.33659051157667585,0.12283255536143434,0.05602910028426859,0.03516942522793278,0.46826300812634486,0.2026259070103549,0.9437107084557806,0.05340718365507175,0.08032402913973086,0.04624566138913464,0.08069833121927716,0.027897191725510643,0.024053673941775044,0.004434437349134187,0.038214582839005,0.013873490590482245,0.31244837065628406,0.2645735171579071,0.3764045699554983,0.2601010052246513,0.02940080910999425,0.0028907184931990754,0.01857440528113996,0.005318224926333109,0.030640539115988984,0.008076089203017885,0.006993143264084923,0.004218537535025423,0.0006705635674050551,0.0020979115523033914,0.04000808840854371,0.03933176730597784,0.3192794894095299,0.02940080910999425
looped-Chebyshev,512,990211,1024,12,144,ID,48,3,2.9973584379768,0.8265690208513262,0.16678365736581152,0.989060775816184,0.01299722073778107,0.27347144713296184,0.1503600488591424,0.05230350932106371,0.025903630429897632,0.6295154629914085,0.22677684448438729,0.9239373047851894,0.06572428264466024,0.0748930869934459,0.03540972932363949,0.08263132791034873,0.022236612370134374,0.02555750465641414,0.004719387789397299,0.0250120735339199,0.013638425947713891,0.38206408629278404,0.2720482377282299,0.27141793384604773,0.2418217239389031,0.04718336884352498,0.0036769349569206944,0.04253710319525366,0.0073281793208280896,0.0641555393824271,0.018593506815822922,0.010017470210898173,0.006290773927503597,0.0013351225072031942,0.003858332957195342,0.07696289040962885,0.0684117603318923,0.17343097914867378,0.04718336884352498
looped-Chebyshev,512,990211,1024,12,144,OOD,120,3,2.9973584379768,0.6223811064861277,0.17335285472419446,0.9703834613201017,0.018590578726902247,0.3618381373541615,0.09997310750918471,0.057519336669550544,0.03824849395472696,0.4037620261803194,0.15040841507314043,0.951620069924017,0.04556270694507107,0.08249640599824484,0.049894295601546665,0.07992513254284854,0.029912655093353085,0.023452141655919405,0.004185951623743793,0.043495586561039044,0.009910278813736618,0.2846020844016841,0.2574226056628943,0.41839922439927857,0.2561647891813234,0.031016761187183387,0.0033262765797613444,0.01788745853471206,0.0068435238903372855,0.02691148004622529,0.008152202642438822,0.008927222189320646,0.005352053076837086,0.000748961775456952,0.001773173864100034,0.04605874819155262,0.045833696267900945,0.37761889351387234,0.031016761187183387
looped-Chebyshev,512,990211,1024,16,256,All,168,3,2.9973584379768,0.6397196186701439,0.23002727667106998,0.9711321502074594,0.02567192586071682,0.3207961264266598,0.1284060086825002,0.06284713224435798,0.03861397020701855,0.4460883373307191,0.23684761655655537,0.9475090157650028,0.06720765598796039,0.09124646000453222,0.175477837012401,39.28395153668576,508.0084889503091,65.07807323445256,843.1695781957947,0.036239010958178365,0.013101760119416926,0.4613614137228497,0.20826903904611355,0.3636646562954411,0.261448958628258,0.03478409978554299,0.003882038877081324,0.019417207749071814,0.0058390996591137865,0.035815453051909245,0.010162959132801292,0.026535281733213126,76.81966342112878,127.50181269170041,0.0019812125672892533,0.031493878209837026,0.03953560115723177,0.36028038132985607,0.03478409978554299
looped-Chebyshev,512,990211,1024,16,256,ID,48,3,2.9973584379768,0.8296016617743388,0.1848858856565578,0.9884427422877052,0.013871758058388632,0.2790107061988217,0.15995840151474927,0.05941222991289877,0.029607506225362075,0.667147167662672,0.25836220924337727,0.9110747781066074,0.08036221737495584,0.08757724065799262,0.04504296113742651,0.0837729826259116,0.017608975127365898,0.026097802716928176,0.0043512585219347266,0.025340922836524695,0.012358700420744764,0.51639162602648,0.1960931654522229,0.2793633036199025,0.2735529804533056,0.05230451876805625,0.003924342992080578,0.04525249282510454,0.008376011827730694,0.07309109061699424,0.022734602438711927,0.012742727211517613,0.004981607799669682,0.0012309781366868072,0.0034962965172279565,0.0554750765114425,0.07738858458214681,0.1703983382256612,0.05230451876805625
looped-Chebyshev,512,990211,1024,16,256,OOD,120,3,2.9973584379768,0.5637668014284659,0.20098278631083796,0.9642079133753609,0.026070371615122923,0.33751029451779496,0.1097593294432637,0.06422109317694165,0.04170828981639729,0.357664805197938,0.15736814434913454,0.9620827108283609,0.055122643923774264,0.09271414774314807,0.20592242087296014,54.9640229583097,601.0835117660722,91.09886340714681,997.6516979426956,0.04059824620683983,0.010653708451002716,0.43934932880139754,0.20970203930749803,0.3973851973656565,0.24971813977171464,0.03596038320601091,0.004664581334607437,0.019638435806687383,0.007462559914685241,0.028156733614298372,0.009862692398749574,0.036844195969343026,107.54748612397522,178.50253756887128,0.0019061903036345525,0.03752045551262689,0.04468024433592405,0.4362331985715341,0.03596038320601091
looped-Chebyshev,512,990211,1024,24,576,All,168,3,2.9973584379768,0.526483179402824,0.3068015952102697,0.9016242231049993,0.15799346255671826,0.2525098781446209,0.15102178894887947,0.07732103521889903,0.0626793179903992,0.3477707087984335,0.2543937589619406,0.8367377914206512,0.25568832891724935,0.823989945009262,1.8682465035582945,1649504217085.0977,21333553913820.816,5156483295175.391,66709797230109.56,5.976350214154876,77.05081953850681,0.3059445169129669,0.4406567941568602,0.2967231469741645,0.2754912635884417,0.04639370363636513,0.023891342133719722,0.02283710459303853,0.009478196164472655,0.03846873303293085,0.038664494384177975,0.28251116017292993,3226002058789.4595,10087674284139.828,11.65141558067388,0.06663492313152031,0.0416590403598465,0.47351682059717604,0.04639370363636513
looped-Chebyshev,512,990211,1024,24,576,ID,48,3,2.9973584379768,0.645732986584135,0.36251015673398723,0.9080038639713365,0.180793209301409,0.20697607266772197,0.1552822542069559,0.07068899783068137,0.04248021654044234,0.48741898544384404,0.3241383632579102,0.7943995208731504,0.24362349263658178,0.6256630432326347,1.260013676146184,407318.9964558242,2532613.98772043,996542.3401893888,5802716.509850236,0.02278252242831509,0.014282052413048479,0.3226663975701731,0.4830356143690322,0.19584395842442362,0.2391085194165609,0.10255471492142706,0.05114669394833417,0.04392960312071136,0.012017722582880409,0.09169927192800317,0.06892148363677718,0.3564599252017485,716480.6301062629,1641597.9701066285,0.0040404159345744034,0.13665156357222713,0.0676441903448353,0.354267013415865,0.10255471492142706
looped-Chebyshev,512,990211,1024,24,576,OOD,120,3,2.9973584379768,0.4787832565302996,0.2686284333348698,0.8990723667584644,0.14865382810301922,0.27072340033538045,0.1459897311606394,0.07997385017418608,0.06910726834483578,0.2919113981402693,0.19573188766890995,0.8536730996396514,0.2594087985835266,0.9033207057199131,2.0612992142597504,2309305740991.538,25242069274833.246,7219076214628.61,78931738679801.95,8.357777290845501,91.16742824369695,0.2992557646500844,0.42448984641522797,0.3370748223940609,0.27960873136179787,0.048063725158095094,0.026597544604429545,0.026120877180793704,0.012364859188276225,0.03502087823244755,0.04641412319584049,0.36881322528979504,4516379241711.852,14122679967489.984,16.311922606543426,0.07595087034241778,0.0500283497511379,0.5212167434697004,0.048063725158095094
looped-Chebyshev,512,990211,1024,32,1024,All,168,3,2.9973584379768,0.4563216682115983,0.3222346877020773,0.8413297244762586,0.2296813884605094,0.2310781588598948,0.15816261227032052,0.07827605238015249,0.04635390323062022,0.2964931421020267,0.2572957919137683,0.7289292833818212,0.39957119310936867,0.8151292731941101,1.761107213808888,5.740136639405339e+16,3.105181121662648e+17,1.2114098225321971e+17,6.509520580671388e+17,152.58672628636398,355.49598266739554,0.24167228772114696,0.4055874913018703,0.3768677066601369,0.35417034931407315,0.04872745395069065,0.03473179551013313,0.0239169204938246,0.007009511301257268,0.03890757057097488,0.06042207017222301,0.2663098478784551,4.695570523253608e+16,9.843520155998813e+16,53.75713660317199,0.06133183843838741,0.05355667792927765,0.5436783317884017,0.04872745395069065
looped-Chebyshev,512,990211,1024,32,1024,ID,48,3,2.9973584379768,0.5281135889560447,0.4070629999816142,0.7758783269630231,0.3129949079817875,0.18097338400811394,0.1653695791314375,0.08495250314202467,0.046664162130480365,0.38629811888102844,0.3380609796308605,0.6244966134214247,0.41659862527867136,1.2603181479886796,2.075602204975185,250206364884033.53,1573393807866326.0,520209693024859.5,3273128020017196.5,120.26061492744248,312.60102623117234,0.18498906111146707,0.5241034715160843,0.2486979135428555,0.31764029014033435,0.11515878698209558,0.0885467702453509,0.046783323803382175,0.01320136761809518,0.0956380028202691,0.11785643093984778,0.587191250968772,445115675871327.7,925973258290027.2,88.4353404553251,0.14826972737788402,0.08986095643881652,0.47188641104395534,0.11515878698209558
looped-Chebyshev,512,990211,1024,32,1024,OOD,120,3,2.9973584379768,0.4276048999138197,0.2781422431422765,0.8675102834815527,0.181440800565506,0.2511200688006071,0.15128456613032076,0.07560547207540362,0.04615376898885299,0.260571151390426,0.20787477288408743,0.7707023513659799,0.3864597900903377,0.6370537232762824,1.5934472923559806,8.026183040572114e+16,3.6533375404240986e+17,1.6938929127729766e+17,7.657923997013964e+17,165.51717082993258,371.7095457870588,0.2643455783650189,0.3472051761364231,0.4281356239070495,0.35623980346406153,0.0497659617162764,0.03246387831169775,0.02706824336083985,0.00825795706043188,0.03719351606666012,0.06914642990305521,0.28510389523150725,6.53665024483102e+16,1.3701764541627262e+17,66.50727633540669,0.06212288830380796,0.06373938823790135,0.5723951000861802,0.0497659617162764
looped-Chebyshev,512,990211,1024,48,2304,All,168,3,2.9973584379768,0.393868902735593,0.338176178516347,0.8113661945984929,0.21769152459924038,0.1942123545794368,0.15438661153931585,0.08051893015536253,0.046362306470815226,0.25688303714879335,0.2816247304369963,0.6361207881817501,0.4449011190913516,0.5102412710409789,1.055120702966678,1.775353882140255e+17,1.211258537645539e+18,1.1697091001857043e+17,7.014400233270086e+17,321.45232080503513,468.40468372115123,0.1353724135437966,0.30073454901099494,0.4486531199765436,0.4111472297285763,0.05113808287800174,0.03291872087393757,0.02334592392281634,0.007010782016407641,0.042586526551827646,0.06727673841612558,0.1595524859004734,1.8316322502831344e+17,1.0606985448890842e+17,70.83088359938561,0.04547626139450073,0.06217256697725805,0.606131097264407,0.05113808287800174
looped-Chebyshev,512,990211,1024,48,2304,ID,48,3,2.9973584379768,0.5146720538166137,0.4121350009806406,0.8209799073350413,0.23014713377530846,0.17349164680083792,0.15340072832042662,0.07750442879235678,0.042147811364684526,0.39317885450932205,0.36718903467202296,0.5970737157019573,0.4324431678609979,0.4267981486239781,0.41174576286188874,2.3581826732319245e+17,1.1318149490225829e+18,2.4642194185867414e+17,1.0745401299877399e+18,333.35122136313777,476.3802848368054,0.21493957146900308,0.3501642513879524,0.40178571367869154,0.4349646977069482,0.11659366434173338,0.06510899972281363,0.04339731637694465,0.011923684616205549,0.10387837712557194,0.12233887789314321,0.11648354824273965,3.201922960906051e+17,3.0398915631870374e+17,134.76875998670852,0.09906203815171487,0.12305222280145446,0.48532794618338626,0.11659366434173338
looped-Chebyshev,512,990211,1024,48,2304,OOD,120,3,2.9973584379768,0.34554764230318474,0.2918323535361996,0.8075207095038734,0.213383512261455,0.20250063769087637,0.15463800838254232,0.08172473070056484,0.04805958756051158,0.20236471020458188,0.21808824600380497,0.6517396171736674,0.45061758263849394,0.5436185200077792,1.2212463928057493,1.5422223657035872e+17,1.2454221380671278e+18,6.519049728252895e+16,4.743239328649165e+17,316.692760581794,467.1087863488863,0.103545550373714,0.27371315579628736,0.46740008249568443,0.40157548420673683,0.052215433260255684,0.038179154601324504,0.02766825031000519,0.008598951269020378,0.03902093827525316,0.08062571550772014,0.21850870455309773,2.228342942209886e+17,8.486731974759571e+16,83.57636623676777,0.048973497440413814,0.07185097073875585,0.6544523576968153,0.052215433260255684
looped-Chebyshev,512,990211,2048,8,64,All,168,3,5.988996993983164,0.5352313630339651,0.26891515521017667,0.9102520021008411,0.09723205615282753,0.2458529788552063,0.11675295912496109,0.10359695074536523,0.058386727858137276,0.38778805908086333,0.25978791054158673,0.882716243376428,0.1741813977335849,0.11182259603325895,0.09567081143777038,0.09189801567810628,0.08000533801721715,0.024940966453868847,0.022034693397377295,0.0451521678284431,0.019386047768739006,0.12712674997180726,0.48082191030087734,0.36728619399876883,0.33292678035204143,0.040664619118416026,0.014703167348321847,0.017655065256749307,0.008829082347798866,0.0392844219786947,0.02633923770794424,0.014467080164470797,0.012098189837487991,0.0033320264664708464,0.0029315054709767347,0.07270858286470588,0.05034428315040528,0.4647686369660349,0.040664619118416026
