axis,level,candidate,n_geometry_batches,geometric_mean_gain,gain_ci95_lower,gain_ci95_upper,median_gain,candidate_win_rate,win_rate_ci95_lower,win_rate_ci95_upper,average_precision_delta_mean,average_precision_delta_ci95_lower,average_precision_delta_ci95_upper,coverage_delta_mean,coverage_delta_ci95_lower,coverage_delta_ci95_upper
joint_severity,2.0,context-PCG,192,1.6930707058712495,1.6400981017656255,1.747754242257516,1.7047995067178636,0.9947916666666666,0.971091779786119,0.9990800325356756,0.0004974365619290561,-7.348638466602765e-05,0.00106835950852414,0.14961171565422168,0.1426332772293077,0.15659015407913568
joint_severity,3.0,context-PCG,192,1.9580709205737787,1.8701965562737835,2.05007421125599,1.9430042998451578,0.9739583333333334,0.9404959170712583,0.9888265557843556,-0.0002473629910217918,-0.0005162192677094523,2.1493285665868706e-05,0.0,0.0,0.0
joint_severity,0.0,hybrid-PCG,192,2.1391199721893344,2.060027988253561,2.221248585704204,2.1374403721607957,1.0,0.9803841471883398,0.9999999999999999,0.0006192490621078489,-0.0007669889517353614,0.002005487075951059,0.7505646724772911,0.7437988709261981,0.757330474028384
joint_severity,1.0,hybrid-PCG,192,2.014130790133491,1.9434111942918044,2.0874238306742203,2.0166411327334197,1.0,0.9803841471883398,0.9999999999999999,0.0004012654723558288,-0.00036294234736892393,0.0011654732920805815,0.2596377549925819,0.25111162155564415,0.26816388842951966
joint_severity,2.0,hybrid-PCG,192,1.2499633530422423,1.2132082866978924,1.2878319420329423,1.2335931536352096,0.8854166666666666,0.832609684355907,0.9231030957684383,0.0010040136802810554,0.0003249672221733765,0.0016830601383887344,0.1422692221822217,0.1355360345137308,0.1490024098507126
joint_severity,3.0,hybrid-PCG,192,1.3643880902159498,1.305601815299335,1.4258212870945866,1.3736196065895783,0.8177083333333334,0.7570445489899875,0.8659078778692701,-0.0002252814359266389,-0.0005273387518489202,7.677587999564245e-05,0.0,0.0,0.0
joint_severity,0.0,looped-HB,192,0.904669140251507,0.8837660444628117,0.9260666422422613,0.9110784612212386,0.2760416666666667,0.21767028870467015,0.3431993120338858,-0.3378776140017239,-0.3493918468409333,-0.3263633811625145,-0.09864941864361754,-0.10423160123057507,-0.09306723605666001
joint_severity,1.0,looped-HB,192,0.4194842901201222,0.40874372835135525,0.43050708170455876,0.42845148969635083,0.0,0.0,0.019615852811660034,-0.3876675372113459,-0.39425184161148313,-0.38108323281120865,-0.6701460727308586,-0.679854201767452,-0.6604379436942651
joint_severity,2.0,looped-HB,192,0.3142063273896542,0.30750757140871243,0.3210510093114976,0.3157542598600493,0.0,0.0,0.019615852811660034,-0.20264672890782928,-0.20686372810080123,-0.19842972971485734,-0.7631869006011888,-0.770908371846633,-0.7554654293557446
joint_severity,3.0,looped-HB,192,0.12017753809221919,0.11723152127433661,0.1231975880284722,0.12129918200919086,0.0,0.0,0.019615852811660034,-0.1579488171202391,-0.16318806228751087,-0.1527095719529673,-0.6604834388902722,-0.6709760899377688,-0.6499907878427755
joint_severity,0.0,population-PCG,192,2.211984696558343,2.1366954014980575,2.2899269097400894,2.2436693943768224,1.0,0.9803841471883398,0.9999999999999999,0.003439507030592056,0.002029630381358973,0.0048493836798251385,0.7779997715624631,0.7720998944640438,0.7838996486608825
joint_severity,1.0,population-PCG,192,0.9580922535863629,0.9284466911966156,0.9886844070703944,0.9544262546923541,0.421875,0.3542223307010853,0.49259264630073646,9.601255978152416e-05,-0.0009503162230561664,0.0011423413426192147,0.23908675163208196,0.23031944733142115,0.24785405593274276
joint_severity,2.0,population-PCG,192,0.6365226879919177,0.6198372134930346,0.6536573208394646,0.6369752875581768,0.015625,0.005327796907835389,0.04492506050346026,0.005129040726158016,0.004026716569015144,0.006231364883300889,0.07437154662329704,0.0653544344949976,0.08338865875159647
joint_severity,3.0,population-PCG,192,0.41775883495108074,0.4002972451481885,0.4359821265196986,0.4100163865769203,0.0,0.0,0.019615852811660034,0.001602374943255564,0.0009098848467354159,0.0022948650397757123,-0.001594389478365586,-0.0023563265014709756,-0.0008324524552601963
obstacle_count,1.0,angular-Jacobi-PCG,192,1.2174523379808602,1.167468243551066,1.2695764560984657,1.1884528917987827,0.734375,0.6677487596039902,0.7918063093905441,-0.0003313735499869749,-0.0008671247039381557,0.0002043776039642059,0.5357856928773496,0.5173825392161329,0.5541888465385663
obstacle_count,2.0,angular-Jacobi-PCG,192,1.0596623502230171,1.0317449870084958,1.0883351124737979,1.065519153288641,0.6302083333333334,0.5599938903616183,0.6953144813020119,-0.00028219168680383423,-0.0011047672490643735,0.0005403838754567049,0.5303614500201851,0.5200251958454912,0.540697704194879
obstacle_count,4.0,angular-Jacobi-PCG,192,2.249465326340723,2.1739543933820533,2.3275990838690555,2.2436176824898477,1.0,0.9803841471883398,0.9999999999999999,0.0009497410862043566,-0.00031101885645294495,0.002210501028861658,0.7644707226621298,0.7584316388718679,0.7705098064523916
obstacle_count,6.0,angular-Jacobi-PCG,192,3.611613523153735,3.433753803280554,3.7986859244728444,3.6329835473836667,1.0,0.9803841471883398,0.9999999999999999,0.0015807386299081787,0.0002847980405192266,0.002876679219297131,0.8178212694692775,0.8107363210354391,0.8249062179031158
obstacle_count,1.0,context-PCG,192,1.2478149526039803,1.1900716260844406,1.3083600363324646,1.1973798424520083,0.7239583333333334,0.6568006879661141,0.7823297112953298,-0.0002344473089306414,-0.0006909940625599058,0.00022209944469862308,0.5161996352811306,0.4969613723594641,0.5354378982027971
obstacle_count,2.0,context-PCG,192,1.0785949572279743,1.0453795788159779,1.1128657047952606,1.05158591070377,0.625,0.5546990853449807,0.6903969514521042,-0.00038099623723981263,-0.0012256658269987337,0.0004636733525191086,0.5399958704510937,0.5277003282138394,0.5522914126883479
obstacle_count,4.0,context-PCG,192,2.7457706895957115,2.643186226621311,2.8523365489385384,2.725323765878814,1.0,0.9803841471883398,0.9999999999999999,0.0008632334685428917,-0.0004198373071746199,0.0021463042442604035,0.7811553303423958,0.7755114480990641,0.7867992125857275
obstacle_count,6.0,context-PCG,192,3.584407029094018,3.425067657165313,3.7511591116573646,3.54234879954321,1.0,0.9803841471883398,0.9999999999999999,0.0016256790581809695,0.0003216889533622731,0.002929669162999666,0.819920548395506,0.8127799706801951,0.8270611261108168
obstacle_count,1.0,hybrid-PCG,192,1.213719924351726,1.1588437517216077,1.2711947167854694,1.2078658202228292,0.7135416666666666,0.6458940156988248,0.7728117138295286,6.921307378396242e-05,-0.00031003558541784214,0.000448461732985767,0.532889222355152,0.5147421430408494,0.5510363016694546
obstacle_count,2.0,hybrid-PCG,192,1.0885642114323866,1.0569920254782954,1.121079453627104,1.0651093747363132,0.6458333333333334,0.5759281576415396,0.7100172186217262,-0.0009097301932097212,-0.0017445045085306213,-7.495587788882124e-05,0.5536345283762785,0.5420322365269691,0.5652368202255879
obstacle_count,4.0,hybrid-PCG,192,2.1281463846524806,2.0477174031428587,2.2117344061042092,2.1196739161927063,1.0,0.9803841471883398,0.9999999999999999,0.00046288311250595955,-0.0008570176250622316,0.0017827838500741506,0.7550970515973555,0.7482382747479015,0.7619558284468095
obstacle_count,6.0,hybrid-PCG,192,3.723584102198219,3.5256240711424307,3.9326593778475436,3.6745742486350865,1.0,0.9803841471883398,0.9999999999999999,0.0013958546867994983,7.757000778785511e-05,0.0027141393658111418,0.8162667407523259,0.8092561689945094,0.8232773125101424
obstacle_count,1.0,looped-HB,192,1.5162918601334041,1.4896288634790542,1.5434321000850741,1.521832641770754,1.0,0.9803841471883398,0.9999999999999999,-0.030962822601584287,-0.03468352417971955,-0.02724212102344902,-0.08717813098019178,-0.09093743286315284,-0.08341882909723072
obstacle_count,2.0,looped-HB,192,1.216819631985121,1.1958786272406345,1.238127334210204,1.2123823435749557,0.9583333333333334,0.9199471090362051,0.9787383592197733,-0.2408444558681785,-0.2489088915219582,-0.23278002021439878,-0.08961953725520289,-0.09223229550907878,-0.08700677900132699
obstacle_count,4.0,looped-HB,192,0.9181590502345703,0.8972454517843517,0.9395601168567003,0.9275075484718251,0.3020833333333333,0.2415399999204219,0.37039127515086007,-0.3390959772621365,-0.35001409617338897,-0.3281778583508841,-0.09738387294540492,-0.1029130033406011,-0.09185474255020873
obstacle_count,6.0,looped-HB,192,0.7314044120150581,0.7091118976283179,0.7543977413216229,0.7398648320796899,0.057291666666666664,0.0322881930436125,0.09966334330004481,-0.5354537129928671,-0.5423156829475537,-0.5285917430381806,-0.03234614095951353,-0.040389471587564715,-0.024302810331462338
obstacle_count,1.0,population-PCG,192,0.9654910456128495,0.9271493011030343,1.0054183916760575,0.9205978817598819,0.40625,0.3392780850530167,0.47689988734916944,-4.1657167224141284e-05,-0.0004779604430462218,0.00039464610859793925,0.3903526175781735,0.37597855831974053,0.4047266768366065
obstacle_count,2.0,population-PCG,192,1.2001285232570733,1.1635475107888542,1.2378596137932627,1.1959025624103208,0.828125,0.7684585717967164,0.8749185247956316,-0.00021157900582507357,-0.0010512657310730316,0.0006281077194228844,0.6409837241274848,0.6290426054325544,0.6529248428224153
obstacle_count,4.0,population-PCG,192,2.2648664716323683,2.1903342653824374,2.341934843186508,2.2420171286052932,1.0,0.9803841471883398,0.9999999999999999,0.0030102379810904288,0.0016943759394464244,0.0043261000227344335,0.7821269118964361,0.7762950091477525,0.7879588146451197
obstacle_count,6.0,population-PCG,192,1.500105827286187,1.4470142987819008,1.5551453050272528,1.480196346769833,0.9427083333333334,0.9003366566999551,0.9677118069563875,0.006799156302338465,0.005374866900476561,0.008223445704200368,0.7959250029355948,0.7889246009599131,0.8029254049112764
relative_noise,0.05,angular-Jacobi-PCG,192,1.0757756228768658,1.034263926665339,1.118953451762974,1.08531643721139,0.6666666666666666,0.5972931463299536,0.7295015693994931,0.009228595371567594,0.007583869605444089,0.010873321137691098,0.35476123296530204,0.34343707001291357,0.3660853959176905
relative_noise,0.15,angular-Jacobi-PCG,192,2.2085364621868355,2.124351563504047,2.296057483424848,2.1534999601591465,1.0,0.9803841471883398,0.9999999999999999,0.000593240122045072,-0.000603743137148184,0.001790223381238328,0.758425336801641,0.7521640961451973,0.7646865774580848
relative_noise,0.3,angular-Jacobi-PCG,192,4.44665022629017,4.249590126416323,4.652848309312296,4.4045835699225435,1.0,0.9803841471883398,0.9999999999999999,0.00011033388949462271,-0.0007036493268321113,0.0009243171058213567,0.2741533284230779,0.2652962103305335,0.28301044651562224
relative_noise,0.5,angular-Jacobi-PCG,192,4.203898190609533,4.032442126773757,4.382644422760651,4.249718371984031,1.0,0.9803841471883398,0.9999999999999999,0.0006604941005521463,0.0001688637765389782,0.0011521244245653144,0.0,0.0,0.0
relative_noise,0.05,context-PCG,192,1.071426046808779,1.0281533705924824,1.1165199732008557,1.0842653968635523,0.625,0.5546990853449807,0.6903969514521042,0.006814233611848525,0.005266633985154829,0.008361833238542222,0.3926910525516784,0.3834066042180283,0.4019755008853285
relative_noise,0.15,context-PCG,192,2.68706466216693,2.577519375669578,2.8012656536444513,2.6706972063623917,1.0,0.9803841471883398,0.9999999999999999,0.0009074200582301501,-0.0003312847237366142,0.0021461248401969143,0.7764452422707109,0.7706085322413323,0.7822819523000895
relative_noise,0.3,context-PCG,192,4.320884421971995,4.15157469931993,4.497098942022794,4.36258942865455,1.0,0.9803841471883398,0.9999999999999999,0.00012591403636402822,-0.0007039267286489431,0.0009557548013769994,0.27419152731696766,0.26532940770264285,0.2830536469312925
relative_noise,0.5,context-PCG,192,3.87206701028362,3.698823522272118,4.053424782731152,3.9679237417742717,1.0,0.9803841471883398,0.9999999999999999,0.0006827672632063395,0.0002098616133595861,0.0011556729130530927,0.0,0.0,0.0
relative_noise,0.05,hybrid-PCG,192,0.8949829793652503,0.8596704440774163,0.9317460416044823,0.9211393160182186,0.375,0.30960304854789567,0.4453009146550192,0.004590316110347306,0.002323324465205884,0.006857307755488727,0.18620787783477985,0.17528888114670801,0.19712687452285169
relative_noise,0.15,hybrid-PCG,192,2.094669902357669,2.010350536264284,2.182525843476225,2.1353137696430338,0.9895833333333334,0.9628207069011787,0.9971387705540709,0.0002253995681280914,-0.0009980129297312414,0.0014488120659874244,0.748991874284305,0.7419576222646653,0.7560261263039447
relative_noise,0.3,hybrid-PCG,192,4.441534437037237,4.241149400913155,4.651387227985944,4.515953047312225,1.0,0.9803841471883398,0.9999999999999999,7.705876620405355e-05,-0.0007399918814565835,0.0008941094138646905,0.2742014923132956,0.26533737440117183,0.2830656102254194
relative_noise,0.5,hybrid-PCG,192,4.71942817684055,4.535571991002572,4.910737247813621,4.808836830754867,1.0,0.9803841471883398,0.9999999999999999,0.0006710425238590565,0.0001856901901648064,0.0011563948575533064,0.0,0.0,0.0
relative_noise,0.05,looped-HB,192,1.8097514735127935,1.7452560846788083,1.8766302691243648,1.8173608342031593,0.9791666666666666,0.947665460133743,0.991869347588416,-0.10601007297953785,-0.11349048349021279,-0.09852966246886291,-0.09560181276765434,-0.10319405560247344,-0.08800956993283524
relative_noise,0.15,looped-HB,192,0.9155080450374453,0.8939828720385972,0.9375514976220912,0.9120426973808882,0.3177083333333333,0.25597786243346865,0.3865904172374489,-0.3442281632362392,-0.3544482776213263,-0.33400804885115215,-0.10043646183718617,-0.1060988131313612,-0.09477411054301114
relative_noise,0.3,looped-HB,192,0.5134443645096654,0.4998576964893882,0.527400332731159,0.5187841240153064,0.0,0.0,0.019615852811660034,-0.5036234923500452,-0.5114928502459277,-0.4957541344541627,-0.4714704148937017,-0.483873068471925,-0.45906776131547833
relative_noise,0.5,looped-HB,192,0.20100058049501277,0.195989331278533,0.20613996229169904,0.20316753735898013,0.0,0.0,0.019615852811660034,-0.5512232985798123,-0.5573459442952733,-0.5451006528643514,-0.5344088904093951,-0.5451790740856473,-0.523638706733143
relative_noise,0.05,population-PCG,192,0.9417894367111309,0.9049251961635231,0.9801554281624747,0.952452311779884,0.4270833333333333,0.35921925017624723,0.4978080616921198,0.004854127456400965,0.003970474050736506,0.005737780862065425,0.08395780013127781,0.07826004686268451,0.08965555339987111
relative_noise,0.15,population-PCG,192,2.2724655662905002,2.193684766784273,2.3540755846821453,2.2961353199039287,1.0,0.9803841471883398,0.9999999999999999,0.0034352822275854097,0.0021270017728631176,0.0047435626823077014,0.7763505775219528,0.7704734796541608,0.7822276753897448
relative_noise,0.3,population-PCG,192,1.64346200629802,1.574725685662258,1.7151986474451957,1.5878250940352325,0.9583333333333334,0.9199471090362051,0.9787383592197733,0.002871069362707234,0.0018924993451090051,0.0038496393803054627,0.2703068661503494,0.26131376093061726,0.2792999713700815
relative_noise,0.5,population-PCG,192,0.5981678228022758,0.5778039793681344,0.6192493596657072,0.5870396105029088,0.010416666666666666,0.0028612294459291893,0.03717929309882126,0.005238226777287921,0.0043306069112548995,0.0061458466433209425,-0.0007324231167634415,-0.0009845564567890048,-0.0004802897767378782
wavenumber,6.0,angular-Jacobi-PCG,192,3.01996071752523,2.890847045072266,3.1548409836977442,3.116304782947959,1.0,0.9803841471883398,0.9999999999999999,0.0014914323703598253,0.0008184128028598059,0.002164451937859845,0.6987553825019859,0.692270218350231,0.7052405466537408
wavenumber,8.0,angular-Jacobi-PCG,192,2.220450543670292,2.1397919960744503,2.3041494808517595,2.146561420939972,1.0,0.9803841471883398,0.9999999999999999,0.0011656412513876158,-0.00025203454000664654,0.002583317042781878,0.7600695485113343,0.7535711602099275,0.7665679368127412
wavenumber,10.0,angular-Jacobi-PCG,192,2.6624533271280346,2.5354715385724025,2.7957946327910306,2.6763999521837563,1.0,0.9803841471883398,0.9999999999999999,0.004371027442235467,0.0027432346681931508,0.005998820216277784,0.8030864612240597,0.7969833265812037,0.8091895958669156
wavenumber,12.0,angular-Jacobi-PCG,192,2.0277656522518677,1.9503645513716985,2.108238450888873,2.0100635066906847,0.9895833333333334,0.9628207069011787,0.9971387705540709,-0.0002767937843271903,-0.0022068722026348697,0.001653284633980489,0.8237852646567868,0.816656721743975,0.8309138075695987
wavenumber,6.0,context-PCG,192,3.209088305636329,3.075872206865617,3.348073996827713,3.238762740497143,1.0,0.9803841471883398,0.9999999999999999,0.0014193074396935928,0.0007313156102297699,0.002107299269157416,0.7014542157024456,0.6949381665555523,0.7079702648493389
wavenumber,8.0,context-PCG,192,2.644233251758466,2.5392806659511122,2.7535236980533777,2.6526109696594578,1.0,0.9803841471883398,0.9999999999999999,0.0009915404628611346,-0.0004338924612741757,0.0024169733869964447,0.7769816876486099,0.7710038597397112,0.7829595155575085
wavenumber,10.0,context-PCG,192,2.9240104677426024,2.788220370870344,3.066413725683913,2.906015307417298,1.0,0.9803841471883398,0.9999999999999999,0.004198054842486816,0.002579285789286709,0.005816823895686923,0.823385011827971,0.817804667049543,0.8289653566063989
wavenumber,12.0,context-PCG,192,2.0665810071469752,1.9924684041776897,2.143450330326913,2.0808256487365995,0.9947916666666666,0.971091779786119,0.9990800325356756,-0.001197113442992661,-0.003202567170665249,0.0008083402846799273,0.847740939188346,0.841572336355619,0.853909542021073
wavenumber,6.0,hybrid-PCG,192,2.750260056023978,2.6259977755921473,2.8804024306743337,2.7897473239515636,1.0,0.9803841471883398,0.9999999999999999,0.0013291954164532875,0.0006401726220396137,0.0020182182108669615,0.6949056000642789,0.6879034276959047,0.7019077724326531
wavenumber,8.0,hybrid-PCG,192,2.123831769341753,2.0388510165759084,2.2123545800029207,2.1358738000261117,1.0,0.9803841471883398,0.9999999999999999,0.0007883247221632823,-0.0006667681340964014,0.002243417578422966,0.7520245340904997,0.7449593982483361,0.7590896699326634
wavenumber,10.0,hybrid-PCG,192,2.659647510862696,2.523242861817076,2.8034260946820213,2.6065386840312503,1.0,0.9803841471883398,0.9999999999999999,0.004299038770967178,0.002614053462389334,0.005984024079545022,0.7942907540479306,0.7876071872233794,0.8009743208724818
wavenumber,12.0,hybrid-PCG,192,1.9155040618504722,1.840631187648922,1.9934226017610561,1.9368675419548085,0.9947916666666666,0.971091779786119,0.9990800325356756,-0.0010981977596034532,-0.0030623473023620746,0.0008659517831551683,0.8013990631546525,0.7932999957396699,0.809498130569635
wavenumber,6.0,looped-HB,192,1.4869688195507011,1.441105346952845,1.5342919065502263,1.5162536972297525,0.9375,0.8939464188171837,0.9638897099726136,-0.13911252258715384,-0.14655176515770024,-0.13167328001660744,-0.1828430553820605,-0.189675974293974,-0.176010136470147
wavenumber,8.0,looped-HB,192,0.900607484806925,0.8801235206532289,0.9215681920286151,0.9063442925325103,0.2604166666666667,0.20347137628900983,0.3267612198499105,-0.34369969485356444,-0.354470927336815,-0.33292846237031387,-0.09899154748321355,-0.10488318720963503,-0.09309990775679207
wavenumber,10.0,looped-HB,192,0.8812480168976247,0.8506311214991302,0.9129669108712363,0.8942664041266575,0.3333333333333333,0.27049843060050693,0.4027068536700463,-0.541147647530199,-0.549022361994407,-0.5332729330659909,-0.06266275898936631,-0.06804947690732527,-0.05727604107140736
wavenumber,12.0,looped-HB,192,0.7100662416439609,0.6900544229247283,0.7306584100793132,0.7184448860234054,0.036458333333333336,0.0177704201063221,0.07333177677115439,-0.41494688269704855,-0.4238263171941663,-0.4060674481999308,-0.006372568502532282,-0.011141267915336928,-0.0016038690897276359
wavenumber,6.0,population-PCG,192,3.2597201091580894,3.114944328077411,3.4112247510400957,3.2860785632256047,1.0,0.9803841471883398,0.9999999999999999,0.0011194507311564825,0.0004198475485355736,0.0018190539137773914,0.7079729379038326,0.7014367198630724,0.7145091559445929
wavenumber,8.0,population-PCG,192,2.2029664986476716,2.125285639877089,2.2834866537961678,2.206793530641887,0.9947916666666666,0.971091779786119,0.9990800325356756,0.0035465244064791118,0.002088324760385377,0.005004724052572847,0.7770597474979392,0.771024850880909,0.7830946441149693
wavenumber,10.0,population-PCG,192,1.7589961381785773,1.6918050337217505,1.8288557797470337,1.8244542078863824,0.9791666666666666,0.947665460133743,0.991869347588416,0.0036283294446717317,0.0021601966955501714,0.005096462193793292,0.7426242815527075,0.7345556708282617,0.7506928922771534
wavenumber,12.0,population-PCG,192,1.138271387300408,1.1037761008973717,1.1738447227598245,1.1394173993457302,0.7239583333333334,0.6568006879661141,0.7823297112953298,0.0036521662721455896,0.001988452063936691,0.005315880480354488,0.480289371791514,0.4713956270071741,0.4891831165758539
