axis,level,candidate,n_geometry_batches,geometric_mean_gain,gain_ci95_lower,gain_ci95_upper,median_gain,candidate_win_rate,win_rate_ci95_lower,win_rate_ci95_upper,average_precision_delta_mean,average_precision_delta_ci95_lower,average_precision_delta_ci95_upper,coverage_delta_mean,coverage_delta_ci95_lower,coverage_delta_ci95_upper
aperture_degrees,120.0,angular-Jacobi-PCG,192,1.010430249139732,0.9733405918161301,1.0489332274446515,0.9959929843428386,0.484375,0.41468672562976333,0.5546762697706009,0.0010093838135471793,6.5462405537950515e-06,0.0020122213865405632,0.2452932310795101,0.23054884362532627,0.26003761853369395
aperture_degrees,180.0,angular-Jacobi-PCG,192,1.127004420764295,1.091785905567652,1.1633590046776443,1.1238018548943622,0.6875,0.6187999478210462,0.7488441073745813,0.0015186972134367024,0.0004863427379031848,0.0025510516889702198,0.4609308489695347,0.44792735179001153,0.47393434614905783
aperture_degrees,270.0,angular-Jacobi-PCG,192,1.4345117636049514,1.3921943176285745,1.4781155000159953,1.446266188169861,0.9635416666666666,0.9266682232288456,0.9822295798936779,0.004808974867850971,0.003541237935827087,0.006076711799874856,0.6580004923065038,0.6488945641728425,0.6671064204401651
aperture_degrees,360.0,angular-Jacobi-PCG,192,2.3342264949856277,2.240251367327151,2.432143735903012,2.3540309580878027,1.0,0.9803841471883398,0.9999999999999999,0.0009225234462653687,-0.00023746801875464292,0.00208251491128538,0.7623432121072256,0.7568342872504326,0.7678521369640186
aperture_degrees,120.0,context-PCG,192,1.333715280990561,1.2738373434355719,1.3964078380292035,1.2740763461919893,0.8125,0.7513616019821585,0.8613784900105539,0.00015743592050496166,-0.0005975750258085302,0.0009124468668184535,0.3368675575281183,0.32544187514617495,0.34829323991006167
aperture_degrees,180.0,context-PCG,192,1.3742063634302144,1.323826554241151,1.4265034367546705,1.3753834709287505,0.9010416666666666,0.8506196921810738,0.9357300925429071,-0.00017460709009564009,-0.0010754188139091144,0.0007262046337178343,0.5363835879931381,0.5256025283415996,0.5471646476446766
aperture_degrees,270.0,context-PCG,192,1.7257387643676931,1.6665019491025774,1.7870811879008597,1.6974793588898764,0.9947916666666666,0.971091779786119,0.9990800325356756,0.0031311321839536943,0.0018580210669207984,0.00440424330098659,0.6903300262541355,0.6809308966632668,0.6997291558450043
aperture_degrees,360.0,context-PCG,192,2.7279344808453967,2.6136108097656923,2.847258858885872,2.7850559483295285,1.0,0.9803841471883398,0.9999999999999999,0.0011753112159580564,-2.550651266276186e-06,0.002353173083182389,0.7785627886951261,0.773534969972439,0.7835906074178132
aperture_degrees,120.0,hybrid-PCG,192,0.9752262414115287,0.9383054972950345,1.0135997547487567,0.9721316119615591,0.4635416666666667,0.39441127642998497,0.5341023795041985,0.00044206643911909836,-0.0005550677966882492,0.001439200674926446,0.21127962633424127,0.19599820295105605,0.2265610497174265
aperture_degrees,180.0,hybrid-PCG,192,1.1808241286006715,1.1416533200904693,1.2213389109883561,1.1838273679113942,0.7552083333333334,0.6897752345339652,0.8106291739267502,-1.1358748843040325e-05,-0.0010043455518447815,0.000981628054158701,0.4496837733410454,0.43575173485323354,0.4636158118288573
aperture_degrees,270.0,hybrid-PCG,192,1.593949149602742,1.5297980194065595,1.660790417616624,1.5797869378713654,0.9635416666666666,0.9266682232288456,0.9822295798936779,0.004174133020765276,0.0028417594115077065,0.005506506630022845,0.6498990109054527,0.6396603937923502,0.6601376280185551
aperture_degrees,360.0,hybrid-PCG,192,2.158539400835011,2.067255682946118,2.2538539298230633,2.1329215732041624,1.0,0.9803841471883398,0.9999999999999999,0.0007045897214541444,-0.0005043604215429594,0.0019135398644512481,0.7519614216859433,0.7457367762053692,0.7581860671665174
aperture_degrees,120.0,looped-HB,192,0.7460426096605443,0.7303898830522967,0.7620307843027221,0.7521324442645192,0.015625,0.005327796907835389,0.04492506050346026,-0.0972296586655181,-0.10471968731295746,-0.08973963001807873,-0.5290560454712553,-0.5370893427906961,-0.5210227481518145
aperture_degrees,180.0,looped-HB,192,0.852501376403205,0.8317125005782947,0.8738098757251326,0.8493155031659044,0.19791666666666666,0.14772594103731715,0.25995863670306074,-0.12164502865778493,-0.13029839941294963,-0.11299165790262024,-0.2979262923117858,-0.3053478033452633,-0.2905047812783083
aperture_degrees,270.0,looped-HB,192,1.010557218223393,0.9866677960384752,1.035025056461435,1.0077999659752,0.5208333333333334,0.45045598828311517,0.5903933511830657,-0.2600759217730108,-0.2688209440211364,-0.25133089952488524,-0.15589292043053624,-0.1620599361418375,-0.14972590471923497
aperture_degrees,360.0,looped-HB,192,0.9201343702652711,0.8975655829220172,0.9432706372131762,0.90458156112846,0.2760416666666667,0.21767028870467015,0.3431993120338858,-0.3387317338444695,-0.3494608416818674,-0.32800262600707153,-0.09722443487286607,-0.10216690323103887,-0.09228196651469327
aperture_degrees,120.0,population-PCG,192,2.1988234586939437,2.097867201707481,2.304638062203209,2.213919344215542,0.9895833333333334,0.9628207069011787,0.9971387705540709,0.0001203660556125203,-0.0005068250733720937,0.0007475571845971344,0.39698428687794757,0.38736994189189594,0.4065986318639992
aperture_degrees,180.0,population-PCG,192,1.7989192750361924,1.724230282851125,1.8768435923452313,1.7795918644255688,0.9739583333333334,0.9404959170712583,0.9888265557843556,-0.00018259917936041194,-0.00103634176562993,0.000671143406909106,0.5915244964126032,0.581182206984977,0.6018667858402293
aperture_degrees,270.0,population-PCG,192,1.6325684205845679,1.5792175615394313,1.6877216368413852,1.592748612671428,0.9947916666666666,0.971091779786119,0.9990800325356756,0.004186920489096273,0.0027842638676206814,0.005589577110571865,0.6877291839045938,0.6760048448531766,0.699453522956011
aperture_degrees,360.0,population-PCG,192,2.2733286368402346,2.193520753500166,2.3560402074296984,2.2785686863496415,1.0,0.9803841471883398,0.9999999999999999,0.003477059105355732,0.002266304689011466,0.004687813521699998,0.777290602329837,0.7718214895285254,0.7827597151311487
joint_severity,0.0,angular-Jacobi-PCG,192,2.2523716484011045,2.171781729883639,2.3359520769119473,2.3001289683336026,1.0,0.9803841471883398,0.9999999999999999,0.00104172322276033,-0.00029426739420218063,0.002377713839722841,0.7605661338093341,0.7545752809690003,0.766556986649668
joint_severity,1.0,angular-Jacobi-PCG,192,1.9792091221903763,1.9113226582079894,2.049506781358589,1.9955516224496805,1.0,0.9803841471883398,0.9999999999999999,0.00038827617151498294,-0.0003829861241059658,0.0011595384671359316,0.2592956254957244,0.2507671940996254,0.26782405689182337
joint_severity,2.0,angular-Jacobi-PCG,192,1.2722275473788873,1.2367190425268133,1.3087555674753077,1.268374305988613,0.890625,0.8385831182841513,0.9273419967067392,0.0010221571469081064,0.0003559273935864367,0.0016883869002297762,0.1434816220231975,0.13666539161110483,0.15029785243529017
joint_severity,3.0,angular-Jacobi-PCG,192,1.337275844594577,1.2804940633661346,1.3965755372852555,1.365343335329677,0.8125,0.7513616019821585,0.8613784900105539,-0.0002349550308507815,-0.0005411027078773406,7.119264617577766e-05,-1.6608585913981816e-06,-4.916141430538618e-06,1.5944242477422549e-06
joint_severity,0.0,context-PCG,192,2.674539542486403,2.577798682264442,2.7749109399186103,2.652992301910741,1.0,0.9803841471883398,0.9999999999999999,0.0009521296345567226,-0.00038541981790964465,0.00228967908702309,0.7782854308582804,0.7727224531364322,0.7838484085801286
joint_severity,1.0,context-PCG,192,2.189345297395622,2.108828732843159,2.2729360410250123,2.1251612872381456,0.9895833333333334,0.9628207069011787,0.9971387705540709,0.00023945074921010787,-0.0005106930851567408,0.0009895945835769566,0.26028547579577815,0.25175442198375,0.26881652960780633
