seed,method,network_width,parameter_count,context_size,context_measurements,depth,batch_size,inference_ms,peak_memory_mib,matvec_proxy
17,population-PCG,256,364035,12,144,32,8,7.2310190997086465,195.94580078125,3667968
17,population-PCG,256,364035,16,256,32,8,7.237799750873819,197.94921875,6553600
17,population-PCG,256,364035,24,576,32,8,7.557267849915661,203.13330078125,14893056
17,population-PCG,256,364035,32,1024,32,8,7.850163648254238,208.03564453125,26738688
17,population-PCG,256,364035,48,2304,32,8,12.280592249589972,215.9697265625,61341696
17,context-PCG,256,563204,8,64,32,8,7.810074047301896,195.4912109375,1622016
17,context-PCG,256,563204,12,144,32,8,7.989021152025089,197.4736328125,3667968
17,context-PCG,256,563204,16,256,32,8,7.987889050855301,199.4833984375,6553600
17,context-PCG,256,563204,24,576,32,8,8.343535198946483,204.68505859375,14893056
17,context-PCG,256,563204,32,1024,32,8,8.778716649976559,209.611328125,26738688
17,context-PCG,256,563204,48,2304,32,8,13.80688324861694,217.6142578125,61341696
17,population-PCG,512,990211,8,64,32,8,7.004666549619287,200.10400390625,1622016
17,population-PCG,512,990211,12,144,32,8,7.229167298646644,202.08251953125,3667968
17,population-PCG,512,990211,16,256,32,8,7.250860350904986,204.0859375,6553600
17,population-PCG,512,990211,24,576,32,8,7.498756251879968,209.0986328125,14893056
17,population-PCG,512,990211,32,1024,32,8,7.8266338998219,212.70703125,26738688
17,population-PCG,512,990211,48,2304,32,8,12.295123998774216,221.0439453125,61341696
17,context-PCG,512,1781764,8,64,32,8,7.762663101311773,205.2255859375,1622016
17,context-PCG,512,1781764,12,144,32,8,7.945156950154342,207.2080078125,3667968
17,context-PCG,512,1781764,16,256,32,8,7.949006700073369,209.2177734375,6553600
17,context-PCG,512,1781764,24,576,32,8,8.324005448957905,214.318359375,14893056
17,context-PCG,512,1781764,32,1024,32,8,8.790345099987462,218.439453125,26738688
17,context-PCG,512,1781764,48,2304,32,8,13.760839801398106,226.8486328125,61341696
29,population-PCG,32,31171,8,64,32,8,7.0786343479994684,212.560546875,1622016
29,population-PCG,32,31171,12,144,32,8,7.232476299395785,214.5390625,3667968
29,population-PCG,32,31171,16,256,32,8,7.22211274842266,216.54248046875,6553600
29,population-PCG,32,31171,24,576,32,8,7.5437782012159005,223.07080078125,14893056
29,population-PCG,32,31171,32,1024,32,8,7.825222300016321,227.3828125,26738688
29,population-PCG,32,31171,48,2304,32,8,12.154643598478287,234.47021484375,61341696
29,context-PCG,32,34564,8,64,32,8,7.878738499130122,212.59423828125,1622016
29,context-PCG,32,34564,12,144,32,8,8.019172851345502,214.57666015625,3667968
29,context-PCG,32,34564,16,256,32,8,8.007129799807444,216.58642578125,6553600
29,context-PCG,32,34564,24,576,32,8,8.290260899229906,223.13232421875,14893056
29,context-PCG,32,34564,32,1024,32,8,8.892907199333422,227.46826171875,26738688
29,context-PCG,32,34564,48,2304,32,8,13.676653199945576,234.62451171875,61341696
29,population-PCG,64,66435,8,64,32,8,7.1165055996971205,212.828125,1622016
29,population-PCG,64,66435,12,144,32,8,7.235811749706045,214.806640625,3667968
29,population-PCG,64,66435,16,256,32,8,7.248802750837058,216.81005859375,6553600
29,population-PCG,64,66435,24,576,32,8,7.525262350100093,223.33837890625,14893056
29,population-PCG,64,66435,32,1024,32,8,7.891669849050231,227.650390625,26738688
29,population-PCG,64,66435,48,2304,32,8,12.196393599151634,234.73779296875,61341696
29,context-PCG,64,79364,8,64,32,8,7.828290350153111,212.93310546875,1622016
29,context-PCG,64,79364,12,144,32,8,7.982324101612903,214.91552734375,3667968
29,context-PCG,64,79364,16,256,32,8,7.991980100632645,216.92529296875,6553600
29,context-PCG,64,79364,24,576,32,8,8.368295850232244,223.47119140625,14893056
29,context-PCG,64,79364,32,1024,32,8,8.889202150749043,227.80712890625,26738688
29,context-PCG,64,79364,48,2304,32,8,13.641986149013974,234.96337890625,61341696
29,population-PCG,128,149251,8,64,32,8,7.108501551556401,213.45703125,1622016
29,population-PCG,128,149251,12,144,32,8,7.22893894999288,215.435546875,3667968
29,population-PCG,128,149251,16,256,32,8,7.2083551494870335,217.43896484375,6553600
29,population-PCG,128,149251,24,576,32,8,7.547898299526423,223.96728515625,14893056
29,population-PCG,128,149251,32,1024,32,8,7.932321701082401,228.279296875,26738688
29,population-PCG,128,149251,48,2304,32,8,12.152125799912028,235.36669921875,61341696
29,context-PCG,128,199684,8,64,32,8,7.843323901761323,214.43798828125,1622016
29,context-PCG,128,199684,12,144,32,8,8.02244869992137,216.42041015625,3667968
29,context-PCG,128,199684,16,256,32,8,8.041387647972442,218.43017578125,6553600
29,context-PCG,128,199684,24,576,32,8,8.37555569887627,224.97607421875,14893056
29,context-PCG,128,199684,32,1024,32,8,8.890219201566651,229.31201171875,26738688
29,context-PCG,128,199684,48,2304,32,8,13.658662198577076,236.46826171875,61341696
29,population-PCG,256,364035,8,64,32,8,7.116765948012471,216.47216796875,1622016
29,population-PCG,256,364035,12,144,32,8,7.27676514943596,218.45068359375,3667968
29,population-PCG,256,364035,16,256,32,8,7.257780252257362,220.4541015625,6553600
29,population-PCG,256,364035,24,576,32,8,7.541640949784778,226.982421875,14893056
29,population-PCG,256,364035,32,1024,32,8,7.839832149329595,231.29443359375,26738688
29,population-PCG,256,364035,48,2304,32,8,12.140493898186833,238.3818359375,61341696
29,context-PCG,256,563204,8,64,32,8,7.791669049765915,217.99609375,1622016
29,context-PCG,256,563204,12,144,32,8,7.970814351574518,219.978515625,3667968
29,context-PCG,256,563204,16,256,32,8,8.002989602391608,221.98828125,6553600
29,context-PCG,256,563204,24,576,32,8,8.337615901837125,228.5341796875,14893056
29,context-PCG,256,563204,32,1024,32,8,8.91157969890628,232.8701171875,26738688
29,context-PCG,256,563204,48,2304,32,8,13.694221997866409,240.0263671875,61341696
29,population-PCG,512,990211,8,64,32,8,7.0948200998827815,221.99951171875,1622016
29,population-PCG,512,990211,12,144,32,8,7.249906400102191,223.97802734375,3667968
29,population-PCG,512,990211,16,256,32,8,7.243760200799443,225.9814453125,6553600
29,population-PCG,512,990211,24,576,32,8,7.5367025507148355,232.857421875,14893056
29,population-PCG,512,990211,32,1024,32,8,7.900340299238451,236.27880859375,26738688
29,population-PCG,512,990211,48,2304,32,8,12.218978450982831,244.802734375,61341696
29,context-PCG,512,1781764,8,64,32,8,7.800447099725716,227.8203125,1622016
29,context-PCG,512,1781764,12,144,32,8,7.965305150719359,229.802734375,3667968
29,context-PCG,512,1781764,16,256,32,8,7.99461305141449,231.8125,6553600
29,context-PCG,512,1781764,24,576,32,8,8.38011454907246,237.2958984375,14893056
29,context-PCG,512,1781764,32,1024,32,8,9.000710750115104,242.19384765625,26738688
29,context-PCG,512,1781764,48,2304,32,8,13.715210900409147,249.021484375,61341696
43,population-PCG,32,31171,8,64,32,8,7.086601800983772,214.966796875,1622016
43,population-PCG,32,31171,12,144,32,8,7.21160855027847,216.9453125,3667968
43,population-PCG,32,31171,16,256,32,8,7.2203846502816305,218.94873046875,6553600
43,population-PCG,32,31171,24,576,32,8,7.50843919813633,225.43798828125,14893056
43,population-PCG,32,31171,32,1024,32,8,7.845901750260964,230.609375,26738688
43,population-PCG,32,31171,48,2304,32,8,12.220028997398911,238.48486328125,61341696
43,context-PCG,32,34564,8,64,32,8,7.803966899518855,215.00048828125,1622016
43,context-PCG,32,34564,12,144,32,8,7.995384151581675,216.98291015625,3667968
43,context-PCG,32,34564,16,256,32,8,8.0059744999744,218.99267578125,6553600
43,context-PCG,32,34564,24,576,32,8,8.314814799814485,225.49951171875,14893056
43,context-PCG,32,34564,32,1024,32,8,8.891610798309557,230.69482421875,26738688
43,context-PCG,32,34564,48,2304,32,8,13.82581604993902,238.63916015625,61341696
43,population-PCG,64,66435,8,64,32,8,7.078264799201861,215.234375,1622016
43,population-PCG,64,66435,12,144,32,8,7.22379325015936,217.212890625,3667968
43,population-PCG,64,66435,16,256,32,8,7.233856848324649,219.21630859375,6553600
43,population-PCG,64,66435,24,576,32,8,7.541423648945056,225.70556640625,14893056
43,population-PCG,64,66435,32,1024,32,8,7.896983250975609,230.876953125,26738688
43,population-PCG,64,66435,48,2304,32,8,12.186057100188918,238.75244140625,61341696
43,context-PCG,64,79364,8,64,32,8,7.805668999208137,215.33935546875,1622016
43,context-PCG,64,79364,12,144,32,8,7.999642050708644,217.32177734375,3667968
43,context-PCG,64,79364,16,256,32,8,8.091955349664204,219.33154296875,6553600
43,context-PCG,64,79364,24,576,32,8,8.29105710145086,225.83837890625,14893056
43,context-PCG,64,79364,32,1024,32,8,8.848280398524366,231.03369140625,26738688
43,context-PCG,64,79364,48,2304,32,8,13.813383498927578,238.97802734375,61341696
43,population-PCG,128,149251,8,64,32,8,7.04209559771698,215.86328125,1622016
43,population-PCG,128,149251,12,144,32,8,7.193176899454556,217.841796875,3667968
43,population-PCG,128,149251,16,256,32,8,7.196162399486639,219.84521484375,6553600
43,population-PCG,128,149251,24,576,32,8,7.483977600350045,226.33447265625,14893056
43,population-PCG,128,149251,32,1024,32,8,7.85272145003546,231.505859375,26738688
43,population-PCG,128,149251,48,2304,32,8,12.152656150283292,239.38134765625,61341696
43,context-PCG,128,199684,8,64,32,8,7.834428048226982,216.84423828125,1622016
43,context-PCG,128,199684,12,144,32,8,8.009082649368793,218.82666015625,3667968
43,context-PCG,128,199684,16,256,32,8,8.023500800481997,220.83642578125,6553600
43,context-PCG,128,199684,24,576,32,8,8.338067500153556,227.34326171875,14893056
43,context-PCG,128,199684,32,1024,32,8,8.94843140267767,232.53857421875,26738688
43,context-PCG,128,199684,48,2304,32,8,13.840570198954085,240.48291015625,61341696
43,population-PCG,256,364035,8,64,32,8,7.10819759988226,218.87841796875,1622016
43,population-PCG,256,364035,12,144,32,8,7.257431649486534,220.85693359375,3667968
43,population-PCG,256,364035,16,256,32,8,7.254820750677027,222.8603515625,6553600
43,population-PCG,256,364035,24,576,32,8,7.552162199863233,229.349609375,14893056
43,population-PCG,256,364035,32,1024,32,8,8.0159105011262,234.52099609375,26738688
43,population-PCG,256,364035,48,2304,32,8,12.135504398611374,242.396484375,61341696
43,context-PCG,256,563204,8,64,32,8,7.807687952299602,220.40234375,1622016
43,context-PCG,256,563204,12,144,32,8,7.990352649358101,222.384765625,3667968
43,context-PCG,256,563204,16,256,32,8,7.983421799144708,224.39453125,6553600
43,context-PCG,256,563204,24,576,32,8,8.337351499358192,230.9013671875,14893056
43,context-PCG,256,563204,32,1024,32,8,8.89588420104701,236.0966796875,26738688
43,context-PCG,256,563204,48,2304,32,8,13.853317248867825,244.041015625,61341696
43,population-PCG,512,990211,8,64,32,8,7.095977300195955,223.91357421875,1622016
43,population-PCG,512,990211,12,144,32,8,7.225665601436049,225.89208984375,3667968
43,population-PCG,512,990211,16,256,32,8,7.269456752692349,227.8955078125,6553600
43,population-PCG,512,990211,24,576,32,8,7.546693499898538,233.068359375,14893056
43,population-PCG,512,990211,32,1024,32,8,7.880749451578595,239.61083984375,26738688
43,population-PCG,512,990211,48,2304,32,8,12.198867852566764,247.431640625,61341696
43,context-PCG,512,1781764,8,64,32,8,7.793397098430432,231.2265625,1622016
43,context-PCG,512,1781764,12,144,32,8,7.942974200705066,233.208984375,3667968
43,context-PCG,512,1781764,16,256,32,8,7.974312148871832,235.21875,6553600
43,context-PCG,512,1781764,24,576,32,8,8.27319840027485,241.90869140625,14893056
43,context-PCG,512,1781764,32,1024,32,8,8.849079051287845,245.3349609375,26738688
43,context-PCG,512,1781764,48,2304,32,8,13.812724550371058,254.751953125,61341696
17,identity-CG,0,0,8,64,32,8,6.612287150346674,189.7685546875,1622016
17,identity-CG,0,0,12,144,32,8,6.781267299083993,191.7470703125,3667968
17,identity-CG,0,0,16,256,32,8,6.808738550171256,193.75048828125,6553600
17,identity-CG,0,0,24,576,32,8,6.907004650565796,198.9345703125,14893056
17,identity-CG,0,0,32,1024,32,8,7.054344899370335,203.8369140625,26738688
17,identity-CG,0,0,48,2304,32,8,10.469519550679252,211.77099609375,61341696
17,hybrid-PCG,32,33347,8,64,32,8,7.501807750668377,190.0771484375,1622016
17,hybrid-PCG,32,33347,12,144,32,8,7.679418349289335,192.0595703125,3667968
17,hybrid-PCG,32,33347,16,256,32,8,7.714896951802075,194.0693359375,6553600
17,hybrid-PCG,32,33347,24,576,32,8,7.928298649494536,199.271484375,14893056
17,hybrid-PCG,32,33347,32,1024,32,8,8.231736201560125,204.19775390625,26738688
17,hybrid-PCG,32,33347,48,2304,32,8,12.838829451357014,212.201171875,61341696
17,hybrid-PCG,64,74883,8,64,32,8,7.4869975505862385,190.3916015625,1622016
17,hybrid-PCG,64,74883,12,144,32,8,7.609460051753558,192.3740234375,3667968
17,hybrid-PCG,64,74883,16,256,32,8,7.6811990002170205,194.3837890625,6553600
17,hybrid-PCG,64,74883,24,576,32,8,7.962336149648763,199.5859375,14893056
17,hybrid-PCG,64,74883,32,1024,32,8,8.235695198527537,204.51220703125,26738688
17,hybrid-PCG,64,74883,48,2304,32,8,12.925665601505898,212.515625,61341696
17,hybrid-PCG,128,182531,8,64,32,8,7.581232697702944,191.2099609375,1622016
17,hybrid-PCG,128,182531,12,144,32,8,7.614588702563196,193.1923828125,3667968
17,hybrid-PCG,128,182531,16,256,32,8,7.723749199067242,195.2021484375,6553600
17,hybrid-PCG,128,182531,24,576,32,8,7.972175400936976,200.404296875,14893056
17,hybrid-PCG,128,182531,32,1024,32,8,8.297622398822568,205.33056640625,26738688
17,hybrid-PCG,128,182531,48,2304,32,8,12.877808397752233,213.333984375,61341696
17,hybrid-PCG,256,496131,8,64,32,8,7.526239348226227,194.3212890625,1622016
17,hybrid-PCG,256,496131,12,144,32,8,7.629279250977561,196.3037109375,3667968
17,hybrid-PCG,256,496131,16,256,32,8,7.678248549927957,198.3134765625,6553600
17,hybrid-PCG,256,496131,24,576,32,8,8.006292447680607,203.515625,14893056
17,hybrid-PCG,256,496131,32,1024,32,8,8.342445598100312,208.44189453125,26738688
17,hybrid-PCG,256,496131,48,2304,32,8,12.840214048628695,216.4453125,61341696
17,hybrid-PCG,512,1516547,8,64,32,8,7.448084800853394,203.2236328125,1622016
17,hybrid-PCG,512,1516547,12,144,32,8,7.6386241998989135,205.2060546875,3667968
17,hybrid-PCG,512,1516547,16,256,32,8,7.704926049336791,207.2158203125,6553600
17,hybrid-PCG,512,1516547,24,576,32,8,8.091616799356416,212.24658203125,14893056
17,hybrid-PCG,512,1516547,32,1024,32,8,8.283241451135837,215.70703125,26738688
17,hybrid-PCG,512,1516547,48,2304,32,8,12.844813999254256,224.28515625,61341696
29,identity-CG,0,0,8,64,32,8,7.119461998809129,220.080078125,1622016
29,identity-CG,0,0,12,144,32,8,7.182206498691812,222.05859375,3667968
29,identity-CG,0,0,16,256,32,8,7.160779400146566,224.06201171875,6553600
29,identity-CG,0,0,24,576,32,8,7.296557299559936,229.84423828125,14893056
29,identity-CG,0,0,32,1024,32,8,7.307005900656804,235.48388671875,26738688
29,identity-CG,0,0,48,2304,32,8,10.8735309477197,242.88330078125,61341696
29,hybrid-PCG,32,33347,8,64,32,8,7.966421797755174,212.6015625,1622016
29,hybrid-PCG,32,33347,12,144,32,8,8.079593299771659,214.583984375,3667968
29,hybrid-PCG,32,33347,16,256,32,8,8.102817149483599,216.59375,6553600
29,hybrid-PCG,32,33347,24,576,32,8,8.460847500828095,222.39404296875,14893056
29,hybrid-PCG,32,33347,32,1024,32,8,8.698617649497464,228.3544921875,26738688
29,hybrid-PCG,32,33347,48,2304,32,8,13.250782698742114,233.7109375,61341696
29,hybrid-PCG,64,74883,8,64,32,8,7.964704750338569,212.916015625,1622016
29,hybrid-PCG,64,74883,12,144,32,8,8.108753550914116,214.8984375,3667968
29,hybrid-PCG,64,74883,16,256,32,8,8.18747945013456,216.908203125,6553600
29,hybrid-PCG,64,74883,24,576,32,8,8.457646649912931,222.70849609375,14893056
29,hybrid-PCG,64,74883,32,1024,32,8,8.728479951969348,228.6689453125,26738688
29,hybrid-PCG,64,74883,48,2304,32,8,13.265923300059512,234.025390625,61341696
29,hybrid-PCG,128,182531,8,64,32,8,8.020120748551562,213.734375,1622016
29,hybrid-PCG,128,182531,12,144,32,8,8.205373300006613,215.716796875,3667968
29,hybrid-PCG,128,182531,16,256,32,8,8.18088055239059,217.7265625,6553600
29,hybrid-PCG,128,182531,24,576,32,8,8.484196499921381,223.52685546875,14893056
29,hybrid-PCG,128,182531,32,1024,32,8,8.729684248100966,229.4873046875,26738688
29,hybrid-PCG,128,182531,48,2304,32,8,13.260045999777503,234.84375,61341696
29,hybrid-PCG,256,496131,8,64,32,8,7.907670750864781,216.845703125,1622016
29,hybrid-PCG,256,496131,12,144,32,8,8.090911799808964,218.828125,3667968
29,hybrid-PCG,256,496131,16,256,32,8,8.098819648148492,220.837890625,6553600
29,hybrid-PCG,256,496131,24,576,32,8,8.356904299580492,226.63818359375,14893056
29,hybrid-PCG,256,496131,32,1024,32,8,8.68970334995538,232.5986328125,26738688
29,hybrid-PCG,256,496131,48,2304,32,8,13.223396599642001,237.955078125,61341696
29,hybrid-PCG,512,1516547,8,64,32,8,7.990670652361587,226.134765625,1622016
29,hybrid-PCG,512,1516547,12,144,32,8,8.108055448974483,228.1171875,3667968
29,hybrid-PCG,512,1516547,16,256,32,8,8.11236145091243,230.126953125,6553600
29,hybrid-PCG,512,1516547,24,576,32,8,8.37790780060459,236.42724609375,14893056
29,hybrid-PCG,512,1516547,32,1024,32,8,8.79271010053344,239.9189453125,26738688
29,hybrid-PCG,512,1516547,48,2304,32,8,13.269509249948896,247.208984375,61341696
43,identity-CG,0,0,8,64,32,8,7.091797050088644,220.314453125,1622016
43,identity-CG,0,0,12,144,32,8,7.170031248824671,222.29296875,3667968
43,identity-CG,0,0,16,256,32,8,7.1713121520588174,224.29638671875,6553600
43,identity-CG,0,0,24,576,32,8,7.289441648754291,230.828125,14893056
43,identity-CG,0,0,32,1024,32,8,7.326897251186892,234.85498046875,26738688
43,identity-CG,0,0,48,2304,32,8,10.858987100073136,242.41064453125,61341696
43,hybrid-PCG,32,33347,8,64,32,8,7.942425401415676,213.5859375,1622016
43,hybrid-PCG,32,33347,12,144,32,8,8.092871750704944,215.568359375,3667968
43,hybrid-PCG,32,33347,16,256,32,8,8.086689951596782,217.578125,6553600
43,hybrid-PCG,32,33347,24,576,32,8,8.342644351068884,224.7724609375,14893056
43,hybrid-PCG,32,33347,32,1024,32,8,8.736367800156586,228.30029296875,26738688
43,hybrid-PCG,32,33347,48,2304,32,8,13.348474551457912,235.8037109375,61341696
43,hybrid-PCG,64,74883,8,64,32,8,8.002376701915637,213.900390625,1622016
43,hybrid-PCG,64,74883,12,144,32,8,8.140046949847601,215.8828125,3667968
43,hybrid-PCG,64,74883,16,256,32,8,8.13297780114226,217.892578125,6553600
43,hybrid-PCG,64,74883,24,576,32,8,8.347227750346065,225.0869140625,14893056
43,hybrid-PCG,64,74883,32,1024,32,8,8.70687410060782,228.61474609375,26738688
43,hybrid-PCG,64,74883,48,2304,32,8,13.341324351495132,236.1181640625,61341696
43,hybrid-PCG,128,182531,8,64,32,8,8.00633359758649,214.71875,1622016
43,hybrid-PCG,128,182531,12,144,32,8,8.15128420072142,216.701171875,3667968
43,hybrid-PCG,128,182531,16,256,32,8,8.189910149667412,218.7109375,6553600
43,hybrid-PCG,128,182531,24,576,32,8,8.371799098677002,225.9052734375,14893056
43,hybrid-PCG,128,182531,32,1024,32,8,8.735044801142067,229.43310546875,26738688
43,hybrid-PCG,128,182531,48,2304,32,8,13.345961799495853,236.9365234375,61341696
43,hybrid-PCG,256,496131,8,64,32,8,7.9815449978923425,217.830078125,1622016
43,hybrid-PCG,256,496131,12,144,32,8,8.112999450531788,219.8125,3667968
43,hybrid-PCG,256,496131,16,256,32,8,8.147038400056772,221.822265625,6553600
43,hybrid-PCG,256,496131,24,576,32,8,8.403009350877255,229.0166015625,14893056
43,hybrid-PCG,256,496131,32,1024,32,8,8.749266600352712,232.54443359375,26738688
43,hybrid-PCG,256,496131,48,2304,32,8,13.36023565090727,240.0478515625,61341696
43,hybrid-PCG,512,1516547,8,64,32,8,7.977353199385107,226.583984375,1622016
43,hybrid-PCG,512,1516547,12,144,32,8,8.141596749192104,228.56640625,3667968
43,hybrid-PCG,512,1516547,16,256,32,8,8.144170101149939,230.576171875,6553600
43,hybrid-PCG,512,1516547,24,576,32,8,8.371589751914144,237.73583984375,14893056
43,hybrid-PCG,512,1516547,32,1024,32,8,8.792603001347743,239.95068359375,26738688
43,hybrid-PCG,512,1516547,48,2304,32,8,13.31836189783644,249.7705078125,61341696
