joint_severity,method,n_geometry_batches,raw_condition_median,transformed_condition_median,condition_reduction_median,geometry_commutator_mean,transformed_mean_relative_residual_mean,mean_relative_residual_mean,covariance_relative_residual_mean,transformed_covariance_relative_residual_mean
0.0,angular-Jacobi-PCG,192,26630.7783203125,840.2630310058594,24.40825366973877,0.18600284541025755,0.1477856785447026,0.4234014375445743,0.01263641552698871,0.012156243474843552
0.0,context-PCG,192,26630.7783203125,876.519287109375,24.605844497680664,0.18600284541025755,0.1176713647243256,0.3568555728998035,0.010988561223105792,0.011027453455123223
0.0,hybrid-PCG,192,26630.7783203125,945.5437927246094,22.33322811126709,0.18600284541025755,0.16467870240254945,0.4476432567462325,0.013346521402127061,0.013099867736552015
0.0,identity-CG,192,26630.7783203125,26630.7783203125,1.0,0.18600284541025755,0.9400489799057444,0.940048980837067,0.03264891006013684,0.03264890920157384
0.0,population-PCG,192,26630.7783203125,2010.61865234375,11.479724884033203,0.18600284541025755,0.17281267225431896,0.4277608289849013,0.013832119822230454,0.01393708501806633
1.0,angular-Jacobi-PCG,192,7022.9560546875,842.8900756835938,7.229935884475708,0.2696405057795345,0.11578389206745969,0.21167582614968217,0.011394564030827748,0.011179218442218017
1.0,context-PCG,192,7022.9560546875,850.5473327636719,7.487542629241943,0.2696405057795345,0.10391442778442672,0.19207224183871097,0.010624579122425782,0.010364849350783769
1.0,hybrid-PCG,192,7022.9560546875,838.8197326660156,7.332035303115845,0.2696405057795345,0.111769314816532,0.2081417592708021,0.011230071560324429,0.010936616590091286
1.0,identity-CG,192,7022.9560546875,7022.9560546875,1.0,0.2696405057795345,0.41727771268536645,0.41727770989139873,0.025324516046869833,0.025324515746130247
1.0,population-PCG,192,7022.9560546875,2755.9681396484375,2.1004323959350586,0.2696405057795345,0.19432605442125347,0.43455716921016574,0.02293126211346433,0.01902035566066232
2.0,angular-Jacobi-PCG,192,7121.80078125,1368.155517578125,4.171539545059204,0.2342673704649011,0.18202862093069896,0.28136600585033494,0.015580257366915805,0.014877338137011926
2.0,context-PCG,192,7121.80078125,1254.761962890625,4.813348293304443,0.2342673704649011,0.15261028578970579,0.21320065731803572,0.012648412007062336,0.012587409762393946
2.0,hybrid-PCG,192,7121.80078125,1379.2180786132812,4.245221138000488,0.2342673704649011,0.18801621879295752,0.28711066193257767,0.015974121730929814,0.01520827505737538
2.0,identity-CG,192,7121.80078125,7121.80078125,1.0,0.2342673704649011,0.3561361686637004,0.35613616881892085,0.023523814360184237,0.023523814753085945
2.0,population-PCG,192,7121.80078125,7421.783447265625,0.7496545910835266,0.2342673704649011,0.3237043301730106,0.5594129152595997,0.030040667945286214,0.02397081181212944
3.0,angular-Jacobi-PCG,192,3608.29638671875,588.1995544433594,5.387258768081665,0.3289840252449115,0.0786190447203504,0.08372039576837169,0.007676917344118264,0.007482134186526866
3.0,context-PCG,192,3608.29638671875,589.9212036132812,5.4483864307403564,0.3289840252449115,0.053167794714681756,0.0572621989025113,0.005601574235091246,0.005577831170133573
3.0,hybrid-PCG,192,3608.29638671875,588.7402954101562,5.428242444992065,0.3289840252449115,0.07764229446183886,0.0819946038924778,0.007531704650318667,0.007374492903181768
3.0,identity-CG,192,3608.29638671875,3608.29638671875,1.0,0.3289840252449115,0.10956661791230238,0.10956662074507521,0.011163369958618762,0.011163370278760895
3.0,population-PCG,192,3608.29638671875,2370.4967041015625,1.1419005393981934,0.3289840252449115,0.1564540563849732,0.2657939811858038,0.021515692458099946,0.01598620351190519
