method,network_width,parameter_count,dataset_size,depth,context_size,context_measurements,regime_class,n_tasks,average_precision_mean,average_precision_std,transformed_mean_relative_residual_mean,mean_relative_residual_mean,mean_relative_residual_std,covariance_relative_residual_mean,transformed_covariance_relative_residual_mean,relative_score_error_mean,numerical_coverage_95_mean,average_precision_ci95,mean_relative_residual_ci95
looped-Richardson,128,149251,32768,64,16,256,OOD,120,0.2867289829266487,0.21214601511936215,0.15693536767115193,1.5456089769800505,0.6151914528385026,0.16779359240705766,0.04743935464260474,0.21852640248835084,0.047799743836124696,0.03795773826879752,0.11007171706198099
looped-Richardson,128,149251,32768,64,24,576,All,168,0.3909882420159497,0.2915590817170753,0.18414184158401825,1.4800824796160061,0.4917181574266856,0.12574306164779475,0.0427798414713747,0.21989125829367406,0.041340195855203356,0.044088772160399706,0.07435628374956238
looped-Richardson,128,149251,32768,64,24,576,ID,48,0.6332135444528109,0.3228038970178298,0.15030754947413996,1.2331232118109863,0.3378894395924568,0.0689907447667792,0.03400993871036913,0.23193028320868805,0.027264029946915454,0.0913217492509651,0.09558947386346801
looped-Richardson,128,149251,32768,64,24,576,OOD,120,0.29409812104120536,0.21214739864440835,0.19767555842796958,1.5788661867380143,0.5096874809242162,0.14844398840020098,0.04628780257577693,0.21507564832766848,0.04697066221851852,0.03795798581283723,0.0911946613228579
looped-Richardson,128,149251,32768,64,32,1024,All,168,0.374170562568363,0.2923916646559261,0.23129269219047963,1.5261458985152698,0.42427041798603543,0.12457275978245191,0.05010262628396348,0.23415652272247128,0.050192843917535486,0.04421467309025394,0.064157019849361
looped-Richardson,128,149251,32768,64,32,1024,ID,48,0.6045475414316396,0.3543188392256906,0.19920029537752268,1.2931564102570217,0.32463942915116656,0.0741289671665678,0.04275587666779752,0.24648187557856238,0.03148915769027852,0.10023737783089502,0.0918410242868963
looped-Richardson,128,149251,32768,64,32,1024,OOD,120,0.2820197710230524,0.201054002025444,0.2441296509156624,1.6193416938185692,0.4246564842504908,0.14475027682880556,0.05304132613042986,0.22922638158003486,0.05767431840843827,0.03597312531410151,0.07598068563417816
looped-Richardson,128,149251,32768,64,48,2304,All,168,0.35796841955328224,0.30035110819389155,0.2983708296503339,1.5535437603081976,0.37103037059337857,0.12101038919007845,0.06815853138409905,0.259032969762172,0.07975734768080565,0.045418278515961294,0.05610620453783005
looped-Richardson,128,149251,32768,64,48,2304,ID,48,0.587444292076429,0.3868855465517209,0.2780159059911966,1.2845043664177258,0.3495238244791322,0.0715217309383054,0.059430128118644114,0.2713459969187776,0.052853952564570705,0.10945055247913367,0.0988808603340951
looped-Richardson,128,149251,32768,64,48,2304,OOD,120,0.2661780705440235,0.19427791252730578,0.3065127991139889,1.6611595178643863,0.3225929932789623,0.14080585249078767,0.07164989269028103,0.25410775889952975,0.09051870572729963,0.03476072907129882,0.05771921004192002
looped-Richardson,128,149251,32768,96,8,64,All,168,0.5733247395708938,0.2660722057157461,0.2441823817974918,0.32238856111317066,0.23386756752431948,0.021931837717602275,0.018269437328117803,0.23961130532898958,0.19518342782560333,0.04023471602026763,0.03536481813415846
looped-Richardson,128,149251,32768,96,8,64,ID,48,0.8092708883089953,0.1987726999178666,0.410640702029923,0.41064077666184556,0.28740475831395795,0.027643526613246604,0.02764353397409039,0.2858640451546913,0.18556015893166958,0.05623312118451321,0.08130727514368205
looped-Richardson,128,149251,32768,96,8,64,OOD,120,0.4789462800756531,0.22870859671860208,0.17759905370451934,0.28708767489370074,0.19933187115365866,0.019647162159344544,0.014519798669728771,0.2211102093987089,0.19903273538317684,0.040921160122589256,0.03566499700512024
looped-Richardson,128,149251,32768,96,12,144,All,168,0.4700132789574707,0.30326865412769827,0.10145332890429663,0.9699456904615674,0.22308720800522205,0.11976951622359805,0.03862206290830809,0.2372093782981946,0.054497691036279584,0.04585946188499086,0.03373464145831785
looped-Richardson,128,149251,32768,96,12,144,ID,48,0.7527390720698576,0.2560274312247201,0.09623608257000639,0.9415494029720625,0.22285035495243496,0.06695363523128127,0.035480209354621615,0.22611257806420323,0.035528273239227276,0.07243057810538507,0.06304472908618808
looped-Richardson,128,149251,32768,96,12,144,OOD,120,0.3569229617125159,0.2409172756133849,0.10354022743801271,0.9813042054573695,0.22309748107319252,0.14089586862052475,0.03987880432978267,0.24164809839179116,0.0620854581551005,0.04310556993973912,0.03991720414941401
looped-Richardson,128,149251,32768,96,16,256,All,168,0.42966583526115104,0.29776363988944654,0.12280023408432797,1.259762161544391,0.564025502592325,0.11009371901551879,0.03410107399603081,0.20743140853231856,0.05191630132668204,0.045027008589210625,0.08529040402376734
looped-Richardson,128,149251,32768,96,16,256,ID,48,0.7048140821722241,0.29537830112850383,0.09735344676300879,0.9805039403339227,0.2426106764564715,0.060616133618168484,0.028995539643801697,0.21913965449978903,0.038079293653330105,0.08356300341796485,0.0686349562866063
looped-Richardson,128,149251,32768,96,16,256,OOD,120,0.3196065364967218,0.21729040390496057,0.13297894901285565,1.3714654500285783,0.615758169224021,0.1298847531744589,0.03614328773692246,0.2027481101453304,0.05745110439602282,0.03887818621106414,0.11017311548901268
looped-Richardson,128,149251,32768,96,24,576,All,168,0.43324665352005165,0.2977368479019563,0.15170752390154765,1.329922243243172,0.5182183097577017,0.09852802027238618,0.03189447499989039,0.20289654994294753,0.04589558924254514,0.04502295717765718,0.07836356478316026
looped-Richardson,128,149251,32768,96,24,576,ID,48,0.7041624249184526,0.28296882975446513,0.12046636889378226,1.0865884932378929,0.2735114497257025,0.05405041264990962,0.025445665853718866,0.2168643958866596,0.03138286483105423,0.08005234371519677,0.07737683547153379
looped-Richardson,128,149251,32768,96,24,576,OOD,120,0.3248803449606913,0.2265667354195791,0.16420398590465385,1.4272557432452837,0.5602586869211322,0.1163190633213768,0.034473998658359005,0.19730941156546272,0.0517006790071415,0.040537932511405333,0.10024299814921003
looped-Richardson,128,149251,32768,96,32,1024,All,168,0.4145329260117548,0.2995241096789151,0.19249095820954865,1.404226197728089,0.46240967334055766,0.09851402506631396,0.03637878543009888,0.21576058456585517,0.04792273954219469,0.045293222047512245,0.06992433441829818
looped-Richardson,128,149251,32768,96,32,1024,ID,48,0.6690248827238333,0.31650737721408867,0.15818297971660888,1.174622856080532,0.2850838818561644,0.05856624916971967,0.030229754474324428,0.23006580366442597,0.029841623424241893,0.08954045352317769,0.08065069540632719
looped-Richardson,128,149251,32768,96,32,1024,OOD,120,0.3127361433269233,0.22307538563064558,0.20621414960672454,1.4960675343871117,0.48805858156853993,0.11449313542495167,0.03883839781240865,0.21003849692642687,0.05515518598937581,0.039913250773129,0.08732476020629437
looped-Richardson,128,149251,32768,96,48,2304,All,168,0.39104279124233976,0.3020305201088222,0.25571790718961324,1.4563617809187799,0.38572433691523633,0.09612716680082178,0.049225478555031434,0.2391070923102753,0.07125394632540905,0.04567223462271254,0.05832818620096901
looped-Richardson,128,149251,32768,96,48,2304,ID,48,0.6289711664738564,0.35499451190203324,0.230572714159886,1.1924298492570717,0.30877521778802214,0.0564927932961533,0.04183394260083631,0.25299746698389447,0.045546342279218714,0.10042852673366456,0.08735301300340995
looped-Richardson,128,149251,32768,96,48,2304,OOD,120,0.29587144114973307,0.21512100806814052,0.2657759844015042,1.561934553583463,0.36304696103814743,0.11198091620268917,0.05218209293670948,0.23355094244082766,0.08153698794388518,0.03849003204597599,0.06495734326480222
looped-Richardson,128,149251,32768,128,8,64,All,168,0.5659760277277496,0.2723529104256397,0.2188268379663354,0.29006484514486275,0.2256721871214579,0.017998106040912277,0.014934123691337649,0.20665311073102674,0.22728376781118897,0.04118446712158971,0.03412553497679075
looped-Richardson,128,149251,32768,128,8,64,ID,48,0.8017162099005612,0.20735517393129335,0.3807897642691387,0.3807898738935667,0.28273548842615637,0.022468904803342057,0.022468904277047796,0.2460390215637744,0.21702274364118537,0.058661117088676,0.07998633107262784
looped-Richardson,128,149251,32768,128,8,64,OOD,120,0.4716799548586249,0.2360753221840091,0.1540416674452141,0.25377483364538117,0.1877484973953829,0.016209786535940365,0.011920211457053593,0.1908987463979277,0.2313881774791904,0.042239234548623966,0.0335924684726427
looped-Richardson,128,149251,32768,128,12,144,All,168,0.5179659556418947,0.2905089095123873,0.09235062951310755,0.8875133455509231,0.20702129230622024,0.09788967684532202,0.031897719317514936,0.22414892468424066,0.061892612912786325,0.04392996797296367,0.0313051973380046
looped-Richardson,128,149251,32768,128,12,144,ID,48,0.7929366592385767,0.2222490170606365,0.08888802568738653,0.8708014984925588,0.17696055676670602,0.05645562491069233,0.030653715288887374,0.2133745740478237,0.04097576419250492,0.06287460961527322,0.05006243029174985
looped-Richardson,128,149251,32768,128,12,144,OOD,120,0.40797767420322195,0.23713222850045293,0.09373567104339595,0.8941980843742688,0.218218153868514,0.11446329761917388,0.03239532092896596,0.22845866493880745,0.0702593524008989,0.04242833908264806,0.03904418174143333
looped-Richardson,128,149251,32768,128,16,256,All,168,0.4687368123955995,0.287396197080707,0.10996219114444791,1.1478657474120457,0.5339032370679009,0.09140796337409739,0.028393760916688215,0.19642951530182642,0.06047284852164527,0.043459272056400294,0.0807353968744784
looped-Richardson,128,149251,32768,128,16,256,ID,48,0.7486037357642621,0.260660893914199,0.08916713312889135,0.9039811939001083,0.19392461133901226,0.051670428714714896,0.0251993796943376,0.20955164528762296,0.04594493948873904,0.07374139226159993,0.054861589013945423
looped-Richardson,128,149251,32768,128,16,256,OOD,120,0.3567900430481345,0.21177088157866664,0.11828021435067053,1.2454195688168208,0.592950489274197,0.10730297723785039,0.02967151340562846,0.1911806633075078,0.06628401213480777,0.037890618362041044,0.10609230376333957
looped-Richardson,128,149251,32768,128,24,576,All,168,0.4693761741808406,0.29487282514162755,0.1325293887583982,1.2221539783335866,0.5217710574814584,0.08244341659537024,0.026072973795678595,0.19119543759595775,0.05272867980862165,0.044589867437496496,0.0789008016409992
looped-Richardson,128,149251,32768,128,24,576,ID,48,0.7579504415617405,0.24321338155747388,0.10494813664505874,0.9928016178309917,0.21987541897567378,0.04580187890678641,0.021330952333907246,0.20657182531431315,0.03712266093255792,0.06880546254323609,0.06220311484355564
looped-Richardson,128,149251,32768,128,24,576,OOD,120,0.3539464672284806,0.2272299526958969,0.14356188960373398,1.3138949225346248,0.5772857988661717,0.09710003167080378,0.02796978238038714,0.18504488250861562,0.058971087359047145,0.040656597138575695,0.10328953502768821
looped-Richardson,128,149251,32768,128,32,1024,All,168,0.44353806417152986,0.298769001255806,0.16815110943501899,1.3102326364744277,0.4794311865388904,0.08295515239504828,0.029042440549736533,0.20324380926433058,0.04913751108341824,0.04517903660342733,0.07249828139606634
looped-Richardson,128,149251,32768,128,32,1024,ID,48,0.7116136529910846,0.2864953316199182,0.134756869636476,1.0922771928211052,0.24951278011751488,0.04952139422918355,0.02393573619580513,0.21913468527297175,0.030691963668990217,0.08104999684784213,0.07058757267587856
looped-Richardson,128,149251,32768,128,32,1024,OOD,120,0.336307828643708,0.22862157516268536,0.1815088053544362,1.3974148139357567,0.520724228219227,0.09632865566139416,0.031085122291309095,0.19688745886087414,0.056515730049189444,0.04090558999066209,0.09316938597147868
looped-Richardson,128,149251,32768,128,48,2304,All,168,0.4209343156229738,0.2997081480404604,0.2270144816221935,1.3794809207320213,0.39275046628729743,0.0813285146307732,0.038803367526270394,0.22513635651696293,0.06612912860873617,0.045321051828506057,0.05939065839435756
looped-Richardson,128,149251,32768,128,48,2304,ID,48,0.6709637555141987,0.3194741605268474,0.19901757004360354,1.127532000343005,0.27760698711956,0.04774817354821906,0.03231521913160875,0.24041026799629128,0.042038689474187124,0.09037976136385949,0.07853546968377548
looped-Richardson,128,149251,32768,128,48,2304,OOD,120,0.32092253966648376,0.22459647615852005,0.2382132462536295,1.4802604888876278,0.3875414327235429,0.09476065106379485,0.04139862688413506,0.21902679192523158,0.07576530426255577,0.04018540840054294,0.0693399603257147
population-PCG,128,149251,32768,1,8,64,All,168,0.3372159530022679,0.28458636428344947,1.0049703667561214,2.3274819886400584,2.1673241265958056,0.5783928877540997,0.49791760547530084,0.2843515742570161,0.14121719838779725,0.04303437677521911,0.3277368657236498
population-PCG,128,149251,32768,1,8,64,ID,48,0.6144615812528197,0.354001038960591,1.4933799772212903,4.125490002334118,3.1033782352654256,0.5145681065817674,0.49477591427663964,0.21968161640688774,0.12850765007897277,0.10014747161727916,0.8779507671685824
population-PCG,128,149251,32768,1,8,64,OOD,120,0.22631770170204718,0.14407064434899441,0.8096065225700537,1.608278783162435,0.981110487178962,0.6039228002230327,0.4991742819547653,0.31021955739706747,0.14630101771132706,0.02577750898285449,0.17554293944271482
population-PCG,128,149251,32768,1,12,144,All,168,0.39639834912755534,0.2349209634755601,1.1595294833892869,3.426000539036024,2.068656142104947,0.6057574470483121,0.5505848269732225,0.2141093506610819,0.1355153638890312,0.03552410980778914,0.3128165611935216
population-PCG,128,149251,32768,1,12,144,ID,48,0.6235481860799513,0.312241990975671,1.258503516515096,5.4099433074394865,2.5447329630401705,0.5605739994595448,0.5705794046322504,0.18469501535097754,0.08112776221969394,0.08833376879563311,0.7199091080012088
population-PCG,128,149251,32768,1,12,144,OOD,120,0.30553841434659695,0.09901968857963149,1.1199398701389631,2.6324234316746393,1.1068618953328753,0.6238308260838191,0.5425869959096113,0.22587508478512364,0.15727040455676614,0.01771687024358561,0.19804272118480104
population-PCG,128,149251,32768,1,16,256,All,168,0.3923850988356765,0.23089528007852284,1.3882700176466078,4.040153577923775,1.7592247442320617,0.616360414595831,0.5884456198130336,0.1998678599706008,0.13252398836041154,0.03491535690242051,0.2660251859437872
population-PCG,128,149251,32768,1,16,256,ID,48,0.6123794885626818,0.3082293504205532,1.3410181552171707,5.680546169479688,2.2509581438416264,0.6151569920281569,0.6233223285526037,0.1845575751115878,0.07634459807741219,0.08719858623435045,0.6367997322379563
population-PCG,128,149251,32768,1,16,256,OOD,120,0.30438734294487435,0.09981682918887046,1.4071707626183827,3.3839965413014093,0.9069096090144289,0.6168417836229007,0.5744949363172054,0.205991973914206,0.15499574447361128,0.017859496795358917,0.16226671782196178
population-PCG,128,149251,32768,1,24,576,All,168,0.4050913791390924,0.2415035821159116,1.566072241181419,4.5833541211627775,2.019424354184467,0.6509757159011704,0.6582059482378619,0.20283799458827287,0.10864613479186244,0.0365195155133637,0.3053718639887833
population-PCG,128,149251,32768,1,24,576,ID,48,0.6476092256659519,0.3142215533738088,1.5106382643183072,6.414850686987241,2.5165131403822407,0.7169030519823233,0.7257788081963857,0.19328106070558226,0.058886053161889586,0.08889379022851994,0.7119256741192694
population-PCG,128,149251,32768,1,24,576,OOD,120,0.3080842405283486,0.09818475712917894,1.5882458319266637,3.8507554948329927,1.152201986205359,0.6246047814687093,0.6311768042544524,0.20666076814134912,0.1285501674438516,0.01756748205238704,0.20615509275799757
population-PCG,128,149251,32768,1,32,1024,All,168,0.4081087576103248,0.234656229210645,1.6992526210489727,4.871724350111825,2.1556148779769613,0.6981786367084298,0.7137764032397952,0.21181562596133774,0.08665876902454152,0.03548407741154151,0.3259662249619717
population-PCG,128,149251,32768,1,32,1024,ID,48,0.6287247476524375,0.3093572951191279,1.666657177110513,6.77923362950484,2.6650869746052597,0.8041685515393814,0.7984851002693176,0.20077550318092105,0.048708544978580855,0.08751768363027347,0.7539574542790349
population-PCG,128,149251,32768,1,32,1024,OOD,120,0.31986236159347975,0.1095023916819518,1.7122907986243565,4.10872063835462,1.288785130994654,0.6557826707760493,0.6798929244279861,0.2162316750735044,0.10183885864292577,0.019592463808157216,0.23059291808752067
population-PCG,128,149251,32768,1,48,2304,All,168,0.39723798309042657,0.23896109169977298,1.9300689810798282,5.5158154510316395,2.6110865976292086,0.7783388424487341,0.8135831654071808,0.22607008678217724,0.07366830527704826,0.03613504702067613,0.3948414208742015
population-PCG,128,149251,32768,1,48,2304,ID,48,0.6310702260210302,0.3076021556753259,1.882174089550972,7.845253298679988,3.3380413500692914,0.9322356941799322,0.9075579879184564,0.21450306847691533,0.0383450246978706,0.0870211518174047,0.9443373452940176
population-PCG,128,149251,32768,1,48,2304,OOD,120,0.3037050859181851,0.10903222521562594,1.9492269376913707,4.5840403119723,1.4500756952596496,0.7167801017562548,0.7759932364026706,0.23069689410428204,0.08779761750871933,0.019508340353556756,0.2594514616720077
population-PCG,128,149251,32768,2,8,64,All,168,0.4851490890681663,0.28023442647603836,0.7924759238958359,1.897375805392152,1.2208886234119005,0.3504373787325762,0.280707071136151,0.20800228308265403,0.19112912661789558,0.04237628856435909,0.18461946043260186
population-PCG,128,149251,32768,2,8,64,ID,48,0.738913347459595,0.25133028267535246,1.0198738866796095,2.6952113608519235,1.718546426760895,0.24539823628341154,0.23893294669687745,0.15029793869083122,0.16966942612392202,0.07110174711547855,0.4861795886315834
population-PCG,128,149251,32768,2,8,64,OOD,120,0.3836433857115947,0.22112121933712645,0.7015167387823263,1.578241583208243,0.752249002294465,0.3924530357122421,0.29741672091186044,0.23108402083938318,0.199713006815485,0.03956360605950395,0.13459442415636175
population-PCG,128,149251,32768,2,12,144,All,168,0.5810462869102677,0.21441915984574578,0.9533379989720526,3.2162055387383415,1.2537849280066915,0.3925295720941254,0.32382353208959097,0.14240620342925897,0.17542820372008935,0.03242388276705072,0.18959395023294445
population-PCG,128,149251,32768,2,12,144,ID,48,0.7563034646374528,0.22480219542273636,1.0068297957380612,4.56801870961984,1.1529979843871465,0.27073769752557075,0.29096647662421066,0.12101330670217669,0.10395407945422142,0.06359690794045049,0.3261850113638973
population-PCG,128,149251,32768,2,12,144,OOD,120,0.5109434158193936,0.16497197809607633,0.9319412802656492,2.675480270385742,0.8056360952407756,0.4412463219215473,0.3369663542757432,0.1509633621200919,0.20401785342643655,0.02951723209475993,0.14414658708455938
population-PCG,128,149251,32768,2,16,256,All,168,0.5788554619092489,0.21111175847661157,1.1956772261432238,4.061860689095089,1.561384398968003,0.3920254980524381,0.35815779013293125,0.12935950309925132,0.17026542299537958,0.03192374651834263,0.2361083064725241
population-PCG,128,149251,32768,2,16,256,ID,48,0.7612258854231464,0.22276046561597598,1.1776660631100337,5.639555046955745,1.8919889922546194,0.28166093801458675,0.3372250832617283,0.12412121798843141,0.0938031440794778,0.06301929924621316,0.5352467734511865
population-PCG,128,149251,32768,2,16,256,OOD,120,0.5059072925036899,0.15545102986147769,1.2028816913565,3.430782945950826,0.7757986802932997,0.43617132206757864,0.3665308728814125,0.1314548171435793,0.20085033456174034,0.027813718309896564,0.1388079961779304
population-PCG,128,149251,32768,2,24,576,All,168,0.6011700447579394,0.2064734491308668,1.3829389253542537,4.6666788430440995,2.233198550380573,0.4236304240212554,0.42266606468529927,0.13913385312826856,0.13701864331406316,0.03122235398153791,0.33769821710512565
population-PCG,128,149251,32768,2,24,576,ID,48,0.7696452346380003,0.22446470908526486,1.4263048072655995,6.926371097564697,2.8281869085831146,0.3271662636349598,0.39867756081124145,0.13960831270863608,0.07262436081267269,0.06350143250483486,0.8000986917646281
population-PCG,128,149251,32768,2,24,576,OOD,120,0.533779968805915,0.15459244825677373,1.3655925725897153,3.76280194123586,0.9778426192716452,0.46221608817577364,0.4322614662349224,0.13894406929612158,0.16277635631461934,0.02766009856919382,0.17495824368657187
population-PCG,128,149251,32768,2,32,1024,All,168,0.5944788264624703,0.20457887670975025,1.527565466151351,5.0996185810793015,2.6582906617448527,0.4762695738602252,0.4829964471005258,0.15390319306226,0.10036291083781089,0.03093586188764032,0.4019794911945733
population-PCG,128,149251,32768,2,32,1024,ID,48,0.744707857265492,0.22316596550426063,1.593947745859623,7.826477597157161,3.425687703786414,0.3897118456661701,0.4589046109467745,0.15266959276050326,0.053916877809873115,0.06313401582634533,0.9691326417909318
population-PCG,128,149251,32768,2,32,1024,OOD,120,0.5343872141412617,0.16223248841641674,1.5010125542680421,4.008874974648157,1.040616986174179,0.5108926651378473,0.49263318156202635,0.1543966331829627,0.11894132404898601,0.02902707519884989,0.18619000303654218
population-PCG,128,149251,32768,2,48,2304,All,168,0.5904666909421464,0.21261173716906584,1.7128518124421437,5.762338080576488,2.988084336936102,0.5997278272573437,0.5922836629407746,0.1776045268135411,0.07372145091565988,0.03215056922071773,0.4518499946953267
population-PCG,128,149251,32768,2,48,2304,ID,48,0.7601822119786347,0.21954989164212108,1.760220545033614,8.759216686089834,3.8397370528317967,0.5096506318077445,0.5597297238806883,0.17698814223210013,0.041002337224199395,0.06211102262966457,1.0862678783242108
population-PCG,128,149251,32768,2,48,2304,OOD,120,0.5225804825275512,0.16773176456224861,1.6939043194055556,4.56358663837115,1.2787658784544196,0.6357587054371834,0.6053052385648091,0.1778510806461175,0.08680909639224406,0.03001102054655714,0.22880024634981572
population-PCG,128,149251,32768,4,8,64,All,168,0.5335999806298419,0.2697901083784836,0.612684145481104,1.556573830190159,0.715670324331568,0.1512269467958027,0.10465281713931329,0.10138609429954414,0.35245838770753746,0.04079692715924714,0.1082217219425614
population-PCG,128,149251,32768,4,8,64,ID,48,0.7933508215261043,0.20939091604532464,0.6283907576774558,1.621978770941496,0.892591701312279,0.10127633895414566,0.08860357416172819,0.07747894416873649,0.3276466748211532,0.05923703185486895,0.2525156489242445
population-PCG,128,149251,32768,4,8,64,OOD,120,0.42969964427133694,0.21616729546192462,0.6064015006025633,1.5304118538896243,0.6337922689667237,0.17120718993246553,0.11107251433034733,0.11094895435186719,0.36238307286209115,0.03867723661366421,0.11339982534524896
population-PCG,128,149251,32768,4,12,144,All,168,0.7305325136502846,0.1606646167226634,0.6704871650962603,2.360109947976612,0.6025057875849493,0.2087731460951978,0.14838727106828062,0.0733234396847408,0.33687894176026534,0.024295266809068846,0.09110928816798812
population-PCG,128,149251,32768,4,12,144,ID,48,0.8547330822284737,0.1540384360641122,0.6688566294809183,2.5928203215201697,0.7454279233969413,0.1406052878592163,0.13258608120183146,0.05149483583712325,0.24391474920169756,0.04357772493831043,0.21088277599499702
population-PCG,128,149251,32768,4,12,144,OOD,120,0.680852286219009,0.13469448514936097,0.6711393793423971,2.267025798559189,0.5093074933543134,0.2360402893895904,0.1547077470148603,0.08205488122378782,0.3740646187836925,0.024099901243364204,0.0911266729200795
population-PCG,128,149251,32768,4,16,256,All,168,0.7116486571338753,0.16658426032070858,0.8229064111198697,2.7746007917892364,0.6966028027596098,0.21204087579445466,0.1722102154578481,0.06145545083009412,0.3465895212721079,0.025190419230073667,0.10533838313761436
population-PCG,128,149251,32768,4,16,256,ID,48,0.8472298562597765,0.15600286019989262,0.7668139711022377,2.6480104277531304,0.47142149521406546,0.15331307418333984,0.1613431818162401,0.05579298754067466,0.24348957863791532,0.044133463732072185,0.13336591031017211
population-PCG,128,149251,32768,4,16,256,OOD,120,0.6574161774835149,0.13766299178067817,0.8453433871269226,2.825236937403679,0.76430656171132,0.2355319964389006,0.1765570289144913,0.0637204361458619,0.387829498325785,0.02463103447109573,0.13675179526817807
population-PCG,128,149251,32768,4,24,576,All,168,0.7332196986533608,0.1542801514244673,1.010758418057646,2.9651721126976467,0.7373877953027849,0.23142238324951553,0.20897614201974296,0.06460268600356008,0.29748237942944145,0.02332982531350503,0.11150577889565338
population-PCG,128,149251,32768,4,24,576,ID,48,0.8592303625915888,0.15802673933370193,0.9697841554880142,2.9273065527280173,0.5455707194235723,0.16492956240350998,0.18710982954750455,0.06087236378031468,0.18667622898162028,0.044706022441801094,0.15434284684337687
population-PCG,128,149251,32768,4,24,576,OOD,120,0.6828154330780696,0.12072059603044984,1.0271481230854989,2.9803183366854986,0.8029301766637283,0.25801951158791775,0.21772266700863835,0.06609481489285822,0.34180483960856994,0.021599655243106357,0.14366243682104182
population-PCG,128,149251,32768,4,32,1024,All,168,0.7431012571816051,0.15348234822701534,1.151407476337183,3.239645175281025,0.7600882706361147,0.26488310014385547,0.24262274952516666,0.07870873332112313,0.21584213589362441,0.023209183681647268,0.11493848309752472
population-PCG,128,149251,32768,4,32,1024,ID,48,0.8747206389100568,0.13308256929804216,1.1176432681580384,3.2987872660160065,0.5359459594427829,0.19658653143172458,0.22030612236509717,0.07036299336080747,0.11245748028159136,0.03764927603224912,0.15161998653813766
population-PCG,128,149251,32768,4,32,1024,OOD,120,0.6904535044902246,0.127596565798992,1.164913159608841,3.2159883389870325,0.8338750651148643,0.29220172762870783,0.25154940038919443,0.0820470293052494,0.25719599813843763,0.02282992233377804,0.14919917987947012
population-PCG,128,149251,32768,4,48,2304,All,168,0.7457864664549069,0.15173766608058947,1.3006559649393672,3.6850713995240985,0.8708635177900318,0.32727049570530653,0.2945178173305023,0.10741454961576628,0.12746750219819308,0.022945357587830954,0.13168961499167825
population-PCG,128,149251,32768,4,48,2304,ID,48,0.8724063660653897,0.13091647639365447,1.2906856189171474,3.8768653770287833,0.5673836401751081,0.24124810021991527,0.26180733771373826,0.09667462203651662,0.055325253793853287,0.037036484814744516,0.16051375772055534
population-PCG,128,149251,32768,4,48,2304,OOD,120,0.6951385066107137,0.12840756590758237,1.3046441033482552,3.6083538085222244,0.9572850311403762,0.36167945389946304,0.30760200917720787,0.11171052064746614,0.15632440155992902,0.0229750286646253,0.17128002446908902
population-PCG,128,149251,32768,8,8,64,All,168,0.5087566578816651,0.27618409835066465,0.2896991756708649,0.42154050998388337,0.45942583026919664,0.03841232513548757,0.042022372290375594,0.013382237850800262,0.8698979528354747,0.04176380895013207,0.06947312577625943
population-PCG,128,149251,32768,8,8,64,ID,48,0.7623215187816178,0.2342468032653177,0.14501971604962208,0.20507146799233544,0.2568511694851567,0.030202812112596147,0.03958104341533419,0.008960098214174603,0.7709927664448818,0.06626880291179985,0.07266361500352346
population-PCG,128,149251,32768,8,8,64,OOD,120,0.4073307135216841,0.22150690402888035,0.34757095951936207,0.5081281267805025,0.4936522826477923,0.041696130344644144,0.04299890384039216,0.015151093705450525,0.9094600273917118,0.039632613806718245,0.08832560031823657
population-PCG,128,149251,32768,8,12,144,All,168,0.7409973452773414,0.16560906424373073,0.44036129569368704,1.697404917861734,0.8619982725343848,0.08319859703381852,0.06750124359192944,0.03638064163082851,0.5578990431413764,0.025042952728957044,0.13034903669132
population-PCG,128,149251,32768,8,12,144,ID,48,0.8597576667903994,0.1537581932766384,0.47060558448235196,2.3694006527463594,1.1924955499501453,0.06005059155480311,0.05860653814549244,0.029003078195576817,0.38860543724149466,0.043498443796405065,0.33735893711786213
population-PCG,128,149251,32768,8,12,144,OOD,120,0.6934932166721182,0.14555770429205622,0.4282635801782211,1.428606623907884,0.4754974938926575,0.09245779922542469,0.07105912577050423,0.03933166700492919,0.6256164855013291,0.02604357776607907,0.08507729645777994
population-PCG,128,149251,32768,8,16,256,All,168,0.7516776481732157,0.16480680987708873,0.5404571390577725,2.2427182314651355,1.3129265175156466,0.09689137909472693,0.07673875508563854,0.03273236790361499,0.5129297159257389,0.024921638003388362,0.19853718070859286
population-PCG,128,149251,32768,8,16,256,ID,48,0.8716917235998617,0.14307626291575867,0.5922217244903246,3.3543361499905586,1.8301593067394921,0.09242678410373623,0.08592913656805949,0.029283711628522672,0.35985330926875275,0.04047650826543888,0.5177550545189129
population-PCG,128,149251,32768,8,16,256,OOD,120,0.7036720180025573,0.14798078185210017,0.5197513048847516,1.798071064054966,0.6311669207757037,0.09867721709112322,0.07306260249267017,0.03411183041365192,0.5741602785885334,0.026477121350564483,0.11293009095291012
population-PCG,128,149251,32768,8,24,576,All,168,0.7844411850848975,0.1514025189590464,0.6597273993705001,2.4645935800813494,1.5229083245054655,0.10767524345733576,0.09030333225659667,0.031139465093257834,0.5153896268900662,0.022894677550718393,0.23029005903322286
population-PCG,128,149251,32768,8,24,576,ID,48,0.8801511873799844,0.15204321976629268,0.7073622898509105,3.6854152753949165,2.1674169749094068,0.10785557042496896,0.09539052781959369,0.03207630396354939,0.33556547093515593,0.04301327499165799,0.613165799215954
