seed,axis,level,level_label,geometry_draw,method,network_width,depth,context_size,obstacle_count,relative_noise,aperture_degrees,wavenumber,rotation,jitter_fraction,tasks_per_geometry,average_precision,mean_relative_residual,covariance_relative_residual,relative_score_error,numerical_coverage_95
17,obstacle_count,1.0,count=1,6,identity-CG,0,32,48,1,0.15,360.0,8.0,4.946539388134744,0.05,4,0.9892857142857143,1.104980230331421,0.023129325825721025,0.00886567821726203,0.06855867337435484
17,obstacle_count,1.0,count=1,6,population-PCG,128,32,48,1,0.15,360.0,8.0,4.946539388134744,0.05,4,0.9892857142857143,0.31378453224897385,0.021669371984899044,0.00867716211359948,0.3995535597205162
17,obstacle_count,1.0,count=1,6,context-PCG,128,32,48,1,0.15,360.0,8.0,4.946539388134744,0.05,4,0.9892857142857143,0.17210413329303265,0.020806782878935337,0.011614469753112644,0.3995535597205162
17,obstacle_count,1.0,count=1,6,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,4.946539388134744,0.05,4,0.987012987012987,0.24668446369469166,0.020331792533397675,0.007694969710428268,0.4346300885081291
17,obstacle_count,1.0,count=1,7,exact,0,0,48,1,0.15,360.0,8.0,0.49597613587686074,0.05,4,1.0,0.00039550807559862733,7.5100620051671285e-06,0.0,1.0
17,obstacle_count,1.0,count=1,7,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,0.49597613587686074,0.05,4,1.0,0.14236675389111042,0.016465579392388463,0.004647067515179515,0.6683673337101936
17,obstacle_count,1.0,count=1,7,identity-CG,0,32,48,1,0.15,360.0,8.0,0.49597613587686074,0.05,4,1.0,0.9348818510770798,0.0205548123922199,0.009768394520506263,0.08609693683683872
17,obstacle_count,1.0,count=1,7,population-PCG,128,32,48,1,0.15,360.0,8.0,0.49597613587686074,0.05,4,1.0,0.27169160544872284,0.02018720516934991,0.0074896953301504254,0.4320790767669678
17,obstacle_count,1.0,count=1,7,context-PCG,128,32,48,1,0.15,360.0,8.0,0.49597613587686074,0.05,4,1.0,0.12492854800075293,0.01664038677699864,0.004425132559845224,0.6954719349741936
17,obstacle_count,1.0,count=1,7,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,0.49597613587686074,0.05,4,1.0,0.17601757869124413,0.017741644755005836,0.004155686445301399,0.720982126891613
17,obstacle_count,1.0,count=1,8,exact,0,0,48,1,0.15,360.0,8.0,3.531802761578486,0.05,4,0.9871031746031746,0.00042815606866497546,8.011874911062478e-06,0.0,1.0
17,obstacle_count,1.0,count=1,8,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,3.531802761578486,0.05,4,0.9871031746031746,0.15911631286144257,0.018731871154159307,0.0051856470527127385,0.5322066247463226
17,obstacle_count,1.0,count=1,8,identity-CG,0,32,48,1,0.15,360.0,8.0,3.531802761578486,0.05,4,0.994047619047619,0.868911623954773,0.01702561741694808,0.008941555512137711,0.07047193869948387
17,obstacle_count,1.0,count=1,8,population-PCG,128,32,48,1,0.15,360.0,8.0,3.531802761578486,0.05,4,0.9871031746031745,0.26715187728405,0.022410591132938862,0.007433438440784812,0.3973214253783226
17,obstacle_count,1.0,count=1,8,context-PCG,128,32,48,1,0.15,360.0,8.0,3.531802761578486,0.05,4,0.9871031746031745,0.11646373197436333,0.01886338507756591,0.00581377325579524,0.44387754052877426
17,obstacle_count,1.0,count=1,8,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,3.531802761578486,0.05,4,0.9871031746031745,0.16532319597899914,0.01798076741397381,0.0052452864474616945,0.47640305757522583
17,obstacle_count,1.0,count=1,9,exact,0,0,48,1,0.15,360.0,8.0,1.4902761921909473,0.05,4,0.9916666666666667,0.00038106807187432423,7.124068929442728e-06,0.0,1.0
17,obstacle_count,1.0,count=1,9,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,1.4902761921909473,0.05,4,0.9916666666666667,0.17526198737323284,0.019558951957151294,0.008417579578235745,0.5251913107931614
17,obstacle_count,1.0,count=1,9,identity-CG,0,32,48,1,0.15,360.0,8.0,1.4902761921909473,0.05,4,0.9916666666666667,1.0980425775051117,0.023257305845618248,0.009431758895516396,0.09024234302341938
17,obstacle_count,1.0,count=1,9,population-PCG,128,32,48,1,0.15,360.0,8.0,1.4902761921909473,0.05,4,1.0,0.2704502306878567,0.021602727472782135,0.007455451996065676,0.4649234637618065
17,obstacle_count,1.0,count=1,9,context-PCG,128,32,48,1,0.15,360.0,8.0,1.4902761921909473,0.05,4,0.9916666666666667,0.135716930963099,0.021014480968005955,0.008525233017280698,0.555803544819355
17,obstacle_count,1.0,count=1,9,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,1.4902761921909473,0.05,4,0.9916666666666667,0.19788948073983192,0.018848784966394305,0.005265519430395216,0.6045918166637421
17,obstacle_count,1.0,count=1,10,exact,0,0,48,1,0.15,360.0,8.0,1.1557222290640863,0.05,4,1.0,0.0003946120850741863,7.6043380659029935e-06,0.0,1.0
17,obstacle_count,1.0,count=1,10,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,1.1557222290640863,0.05,4,1.0,0.20539294183254242,0.018045171396806836,0.009438626002520323,0.4508928544819355
17,obstacle_count,1.0,count=1,10,identity-CG,0,32,48,1,0.15,360.0,8.0,1.1557222290640863,0.05,4,1.0,0.971995621919632,0.02079843939282,0.008061996079050004,0.10522959101945162
17,obstacle_count,1.0,count=1,10,population-PCG,128,32,48,1,0.15,360.0,8.0,1.1557222290640863,0.05,4,1.0,0.3025447353720665,0.023236092180013657,0.008494141744449735,0.42952805757522583
17,obstacle_count,1.0,count=1,10,context-PCG,128,32,48,1,0.15,360.0,8.0,1.1557222290640863,0.05,4,1.0,0.1562675666064024,0.01762248552404344,0.008216268324758857,0.5102040581405163
17,obstacle_count,1.0,count=1,10,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,1.1557222290640863,0.05,4,0.9999999999999999,0.20436276495456696,0.01997235370799899,0.0061788990860804915,0.5561224408447742
17,obstacle_count,1.0,count=1,11,exact,0,0,48,1,0.15,360.0,8.0,1.1751566159100206,0.05,4,0.9965034965034965,0.00034616078482940793,6.7624340545080486e-06,0.0,1.0
17,obstacle_count,1.0,count=1,11,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,1.1751566159100206,0.05,4,0.9946095571095572,0.11966082826256752,0.015061122132465243,0.004930962575599551,0.6568877398967743
17,obstacle_count,1.0,count=1,11,identity-CG,0,32,48,1,0.15,360.0,8.0,1.1751566159100206,0.05,4,0.9965034965034966,1.1208225935697556,0.026147799100726843,0.011938899522647262,0.08992346562445164
17,obstacle_count,1.0,count=1,11,population-PCG,128,32,48,1,0.15,360.0,8.0,1.1751566159100206,0.05,4,0.9965034965034965,0.2786060869693756,0.02255119476467371,0.008200060110539198,0.4588647931814194
17,obstacle_count,1.0,count=1,11,context-PCG,128,32,48,1,0.15,360.0,8.0,1.1751566159100206,0.05,4,0.994609557109557,0.09961462579667568,0.01762396388221532,0.005131598009029403,0.6068239733576775
17,obstacle_count,1.0,count=1,11,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,1.1751566159100206,0.05,4,0.994609557109557,0.16651053167879581,0.018388905795291066,0.004972527647623792,0.6170280426740646
17,obstacle_count,1.0,count=1,12,exact,0,0,48,1,0.15,360.0,8.0,4.765715410650272,0.05,4,0.9631461309345926,0.000382206286303699,7.291476777027128e-06,0.0,1.0
17,obstacle_count,1.0,count=1,12,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,4.765715410650272,0.05,4,0.9594895251946534,0.11017031036317348,0.013196608168072999,0.004251785372616723,0.6945152878761292
17,obstacle_count,1.0,count=1,12,identity-CG,0,32,48,1,0.15,360.0,8.0,4.765715410650272,0.05,4,0.9574693231744515,0.9547845125198364,0.022800395730882883,0.013649053988046944,0.09566326346248388
17,obstacle_count,1.0,count=1,12,population-PCG,128,32,48,1,0.15,360.0,8.0,4.765715410650272,0.05,4,0.9677757605642219,0.23311442509293556,0.019897802267223597,0.006272136815823615,0.5318877547979355
17,obstacle_count,1.0,count=1,12,context-PCG,128,32,48,1,0.15,360.0,8.0,4.765715410650272,0.05,4,0.9624657156708439,0.09303361177444458,0.016101495595648885,0.003743434412172064,0.7691326439380646
17,obstacle_count,1.0,count=1,12,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,4.765715410650272,0.05,4,0.9651663329547946,0.14726207684725523,0.01562612212728709,0.003983734204666689,0.708545908331871
17,obstacle_count,1.0,count=1,13,exact,0,0,48,1,0.15,360.0,8.0,6.16615710393661,0.05,4,0.8855157111221417,0.00044972232717555016,7.959609774843557e-06,0.0,1.0
17,obstacle_count,1.0,count=1,13,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,6.16615710393661,0.05,4,0.8914019395637043,0.19257805193774402,0.016273693880066276,0.010011255850258749,0.5041453987360001
17,obstacle_count,1.0,count=1,13,identity-CG,0,32,48,1,0.15,360.0,8.0,6.16615710393661,0.05,4,0.8944457209492807,0.972009614109993,0.016697417944669724,0.009676593472249806,0.07557397894561291
17,obstacle_count,1.0,count=1,13,population-PCG,128,32,48,1,0.15,360.0,8.0,6.16615710393661,0.05,4,0.8921525927590233,0.4103417247533798,0.025249406695365906,0.007910699700005352,0.38711733371019363
17,obstacle_count,1.0,count=1,13,context-PCG,128,32,48,1,0.15,360.0,8.0,6.16615710393661,0.05,4,0.8882138729785085,0.15166774345561862,0.014799694065004587,0.010096268735651392,0.49521683901548386
17,obstacle_count,1.0,count=1,13,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,6.16615710393661,0.05,4,0.8911576637749639,0.23292176518589258,0.016326107433997095,0.007031220768112689,0.5296556130051613
17,obstacle_count,1.0,count=1,14,exact,0,0,48,1,0.15,360.0,8.0,1.3522253177950483,0.05,4,0.9614782497594998,0.0003374494917807169,7.011970296844083e-06,0.0,1.0
17,obstacle_count,1.0,count=1,14,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,1.3522253177950483,0.05,4,0.9673161618474118,0.17384647578001022,0.017561200074851513,0.006129889457952231,0.589285708963871
17,obstacle_count,1.0,count=1,14,identity-CG,0,32,48,1,0.15,360.0,8.0,1.3522253177950483,0.05,4,0.9506275553150554,1.2874002754688263,0.028022751212120056,0.011502610286697745,0.09534438606351614
17,obstacle_count,1.0,count=1,14,population-PCG,128,32,48,1,0.15,360.0,8.0,1.3522253177950483,0.05,4,0.9614782497594998,0.2614705376327038,0.021684179548174143,0.005731145618483424,0.580357126891613
17,obstacle_count,1.0,count=1,14,context-PCG,128,32,48,1,0.15,360.0,8.0,1.3522253177950483,0.05,4,0.9716344997594997,0.12456932105123997,0.019974725088104606,0.00740032474277541,0.5073341876268387
17,obstacle_count,1.0,count=1,14,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,1.3522253177950483,0.05,4,0.9653844997594998,0.1776819620281458,0.02142656478099525,0.005788475915323943,0.5672831535339355
17,obstacle_count,1.0,count=1,15,exact,0,0,48,1,0.15,360.0,8.0,5.128533325575602,0.05,4,0.9977272727272727,0.0004316253398428671,7.555021284133545e-06,0.0,1.0
17,obstacle_count,1.0,count=1,15,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,5.128533325575602,0.05,4,0.9977272727272727,0.17481685802340508,0.02124670916236937,0.007702600792981684,0.5051020346581936
17,obstacle_count,1.0,count=1,15,identity-CG,0,32,48,1,0.15,360.0,8.0,5.128533325575602,0.05,4,0.9977272727272727,0.9573459178209305,0.02000929811038077,0.00893624103628099,0.08737244829535484
17,obstacle_count,1.0,count=1,15,population-PCG,128,32,48,1,0.15,360.0,8.0,5.128533325575602,0.05,4,1.0,0.32331281900405884,0.023368972819298506,0.010445882217027247,0.32174744084477425
17,obstacle_count,1.0,count=1,15,context-PCG,128,32,48,1,0.15,360.0,8.0,5.128533325575602,0.05,4,0.9977272727272727,0.13674726709723473,0.019758521812036633,0.00820532173383981,0.4658800847828388
17,obstacle_count,1.0,count=1,15,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,5.128533325575602,0.05,4,0.9977272727272727,0.17726949229836464,0.020897785667330027,0.006433400674723089,0.48915814608335495
17,obstacle_count,1.0,count=1,16,exact,0,0,48,1,0.15,360.0,8.0,2.0249228002881954,0.05,4,0.9966613247863246,0.0003508781810523942,7.236340593408386e-06,0.0,1.0
17,obstacle_count,1.0,count=1,16,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,2.0249228002881954,0.05,4,0.9966613247863249,0.1318408283405006,0.017051036440534517,0.005108208020828897,0.590561218559742
17,obstacle_count,1.0,count=1,16,identity-CG,0,32,48,1,0.15,360.0,8.0,2.0249228002881954,0.05,4,0.9966613247863247,1.210575357079506,0.02268507331609726,0.00922548386733979,0.09343112073838711
17,obstacle_count,1.0,count=1,16,population-PCG,128,32,48,1,0.15,360.0,8.0,2.0249228002881954,0.05,4,0.9966613247863247,0.22560490295290947,0.020795959746465087,0.006954474491067231,0.461415808647871
17,obstacle_count,1.0,count=1,16,context-PCG,128,32,48,1,0.15,360.0,8.0,2.0249228002881954,0.05,4,0.9966613247863247,0.09186986600980163,0.016401111788582057,0.004708008062152658,0.6259566321969032
17,obstacle_count,1.0,count=1,16,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,2.0249228002881954,0.05,4,0.9983974358974359,0.1545859882608056,0.017594168079085648,0.004551640107820276,0.5902423337101936
17,obstacle_count,1.0,count=1,17,exact,0,0,48,1,0.15,360.0,8.0,2.6452910711053463,0.05,4,0.9983974358974359,0.0003762637352338061,7.283767786248063e-06,0.0,1.0
17,obstacle_count,1.0,count=1,17,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,2.6452910711053463,0.05,4,0.9983974358974359,0.05273933080025017,0.008104636101052165,0.0011341566932969727,0.9719387739896774
17,obstacle_count,1.0,count=1,17,identity-CG,0,32,48,1,0.15,360.0,8.0,2.6452910711053463,0.05,4,1.0,0.9526747614145279,0.02738006180152297,0.0072235227562487125,0.12340561021119356
17,obstacle_count,1.0,count=1,17,population-PCG,128,32,48,1,0.15,360.0,8.0,2.6452910711053463,0.05,4,0.9983974358974359,0.24105671048164368,0.02087085833773017,0.006533188628964126,0.4658800810575485
17,obstacle_count,1.0,count=1,17,context-PCG,128,32,48,1,0.15,360.0,8.0,2.6452910711053463,0.05,4,0.9983974358974359,0.044631365686655045,0.008562915492802858,0.0012116965008317493,0.9655612260103226
17,obstacle_count,1.0,count=1,17,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,2.6452910711053463,0.05,4,0.9983974358974359,0.06150425877422094,0.008949227049015462,0.0012657305705943145,0.9477040767669678
17,obstacle_count,1.0,count=1,18,exact,0,0,48,1,0.15,360.0,8.0,0.46455228102717383,0.05,4,0.9965277777777778,0.00037867225182708353,7.054652087390423e-06,0.0,1.0
17,obstacle_count,1.0,count=1,18,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,0.46455228102717383,0.05,4,0.9965277777777779,0.09265240654349327,0.013249871437437832,0.0024616123737359885,0.829400509595871
17,obstacle_count,1.0,count=1,18,identity-CG,0,32,48,1,0.15,360.0,8.0,0.46455228102717383,0.05,4,0.9965277777777778,1.0604784190654755,0.023195803398266435,0.009547566762194037,0.0959821417927742
17,obstacle_count,1.0,count=1,18,population-PCG,128,32,48,1,0.15,360.0,8.0,0.46455228102717383,0.05,4,0.9965277777777778,0.23610179871320724,0.021769362967461348,0.007131083286367357,0.4470663145184517
17,obstacle_count,1.0,count=1,18,context-PCG,128,32,48,1,0.15,360.0,8.0,0.46455228102717383,0.05,4,0.9965277777777779,0.06368319736793637,0.012887968914583325,0.0031755637683090754,0.7602040693163872
17,obstacle_count,1.0,count=1,18,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,0.46455228102717383,0.05,4,0.9965277777777779,0.11127482866868377,0.014090604323428124,0.003110741039563436,0.7311862111091614
17,obstacle_count,1.0,count=1,19,exact,0,0,48,1,0.15,360.0,8.0,0.9625125551399277,0.05,4,1.0,0.0004108413922949694,7.759716027067043e-06,0.0,1.0
17,obstacle_count,1.0,count=1,19,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,0.9625125551399277,0.05,4,1.0,0.10500960238277912,0.015063997590914369,0.005398553374106996,0.6616709008812904
17,obstacle_count,1.0,count=1,19,identity-CG,0,32,48,1,0.15,360.0,8.0,0.9625125551399277,0.05,4,1.0,0.8577510565519333,0.017857288476079702,0.00803674478083849,0.09853316284716129
17,obstacle_count,1.0,count=1,19,population-PCG,128,32,48,1,0.15,360.0,8.0,0.9625125551399277,0.05,4,1.0,0.2671346925199032,0.02299776184372604,0.00898126361425966,0.39317601919174194
17,obstacle_count,1.0,count=1,19,context-PCG,128,32,48,1,0.15,360.0,8.0,0.9625125551399277,0.05,4,1.0,0.11514240596443415,0.01675685413647443,0.00457489985274151,0.6887754946947098
17,obstacle_count,1.0,count=1,19,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,0.9625125551399277,0.05,4,1.0,0.10436613857746124,0.011955911060795188,0.0033487293840153143,0.7324617207050323
17,obstacle_count,1.0,count=1,20,exact,0,0,48,1,0.15,360.0,8.0,0.41481821580372946,0.05,4,0.9974358974358974,0.00036819378146901727,7.008161901467247e-06,0.0,1.0
17,obstacle_count,1.0,count=1,20,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,0.41481821580372946,0.05,4,1.0,0.18003758788108826,0.020336207002401352,0.011671278509311378,0.3979591727256775
17,obstacle_count,1.0,count=1,20,identity-CG,0,32,48,1,0.15,360.0,8.0,0.41481821580372946,0.05,4,0.9974358974358974,1.1607165187597275,0.02421438042074442,0.009355196030810475,0.09343112073838711
17,obstacle_count,1.0,count=1,20,population-PCG,128,32,48,1,0.15,360.0,8.0,0.41481821580372946,0.05,4,0.9974358974358974,0.2652863599359989,0.022854479029774666,0.008882676949724555,0.40816324949264526
17,obstacle_count,1.0,count=1,20,context-PCG,128,32,48,1,0.15,360.0,8.0,0.41481821580372946,0.05,4,0.9974358974358974,0.16432121396064758,0.02642195182852447,0.011908718850463629,0.3520408049225807
17,obstacle_count,1.0,count=1,20,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,0.41481821580372946,0.05,4,0.9974358974358974,0.19054187461733818,0.02131556230597198,0.008290427213069052,0.4040178582072258
17,obstacle_count,1.0,count=1,21,exact,0,0,48,1,0.15,360.0,8.0,2.80709346211582,0.05,4,0.9981060606060606,0.0003842054138658568,7.4915292316291016e-06,0.0,1.0
17,obstacle_count,1.0,count=1,21,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,2.80709346211582,0.05,4,0.9981060606060606,0.08444233890622854,0.010313404840417206,0.0020891538297291845,0.8941326290369034
17,obstacle_count,1.0,count=1,21,identity-CG,0,32,48,1,0.15,360.0,8.0,2.80709346211582,0.05,4,0.9981060606060606,0.8449442684650421,0.020592577289789915,0.008940350962802768,0.11224489659070969
17,obstacle_count,1.0,count=1,21,population-PCG,128,32,48,1,0.15,360.0,8.0,2.80709346211582,0.05,4,0.9981060606060606,0.2682581879198551,0.023763694800436497,0.0070442239521071315,0.4515306055545807
17,obstacle_count,1.0,count=1,21,context-PCG,128,32,48,1,0.15,360.0,8.0,2.80709346211582,0.05,4,0.9981060606060606,0.061141612008214,0.009680332150310278,0.002282674569869414,0.8552295714616776
17,obstacle_count,1.0,count=1,21,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,2.80709346211582,0.05,4,0.9981060606060606,0.09357308316975832,0.010581540642306209,0.002923330175690353,0.7506377473473549
17,obstacle_count,1.0,count=1,22,exact,0,0,48,1,0.15,360.0,8.0,1.0056001505055099,0.05,4,1.0,0.0003927555735572241,7.63576554163592e-06,0.0,1.0
