seed,axis,level,level_label,geometry_draw,method,network_width,depth,context_size,obstacle_count,relative_noise,aperture_degrees,wavenumber,rotation,jitter_fraction,tasks_per_geometry,average_precision,mean_relative_residual,covariance_relative_residual,relative_score_error,numerical_coverage_95
17,obstacle_count,1.0,count=1,0,exact,0,0,48,1,0.15,360.0,8.0,0.9265967693661448,0.05,4,1.0,0.0004274964885553345,7.724489819338487e-06,0.0,1.0
17,obstacle_count,1.0,count=1,0,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,0.9265967693661448,0.05,4,1.0,0.11019436456263065,0.0171691223513335,0.0027659684856189415,0.7812499850988388
17,obstacle_count,1.0,count=1,0,identity-CG,0,32,48,1,0.15,360.0,8.0,0.9265967693661448,0.05,4,1.0,1.0935856699943542,0.02121174754574895,0.00872405688278377,0.05612244736403227
17,obstacle_count,1.0,count=1,0,population-PCG,128,32,48,1,0.15,360.0,8.0,0.9265967693661448,0.05,4,0.9916666666666667,0.2690529264509678,0.022682593669742346,0.007995526131708175,0.4075255021452904
17,obstacle_count,1.0,count=1,0,context-PCG,128,32,48,1,0.15,360.0,8.0,0.9265967693661448,0.05,4,1.0,0.09320307057350874,0.01416776527184993,0.0034803678427124396,0.6562499850988388
17,obstacle_count,1.0,count=1,0,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,0.9265967693661448,0.05,4,1.0,0.11227255500853062,0.01275429769884795,0.0026958828675560653,0.7385204136371613
17,obstacle_count,1.0,count=1,1,exact,0,0,48,1,0.15,360.0,8.0,5.986774604004034,0.05,4,0.97125,0.0004277910047676414,7.895664111856604e-06,0.0,1.0
17,obstacle_count,1.0,count=1,1,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,5.986774604004034,0.05,4,0.97125,0.1805423777550459,0.0198765741661191,0.012395493919029832,0.42889030277729034
17,obstacle_count,1.0,count=1,1,identity-CG,0,32,48,1,0.15,360.0,8.0,5.986774604004034,0.05,4,0.97125,0.809600442647934,0.02337256819009781,0.007038054056465626,0.12691326159983873
17,obstacle_count,1.0,count=1,1,population-PCG,128,32,48,1,0.15,360.0,8.0,5.986774604004034,0.05,4,0.97125,0.3139866627752781,0.02534412033855915,0.008944307337515056,0.3867984674870968
17,obstacle_count,1.0,count=1,1,context-PCG,128,32,48,1,0.15,360.0,8.0,5.986774604004034,0.05,4,0.97125,0.13483219593763351,0.018338320311158895,0.012115488876588643,0.4292091764509678
17,obstacle_count,1.0,count=1,1,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,5.986774604004034,0.05,4,0.97125,0.16233228147029877,0.016762308543547988,0.007869014400057495,0.43112244084477425
17,obstacle_count,1.0,count=1,2,exact,0,0,48,1,0.15,360.0,8.0,2.3749492404086854,0.05,4,0.8951624356172082,0.0003732120603672229,7.147260589590587e-06,0.0,1.0
17,obstacle_count,1.0,count=1,2,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,2.3749492404086854,0.05,4,0.8956016099694261,0.14872696809470654,0.018861189484596252,0.0059706220927182585,0.7024872303009033
17,obstacle_count,1.0,count=1,2,identity-CG,0,32,48,1,0.15,360.0,8.0,2.3749492404086854,0.05,4,0.8986872695206028,1.2557611763477325,0.02749679982662201,0.011125307064503431,0.07876275293529034
17,obstacle_count,1.0,count=1,2,population-PCG,128,32,48,1,0.15,360.0,8.0,2.3749492404086854,0.05,4,0.8959094917428251,0.24875535815954208,0.020323755219578743,0.00617368082748726,0.6151147857308388
17,obstacle_count,1.0,count=1,2,context-PCG,128,32,48,1,0.15,360.0,8.0,2.3749492404086854,0.05,4,0.8956016099694261,0.108016406185925,0.019936064025387168,0.005748930794652551,0.6728316247463226
17,obstacle_count,1.0,count=1,2,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,2.3749492404086854,0.05,4,0.8951624356172082,0.17958606779575348,0.017838794272392988,0.004365966306068003,0.712053544819355
17,obstacle_count,1.0,count=1,3,exact,0,0,48,1,0.15,360.0,8.0,5.816701599780751,0.05,4,0.9929545454545454,0.000352303461113479,6.878862222947646e-06,0.0,1.0
17,obstacle_count,1.0,count=1,3,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,5.816701599780751,0.05,4,0.989458041958042,0.17318104952573776,0.01767820306122303,0.006676263059489429,0.5794005021452904
17,obstacle_count,1.0,count=1,3,identity-CG,0,32,48,1,0.15,360.0,8.0,5.816701599780751,0.05,4,0.9910606060606061,1.2198395133018494,0.028836678247898817,0.011508123017847538,0.11096938513219357
17,obstacle_count,1.0,count=1,3,population-PCG,128,32,48,1,0.15,360.0,8.0,5.816701599780751,0.05,4,0.9910606060606061,0.2791711837053299,0.022349863313138485,0.007016363088041544,0.4939413219690323
17,obstacle_count,1.0,count=1,3,context-PCG,128,32,48,1,0.15,360.0,8.0,5.816701599780751,0.05,4,0.9913519813519813,0.12273645773530006,0.01931445999071002,0.0058267032145522535,0.6017219200730324
17,obstacle_count,1.0,count=1,3,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,5.816701599780751,0.05,4,0.989458041958042,0.18769855052232742,0.022149052005261183,0.005277382850181311,0.6285076439380646
17,obstacle_count,1.0,count=1,4,exact,0,0,48,1,0.15,360.0,8.0,2.3203562273734186,0.05,4,0.9940476190476191,0.00035334999847691506,7.184151741057576e-06,0.0,1.0
17,obstacle_count,1.0,count=1,4,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,2.3203562273734186,0.05,4,0.9940476190476191,0.10277035878971219,0.012263311829883605,0.003274794216849841,0.752232126891613
17,obstacle_count,1.0,count=1,4,identity-CG,0,32,48,1,0.15,360.0,8.0,2.3203562273734186,0.05,4,0.9940476190476191,1.1328124850988388,0.02075337548740208,0.009848774876445532,0.09598213993012905
17,obstacle_count,1.0,count=1,4,population-PCG,128,32,48,1,0.15,360.0,8.0,2.3203562273734186,0.05,4,0.9940476190476191,0.24186256900429726,0.02101998869329691,0.0055878255516290665,0.5663265213370323
17,obstacle_count,1.0,count=1,4,context-PCG,128,32,48,1,0.15,360.0,8.0,2.3203562273734186,0.05,4,0.9940476190476191,0.08411759417504072,0.014292654348537326,0.0030742101080249995,0.7573341727256775
17,obstacle_count,1.0,count=1,4,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,2.3203562273734186,0.05,4,0.9940476190476191,0.0920526422560215,0.013133705302607268,0.0032525804272154346,0.7633928582072258
17,obstacle_count,1.0,count=1,5,exact,0,0,48,1,0.15,360.0,8.0,1.3988503192963664,0.05,4,0.9940476190476191,0.00037010289815953,7.672237188671716e-06,0.0,1.0
17,obstacle_count,1.0,count=1,5,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,1.3988503192963664,0.05,4,0.9940476190476191,0.08943675318732858,0.012042497954098508,0.0025859462039079517,0.8427933603525162
17,obstacle_count,1.0,count=1,5,identity-CG,0,32,48,1,0.15,360.0,8.0,1.3988503192963664,0.05,4,0.9940476190476191,0.8324053660035133,0.021232809172943234,0.00678641686681658,0.22098213341087103
17,obstacle_count,1.0,count=1,5,population-PCG,128,32,48,1,0.15,360.0,8.0,1.3988503192963664,0.05,4,0.9940476190476191,0.27556291967630386,0.022871827241033316,0.005894434521906078,0.5389030501246452
17,obstacle_count,1.0,count=1,5,context-PCG,128,32,48,1,0.15,360.0,8.0,1.3988503192963664,0.05,4,0.9940476190476191,0.0755587830208242,0.013216364081017673,0.0022142605448607355,0.8434311151504517
17,obstacle_count,1.0,count=1,5,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,1.3988503192963664,0.05,4,0.9940476190476191,0.10588931990787387,0.011632533685769886,0.0016063234870671295,0.897321417927742
17,obstacle_count,1.0,count=1,6,exact,0,0,48,1,0.15,360.0,8.0,4.946539388134744,0.05,4,0.9920634920634921,0.0003845133614959195,7.478976613128907e-06,0.0,1.0
17,obstacle_count,1.0,count=1,6,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,4.946539388134744,0.05,4,0.9892857142857143,0.2006633933633566,0.01790622645057738,0.010511089640203863,0.5019132569432259
