seed,method,network_width,parameter_count,dataset_size,context_size,context_measurements,depth,batch_size,inference_ms
43,looped-Richardson,128,149251,32768,48,2304,32,8,87.30119480751455
43,looped-HB,128,149251,32768,8,64,48,8,17.23623019643128
43,looped-HB,128,149251,32768,12,144,48,8,13.717540609650314
43,looped-HB,128,149251,32768,16,256,48,8,13.889714796096088
43,looped-HB,128,149251,32768,24,576,48,8,14.370388595853
43,looped-HB,128,149251,32768,32,1024,48,8,37.43213419802487
43,looped-HB,128,149251,32768,48,2304,48,8,85.09546619607136
43,looped-Chebyshev,128,149251,32768,8,64,48,8,23.09980660211295
43,looped-Chebyshev,128,149251,32768,12,144,48,8,21.604063594713807
43,looped-Chebyshev,128,149251,32768,16,256,48,8,20.920693804509938
43,looped-Chebyshev,128,149251,32768,24,576,48,8,21.06482379604131
43,looped-Chebyshev,128,149251,32768,32,1024,48,8,39.165489200968295
43,looped-Chebyshev,128,149251,32768,48,2304,48,8,85.28147659962997
43,looped-Richardson,128,149251,32768,8,64,48,8,20.04447920480743
43,looped-Richardson,128,149251,32768,12,144,48,8,17.389710003044456
43,looped-Richardson,128,149251,32768,16,256,48,8,16.92592139588669
43,looped-Richardson,128,149251,32768,24,576,48,8,17.055286990944296
43,looped-Richardson,128,149251,32768,32,1024,48,8,33.880587795283645
43,looped-Richardson,128,149251,32768,48,2304,48,8,77.7951174066402
43,looped-HB,128,149251,32768,8,64,64,8,23.16960899624973
43,looped-HB,128,149251,32768,12,144,64,8,20.623738993890584
43,looped-HB,128,149251,32768,16,256,64,8,21.00556120276451
43,looped-HB,128,149251,32768,24,576,64,8,20.39847739506513
43,looped-HB,128,149251,32768,32,1024,64,8,36.90687739290297
43,looped-HB,128,149251,32768,48,2304,64,8,79.23779200064018
43,looped-Chebyshev,128,149251,32768,8,64,64,8,23.11109739821404
43,looped-Chebyshev,128,149251,32768,12,144,64,8,19.636077200993896
43,looped-Chebyshev,128,149251,32768,16,256,64,8,20.25691160233692
43,looped-Chebyshev,128,149251,32768,24,576,64,8,19.860976201016456
43,looped-Chebyshev,128,149251,32768,32,1024,64,8,32.30715640820563
43,looped-Chebyshev,128,149251,32768,48,2304,64,8,87.0743985986337
43,looped-Richardson,128,149251,32768,8,64,64,8,22.842461010441184
43,looped-Richardson,128,149251,32768,12,144,64,8,20.513661997392774
43,looped-Richardson,128,149251,32768,16,256,64,8,20.715037593618035
43,looped-Richardson,128,149251,32768,24,576,64,8,21.183389599900693
43,looped-Richardson,128,149251,32768,32,1024,64,8,38.28987899469212
43,looped-Richardson,128,149251,32768,48,2304,64,8,83.97511540679261
43,exact,0,0,0,8,64,0,8,11.22460779733956
43,exact,0,0,0,12,144,0,8,8.503625600133091
43,exact,0,0,0,16,256,0,8,8.646405406761914
43,exact,0,0,0,24,576,0,8,8.417682605795562
43,exact,0,0,0,32,1024,0,8,8.569852798245847
43,exact,0,0,0,48,2304,0,8,24.88933140411973
17,looped-HB,128,149251,32768,8,64,96,8,24.296939803753048
17,looped-HB,128,149251,32768,12,144,96,8,21.75709279254079
17,looped-HB,128,149251,32768,16,256,96,8,21.873282792512327
17,looped-HB,128,149251,32768,24,576,96,8,22.547725203912705
17,looped-HB,128,149251,32768,32,1024,96,8,37.98719759797677
17,looped-HB,128,149251,32768,48,2304,96,8,90.79293140675873
17,looped-Chebyshev,128,149251,32768,8,64,96,8,27.850711799692363
17,looped-Chebyshev,128,149251,32768,12,144,96,8,25.679795595351607
17,looped-Chebyshev,128,149251,32768,16,256,96,8,25.64658160554245
17,looped-Chebyshev,128,149251,32768,24,576,96,8,26.28213400021196
17,looped-Chebyshev,128,149251,32768,32,1024,96,8,41.908462007995695
17,looped-Chebyshev,128,149251,32768,48,2304,96,8,92.98471679212524
17,looped-Richardson,128,149251,32768,8,64,96,8,24.052032991312444
17,looped-Richardson,128,149251,32768,12,144,96,8,21.74002919346094
17,looped-Richardson,128,149251,32768,16,256,96,8,21.893260802607983
17,looped-Richardson,128,149251,32768,24,576,96,8,22.441936808172613
17,looped-Richardson,128,149251,32768,32,1024,96,8,37.8373751998879
17,looped-Richardson,128,149251,32768,48,2304,96,8,90.59879839187488
17,looped-HB,128,149251,32768,8,64,128,8,24.963007401674982
17,looped-HB,128,149251,32768,12,144,128,8,23.172248795162886
17,looped-HB,128,149251,32768,16,256,128,8,23.803979391232133
17,looped-HB,128,149251,32768,24,576,128,8,25.873047194909304
17,looped-HB,128,149251,32768,32,1024,128,8,41.40949639258906
17,looped-HB,128,149251,32768,48,2304,128,8,91.53483640402555
17,looped-Chebyshev,128,149251,32768,8,64,128,8,29.13129599764943
17,looped-Chebyshev,128,149251,32768,12,144,128,8,27.44520619744435
17,looped-Chebyshev,128,149251,32768,16,256,128,8,27.514081401750445
17,looped-Chebyshev,128,149251,32768,24,576,128,8,27.499830001033843
17,looped-Chebyshev,128,149251,32768,32,1024,128,8,45.71005720645189
17,looped-Chebyshev,128,149251,32768,48,2304,128,8,95.81931499997154
17,looped-Richardson,128,149251,32768,8,64,128,8,25.42129020439461
17,looped-Richardson,128,149251,32768,12,144,128,8,23.25538540026173
17,looped-Richardson,128,149251,32768,16,256,128,8,23.78255119547248
17,looped-Richardson,128,149251,32768,24,576,128,8,25.85496959509328
17,looped-Richardson,128,149251,32768,32,1024,128,8,41.29768300335854
17,looped-Richardson,128,149251,32768,48,2304,128,8,91.58081120112912
29,looped-HB,128,149251,32768,8,64,96,8,21.69903959147632
29,looped-HB,128,149251,32768,12,144,96,8,20.98972899839282
29,looped-HB,128,149251,32768,16,256,96,8,21.035417402163148
29,looped-HB,128,149251,32768,24,576,96,8,20.058315608184785
29,looped-HB,128,149251,32768,32,1024,96,8,29.922280996106565
29,looped-HB,128,149251,32768,48,2304,96,8,69.04624119633809
29,looped-Chebyshev,128,149251,32768,8,64,96,8,27.70719859981909
29,looped-Chebyshev,128,149251,32768,12,144,96,8,25.58888701023534
29,looped-Chebyshev,128,149251,32768,16,256,96,8,25.410385604482144
29,looped-Chebyshev,128,149251,32768,24,576,96,8,26.301602798048407
29,looped-Chebyshev,128,149251,32768,32,1024,96,8,42.964908201247454
29,looped-Chebyshev,128,149251,32768,48,2304,96,8,88.56176800327376
29,looped-Richardson,128,149251,32768,8,64,96,8,23.68402520660311
29,looped-Richardson,128,149251,32768,12,144,96,8,21.913583192508668
29,looped-Richardson,128,149251,32768,16,256,96,8,21.599500603042543
29,looped-Richardson,128,149251,32768,24,576,96,8,22.45625020004809
29,looped-Richardson,128,149251,32768,32,1024,96,8,37.80842520063743
29,looped-Richardson,128,149251,32768,48,2304,96,8,78.11576620442793
29,looped-HB,128,149251,32768,8,64,128,8,24.098678398877382
29,looped-HB,128,149251,32768,12,144,128,8,23.04075340507552
29,looped-HB,128,149251,32768,16,256,128,8,22.688219393603504
29,looped-HB,128,149251,32768,24,576,128,8,25.770170404575765
29,looped-HB,128,149251,32768,32,1024,128,8,43.71999719878659
29,looped-HB,128,149251,32768,48,2304,128,8,88.28265339834616
29,looped-Chebyshev,128,149251,32768,8,64,128,8,28.77880180021748
29,looped-Chebyshev,128,149251,32768,12,144,128,8,26.67326140217483
29,looped-Chebyshev,128,149251,32768,16,256,128,8,27.4263295927085
29,looped-Chebyshev,128,149251,32768,24,576,128,8,27.330505999270827
29,looped-Chebyshev,128,149251,32768,32,1024,128,8,47.02810919843614
29,looped-Chebyshev,128,149251,32768,48,2304,128,8,86.26687939977273
29,looped-Richardson,128,149251,32768,8,64,128,8,23.874500603415072
29,looped-Richardson,128,149251,32768,12,144,128,8,21.789322805125263
29,looped-Richardson,128,149251,32768,16,256,128,8,21.94625979755073
29,looped-Richardson,128,149251,32768,24,576,128,8,23.34150219103321
29,looped-Richardson,128,149251,32768,32,1024,128,8,33.38815519819036
29,looped-Richardson,128,149251,32768,48,2304,128,8,72.99439159687608
43,looped-HB,128,149251,32768,8,64,96,8,24.0125454030931
43,looped-HB,128,149251,32768,12,144,96,8,21.74590399954468
43,looped-HB,128,149251,32768,16,256,96,8,22.00803840532899
43,looped-HB,128,149251,32768,24,576,96,8,22.65072519658133
43,looped-HB,128,149251,32768,32,1024,96,8,40.300442406442016
43,looped-HB,128,149251,32768,48,2304,96,8,90.92012599576265
43,looped-Chebyshev,128,149251,32768,8,64,96,8,27.955142001155764
43,looped-Chebyshev,128,149251,32768,12,144,96,8,25.555883394554257
43,looped-Chebyshev,128,149251,32768,16,256,96,8,25.68211239995435
43,looped-Chebyshev,128,149251,32768,24,576,96,8,26.20523219229653
43,looped-Chebyshev,128,149251,32768,32,1024,96,8,44.13662919541821
43,looped-Chebyshev,128,149251,32768,48,2304,96,8,92.08193840458988
43,looped-Richardson,128,149251,32768,8,64,96,8,23.91671179793775
43,looped-Richardson,128,149251,32768,12,144,96,8,21.763646404724568
43,looped-Richardson,128,149251,32768,16,256,96,8,21.8480168026872
43,looped-Richardson,128,149251,32768,24,576,96,8,22.562160610686988
43,looped-Richardson,128,149251,32768,32,1024,96,8,40.45134420739487
43,looped-Richardson,128,149251,32768,48,2304,96,8,90.44142280472444
43,looped-HB,128,149251,32768,8,64,128,8,24.96094999369234
43,looped-HB,128,149251,32768,12,144,128,8,23.712862201500684
43,looped-HB,128,149251,32768,16,256,128,8,24.341804592404515
43,looped-HB,128,149251,32768,24,576,128,8,26.014103996567428
43,looped-HB,128,149251,32768,32,1024,128,8,43.994392210152
43,looped-HB,128,149251,32768,48,2304,128,8,92.05152039648964
43,looped-Chebyshev,128,149251,32768,8,64,128,8,29.136879998259246
43,looped-Chebyshev,128,149251,32768,12,144,128,8,26.84185199905187
43,looped-Chebyshev,128,149251,32768,16,256,128,8,27.0352776045911
43,looped-Chebyshev,128,149251,32768,24,576,128,8,28.644564608111978
43,looped-Chebyshev,128,149251,32768,32,1024,128,8,48.567116598133
43,looped-Chebyshev,128,149251,32768,48,2304,128,8,95.845979207661
43,looped-Richardson,128,149251,32768,8,64,128,8,24.80804499937221
43,looped-Richardson,128,149251,32768,12,144,128,8,23.75813419930637
43,looped-Richardson,128,149251,32768,16,256,128,8,23.6976315965876
43,looped-Richardson,128,149251,32768,24,576,128,8,25.85752719314769
43,looped-Richardson,128,149251,32768,32,1024,128,8,43.92979119438678
43,looped-Richardson,128,149251,32768,48,2304,128,8,91.51781679829584
17,population-PCG,128,149251,32768,8,64,1,8,2.406855201115832
17,population-PCG,128,149251,32768,12,144,1,8,2.530586000648327
17,population-PCG,128,149251,32768,16,256,1,8,2.5516585999866948
17,population-PCG,128,149251,32768,24,576,1,8,2.933153050253168
17,population-PCG,128,149251,32768,32,1024,1,8,3.193915198789909
17,population-PCG,128,149251,32768,48,2304,1,8,7.665719851502217
17,population-PCG,128,149251,32768,8,64,2,8,2.554196849814616
17,population-PCG,128,149251,32768,12,144,2,8,2.6699553505750373
17,population-PCG,128,149251,32768,16,256,2,8,2.709276697714813
17,population-PCG,128,149251,32768,24,576,2,8,3.0471318488707766
17,population-PCG,128,149251,32768,32,1024,2,8,3.330168849788606
17,population-PCG,128,149251,32768,48,2304,2,8,7.775751649751328
17,population-PCG,128,149251,32768,8,64,4,8,2.8541943000163883
17,population-PCG,128,149251,32768,12,144,4,8,2.9862265480915084
17,population-PCG,128,149251,32768,16,256,4,8,3.006036250735633
17,population-PCG,128,149251,32768,24,576,4,8,3.3458974008681253
17,population-PCG,128,149251,32768,32,1024,4,8,3.64229140104726
17,population-PCG,128,149251,32768,48,2304,4,8,8.075480148545466
17,population-PCG,128,149251,32768,8,64,8,8,3.45293280261103
17,population-PCG,128,149251,32768,12,144,8,8,3.5686335002537817
17,population-PCG,128,149251,32768,16,256,8,8,3.653309948276728
17,population-PCG,128,149251,32768,24,576,8,8,3.987482551019639
17,population-PCG,128,149251,32768,32,1024,8,8,4.236799100181088
17,population-PCG,128,149251,32768,48,2304,8,8,8.684111450565979
17,population-PCG,128,149251,32768,8,64,16,8,4.629494351684116
17,population-PCG,128,149251,32768,12,144,16,8,4.769900199607946
17,population-PCG,128,149251,32768,16,256,16,8,4.798910100362264
17,population-PCG,128,149251,32768,24,576,16,8,5.136336100986227
17,population-PCG,128,149251,32768,32,1024,16,8,5.433147799340077
17,population-PCG,128,149251,32768,48,2304,16,8,9.888532749027943
17,population-PCG,128,149251,32768,8,64,32,8,7.008685549953952
17,population-PCG,128,149251,32768,12,144,32,8,7.133089899434708
17,population-PCG,128,149251,32768,16,256,32,8,7.192790351109579
17,population-PCG,128,149251,32768,24,576,32,8,7.51643419789616
17,population-PCG,128,149251,32768,32,1024,32,8,7.748394249938428
17,population-PCG,128,149251,32768,48,2304,32,8,12.236303949612193
17,population-PCG,128,149251,32768,8,64,48,8,9.34725840052124
17,population-PCG,128,149251,32768,12,144,48,8,9.472917098901236
17,population-PCG,128,149251,32768,16,256,48,8,9.537007150356658
17,population-PCG,128,149251,32768,24,576,48,8,9.838672098703682
17,population-PCG,128,149251,32768,32,1024,48,8,10.137914400547745
17,population-PCG,128,149251,32768,48,2304,48,8,14.648874598788098
17,population-PCG,128,149251,32768,8,64,64,8,11.77768589986954
17,population-PCG,128,149251,32768,12,144,64,8,11.928807201911695
17,population-PCG,128,149251,32768,16,256,64,8,11.90744969935622
17,population-PCG,128,149251,32768,24,576,64,8,12.20742964942474
17,population-PCG,128,149251,32768,32,1024,64,8,12.48222389840521
17,population-PCG,128,149251,32768,48,2304,64,8,16.959778501768596
17,population-PCG,128,149251,32768,8,64,96,8,16.442965299938805
17,population-PCG,128,149251,32768,12,144,96,8,16.646547298296355
17,population-PCG,128,149251,32768,16,256,96,8,16.591427751700394
17,population-PCG,128,149251,32768,24,576,96,8,16.803876002086326
17,population-PCG,128,149251,32768,32,1024,96,8,17.208605248015374
17,population-PCG,128,149251,32768,48,2304,96,8,21.57688175211661
17,population-PCG,128,149251,32768,8,64,128,8,21.071153148659505
17,population-PCG,128,149251,32768,12,144,128,8,21.24657800013665
17,population-PCG,128,149251,32768,16,256,128,8,21.279196799150668
17,population-PCG,128,149251,32768,24,576,128,8,21.457775347516872
17,population-PCG,128,149251,32768,32,1024,128,8,21.864324348280206
17,population-PCG,128,149251,32768,48,2304,128,8,26.233006600523368
17,context-PCG,128,199684,32768,8,64,1,8,3.1188367516733706
17,context-PCG,128,199684,32768,12,144,1,8,3.2639320997986943
17,context-PCG,128,199684,32768,16,256,1,8,3.305718197952956
17,context-PCG,128,199684,32768,24,576,1,8,3.665879199979827
17,context-PCG,128,199684,32768,32,1024,1,8,4.146415597642772
17,context-PCG,128,199684,32768,48,2304,1,8,9.196186548797414
17,context-PCG,128,199684,32768,8,64,2,8,3.282789399963804
17,context-PCG,128,199684,32768,12,144,2,8,3.435672400519252
17,context-PCG,128,199684,32768,16,256,2,8,3.472405450884253
17,context-PCG,128,199684,32768,24,576,2,8,3.820092749083415
17,context-PCG,128,199684,32768,32,1024,2,8,4.310636149602942
17,context-PCG,128,199684,32768,48,2304,2,8,9.34049024945125
17,context-PCG,128,199684,32768,8,64,4,8,3.584926450275816
17,context-PCG,128,199684,32768,12,144,4,8,3.741908649681136
17,context-PCG,128,199684,32768,16,256,4,8,3.777768401778303
17,context-PCG,128,199684,32768,24,576,4,8,4.130938398884609
17,context-PCG,128,199684,32768,32,1024,4,8,4.599497848539613
17,context-PCG,128,199684,32768,48,2304,4,8,9.633971899165772
17,context-PCG,128,199684,32768,8,64,8,8,4.182547249365598
17,context-PCG,128,199684,32768,12,144,8,8,4.3476816499605775
17,context-PCG,128,199684,32768,16,256,8,8,4.3850472022313625
17,context-PCG,128,199684,32768,24,576,8,8,4.720136147807352
17,context-PCG,128,199684,32768,32,1024,8,8,5.19952480099164
17,context-PCG,128,199684,32768,48,2304,8,8,10.228004251257516
17,context-PCG,128,199684,32768,8,64,16,8,5.375786349759437
17,context-PCG,128,199684,32768,12,144,16,8,5.53318164893426
17,context-PCG,128,199684,32768,16,256,16,8,5.579715350177139
17,context-PCG,128,199684,32768,24,576,16,8,5.921705198124982
17,context-PCG,128,199684,32768,32,1024,16,8,6.41879579925444
17,context-PCG,128,199684,32768,48,2304,16,8,11.430121699231677
17,context-PCG,128,199684,32768,8,64,32,8,7.751835350063629
17,context-PCG,128,199684,32768,12,144,32,8,7.910185048240237
17,context-PCG,128,199684,32768,16,256,32,8,7.974654549616389
17,context-PCG,128,199684,32768,24,576,32,8,8.36135745048523
17,context-PCG,128,199684,32768,32,1024,32,8,8.768695700564422
17,context-PCG,128,199684,32768,48,2304,32,8,13.83218769915402
17,context-PCG,128,199684,32768,8,64,48,8,10.13778115157038
17,context-PCG,128,199684,32768,12,144,48,8,10.354093249770813
17,context-PCG,128,199684,32768,16,256,48,8,10.34644674800802
17,context-PCG,128,199684,32768,24,576,48,8,10.605263948673382
17,context-PCG,128,199684,32768,32,1024,48,8,11.091722251148894
17,context-PCG,128,199684,32768,48,2304,48,8,16.089857401675545
17,context-PCG,128,199684,32768,8,64,64,8,12.482856298447588
17,context-PCG,128,199684,32768,12,144,64,8,12.606590648647398
17,context-PCG,128,199684,32768,16,256,64,8,12.628362199757248
17,context-PCG,128,199684,32768,24,576,64,8,12.953071697847918
17,context-PCG,128,199684,32768,32,1024,64,8,13.442397699691355
17,context-PCG,128,199684,32768,48,2304,64,8,18.424972950015217
17,context-PCG,128,199684,32768,8,64,96,8,17.257012749905698
17,context-PCG,128,199684,32768,12,144,96,8,17.369197850348428
17,context-PCG,128,199684,32768,16,256,96,8,17.447446600999683
17,context-PCG,128,199684,32768,24,576,96,8,17.70063189906068
17,context-PCG,128,199684,32768,32,1024,96,8,18.18733954860363
17,context-PCG,128,199684,32768,48,2304,96,8,23.128318451927043
17,context-PCG,128,199684,32768,8,64,128,8,21.800407697446644
17,context-PCG,128,199684,32768,12,144,128,8,22.05456395167857
17,context-PCG,128,199684,32768,16,256,128,8,22.08788529969752
17,context-PCG,128,199684,32768,24,576,128,8,22.343599898158573
17,context-PCG,128,199684,32768,32,1024,128,8,22.878886849503036
17,context-PCG,128,199684,32768,48,2304,128,8,27.7802538999822
29,population-PCG,128,149251,32768,8,64,1,8,2.4301835510414094
29,population-PCG,128,149251,32768,12,144,1,8,2.5526615005219355
29,population-PCG,128,149251,32768,16,256,1,8,2.569063100963831
29,population-PCG,128,149251,32768,24,576,1,8,2.9639702494023368
29,population-PCG,128,149251,32768,32,1024,1,8,3.250986701459624
29,population-PCG,128,149251,32768,48,2304,1,8,7.492428249679506
29,population-PCG,128,149251,32768,8,64,2,8,2.586380098364316
29,population-PCG,128,149251,32768,12,144,2,8,2.6977158995578066
29,population-PCG,128,149251,32768,16,256,2,8,2.728418901097029
29,population-PCG,128,149251,32768,24,576,2,8,3.079473797697574
29,population-PCG,128,149251,32768,32,1024,2,8,3.385166250518523
29,population-PCG,128,149251,32768,48,2304,2,8,7.627918198704719
29,population-PCG,128,149251,32768,8,64,4,8,2.883967451634817
29,population-PCG,128,149251,32768,12,144,4,8,3.0047428503166884
29,population-PCG,128,149251,32768,16,256,4,8,3.044266998767853
29,population-PCG,128,149251,32768,24,576,4,8,3.384144650772214
29,population-PCG,128,149251,32768,32,1024,4,8,3.695483598858118
29,population-PCG,128,149251,32768,48,2304,4,8,7.940528501057997
29,population-PCG,128,149251,32768,8,64,8,8,3.4963192010764037
29,population-PCG,128,149251,32768,12,144,8,8,3.612811298808083
29,population-PCG,128,149251,32768,16,256,8,8,3.6319269507657737
29,population-PCG,128,149251,32768,24,576,8,8,3.9786512992577623
29,population-PCG,128,149251,32768,32,1024,8,8,4.297138447873294
29,population-PCG,128,149251,32768,48,2304,8,8,8.51805525016971
29,population-PCG,128,149251,32768,8,64,16,8,4.691164699033834
29,population-PCG,128,149251,32768,12,144,16,8,4.812050799955614
29,population-PCG,128,149251,32768,16,256,16,8,4.84215889882762
29,population-PCG,128,149251,32768,24,576,16,8,5.182788652018644
29,population-PCG,128,149251,32768,32,1024,16,8,5.492384999524802
29,population-PCG,128,149251,32768,48,2304,16,8,9.714140501455404
29,population-PCG,128,149251,32768,8,64,32,8,7.059932799893431
29,population-PCG,128,149251,32768,12,144,32,8,7.222330151125789
29,population-PCG,128,149251,32768,16,256,32,8,7.251102698501199
29,population-PCG,128,149251,32768,24,576,32,8,7.578809699043631
29,population-PCG,128,149251,32768,32,1024,32,8,7.9021515004569665
29,population-PCG,128,149251,32768,48,2304,32,8,12.108866948983632
29,population-PCG,128,149251,32768,8,64,48,8,9.487889599404298
29,population-PCG,128,149251,32768,12,144,48,8,9.637545299483463
29,population-PCG,128,149251,32768,16,256,48,8,9.646136651281267
29,population-PCG,128,149251,32768,24,576,48,8,9.981196050648578
29,population-PCG,128,149251,32768,32,1024,48,8,10.263549501542002
29,population-PCG,128,149251,32768,48,2304,48,8,14.436535548884422
29,population-PCG,128,149251,32768,8,64,64,8,11.895222950261086
29,population-PCG,128,149251,32768,12,144,64,8,12.0237625495065
29,population-PCG,128,149251,32768,16,256,64,8,11.973333451896906
29,population-PCG,128,149251,32768,24,576,64,8,12.325237650657073
29,population-PCG,128,149251,32768,32,1024,64,8,12.662553950212896
29,population-PCG,128,149251,32768,48,2304,64,8,16.75211089896038
29,population-PCG,128,149251,32768,8,64,96,8,16.556341148680076
29,population-PCG,128,149251,32768,12,144,96,8,16.688097498263232
29,population-PCG,128,149251,32768,16,256,96,8,16.702827101107687
29,population-PCG,128,149251,32768,24,576,96,8,16.993987749447115
29,population-PCG,128,149251,32768,32,1024,96,8,17.31657705095131
29,population-PCG,128,149251,32768,48,2304,96,8,21.48530459962785
29,population-PCG,128,149251,32768,8,64,128,8,21.30599645024631
29,population-PCG,128,149251,32768,12,144,128,8,21.38048410124611
29,population-PCG,128,149251,32768,16,256,128,8,21.43051605089568
29,population-PCG,128,149251,32768,24,576,128,8,21.774312600609846
29,population-PCG,128,149251,32768,32,1024,128,8,21.99861604894977
29,population-PCG,128,149251,32768,48,2304,128,8,26.131983697996475
29,context-PCG,128,199684,32768,8,64,1,8,3.1222644000081345
29,context-PCG,128,199684,32768,12,144,1,8,3.282237050007097
29,context-PCG,128,199684,32768,16,256,1,8,3.3211918984306976
29,context-PCG,128,199684,32768,24,576,1,8,3.6969217500882223
29,context-PCG,128,199684,32768,32,1024,1,8,4.266086898860522
29,context-PCG,128,199684,32768,48,2304,1,8,8.999120400403626
29,context-PCG,128,199684,32768,8,64,2,8,3.273686251486652
29,context-PCG,128,199684,32768,12,144,2,8,3.4425682009896263
29,context-PCG,128,199684,32768,16,256,2,8,3.5112245503114536
29,context-PCG,128,199684,32768,24,576,2,8,3.855452200514264
29,context-PCG,128,199684,32768,32,1024,2,8,4.394569899886847
29,context-PCG,128,199684,32768,48,2304,2,8,9.15084615116939
29,context-PCG,128,199684,32768,8,64,4,8,3.5797251475742087
29,context-PCG,128,199684,32768,12,144,4,8,3.754485948593356
29,context-PCG,128,199684,32768,16,256,4,8,3.78190600022208
29,context-PCG,128,199684,32768,24,576,4,8,4.1477976978058
29,context-PCG,128,199684,32768,32,1024,4,8,4.685618399525993
29,context-PCG,128,199684,32768,48,2304,4,8,9.454696800094098
29,context-PCG,128,199684,32768,8,64,8,8,4.193276350270025
29,context-PCG,128,199684,32768,12,144,8,8,4.351587500423193
29,context-PCG,128,199684,32768,16,256,8,8,4.398207401391119
29,context-PCG,128,199684,32768,24,576,8,8,4.764465498737991
29,context-PCG,128,199684,32768,32,1024,8,8,5.305571100325324
29,context-PCG,128,199684,32768,48,2304,8,8,10.04014385107439
29,context-PCG,128,199684,32768,8,64,16,8,5.386882449965924
29,context-PCG,128,199684,32768,12,144,16,8,5.5856773018604144
29,context-PCG,128,199684,32768,16,256,16,8,5.586772950482555
29,context-PCG,128,199684,32768,24,576,16,8,5.956979998154566
29,context-PCG,128,199684,32768,32,1024,16,8,6.486125200171955
29,context-PCG,128,199684,32768,48,2304,16,8,11.232768048648722
29,context-PCG,128,199684,32768,8,64,32,8,7.770569899003021
29,context-PCG,128,199684,32768,12,144,32,8,7.978658151114359
29,context-PCG,128,199684,32768,16,256,32,8,7.988160848617554
29,context-PCG,128,199684,32768,24,576,32,8,8.358961797785014
29,context-PCG,128,199684,32768,32,1024,32,8,8.94126814964693
29,context-PCG,128,199684,32768,48,2304,32,8,13.607328798389062
29,context-PCG,128,199684,32768,8,64,48,8,10.214528150390834
29,context-PCG,128,199684,32768,12,144,48,8,10.376711099524982
29,context-PCG,128,199684,32768,16,256,48,8,10.355183799401855
29,context-PCG,128,199684,32768,24,576,48,8,10.773792950203642
29,context-PCG,128,199684,32768,32,1024,48,8,11.295411898754535
29,context-PCG,128,199684,32768,48,2304,48,8,15.97600030072499
29,context-PCG,128,199684,32768,8,64,64,8,12.560549098998308
29,context-PCG,128,199684,32768,12,144,64,8,12.757975401473232
29,context-PCG,128,199684,32768,16,256,64,8,12.797135551227257
29,context-PCG,128,199684,32768,24,576,64,8,13.091327747679316
29,context-PCG,128,199684,32768,32,1024,64,8,13.570190648897553
29,context-PCG,128,199684,32768,48,2304,64,8,18.2777319510933
29,context-PCG,128,199684,32768,8,64,96,8,17.34953495033551
29,context-PCG,128,199684,32768,12,144,96,8,17.542689249967225
29,context-PCG,128,199684,32768,16,256,96,8,17.516703900764696
29,context-PCG,128,199684,32768,24,576,96,8,17.79885900032241
29,context-PCG,128,199684,32768,32,1024,96,8,18.257863601320423
29,context-PCG,128,199684,32768,48,2304,96,8,22.989844551193528
29,context-PCG,128,199684,32768,8,64,128,8,22.117426551994868
29,context-PCG,128,199684,32768,12,144,128,8,22.292590001598
29,context-PCG,128,199684,32768,16,256,128,8,22.262649150798097
29,context-PCG,128,199684,32768,24,576,128,8,22.5983089505462
29,context-PCG,128,199684,32768,32,1024,128,8,23.02782040205784
29,context-PCG,128,199684,32768,48,2304,128,8,27.702934650005773
43,population-PCG,128,149251,32768,8,64,1,8,2.4301040481077507
43,population-PCG,128,149251,32768,12,144,1,8,2.548236949951388
43,population-PCG,128,149251,32768,16,256,1,8,2.5646726018749177
43,population-PCG,128,149251,32768,24,576,1,8,2.935435948893428
43,population-PCG,128,149251,32768,32,1024,1,8,3.2553928496781737
43,population-PCG,128,149251,32768,48,2304,1,8,7.614658350939862
43,population-PCG,128,149251,32768,8,64,2,8,2.5788392988033597
43,population-PCG,128,149251,32768,12,144,2,8,2.69870534830261
43,population-PCG,128,149251,32768,16,256,2,8,2.716167501057498
43,population-PCG,128,149251,32768,24,576,2,8,3.059930002200417
43,population-PCG,128,149251,32768,32,1024,2,8,3.404125149245374
43,population-PCG,128,149251,32768,48,2304,2,8,7.7484968496719375
43,population-PCG,128,149251,32768,8,64,4,8,2.8918947995407507
43,population-PCG,128,149251,32768,12,144,4,8,3.014247550163418
43,population-PCG,128,149251,32768,16,256,4,8,3.016819449840113
43,population-PCG,128,149251,32768,24,576,4,8,3.3623085008002818
43,population-PCG,128,149251,32768,32,1024,4,8,3.7100589484907687
43,population-PCG,128,149251,32768,48,2304,4,8,8.031059100176208
43,population-PCG,128,149251,32768,8,64,8,8,3.4825475508114323
43,population-PCG,128,149251,32768,12,144,8,8,3.6108993488596752
43,population-PCG,128,149251,32768,16,256,8,8,3.629715600982309
43,population-PCG,128,149251,32768,24,576,8,8,3.955059000873007
43,population-PCG,128,149251,32768,32,1024,8,8,4.294726249645464
43,population-PCG,128,149251,32768,48,2304,8,8,8.625477601890452
43,population-PCG,128,149251,32768,8,64,16,8,4.666909898514859
43,population-PCG,128,149251,32768,12,144,16,8,4.825734350015409
43,population-PCG,128,149251,32768,16,256,16,8,4.815138448611833
43,population-PCG,128,149251,32768,24,576,16,8,5.1319780526682734
43,population-PCG,128,149251,32768,32,1024,16,8,5.485022452194244
43,population-PCG,128,149251,32768,48,2304,16,8,9.795110797858795
43,population-PCG,128,149251,32768,8,64,32,8,7.038998449570499
