seed,geometry_draw,method,network_width,depth,context_size,context_measurements,scenario,regime,rotation,jitter_fraction,tasks_per_geometry,average_precision,auc,area_matched_iou,relative_score_error,mean_relative_residual,covariance_relative_residual,uq_error_correlation,numerical_coverage_95,localization_risk,solver_risk
17,0,exact,0,0,8,64,ID four obstacles,ID,4.081963697829775,0.05,4,0.5797826738818694,0.9204244197529738,0.3957195754556003,0.0,2.096253538752535e-06,2.772138074647046e-07,0.0,1.0,0.42021732611813056,2.0962491444828476e-06
17,0,identity-CG,0,32,8,64,ID four obstacles,ID,4.081963697829775,0.05,4,0.5797826738818694,0.9204244197529738,0.3957195754556003,2.959678564451451e-07,2.6450418602053105e-06,4.050395574495269e-07,-0.07759360746838337,1.0,0.42021732611813056,2.6450348639773736e-06
17,0,population-PCG,128,32,8,64,ID four obstacles,ID,4.081963697829775,0.05,4,0.5797826738818694,0.9204244197529738,0.3957195754556003,1.4917759472155012e-06,2.2843834983632405e-06,4.423184805091296e-07,-0.20826907969655367,1.0,0.42021732611813056,2.2843782799671937e-06
17,0,context-PCG,128,32,8,64,ID four obstacles,ID,4.081963697829775,0.05,4,0.5797826738818694,0.9204244197529738,0.3957195754556003,8.819203696219802e-07,1.642627061926305e-06,2.6462487667799905e-07,-0.053912538389973466,1.0,0.42021732611813056,1.6426243637070725e-06
17,1,exact,0,0,8,64,ID four obstacles,ID,0.8251368232892828,0.05,4,0.6865524260292061,0.9645467922869564,0.49227660456389893,0.0,1.1039519449695945e-06,2.6502900496438997e-07,0.0,1.0,0.3134475739707939,1.103950726261043e-06
17,1,identity-CG,0,32,8,64,ID four obstacles,ID,0.8251368232892828,0.05,4,0.6865524260292061,0.9645467922869564,0.49227660456389893,2.6296632427147415e-07,1.1330431846090505e-06,2.7846825290112065e-07,-0.08026255705060294,1.0,0.3134475739707939,1.133041900823647e-06
17,1,population-PCG,128,32,8,64,ID four obstacles,ID,0.8251368232892828,0.05,4,0.6865524260292061,0.9645467922869564,0.49227660456389893,3.7620257842263527e-07,7.40819636746437e-07,3.3978747637775086e-07,0.12026913732967576,1.0,0.3134475739707939,7.408190879331095e-07
17,1,context-PCG,128,32,8,64,ID four obstacles,ID,0.8251368232892828,0.05,4,0.6865524260292061,0.9645467922869564,0.49227660456389893,2.8823365383345845e-07,5.947292507357815e-07,2.0600407069082394e-07,-0.10830476264933445,1.0,0.3134475739707939,5.947288970331102e-07
17,2,exact,0,0,8,64,ID four obstacles,ID,4.5632007351011605,0.05,4,0.48822245717206314,0.9074304439755592,0.3293566898218061,0.0,2.842815320036607e-06,2.8303508869953475e-07,0.0,1.0,0.5117775428279369,2.8428072384606376e-06
17,2,identity-CG,0,32,8,64,ID four obstacles,ID,4.5632007351011605,0.05,4,0.48822245717206314,0.9074304439755592,0.3293566898218061,4.145363412533243e-07,3.2711749753389086e-06,4.0302801451730375e-07,-0.0527021537503964,1.0,0.5117775428279369,3.2711642747881924e-06
17,2,population-PCG,128,32,8,64,ID four obstacles,ID,4.5632007351011605,0.05,4,0.48822245717206314,0.9074304439755592,0.3293566898218061,1.031926174732689e-06,4.563975139149079e-06,6.0792248746111e-07,-0.03743372271324173,1.0,0.5117775428279369,4.563954309375075e-06
17,2,context-PCG,128,32,8,64,ID four obstacles,ID,4.5632007351011605,0.05,4,0.48822245717206314,0.9074304439755592,0.3293566898218061,8.405882212514371e-07,2.45883310157069e-06,3.1769261354952505e-07,-0.04900275377400205,1.0,0.5117775428279369,2.4588270557253343e-06
17,3,exact,0,0,8,64,ID four obstacles,ID,2.66701360226739,0.05,4,0.6552643184713592,0.9562526562735043,0.43838383838383843,0.0,1.226775779628042e-06,2.3315260833101092e-07,0.0,1.0,0.34473568152864076,1.226774274651075e-06
17,3,identity-CG,0,32,8,64,ID four obstacles,ID,2.66701360226739,0.05,4,0.6552643184713592,0.9562526562735043,0.43838383838383843,2.7770146715511146e-07,1.5646567135263467e-06,3.5020595845480784e-07,-0.07401489328938457,1.0,0.34473568152864076,1.564654265379546e-06
17,3,population-PCG,128,32,8,64,ID four obstacles,ID,2.66701360226739,0.05,4,0.6552643184713592,0.9562526562735043,0.43838383838383843,3.0279298357527296e-07,1.1583446877239112e-06,4.243701141604106e-07,-0.09273677853117807,1.0,0.34473568152864076,1.1583433459630498e-06
17,3,context-PCG,128,32,8,64,ID four obstacles,ID,2.66701360226739,0.05,4,0.6552643184713592,0.9562526562735043,0.43838383838383843,3.6125289781807624e-07,9.355741781291727e-07,2.3653528202771668e-07,-0.15656306604197567,1.0,0.34473568152864076,9.355733028309488e-07
17,4,exact,0,0,8,64,ID four obstacles,ID,5.531536968157792,0.05,4,0.6120985841788144,0.9372810256051161,0.3997814232686948,0.0,1.653265599088627e-06,2.679413348971593e-07,0.0,1.0,0.38790141582118565,1.6532628658060046e-06
17,4,identity-CG,0,32,8,64,ID four obstacles,ID,5.531536968157792,0.05,4,0.6120985841788144,0.9372810256051161,0.3997814232686948,2.9036256421477447e-07,1.7643363605657214e-06,3.3244181452118937e-07,-0.051545280345325364,1.0,0.38790141582118565,1.7643332476884203e-06
17,4,population-PCG,128,32,8,64,ID four obstacles,ID,5.531536968157792,0.05,4,0.6121227475230211,0.937291735453893,0.3997814232686948,5.719430120620927e-07,9.14474384217101e-07,3.2079253031724875e-07,0.028359340253312118,1.0,0.3878772524769789,9.144735479544664e-07
17,4,context-PCG,128,32,8,64,ID four obstacles,ID,5.531536968157792,0.05,4,0.6120985841788144,0.9372810256051161,0.3997814232686948,2.4371971107939316e-07,7.260316294832592e-07,2.445796667416289e-07,-0.05131245885907103,1.0,0.38790141582118565,7.260311023617149e-07
17,5,exact,0,0,8,64,ID four obstacles,ID,1.480249702775989,0.05,4,0.5124061651889854,0.9247520337978226,0.35476640339862225,0.0,4.724500705322043e-06,2.2242223352009205e-07,0.0,1.0,0.4875938348110146,4.724478384520584e-06
17,5,identity-CG,0,32,8,64,ID four obstacles,ID,1.480249702775989,0.05,4,0.5124061651889854,0.9247520337978226,0.35476640339862225,1.924426182853267e-06,4.819962782676157e-06,3.098522682876137e-07,0.05796074923551218,1.0,0.4875938348110146,4.819939550746908e-06
17,5,population-PCG,128,32,8,64,ID four obstacles,ID,1.480249702775989,0.05,4,0.5124061651889854,0.9247520337978226,0.35476640339862225,1.998145553017139e-06,2.737361896265611e-06,3.9393776063434416e-07,0.13651066603359813,1.0,0.4875938348110146,2.7373544031359714e-06
17,5,context-PCG,128,32,8,64,ID four obstacles,ID,1.480249702775989,0.05,4,0.5124061651889854,0.9247520337978226,0.35476640339862225,2.595638495250796e-06,2.631902887628712e-06,2.1696595808862185e-07,0.020132101009723673,1.0,0.4875938348110146,2.631895960734133e-06
17,6,exact,0,0,8,64,ID four obstacles,ID,3.855459600076366,0.05,4,0.5878033743634165,0.9313778006511209,0.3783230067804536,0.0,3.3908413428207496e-06,2.7227897447801297e-07,0.0,1.0,0.41219662563658355,3.3908298450547246e-06
17,6,identity-CG,0,32,8,64,ID four obstacles,ID,3.855459600076366,0.05,4,0.5878033743634165,0.9313778006511209,0.3783230067804536,1.5492151703710988e-06,4.201835253070385e-06,3.5142971199775275e-07,-0.17137934115735914,1.0,0.41219662563658355,4.201817597725076e-06
17,6,population-PCG,128,32,8,64,ID four obstacles,ID,3.855459600076366,0.05,4,0.5878033743634165,0.9313778006511209,0.3783230067804536,6.92778701250063e-06,4.605703992410781e-06,4.233970614109239e-07,-0.24596060323461116,1.0,0.41219662563658355,4.6056827799992135e-06
17,6,context-PCG,128,32,8,64,ID four obstacles,ID,3.855459600076366,0.05,4,0.5878033743634165,0.9313778006511209,0.3783230067804536,1.7787191239904132e-06,2.2506740648964296e-06,2.803898020431461e-07,-0.19742726307608172,1.0,0.41219662563658355,2.2506689993740843e-06
17,7,exact,0,0,8,64,ID four obstacles,ID,4.334428622784412,0.05,4,0.6741319637018858,0.9508708498433496,0.42380139021841823,0.0,1.3471634687789447e-06,2.4365641593249165e-07,0.0,1.0,0.3258680362981142,1.347161653931978e-06
17,7,identity-CG,0,32,8,64,ID four obstacles,ID,4.334428622784412,0.05,4,0.6741319637018858,0.9508708498433496,0.42380139021841823,2.633205440361053e-07,1.5161573188038346e-06,2.863946377829052e-07,-0.11125632895531146,1.0,0.3258680362981142,1.5161550200743046e-06
17,7,population-PCG,128,32,8,64,ID four obstacles,ID,4.334428622784412,0.05,4,0.6741319637018858,0.9508708498433496,0.42380139021841823,5.672477847440405e-07,1.1730002569265707e-06,3.3879899774547084e-07,-0.06117871946901938,1.0,0.3258680362981142,1.172998880998582e-06
17,7,context-PCG,128,32,8,64,ID four obstacles,ID,4.334428622784412,0.05,4,0.6741319637018858,0.9508708498433496,0.42380139021841823,4.6167859402146405e-07,8.425233630759976e-07,1.9836235054526696e-07,-0.09879122207164145,1.0,0.3258680362981142,8.425226532309784e-07
17,8,exact,0,0,8,64,ID four obstacles,ID,5.808478174453507,0.05,4,0.5286711325329202,0.9236882910921901,0.3352564102564103,0.0,2.7806909059790996e-06,2.654125168533028e-07,0.0,1.0,0.4713288674670798,2.780683173758686e-06
17,8,identity-CG,0,32,8,64,ID four obstacles,ID,5.808478174453507,0.05,4,0.5286711325329202,0.9236882910921901,0.3352564102564103,4.434579068401945e-07,3.188983683344304e-06,3.3140963040523275e-07,-0.09329377806129288,1.0,0.4713288674670798,3.1889735137598024e-06
17,8,population-PCG,128,32,8,64,ID four obstacles,ID,5.808478174453507,0.05,4,0.5286711325329202,0.9236882910921901,0.3352564102564103,1.693678598257975e-06,2.356488252530653e-06,4.053492261846259e-07,-0.20092629001628423,1.0,0.4713288674670798,2.356482699506854e-06
17,8,context-PCG,128,32,8,64,ID four obstacles,ID,5.808478174453507,0.05,4,0.5286711325329202,0.9236882910921901,0.3352564102564103,8.092334038423132e-07,1.751206866629218e-06,2.7415677905651137e-07,-0.15534459048872742,1.0,0.4713288674670798,1.7512037999090986e-06
17,9,exact,0,0,8,64,ID four obstacles,ID,6.169745255774679,0.05,4,0.5672752718272892,0.929067547649033,0.3753787878787879,0.0,4.114036570967983e-06,2.879789633425389e-07,0.0,1.0,0.4327247281727108,4.1140196457407065e-06
