seed,geometry_draw,method,network_width,depth,context_size,context_measurements,scenario,regime,rotation,jitter_fraction,tasks_per_geometry,average_precision,auc,area_matched_iou,relative_score_error,mean_relative_residual,covariance_relative_residual,uq_error_correlation,numerical_coverage_95,localization_risk,solver_risk
17,9,identity-CG,0,32,8,64,ID four obstacles,ID,6.169745255774679,0.05,4,0.5672752718272892,0.929067547649033,0.3753787878787879,8.521194558852585e-07,5.266904565814912e-06,4.25319367280963e-07,-0.10964335844391529,1.0,0.4327247281727108,5.266876825677311e-06
17,9,population-PCG,128,32,8,64,ID four obstacles,ID,6.169745255774679,0.05,4,0.5672752718272892,0.929067547649033,0.3753787878787879,1.803398149036184e-06,4.6273685967435085e-06,4.6959038257909924e-07,0.04730263344547708,1.0,0.4327247281727108,4.627347184302462e-06
17,9,context-PCG,128,32,8,64,ID four obstacles,ID,6.169745255774679,0.05,4,0.5672752718272892,0.929067547649033,0.3753787878787879,6.657043254421069e-07,2.479388498954904e-06,2.5044552742770065e-07,-0.1420286200490749,1.0,0.4327247281727108,2.4793823516028172e-06
17,10,exact,0,0,8,64,ID four obstacles,ID,1.50829737676562,0.05,4,0.4783480296863338,0.9080601241717788,0.3202036554256721,0.0,1.254344681456132e-06,2.3436098928186766e-07,0.0,1.0,0.5216519703136662,1.2543431080775258e-06
17,10,identity-CG,0,32,8,64,ID four obstacles,ID,1.50829737676562,0.05,4,0.47833263798767917,0.908054415105782,0.3202036554256721,3.3986641057026645e-07,1.4963502366072134e-06,2.9711499394124985e-07,-0.09553530856704132,1.0,0.5216673620123209,1.4963479975465333e-06
17,10,population-PCG,128,32,8,64,ID four obstacles,ID,1.50829737676562,0.05,4,0.47834802968633383,0.9080601241717788,0.3202036554256721,5.938266767202549e-07,1.201731066657885e-06,4.0111119403718476e-07,-0.07023712191847159,1.0,0.5216519703136662,1.201729622502064e-06
17,10,context-PCG,128,32,8,64,ID four obstacles,ID,1.50829737676562,0.05,4,0.4783480296863338,0.9080601241717788,0.3202036554256721,3.1001426137322596e-07,8.878687083324621e-07,2.4193319347887154e-07,-0.10748421360362194,1.0,0.5216519703136662,8.878679200223188e-07
17,11,exact,0,0,8,64,ID four obstacles,ID,0.686047862224336,0.05,4,0.5749175086080461,0.8996505867100166,0.382531419846024,0.0,1.1234444627916673e-06,2.3619931610596723e-07,0.0,1.0,0.42508249139195387,1.1234432006656242e-06
17,11,identity-CG,0,32,8,64,ID four obstacles,ID,0.686047862224336,0.05,4,0.5748264032902988,0.8996455429300061,0.382531419846024,2.0898576735817187e-07,1.4034571478305224e-06,3.28035152818984e-07,-0.0036106329171147825,1.0,0.42517359670970123,1.4034551781413211e-06
17,11,population-PCG,128,32,8,64,ID four obstacles,ID,0.686047862224336,0.05,4,0.5749175086080461,0.8996505867100166,0.382531419846024,1.1108836730500116e-06,1.981505619141899e-06,5.20134840087394e-07,0.035642366643250684,1.0,0.42508249139195387,1.9815016927851604e-06
17,11,context-PCG,128,32,8,64,ID four obstacles,ID,0.686047862224336,0.05,4,0.5749175086080461,0.8996505867100166,0.382531419846024,2.978601507663825e-07,1.1096301477664383e-06,2.5541524095729073e-07,-0.015502011215476254,1.0,0.42508249139195387,1.1096289164887397e-06
17,12,exact,0,0,8,64,ID four obstacles,ID,0.4430505685716871,0.05,4,0.5857138732209536,0.9227111259404572,0.3549837751192431,0.0,1.5894786287162788e-06,2.5903485223466305e-07,0.0,1.0,0.4142861267790464,1.5894761022779834e-06
17,12,identity-CG,0,32,8,64,ID four obstacles,ID,0.4430505685716871,0.05,4,0.5857138732209536,0.9227111259404572,0.3549837751192431,3.6474786213602783e-07,1.984530285881192e-06,3.648677875389694e-07,-0.003502213120401972,1.0,0.4142861267790464,1.984526347528552e-06
17,12,population-PCG,128,32,8,64,ID four obstacles,ID,0.4430505685716871,0.05,4,0.5857138732209536,0.9227111259404572,0.3549837751192431,1.3080325373948654e-06,2.1235976674915946e-06,4.2560497348631543e-07,-0.01577055832860811,1.0,0.4142861267790464,2.1235931578341177e-06
17,12,context-PCG,128,32,8,64,ID four obstacles,ID,0.4430505685716871,0.05,4,0.5857138732209536,0.9227111259404572,0.3549837751192431,9.45734818458277e-07,1.1996767881328196e-06,2.689135278899357e-07,-0.06773731651794795,1.0,0.4142861267790464,1.1996753489101503e-06
17,13,exact,0,0,8,64,ID four obstacles,ID,4.221540594739208,0.05,4,0.583663887002386,0.9227056322302858,0.3829468150896722,0.0,3.4661471914887443e-06,2.650020647365636e-07,0.0,1.0,0.41633611299761397,3.466135177354034e-06
17,13,identity-CG,0,32,8,64,ID four obstacles,ID,4.221540594739208,0.05,4,0.583663887002386,0.9227056322302858,0.3829468150896722,7.304281339770569e-07,4.460746083623235e-06,3.623559337029292e-07,-0.09122015746136648,1.0,0.41633611299761397,4.460726185456373e-06
17,13,population-PCG,128,32,8,64,ID four obstacles,ID,4.221540594739208,0.05,4,0.583663887002386,0.9227056322302858,0.3829468150896722,3.1150680612768156e-06,6.077667713100254e-06,6.165801096358337e-07,-0.11019012931807111,1.0,0.41633611299761397,6.077630775279919e-06
17,13,context-PCG,128,32,8,64,ID four obstacles,ID,4.221540594739208,0.05,4,0.583663887002386,0.9227056322302858,0.3829468150896722,2.9648523458547515e-06,3.6699065546486054e-06,3.0010781060241243e-07,-0.11082371350186014,1.0,0.41633611299761397,3.6698930864839124e-06
17,14,exact,0,0,8,64,ID four obstacles,ID,4.235221710989758,0.05,4,0.6834754629088194,0.954896363222279,0.438071110393368,0.0,2.058095276424865e-06,2.60406476826347e-07,0.0,1.0,0.31652453709118056,2.058091040677416e-06
17,14,identity-CG,0,32,8,64,ID four obstacles,ID,4.235221710989758,0.05,4,0.6834720068770165,0.9548881565453267,0.438071110393368,7.567329376456655e-07,2.6928008054483143e-06,3.27805210531551e-07,-0.2237448603233178,1.0,0.3165279931229835,2.6927935542916627e-06
17,14,population-PCG,128,32,8,64,ID four obstacles,ID,4.235221710989758,0.05,4,0.6834754629088194,0.954896363222279,0.438071110393368,3.4764536493980813e-07,1.1132911126310319e-06,3.27945958389364e-07,-0.1165866811584857,1.0,0.31652453709118056,1.1132898732153103e-06
17,14,context-PCG,128,32,8,64,ID four obstacles,ID,4.235221710989758,0.05,4,0.6834754629088194,0.954896363222279,0.438071110393368,5.219163412562011e-07,9.212758662613396e-07,2.2672633548381782e-07,-0.24082547425148898,1.0,0.31652453709118056,9.212750175128998e-07
17,15,exact,0,0,8,64,ID four obstacles,ID,4.8722705248470515,0.05,4,0.45409118161006523,0.9147664846034612,0.318006993006993,0.0,4.495883445088111e-06,2.7308420769145414e-07,0.0,1.0,0.5459088183899348,4.495863232211034e-06
17,15,identity-CG,0,32,8,64,ID four obstacles,ID,4.8722705248470515,0.05,4,0.45409118161006523,0.9147664846034612,0.318006993006993,1.0170078930116233e-06,6.048400436498014e-06,4.600806207122332e-07,-0.09552919840315684,1.0,0.5459088183899348,6.048363853571442e-06
17,15,population-PCG,128,32,8,64,ID four obstacles,ID,4.8722705248470515,0.05,4,0.45409118161006523,0.9147664846034612,0.318006993006993,1.1868204481402245e-06,2.9399569001498094e-06,3.7621491344452807e-07,-0.01653069330596102,1.0,0.5459088183899348,2.9399482568286457e-06
17,15,context-PCG,128,32,8,64,ID four obstacles,ID,4.8722705248470515,0.05,4,0.45409118161006523,0.9147664846034612,0.318006993006993,6.79611449783124e-07,2.3153915478246745e-06,2.39681249070145e-07,-0.09073599667497856,1.0,0.5459088183899348,2.3153861867990676e-06
17,16,exact,0,0,8,64,ID four obstacles,ID,6.175986040894143,0.05,4,0.5952509660580358,0.940551459387093,0.3844716369864427,0.0,1.907773665266177e-06,2.672965386807391e-07,0.0,1.0,0.40474903394196415,1.9077700256727625e-06
17,16,identity-CG,0,32,8,64,ID four obstacles,ID,6.175986040894143,0.05,4,0.5952509660580358,0.940551459387093,0.3844716369864427,2.790873878666389e-07,2.2783517295010824e-06,3.5549280497093605e-07,-0.08503036723265138,1.0,0.40474903394196415,2.278346538626306e-06
17,16,population-PCG,128,32,8,64,ID four obstacles,ID,6.175986040894143,0.05,4,0.5952509660580358,0.940551459387093,0.3844716369864427,5.335234050107829e-07,1.8096276974688408e-06,4.203716912343225e-07,-0.04278223081602337,1.0,0.40474903394196415,1.8096244227223633e-06
17,16,context-PCG,128,32,8,64,ID four obstacles,ID,6.175986040894143,0.05,4,0.5952509660580358,0.940551459387093,0.3844716369864427,3.7061730928655834e-07,1.1976516063327836e-06,2.5497871192214916e-07,-0.06771778589391676,1.0,0.40474903394196415,1.1976501719651313e-06
17,17,exact,0,0,8,64,ID four obstacles,ID,5.590238323293426,0.05,4,0.547072710431145,0.9236193072815679,0.345701581027668,0.0,4.731168871785485e-06,3.015767795488955e-07,0.0,1.0,0.452927289568855,4.7311464879324936e-06
17,17,identity-CG,0,32,8,64,ID four obstacles,ID,5.590238323293426,0.05,4,0.547072710431145,0.9236193072815679,0.345701581027668,1.332416982080531e-06,5.982891181588457e-06,4.7117132595531075e-07,-0.11303421683348228,1.0,0.452927289568855,5.982855386815722e-06
17,17,population-PCG,128,32,8,64,ID four obstacles,ID,5.590238323293426,0.05,4,0.547072710431145,0.9236193072815679,0.345701581027668,4.272909698954663e-06,4.708436222244927e-06,4.662810795252881e-07,-0.02268641485041395,1.0,0.452927289568855,4.708414052977651e-06
17,17,context-PCG,128,32,8,64,ID four obstacles,ID,5.590238323293426,0.05,4,0.547072710431145,0.9236193072815679,0.345701581027668,1.1410158009539373e-06,3.1254989778517484e-06,2.779299421717951e-07,-0.2923337649596178,1.0,0.452927289568855,3.1254892091384197e-06
17,18,exact,0,0,8,64,ID four obstacles,ID,4.0183514320321425,0.05,4,0.6651847347302439,0.9614948074091296,0.4434955141476881,0.0,1.346204783203575e-06,2.48541102365607e-07,0.0,1.0,0.33481526526975613,1.3462029709386964e-06
17,18,identity-CG,0,32,8,64,ID four obstacles,ID,4.0183514320321425,0.05,4,0.6651847347302439,0.9614948074091296,0.4434955141476881,2.0212637075189832e-07,1.8154356524746618e-06,3.1568085745448116e-07,-0.09006189174331138,1.0,0.33481526526975613,1.8154323566740367e-06
17,18,population-PCG,128,32,8,64,ID four obstacles,ID,4.0183514320321425,0.05,4,0.6651847347302439,0.9614948074091296,0.4434955141476881,4.107087683280497e-07,8.844586005807287e-07,3.7534267249839104e-07,-0.13335102698821033,1.0,0.33481526526975613,8.844578183144044e-07
17,18,context-PCG,128,32,8,64,ID four obstacles,ID,4.0183514320321425,0.05,4,0.6651847347302439,0.9614948074091296,0.4434955141476881,3.615560331127199e-07,6.487138364263956e-07,2.2275179389907862e-07,-0.1697180149133116,1.0,0.33481526526975613,6.48713415597027e-07
17,19,exact,0,0,8,64,ID four obstacles,ID,5.115744285066445,0.05,4,0.5663036791517089,0.9123207692452319,0.3660011126708629,0.0,2.3191494022967163e-06,2.753281620471171e-07,0.0,1.0,0.43369632084829113,2.3191440238552395e-06
17,19,identity-CG,0,32,8,64,ID four obstacles,ID,5.115744285066445,0.05,4,0.5663036791517089,0.9123207692452319,0.3660011126708629,8.366427053374537e-07,2.717388611017668e-06,4.091151168950091e-07,-0.15380400762029567,1.0,0.43369632084829113,2.7173812268368706e-06
17,19,population-PCG,128,32,8,64,ID four obstacles,ID,5.115744285066445,0.05,4,0.5663036791517089,0.9123207692452319,0.3660011126708629,1.5485962450156876e-06,3.0076004406964785e-06,5.201848196634273e-07,-0.1105285234975013,1.0,0.43369632084829113,3.0075913950632734e-06
17,19,context-PCG,128,32,8,64,ID four obstacles,ID,5.115744285066445,0.05,4,0.5663036791517089,0.9123207692452319,0.3660011126708629,3.653388525037826e-07,2.005349983846827e-06,3.0345265855658e-07,-0.05051082708658628,1.0,0.43369632084829113,2.0053459624263335e-06
17,20,exact,0,0,8,64,ID four obstacles,ID,0.6495352995009691,0.05,4,0.5817497611540534,0.9510766550629611,0.4033955175259523,0.0,7.618748725235491e-07,2.1662676630285205e-07,0.0,1.0,0.4182502388459466,7.6187429207067e-07
17,20,identity-CG,0,32,8,64,ID four obstacles,ID,0.6495352995009691,0.05,4,0.5817497611540534,0.9510766550629611,0.4033955175259523,1.7376781258349183e-07,8.656704011400507e-07,2.57919396062789e-07,-0.03769122675274172,1.0,0.4182502388459466,8.65669651755456e-07
17,20,population-PCG,128,32,8,64,ID four obstacles,ID,0.6495352995009691,0.05,4,0.5817497611540534,0.9510766550629611,0.4033955175259523,2.06460946117204e-07,7.071567011962543e-07,3.4110725977143375e-07,-0.03111715655695549,1.0,0.4182502388459466,7.071562011260078e-07
17,20,context-PCG,128,32,8,64,ID four obstacles,ID,0.6495352995009691,0.05,4,0.5817497611540534,0.9510766550629611,0.4033955175259523,1.982979345171998e-07,4.879014383618596e-07,1.9247281812795336e-07,-0.069506957915052,1.0,0.4182502388459466,4.879012003141622e-07
17,21,exact,0,0,8,64,ID four obstacles,ID,5.656633925325328,0.05,4,0.5959831430947651,0.9482911761217323,0.39618361683248693,0.0,1.3428309415530748e-06,2.5106952961095885e-07,0.0,1.0,0.4040168569052349,1.3428291383605585e-06
17,21,identity-CG,0,32,8,64,ID four obstacles,ID,5.656633925325328,0.05,4,0.5959831430947651,0.9482911761217323,0.39618361683248693,3.2740143218745743e-07,1.6408108649557107e-06,3.2140431471816555e-07,-0.09624110572479094,1.0,0.4040168569052349,1.6408081726998337e-06
17,21,population-PCG,128,32,8,64,ID four obstacles,ID,5.656633925325328,0.05,4,0.5959831430947651,0.9482911761217323,0.39618361683248693,3.10518554869077e-07,1.4964562495833889e-06,4.656748018305734e-07,0.018984836745247903,1.0,0.4040168569052349,1.496454010205433e-06
17,21,context-PCG,128,32,8,64,ID four obstacles,ID,5.656633925325328,0.05,4,0.5959831430947651,0.9482911761217323,0.39618361683248693,3.023507240129675e-07,1.0738459081949259e-06,2.4159006173363196e-07,-0.06553013027595583,1.0,0.4040168569052349,1.0738447550511297e-06
17,22,exact,0,0,8,64,ID four obstacles,ID,1.4822108088296422,0.05,4,0.5885007462184855,0.9157114532594726,0.3685195993335528,0.0,2.934053981107354e-06,2.9406131218934206e-07,0.0,1.0,0.41149925378151453,2.9340453724598483e-06
17,22,identity-CG,0,32,8,64,ID four obstacles,ID,1.4822108088296422,0.05,4,0.5885007462184855,0.9157114532594726,0.3685195993335528,6.372228220641318e-07,3.3228643303573335e-06,4.3450702591485424e-07,-0.13204248195272889,1.0,0.41149925378151453,3.3228532889666644e-06
17,22,population-PCG,128,32,8,64,ID four obstacles,ID,1.4822108088296422,0.05,4,0.5885007462184855,0.9157114532594726,0.3685195993335528,1.2238930722219266e-06,2.4511745948530006e-06,4.415693908299545e-07,-0.12648973229311053,1.0,0.41149925378151453,2.4511685866108333e-06
17,22,context-PCG,128,32,8,64,ID four obstacles,ID,1.4822108088296422,0.05,4,0.5885007462184855,0.9157114532594726,0.3685195993335528,4.404058486784379e-07,1.5255955503334917e-06,2.679839745667323e-07,-0.1023523315083241,1.0,0.41149925378151453,1.5255932228952592e-06
17,23,exact,0,0,8,64,ID four obstacles,ID,5.132352548250128,0.05,4,0.6272479913325363,0.9351391770935311,0.38319602151455645,0.0,2.230898886068644e-06,2.4425501266023275e-07,0.0,1.0,0.3727520086674637,2.230893909169907e-06
17,23,identity-CG,0,32,8,64,ID four obstacles,ID,5.132352548250128,0.05,4,0.6272479913325363,0.9351391770935311,0.38319602151455645,3.357264635184265e-07,2.7641686628498974e-06,3.945579862829618e-07,0.03632418183447731,1.0,0.3727520086674637,2.7641610222426207e-06
17,23,population-PCG,128,32,8,64,ID four obstacles,ID,5.132352548250128,0.05,4,0.6272479913325363,0.9351391770935311,0.38319602151455645,1.4863537600717791e-06,3.7989800958371234e-06,5.012402652937453e-07,0.07693198624721798,1.0,0.3727520086674637,3.7989656636421823e-06
17,23,context-PCG,128,32,8,64,ID four obstacles,ID,5.132352548250128,0.05,4,0.6272479913325363,0.9351391770935311,0.38319602151455645,8.217819562617024e-07,1.853044523159042e-06,2.3260783521550366e-07,-0.037759068895810884,1.0,0.3727520086674637,1.8530410893914001e-06
17,24,exact,0,0,8,64,ID four obstacles,ID,1.432870069612662,0.05,4,0.43188202330621894,0.8407340907351363,0.2797446514837819,0.0,3.511700953140462e-06,3.076590147088609e-07,0.0,1.0,0.5681179766937811,3.511688621140184e-06
17,24,identity-CG,0,32,8,64,ID four obstacles,ID,1.432870069612662,0.05,4,0.43188202330621894,0.8407340907351363,0.2797446514837819,8.814661924816392e-07,4.432405432908126e-06,4.0512223620225996e-07,-0.1446238472399614,1.0,0.5681179766937811,4.432385786777284e-06
17,24,population-PCG,128,32,8,64,ID four obstacles,ID,1.432870069612662,0.05,4,0.43188202330621894,0.8407340907351363,0.2797446514837819,3.6679513542026143e-06,4.894361183005458e-06,6.40542666019428e-07,-0.18815136368348054,1.0,0.5681179766937811,4.894337228351311e-06
17,24,context-PCG,128,32,8,64,ID four obstacles,ID,1.432870069612662,0.05,4,0.43188202330621894,0.8407340907351363,0.2797446514837819,1.579717718414031e-06,2.9219796999768732e-06,3.4364015277787985e-07,-0.2158232122475005,1.0,0.5681179766937811,2.9219711620364537e-06
17,25,exact,0,0,8,64,ID four obstacles,ID,0.9528602918729908,0.05,4,0.5530161224661838,0.9258161533037701,0.4022544283413848,0.0,1.4216061572369654e-06,2.4843387436135345e-07,0.0,1.0,0.4469838775338162,1.4216041362757722e-06
17,25,identity-CG,0,32,8,64,ID four obstacles,ID,0.9528602918729908,0.05,4,0.5530161224661838,0.9258161533037701,0.4022544283413848,2.4623773420273665e-07,1.6971431904266865e-06,2.989551468601803e-07,-0.05072693085751191,1.0,0.4469838775338162,1.697140310136566e-06
