seed,axis,level,level_label,geometry_draw,method,network_width,depth,context_size,obstacle_count,relative_noise,aperture_degrees,wavenumber,rotation,jitter_fraction,tasks_per_geometry,average_precision,mean_relative_residual,covariance_relative_residual,original_mean_relative_residual,original_covariance_relative_residual,relative_score_error,numerical_coverage_95
17,obstacle_count,1.0,count=1,2,population-PCG,128,32,48,1,0.15,360.0,8.0,2.3749492404086854,0.05,4,0.8959094917428251,0.24875535815954208,0.020323755219578743,0.736589789390564,0.016927559976466,0.00617368082748726,0.6151147857308388
17,obstacle_count,1.0,count=1,2,context-PCG,128,32,48,1,0.15,360.0,8.0,2.3749492404086854,0.05,4,0.8956016099694261,0.108016406185925,0.019936064025387168,0.7814744636416435,0.021059675724245608,0.005748930794652551,0.6728316247463226
17,obstacle_count,1.0,count=1,2,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,2.3749492404086854,0.05,4,0.8951624356172082,0.17958606779575348,0.017838794272392988,1.051869124174118,0.01961946440860629,0.004365966306068003,0.712053544819355
17,obstacle_count,1.0,count=1,2,looped-HB,128,32,48,1,0.15,360.0,8.0,2.3749492404086854,0.05,4,0.9300189257909846,0.1486102119088173,0.01794842933304608,0.6783423721790314,0.02329169469885528,0.15673378854990005,0.010204081423580647
17,obstacle_count,1.0,count=1,3,exact,0,0,48,1,0.15,360.0,8.0,5.816701599780751,0.05,4,0.9929545454545454,0.000352303461113479,6.878862222947646e-06,0.000352303461113479,6.878862222947646e-06,0.0,1.0
17,obstacle_count,1.0,count=1,3,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,5.816701599780751,0.05,4,0.989458041958042,0.17318104952573776,0.01767820306122303,0.8999090790748596,0.016490387730300426,0.006676263059489429,0.5794005021452904
17,obstacle_count,1.0,count=1,3,identity-CG,0,32,48,1,0.15,360.0,8.0,5.816701599780751,0.05,4,0.9910606060606061,1.2198395133018494,0.028836678247898817,1.219839185476303,0.02883668104186654,0.011508123017847538,0.11096938513219357
17,obstacle_count,1.0,count=1,3,population-PCG,128,32,48,1,0.15,360.0,8.0,5.816701599780751,0.05,4,0.9910606060606061,0.2791711837053299,0.022349863313138485,1.1500530242919922,0.019571826327592134,0.007016363088041544,0.4939413219690323
17,obstacle_count,1.0,count=1,3,context-PCG,128,32,48,1,0.15,360.0,8.0,5.816701599780751,0.05,4,0.9913519813519813,0.12273645773530006,0.01931445999071002,0.7964309230446815,0.018817151430994272,0.0058267032145522535,0.6017219200730324
17,obstacle_count,1.0,count=1,3,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,5.816701599780751,0.05,4,0.989458041958042,0.18769855052232742,0.022149052005261183,0.9872516989707947,0.025326654314994812,0.005277382850181311,0.6285076439380646
17,obstacle_count,1.0,count=1,3,looped-HB,128,32,48,1,0.15,360.0,8.0,5.816701599780751,0.05,4,0.9351749286288761,0.13795597851276398,0.018538791220635176,0.6799685657024384,0.0260969209484756,0.15862566232681274,0.0159438771661371
17,obstacle_count,1.0,count=1,4,exact,0,0,48,1,0.15,360.0,8.0,2.3203562273734186,0.05,4,0.9940476190476191,0.00035334999847691506,7.184151741057576e-06,0.00035334999847691506,7.184151741057576e-06,0.0,1.0
17,obstacle_count,1.0,count=1,4,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,2.3203562273734186,0.05,4,0.9940476190476191,0.10277035878971219,0.012263311829883605,0.5314738973975182,0.011989377322606742,0.003274794216849841,0.752232126891613
17,obstacle_count,1.0,count=1,4,identity-CG,0,32,48,1,0.15,360.0,8.0,2.3203562273734186,0.05,4,0.9940476190476191,1.1328124850988388,0.02075337548740208,1.1328126639127731,0.020753378747031093,0.009848774876445532,0.09598213993012905
17,obstacle_count,1.0,count=1,4,population-PCG,128,32,48,1,0.15,360.0,8.0,2.3203562273734186,0.05,4,0.9940476190476191,0.24186256900429726,0.02101998869329691,0.8641098514199257,0.014379982370883226,0.0055878255516290665,0.5663265213370323
17,obstacle_count,1.0,count=1,4,context-PCG,128,32,48,1,0.15,360.0,8.0,2.3203562273734186,0.05,4,0.9940476190476191,0.08411759417504072,0.014292654348537326,0.8514944519847631,0.01738979626679793,0.0030742101080249995,0.7573341727256775
17,obstacle_count,1.0,count=1,4,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,2.3203562273734186,0.05,4,0.9940476190476191,0.0920526422560215,0.013133705302607268,0.40355824679136276,0.01306818425655365,0.0032525804272154346,0.7633928582072258
17,obstacle_count,1.0,count=1,4,looped-HB,128,32,48,1,0.15,360.0,8.0,2.3203562273734186,0.05,4,0.9637067302786999,0.1371961608529091,0.019100578501820564,0.6218805313110352,0.02610044227913022,0.15576625615358353,0.009885203908197582
17,obstacle_count,1.0,count=1,5,exact,0,0,48,1,0.15,360.0,8.0,1.3988503192963664,0.05,4,0.9940476190476191,0.00037010289815953,7.672237188671716e-06,0.00037010289815953,7.672237188671716e-06,0.0,1.0
17,obstacle_count,1.0,count=1,5,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,1.3988503192963664,0.05,4,0.9940476190476191,0.08943675318732858,0.012042497954098508,0.580196525901556,0.013000966020626947,0.0025859462039079517,0.8427933603525162
17,obstacle_count,1.0,count=1,5,identity-CG,0,32,48,1,0.15,360.0,8.0,1.3988503192963664,0.05,4,0.9940476190476191,0.8324053660035133,0.021232809172943234,0.832405112683773,0.021232796600088477,0.00678641686681658,0.22098213341087103
17,obstacle_count,1.0,count=1,5,population-PCG,128,32,48,1,0.15,360.0,8.0,1.3988503192963664,0.05,4,0.9940476190476191,0.27556291967630386,0.022871827241033316,0.9483622759580612,0.018154506804421544,0.005894434521906078,0.5389030501246452
17,obstacle_count,1.0,count=1,5,context-PCG,128,32,48,1,0.15,360.0,8.0,1.3988503192963664,0.05,4,0.9940476190476191,0.0755587830208242,0.013216364081017673,0.5941716562956572,0.014021674578543752,0.0022142605448607355,0.8434311151504517
17,obstacle_count,1.0,count=1,5,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,1.3988503192963664,0.05,4,0.9940476190476191,0.10588931990787387,0.011632533685769886,0.6028465088456869,0.010612059268169105,0.0016063234870671295,0.897321417927742
17,obstacle_count,1.0,count=1,5,looped-HB,128,32,48,1,0.15,360.0,8.0,1.3988503192963664,0.05,4,0.9673076923076922,0.14573191851377487,0.019879274535924196,0.6305792033672333,0.027121405117213726,0.16739241406321526,0.008928571245633066
17,obstacle_count,1.0,count=1,6,exact,0,0,48,1,0.15,360.0,8.0,4.946539388134744,0.05,4,0.9920634920634921,0.0003845133614959195,7.478976613128907e-06,0.0003845133614959195,7.478976613128907e-06,0.0,1.0
17,obstacle_count,1.0,count=1,6,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,4.946539388134744,0.05,4,0.9892857142857143,0.2006633933633566,0.01790622645057738,0.8723216205835342,0.013459871290251613,0.010511089640203863,0.5019132569432259
17,obstacle_count,1.0,count=1,6,identity-CG,0,32,48,1,0.15,360.0,8.0,4.946539388134744,0.05,4,0.9892857142857143,1.104980230331421,0.023129325825721025,1.1049806326627731,0.02312928601168096,0.00886567821726203,0.06855867337435484
17,obstacle_count,1.0,count=1,6,population-PCG,128,32,48,1,0.15,360.0,8.0,4.946539388134744,0.05,4,0.9892857142857143,0.31378453224897385,0.021669371984899044,0.9970532953739166,0.018662888556718826,0.00867716211359948,0.3995535597205162
17,obstacle_count,1.0,count=1,6,context-PCG,128,32,48,1,0.15,360.0,8.0,4.946539388134744,0.05,4,0.9892857142857143,0.17210413329303265,0.020806782878935337,1.3725459575653076,0.018924147821962833,0.011614469753112644,0.3995535597205162
17,obstacle_count,1.0,count=1,6,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,4.946539388134744,0.05,4,0.987012987012987,0.24668446369469166,0.020331792533397675,1.3335234373807907,0.019687842577695847,0.007694969710428268,0.4346300885081291
17,obstacle_count,1.0,count=1,6,looped-HB,128,32,48,1,0.15,360.0,8.0,4.946539388134744,0.05,4,0.9300807761483598,0.14030977338552475,0.01825163420289755,0.6735076606273651,0.023670838680118322,0.17397036030888557,0.01116071396972984
17,obstacle_count,1.0,count=1,7,exact,0,0,48,1,0.15,360.0,8.0,0.49597613587686074,0.05,4,1.0,0.00039550807559862733,7.5100620051671285e-06,0.00039550807559862733,7.5100620051671285e-06,0.0,1.0
17,obstacle_count,1.0,count=1,7,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,0.49597613587686074,0.05,4,1.0,0.14236675389111042,0.016465579392388463,0.8379339873790741,0.016836961032822728,0.004647067515179515,0.6683673337101936
17,obstacle_count,1.0,count=1,7,identity-CG,0,32,48,1,0.15,360.0,8.0,0.49597613587686074,0.05,4,1.0,0.9348818510770798,0.0205548123922199,0.934881404042244,0.020554795628413558,0.009768394520506263,0.08609693683683872
17,obstacle_count,1.0,count=1,7,population-PCG,128,32,48,1,0.15,360.0,8.0,0.49597613587686074,0.05,4,1.0,0.27169160544872284,0.02018720516934991,0.7514578402042389,0.013571894960477948,0.0074896953301504254,0.4320790767669678
17,obstacle_count,1.0,count=1,7,context-PCG,128,32,48,1,0.15,360.0,8.0,0.49597613587686074,0.05,4,1.0,0.12492854800075293,0.01664038677699864,0.9155542105436325,0.01629520475398749,0.004425132559845224,0.6954719349741936
17,obstacle_count,1.0,count=1,7,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,0.49597613587686074,0.05,4,1.0,0.17601757869124413,0.017741644755005836,1.0440787374973297,0.018880361458286643,0.004155686445301399,0.720982126891613
17,obstacle_count,1.0,count=1,7,looped-HB,128,32,48,1,0.15,360.0,8.0,0.49597613587686074,0.05,4,0.9611821338383839,0.14556895941495895,0.018800594378262758,0.6422394812107086,0.024854865856468678,0.16715304553508759,0.013073979411274195
17,obstacle_count,1.0,count=1,8,exact,0,0,48,1,0.15,360.0,8.0,3.531802761578486,0.05,4,0.9871031746031746,0.00042815606866497546,8.011874911062478e-06,0.00042815606866497546,8.011874911062478e-06,0.0,1.0
17,obstacle_count,1.0,count=1,8,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,3.531802761578486,0.05,4,0.9871031746031746,0.15911631286144257,0.018731871154159307,1.1172287166118622,0.020113833714276552,0.0051856470527127385,0.5322066247463226
17,obstacle_count,1.0,count=1,8,identity-CG,0,32,48,1,0.15,360.0,8.0,3.531802761578486,0.05,4,0.994047619047619,0.868911623954773,0.01702561741694808,0.8689121007919312,0.017025633715093136,0.008941555512137711,0.07047193869948387
17,obstacle_count,1.0,count=1,8,population-PCG,128,32,48,1,0.15,360.0,8.0,3.531802761578486,0.05,4,0.9871031746031745,0.26715187728405,0.022410591132938862,0.9311594069004059,0.01820375770330429,0.007433438440784812,0.3973214253783226
17,obstacle_count,1.0,count=1,8,context-PCG,128,32,48,1,0.15,360.0,8.0,3.531802761578486,0.05,4,0.9871031746031745,0.11646373197436333,0.01886338507756591,0.9257309883832932,0.019284985959529877,0.00581377325579524,0.44387754052877426
17,obstacle_count,1.0,count=1,8,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,3.531802761578486,0.05,4,0.9871031746031745,0.16532319597899914,0.01798076741397381,0.8560161739587784,0.01672706939280033,0.0052452864474616945,0.47640305757522583
17,obstacle_count,1.0,count=1,8,looped-HB,128,32,48,1,0.15,360.0,8.0,3.531802761578486,0.05,4,0.9913690476190475,0.14844249561429024,0.018925516866147518,0.6557003259658813,0.025096089579164982,0.16973137855529785,0.006696428434224799
17,obstacle_count,1.0,count=1,9,exact,0,0,48,1,0.15,360.0,8.0,1.4902761921909473,0.05,4,0.9916666666666667,0.00038106807187432423,7.124068929442728e-06,0.00038106807187432423,7.124068929442728e-06,0.0,1.0
17,obstacle_count,1.0,count=1,9,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,1.4902761921909473,0.05,4,0.9916666666666667,0.17526198737323284,0.019558951957151294,1.0599368214607239,0.02134714974090457,0.008417579578235745,0.5251913107931614
17,obstacle_count,1.0,count=1,9,identity-CG,0,32,48,1,0.15,360.0,8.0,1.4902761921909473,0.05,4,0.9916666666666667,1.0980425775051117,0.023257305845618248,1.0980428606271744,0.023257301189005375,0.009431758895516396,0.09024234302341938
17,obstacle_count,1.0,count=1,9,population-PCG,128,32,48,1,0.15,360.0,8.0,1.4902761921909473,0.05,4,1.0,0.2704502306878567,0.021602727472782135,0.986680418252945,0.01873127557337284,0.007455451996065676,0.4649234637618065
17,obstacle_count,1.0,count=1,9,context-PCG,128,32,48,1,0.15,360.0,8.0,1.4902761921909473,0.05,4,0.9916666666666667,0.135716930963099,0.021014480968005955,0.9063971005380154,0.022139583772514015,0.008525233017280698,0.555803544819355
17,obstacle_count,1.0,count=1,9,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,1.4902761921909473,0.05,4,0.9916666666666667,0.19788948073983192,0.018848784966394305,1.0521993190050125,0.016906230011954904,0.005265519430395216,0.6045918166637421
17,obstacle_count,1.0,count=1,9,looped-HB,128,32,48,1,0.15,360.0,8.0,1.4902761921909473,0.05,4,0.962918244949495,0.14813411235809326,0.017253884114325047,0.6676463335752487,0.019650003407150507,0.17276115715503693,0.012436224264092743
17,obstacle_count,1.0,count=1,10,exact,0,0,48,1,0.15,360.0,8.0,1.1557222290640863,0.05,4,1.0,0.0003946120850741863,7.6043380659029935e-06,0.0003946120850741863,7.6043380659029935e-06,0.0,1.0
17,obstacle_count,1.0,count=1,10,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,1.1557222290640863,0.05,4,1.0,0.20539294183254242,0.018045171396806836,1.0877109915018082,0.01783276116475463,0.009438626002520323,0.4508928544819355
17,obstacle_count,1.0,count=1,10,identity-CG,0,32,48,1,0.15,360.0,8.0,1.1557222290640863,0.05,4,1.0,0.971995621919632,0.02079843939282,0.9719966500997543,0.020798379322513938,0.008061996079050004,0.10522959101945162
17,obstacle_count,1.0,count=1,10,population-PCG,128,32,48,1,0.15,360.0,8.0,1.1557222290640863,0.05,4,1.0,0.3025447353720665,0.023236092180013657,1.0372769385576248,0.021528724115341902,0.008494141744449735,0.42952805757522583
17,obstacle_count,1.0,count=1,10,context-PCG,128,32,48,1,0.15,360.0,8.0,1.1557222290640863,0.05,4,1.0,0.1562675666064024,0.01762248552404344,1.1056552529335022,0.01713661546818912,0.008216268324758857,0.5102040581405163
17,obstacle_count,1.0,count=1,10,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,1.1557222290640863,0.05,4,0.9999999999999999,0.20436276495456696,0.01997235370799899,1.002686321735382,0.017937647877261043,0.0061788990860804915,0.5561224408447742
17,obstacle_count,1.0,count=1,10,looped-HB,128,32,48,1,0.15,360.0,8.0,1.1557222290640863,0.05,4,0.9839265672599006,0.14452671259641647,0.018256583251059055,0.6443707048892975,0.025157955940812826,0.1745777130126953,0.008928571362048388
17,obstacle_count,1.0,count=1,11,exact,0,0,48,1,0.15,360.0,8.0,1.1751566159100206,0.05,4,0.9965034965034965,0.00034616078482940793,6.7624340545080486e-06,0.00034616078482940793,6.7624340545080486e-06,0.0,1.0
17,obstacle_count,1.0,count=1,11,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,1.1751566159100206,0.05,4,0.9946095571095572,0.11966082826256752,0.015061122132465243,0.6463863998651505,0.014456457225605845,0.004930962575599551,0.6568877398967743
17,obstacle_count,1.0,count=1,11,identity-CG,0,32,48,1,0.15,360.0,8.0,1.1751566159100206,0.05,4,0.9965034965034966,1.1208225935697556,0.026147799100726843,1.12082339823246,0.026147781871259212,0.011938899522647262,0.08992346562445164
17,obstacle_count,1.0,count=1,11,population-PCG,128,32,48,1,0.15,360.0,8.0,1.1751566159100206,0.05,4,0.9965034965034965,0.2786060869693756,0.02255119476467371,0.9712946563959122,0.02266868087463081,0.008200060110539198,0.4588647931814194
17,obstacle_count,1.0,count=1,11,context-PCG,128,32,48,1,0.15,360.0,8.0,1.1751566159100206,0.05,4,0.994609557109557,0.09961462579667568,0.01762396388221532,0.6741866767406464,0.016128521179780364,0.005131598009029403,0.6068239733576775
17,obstacle_count,1.0,count=1,11,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,1.1751566159100206,0.05,4,0.994609557109557,0.16651053167879581,0.018388905795291066,0.9849138706922531,0.019657340832054615,0.004972527647623792,0.6170280426740646
17,obstacle_count,1.0,count=1,11,looped-HB,128,32,48,1,0.15,360.0,8.0,1.1751566159100206,0.05,4,0.9620628109264473,0.14651046693325043,0.017211321741342545,0.6610706746578217,0.02089849254116416,0.1572350710630417,0.013392856810241938
17,obstacle_count,1.0,count=1,12,exact,0,0,48,1,0.15,360.0,8.0,4.765715410650272,0.05,4,0.9631461309345926,0.000382206286303699,7.291476777027128e-06,0.000382206286303699,7.291476777027128e-06,0.0,1.0
17,obstacle_count,1.0,count=1,12,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,4.765715410650272,0.05,4,0.9594895251946534,0.11017031036317348,0.013196608168072999,0.6148405894637108,0.013143900083377957,0.004251785372616723,0.6945152878761292
17,obstacle_count,1.0,count=1,12,identity-CG,0,32,48,1,0.15,360.0,8.0,4.765715410650272,0.05,4,0.9574693231744515,0.9547845125198364,0.022800395730882883,0.9547830373048782,0.022800341714173555,0.013649053988046944,0.09566326346248388
17,obstacle_count,1.0,count=1,12,population-PCG,128,32,48,1,0.15,360.0,8.0,4.765715410650272,0.05,4,0.9677757605642219,0.23311442509293556,0.019897802267223597,0.6599888205528259,0.014850046252831817,0.006272136815823615,0.5318877547979355
17,obstacle_count,1.0,count=1,12,context-PCG,128,32,48,1,0.15,360.0,8.0,4.765715410650272,0.05,4,0.9624657156708439,0.09303361177444458,0.016101495595648885,0.7240162715315819,0.017123531084507704,0.003743434412172064,0.7691326439380646
17,obstacle_count,1.0,count=1,12,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,4.765715410650272,0.05,4,0.9651663329547946,0.14726207684725523,0.01562612212728709,0.8700212202966213,0.01602345024002716,0.003983734204666689,0.708545908331871
17,obstacle_count,1.0,count=1,12,looped-HB,128,32,48,1,0.15,360.0,8.0,4.765715410650272,0.05,4,0.9803272422022422,0.14320018142461777,0.018968737218528986,0.6409328281879425,0.02559887059032917,0.15075130574405193,0.02136479550972581
17,obstacle_count,1.0,count=1,13,exact,0,0,48,1,0.15,360.0,8.0,6.16615710393661,0.05,4,0.8855157111221417,0.00044972232717555016,7.959609774843557e-06,0.00044972232717555016,7.959609774843557e-06,0.0,1.0
17,obstacle_count,1.0,count=1,13,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,6.16615710393661,0.05,4,0.8914019395637043,0.19257805193774402,0.016273693880066276,1.0946068093180656,0.018430904659908265,0.010011255850258749,0.5041453987360001
17,obstacle_count,1.0,count=1,13,identity-CG,0,32,48,1,0.15,360.0,8.0,6.16615710393661,0.05,4,0.8944457209492807,0.972009614109993,0.016697417944669724,0.9720105081796646,0.016697452636435628,0.009676593472249806,0.07557397894561291
17,obstacle_count,1.0,count=1,13,population-PCG,128,32,48,1,0.15,360.0,8.0,6.16615710393661,0.05,4,0.8921525927590233,0.4103417247533798,0.025249406695365906,1.9732665419578552,0.03200892638415098,0.007910699700005352,0.38711733371019363
17,obstacle_count,1.0,count=1,13,context-PCG,128,32,48,1,0.15,360.0,8.0,6.16615710393661,0.05,4,0.8882138729785085,0.15166774345561862,0.014799694065004587,1.049818493425846,0.010986779583618045,0.010096268735651392,0.49521683901548386
17,obstacle_count,1.0,count=1,13,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,6.16615710393661,0.05,4,0.8911576637749639,0.23292176518589258,0.016326107433997095,1.0094415098428726,0.012366625247523189,0.007031220768112689,0.5296556130051613
17,obstacle_count,1.0,count=1,13,looped-HB,128,32,48,1,0.15,360.0,8.0,6.16615710393661,0.05,4,0.9039687947449069,0.1521187163889408,0.019118414726108313,0.7156218141317368,0.024240534054115415,0.1838020421564579,0.0060586734325625
17,obstacle_count,1.0,count=1,14,exact,0,0,48,1,0.15,360.0,8.0,1.3522253177950483,0.05,4,0.9614782497594998,0.0003374494917807169,7.011970296844083e-06,0.0003374494917807169,7.011970296844083e-06,0.0,1.0
17,obstacle_count,1.0,count=1,14,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,1.3522253177950483,0.05,4,0.9673161618474118,0.17384647578001022,0.017561200074851513,1.0034924000501633,0.020904531702399254,0.006129889457952231,0.589285708963871
17,obstacle_count,1.0,count=1,14,identity-CG,0,32,48,1,0.15,360.0,8.0,1.3522253177950483,0.05,4,0.9506275553150554,1.2874002754688263,0.028022751212120056,1.2874006628990173,0.028022780548781157,0.011502610286697745,0.09534438606351614
17,obstacle_count,1.0,count=1,14,population-PCG,128,32,48,1,0.15,360.0,8.0,1.3522253177950483,0.05,4,0.9614782497594998,0.2614705376327038,0.021684179548174143,0.9413664937019348,0.020803967723622918,0.005731145618483424,0.580357126891613
17,obstacle_count,1.0,count=1,14,context-PCG,128,32,48,1,0.15,360.0,8.0,1.3522253177950483,0.05,4,0.9716344997594997,0.12456932105123997,0.019974725088104606,0.845962218940258,0.019109242595732212,0.00740032474277541,0.5073341876268387
17,obstacle_count,1.0,count=1,14,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,1.3522253177950483,0.05,4,0.9653844997594998,0.1776819620281458,0.02142656478099525,0.9682926535606384,0.02495887689292431,0.005788475915323943,0.5672831535339355
17,obstacle_count,1.0,count=1,14,looped-HB,128,32,48,1,0.15,360.0,8.0,1.3522253177950483,0.05,4,0.9454894931457432,0.14413756504654884,0.017578899394720793,0.6390520930290222,0.020744749112054706,0.1580355279147625,0.012117346515879035
17,obstacle_count,1.0,count=1,15,exact,0,0,48,1,0.15,360.0,8.0,5.128533325575602,0.05,4,0.9977272727272727,0.0004316253398428671,7.555021284133545e-06,0.0004316253398428671,7.555021284133545e-06,0.0,1.0
17,obstacle_count,1.0,count=1,15,angular-Jacobi-PCG,0,32,48,1,0.15,360.0,8.0,5.128533325575602,0.05,4,0.9977272727272727,0.17481685802340508,0.02124670916236937,1.0051045343279839,0.02028287178836763,0.007702600792981684,0.5051020346581936
17,obstacle_count,1.0,count=1,15,identity-CG,0,32,48,1,0.15,360.0,8.0,5.128533325575602,0.05,4,0.9977272727272727,0.9573459178209305,0.02000929811038077,0.9573466181755066,0.020009334897622466,0.00893624103628099,0.08737244829535484
17,obstacle_count,1.0,count=1,15,population-PCG,128,32,48,1,0.15,360.0,8.0,5.128533325575602,0.05,4,1.0,0.32331281900405884,0.023368972819298506,1.3201695680618286,0.023088795831426978,0.010445882217027247,0.32174744084477425
17,obstacle_count,1.0,count=1,15,context-PCG,128,32,48,1,0.15,360.0,8.0,5.128533325575602,0.05,4,0.9977272727272727,0.13674726709723473,0.019758521812036633,1.1577757894992828,0.019994774484075606,0.00820532173383981,0.4658800847828388
17,obstacle_count,1.0,count=1,15,hybrid-PCG,128,32,48,1,0.15,360.0,8.0,5.128533325575602,0.05,4,0.9977272727272727,0.17726949229836464,0.020897785667330027,0.8351466655731201,0.01907348691020161,0.006433400674723089,0.48915814608335495
17,obstacle_count,1.0,count=1,15,looped-HB,128,32,48,1,0.15,360.0,8.0,5.128533325575602,0.05,4,0.9409685086155675,0.14754235371947289,0.017131919972598553,0.6784926354885101,0.021325127687305212,0.1757616326212883,0.00924744876101613
