seed,joint_severity,geometry_draw,method,context_size,depth,tasks_per_geometry,raw_condition_median,transformed_condition_median,condition_reduction_median,geometry_commutator_mean,mean_relative_residual_mean,covariance_relative_residual_mean,original_mean_relative_residual_mean,original_covariance_relative_residual_mean
17,0.0,5,population-PCG,48,32,4,26549.681640625,1614.7122802734375,7.66187858581543,0.18119043111801147,0.2169608473777771,0.01803729310631752,0.5047917366027832,0.01660476252436638
17,0.0,5,context-PCG,48,32,4,26549.681640625,909.9305419921875,24.3870792388916,0.18119043111801147,0.1597433090209961,0.013174101710319519,0.4559970498085022,0.012491043657064438
17,0.0,5,hybrid-PCG,48,32,4,26549.681640625,873.5712890625,24.114410400390625,0.18119043111801147,0.17059195041656494,0.014371750876307487,0.3981238603591919,0.012969573959708214
17,0.0,5,angular-Jacobi-PCG,48,32,4,26549.681640625,884.1785888671875,24.618112564086914,0.18119043111801147,0.183302104473114,0.01652391627430916,0.5361685752868652,0.018807336688041687
17,0.0,6,identity-CG,48,32,4,26443.02734375,26443.02734375,1.0,0.17505720257759094,0.8184370398521423,0.01803160272538662,0.8184367418289185,0.01803160458803177
17,0.0,6,population-PCG,48,32,4,26443.02734375,1473.0794677734375,14.298750877380371,0.17505720257759094,0.13220250606536865,0.012864497490227222,0.33149176836013794,0.012170307338237762
17,0.0,6,context-PCG,48,32,4,26443.02734375,827.3505859375,31.8085994720459,0.17505720257759094,0.08146204054355621,0.008260409347712994,0.2638792097568512,0.007748250383883715
17,0.0,6,hybrid-PCG,48,32,4,26443.02734375,857.5829467773438,30.093460083007812,0.17505720257759094,0.09807965904474258,0.008959254249930382,0.2596927285194397,0.00854494795203209
17,0.0,6,angular-Jacobi-PCG,48,32,4,26443.02734375,839.1561279296875,30.06029510498047,0.17505720257759094,0.10507066547870636,0.009942912496626377,0.3280841112136841,0.009912078268826008
17,0.0,7,identity-CG,48,32,4,27047.0234375,27047.0234375,1.0,0.18619932234287262,0.7914648056030273,0.03227028250694275,0.7914650440216064,0.03227031230926514
17,0.0,7,population-PCG,48,32,4,27047.0234375,2750.071533203125,7.831021785736084,0.18619932234287262,0.22136911749839783,0.017808668315410614,0.5022950172424316,0.015836616978049278
17,0.0,7,context-PCG,48,32,4,27047.0234375,1101.4339599609375,20.543556213378906,0.18619932234287262,0.13978755474090576,0.013523074798285961,0.3649832606315613,0.013731987215578556
17,0.0,7,hybrid-PCG,48,32,4,27047.0234375,1031.1927490234375,19.090675354003906,0.18619932234287262,0.19260352849960327,0.015755653381347656,0.5175193548202515,0.015929974615573883
17,0.0,7,angular-Jacobi-PCG,48,32,4,27047.0234375,1251.8521728515625,20.02882194519043,0.18619932234287262,0.19053466618061066,0.015894634649157524,0.5178864598274231,0.016330473124980927
17,0.0,8,identity-CG,48,32,4,26631.1328125,26631.1328125,1.0,0.16135939955711365,0.9504932761192322,0.026542235165834427,0.9504934549331665,0.026542216539382935
17,0.0,8,population-PCG,48,32,4,26631.1328125,1379.509033203125,13.827271461486816,0.16135939955711365,0.1942165195941925,0.014179125428199768,0.5184995532035828,0.013526755385100842
17,0.0,8,context-PCG,48,32,4,26631.1328125,641.1826171875,21.77643394470215,0.16135939955711365,0.12855184078216553,0.01103811152279377,0.34789836406707764,0.009866329841315746
17,0.0,8,hybrid-PCG,48,32,4,26631.1328125,603.8681640625,19.620738983154297,0.16135939955711365,0.1611098051071167,0.01209965255111456,0.4465322494506836,0.012168469838798046
17,0.0,8,angular-Jacobi-PCG,48,32,4,26631.1328125,594.2528686523438,19.412715911865234,0.16135939955711365,0.14127498865127563,0.012410208582878113,0.3748584985733032,0.012142309918999672
17,0.0,9,identity-CG,48,32,4,25178.458984375,25178.458984375,1.0,0.1623045951128006,0.9330074787139893,0.031976230442523956,0.9330071806907654,0.03197618946433067
17,0.0,9,population-PCG,48,32,4,25178.458984375,1452.421630859375,13.87420654296875,0.1623045951128006,0.17555992305278778,0.014811191707849503,0.4535296857357025,0.014475516974925995
17,0.0,9,context-PCG,48,32,4,25178.458984375,682.19873046875,31.80807113647461,0.1623045951128006,0.10613572597503662,0.009779008105397224,0.32720673084259033,0.01006060279905796
17,0.0,9,hybrid-PCG,48,32,4,25178.458984375,618.3460083007812,36.48971176147461,0.1623045951128006,0.09961806237697601,0.008764250203967094,0.25048530101776123,0.007521977648139
17,0.0,9,angular-Jacobi-PCG,48,32,4,25178.458984375,615.16064453125,33.93236541748047,0.1623045951128006,0.12867030501365662,0.00957289058715105,0.38609009981155396,0.010090526193380356
17,0.0,10,identity-CG,48,32,4,26905.681640625,26905.681640625,1.0,0.16802763938903809,0.8162083625793457,0.02209463343024254,0.8162082433700562,0.02209462597966194
17,0.0,10,population-PCG,48,32,4,26905.681640625,1547.8917236328125,13.842554092407227,0.16802763938903809,0.1843387484550476,0.01170018408447504,0.5202084183692932,0.012691152282059193
17,0.0,10,context-PCG,48,32,4,26905.681640625,757.2445068359375,32.893226623535156,0.16802763938903809,0.09886448085308075,0.010011538863182068,0.31698745489120483,0.009863775223493576
17,0.0,10,hybrid-PCG,48,32,4,26905.681640625,665.038330078125,34.44912338256836,0.16802763938903809,0.1089007779955864,0.011127140372991562,0.3061623275279999,0.011663132347166538
17,0.0,10,angular-Jacobi-PCG,48,32,4,26905.681640625,688.423583984375,34.63988494873047,0.16802763938903809,0.12583942711353302,0.009878262877464294,0.3738313615322113,0.009985318407416344
17,0.0,11,identity-CG,48,32,4,26416.8828125,26416.8828125,1.0,0.21202543377876282,0.9231581091880798,0.044201597571372986,0.9231582283973694,0.04420160502195358
17,0.0,11,population-PCG,48,32,4,26416.8828125,1932.2178955078125,11.112278938293457,0.21202543377876282,0.16772720217704773,0.013879776000976562,0.37982332706451416,0.012740359641611576
17,0.0,11,context-PCG,48,32,4,26416.8828125,805.0902709960938,25.071664810180664,0.21202543377876282,0.11671927571296692,0.013032008893787861,0.35025638341903687,0.013170694932341576
17,0.0,11,hybrid-PCG,48,32,4,26416.8828125,889.9376220703125,23.1197452545166,0.21202543377876282,0.16257236897945404,0.015825292095541954,0.4676448106765747,0.01705290749669075
17,0.0,11,angular-Jacobi-PCG,48,32,4,26416.8828125,811.5825805664062,23.391687393188477,0.21202543377876282,0.1402515023946762,0.014035649597644806,0.3957414925098419,0.014817355200648308
17,0.0,12,identity-CG,48,32,4,26150.396484375,26150.396484375,1.0,0.216031014919281,1.1577520370483398,0.030784903094172478,1.1577517986297607,0.03078489750623703
17,0.0,12,population-PCG,48,32,4,26150.396484375,1795.169189453125,13.986939430236816,0.216031014919281,0.159715473651886,0.01270432211458683,0.39514732360839844,0.014392035081982613
17,0.0,12,context-PCG,48,32,4,26150.396484375,990.182373046875,18.446311950683594,0.216031014919281,0.1445147693157196,0.012917633168399334,0.3705371022224426,0.011122524738311768
17,0.0,12,hybrid-PCG,48,32,4,26150.396484375,1076.373046875,17.472633361816406,0.216031014919281,0.20634259283542633,0.017268545925617218,0.5817999839782715,0.018348542973399162
17,0.0,12,angular-Jacobi-PCG,48,32,4,26150.396484375,1015.5557861328125,18.60943603515625,0.216031014919281,0.19285006821155548,0.015987060964107513,0.5531126856803894,0.01685798354446888
17,0.0,13,identity-CG,48,32,4,25910.94921875,25910.94921875,1.0,0.15297561883926392,0.6815124750137329,0.02775547280907631,0.6815124750137329,0.027755463495850563
17,0.0,13,population-PCG,48,32,4,25910.94921875,1404.6014404296875,16.193758010864258,0.15297561883926392,0.14522036910057068,0.009321184828877449,0.42974042892456055,0.010702908970415592
17,0.0,13,context-PCG,48,32,4,25910.94921875,566.8712768554688,27.180561065673828,0.15297561883926392,0.07757839560508728,0.007436824031174183,0.2616599202156067,0.007370594423264265
17,0.0,13,hybrid-PCG,48,32,4,25910.94921875,495.05072021484375,32.51585006713867,0.15297561883926392,0.09307555854320526,0.00821907538920641,0.29813623428344727,0.009117900393903255
17,0.0,13,angular-Jacobi-PCG,48,32,4,25910.94921875,469.5865783691406,31.863407135009766,0.15297561883926392,0.09596413373947144,0.00783743616193533,0.29324784874916077,0.0080156484618783
17,0.0,14,identity-CG,48,32,4,26860.544921875,26860.544921875,1.0,0.1989831030368805,1.1024729013442993,0.040998674929142,1.1024723052978516,0.04099870100617409
17,0.0,14,population-PCG,48,32,4,26860.544921875,3023.70654296875,8.997491836547852,0.1989831030368805,0.21293863654136658,0.017858045175671577,0.48446205258369446,0.016917234286665916
17,0.0,14,context-PCG,48,32,4,26860.544921875,1294.4317626953125,18.915653228759766,0.1989831030368805,0.15385134518146515,0.010649260133504868,0.3330463767051697,0.008481614291667938
17,0.0,14,hybrid-PCG,48,32,4,26860.544921875,1334.796630859375,15.350813865661621,0.1989831030368805,0.22012531757354736,0.016206324100494385,0.5699871182441711,0.017647759988904
17,0.0,14,angular-Jacobi-PCG,48,32,4,26860.544921875,1289.677978515625,16.334320068359375,0.1989831030368805,0.20011702179908752,0.01505516842007637,0.5012346506118774,0.016037967056035995
17,0.0,15,identity-CG,48,32,4,26739.96875,26739.96875,1.0,0.20346836745738983,1.051293969154358,0.033574171364307404,1.051294207572937,0.033574193716049194
17,0.0,15,population-PCG,48,32,4,26739.96875,1630.216796875,13.692051887512207,0.20346836745738983,0.16956380009651184,0.010259512811899185,0.42156311869621277,0.010582515969872475
17,0.0,15,context-PCG,48,32,4,26739.96875,763.6199340820312,18.99287223815918,0.20346836745738983,0.1405109167098999,0.009900899603962898,0.3936958909034729,0.010701976716518402
17,0.0,15,hybrid-PCG,48,32,4,26739.96875,825.3815307617188,22.17751693725586,0.20346836745738983,0.1814616173505783,0.011230827309191227,0.4921127259731293,0.01187069620937109
17,0.0,15,angular-Jacobi-PCG,48,32,4,26739.96875,738.9200439453125,21.393144607543945,0.20346836745738983,0.18510702252388,0.01053545530885458,0.5124175548553467,0.01140430849045515
17,0.0,16,identity-CG,48,32,4,25899.458984375,25899.458984375,1.0,0.18829838931560516,1.0804941654205322,0.029746484011411667,1.0804942846298218,0.029746489599347115
17,0.0,16,population-PCG,48,32,4,25899.458984375,2886.186767578125,5.977459907531738,0.18829838931560516,0.28063035011291504,0.015009578317403793,0.6810716390609741,0.014301996678113937
17,0.0,16,context-PCG,48,32,4,25899.458984375,1604.4737548828125,14.850452423095703,0.18829838931560516,0.23887062072753906,0.015402575023472309,0.6864738464355469,0.015271777287125587
17,0.0,16,hybrid-PCG,48,32,4,25899.458984375,1931.8021240234375,12.296111106872559,0.18829838931560516,0.28083086013793945,0.018917251378297806,0.7095720767974854,0.019824562594294548
17,0.0,16,angular-Jacobi-PCG,48,32,4,25899.458984375,1881.28076171875,12.929573059082031,0.18829838931560516,0.2605607211589813,0.01822923868894577,0.6976861953735352,0.018429724499583244
17,0.0,17,identity-CG,48,32,4,27291.91796875,27291.91796875,1.0,0.19523769617080688,0.7741057276725769,0.025964034721255302,0.7741059064865112,0.02596401236951351
17,0.0,17,population-PCG,48,32,4,27291.91796875,1755.881103515625,11.590670585632324,0.19523769617080688,0.17899085581302643,0.011274974793195724,0.4659109115600586,0.012400992214679718
17,0.0,17,context-PCG,48,32,4,27291.91796875,1006.650390625,26.060504913330078,0.19523769617080688,0.1288130134344101,0.012272212654352188,0.3670627474784851,0.012437205761671066
17,0.0,17,hybrid-PCG,48,32,4,27291.91796875,1009.0450439453125,23.0687313079834,0.19523769617080688,0.17584064602851868,0.015102622099220753,0.49186137318611145,0.015316925942897797
17,0.0,17,angular-Jacobi-PCG,48,32,4,27291.91796875,1044.6356201171875,24.600303649902344,0.19523769617080688,0.15186408162117004,0.01374880876392126,0.4665898084640503,0.014226770028471947
17,0.0,18,identity-CG,48,32,4,26720.69140625,26720.69140625,1.0,0.16840903460979462,1.0008275508880615,0.03687433898448944,1.0008277893066406,0.03687432035803795
17,0.0,18,population-PCG,48,32,4,26720.69140625,2101.938232421875,12.563531875610352,0.16840903460979462,0.20629125833511353,0.017227761447429657,0.4954199492931366,0.01628716289997101
17,0.0,18,context-PCG,48,32,4,26720.69140625,1032.8065185546875,24.881467819213867,0.16840903460979462,0.10274185240268707,0.010992510244250298,0.2884175181388855,0.010268859565258026
17,0.0,18,hybrid-PCG,48,32,4,26720.69140625,1011.3114624023438,25.295988082885742,0.16840903460979462,0.1352255940437317,0.012832734733819962,0.37515780329704285,0.013467889279127121
17,0.0,18,angular-Jacobi-PCG,48,32,4,26720.69140625,998.7139892578125,25.524276733398438,0.16840903460979462,0.14636918902397156,0.013378158211708069,0.43286097049713135,0.013728676363825798
17,0.0,19,identity-CG,48,32,4,26375.548828125,26375.548828125,1.0,0.21127566695213318,0.9828172326087952,0.03505442664027214,0.9828170537948608,0.035054415464401245
17,0.0,19,population-PCG,48,32,4,26375.548828125,2415.47705078125,10.208161354064941,0.21127566695213318,0.2234908491373062,0.013919270597398281,0.48860418796539307,0.013642845675349236
17,0.0,19,context-PCG,48,32,4,26375.548828125,1449.8428955078125,17.201637268066406,0.21127566695213318,0.18073558807373047,0.012055356055498123,0.4672384262084961,0.010086950846016407
17,0.0,19,hybrid-PCG,48,32,4,26375.548828125,1488.7049560546875,15.86923599243164,0.21127566695213318,0.23741570115089417,0.015698149800300598,0.6182447671890259,0.015372905880212784
17,0.0,19,angular-Jacobi-PCG,48,32,4,26375.548828125,1332.9632568359375,16.007068634033203,0.21127566695213318,0.227798193693161,0.015930606052279472,0.6182765960693359,0.01597319170832634
17,0.0,20,identity-CG,48,32,4,26814.19921875,26814.19921875,1.0,0.1743202805519104,1.0756235122680664,0.033108800649642944,1.0756235122680664,0.03310881182551384
17,0.0,20,population-PCG,48,32,4,26814.19921875,1796.9359130859375,10.210657119750977,0.1743202805519104,0.15738624334335327,0.012964066118001938,0.3855655789375305,0.0129670025780797
17,0.0,20,context-PCG,48,32,4,26814.19921875,705.3939819335938,23.651765823364258,0.1743202805519104,0.1506957709789276,0.01231757365167141,0.40048474073410034,0.011898351833224297
17,0.0,20,hybrid-PCG,48,32,4,26814.19921875,705.4193115234375,19.36618995666504,0.1743202805519104,0.16767200827598572,0.012567313387989998,0.3905203342437744,0.01196988858282566
17,0.0,20,angular-Jacobi-PCG,48,32,4,26814.19921875,639.44189453125,21.560359954833984,0.1743202805519104,0.18321682512760162,0.01200016587972641,0.5088717937469482,0.012613288126885891
17,0.0,21,identity-CG,48,32,4,26100.177734375,26100.177734375,1.0,0.17615684866905212,0.725178062915802,0.02646118402481079,0.7251784205436707,0.026461182162165642
17,0.0,21,population-PCG,48,32,4,26100.177734375,1335.3218994140625,13.277338981628418,0.17615684866905212,0.13168901205062866,0.012403227388858795,0.29739201068878174,0.011015805415809155
17,0.0,21,context-PCG,48,32,4,26100.177734375,931.9266357421875,21.850191116333008,0.17615684866905212,0.12017624080181122,0.009916520677506924,0.36767423152923584,0.009504212066531181
17,0.0,21,hybrid-PCG,48,32,4,26100.177734375,830.95068359375,20.704608917236328,0.17615684866905212,0.15673702955245972,0.012768985703587532,0.4410400986671448,0.013770217075943947
17,0.0,21,angular-Jacobi-PCG,48,32,4,26100.177734375,857.503173828125,21.025806427001953,0.17615684866905212,0.16238173842430115,0.012114946730434895,0.48102623224258423,0.012854885309934616
17,0.0,22,identity-CG,48,32,4,26601.23828125,26601.23828125,1.0,0.1665532886981964,1.0656921863555908,0.040565375238657,1.0656918287277222,0.04056539386510849
17,0.0,22,population-PCG,48,32,4,26601.23828125,1310.7113037109375,11.994714736938477,0.1665532886981964,0.17260974645614624,0.013799379579722881,0.4342379868030548,0.012821516022086143
17,0.0,22,context-PCG,48,32,4,26601.23828125,890.69873046875,27.07029151916504,0.1665532886981964,0.09605614840984344,0.00971816573292017,0.31681686639785767,0.00993129052221775
17,0.0,22,hybrid-PCG,48,32,4,26601.23828125,924.0162963867188,23.066801071166992,0.1665532886981964,0.13260984420776367,0.012138615362346172,0.3977910280227661,0.013238035142421722
17,0.0,22,angular-Jacobi-PCG,48,32,4,26601.23828125,899.265380859375,25.12436866760254,0.1665532886981964,0.1398847997188568,0.010600892826914787,0.4312267303466797,0.011104404926300049
17,0.0,23,identity-CG,48,32,4,25729.08984375,25729.08984375,1.0,0.1831825077533722,1.1845929622650146,0.025305572897195816,1.1845929622650146,0.02530556544661522
17,0.0,23,population-PCG,48,32,4,25729.08984375,1744.3006591796875,13.695879936218262,0.1831825077533722,0.11850172281265259,0.010351049713790417,0.28498193621635437,0.009321499615907669
17,0.0,23,context-PCG,48,32,4,25729.08984375,737.7425537109375,20.393775939941406,0.1831825077533722,0.0921778604388237,0.012110888957977295,0.30242401361465454,0.011333957314491272
17,0.0,23,hybrid-PCG,48,32,4,25729.08984375,808.7346801757812,21.464696884155273,0.1831825077533722,0.12206236273050308,0.012278033420443535,0.3604148030281067,0.01293972134590149
17,0.0,23,angular-Jacobi-PCG,48,32,4,25729.08984375,648.4478149414062,22.44637107849121,0.1831825077533722,0.11679354310035706,0.012031536549329758,0.34806275367736816,0.012972070835530758
17,0.0,24,identity-CG,48,32,4,26817.68359375,26817.68359375,1.0,0.1661173403263092,0.8196263313293457,0.029299182817339897,0.81962651014328,0.02929917722940445
17,0.0,24,population-PCG,48,32,4,26817.68359375,1977.822509765625,11.205584526062012,0.1661173403263092,0.16060101985931396,0.012664840556681156,0.3825567960739136,0.012500354088842869
17,0.0,24,context-PCG,48,32,4,26817.68359375,1020.0838623046875,19.200057983398438,0.1661173403263092,0.1382964551448822,0.011718385852873325,0.36119896173477173,0.011717604473233223
17,0.0,24,hybrid-PCG,48,32,4,26817.68359375,1061.7080078125,19.365652084350586,0.1661173403263092,0.1676938682794571,0.012843816541135311,0.4234979748725891,0.013106174767017365
17,0.0,24,angular-Jacobi-PCG,48,32,4,26817.68359375,999.0010986328125,19.937679290771484,0.1661173403263092,0.1748334765434265,0.014249162748456001,0.48921993374824524,0.015318982303142548
17,0.0,25,identity-CG,48,32,4,26741.712890625,26741.712890625,1.0,0.19317102432250977,0.6690990328788757,0.02599027380347252,0.6690987348556519,0.02599029242992401
17,0.0,25,population-PCG,48,32,4,26741.712890625,2112.39453125,13.157681465148926,0.19317102432250977,0.1754690706729889,0.01647578552365303,0.42605969309806824,0.015663504600524902
17,0.0,25,context-PCG,48,32,4,26741.712890625,703.9095458984375,19.562606811523438,0.19317102432250977,0.13116656243801117,0.010322285816073418,0.36762580275535583,0.010257607325911522
17,0.0,25,hybrid-PCG,48,32,4,26741.712890625,819.4656372070312,22.246829986572266,0.19317102432250977,0.15787163376808167,0.012082865461707115,0.41196197271347046,0.012827925384044647
17,0.0,25,angular-Jacobi-PCG,48,32,4,26741.712890625,742.7208862304688,21.85466194152832,0.19317102432250977,0.16257967054843903,0.011692136526107788,0.4607861042022705,0.012574595399200916
17,0.0,26,identity-CG,48,32,4,26708.056640625,26708.056640625,1.0,0.1930459886789322,1.0197625160217285,0.04018709808588028,1.0197620391845703,0.04018709436058998
17,0.0,26,population-PCG,48,32,4,26708.056640625,1698.02197265625,14.387895584106445,0.1930459886789322,0.13680888712406158,0.011625710874795914,0.3583402633666992,0.01119233388453722
17,0.0,26,context-PCG,48,32,4,26708.056640625,904.5306396484375,29.460922241210938,0.1930459886789322,0.10553981363773346,0.010157999582588673,0.28842249512672424,0.009826026856899261
17,0.0,26,hybrid-PCG,48,32,4,26708.056640625,921.4813842773438,23.49944496154785,0.1930459886789322,0.14497004449367523,0.011839153245091438,0.4006745517253876,0.011618617922067642
17,0.0,26,angular-Jacobi-PCG,48,32,4,26708.056640625,920.2318725585938,25.925222396850586,0.1930459886789322,0.14421691000461578,0.011871963739395142,0.4018856883049011,0.012308251112699509
17,0.0,27,identity-CG,48,32,4,26346.216796875,26346.216796875,1.0,0.20884758234024048,1.092358946800232,0.038160961121320724,1.0923590660095215,0.03816097229719162
17,0.0,27,population-PCG,48,32,4,26346.216796875,2121.708251953125,12.614595413208008,0.20884758234024048,0.1851717233657837,0.015358394011855125,0.44893747568130493,0.015609611757099628
17,0.0,27,context-PCG,48,32,4,26346.216796875,1179.312744140625,20.59642219543457,0.20884758234024048,0.1773819923400879,0.013976608403027058,0.5157982707023621,0.014965590089559555
17,0.0,27,hybrid-PCG,48,32,4,26346.216796875,1205.8984375,20.249975204467773,0.20884758234024048,0.15632376074790955,0.012680375948548317,0.3492547869682312,0.011986052617430687
17,0.0,27,angular-Jacobi-PCG,48,32,4,26346.216796875,1172.5439453125,21.302200317382812,0.20884758234024048,0.1675877720117569,0.012741588056087494,0.44379234313964844,0.013744710944592953
17,0.0,28,identity-CG,48,32,4,26221.400390625,26221.400390625,1.0,0.19143524765968323,1.0793027877807617,0.044871143996715546,1.079303503036499,0.04487115144729614
17,0.0,28,population-PCG,48,32,4,26221.400390625,1232.72607421875,16.571073532104492,0.19143524765968323,0.10689656436443329,0.010445959866046906,0.2679286599159241,0.0099710151553154
17,0.0,28,context-PCG,48,32,4,26221.400390625,972.9453125,25.349815368652344,0.19143524765968323,0.09189905226230621,0.010526442900300026,0.27163165807724,0.010176418349146843
17,0.0,28,hybrid-PCG,48,32,4,26221.400390625,1052.0740966796875,23.902929306030273,0.19143524765968323,0.1359512209892273,0.01278587058186531,0.40010225772857666,0.01265060342848301
17,0.0,28,angular-Jacobi-PCG,48,32,4,26221.400390625,888.5015869140625,23.994247436523438,0.19143524765968323,0.11722755432128906,0.012750416062772274,0.33752089738845825,0.012740613892674446
17,0.0,29,identity-CG,48,32,4,26319.36328125,26319.36328125,1.0,0.18176811933517456,0.8667359948158264,0.03027072735130787,0.8667359352111816,0.03027072176337242
17,0.0,29,population-PCG,48,32,4,26319.36328125,2435.490478515625,6.872829914093018,0.18176811933517456,0.19226616621017456,0.017188159748911858,0.5046232342720032,0.01823863945901394
17,0.0,29,context-PCG,48,32,4,26319.36328125,1443.0419921875,17.7745418548584,0.18176811933517456,0.15889954566955566,0.011561822146177292,0.3961951434612274,0.010857134126126766
17,0.0,29,hybrid-PCG,48,32,4,26319.36328125,1599.583740234375,16.69649314880371,0.18176811933517456,0.2216169238090515,0.01391149777919054,0.5701764822006226,0.013945218175649643
17,0.0,29,angular-Jacobi-PCG,48,32,4,26319.36328125,1521.08251953125,15.820049285888672,0.18176811933517456,0.19966132938861847,0.012810233049094677,0.5280704498291016,0.013116341084241867
17,0.0,30,identity-CG,48,32,4,26472.494140625,26472.494140625,1.0,0.18288663029670715,0.9710881114006042,0.03767361491918564,0.9710884690284729,0.03767362982034683
17,0.0,30,population-PCG,48,32,4,26472.494140625,1897.7705078125,13.663764953613281,0.18288663029670715,0.17047861218452454,0.014754259027540684,0.42304763197898865,0.014491591602563858
17,0.0,30,context-PCG,48,32,4,26472.494140625,802.4179077148438,21.67460823059082,0.18288663029670715,0.10869456827640533,0.010593783110380173,0.3325558304786682,0.009697293862700462
17,0.0,30,hybrid-PCG,48,32,4,26472.494140625,836.1705932617188,24.8592529296875,0.18288663029670715,0.1327270269393921,0.012531903572380543,0.3590428829193115,0.011904876679182053
