method,depth,context_size,context_measurements,regime_class,n_tasks,average_precision_mean,transformed_mean_relative_residual_mean,mean_relative_residual_mean,covariance_relative_residual_mean,transformed_covariance_relative_residual_mean,relative_score_error_mean,numerical_coverage_95_mean,raw_condition_median,transformed_condition_median,condition_reduction_median
Jacobi-PCG,48,48,2304,ID,48,0.894650614031133,0.6538684666156769,0.6599211829404036,0.01364783182119325,0.013683837925782379,0.008756775765505109,0.47826316952705383,93973.1376953125,92423.3193359375,0.998065173625946
Jacobi-PCG,48,48,2304,OOD,120,0.766902285669486,0.4242362261439363,0.4295099609841903,0.013727801300895664,0.013745184537644142,0.011328172190890912,0.6904549238582453,24020.501953125,24927.01171875,0.9903935790061951
Jacobi-PCG,64,8,64,All,168,0.5113357046002113,1.844374693843148e-05,2.0544875858888636e-05,8.119130081056591e-07,7.441659457963993e-07,1.5664388835780924e-06,1.0,445.6859893798828,427.49049377441406,1.0190576314926147
Jacobi-PCG,64,8,64,ID,48,0.7639285889874764,4.3299662438062175e-05,4.714018253318383e-05,1.528473515458965e-06,1.4256000018993593e-06,1.9466062735062906e-06,1.0,1829.6270751953125,1818.7857360839844,1.003862202167511
Jacobi-PCG,64,8,64,OOD,120,0.41029855084530537,8.501380738579201e-06,9.906753189170558e-06,5.252888051643367e-07,4.7159232335521514e-07,1.414371927606813e-06,1.0,406.63999938964844,402.89137268066406,1.029789686203003
Jacobi-PCG,64,12,144,All,168,0.7382307747473628,4.843567861489682e-05,5.2083326032790307e-05,1.6487332266430194e-06,1.5532060116370195e-06,2.446009688805177e-06,1.0,1489.9290771484375,1461.4237670898438,1.0068761706352234
Jacobi-PCG,64,12,144,ID,48,0.8500356493655409,0.00010974360986889957,0.0001165473743185171,3.043108980212613e-06,2.890447262871021e-06,3.6661103782383484e-06,1.0,5079.3985595703125,4905.1568603515625,1.0034428834915161
Jacobi-PCG,64,12,144,OOD,120,0.6935088249000915,2.3912506113295724e-05,2.6297706718499587e-05,1.0909829252151817e-06,1.018309511143419e-06,1.9579694130319086e-06,1.0,1234.2193603515625,1246.4429321289062,1.0089395642280579
Jacobi-PCG,64,16,256,All,168,0.7476064244370928,8.403506567013086e-05,8.872253204116737e-05,2.619285352590764e-06,2.506287026719855e-06,2.9157782420053903e-06,1.0,2769.3154296875,2816.3656005859375,0.9992445111274719
Jacobi-PCG,64,16,256,ID,48,0.8611704376528427,0.00017779001351903728,0.0001869016280882601,4.358581719543508e-06,4.168966962462643e-06,4.16542774435887e-06,1.0,9666.582397460938,9311.07958984375,0.9977576732635498
Jacobi-PCG,64,16,256,OOD,120,0.7021808191507929,4.6533086530568304e-05,4.945089362233027e-05,1.923566805809666e-06,1.84121505242274e-06,2.4159184410639983e-06,1.0,2542.6280517578125,2563.245849609375,1.002553641796112
Jacobi-PCG,64,24,576,All,168,0.7779356696667596,0.0051494243123973195,0.005190515472663892,0.00017537734485507136,0.0001755376146634172,2.8006718842055422e-05,1.0,6717.5966796875,6707.093505859375,0.9954241216182709
Jacobi-PCG,64,24,576,ID,48,0.8715603104482089,0.00616660342105504,0.0061849130433983554,0.0001989447925249219,0.0001988896453894703,2.4203058804535733e-05,1.0,23377.8388671875,22730.95947265625,1.0001952052116394
Jacobi-PCG,64,24,576,OOD,120,0.7404858133541801,0.004742552668934232,0.004792756444370106,0.00016595036578713113,0.00016619680237299597,2.9528182857063295e-05,1.0,5944.91455078125,6192.035400390625,0.9857743084430695
Jacobi-PCG,64,32,1024,All,168,0.7901124921118361,0.04166212534653905,0.04219598765346394,0.0014125741242986382,0.0014143268066011655,0.00027794233885523195,1.0,11775.0068359375,11839.533203125,0.9960493743419647
Jacobi-PCG,64,32,1024,ID,48,0.8953102565141159,0.0514025835630794,0.05219468129022662,0.0013172773590970604,0.0013185467720783104,0.00023289861985628546,1.0,45013.458984375,45113.330078125,0.9991839528083801
Jacobi-PCG,64,32,1024,OOD,120,0.7480333863509242,0.03776594205992291,0.03819651019875887,0.0014506928303792692,0.0014526388204103076,0.0002959598264548105,1.0,10494.00244140625,10746.74462890625,0.9930070638656616
Jacobi-PCG,64,48,2304,All,168,0.8035626002205273,0.2082103983543458,0.2108185143054773,0.006018415351891619,0.006021638177030313,0.0029360438769625912,0.9849444202014378,26624.3369140625,27054.9013671875,0.992791324853897
Jacobi-PCG,64,48,2304,ID,48,0.8947095592338851,0.2651618017504612,0.26796352397650475,0.006021610235620713,0.006021397869820498,0.0024671487581144377,0.9868994442125162,93973.1376953125,92423.3193359375,0.998065173625946
Jacobi-PCG,64,48,2304,OOD,120,0.7671038166151841,0.18542983699589966,0.18796051043706632,0.006017137398399983,0.006021734299914238,0.0031236019245018524,0.9841624105970065,24020.501953125,24927.01171875,0.9903935790061951
Jacobi-PCG,96,8,64,All,168,0.5113357046002113,1.8443746960086116e-05,2.0544875862272173e-05,8.140816555894725e-07,7.472084693205261e-07,1.5664335238019773e-06,1.0,445.6859893798828,427.49049377441406,1.0190576314926147
Jacobi-PCG,96,8,64,ID,48,0.7639285889874764,4.329966258964462e-05,4.714018253318383e-05,1.535552894319873e-06,1.4351636655381601e-06,1.946606112449937e-06,1.0,1829.6270751953125,1818.7857360839844,1.003862202167511
Jacobi-PCG,96,8,64,OOD,120,0.41029855084530537,8.501380708262711e-06,9.90675319390751e-06,5.254931600973123e-07,4.7202639083347243e-07,1.4143644883427935e-06,1.0,406.63999938964844,402.89137268066406,1.029789686203003
Jacobi-PCG,96,12,144,All,168,0.7382307747473628,4.84356217335837e-05,5.208351707810875e-05,1.7229367237464863e-06,1.6328557941102689e-06,2.446011341662922e-06,1.0,1489.9290771484375,1461.4237670898438,1.0068761706352234
Jacobi-PCG,96,12,144,ID,48,0.8500356493655409,0.00010974334842707315,0.00011654801085112609,3.2908803125527206e-06,3.157078275251024e-06,3.666103879140792e-06,1.0,5079.3985595703125,4905.1568603515625,1.0034428834915161
Jacobi-PCG,96,12,144,OOD,120,0.6935088249000915,2.391253105618792e-05,2.629771956890181e-05,1.0957592882239926e-06,1.0231668016539668e-06,1.957974326671774e-06,1.0,1234.2193603515625,1246.4429321289062,1.0089395642280579
Jacobi-PCG,96,16,256,All,168,0.7476064244370928,8.480777432850491e-05,8.944644632502831e-05,2.7874614355975305e-06,2.680947091332222e-06,2.9156987336266738e-06,1.0,2769.3154296875,2816.3656005859375,0.9992445111274719
Jacobi-PCG,96,16,256,ID,48,0.8611704376528427,0.00018019438243753103,0.00018912383264551333,4.785127217132867e-06,4.621708358835501e-06,4.16561122544105e-06,1.0,9666.582397460938,9311.07958984375,0.9977576732635498
Jacobi-PCG,96,16,256,OOD,120,0.7021808191507929,4.665313108489446e-05,4.9575491796834294e-05,1.9883951229833957e-06,1.9046425843309104e-06,2.4157337369009233e-06,1.0,2542.6280517578125,2563.245849609375,1.002553641796112
Jacobi-PCG,96,24,576,All,168,0.7779572307672362,0.00017465900757647923,0.0001805778246891787,5.132182933953984e-06,5.006531516133214e-06,4.023166725901428e-06,1.0,6717.5966796875,6707.093505859375,0.9954241216182709
Jacobi-PCG,96,24,576,ID,48,0.8715532522193148,0.0003714627643299714,0.00038099573384893,8.28844900979675e-06,8.108540479649188e-06,5.820562667698444e-06,1.0,23377.8388671875,22730.95947265625,1.0001952052116394
Jacobi-PCG,96,24,576,OOD,120,0.7405188221864046,9.593750487508235e-05,0.00010041066102527818,3.8696765036168776e-06,3.7657279307268255e-06,3.304208349182621e-06,1.0,5944.91455078125,6192.035400390625,0.9857743084430695
Jacobi-PCG,96,32,1024,All,168,0.7900862014170537,0.0027766987463802633,0.002834542325910526,9.177400632220073e-05,9.190051351227727e-05,1.2123762681697025e-05,1.0,11775.0068359375,11839.533203125,0.9960493743419647
Jacobi-PCG,96,32,1024,ID,48,0.8950396868235253,0.003609045400177467,0.0037543032097649086,9.285844801826402e-05,9.298518261855604e-05,1.4147798263290193e-05,1.0,45013.458984375,45113.330078125,0.9991839528083801
Jacobi-PCG,96,32,1024,OOD,120,0.7481048072544652,0.002443760084861382,0.0024666379723687734,9.134022964377542e-05,9.146664586976575e-05,1.1314148449059757e-05,1.0,10494.00244140625,10746.74462890625,0.9930070638656616
Jacobi-PCG,96,48,2304,All,168,0.8036926955058945,0.037536173814996326,0.037973148152343,0.0011009346447583797,0.0011022279110571745,0.00021607563766270024,1.0,26624.3369140625,27054.9013671875,0.992791324853897
Jacobi-PCG,96,48,2304,ID,48,0.895379744238176,0.043136070598848116,0.04372549821467444,0.001106629761731354,0.0011070095473162667,0.00017519946940559804,1.0,93973.1376953125,92423.3193359375,0.998065173625946
Jacobi-PCG,96,48,2304,OOD,120,0.767017876012982,0.03529621510145561,0.03567220812741042,0.0010986565979691902,0.0011003152565535375,0.0002324261049655411,1.0,24020.501953125,24927.01171875,0.9903935790061951
Jacobi-PCG,128,8,64,All,168,0.5113357046002113,1.844374698174075e-05,2.054487588054327e-05,8.153622531433971e-07,7.480346895979059e-07,1.5664311812948368e-06,1.0,445.6859893798828,427.49049377441406,1.0190576314926147
Jacobi-PCG,128,8,64,ID,48,0.7639285889874764,4.329966258964462e-05,4.714018253318383e-05,1.538145571799987e-06,1.4371569356796954e-06,1.9466064606158775e-06,1.0,1829.6270751953125,1818.7857360839844,1.003862202167511
Jacobi-PCG,128,8,64,OOD,120,0.41029855084530537,8.501380738579201e-06,9.906753219487048e-06,5.262489256807612e-07,4.7238579116519e-07,1.4143610695664203e-06,1.0,406.63999938964844,402.89137268066406,1.029789686203003
Jacobi-PCG,128,12,144,All,168,0.7382307747473628,4.843562031791158e-05,5.208351840716152e-05,1.7392487524689603e-06,1.6496224165710567e-06,2.446007911094923e-06,1.0,1489.9290771484375,1461.4237670898438,1.0068761706352234
Jacobi-PCG,128,12,144,ID,48,0.8500356493655409,0.00010974333758892689,0.0001165480142617295,3.3461418631475226e-06,3.2136331900763557e-06,3.6661205200516633e-06,1.0,5079.3985595703125,4905.1568603515625,1.0034428834915161
Jacobi-PCG,128,12,144,OOD,120,0.6935088249000915,2.3912533409505463e-05,2.6297720065334337e-05,1.0964915081975354e-06,1.0240181071689373e-06,1.957962867512227e-06,1.0,1234.2193603515625,1246.4429321289062,1.0089395642280579
Jacobi-PCG,128,16,256,All,168,0.7476064244370928,8.480804222341482e-05,8.944577836072084e-05,2.880925727649377e-06,2.774979192295069e-06,2.9156879777014227e-06,1.0,2769.3154296875,2816.3656005859375,0.9992445111274719
Jacobi-PCG,128,16,256,ID,48,0.8611704376528427,0.00018019525805354638,0.00018912149221248333,5.1041889435055054e-06,4.941188166185384e-06,4.165606398487398e-06,1.0,9666.582397460938,9311.07958984375,0.9977576732635498
Jacobi-PCG,128,16,256,OOD,120,0.7021808191507929,4.665315589136219e-05,4.957549282001583e-05,1.991620441306926e-06,1.908495602738943e-06,2.4157206093870323e-06,1.0,2542.6280517578125,2563.245849609375,1.002553641796112
Jacobi-PCG,128,24,576,All,168,0.7779575892439601,0.00017840721148956032,0.00018432145990721283,5.223653446472824e-06,5.099182282768717e-06,4.022842932930157e-06,1.0,6717.5966796875,6707.093505859375,0.9954241216182709
Jacobi-PCG,128,24,576,ID,48,0.8715532522193148,0.0003787791867276735,0.0003883436570503802,8.509638699176017e-06,8.319688940143047e-06,5.820153432978259e-06,1.0,23377.8388671875,22730.95947265625,1.0001952052116394
Jacobi-PCG,128,24,576,OOD,120,0.7405193240538183,9.825842139431508e-05,0.00010271258104994589,3.909259345391547e-06,3.8109796198189846e-06,3.3039187329109153e-06,1.0,5944.91455078125,6192.035400390625,0.9857743084430695
Jacobi-PCG,128,32,1024,All,168,0.7901067604575709,0.0003334599627599677,0.00034280009683802283,9.220997401912645e-06,9.101215639583687e-06,5.362725156303549e-06,1.0,11775.0068359375,11839.533203125,0.9960493743419647
Jacobi-PCG,128,32,1024,ID,48,0.8950928663079206,0.0006601021168534813,0.0006770455847799438,1.3959954448713082e-05,1.3773916445340243e-05,7.810655555810323e-06,1.0,45013.458984375,45113.330078125,0.9991839528083801
Jacobi-PCG,128,32,1024,OOD,120,0.7481123181174311,0.0002028031011225623,0.0002091019016612545,7.325414583192469e-06,7.232135317281063e-06,4.383552996500839e-06,1.0,10494.00244140625,10746.74462890625,0.9930070638656616
Jacobi-PCG,128,48,2304,All,168,0.8036906701673323,0.006534898756875697,0.006608654609191813,0.0001987103344162867,0.00019880476396508107,2.3901117807716738e-05,1.0,26624.3369140625,27054.9013671875,0.992791324853897
Jacobi-PCG,128,48,2304,ID,48,0.895397008695073,0.007146386725556373,0.007259386708028567,0.00017802583617288913,0.00017791082973413717,2.798488892115832e-05,1.0,93973.1376953125,92423.3193359375,0.998065173625946
Jacobi-PCG,128,48,2304,OOD,120,0.7670081347562362,0.006290303569403426,0.006348361769657111,0.00020698413371364577,0.00020716233765745865,2.2267609362340107e-05,1.0,24020.501953125,24927.01171875,0.9903935790061951
angular-Jacobi-PCG,1,8,64,All,168,0.5213950026720663,0.8913027569651604,2.248982971268041,0.3855139971488998,0.40290512268741924,0.24892035306298302,0.17557245789932838,445.6859893798828,167.0050277709961,2.186870813369751
angular-Jacobi-PCG,1,8,64,ID,48,0.7491460761487477,0.901568740606308,4.068030446767807,0.37637972335020703,0.41594341086844605,0.18116764343964553,0.15542622965585903,1829.6270751953125,163.42105865478516,5.779818296432495
angular-Jacobi-PCG,1,8,64,OOD,120,0.43029457328139376,0.8871963635087013,1.5213639810681343,0.3891677066683769,0.39768980741500853,0.27602143691231806,0.18363094919671613,406.63999938964844,167.0050277709961,1.879752278327942
angular-Jacobi-PCG,1,12,144,All,168,0.6296012279619221,1.0518930316680954,3.556837035786538,0.4358678621550401,0.4619735378239836,0.19494143671666578,0.14637238560022695,1489.9290771484375,244.57305145263672,6.030349493026733
angular-Jacobi-PCG,1,12,144,ID,48,0.7357698449717605,1.0195023491978645,6.0217959980169935,0.4437487206111352,0.480783245836695,0.15291155944578344,0.08960459032095965,5079.3985595703125,278.3255157470703,10.647140979766846
angular-Jacobi-PCG,1,12,144,OOD,120,0.5871337811579866,1.0648493046561878,2.5708534508943557,0.43271551877260206,0.454449654618899,0.21175338762501872,0.16907950371193387,1234.2193603515625,218.07845306396484,5.042062282562256
angular-Jacobi-PCG,1,16,256,All,168,0.6341755964451199,1.0771063672644752,4.175908491015434,0.46936831392702605,0.49248635094790233,0.17504572580080652,0.13960762586863154,2769.3154296875,305.9107971191406,8.940956115722656
angular-Jacobi-PCG,1,16,256,ID,48,0.7276883447211845,1.0314711704850197,6.105077202121417,0.4865441893537839,0.5082675758749247,0.15472249779850242,0.08136692018160825,9666.582397460938,344.0530242919922,12.23751974105835
angular-Jacobi-PCG,1,16,256,OOD,120,0.5967704971346941,1.0953604459762574,3.404241006573041,0.46249796375632285,0.48617386097709336,0.1831750170017282,0.16290390814344086,2542.6280517578125,303.19329833984375,6.921817779541016
angular-Jacobi-PCG,1,24,576,All,168,0.6524447284557562,1.094439443733011,4.6220857089474086,0.5130625849678403,0.5199926667624996,0.17620151361361852,0.11593476446883172,6717.5966796875,482.4974822998047,13.182094097137451
angular-Jacobi-PCG,1,24,576,ID,48,0.7846705348987446,1.068947351227204,6.738623743255933,0.5288984080155691,0.5257590891172489,0.16094256068269408,0.06728316219232507,23377.8388671875,379.1991729736328,23.75814914703369
angular-Jacobi-PCG,1,24,576,OOD,120,0.5995544058785608,1.1046362807353338,3.775470495223999,0.5067282557487488,0.5176860978205998,0.1823050947859883,0.1353954053794344,5944.91455078125,497.80418395996094,10.465494632720947
angular-Jacobi-PCG,1,32,1024,All,168,0.656206800338165,1.1238307853539784,4.757483774707431,0.5607248846264112,0.5387952341919854,0.18531070583100825,0.09151026274083134,11775.0068359375,703.0361938476562,17.83157253265381
angular-Jacobi-PCG,1,32,1024,ID,48,0.7686051388716059,1.098886039108038,6.861191267768542,0.5857117070506016,0.5453445762395859,0.1747355540283024,0.052641367777444686,45013.458984375,813.7328186035156,27.142197608947754
angular-Jacobi-PCG,1,32,1024,OOD,120,0.6112474649247887,1.1338086838523547,3.9160007774829864,0.5507301556567351,0.5361754973729451,0.18954076655209062,0.107057820726186,10494.00244140625,578.3014221191406,15.21687126159668
angular-Jacobi-PCG,1,48,2304,All,168,0.6534018464725119,1.162245206889652,5.115628127540861,0.6532918358487743,0.5625885508599735,0.1995018026126282,0.07134505430959892,26624.3369140625,1010.5305786132812,24.27671718597412
angular-Jacobi-PCG,1,48,2304,ID,48,0.762606978433772,1.1263364528616269,7.464155455430348,0.6967463102191687,0.5660402023543915,0.1909318740169207,0.040125423841042555,93973.1376953125,1212.7097778320312,31.39683437347412
angular-Jacobi-PCG,1,48,2304,OOD,120,0.6097197936880079,1.176608708500862,4.176217196385066,0.6359100461006164,0.5612078902622064,0.20292977405091123,0.08383290649702148,24020.501953125,958.4217834472656,20.546497344970703
angular-Jacobi-PCG,2,8,64,All,168,0.5762298231066334,0.8911053850537255,1.9283319172405062,0.2225982800480865,0.2285165687402089,0.15439036447510474,0.24928631664009848,445.6859893798828,167.0050277709961,2.186870813369751
angular-Jacobi-PCG,2,8,64,ID,48,0.798812162906955,0.7589299790561199,3.097306261459986,0.2235352927818894,0.241109379256765,0.10492715833242978,0.23344493589441598,1829.6270751953125,163.42105865478516,5.779818296432495
angular-Jacobi-PCG,2,8,64,OOD,120,0.4871968871865047,0.9439755474527677,1.460742179552714,0.22222347495456535,0.22347944453358648,0.17417564693217474,0.2556228689383715,406.63999938964844,167.0050277709961,1.879752278327942
angular-Jacobi-PCG,2,12,144,All,168,0.7421684456847706,1.013833037799313,3.0344992868957066,0.27273887528904844,0.279734589691673,0.10859523188056686,0.23294763711635907,1489.9290771484375,244.57305145263672,6.030349493026733
angular-Jacobi-PCG,2,12,144,ID,48,0.8347931771462909,0.9284327129522959,4.793555711706479,0.26735172700136894,0.28155904139081633,0.0800333089816073,0.15957163705024865,5079.3985595703125,278.3255157470703,10.647140979766846
angular-Jacobi-PCG,2,12,144,OOD,120,0.7051185531001626,1.0479931677381198,2.3308767169713973,0.27489373460412025,0.2790048090120157,0.12002000104015068,0.26229803714280325,1234.2193603515625,218.07845306396484,5.042062282562256
angular-Jacobi-PCG,2,16,256,All,168,0.7364612624712598,0.9762117813030878,3.614976931185949,0.2955188658975419,0.30833884372952436,0.10126101263310934,0.22285744210516675,2769.3154296875,305.9107971191406,8.940956115722656
angular-Jacobi-PCG,2,16,256,ID,48,0.8257814057077795,0.9231384433805943,5.461898376544316,0.2901475659261147,0.3137171703080336,0.09012263027640677,0.12765731067823552,9666.582397460938,344.0530242919922,12.23751974105835
angular-Jacobi-PCG,2,16,256,OOD,120,0.7007332051766519,0.9974411164720853,2.8762083530426024,0.29766738588611286,0.3061875130981207,0.10571636557579037,0.26093749467593924,2542.6280517578125,303.19329833984375,6.921817779541016
angular-Jacobi-PCG,2,24,576,All,168,0.7636882282146525,1.0287834441378003,3.9978267458223162,0.32598698760072387,0.3312300168687389,0.11038442798668426,0.17030338520583294,6717.5966796875,482.4974822998047,13.182094097137451
angular-Jacobi-PCG,2,24,576,ID,48,0.8550675127390757,0.9951864468554655,6.233647937575976,0.3260191455483436,0.33099044611056644,0.09520165016874665,0.10201424088639514,23377.8388671875,379.1991729736328,23.75814914703369
angular-Jacobi-PCG,2,24,576,OOD,120,0.7271365144048832,1.0422222430507342,3.1034982691208524,0.325974124421676,0.33132584517200786,0.1164575391138593,0.19761904293360807,5944.91455078125,497.80418395996094,10.465494632720947
angular-Jacobi-PCG,2,32,1024,All,168,0.7642174992493503,1.0877330555092721,4.245533198827789,0.3521698558969157,0.34803673412118635,0.1266687796007664,0.1341791154783485,11775.0068359375,703.0361938476562,17.83157253265381
angular-Jacobi-PCG,2,32,1024,ID,48,0.833789893544263,1.0611475644012291,6.681343525648117,0.36210941212872666,0.35096362854043645,0.11394403820546961,0.07902848524584741,45013.458984375,813.7328186035156,27.142197608947754
angular-Jacobi-PCG,2,32,1024,OOD,120,0.7363885415313853,1.0983672519524892,3.2712090680996577,0.34819403340419136,0.34686597635348637,0.13175867615888512,0.1562393675713489,10494.00244140625,578.3014221191406,15.21687126159668
angular-Jacobi-PCG,2,48,2304,All,168,0.7683963496975346,1.1703550226631618,4.8938668966293335,0.4036329486185596,0.3684319044862474,0.15153969864227937,0.08912627393077677,26624.3369140625,1010.5305786132812,24.27671718597412
angular-Jacobi-PCG,2,48,2304,ID,48,0.8443986467009076,1.149638785670201,8.09292753537496,0.4219202504803737,0.3705693470935027,0.13848939041296637,0.050674956861863955,93973.1376953125,1212.7097778320312,31.39683437347412
angular-Jacobi-PCG,2,48,2304,OOD,120,0.7379954308961855,1.1786415174603462,3.6142426411310833,0.39631802787383397,0.3675769274433454,0.1567598219340046,0.1045068007583419,24020.501953125,958.4217834472656,20.546497344970703
angular-Jacobi-PCG,4,8,64,All,168,0.5264799480179887,0.8239511510889445,1.5201253739318676,0.0909962103413861,0.09311006976557626,0.054825221997730024,0.473275018833755,445.6859893798828,167.0050277709961,2.186870813369751
angular-Jacobi-PCG,4,8,64,ID,48,0.7764195302992011,0.5657300318901738,1.8955977049966652,0.09457321922915674,0.09967379093480604,0.04146091519699737,0.43401891730415326,1829.6270751953125,163.42105865478516,5.779818296432495
angular-Jacobi-PCG,4,8,64,OOD,120,0.42650411510550373,0.9272395987684529,1.3699364415059487,0.08956540678627785,0.09048458129788434,0.060170944718023096,0.48897745944559573,406.63999938964844,167.0050277709961,1.879752278327942
angular-Jacobi-PCG,4,12,144,All,168,0.7501210985821004,0.7742448970675468,2.1567607213343893,0.13130209581660368,0.13580840486767032,0.05322916241961394,0.4419263132093918,1489.9290771484375,244.57305145263672,6.030349493026733
angular-Jacobi-PCG,4,12,144,ID,48,0.8554042370527123,0.6529390656699737,2.9386658494671187,0.12676162940139568,0.1350079849362373,0.04184596164850513,0.33808991638943553,5079.3985595703125,278.3255157470703,10.647140979766846
angular-Jacobi-PCG,4,12,144,OOD,120,0.7080078431938557,0.8227672296265761,1.8439986700812976,0.1331182823826869,0.13612857284024354,0.05778244272805746,0.48346087193737425,1234.2193603515625,218.07845306396484,5.042062282562256
angular-Jacobi-PCG,4,16,256,All,168,0.748040108324591,0.7307094413609732,2.4928587086143947,0.15095606428526692,0.15800226218111454,0.051091253447035904,0.41136721750011757,2769.3154296875,305.9107971191406,8.940956115722656
angular-Jacobi-PCG,4,16,256,ID,48,0.8493168783824042,0.6253488374253114,3.0796385581294694,0.13995082226271427,0.15355112962424752,0.045278751640580546,0.31377550524969894,9666.582397460938,344.0530242919922,12.23751974105835
angular-Jacobi-PCG,4,16,256,OOD,120,0.7075294003014657,0.7728536829352379,2.258146768808365,0.155358161094288,0.15978271520386136,0.053416254169618045,0.450403902400285,2542.6280517578125,303.19329833984375,6.921817779541016
angular-Jacobi-PCG,4,24,576,All,168,0.7829987392839127,0.8215471970893088,3.0368731234754835,0.17127828832183561,0.1763434524514845,0.05333964278300599,0.37613124776232454,6717.5966796875,482.4974822998047,13.182094097137451
angular-Jacobi-PCG,4,24,576,ID,48,0.8733192258911155,0.7824741738537947,4.221891621748607,0.1622972035159667,0.17234690549472964,0.043767662059205216,0.27723745105322445,23377.8388671875,379.1991729736328,23.75814914703369
angular-Jacobi-PCG,4,24,576,OOD,120,0.7468705446410315,0.8371764063835144,2.5628657241662345,0.17487072224418318,0.17794207123418646,0.057168435072526294,0.4156887664459646,5944.91455078125,497.80418395996094,10.465494632720947
angular-Jacobi-PCG,4,32,1024,All,168,0.7915209495813778,0.9105337929157984,3.305339896962756,0.1848415387350888,0.1871724656472603,0.06416197200970986,0.3119913077957573,11775.0068359375,703.0361938476562,17.83157253265381
angular-Jacobi-PCG,4,32,1024,ID,48,0.8691908612338647,0.8621815827985605,4.659064660469691,0.18058650412907198,0.18840977270156142,0.05494081628664082,0.21165496972389516,45013.458984375,813.7328186035156,27.142197608947754
angular-Jacobi-PCG,4,32,1024,OOD,120,0.760452984920383,0.9298746769626935,2.763849991559982,0.18654355257749555,0.1866775428255399,0.06785043429893747,0.35212584302450217,10494.00244140625,578.3014221191406,15.21687126159668
angular-Jacobi-PCG,4,48,2304,All,168,0.799807701884933,1.024236961489632,3.614105001801536,0.20551720425663955,0.200486430277427,0.08602239185988544,0.19115949506106383,26624.3369140625,1010.5305786132812,24.27671718597412
angular-Jacobi-PCG,4,48,2304,ID,48,0.8783095269644824,0.9751883062223593,5.1126541793346405,0.19718079905336097,0.19871090197314814,0.07365697439915186,0.10714285493789548,93973.1376953125,1212.7097778320312,31.39683437347412
angular-Jacobi-PCG,4,48,2304,OOD,120,0.7684069718531131,1.043856423596541,3.0146853307882946,0.208851766337951,0.20119664159913855,0.09096855884417887,0.22476615111033119,24020.501953125,958.4217834472656,20.546497344970703
angular-Jacobi-PCG,8,8,64,All,168,0.510934122789817,0.054061491577999235,0.23069604243039657,0.0078044634556323385,0.007900415894296695,0.002225718370283724,0.9357765408321506,445.6859893798828,167.0050277709961,2.186870813369751
angular-Jacobi-PCG,8,8,64,ID,48,0.7642199035445952,0.062465465137536307,0.4475650045076283,0.011080901387353818,0.010994424930930878,0.003790652055673237,0.8102412816757957,1829.6270751953125,163.42105865478516,5.779818296432495
angular-Jacobi-PCG,8,8,64,OOD,120,0.40961981048790574,0.050699902154184406,0.14394845759950384,0.006493888282943746,0.006662812279643021,0.0015997448961279188,0.9859906444946925,406.63999938964844,167.0050277709961,1.879752278327942
angular-Jacobi-PCG,8,12,144,All,168,0.7369347192175594,0.37947314853469527,1.0616875336106335,0.04700299223241879,0.047146162345251465,0.029412387993596883,0.6048879286806498,1489.9290771484375,244.57305145263672,6.030349493026733
angular-Jacobi-PCG,8,12,144,ID,48,0.8502829333784896,0.29429350933060044,1.4832455826302369,0.052650381151276286,0.05246669286862011,0.02468335117252229,0.4443292877015968,5079.3985595703125,278.3255157470703,10.647140979766846
angular-Jacobi-PCG,8,12,144,OOD,120,0.6915954335531873,0.4135450042163332,0.8930643140027921,0.0447440366648758,0.045017950135904004,0.03130400272202673,0.6691113850722711,1234.2193603515625,218.07845306396484,5.042062282562256
angular-Jacobi-PCG,8,16,256,All,168,0.7463906520043853,0.3941210337160599,1.3501941244162263,0.05998494932871485,0.061506971140347734,0.02943956929015079,0.5514531603437804,2769.3154296875,305.9107971191406,8.940956115722656
angular-Jacobi-PCG,8,16,256,ID,48,0.8588891913799269,0.33733472134917974,1.6356510445475578,0.06118358508683736,0.06396491002912318,0.027849623137929744,0.40260947262868285,9666.582397460938,344.0530242919922,12.23751974105835
angular-Jacobi-PCG,8,16,256,OOD,120,0.7013912362541687,0.4168355586628119,1.2360113563636939,0.05950549502546584,0.06052379558483755,0.03007554775103921,0.6109906354298195,2542.6280517578125,303.19329833984375,6.921817779541016
angular-Jacobi-PCG,8,24,576,All,168,0.785499851436066,0.4736246775303568,1.610725085295382,0.06808448210358614,0.07268264858673013,0.030537801251436226,0.5214255240612796,6717.5966796875,482.4974822998047,13.182094097137451
angular-Jacobi-PCG,8,24,576,ID,48,0.8801267808376134,0.41915408335626125,2.006612502038479,0.0635452899926652,0.06942728472252684,0.026666912230818168,0.4087478645766775,23377.8388671875,379.1991729736328,23.75814914703369
angular-Jacobi-PCG,8,24,576,OOD,120,0.7476490796754471,0.49541291519999503,1.4523701185981432,0.06990015894795452,0.07398479413241144,0.032086156859683454,0.5664965878551205,5944.91455078125,497.80418395996094,10.465494632720947
angular-Jacobi-PCG,8,32,1024,All,168,0.7989300812214866,0.5756860806473664,1.853232663656984,0.07524623812752816,0.07975597069820474,0.035446431515516574,0.4710352800431706,11775.0068359375,703.0361938476562,17.83157253265381
angular-Jacobi-PCG,8,32,1024,ID,48,0.8910408773567963,0.5160729046911001,2.276522174477577,0.06840170780196782,0.07625709264539178,0.02933925722027193,0.3742825196435054,45013.458984375,813.7328186035156,27.142197608947754
